Ant_ID,colony,colony_act,tag_id,body_size,age(days),nb_foraging_events,group_period1,group_period2,period1to2,group_period3,period2to3,group_period4,period3to4,visits_to_brood,visits_to_nest_entrance,visits_to_rubbishpile,nb_interaction_nurses,nb_interaction_cleaners,nb_interaction_foragers,nb_interaction_queen
Ant538,21,3,538,136.704,57,5,F,F,same,NA,NA,NA,NA,7.45455,3,0.545455,96.636364,242.45455,492.09091,0.6364
Ant176,21,3,176,140.602,57,3,F,F,same,NA,NA,NA,NA,75.5455,2.81818,0,41.363636,108.63636,387.09091,0
Ant534,21,3,534,145.726,57,0,C,C,same,NA,NA,NA,NA,6.63636,0.181818,0.181818,95.181818,191.09091,251,0.8182
Ant32,21,3,32,147.98,57,0,F,F,same,NA,NA,NA,NA,8.90909,0.181818,0,57.363636,146.27273,184.36364,0.09091
Ant218,21,3,218,150.36,57,51,F,F,same,NA,NA,NA,NA,10.4545,111.182,0.545455,52.909091,130.72727,443.18182,0.3636
Ant71,21,3,71,166.859,57,0,N,N,same,N,same,N,same,423.727,1.27273,1.27273,333.72727,175.09091,69.363636,11.18
Ant564,21,3,564,170.699,57,0,N,N,same,N,same,N,same,610.273,0.454545,1.18182,482.72727,77.545455,33.272727,7.273
Ant334,21,3,334,173.416,57,0,N,N,same,N,same,N,same,139.091,0.727273,0.181818,464.54545,149.36364,59.181818,9
Ant329,21,3,329,177.924,57,0,N,N,same,N,same,N,same,487.545,0.0909091,0.909091,521.72727,87.454545,41.181818,14.64
Ant96,21,3,96,178.241,57,0,N,N,same,N,same,C,switch,96.6364,0.545455,8.72727,441.54545,197,101.27273,23.64
Ant390,21,3,390,179.424,57,0,N,N,same,N,same,C,switch,43.4545,0,0.636364,461.72727,201.45455,66.272727,14
Ant62,21,3,62,185.194,57,0,N,N,same,N,same,N,same,87,0,0.363636,260.81818,135.81818,72,2.727
Ant178,21,3,178,190.318,57,0,N,N,same,N,same,N,same,73,0.727273,1.18182,487.54545,152.27273,49.636364,29.73
Ant638,21,3,638,122.483,64,150,F,F,same,NA,NA,NA,NA,5.90909,45.7273,0.0909091,26.272727,88.545455,454.54545,0.3636
Ant48,21,3,48,123.016,64,25,F,F,same,F,same,F,same,27.4545,38.6364,1.54545,88.090909,173.36364,455,1.182
Ant252,21,3,252,130.3,64,38,F,F,same,F,same,F,same,47.1818,236.818,5.18182,129.90909,237.36364,505.81818,3.727
Ant437,21,3,437,133.634,64,20,F,NA,NA,NA,NA,NA,NA,2.72727,6.90909,0.909091,49.363636,179.54545,512.09091,0.3636
Ant263,21,3,263,136.029,64,42,F,NA,NA,NA,NA,NA,NA,20.4545,13.9091,12.6364,71.272727,128.36364,434.90909,0.1818
Ant650,21,3,650,138.611,64,0,F,F,same,F,same,F,same,55.6364,5.72727,38.0909,90.090909,196.27273,277.27273,2.091
Ant518,21,3,518,140.036,64,443,F,F,same,C,switch,C,same,3.36364,13.7273,0,17.272727,62.818182,393.90909,0.3636
Ant117,21,3,117,142.622,64,18,F,F,same,F,same,F,same,32,87.6364,1.72727,100.90909,216.36364,353.90909,1.182
Ant621,21,3,621,146,64,0,F,F,same,F,same,F,same,75.4545,0.181818,1.63636,125.72727,228,225.45455,1.273
Ant127,21,3,127,147.679,64,24,F,F,same,NA,NA,NA,NA,4.90909,26.8182,0,32.545455,81.727273,417.27273,0.2727
Ant1,21,3,1,152.882,64,0,C,C,same,F,switch,F,same,55.5455,0.454545,0.545455,197.63636,262.18182,266.36364,2.182
Ant255,21,3,255,157.613,64,0,C,F,switch,F,same,NA,NA,6.18182,1.36364,1.09091,54.545455,128.36364,93.545455,0.2727
Ant161,21,3,161,157.953,64,233,F,NA,NA,NA,NA,NA,NA,52.2727,0.545455,0.636364,45.363636,163.18182,578.18182,0.09091
Ant109,21,3,109,158.256,64,0,C,C,same,F,switch,F,same,171.818,2.90909,1.09091,243.54545,261.18182,196.54545,7
Ant70,21,3,70,161.186,64,0,C,F,switch,F,same,F,same,109.455,1.54545,3.27273,182.27273,290.09091,376.90909,1.273
Ant124,21,3,124,165.747,64,0,C,C,same,F,switch,F,same,181.273,0.181818,0.909091,409.72727,291,168.09091,12.27
Ant105,21,3,105,169.614,64,0,N,N,same,N,same,N,same,417,2.45455,0.727273,628.72727,190.90909,98.545455,23.73
Ant43,21,3,43,171.283,64,0,N,N,same,N,same,N,same,229.455,2.09091,4.63636,669.81818,168.54545,88.727273,9.545
Ant395,21,3,395,135.148,71,73,F,F,same,F,same,NA,NA,46.4545,117,1.54545,83.272727,152.63636,419.36364,0.5455
Ant380,21,3,380,141.739,71,7,F,F,same,F,same,F,same,23.6364,5.18182,0.909091,73,160.72727,363.72727,0.4545
Ant54,21,3,54,142.622,71,12,C,F,switch,F,same,F,same,42.8182,4.36364,15.5455,120.09091,181.09091,205.54545,3.364
Ant156,21,3,156,143.422,71,0,F,NA,NA,NA,NA,NA,NA,9.09091,2.27273,2.54545,33.363636,69,242.54545,0.09091
Ant299,21,3,299,144.941,71,125,F,F,same,F,same,NA,NA,3.63636,30.8182,1.18182,43.818182,127.81818,527.72727,0
Ant59,21,3,59,147.462,71,0,C,C,same,NA,NA,NA,NA,151.273,5.18182,0.545455,255.72727,258.72727,148.72727,3.818
Ant308,21,3,308,155.077,71,0,N,N,same,N,same,NA,NA,59.0909,0.272727,0,379.63636,198,95.545455,3.455
Ant194,21,3,194,159.327,71,0,C,C,same,F,switch,F,same,48,1.36364,0.272727,147.54545,254.09091,267.72727,0.8182
Ant20,21,3,20,170.423,71,0,N,N,same,N,same,C,switch,154,0.636364,1.18182,534.90909,230.18182,112.27273,9.636
Ant607,21,3,607,178.34,71,0,N,N,same,N,same,N,same,293.091,0,0.0909091,442.81818,98.636364,33.090909,17
Ant57,21,3,57,136.473,78,119,F,F,same,NA,NA,NA,NA,4.81818,64.5455,0,17.727273,56.727273,347.81818,0
Ant475,21,3,475,166.087,78,0,F,F,same,F,same,F,same,4.54545,0.636364,2,55.636364,146.63636,311.45455,0.3636
Ant260,21,3,260,148.933,99,42,F,F,same,F,same,F,same,28.9091,49.8182,3.18182,90.636364,189.45455,577.18182,1.455
Ant301,21,3,301,178.539,99,0,N,N,same,N,same,C,switch,318.455,4.72727,0.909091,385.45455,226.54545,101.63636,8.545
Ant198,21,3,198,134.852,113,91,F,F,same,NA,NA,NA,NA,11.5455,27.5455,0.636364,48.454545,126.27273,607.45455,0.5455
Ant142,21,3,142,129.035,120,0,F,NA,NA,NA,NA,NA,NA,38.5455,0,0.272727,95.727273,233.27273,348.18182,1.727
Ant6,21,3,6,132.608,120,0,F,F,same,F,same,F,same,7.72727,2.45455,1.36364,56.090909,148,307,0.09091
Ant331,21,3,331,173.118,120,0,C,N,switch,N,same,F,switch,177.455,0.0909091,0.909091,204,167.54545,102.81818,2.455
Ant296,21,3,296,152.643,134,19,F,F,same,F,same,NA,NA,17.4545,29.0909,0,50.909091,115.09091,407.27273,0.5455
Ant256,21,3,256,206.553,139,0,F,F,same,F,same,F,same,24.5455,6.27273,0.363636,133.72727,226.27273,313.90909,0.1818
Ant530,21,3,530,158.66,141,74,F,NA,NA,NA,NA,NA,NA,2.63636,14.7273,0,15.272727,47.272727,633.54545,0
Ant342,21,3,342,158.902,148,20,F,F,same,F,same,F,same,13,30.6364,0.272727,90.454545,249.54545,836.90909,0.8182
Ant169,21,3,169,127.35,155,94,F,F,same,NA,NA,NA,NA,6.72727,68.4545,0.181818,23,72.909091,316.72727,0
Ant632,21,3,632,149.466,162,318,F,F,same,NA,NA,NA,NA,5.18182,38.2727,1.81818,28.545455,99.636364,427.90909,0.2727
Ant229,21,3,229,177.553,162,0,C,N,switch,C,switch,C,same,257.636,1.54545,1.63636,309.09091,262.63636,225.81818,2.455
Ant227,21,3,227,185.607,162,0,C,C,same,C,same,C,same,154.545,0.909091,1.09091,366.54545,434.27273,402.90909,5.545
Ant397,21,3,397,198.215,162,0,F,C,switch,N,switch,C,switch,134,1.36364,0.0909091,155.09091,263.45455,332.36364,1.545
Ant313,21,3,313,192.51,169,0,C,NA,NA,NA,NA,NA,NA,26.6364,6.09091,0.818182,171.54545,222.45455,223.72727,3
Ant118,21,3,118,197.773,169,0,C,C,same,NA,NA,NA,NA,36.1818,1.72727,0.909091,146.81818,205.09091,210.27273,1.182
Ant394,21,3,394,203.679,169,0,C,C,same,N,switch,NA,NA,49.1818,1.63636,19.7273,219.45455,205.90909,127.09091,7.727
Ant12,21,3,12,217.037,176,0,F,F,same,C,switch,C,same,110.818,20.2727,0,194.09091,297.45455,550.81818,0.4545
Ant740,21,3,740,227.748,176,0,C,C,same,C,same,NA,NA,30.2727,4.90909,2.72727,221.63636,275.45455,324.90909,3.818
Ant51,21,3,51,209.022,183,0,C,F,switch,F,same,C,switch,10.1818,2.54545,0.727273,210.90909,248.45455,267.81818,1
Ant215,21,3,215,250.154,183,0,F,F,same,C,switch,F,switch,18.7273,9.18182,0,145.81818,275.18182,858.54545,0.6364
Ant190,21,3,190,199.489,190,0,F,C,switch,F,switch,C,switch,88.7273,1.27273,0.181818,115.27273,192.27273,245.36364,0.8182
Ant278,21,3,278,189.256,197,0,C,C,same,F,switch,NA,NA,21,6.36364,36.7273,86.090909,176.54545,166,0.7273
Ant172,21,3,172,196.084,197,0,N,N,same,N,same,C,switch,202.818,0.909091,0.0909091,409.90909,279.45455,156.18182,6.364
Ant23,21,3,23,234.77,204,0,N,N,same,N,same,N,same,17.3636,0.272727,1.54545,221.72727,173.45455,132.63636,2.818
Ant476,21,3,476,193.507,246,0,F,F,same,F,same,F,same,2.36364,56.3636,0.454545,35.272727,83.636364,392.36364,0.09091
Ant604,21,3,604,301.204,1453,0,Q,Q,same,Q,same,Q,same,13.3636,0,1.81818,754.36364,122.90909,32.272727,0
Ant387,29,4,387,97.949,14,0,F,NA,NA,NA,NA,NA,NA,7.36364,19.8182,25.2727,29.181818,87.363636,121.54545,1
Ant5,29,4,5,112.071,14,0,F,F,same,NA,NA,NA,NA,28.5455,18.1818,108.545,44.909091,137,207,0.5455
Ant632,29,4,632,121.264,14,0,C,F,switch,NA,NA,NA,NA,74.9091,4.27273,5.54545,129,112.18182,80.272727,10.64
Ant356,29,4,356,130.392,14,0,N,N,same,N,same,N,same,398.364,0.272727,0.181818,302.27273,151.72727,72,6.455
Ant564,29,4,564,130.943,14,0,N,N,same,N,same,NA,NA,215.182,0,0,263.18182,100.54545,42.636364,7.909
Ant202,29,4,202,130.973,14,42,F,NA,NA,NA,NA,NA,NA,2.72727,52.9091,1.90909,14.636364,98.545455,162,0.6364
Ant19,29,4,19,131.309,14,0,C,N,switch,NA,NA,NA,NA,90.6364,1.18182,1.72727,141.18182,108.18182,76.454545,2
Ant334,29,4,334,132.136,14,0,N,N,same,N,same,NA,NA,735.273,0.272727,0.545455,324.54545,121.18182,53.909091,7.727
Ant305,29,4,305,132.231,14,0,N,N,same,C,switch,C,same,372.364,0,1.27273,289.27273,144.09091,71.545455,7.091
Ant326,29,4,326,133.004,14,0,N,N,same,NA,NA,NA,NA,306.455,1.72727,5.36364,223.18182,94.818182,41.636364,8
Ant501,29,4,501,134.078,14,0,C,NA,NA,NA,NA,NA,NA,58.8182,48,71.9091,75.363636,120.45455,126.09091,2.273
Ant433,29,4,433,134.172,14,0,N,NA,NA,NA,NA,NA,NA,96.5455,0.818182,0.909091,137.72727,81.272727,40.363636,3.909
Ant320,29,4,320,135.713,14,0,F,F,same,NA,NA,NA,NA,77.7273,9.45455,43.7273,92,217,203.27273,7.364
Ant740,29,4,740,135.794,14,0,N,N,same,F,switch,NA,NA,351.273,2.09091,1.54545,284.90909,104.90909,42.181818,13.82
Ant296,29,4,296,135.96,14,0,C,NA,NA,NA,NA,NA,NA,183.182,0.454545,7.18182,215.54545,219.18182,173.09091,3.364
Ant353,29,4,353,136.242,14,0,F,NA,NA,NA,NA,NA,NA,360.818,3.45455,29.5455,51.090909,122.09091,128.63636,1.182
Ant49,29,4,49,136.693,14,0,C,N,switch,N,same,N,same,80.9091,1.90909,2.09091,189.90909,178.63636,136.18182,18.18
Ant140,29,4,140,136.883,14,0,C,F,switch,NA,NA,NA,NA,81.1818,1.90909,10.4545,176.45455,264,218.54545,5.364
Ant17,29,4,17,137.612,14,0,N,N,same,N,same,NA,NA,194.091,0,0,276.18182,84.727273,29.818182,8.364
Ant4,29,4,4,138.405,14,0,N,N,same,NA,NA,NA,NA,281.273,0,0.454545,300.45455,94.909091,39.090909,7.182
Ant59,29,4,59,138.798,14,0,N,N,same,N,same,NA,NA,345.182,0.545455,2.72727,458,140.90909,59.818182,17.64
Ant610,29,4,610,140.036,14,4,F,NA,NA,NA,NA,NA,NA,26.9091,5.18182,18.8182,64.636364,115.81818,152.36364,1
Ant0,29,4,0,140.089,14,0,N,NA,NA,NA,NA,NA,NA,142.091,1.90909,2.63636,219.27273,110.27273,45.818182,7
Ant71,29,4,71,142.78,14,0,N,N,same,N,same,NA,NA,246,0,0.545455,307.45455,80.363636,28.636364,10.18
Ant242,29,4,242,142.899,14,0,N,N,same,N,same,N,same,544.091,0.727273,8.09091,281.27273,201,101,5.727
Ant599,29,4,599,143.59,14,0,C,N,switch,N,same,N,same,49,2.27273,8.63636,162.81818,155.63636,142.27273,2.636
Ant534,29,4,534,144.281,14,0,N,N,same,N,same,NA,NA,218.364,0.0909091,1.63636,220.27273,140.18182,67.090909,3.636
Ant607,29,4,607,144.554,14,0,C,F,switch,F,same,NA,NA,120.091,4.72727,13.9091,98.090909,142.90909,82.272727,7.727
Ant97,29,4,97,144.9,14,0,C,F,switch,F,same,F,same,428.455,5.54545,6.27273,249,151.81818,108.90909,6.727
Ant115,29,4,115,145.165,14,0,N,N,same,N,same,NA,NA,346.727,2.90909,6,224.45455,83.272727,37.909091,4
Ant530,29,4,530,145.165,14,0,N,N,same,NA,NA,NA,NA,149.091,0.363636,1.18182,300.72727,92,30.272727,11.73
Ant149,29,4,149,145.231,14,0,C,NA,NA,NA,NA,NA,NA,173.909,0.272727,1.09091,226.54545,262.72727,247.63636,6.455
Ant25,29,4,25,145.437,14,0,F,F,same,C,switch,F,switch,18.4545,1.72727,2.81818,145.18182,235.90909,221,4
Ant148,29,4,148,146.103,14,0,C,F,switch,F,same,F,same,70.3636,0.636364,2.63636,275.18182,279.72727,182.09091,10.55
Ant646,29,4,646,146.294,14,0,N,N,same,N,same,NA,NA,214.545,0,3.27273,270.09091,80.909091,33,11.27
Ant929,29,4,929,148.408,14,0,N,N,same,NA,NA,NA,NA,154.182,0.363636,1,291.09091,55.545455,22.363636,9.636
Ant62,29,4,62,148.93,14,0,N,C,switch,NA,NA,NA,NA,391.727,3,5.36364,272.54545,152.72727,56,10.36
Ant250,29,4,250,149.04,14,0,N,N,same,N,same,NA,NA,353.636,1.27273,3.18182,360.63636,94.727273,35.272727,11.09
Ant24,29,4,24,149.482,14,0,N,N,same,N,same,N,same,507,0.272727,1,208,108.18182,48.181818,8.727
Ant838,29,4,838,150.712,14,0,N,N,same,NA,NA,NA,NA,540.273,1.18182,0,228.81818,96.545455,56.272727,1.364
Ant262,29,4,262,151.169,14,0,C,N,switch,N,same,C,switch,10.9091,0.636364,2.54545,134.63636,158.09091,154.54545,6.091
Ant158,29,4,158,151.327,14,0,N,C,switch,NA,NA,NA,NA,307.091,4.09091,5.27273,266.81818,156.27273,60.181818,6.636
Ant153,29,4,153,153.688,14,0,C,N,switch,C,switch,NA,NA,54,2.18182,2.81818,150.27273,169.54545,119.63636,2.455
Ant289,29,4,289,153.808,14,0,N,N,same,NA,NA,NA,NA,308.818,4.27273,6.72727,272.54545,109.36364,41.181818,9.182
Ant27,29,4,27,154.379,14,0,F,N,switch,N,same,N,same,34.8182,2.36364,1.36364,140.09091,263.54545,250.18182,2
Ant311,29,4,311,154.987,14,0,C,N,switch,N,same,NA,NA,104.545,0,0.272727,294.36364,255.72727,185.18182,5.727
Ant391,29,4,391,156.605,14,0,N,N,same,N,same,N,same,543.727,0,0.181818,367,86.818182,26.909091,20.64
Ant217,29,4,217,156.978,14,0,N,N,same,NA,NA,NA,NA,193.909,1.18182,0.818182,227.72727,55.181818,21.272727,19.64
Ant73,29,4,73,162.049,14,0,N,N,same,N,same,N,same,107,0,0,350.54545,119.18182,39.727273,14.91
Ant237,29,4,237,163.615,14,0,N,N,same,F,switch,NA,NA,98.3636,0,1.63636,166.09091,96.818182,35.909091,2.727
Ant172,29,4,172,172.977,14,0,N,NA,NA,NA,NA,NA,NA,233.364,0,1.27273,357.45455,118.90909,42.909091,15.55
Ant44,29,4,44,225.4,14,0,N,N,same,N,same,N,same,515.636,0.454545,2.27273,647.72727,283.45455,113.63636,46.09
Ant482,29,4,482,119.52,19,0,F,NA,NA,NA,NA,NA,NA,197.727,1.36364,8.27273,74.272727,168.63636,191.45455,1.545
Ant397,29,4,397,133.69,19,0,C,NA,NA,NA,NA,NA,NA,221.364,7.18182,3.09091,90.454545,147,114.81818,2.636
Ant210,29,4,210,134.807,19,0,C,F,switch,NA,NA,NA,NA,161.091,5.63636,11.0909,96.454545,130.72727,99.363636,1.727
Ant251,29,4,251,135.059,19,0,C,NA,NA,NA,NA,NA,NA,25.5455,9.27273,1.54545,51.090909,117.36364,110.09091,2.455
Ant476,29,4,476,135.326,19,0,C,F,switch,F,same,F,same,155.091,0.0909091,0.0909091,79.454545,79.090909,41.272727,3.818
Ant114,29,4,114,137.102,19,0,C,NA,NA,NA,NA,NA,NA,54.7273,95.5455,57.0909,48.181818,119,105,1.182
Ant264,29,4,264,171.418,19,0,N,N,same,N,same,N,same,321.182,0,0.363636,390.27273,128.90909,56.181818,10.55
Ant245,29,4,245,175.514,19,37,C,NA,NA,NA,NA,NA,NA,4.09091,34.5455,0.727273,12.181818,77.636364,115.72727,0.09091
Ant126,29,4,126,139.205,40,5,F,NA,NA,NA,NA,NA,NA,47.8182,0.272727,1.27273,55.636364,177,223.36364,2.727
Ant221,29,4,221,149.272,40,0,C,NA,NA,NA,NA,NA,NA,124.182,1,0.727273,86.181818,111.45455,95.727273,1.182
Ant507,29,4,507,157.582,40,0,C,F,switch,NA,NA,NA,NA,183.818,4,28.3636,141.09091,192.45455,142.63636,5.818
Ant32,29,4,32,157.623,40,0,F,F,same,NA,NA,NA,NA,29.7273,1,0.363636,107.72727,225.36364,220.45455,1.727
Ant263,29,4,263,159.928,40,0,N,N,same,N,same,N,same,164.727,0,0.545455,193,142.36364,56.727273,8.182
Ant191,29,4,191,239.508,40,3,C,C,same,C,same,C,same,7,9.72727,1.09091,29.272727,78.818182,91,1.273
Ant1,29,4,1,104.202,50,1,C,F,switch,C,switch,NA,NA,2.18182,69.3636,10.1818,15,65.454545,94.363636,0.09091
Ant614,29,4,614,106.405,50,27,C,NA,NA,NA,NA,NA,NA,0,19.7273,1.27273,9.5454545,89.090909,134.81818,0
Ant518,29,4,518,124.908,50,64,F,NA,NA,NA,NA,NA,NA,16.4545,153.455,6.18182,36.909091,133.54545,197.63636,1
Ant261,29,4,261,125.603,50,61,F,NA,NA,NA,NA,NA,NA,1.81818,41.3636,1.18182,19.818182,102,150.45455,1.455
Ant23,29,4,23,148.337,50,0,C,NA,NA,NA,NA,NA,NA,81.2727,9.81818,368.364,87,118.45455,106.45455,3.727
Ant192,29,4,192,153.17,50,0,F,NA,NA,NA,NA,NA,NA,12.0909,7.09091,7.18182,83.909091,169.18182,151.54545,3.273
Ant540,29,4,540,153.388,50,0,N,N,same,C,switch,NA,NA,168.273,5.81818,9.81818,265.27273,214,91.818182,6.182
Ant14,29,4,14,156.4,50,124,F,NA,NA,NA,NA,NA,NA,33.1818,171.455,89.5455,62.454545,175.09091,214.54545,2.182
Ant299,29,4,299,159.906,50,0,N,N,same,N,same,N,same,395.636,3.09091,0.272727,428.45455,200.63636,84.818182,26.36
Ant252,29,4,252,165.412,50,0,N,N,same,N,same,N,same,465.091,2.72727,2.90909,426.09091,132.54545,47.545455,21.45
Ant176,29,4,176,181.339,50,0,F,F,same,N,switch,N,same,36.4545,2.45455,3.81818,162,282.54545,203.72727,4.818
Ant592,29,4,592,204.012,50,0,C,F,switch,N,switch,N,same,35.9091,0.545455,0.272727,202.18182,222.72727,143,4.455
Ant117,29,4,117,213.15,50,0,C,N,switch,N,same,N,same,64.2727,6.45455,1.90909,304.18182,362.63636,260,3.545
Ant593,29,4,593,214.849,50,0,C,F,switch,C,switch,C,same,27.0909,0,2.54545,205.27273,249.09091,165.63636,5.727
Ant186,29,4,186,133.989,57,15,F,NA,NA,NA,NA,NA,NA,2.72727,37.9091,8.54545,27.909091,149.09091,206.45455,0.6364
Ant255,29,4,255,142.941,57,60,F,NA,NA,NA,NA,NA,NA,51.8182,83.3636,74.2727,50.454545,152.09091,154.54545,2.727
Ant96,29,4,96,158.028,57,0,F,C,switch,NA,NA,NA,NA,99.0909,0.363636,0.272727,107.45455,229.18182,277.36364,1.545
Ant6,29,4,6,184.556,57,0,N,N,same,N,same,N,same,256.636,3.27273,3.18182,338,124.72727,46.272727,11.27
Ant170,29,4,170,167.586,64,0,N,N,same,N,same,N,same,263,0.818182,0.636364,252.72727,125.27273,56.727273,10.73
Ant173,29,4,173,143.377,71,9,C,NA,NA,NA,NA,NA,NA,0,28.0909,1.36364,13.454545,74.909091,97.545455,0.1818
Ant220,29,4,220,151.608,71,0,F,NA,NA,NA,NA,NA,NA,137.091,46.1818,42,93,203.45455,214.09091,3.545
Ant120,29,4,120,166.976,71,0,C,F,switch,C,switch,NA,NA,127.545,52.8182,216.636,195.27273,227.09091,182.18182,11.73
Ant51,29,4,51,175.636,71,0,C,F,switch,C,switch,C,same,43.1818,2,1.63636,196.18182,251.54545,186,6.727
Ant638,29,4,638,196.705,85,0,C,F,switch,F,same,F,same,34.0909,71.8182,1.18182,101.27273,224,273.27273,0.9091
Ant298,29,4,298,149.913,92,0,C,F,switch,C,switch,NA,NA,51.7273,9.63636,137.545,238.72727,262.27273,209.36364,11.09
Ant65,29,4,65,138.033,106,0,F,NA,NA,NA,NA,NA,NA,119.364,13.7273,8.27273,43,123.18182,124.90909,0.6364
Ant475,29,4,475,165.529,106,0,N,N,same,N,same,N,same,496.727,0.181818,0.454545,335.18182,219.90909,84.181818,17.55
Ant227,29,4,227,159.063,113,41,F,C,switch,C,same,C,same,111.636,382.545,102.091,52,133.81818,182.90909,1.636
Ant2,29,4,2,177.539,134,0,F,F,same,F,same,F,same,4.45455,19,2.18182,128.72727,375.09091,405.45455,2.273
Ant256,29,4,256,185.715,134,42,F,C,switch,C,same,C,same,0.545455,88.7273,0.272727,35.272727,166.09091,224,0.5455
Ant26,29,4,26,192.899,134,19,C,NA,NA,NA,NA,NA,NA,0.272727,31.0909,0.818182,8.3636364,55.272727,80.363636,0.3636
Ant332,29,4,332,193.197,197,0,F,F,same,F,same,NA,NA,28.6364,1.72727,0.0909091,109.36364,223.90909,203.81818,1.091
Ant502,29,4,502,284.318,1453,0,Q,Q,same,Q,same,Q,same,38.4545,0,0,430.45455,158.90909,52.090909,0
Ant433,58,5,433,143.544,0,85,F,NA,NA,NA,NA,NA,NA,9.54545,5.36364,3.36364,38,78.818182,621,0.3636
Ant28,58,5,28,152.463,0,115,F,F,same,NA,NA,NA,NA,16.0909,22.9091,0.727273,78.727273,146.27273,642,0
Ant398,58,5,398,144.903,14,0,N,NA,NA,NA,NA,NA,NA,416.909,0.636364,2.09091,450.27273,62.272727,38.090909,21.09
Ant170,58,5,170,146.728,14,0,C,C,same,F,switch,NA,NA,75.5455,0.818182,13.4545,315.72727,217.90909,77.545455,4.545
Ant220,58,5,220,149.883,14,0,N,NA,NA,NA,NA,NA,NA,754.182,0,0.181818,432.90909,84.636364,31.363636,7.636
Ant5,58,5,5,150.572,14,0,N,N,same,N,same,N,same,361.364,0,32,578.18182,102.18182,30.818182,18.18
Ant278,58,5,278,152.043,14,0,C,N,switch,NA,NA,NA,NA,368.091,0,5.27273,550.54545,349.54545,72.545455,18.27
Ant549,58,5,549,154.311,14,0,N,C,switch,F,switch,F,same,209.364,0,0.909091,571.18182,295.63636,188.54545,2.091
Ant232,58,5,232,155.621,14,0,N,NA,NA,NA,NA,NA,NA,164.727,0,0,604.27273,160.36364,76.454545,12.73
Ant176,58,5,176,155.724,14,0,N,NA,NA,NA,NA,NA,NA,135.545,0,0.454545,566.45455,185.45455,63.181818,9.182
Ant62,58,5,62,158.619,14,0,N,N,same,N,same,N,same,177.273,0,0.454545,569.18182,166.72727,89.181818,15.18
Ant55,58,5,55,162.69,14,24,F,F,same,C,switch,NA,NA,7.72727,7.45455,0,60.272727,117.90909,729.18182,0
Ant305,58,5,305,163.67,14,0,N,N,same,N,same,N,same,477.182,0,1.36364,581,89.727273,31.818182,7.273
Ant153,58,5,153,164.137,14,0,N,NA,NA,NA,NA,NA,NA,355.818,0.272727,0,464.54545,82.818182,28.727273,10.18
Ant238,58,5,238,167.215,14,0,C,NA,NA,NA,NA,NA,NA,238.273,0.454545,51.2727,480.54545,623.90909,143.18182,4.636
Ant81,58,5,81,168.324,14,0,N,N,same,C,switch,N,switch,113.909,0.0909091,1.36364,464.18182,210.54545,86.636364,3.727
Ant540,58,5,540,172.467,14,0,N,N,same,NA,NA,NA,NA,150.455,0,7.63636,401,91.090909,31.454545,12
Ant144,58,5,144,175.505,14,0,N,NA,NA,NA,NA,NA,NA,306.818,0,0,472.72727,73.363636,28.363636,13
Ant65,58,5,65,176.98,14,0,N,N,same,NA,NA,NA,NA,300.909,0.272727,0,587.63636,92.181818,28.909091,18.09
Ant186,58,5,186,177.553,14,12,F,NA,NA,NA,NA,NA,NA,23.7273,3.72727,3.72727,143.18182,212.63636,777.90909,0.09091
Ant610,58,5,610,190.801,14,0,N,N,same,NA,NA,NA,NA,215.909,1.36364,0.454545,477.45455,176.54545,174.72727,3.636
Ant391,58,5,391,204.12,14,1,N,N,same,N,same,C,switch,296.818,0.636364,25,513.54545,160.09091,63.727273,40.73
Ant261,58,5,261,205.937,14,0,N,N,same,N,same,N,same,22.2727,0.363636,2.36364,490.90909,242.54545,82.181818,8
Ant100,58,5,100,208.274,14,0,N,N,same,F,switch,F,same,235.636,1.54545,2.54545,714,315.81818,143,21.18
Ant156,58,5,156,113.741,40,63,F,F,same,C,switch,C,same,11.0909,11.4545,0.727273,33.545455,66,485.81818,0.4545
Ant137,58,5,137,131.529,40,16,C,F,switch,NA,NA,NA,NA,68.9091,6,19.1818,559.18182,456.90909,396.09091,26.55
Ant209,58,5,209,134.358,40,0,N,N,same,C,switch,C,same,302.091,0.0909091,0.0909091,388.90909,166.63636,68.181818,4.273
Ant263,58,5,263,134.974,40,0,N,N,same,N,same,C,switch,293.182,0,1.45455,277.27273,104.81818,53.636364,2.273
Ant13,58,5,13,135.329,40,0,N,N,same,F,switch,F,same,58.6364,0.545455,9.63636,461.18182,141.36364,46.181818,14.82
Ant68,58,5,68,136.953,40,0,N,N,same,N,same,C,switch,1001,0,1,524,70,25.090909,41.82
Ant332,58,5,332,140.132,40,0,N,C,switch,F,switch,F,same,71.2727,0.454545,7.45455,359.81818,292.45455,114.09091,4
Ant621,58,5,621,146.632,40,1,C,F,switch,NA,NA,NA,NA,79.9091,0,4.27273,224.54545,264.54545,186.72727,0.4545
Ant102,58,5,102,146.823,40,0,C,F,switch,F,same,NA,NA,82.6364,0.454545,0.545455,110.54545,215.72727,86.454545,0.1818
Ant353,58,5,353,148.661,40,0,N,N,same,N,same,N,same,1048.64,0,0,447.09091,53.363636,18.090909,31.27
Ant334,58,5,334,150.147,40,0,N,N,same,N,same,C,switch,290.182,0,0,423.63636,67.363636,31.818182,43.18
Ant376,58,5,376,151.743,40,0,N,N,same,N,same,N,same,217.909,2.45455,11,312,65.909091,25.727273,19.09
