"","Ant260","Ant52","Ant540","Ant6","Ant7","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant148","Ant158","Ant202","Ant209","Ant268","Ant311","Ant518","Ant0","Ant32","Ant43","Ant44","Ant50","Ant55","Ant63","Ant97","Ant98","Ant137","Ant140","Ant169","Ant176","Ant178","Ant195","Ant215","Ant217","Ant219","Ant232","Ant243","Ant257","Ant289","Ant294","Ant298","Ant324","Ant332","Ant342","Ant356","Ant395","Ant400","Ant437","Ant492","Ant507","Ant552","Ant560","Ant564","Ant593"
"Ant50",11,2,0,11,1,0,1,0,10,3,0,3,0,0,8,0,2,0,17,6,11,1,0,7,2,9,1,1,5,0,0,0,0,0,0,0,22,0,3,1,1,4,7,8,9,2,0,6,4,5,0,7,14,0,0
"Ant55",0,1,11,4,9,27,2,3,1,6,0,2,0,3,0,16,6,5,5,2,31,2,7,0,0,1,3,0,5,0,9,18,6,3,7,1,22,7,4,10,8,0,6,1,0,2,2,2,2,2,9,6,0,2,12
"Ant63",5,7,0,2,0,0,3,2,12,7,5,13,6,0,10,0,4,4,14,1,0,14,2,0,0,21,2,3,2,3,0,0,5,0,0,4,0,0,5,1,0,3,1,4,6,0,0,13,2,13,0,1,8,5,2
"Ant97",7,2,0,2,4,0,2,1,5,6,10,0,2,0,5,0,3,0,12,0,0,4,9,1,21,0,14,0,0,2,0,0,2,1,0,4,0,0,0,0,0,12,0,3,17,0,0,0,1,13,0,8,0,1,9
"Ant98",4,9,0,1,2,0,0,1,5,8,9,2,0,0,2,3,0,0,17,3,1,18,1,3,2,14,0,3,0,0,0,0,0,0,0,1,9,0,3,0,0,13,4,3,3,18,1,2,0,12,0,2,6,2,3
"Ant137",7,1,0,2,1,0,1,0,4,2,4,42,4,0,3,0,2,0,6,18,0,10,1,0,3,0,3,0,0,1,0,0,3,0,0,18,9,0,4,0,0,6,2,5,4,10,0,11,0,1,0,3,8,1,16
"Ant140",4,0,0,17,1,16,1,0,1,0,0,5,3,8,5,13,6,1,12,0,9,0,5,5,2,0,0,0,0,0,0,0,12,3,0,5,12,15,3,7,2,0,1,12,1,0,1,3,0,7,29,2,0,0,3
"Ant169",6,0,0,4,4,0,1,2,3,8,6,1,10,0,10,0,21,6,29,4,0,10,0,0,3,2,0,1,0,0,0,0,10,1,0,1,1,0,2,2,0,6,1,5,9,0,0,17,22,3,0,13,6,1,20
"Ant176",0,0,8,1,2,3,7,1,0,3,0,0,3,2,0,7,1,1,0,0,7,1,0,9,0,0,0,0,0,0,0,5,1,17,1,0,3,16,2,4,5,0,3,0,0,0,0,0,0,0,1,1,0,1,6
"Ant178",0,0,28,0,0,4,0,0,0,0,0,0,0,8,0,14,0,0,0,0,32,0,0,18,0,0,0,0,0,0,5,0,0,31,6,0,0,17,0,0,13,0,0,0,0,0,0,0,0,0,21,0,0,20,0
"Ant195",2,2,0,15,10,3,10,0,8,8,0,10,4,0,1,20,12,4,10,0,3,1,0,6,5,2,0,3,12,10,1,0,0,7,0,2,0,2,0,15,0,2,8,10,4,0,0,8,13,1,0,4,0,31,11
"Ant215",0,0,7,0,2,5,2,0,0,1,0,0,2,7,0,12,10,0,2,0,12,0,0,3,0,1,0,0,3,1,17,31,7,0,10,0,5,9,1,24,3,0,1,0,0,0,2,0,3,0,14,2,0,1,3
"Ant217",0,0,14,0,0,2,0,0,0,0,0,0,0,4,0,5,0,0,0,0,16,0,0,7,0,0,0,0,0,0,1,6,0,10,0,0,1,10,0,0,37,0,0,0,0,0,0,0,0,0,18,0,0,5,0
"Ant219",3,3,0,7,0,0,1,0,9,4,1,11,0,0,5,0,0,0,24,10,0,13,0,1,4,4,1,18,5,1,0,0,2,0,0,0,0,0,0,1,0,7,0,13,2,0,0,0,0,5,0,15,2,0,8
"Ant232",4,3,0,6,1,3,0,0,10,9,3,0,0,1,1,18,5,0,6,26,23,0,22,22,0,0,9,9,12,1,3,0,0,5,1,0,0,9,0,5,14,0,2,0,5,12,14,0,0,0,20,2,1,0,0
"Ant243",0,0,3,0,1,12,2,0,2,1,1,0,0,20,0,43,6,6,0,0,7,0,0,7,0,0,0,0,15,0,16,17,2,9,10,0,9,0,0,39,4,0,0,0,0,0,2,0,0,0,4,0,0,1,0
"Ant257",4,4,0,2,5,0,2,1,5,2,4,5,1,0,4,0,8,0,24,5,2,22,3,4,5,0,3,4,3,2,2,0,0,1,0,0,0,0,0,0,0,1,7,6,0,2,0,1,1,6,0,8,5,1,5
"Ant289",1,0,0,6,1,13,18,0,0,2,0,1,6,2,0,2,10,9,4,0,13,2,1,10,1,0,0,0,7,2,4,0,15,24,0,1,5,39,0,0,1,0,3,3,2,0,9,4,0,1,6,0,1,2,10
"Ant294",0,0,47,4,1,12,0,0,0,0,0,0,0,7,0,9,1,1,0,0,4,0,1,8,0,0,0,0,2,0,5,13,0,3,37,0,14,4,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0
"Ant298",12,24,0,3,4,0,4,2,15,0,6,0,8,0,19,0,3,0,11,2,0,37,4,0,3,12,13,6,0,6,0,0,2,0,0,7,0,0,1,0,0,0,2,10,14,8,0,7,9,8,0,9,17,4,4
"Ant324",0,1,0,4,1,0,2,0,4,8,3,5,4,0,1,4,4,2,15,3,8,3,7,6,1,0,4,2,1,1,3,0,8,1,0,0,2,0,7,3,0,2,0,15,10,1,0,3,4,0,0,2,1,0,3
"Ant332",21,4,0,9,17,0,2,4,15,5,13,5,5,0,13,0,8,1,30,14,0,17,8,1,4,3,3,5,12,5,0,0,10,0,0,13,0,0,6,3,0,10,15,0,8,0,0,13,12,10,0,17,1,2,24
"Ant342",11,10,0,4,0,0,1,4,8,5,9,0,6,1,9,2,11,1,5,7,1,22,9,0,6,17,3,4,1,9,0,0,4,0,0,2,5,0,0,2,0,14,10,8,0,1,5,6,21,8,2,19,7,1,9
"Ant356",3,1,0,2,0,0,0,12,25,18,0,0,0,0,1,1,0,0,4,2,0,9,2,2,0,0,18,10,0,0,0,0,0,0,0,0,12,0,2,0,0,8,1,0,1,0,0,0,0,1,0,0,9,0,0
"Ant395",9,0,0,1,1,2,0,0,1,3,0,0,0,0,1,7,14,4,2,9,3,0,0,2,0,0,1,0,1,0,0,0,0,2,0,0,14,2,0,9,0,0,0,0,5,0,0,5,0,0,6,0,2,0,1
"Ant400",5,1,0,4,3,0,17,0,3,4,8,10,14,0,1,0,1,6,30,7,0,11,6,2,13,0,2,11,3,17,0,0,8,0,0,0,0,0,1,4,0,7,3,13,6,0,5,0,4,7,0,2,5,4,19
"Ant437",9,0,0,2,1,0,0,3,5,2,12,0,3,0,4,2,7,6,10,9,0,16,4,2,2,1,0,0,0,22,0,0,13,3,0,0,0,0,1,0,0,9,4,12,21,0,0,4,0,1,0,0,0,8,9
"Ant492",10,4,0,3,2,0,1,0,3,4,8,0,1,0,4,0,4,0,10,11,1,17,5,2,13,13,12,1,7,3,0,0,1,0,0,5,0,0,6,1,0,8,0,10,8,1,0,7,1,0,0,12,11,6,8
"Ant507",1,0,8,9,4,3,0,0,0,0,0,0,0,23,0,8,11,0,4,4,13,0,0,9,0,0,0,0,29,0,1,21,0,14,18,0,20,4,0,6,7,0,0,0,2,0,6,0,0,0,0,0,0,0,0
"Ant552",6,4,0,0,2,2,0,4,1,7,15,5,0,0,13,0,11,4,23,17,1,20,7,6,1,8,2,3,2,13,1,0,4,2,0,15,2,0,8,0,0,9,2,17,19,0,0,2,0,12,0,0,13,1,14
"Ant560",5,6,0,0,2,0,4,2,4,5,2,0,4,0,2,0,4,1,29,16,0,7,14,0,8,0,6,8,0,6,0,0,0,0,0,2,1,0,5,1,0,17,1,1,7,9,2,5,0,11,0,13,0,0,2
"Ant564",9,0,0,0,1,4,1,0,3,0,0,6,5,5,0,25,14,9,1,4,12,4,0,2,5,1,2,1,0,1,1,20,31,1,5,0,0,1,1,2,7,4,0,2,1,0,0,4,8,6,0,1,0,0,5
"Ant593",14,1,0,11,13,0,2,0,7,8,6,32,17,0,2,0,11,5,39,8,1,14,0,12,2,9,3,16,3,20,6,0,11,3,0,8,0,0,5,10,0,4,3,24,9,0,1,19,9,8,0,14,2,5,0
