"","Ant260","Ant52","Ant540","Ant6","Ant7","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant76","Ant148","Ant158","Ant191","Ant202","Ant209","Ant252","Ant268","Ant311","Ant518","Ant0","Ant32","Ant43","Ant44","Ant50","Ant55","Ant63","Ant91","Ant97","Ant98","Ant100","Ant109","Ant137","Ant140","Ant142","Ant169","Ant176","Ant178","Ant195","Ant207","Ant215","Ant217","Ant219","Ant232","Ant243","Ant257","Ant289","Ant294","Ant298","Ant318","Ant324","Ant332","Ant342","Ant356","Ant394","Ant395","Ant400","Ant437","Ant458","Ant492","Ant507","Ant527","Ant552","Ant560","Ant564","Ant593"
"Ant32",0,14,0,0,1,0,0,1,5,0,3,3,0,0,6,0,25,3,0,0,0,10,0,0,17,0,3,10,1,2,19,1,0,12,1,3,0,0,0,0,19,0,0,3,17,0,4,0,0,5,1,0,6,0,5,5,5,13,4,1,2,0,0,5,0,2,3
"Ant43",2,0,7,2,3,14,10,2,1,0,0,2,1,15,32,6,1,4,12,0,3,6,0,0,0,0,16,0,10,1,0,21,8,6,8,0,5,7,9,10,11,12,10,0,6,7,0,4,6,2,1,7,0,1,1,0,4,4,3,10,0,13,10,1,6,28,5
"Ant44",13,3,0,9,2,0,0,16,2,20,20,3,8,10,17,1,41,3,6,10,8,16,17,0,0,0,7,15,0,5,18,0,9,22,9,0,3,1,0,7,10,0,0,21,3,0,20,7,0,35,10,2,4,5,7,9,23,29,6,4,7,0,0,20,10,4,1
"Ant50",1,11,0,0,0,0,3,0,0,0,0,2,12,0,8,0,3,6,1,4,0,0,0,0,0,0,0,8,0,2,18,0,0,0,0,6,2,0,0,0,0,0,0,20,1,0,0,0,0,0,3,0,15,0,4,12,5,0,0,0,0,0,0,0,0,0,0
"Ant55",5,0,0,3,7,14,10,0,8,3,1,2,5,20,10,0,4,1,8,11,12,6,3,16,7,0,0,0,11,3,6,12,10,6,1,0,6,6,0,19,5,4,11,2,8,0,2,5,3,6,2,11,0,15,0,16,5,5,3,12,9,5,4,3,4,24,13
"Ant63",17,4,0,5,0,2,0,0,7,0,1,0,0,1,5,0,4,0,1,1,0,12,10,0,15,8,0,0,0,8,17,1,0,11,0,19,1,0,0,0,2,0,0,3,1,0,1,1,2,6,4,0,6,1,5,3,12,10,0,0,2,0,2,12,11,1,3
"Ant91",2,0,0,2,3,10,0,1,0,2,0,3,0,13,7,0,0,0,10,5,3,3,1,10,0,0,11,0,0,0,0,1,8,1,0,0,10,0,0,4,2,0,1,1,0,1,2,9,0,2,0,1,0,1,0,0,0,1,4,2,0,0,4,1,0,8,2
"Ant97",7,2,0,4,0,0,0,1,5,6,3,4,0,4,7,1,8,1,0,7,7,10,2,1,5,2,3,8,0,0,2,2,0,4,4,0,2,0,0,0,16,0,0,1,16,0,1,0,1,0,34,2,5,1,10,8,4,5,1,0,5,0,8,16,2,0,3
"Ant98",13,12,0,0,1,0,0,0,1,3,16,3,16,0,7,1,10,10,4,44,0,29,19,0,18,18,6,17,0,2,0,1,1,2,1,7,3,3,1,16,11,1,0,15,5,0,17,0,1,19,34,0,22,16,5,14,7,4,4,0,5,1,1,19,3,0,3
"Ant100",5,0,8,2,4,12,17,0,6,12,1,0,0,11,22,20,0,9,10,2,9,5,1,21,0,0,12,1,1,2,1,0,5,3,18,0,3,16,24,20,6,22,6,3,15,13,0,4,25,2,0,8,1,3,5,26,3,0,4,9,0,34,19,0,1,14,3
"Ant109",2,0,0,1,6,11,13,1,10,1,0,3,1,22,28,1,0,3,9,16,5,1,0,8,9,0,10,0,8,0,1,5,0,2,23,0,5,14,0,4,0,12,3,0,8,1,1,6,17,0,2,1,1,3,4,1,1,4,5,29,0,15,4,0,9,15,8
"Ant137",21,1,0,3,3,2,0,4,9,15,12,3,12,6,4,1,3,1,2,4,3,15,12,6,22,0,6,11,1,4,2,3,2,0,6,2,4,1,0,4,2,0,0,0,6,0,1,3,0,7,5,9,14,5,6,1,3,11,1,2,2,0,1,10,7,0,6
"Ant140",18,2,0,1,0,1,12,0,19,0,3,7,9,4,16,15,5,9,17,13,15,2,1,8,9,0,1,0,0,4,1,18,23,6,0,0,9,7,10,0,9,25,30,1,34,15,3,1,31,1,3,14,3,3,1,26,1,1,6,12,0,31,26,2,0,7,0
"Ant142",4,10,0,0,0,0,0,0,10,0,0,2,0,0,0,0,4,0,0,0,0,0,3,0,0,6,0,19,0,0,7,0,0,2,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,1,0,0,0,3,0,2,0,0,1,0,0,0,1,0,0,0
"Ant169",6,0,0,8,2,3,4,11,2,47,4,3,1,12,19,0,0,0,0,8,6,12,0,5,3,2,6,1,10,2,3,3,5,4,9,0,0,4,0,0,7,0,3,6,1,0,3,12,0,1,1,16,1,4,2,0,25,9,1,1,8,2,2,12,0,5,17
"Ant176",6,0,3,7,1,16,2,0,1,7,0,4,1,14,11,6,0,1,22,3,2,0,0,7,1,0,6,0,0,0,3,16,14,1,7,0,4,0,8,9,4,2,5,0,3,14,0,1,7,0,0,16,3,9,1,7,0,6,4,4,0,5,6,0,1,13,5
"Ant178",0,0,86,0,0,11,0,1,0,0,0,0,0,11,0,41,0,0,5,0,4,0,0,9,0,0,0,0,0,0,1,24,0,0,10,0,0,8,0,0,1,11,65,0,0,5,0,0,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ant195",4,0,0,1,4,10,3,0,6,6,0,3,1,14,13,20,0,1,9,5,3,1,0,10,7,0,19,0,4,0,16,20,4,4,0,0,0,9,0,0,4,0,43,0,4,0,0,5,0,4,1,7,0,2,5,3,5,3,3,5,1,5,0,1,2,35,1
"Ant207",10,0,0,12,2,1,14,4,8,5,7,5,10,5,6,0,0,8,2,7,4,2,19,11,10,0,5,2,2,16,11,6,0,2,9,2,7,4,1,4,0,0,1,0,17,0,7,5,1,31,12,2,0,2,4,3,2,3,5,7,5,3,2,6,0,2,0
"Ant215",0,0,3,0,0,23,13,0,1,0,0,0,0,28,3,6,2,3,4,5,0,1,0,12,0,0,4,0,0,0,1,22,12,0,25,0,0,2,11,0,0,0,13,1,13,21,0,0,18,0,1,2,0,0,0,4,0,0,0,8,0,17,3,0,0,2,2
"Ant217",2,0,25,2,6,13,6,0,3,0,0,1,1,3,5,5,0,0,11,1,0,0,0,10,0,0,11,0,1,0,0,6,3,0,30,0,3,5,65,43,1,13,0,2,23,12,0,4,13,1,0,2,0,1,0,0,0,3,2,1,0,5,10,0,1,6,0
"Ant219",4,0,0,1,0,1,0,0,5,0,13,1,8,3,13,0,2,12,0,2,1,2,3,0,21,20,2,3,1,1,15,3,0,0,1,0,6,0,0,0,0,1,2,0,7,0,4,13,1,8,14,0,6,5,8,11,1,1,9,4,9,2,4,27,7,0,0
"Ant232",4,5,0,1,1,8,27,1,11,12,12,0,5,2,16,5,0,18,9,4,4,1,17,6,3,1,8,1,0,16,5,15,8,6,34,9,1,3,0,4,17,13,23,7,0,10,4,6,32,1,13,10,8,2,1,24,4,3,5,21,0,29,37,8,1,3,1
"Ant243",1,0,10,0,1,5,5,0,0,0,0,0,0,2,2,6,0,0,24,0,0,0,0,7,0,0,0,0,1,0,0,13,1,0,15,0,0,14,5,0,0,21,12,0,10,0,0,1,10,5,0,1,0,0,0,2,0,0,0,3,2,11,4,0,0,3,0
"Ant257",9,2,0,1,0,2,0,24,0,5,17,4,5,1,9,0,1,0,0,11,2,10,4,0,20,0,2,1,2,1,17,0,1,1,3,0,3,0,0,0,7,0,0,4,4,0,0,4,0,17,15,3,6,6,5,0,3,2,7,0,3,0,0,5,4,1,1
"Ant289",8,0,0,0,20,4,12,1,2,5,4,4,0,14,16,0,0,1,1,9,6,2,0,4,7,0,5,1,9,0,0,4,6,3,1,0,12,1,0,5,5,0,4,13,6,1,4,0,0,11,3,7,1,4,3,0,2,1,2,7,2,3,3,1,3,24,5
"Ant294",0,0,25,0,0,3,14,0,0,0,0,0,1,0,16,1,0,1,4,15,6,0,0,6,0,0,3,2,0,1,1,25,17,0,31,0,0,7,33,0,1,18,13,1,32,10,0,0,0,0,0,1,0,1,2,28,0,0,0,11,0,10,16,0,0,1,0
"Ant298",13,1,0,3,2,0,4,2,12,13,16,3,7,0,17,0,3,0,3,15,4,7,5,2,35,0,6,6,2,0,19,2,0,7,1,0,1,0,0,4,31,0,1,8,1,5,17,11,0,0,8,12,4,21,9,0,22,4,5,1,14,2,0,15,8,2,4
"Ant318",1,4,0,4,0,0,8,12,6,21,14,6,16,0,7,0,18,16,0,28,3,8,1,1,10,3,2,4,0,34,34,0,2,5,3,1,1,0,0,1,12,1,0,14,13,0,15,3,0,8,0,4,13,10,18,12,2,1,7,2,5,0,0,30,15,1,2
"Ant324",2,0,0,5,0,6,1,5,1,10,1,3,4,2,15,1,0,12,3,18,5,2,0,7,2,0,11,0,1,2,0,8,1,9,14,0,16,16,0,7,2,2,2,0,10,1,3,7,1,12,4,0,3,5,2,3,9,3,3,6,5,4,3,4,3,5,22
"Ant332",2,6,0,1,0,0,0,0,1,3,22,3,3,0,5,0,17,0,0,24,2,22,6,0,4,15,0,6,0,5,22,1,1,14,3,0,1,3,0,0,0,0,0,6,8,0,6,1,0,4,13,3,0,5,31,7,3,5,5,1,4,0,1,39,10,0,4
"Ant342",10,4,0,8,7,1,4,0,7,5,4,1,2,18,17,0,1,1,2,20,5,15,0,1,5,0,15,1,1,1,16,3,3,5,3,0,4,9,0,2,2,0,1,5,2,0,6,4,1,21,10,5,5,0,3,3,5,8,16,1,7,3,0,17,4,4,24
"Ant356",3,1,0,4,0,4,7,3,11,2,10,4,5,0,6,2,15,17,1,5,1,20,5,1,7,4,0,5,0,10,5,5,4,6,1,3,2,1,1,5,4,0,0,8,1,0,5,3,2,9,18,2,31,3,0,11,5,2,6,1,8,0,2,32,15,2,4
"Ant394",5,1,0,2,0,2,13,0,23,0,3,3,17,1,12,13,9,45,6,35,0,2,5,0,9,12,16,3,0,8,14,26,1,1,26,0,0,7,0,3,3,4,0,11,24,2,0,0,28,0,12,3,7,3,11,0,17,12,8,7,0,8,18,7,0,0,0
"Ant395",4,0,0,10,1,1,1,3,14,12,2,2,4,5,4,0,4,10,0,7,2,3,5,4,23,5,5,12,0,4,7,3,1,3,1,2,25,0,0,5,2,0,0,1,4,0,3,2,0,22,2,9,3,5,5,17,0,0,3,0,7,0,1,18,8,0,13
"Ant400",15,0,0,11,0,1,14,8,0,13,0,5,0,2,7,0,6,3,0,1,7,46,13,4,29,0,5,10,1,5,4,0,4,11,1,0,9,6,0,3,3,0,3,1,3,0,2,1,0,4,1,3,5,8,2,12,0,0,4,0,5,2,3,34,7,2,9
"Ant437",7,0,0,13,3,8,5,3,8,12,5,8,3,13,12,6,1,9,1,2,6,10,4,3,6,0,3,0,4,1,4,4,5,1,6,0,1,4,0,3,5,0,2,9,5,0,7,2,0,5,7,3,5,16,6,8,3,4,0,1,3,4,6,15,23,12,8
"Ant458",0,0,0,5,9,13,1,2,1,1,0,1,1,4,2,12,0,7,7,0,3,2,1,10,4,0,12,0,2,0,0,9,29,2,12,1,1,4,0,5,7,8,1,4,21,3,0,7,11,1,2,6,1,1,1,7,0,0,1,0,0,26,4,2,0,9,5
"Ant492",16,0,0,8,1,3,0,1,7,18,24,3,16,6,8,0,4,0,0,5,1,33,2,0,7,0,9,2,0,5,5,0,0,2,0,0,8,0,0,1,5,0,0,9,0,2,3,2,0,14,5,5,4,7,8,0,7,5,3,0,0,0,0,18,5,0,2
"Ant507",0,0,0,4,0,2,1,0,0,0,0,0,0,7,4,2,0,5,15,0,3,1,0,13,0,0,5,0,0,0,1,34,15,0,31,0,2,5,0,5,3,17,5,2,29,11,0,3,10,2,0,4,0,3,0,8,0,2,4,26,0,0,3,2,1,23,0
"Ant527",4,3,0,1,0,12,9,2,8,0,0,0,6,19,15,2,1,11,3,3,2,0,0,10,0,0,4,2,4,8,1,19,4,1,26,0,2,6,0,0,2,3,10,4,37,4,0,3,16,0,0,3,1,0,2,18,1,3,6,4,0,3,0,7,0,7,0
"Ant552",13,0,0,9,1,1,1,4,7,17,28,8,5,4,7,0,1,1,0,6,3,85,5,1,20,0,3,12,1,16,19,0,0,10,2,1,12,0,0,1,6,0,0,27,8,0,5,1,0,15,30,4,39,17,32,7,18,34,15,2,18,2,7,0,35,2,10
"Ant560",11,0,0,6,14,4,4,6,5,16,3,1,9,2,2,0,2,0,0,6,7,25,0,6,10,0,4,11,0,2,3,1,9,7,0,0,0,1,0,2,0,0,1,7,1,0,4,3,0,8,15,3,10,4,15,0,8,7,23,0,5,1,0,35,0,0,12
"Ant564",2,0,0,5,3,21,8,0,1,3,3,5,1,21,11,0,0,0,21,5,6,4,2,28,4,0,24,1,8,0,0,14,15,0,7,0,5,13,0,35,2,2,6,0,3,3,1,24,1,2,1,5,0,4,2,0,0,2,12,9,0,23,7,2,0,0,7
"Ant593",21,5,0,13,17,10,1,7,0,7,3,13,7,5,35,1,0,0,0,13,25,33,3,5,1,0,13,3,2,3,3,3,8,6,0,0,17,5,0,1,0,2,0,0,1,0,1,5,0,4,2,22,4,24,4,0,13,9,8,5,2,0,0,10,12,7,0
