"","Ant260","Ant52","Ant540","Ant6","Ant7","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant148","Ant158","Ant202","Ant209","Ant268","Ant311","Ant518","Ant0","Ant32","Ant43","Ant44","Ant50","Ant55","Ant63","Ant97","Ant98","Ant137","Ant140","Ant169","Ant176","Ant178","Ant195","Ant215","Ant217","Ant219","Ant232","Ant243","Ant257","Ant289","Ant294","Ant298","Ant324","Ant332","Ant342","Ant356","Ant395","Ant400","Ant437","Ant492","Ant507","Ant552","Ant560","Ant564","Ant593"
"Ant178",3,0,12,3,0,6,7,0,0,4,0,1,5,20,0,21,9,0,0,0,72,0,1,13,0,0,4,0,0,10,15,0,1,143,42,10,1,40,0,14,24,0,9,0,5,0,0,0,4,1,70,1,0,13,0
"Ant195",16,1,0,0,22,13,17,5,5,6,4,6,11,14,0,14,20,7,5,1,3,5,6,0,0,4,8,0,23,7,6,1,0,0,0,5,36,5,7,21,7,3,12,0,2,0,11,3,8,0,7,2,0,0,2
"Ant215",0,0,21,0,0,28,0,0,1,0,0,0,0,58,0,10,18,3,0,0,43,0,0,33,0,0,0,0,1,0,25,143,0,0,76,0,4,46,0,20,42,0,0,0,0,0,0,0,2,0,78,0,0,96,0
"Ant217",0,0,55,0,0,17,0,0,0,0,0,0,0,20,0,13,13,0,0,0,28,0,0,20,0,0,0,0,0,0,12,42,0,76,0,0,0,93,0,2,74,0,0,0,0,0,0,0,0,0,32,0,0,51,0
"Ant219",3,0,0,1,3,1,1,1,1,12,9,4,6,0,45,0,4,2,28,10,1,6,10,0,1,5,7,1,27,7,2,10,5,0,0,0,7,2,0,4,0,0,0,11,4,0,10,2,3,9,0,1,0,0,3
"Ant232",5,0,0,12,2,8,16,1,5,1,2,6,7,8,2,25,20,18,2,0,2,1,1,0,5,5,1,6,25,5,1,1,36,4,0,7,0,2,2,23,7,2,3,4,6,0,20,8,5,5,2,2,0,0,5
"Ant243",0,0,37,0,0,26,0,0,1,3,1,0,0,28,3,10,23,0,0,0,27,0,2,32,0,0,0,0,1,0,13,40,5,46,93,2,2,0,0,17,44,1,0,2,1,0,0,0,0,0,40,0,0,34,0
"Ant257",1,0,0,2,3,6,0,4,6,17,6,6,8,1,12,0,7,3,13,0,2,3,4,0,1,1,0,1,0,1,3,0,7,0,0,0,2,0,0,0,2,4,0,9,5,5,2,5,1,3,0,3,5,0,6
"Ant289",11,0,22,0,3,20,15,1,4,1,0,5,16,13,0,15,16,7,8,0,11,3,7,0,1,4,3,0,4,1,10,14,21,20,2,4,23,17,0,0,9,11,5,7,1,0,3,2,1,1,7,0,1,11,2
"Ant294",2,0,29,0,7,15,0,0,0,0,0,0,3,29,0,17,15,5,1,0,29,0,0,35,0,0,0,2,1,3,11,24,7,42,74,0,7,44,2,9,0,0,0,1,2,2,6,0,0,0,56,0,0,49,0
"Ant298",20,1,0,20,0,0,29,10,12,1,16,1,2,0,4,0,4,5,7,7,0,52,0,0,15,6,16,7,2,24,1,0,3,0,0,0,2,1,4,11,0,0,5,9,11,13,3,5,13,2,0,0,30,0,1
"Ant324",9,2,0,8,1,2,1,1,1,2,3,7,12,0,0,0,5,7,3,0,3,1,3,0,2,0,4,3,1,9,0,9,12,0,0,0,3,0,0,5,0,5,0,1,10,0,1,3,7,3,1,10,0,0,1
"Ant332",9,3,0,21,9,3,5,4,7,0,9,1,4,0,2,0,8,6,18,7,0,3,3,0,14,1,1,7,2,2,0,0,0,0,0,11,4,2,9,7,1,9,1,0,3,6,6,29,3,2,0,6,2,0,0
"Ant342",10,0,0,17,7,8,10,7,18,4,4,0,0,1,6,1,13,9,21,11,0,20,6,0,5,6,8,6,10,5,1,5,2,0,0,4,6,1,5,1,2,11,10,3,0,1,10,9,10,3,0,25,4,0,7
"Ant356",8,6,0,6,0,0,0,0,19,1,8,0,0,0,2,0,0,0,1,7,0,22,0,0,3,8,17,16,0,0,0,0,0,0,0,0,0,0,5,0,2,13,0,6,1,0,0,14,1,6,0,0,12,0,0
"Ant395",18,0,0,5,9,11,5,2,3,0,1,4,21,0,3,0,13,5,4,1,1,7,4,0,0,1,5,5,11,5,2,0,11,0,0,10,20,0,2,3,6,3,1,6,10,0,0,10,7,1,0,9,2,0,8
"Ant400",11,1,0,3,0,2,5,0,5,1,2,1,12,0,5,2,9,1,20,10,0,3,7,0,4,2,7,0,1,9,0,0,3,0,0,2,8,0,5,2,0,5,3,29,9,14,10,0,9,8,0,6,0,0,15
"Ant437",11,1,0,9,6,10,5,2,7,0,0,6,5,0,0,5,15,1,18,3,9,2,6,0,3,2,4,1,7,3,2,4,8,2,0,3,5,0,1,1,0,13,7,3,10,1,7,9,0,3,0,11,0,0,2
"Ant492",2,2,0,0,0,2,0,1,7,5,4,1,0,0,8,0,1,0,6,8,1,32,3,0,1,3,8,14,5,2,0,1,0,0,0,9,5,0,3,1,0,2,3,2,3,6,1,8,3,0,0,1,4,0,7
"Ant507",0,0,29,0,1,22,0,0,0,0,0,1,0,19,0,14,7,0,0,0,32,0,0,12,0,0,7,0,3,0,10,70,7,78,32,0,2,40,0,7,56,0,1,0,0,0,0,0,0,0,0,1,0,33,0
"Ant552",9,0,0,1,8,2,8,1,3,3,2,5,4,0,1,1,10,0,31,1,0,5,11,0,19,0,0,0,15,5,4,1,2,0,0,1,2,0,3,0,0,0,10,6,25,0,9,6,11,1,1,0,2,0,0
"Ant560",1,2,0,7,6,1,1,3,5,2,14,1,4,1,0,0,5,5,19,8,1,12,7,0,16,4,7,0,1,4,0,0,0,0,0,0,0,0,5,1,0,30,0,2,4,12,2,0,0,4,0,2,0,0,3
"Ant564",0,0,54,0,0,2,0,0,0,0,0,0,0,19,0,24,9,0,0,0,25,0,0,4,0,0,0,0,0,0,1,13,0,96,51,0,0,34,0,11,49,0,0,0,0,0,0,0,0,0,33,0,0,0,0
"Ant593",6,18,0,4,6,11,20,1,5,4,0,0,12,0,2,1,13,15,31,18,3,5,0,0,4,2,5,10,4,0,7,0,2,0,0,3,5,0,6,2,0,1,1,0,7,0,8,15,2,7,0,0,3,0,0
