"","Ant260","Ant52","Ant540","Ant6","Ant7","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant148","Ant158","Ant202","Ant209","Ant268","Ant311","Ant518","Ant0","Ant32","Ant43","Ant44","Ant50","Ant55","Ant63","Ant97","Ant98","Ant137","Ant140","Ant169","Ant176","Ant178","Ant195","Ant215","Ant217","Ant219","Ant232","Ant243","Ant257","Ant289","Ant294","Ant298","Ant324","Ant332","Ant342","Ant356","Ant395","Ant400","Ant437","Ant492","Ant507","Ant552","Ant560","Ant564","Ant593"
"Ant209",0,4,0,0,0,0,1,1,1,10,2,1,2,0,0,1,0,0,6,0,0,15,7,0,13,2,13,17,2,2,0,0,1,0,0,4,0,0,0,0,0,1,2,4,0,1,0,1,0,4,0,5,2,0,3
"Ant268",8,2,19,5,23,31,1,0,0,0,2,0,10,44,1,0,6,5,0,4,37,5,6,17,0,3,3,0,26,0,19,5,6,51,46,1,3,36,0,29,35,0,0,0,3,0,1,4,3,0,28,1,0,71,1
"Ant311",14,10,5,2,24,3,5,9,36,4,4,9,6,1,0,6,0,22,6,0,4,5,0,4,4,4,3,1,8,43,10,0,20,9,0,3,15,9,3,8,1,11,12,7,7,3,31,5,22,5,2,0,4,3,4
"Ant518",6,0,1,4,8,0,5,0,7,7,0,2,4,2,0,5,22,0,3,0,5,8,0,16,3,0,7,0,0,5,1,0,11,21,12,0,17,0,0,11,6,0,4,2,5,1,10,1,23,0,1,1,2,3,2
"Ant0",13,11,0,0,7,0,30,8,35,35,6,13,16,0,6,0,6,3,0,4,0,27,12,5,24,53,14,3,16,19,0,0,18,1,0,1,11,0,25,1,0,8,8,26,28,7,5,12,11,19,0,14,33,0,24
"Ant32",2,4,0,0,0,0,3,0,7,5,14,3,4,0,0,4,0,0,4,0,1,6,2,0,1,23,2,3,0,9,0,0,1,0,0,19,5,1,15,2,0,48,4,6,6,11,3,2,3,0,0,0,3,0,9
"Ant43",6,0,10,1,4,14,0,0,1,0,0,0,8,12,0,37,4,5,0,1,0,0,0,17,0,0,0,0,2,0,9,1,1,58,52,0,2,27,0,17,26,0,1,0,2,0,1,0,0,0,25,0,0,26,0
"Ant44",6,2,0,10,2,0,23,5,20,7,14,8,0,0,15,5,5,8,27,6,0,0,10,6,10,3,9,16,14,13,1,0,10,0,0,18,11,0,8,1,1,20,7,5,9,57,9,8,6,10,0,3,10,4,2
"Ant50",5,7,0,0,7,0,11,1,15,4,2,0,3,0,7,6,0,0,12,2,0,10,0,0,24,2,14,6,0,3,0,1,2,0,0,1,5,0,10,0,0,7,5,0,7,8,2,11,0,5,0,11,3,0,1
"Ant55",8,0,13,0,16,33,0,0,3,1,0,1,1,12,0,17,4,16,5,0,17,6,0,0,2,1,1,0,1,6,13,2,10,18,13,0,4,19,0,15,16,0,3,0,2,0,1,0,7,0,30,2,0,34,6
"Ant63",8,3,0,4,1,0,2,6,9,5,2,6,7,0,13,0,4,3,24,1,0,10,24,2,0,6,3,11,2,7,0,0,2,0,0,0,0,0,1,0,0,3,1,26,12,0,5,15,0,9,0,12,2,0,9
"Ant97",3,2,0,13,0,0,3,0,5,0,2,1,2,0,2,3,4,0,53,23,0,3,2,1,6,0,3,3,5,5,0,0,3,0,0,13,3,0,1,0,0,7,1,10,2,3,0,2,0,2,2,0,8,0,3
"Ant98",2,5,0,7,2,0,6,2,2,4,12,3,7,0,13,3,3,7,14,2,0,9,14,1,3,3,0,14,3,23,0,0,4,0,0,9,4,0,1,0,0,19,19,11,4,14,1,4,2,1,0,14,4,0,7
"Ant137",0,6,0,1,1,0,9,3,1,22,8,3,0,0,17,0,1,0,3,3,0,16,6,0,11,3,14,0,6,2,0,0,0,0,0,4,3,0,5,0,0,6,0,0,0,27,0,12,0,2,0,0,36,0,10
"Ant140",11,1,0,7,4,0,10,0,6,10,11,6,27,0,2,26,8,0,16,0,2,14,0,1,2,5,3,6,0,6,0,0,6,11,0,0,20,4,2,11,17,7,0,18,8,1,2,0,0,0,0,1,0,0,46
"Ant169",15,0,0,4,8,0,5,6,9,5,8,3,2,0,2,0,43,5,19,9,0,13,3,6,7,5,23,2,6,0,0,0,45,3,0,4,23,0,5,6,0,7,3,5,3,6,15,1,5,3,2,1,5,0,2
"Ant176",0,0,12,0,5,8,1,0,1,0,0,0,3,7,0,19,10,1,0,0,9,1,0,13,0,0,0,0,0,0,0,1,0,20,9,0,10,3,0,3,8,0,0,0,0,0,0,0,1,0,4,0,0,6,1
"Ant178",0,0,5,0,3,11,0,0,0,0,0,0,0,6,0,5,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,12,6,0,0,8,0,3,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"Ant195",19,13,0,14,13,0,12,3,17,7,0,8,13,0,1,6,20,11,18,1,1,10,2,10,2,3,4,0,6,45,0,0,0,9,0,1,11,0,3,17,7,8,6,1,4,4,10,0,11,5,4,1,10,6,1
"Ant215",18,0,41,3,19,48,1,3,10,0,0,0,9,48,0,51,9,21,1,0,58,0,0,18,0,0,0,0,11,3,20,12,9,0,81,0,5,38,0,36,76,0,0,0,3,1,3,0,6,2,42,0,2,19,1
"Ant217",11,0,1,0,5,27,0,0,0,0,0,0,1,52,0,46,0,12,0,0,52,0,0,13,0,0,0,0,0,0,9,6,0,81,0,0,0,68,0,16,76,0,0,0,0,0,0,0,0,0,131,0,0,27,0
"Ant219",1,1,0,7,0,0,4,0,1,1,16,1,4,0,4,1,3,0,1,19,0,18,1,0,0,13,9,4,0,4,0,0,1,0,0,0,0,0,0,0,0,29,0,6,1,0,1,0,0,0,0,0,1,0,0
"Ant232",13,1,0,18,11,0,19,1,26,6,7,7,5,0,0,3,15,17,11,5,2,11,5,4,0,3,4,3,20,23,10,0,11,5,0,0,0,0,6,13,7,13,2,5,7,4,2,4,1,3,4,11,8,6,3
"Ant243",2,0,1,0,12,22,0,0,0,0,0,0,1,29,0,36,9,0,0,1,27,0,0,19,0,0,0,0,4,0,3,8,0,38,68,0,0,0,0,15,28,0,0,0,0,0,0,0,0,0,28,0,0,6,0
"Ant257",5,2,0,7,7,0,13,4,5,15,0,6,9,0,0,0,3,0,25,15,0,8,10,0,1,1,1,5,2,5,0,0,3,0,0,0,6,0,0,5,0,5,3,5,2,2,0,7,0,4,0,3,4,0,6
"Ant289",8,0,10,4,20,27,3,0,3,6,0,2,9,20,0,29,8,11,1,2,17,1,0,15,0,0,0,0,11,6,3,3,17,36,16,0,13,15,5,0,4,2,2,1,1,1,0,0,4,0,17,2,3,14,1
"Ant294",5,0,24,1,16,10,1,0,0,0,0,1,1,29,0,35,1,6,0,0,26,1,0,16,0,0,0,0,17,0,8,2,7,76,76,0,7,28,0,4,0,0,0,0,0,0,0,0,0,0,55,0,0,22,0
"Ant298",3,3,0,19,3,0,7,1,15,2,41,15,5,0,1,0,11,0,8,48,0,20,7,0,3,7,19,6,7,7,0,0,8,0,0,29,13,0,5,2,0,0,4,13,12,36,0,8,5,15,0,15,1,0,12
"Ant324",9,5,0,5,2,0,17,2,17,3,0,4,10,0,2,0,12,4,8,4,1,7,5,3,1,1,19,0,0,3,0,0,6,0,0,0,2,0,3,2,0,4,0,6,11,12,7,14,9,11,0,3,11,0,9
"Ant332",3,10,0,4,5,0,11,4,45,0,12,10,8,0,4,0,7,2,26,6,0,5,0,0,26,10,11,0,18,5,0,0,1,0,0,6,5,0,5,1,0,13,6,0,15,13,4,7,17,5,0,0,10,1,9
"Ant342",11,0,0,10,3,0,28,5,21,1,0,1,11,0,0,3,7,5,28,6,2,9,7,2,12,2,4,0,8,3,0,0,4,3,0,1,7,0,2,1,0,12,11,15,0,3,3,9,19,2,2,9,8,0,6
"Ant356",10,12,0,2,2,0,5,2,19,12,3,0,1,0,1,0,3,1,7,11,0,57,8,0,0,3,14,27,1,6,0,0,4,1,0,0,4,0,2,1,0,36,12,13,3,0,2,9,3,5,0,8,3,0,4
"Ant395",12,1,0,4,7,0,3,6,27,1,0,2,5,0,0,1,31,10,5,3,1,9,2,1,5,0,1,0,2,15,0,0,10,3,0,1,2,0,0,0,0,0,7,4,3,2,0,7,12,11,1,2,13,0,12
"Ant400",3,1,0,4,1,0,19,29,54,7,3,3,1,0,1,4,5,1,12,2,0,8,11,0,15,2,4,12,0,1,0,0,0,0,0,0,4,0,7,0,0,8,14,7,9,9,7,0,2,1,0,13,14,0,21
"Ant437",31,0,0,1,14,0,6,4,29,0,0,0,22,0,0,3,22,23,11,3,0,6,0,7,0,0,2,0,0,5,1,0,11,6,0,0,1,0,0,4,0,5,9,17,19,3,12,2,0,1,0,0,2,2,5
"Ant492",6,7,0,0,4,0,3,3,9,4,0,8,19,0,4,0,5,0,19,0,0,10,5,0,9,2,1,2,0,3,0,0,5,2,0,0,3,0,4,0,0,15,11,5,2,5,11,1,1,0,0,2,1,0,5
"Ant507",2,0,22,0,5,23,0,0,0,0,0,0,1,38,0,28,2,1,0,0,25,0,0,30,0,2,0,0,0,2,4,8,4,42,131,0,4,28,0,17,55,0,0,0,2,0,1,0,0,0,0,0,0,22,0
"Ant552",2,7,0,0,0,0,12,6,10,2,2,1,0,0,5,1,0,1,14,0,0,3,11,2,12,0,14,0,1,1,0,0,1,0,0,0,11,0,3,2,0,15,3,0,9,8,2,13,0,2,0,0,4,1,10
"Ant560",3,2,0,4,1,0,10,7,16,1,5,13,1,0,2,0,4,2,33,3,0,10,3,0,2,8,4,36,0,5,0,0,10,2,0,1,8,0,4,3,0,1,11,10,8,3,13,14,2,1,0,4,0,0,16
"Ant564",6,0,7,6,14,10,2,0,0,2,0,0,0,8,0,71,3,3,0,0,26,4,0,34,0,0,0,0,0,0,6,0,6,19,27,0,6,6,0,14,22,0,0,1,0,0,0,0,2,0,22,1,0,0,0
"Ant593",8,4,0,30,2,0,6,2,4,16,0,9,5,0,3,1,4,2,24,9,0,2,1,6,9,3,7,10,46,2,1,0,1,1,0,0,3,0,6,1,0,12,9,9,6,4,12,21,5,5,0,10,16,0,0
