"","Ant260","Ant52","Ant540","Ant6","Ant7","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant76","Ant148","Ant158","Ant191","Ant202","Ant209","Ant252","Ant268","Ant311","Ant518","Ant0","Ant32","Ant43","Ant44","Ant50","Ant55","Ant63","Ant91","Ant97","Ant98","Ant100","Ant109","Ant137","Ant140","Ant142","Ant169","Ant176","Ant178","Ant195","Ant207","Ant215","Ant217","Ant219","Ant232","Ant243","Ant257","Ant289","Ant294","Ant298","Ant318","Ant324","Ant332","Ant342","Ant356","Ant394","Ant395","Ant400","Ant437","Ant458","Ant492","Ant507","Ant527","Ant552","Ant560","Ant564","Ant593"
"Ant60",6,22,0,11,2,0,0,7,6,13,0,3,16,12,15,0,8,1,0,7,3,38,15,1,18,12,6,9,0,15,13,0,2,13,10,2,2,0,0,5,19,0,0,3,4,0,0,3,0,0,2,3,2,9,0,1,0,26,4,1,6,1,1,19,9,0,16
"Ant76",2,3,0,1,5,1,10,0,4,6,3,0,4,6,12,1,1,5,0,10,9,4,5,1,7,7,1,0,0,1,6,0,9,5,1,0,16,0,0,10,6,0,0,3,2,5,4,3,1,5,11,1,2,4,6,9,1,3,8,4,3,2,10,3,7,1,4
"Ant148",33,3,0,8,7,1,0,4,8,3,16,4,0,4,11,0,16,0,0,8,1,21,19,0,12,6,2,2,0,1,3,0,0,10,3,0,11,0,0,8,4,0,0,0,7,0,0,2,0,0,0,1,5,2,16,16,0,7,6,7,1,0,0,22,7,0,6
"Ant158",12,0,0,5,21,12,1,5,2,3,12,6,4,0,10,9,12,42,1,6,12,3,7,8,5,0,6,5,0,13,5,0,10,1,1,0,4,0,0,25,6,0,0,2,19,2,0,3,0,0,5,8,0,3,0,9,9,2,12,5,11,5,3,4,19,1,32
"Ant191",22,1,0,40,28,15,13,11,14,9,15,12,11,10,0,7,10,21,1,46,8,16,27,12,70,13,11,16,0,6,14,20,28,16,41,8,35,1,0,26,24,0,4,13,49,6,8,18,0,6,26,9,5,9,12,25,19,28,24,15,17,4,18,11,12,2,47
"Ant202",1,0,20,0,0,2,9,0,0,0,0,1,0,9,7,0,0,0,13,2,0,0,0,12,1,0,17,0,2,0,0,27,0,0,0,0,0,15,2,0,0,4,5,0,0,6,0,1,7,0,0,0,0,0,0,0,0,0,0,9,0,5,0,1,0,10,0
"Ant209",16,8,0,4,1,3,3,4,4,4,8,1,16,12,10,0,0,1,1,12,0,17,4,0,29,11,1,25,0,6,3,0,1,1,7,6,1,0,0,3,1,0,0,24,2,0,0,3,1,21,4,0,17,5,4,7,3,29,26,1,9,0,0,39,9,0,6
"Ant252",8,1,0,6,29,2,0,0,5,2,1,5,0,42,21,0,1,0,0,12,53,2,7,0,6,0,5,5,0,1,8,0,23,3,6,5,7,0,0,28,1,0,0,1,7,0,0,4,0,0,12,1,6,7,0,5,2,12,10,1,0,0,1,2,6,0,11
"Ant268",0,0,32,0,4,1,12,0,1,0,0,0,0,1,1,13,1,0,0,1,4,0,0,7,0,0,4,0,23,0,1,46,3,0,0,0,0,12,30,0,0,9,20,0,20,7,1,14,22,0,0,1,0,0,0,0,0,0,5,6,0,12,0,0,0,48,2
"Ant311",34,3,0,9,8,16,5,7,11,10,7,10,8,6,46,2,12,12,1,0,9,6,10,4,11,6,17,18,0,6,10,16,5,4,9,8,15,0,0,10,16,0,0,3,11,0,0,14,0,0,10,15,0,8,7,14,2,9,29,22,8,3,13,2,10,5,19
"Ant518",1,1,0,3,15,1,10,0,2,1,3,9,1,12,8,0,0,53,4,9,0,2,1,7,1,1,7,0,0,0,0,3,9,0,8,0,0,0,0,13,0,0,0,0,3,4,0,8,0,0,0,2,0,1,1,0,3,5,0,9,2,15,2,0,0,0,4
"Ant0",23,37,0,23,5,1,3,11,9,15,38,4,21,3,16,0,17,2,0,6,2,0,38,5,21,7,0,15,0,7,10,1,15,2,6,0,8,0,0,6,5,0,0,10,9,6,4,22,3,12,9,10,23,17,0,1,0,56,9,7,7,2,1,15,15,5,9
"Ant32",18,6,0,21,4,5,1,4,5,5,15,5,19,7,27,0,4,7,0,10,1,38,0,1,9,10,5,17,0,2,3,0,13,18,0,0,7,0,0,6,7,0,0,4,9,0,12,2,0,8,10,9,7,7,0,0,18,5,7,4,2,0,13,12,4,0,8
"Ant43",0,0,5,3,5,2,13,3,2,4,1,1,0,8,12,12,0,0,7,4,7,5,1,0,0,0,13,1,2,0,5,17,1,2,2,0,1,2,6,5,0,1,3,0,9,16,5,18,10,0,3,2,0,0,1,1,1,1,0,11,1,42,0,3,0,41,1
"Ant44",15,27,0,11,6,0,4,13,14,2,18,7,12,5,70,1,29,6,0,11,1,21,9,0,0,2,6,37,0,4,5,0,5,7,17,3,6,2,0,10,2,0,0,5,5,0,0,2,0,0,33,3,4,11,2,17,0,39,23,2,1,0,0,22,10,0,20
"Ant50",16,5,0,6,1,0,1,5,13,31,12,7,6,0,13,0,11,0,0,6,1,7,10,0,2,0,1,9,0,4,4,0,1,8,3,1,1,0,0,3,1,0,0,11,1,0,3,1,0,11,2,1,10,2,9,3,3,11,1,3,28,0,1,21,5,0,10
"Ant55",0,1,1,2,2,22,19,1,1,8,6,1,2,6,11,17,1,5,4,17,7,0,5,13,6,1,0,5,3,6,12,7,4,5,28,1,18,1,8,10,8,4,3,0,4,4,7,5,4,2,4,12,1,8,0,5,3,2,6,28,10,19,4,2,2,14,15
"Ant63",30,16,0,6,2,0,0,0,3,7,9,0,2,5,16,0,25,5,0,18,0,15,17,1,37,9,5,0,0,0,10,0,8,0,0,0,11,0,0,6,6,0,0,2,18,0,0,1,0,0,17,0,10,0,3,1,7,20,7,1,6,1,4,11,8,0,12
"Ant91",0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,0,0,0,0,2,0,0,3,0,0,0,0,17,0,0,0,0,0,67,24,0,0,12,20,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Ant97",6,1,0,4,0,5,8,24,3,2,15,1,1,13,6,0,6,1,0,6,0,7,2,0,4,4,6,0,0,0,8,3,1,26,6,1,7,0,0,2,3,0,0,3,13,0,2,1,0,0,0,1,2,5,18,0,0,5,0,2,2,1,0,11,6,0,10
"Ant98",14,3,0,4,5,6,4,12,6,7,13,6,3,5,14,0,3,8,1,10,0,10,3,5,5,4,12,10,0,8,0,2,6,6,4,13,3,0,0,4,9,0,0,1,4,4,0,8,0,0,4,11,9,5,17,2,1,5,3,2,1,0,0,4,11,2,8
"Ant100",1,1,23,0,13,14,13,1,0,0,0,0,0,0,20,27,0,0,46,16,3,1,0,17,0,0,7,0,17,3,2,0,8,0,4,0,0,33,68,0,2,50,42,0,7,9,0,7,28,0,7,3,0,0,0,0,5,2,1,11,1,27,7,0,0,37,1
"Ant109",6,0,0,10,6,14,7,0,0,11,2,9,0,10,28,0,1,23,3,5,9,15,13,1,5,1,4,8,0,1,6,8,0,2,2,1,6,0,0,10,0,0,0,1,17,5,0,13,2,1,8,7,0,10,0,23,0,3,16,6,0,9,1,2,2,10,14
"Ant137",8,0,0,0,0,7,0,11,11,7,13,5,10,1,16,0,1,3,0,4,0,2,18,2,7,8,5,0,0,26,6,0,2,0,11,7,1,0,0,0,1,0,0,4,8,1,3,0,0,9,6,5,3,16,3,1,0,3,3,3,3,0,1,13,17,1,6
"Ant140",5,6,0,0,3,4,1,2,10,13,10,1,3,1,41,0,7,6,0,9,8,6,0,2,17,3,28,0,0,6,4,4,2,11,0,4,14,0,0,1,5,0,0,0,4,1,0,15,0,0,0,2,8,16,3,8,13,4,0,30,5,0,0,11,4,2,5
"Ant142",5,12,0,2,0,0,3,1,24,0,2,0,0,0,8,0,6,5,0,8,0,0,0,0,3,1,1,0,0,1,13,0,1,7,4,0,0,0,0,0,2,0,0,1,5,1,2,0,0,0,13,0,22,2,13,13,0,0,3,1,0,0,2,2,0,0,0
"Ant169",23,3,0,6,2,9,0,3,2,6,2,16,11,4,35,0,1,7,0,15,0,8,7,1,6,1,18,11,0,7,3,0,6,1,14,0,0,0,0,2,9,0,0,4,15,2,4,7,0,1,5,5,7,5,6,7,6,7,7,2,38,0,4,11,1,0,6
"Ant176",0,0,46,0,0,9,0,0,0,0,0,0,0,0,1,15,0,0,12,0,0,0,0,2,2,0,1,0,67,0,0,33,0,0,0,0,0,0,31,0,0,14,28,0,0,1,0,0,41,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,0
"Ant178",0,0,44,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,30,0,0,0,0,6,0,0,8,0,24,0,0,68,0,0,0,0,0,31,0,3,0,74,23,0,0,4,0,0,137,0,0,0,0,0,0,0,0,0,0,3,0,16,1,0,0,17,0
"Ant195",6,2,0,16,10,8,0,1,4,10,5,10,8,25,26,0,3,28,0,10,13,6,6,5,10,3,10,6,0,2,4,0,10,0,1,0,2,0,3,0,9,0,0,1,13,1,0,5,0,0,11,12,0,3,9,8,20,6,15,22,1,1,5,5,11,0,31
"Ant207",20,2,0,12,7,2,0,1,15,6,19,6,4,6,24,0,1,1,0,16,0,5,7,0,2,1,8,6,0,3,9,2,0,1,5,2,9,0,0,9,0,0,0,3,26,1,4,3,0,0,1,13,5,26,13,21,2,6,8,8,5,0,3,5,8,0,8
"Ant215",0,0,54,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,1,0,0,4,0,12,0,0,50,0,0,0,0,0,14,74,0,0,0,23,0,0,4,0,0,45,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0
"Ant217",0,0,40,0,0,18,0,0,0,0,0,0,0,0,4,5,0,0,20,0,0,0,0,3,0,0,3,0,20,0,0,42,0,0,0,0,0,28,23,0,0,23,0,0,0,2,0,0,27,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,14,0
"Ant219",7,8,0,0,0,0,2,4,5,4,3,3,0,2,13,0,24,1,0,3,0,10,4,0,5,11,0,2,0,3,1,0,1,4,0,1,4,0,0,1,3,0,0,0,0,2,0,2,0,3,18,4,5,4,1,5,3,10,3,3,4,0,0,4,9,0,2
"Ant232",13,2,0,9,12,4,1,3,5,3,4,2,7,19,49,0,2,7,20,11,3,9,9,9,5,1,4,18,0,13,4,7,17,8,4,5,15,0,0,13,26,0,0,0,0,0,0,25,0,0,8,4,5,5,15,17,3,6,17,8,2,9,11,13,10,5,13
"Ant243",1,0,1,0,0,14,11,2,0,1,0,5,0,2,6,6,0,0,7,0,4,6,0,16,0,0,4,0,3,0,4,9,5,1,1,1,2,1,4,1,1,4,2,2,0,0,2,3,17,1,1,3,1,0,1,1,0,0,0,11,0,11,2,0,0,15,0
"Ant257",8,7,0,0,0,1,8,2,3,0,0,4,0,0,8,0,0,0,1,0,0,4,12,5,0,3,7,0,0,2,0,0,0,3,0,2,4,0,0,0,4,0,0,0,0,2,0,13,0,6,0,0,0,0,11,7,0,0,0,3,0,0,1,8,0,3,0
"Ant289",6,1,0,1,7,4,28,0,1,18,3,3,2,3,18,1,3,4,14,14,8,22,2,18,2,1,5,1,0,1,8,7,13,0,15,0,7,0,0,5,3,0,0,2,25,3,13,0,4,5,3,9,2,5,0,4,5,6,4,6,1,6,11,0,0,5,5
"Ant294",2,0,87,0,0,11,7,0,0,0,0,1,0,0,0,7,1,0,22,0,0,3,0,10,0,0,4,0,9,0,0,28,2,0,0,0,0,41,137,0,0,45,27,0,0,17,0,4,0,0,0,1,0,0,0,0,0,0,0,2,0,5,0,0,0,8,0
"Ant298",9,15,0,0,0,0,8,0,1,1,0,5,0,0,6,0,21,0,0,0,0,12,8,0,0,11,2,0,0,0,0,0,1,9,0,0,1,0,0,0,0,0,0,3,0,1,6,5,0,0,8,0,6,2,3,0,0,0,0,0,0,0,0,1,0,1,7
"Ant318",18,7,0,10,10,1,0,0,5,9,2,11,0,5,26,0,4,12,0,10,0,9,10,3,33,2,4,17,0,0,4,7,8,6,0,13,5,0,0,11,1,0,0,18,8,1,0,3,0,8,0,5,6,4,0,0,2,29,8,10,2,0,1,21,2,0,2
"Ant324",2,0,0,0,6,2,8,9,1,17,3,1,1,8,9,0,0,1,1,15,2,10,9,2,3,1,12,0,0,1,11,3,7,5,2,0,5,0,0,12,13,0,0,4,4,3,0,9,1,0,5,0,1,1,3,5,4,10,4,6,11,0,1,3,2,2,6
"Ant332",11,10,0,5,0,0,0,7,2,8,2,2,5,0,5,0,17,6,0,0,0,23,7,0,4,10,1,10,0,2,9,0,0,3,8,22,7,0,0,0,5,0,0,5,5,1,0,2,0,6,6,1,0,2,0,10,4,5,2,3,6,0,0,9,1,0,0
"Ant342",7,2,0,2,0,19,5,1,4,6,9,4,2,3,9,0,5,7,0,8,1,17,7,0,11,2,8,0,0,5,5,0,10,16,16,2,5,0,0,3,26,0,0,4,5,0,0,5,0,2,4,1,2,0,4,9,4,15,1,4,10,0,7,7,1,1,9
"Ant356",18,4,0,2,0,0,0,7,15,2,0,6,16,0,12,0,4,0,0,7,1,0,0,1,2,9,0,3,0,18,17,0,0,3,3,13,6,0,0,9,13,0,0,1,15,1,11,0,0,3,0,3,0,4,0,31,12,2,1,6,8,0,2,0,2,0,4
"Ant394",12,1,0,4,24,6,5,3,13,10,1,9,16,9,25,0,7,5,0,14,0,1,0,1,17,3,5,1,0,0,2,0,23,1,8,13,7,0,0,8,21,0,0,5,17,1,7,4,0,0,0,5,10,9,31,0,3,5,11,4,2,0,9,6,4,3,33
"Ant395",6,4,0,0,0,3,0,1,9,3,0,1,0,9,19,0,3,2,0,2,3,0,18,1,0,3,3,7,0,0,1,5,0,0,13,0,6,0,0,20,2,0,0,3,3,0,0,5,0,0,2,4,4,4,12,3,0,4,7,6,0,0,0,3,2,0,4
"Ant400",8,35,0,15,3,2,2,4,14,13,26,3,7,2,28,0,29,12,0,9,5,56,5,1,39,11,2,20,0,5,5,2,3,3,4,0,7,0,0,6,6,0,0,10,6,0,0,6,0,0,29,10,5,15,2,5,4,0,22,6,0,0,0,40,11,1,9
"Ant437",23,2,0,4,8,6,2,0,8,4,4,8,6,12,24,0,26,10,5,29,0,9,7,0,23,1,6,7,0,0,3,1,16,3,0,3,7,0,0,15,8,0,0,3,17,0,0,4,0,0,8,4,2,1,1,11,7,22,0,8,0,2,1,2,5,0,10
"Ant458",3,0,1,8,5,12,8,2,3,5,1,4,7,5,15,9,1,1,6,22,9,7,4,11,2,3,28,1,1,2,2,11,6,3,30,1,2,1,3,22,8,2,3,3,8,11,3,6,2,0,10,6,3,4,6,4,6,6,8,0,0,23,16,3,12,14,11
"Ant492",7,3,0,0,1,2,0,1,13,5,6,3,1,11,17,0,9,0,0,8,2,7,2,1,1,28,10,6,0,2,1,1,0,3,5,0,38,0,0,1,5,0,0,4,2,0,0,1,0,0,2,11,6,10,8,2,0,0,0,0,0,1,4,0,4,0,10
"Ant507",0,0,6,0,1,3,1,1,2,0,1,2,0,5,4,5,0,0,12,3,15,2,0,42,0,0,19,1,0,1,0,27,9,0,0,0,0,1,16,1,0,0,1,0,9,11,0,6,5,0,0,0,0,0,0,0,0,0,2,23,1,0,3,0,0,42,0
"Ant527",9,0,0,1,24,3,6,1,2,0,1,10,0,3,18,0,0,1,0,13,2,1,13,0,0,1,4,4,0,0,0,7,1,1,0,2,4,0,1,5,3,0,0,0,11,2,1,11,0,0,1,1,0,7,2,9,0,0,1,16,4,3,0,0,0,1,9
"Ant552",6,13,0,8,4,2,1,13,8,7,19,3,22,4,11,1,39,2,0,2,0,15,12,3,22,21,2,11,0,11,4,0,2,13,11,2,11,0,0,5,5,0,0,4,13,0,8,0,0,1,21,3,9,7,0,6,3,40,2,3,0,0,0,0,7,0,11
"Ant560",7,1,0,4,8,2,0,0,10,4,9,7,7,19,12,0,9,6,0,10,0,15,4,0,10,5,2,8,0,6,11,0,2,17,4,0,1,0,0,11,8,0,0,9,10,0,0,0,0,0,2,2,1,1,2,4,2,11,5,12,4,0,0,7,0,0,11
"Ant564",0,0,13,0,1,17,6,7,0,2,0,1,0,1,2,10,0,0,48,5,0,5,0,41,0,0,14,0,1,0,2,37,10,1,2,0,0,9,17,0,0,4,14,0,5,15,3,5,8,1,0,2,0,1,0,3,0,1,0,14,0,42,1,0,0,0,2
"Ant593",13,4,0,17,15,9,0,6,14,6,16,4,6,32,47,0,6,11,2,19,4,9,8,1,20,10,15,12,0,10,8,1,14,6,5,0,6,0,0,31,8,0,0,2,13,0,0,5,0,7,2,6,0,9,4,33,4,9,10,11,10,0,9,11,11,2,0
