"","Ant260","Ant52","Ant540","Ant6","Ant7","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant148","Ant158","Ant202","Ant209","Ant268","Ant311","Ant518","Ant0","Ant32","Ant43","Ant44","Ant50","Ant55","Ant63","Ant97","Ant98","Ant137","Ant140","Ant169","Ant176","Ant178","Ant195","Ant215","Ant217","Ant219","Ant232","Ant243","Ant257","Ant289","Ant294","Ant298","Ant324","Ant332","Ant342","Ant356","Ant395","Ant400","Ant437","Ant492","Ant507","Ant552","Ant560","Ant564","Ant593"
"Ant176",0,0,1,5,0,11,3,0,0,3,0,0,0,13,0,2,6,1,0,0,4,0,0,9,0,0,0,0,0,1,0,6,0,13,13,1,1,15,0,4,29,0,0,0,0,0,0,0,0,0,12,0,0,1,1
"Ant178",6,0,5,2,0,16,0,1,2,0,0,0,0,35,0,11,8,18,0,3,28,0,0,1,1,1,0,3,0,3,6,0,10,103,45,0,7,43,0,10,30,0,0,0,3,3,0,0,13,0,39,1,0,3,0
"Ant195",2,1,0,0,11,5,3,5,4,5,0,7,7,0,0,4,23,30,6,2,1,3,1,0,0,0,2,1,8,9,0,10,0,18,0,3,10,5,2,4,6,1,17,4,7,0,4,0,23,2,2,1,3,33,4
"Ant215",1,0,3,8,10,18,4,0,1,0,1,0,0,165,0,53,23,6,0,8,45,0,0,21,0,3,0,0,1,1,13,103,18,0,34,0,24,10,0,17,8,6,0,1,1,0,0,0,0,0,17,0,0,20,1
"Ant217",0,0,9,0,0,28,0,0,0,0,0,0,0,30,0,6,7,0,0,0,32,0,0,17,0,0,0,0,0,0,13,45,0,34,0,0,2,20,0,2,48,0,0,0,0,0,0,0,0,0,23,0,0,5,0
"Ant219",6,0,0,1,8,0,2,10,4,7,4,5,6,0,2,0,16,6,13,1,0,12,27,3,0,4,19,0,6,9,1,0,3,0,0,0,11,1,2,4,2,6,3,0,6,1,3,0,2,3,0,5,4,3,6
"Ant232",7,1,0,16,5,0,11,4,0,3,4,0,16,0,0,84,19,5,10,9,20,5,5,0,13,0,0,23,3,20,1,7,10,24,2,11,0,1,2,7,23,2,1,1,7,12,5,1,6,5,7,3,0,19,5
"Ant243",5,0,13,0,2,16,0,0,1,0,0,0,2,17,0,2,17,6,2,0,4,0,0,11,0,0,1,0,5,0,15,43,5,10,20,1,1,0,0,15,14,1,1,0,4,0,1,0,2,1,9,1,1,2,4
"Ant257",5,0,0,1,3,0,7,2,5,5,0,4,2,0,6,2,13,1,16,0,1,21,5,2,0,0,6,1,0,9,0,0,2,0,0,2,2,0,0,0,1,2,1,0,2,1,1,5,5,0,1,4,0,0,4
"Ant289",4,0,15,8,17,10,2,0,5,7,3,2,6,17,2,6,38,6,13,7,5,6,3,15,0,0,3,3,1,3,4,10,4,17,2,4,7,15,0,0,25,1,1,4,1,0,6,2,1,0,10,4,1,7,18
"Ant294",0,0,31,2,13,18,1,0,1,0,0,5,7,28,0,8,10,3,0,0,10,0,0,13,0,0,1,1,0,3,29,30,6,8,48,2,23,14,1,25,0,0,1,0,1,0,1,0,6,0,40,1,1,17,2
"Ant298",5,0,0,2,0,0,0,1,29,10,0,22,0,0,30,9,5,4,11,11,0,3,13,1,7,21,4,9,6,22,0,0,1,6,0,6,2,1,2,1,0,0,1,21,4,7,6,6,6,17,2,5,4,0,7
"Ant324",13,0,0,1,1,1,12,22,5,1,3,1,8,0,0,3,13,1,6,3,0,1,0,5,0,1,1,0,4,3,0,0,17,0,0,3,1,1,1,1,1,1,0,0,11,2,2,3,12,3,0,4,0,2,6
"Ant332",25,2,0,32,1,0,0,4,7,1,0,7,8,0,6,3,20,0,22,26,2,19,1,0,12,0,10,10,1,10,0,0,4,1,0,0,1,0,0,4,0,21,0,0,19,3,0,0,2,6,1,3,6,0,3
"Ant342",15,2,0,1,16,0,13,2,5,8,4,2,2,0,7,6,11,2,7,17,0,12,2,0,5,1,5,5,6,22,0,3,7,1,0,6,7,4,2,1,1,4,11,19,0,9,17,12,7,9,0,3,2,5,18
"Ant356",8,0,0,15,1,0,1,0,5,17,1,0,3,0,17,0,8,0,18,16,0,25,7,0,15,4,0,11,4,7,0,3,0,0,0,1,12,0,1,0,0,7,2,3,9,0,0,2,0,5,0,0,2,0,4
"Ant395",5,0,0,0,1,0,16,0,10,8,1,2,10,0,2,1,19,14,2,0,1,3,4,0,0,0,5,3,2,4,0,0,4,0,0,3,5,1,1,6,1,6,2,0,17,0,0,5,20,2,1,0,1,4,2
"Ant400",21,2,0,10,2,0,8,2,3,3,2,2,2,0,2,16,7,8,30,6,0,23,3,0,1,10,0,13,1,4,0,0,0,0,0,0,1,0,5,2,0,6,3,0,12,2,5,0,7,18,1,4,1,0,13
"Ant437",6,2,0,0,4,0,7,0,7,1,0,1,9,0,1,5,33,6,9,0,0,6,0,0,0,0,1,0,0,1,0,13,23,0,0,2,6,2,5,1,6,6,12,2,7,0,20,7,0,5,0,3,4,5,11
"Ant492",15,4,0,9,8,1,3,1,2,14,2,3,3,0,7,0,14,5,5,10,0,9,10,0,0,1,3,2,1,3,0,0,2,0,0,3,5,1,0,0,0,17,3,6,9,5,2,18,5,0,0,5,9,1,9
"Ant507",6,0,4,2,9,12,2,2,0,0,0,1,13,8,0,11,14,1,3,0,11,1,0,22,0,3,1,0,16,0,12,39,2,17,23,0,7,9,1,10,40,2,0,1,0,0,1,1,0,0,0,0,2,14,1
"Ant552",1,4,0,1,0,0,10,3,9,14,0,7,3,0,6,0,14,3,7,3,0,6,11,0,2,2,2,0,2,9,0,1,1,0,0,5,3,1,4,4,1,5,4,3,3,0,0,4,3,5,0,0,1,2,4
"Ant560",7,7,0,13,8,0,1,1,8,4,3,12,3,0,21,0,18,2,15,12,0,2,3,1,4,4,9,6,8,0,0,0,3,0,0,4,0,1,0,1,1,4,0,6,2,2,1,1,4,9,2,1,0,2,1
"Ant564",1,0,2,3,0,18,3,0,0,2,1,0,14,0,0,24,22,7,3,0,6,1,0,2,0,1,1,1,17,4,1,3,33,20,5,3,19,2,0,7,17,0,2,0,5,0,4,0,5,1,14,2,2,0,2
"Ant593",15,1,0,8,6,0,6,6,7,2,2,1,19,0,13,4,20,4,35,20,0,17,14,0,1,16,2,0,8,1,1,0,4,1,0,6,5,4,4,18,2,7,6,3,18,4,2,13,11,9,1,4,1,2,0
