"","Ant260","Ant52","Ant540","Ant6","Ant7","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant76","Ant148","Ant158","Ant191","Ant202","Ant209","Ant252","Ant268","Ant311","Ant518","Ant0","Ant32","Ant43","Ant44","Ant50","Ant55","Ant63","Ant91","Ant97","Ant98","Ant100","Ant109","Ant137","Ant140","Ant142","Ant169","Ant176","Ant178","Ant195","Ant207","Ant215","Ant217","Ant219","Ant232","Ant243","Ant257","Ant289","Ant294","Ant298","Ant318","Ant324","Ant332","Ant342","Ant356","Ant394","Ant395","Ant400","Ant437","Ant458","Ant492","Ant507","Ant527","Ant552","Ant560","Ant564","Ant593"
"Ant60",6,5,0,11,1,0,0,3,4,17,0,12,16,10,8,0,12,9,0,12,0,36,4,1,11,1,3,1,0,6,7,0,0,11,0,1,6,0,0,0,5,0,0,6,6,4,11,0,0,27,6,2,3,0,14,6,0,14,10,0,10,1,1,40,11,0,19
"Ant76",6,10,0,11,5,0,3,1,7,14,12,0,4,3,14,0,19,11,1,11,4,15,6,1,8,3,4,7,1,4,0,1,8,0,4,0,5,0,0,2,6,0,0,4,8,0,13,11,0,4,3,6,5,3,7,28,1,14,5,0,7,1,2,9,10,3,6
"Ant148",1,4,0,3,1,2,10,5,4,3,16,4,0,2,5,0,26,14,1,5,0,22,8,1,16,6,3,4,4,0,16,1,0,17,0,0,12,0,0,1,1,0,0,18,1,0,0,0,0,3,4,8,4,8,8,0,4,12,2,1,0,0,4,5,8,1,6
"Ant158",3,1,9,0,18,16,1,0,3,6,10,3,2,0,7,2,0,3,2,4,7,3,0,7,1,2,6,1,16,6,1,0,19,0,11,0,12,6,4,15,4,25,0,13,21,1,2,25,9,2,0,0,0,3,1,11,3,1,2,14,2,6,0,1,6,12,8
"Ant191",3,2,0,8,11,16,8,2,18,21,8,14,5,7,0,0,4,13,26,6,25,35,7,5,7,2,13,1,9,2,12,19,17,10,14,4,16,17,17,2,20,0,1,3,24,7,17,41,0,24,4,7,4,9,9,19,3,32,11,12,11,5,9,8,10,7,36
"Ant202",0,0,3,0,0,9,1,0,0,0,0,0,0,2,0,0,0,0,12,1,0,0,0,21,0,0,0,0,0,0,0,14,1,0,0,0,0,1,5,16,0,6,23,0,8,2,2,0,6,0,0,0,0,0,0,1,0,0,0,4,0,4,0,0,0,5,0
"Ant209",1,27,0,17,1,2,3,3,4,5,12,19,26,0,4,0,0,16,0,11,0,22,20,0,14,8,5,19,0,15,14,0,0,13,2,1,8,2,0,1,12,0,0,7,2,0,13,0,0,18,19,9,13,13,20,18,13,2,2,3,9,0,4,10,7,4,5
"Ant252",7,3,0,44,3,2,8,2,6,7,9,11,14,3,13,0,16,0,0,7,14,6,3,1,11,3,12,2,0,6,1,0,7,11,7,0,12,2,0,2,18,0,0,3,15,0,13,5,0,8,6,5,7,0,5,7,5,2,20,2,14,0,0,15,8,0,13
"Ant268",2,0,21,1,6,17,2,0,0,3,0,1,1,2,26,12,0,0,0,8,6,2,0,36,0,0,25,1,7,1,0,12,7,1,1,0,4,10,7,16,0,15,10,1,3,2,0,23,3,0,0,2,1,1,0,7,6,1,4,5,0,12,0,1,4,57,1
"Ant311",8,8,0,2,5,2,12,17,16,11,12,11,5,4,6,1,11,7,8,0,7,21,8,6,19,17,7,9,3,22,9,1,7,17,0,7,6,3,19,10,2,0,0,8,11,5,6,8,0,12,2,17,23,17,10,3,11,5,11,1,1,4,2,6,13,9,17
"Ant518",1,0,0,4,12,11,10,0,4,4,0,4,0,7,25,0,0,14,6,7,0,4,0,4,10,8,18,0,0,6,7,21,11,7,5,0,2,7,6,5,32,0,0,3,19,0,13,16,0,0,1,1,0,1,0,10,2,15,2,12,6,8,3,4,15,7,15
"Ant0",34,12,0,30,7,5,7,3,19,31,36,15,22,3,35,0,22,6,2,21,4,0,2,0,33,15,4,8,1,18,29,0,7,38,8,1,29,0,1,2,11,0,0,10,17,0,12,8,0,8,19,20,5,9,43,14,25,20,16,4,34,1,0,101,14,1,14
"Ant32",29,19,0,4,0,0,0,13,0,11,4,6,8,0,7,0,20,3,0,8,0,2,0,0,12,10,0,7,0,3,20,0,0,0,0,17,3,0,0,0,14,0,0,10,0,0,8,1,0,17,23,1,12,7,17,1,0,2,3,0,3,0,0,5,6,0,3
"Ant43",1,0,5,10,2,33,3,0,2,0,1,1,1,7,5,21,0,1,36,6,4,0,0,0,3,1,7,2,11,0,0,21,2,0,1,0,3,10,10,17,0,13,7,1,17,2,1,8,11,0,0,0,0,4,0,2,0,5,2,5,1,24,10,0,2,22,0
"Ant44",4,9,0,6,3,1,1,10,1,7,11,8,16,1,7,0,14,11,0,19,10,33,12,3,0,9,6,10,1,9,48,1,14,10,7,6,19,0,0,0,27,0,0,10,11,1,11,3,0,27,5,0,31,19,3,5,7,10,11,5,6,2,1,10,3,6,14
"Ant50",4,15,0,6,0,0,8,7,0,14,1,3,6,2,2,0,8,3,0,17,8,15,10,1,9,0,7,29,0,6,44,1,0,6,1,14,0,0,0,0,24,0,0,0,1,0,2,1,0,11,3,0,29,43,7,4,0,1,0,0,1,0,3,9,5,0,1
"Ant55",1,1,0,0,4,13,23,0,5,17,3,4,3,6,13,0,5,12,25,7,18,4,0,7,6,7,0,0,6,4,0,3,4,0,5,0,5,1,12,7,3,0,2,3,22,0,0,23,0,2,0,5,2,0,0,34,7,13,7,10,2,0,3,0,7,24,15
"Ant63",3,24,0,2,1,0,0,0,0,0,1,7,4,1,1,0,19,2,1,9,0,8,7,2,10,29,0,0,0,2,11,0,1,0,0,6,0,4,0,2,1,0,0,3,1,0,1,0,0,6,13,0,8,0,1,4,2,2,1,1,1,2,0,4,1,1,8
"Ant91",0,0,0,0,3,3,14,0,0,0,0,1,4,16,9,0,0,0,7,3,0,1,0,11,1,0,6,0,0,1,0,6,5,0,0,0,2,8,4,8,0,11,1,0,9,1,0,9,2,0,0,0,1,7,0,1,0,0,0,6,0,1,6,0,0,8,3
"Ant97",3,2,0,0,2,3,0,9,1,8,6,4,0,6,2,0,15,6,1,22,6,18,3,0,9,6,4,2,1,0,2,0,11,15,1,0,5,0,0,0,2,0,0,5,8,0,2,6,0,11,3,8,2,1,7,10,0,3,4,0,1,0,0,10,1,1,12
"Ant98",3,19,0,1,2,0,1,6,4,10,7,0,16,1,12,0,14,1,0,9,7,29,20,0,48,44,0,11,0,2,0,0,2,4,1,3,7,0,0,0,2,0,0,4,0,0,0,0,0,18,6,6,6,4,47,4,4,4,1,0,4,0,1,21,6,0,3
"Ant100",0,0,5,0,2,11,2,0,1,0,0,1,1,0,19,14,0,0,12,1,21,0,0,21,1,1,3,0,6,0,0,0,3,1,0,0,0,24,1,27,5,20,9,0,44,19,0,5,25,0,4,1,0,1,0,3,0,2,0,13,0,19,50,0,2,15,0
"Ant109",4,2,0,9,22,7,4,0,5,12,0,8,0,19,17,1,0,7,7,7,11,7,0,2,14,0,4,1,5,11,2,3,0,0,19,0,4,3,3,2,12,1,0,2,9,4,8,8,3,1,0,5,0,0,1,8,4,0,9,9,4,1,0,2,0,11,4
"Ant137",9,5,0,23,4,1,0,12,9,10,11,0,17,0,10,0,13,11,1,17,7,38,0,0,10,6,0,0,0,15,4,1,0,0,5,1,13,0,0,0,15,0,0,10,3,0,15,1,0,24,2,8,2,10,4,10,18,3,2,0,5,0,1,28,14,0,7
"Ant140",3,2,0,1,11,1,5,0,2,13,0,4,0,11,14,0,2,7,1,0,5,8,0,1,7,1,5,0,0,1,1,0,19,5,0,0,2,0,4,25,8,0,0,6,14,0,1,8,0,0,2,1,0,1,0,6,2,2,3,12,0,6,0,1,3,8,12
"Ant142",21,8,0,0,2,0,7,0,0,0,1,0,0,0,4,0,1,0,0,7,0,1,17,0,6,14,0,6,0,0,3,0,0,1,0,0,1,2,0,0,7,0,1,0,0,0,6,0,0,0,10,0,18,5,1,0,0,8,0,0,0,1,0,0,6,0,1
"Ant169",3,4,0,8,22,3,3,4,7,8,6,5,12,12,16,0,8,12,4,6,2,29,3,3,19,0,5,0,2,5,7,0,4,13,2,1,0,0,13,7,10,0,0,11,14,0,3,2,0,10,1,8,1,3,3,9,5,9,7,8,13,0,3,5,9,4,20
"Ant176",4,2,5,0,22,11,17,0,2,0,0,0,0,6,17,1,2,2,10,3,7,0,0,10,0,0,1,4,8,0,0,24,3,0,0,2,0,0,6,18,0,18,3,1,10,19,0,3,8,0,0,1,1,1,0,0,1,1,0,6,0,11,2,0,0,11,0
"Ant178",5,0,79,0,5,24,7,0,19,0,0,0,0,4,17,5,0,0,7,19,6,1,0,10,0,0,12,0,4,0,0,1,3,0,4,0,13,6,0,20,0,0,12,0,19,51,0,19,4,0,0,1,0,0,0,7,2,1,1,2,1,0,7,0,1,1,1
"Ant195",5,1,0,0,4,19,26,0,3,1,0,2,1,15,2,16,1,2,16,10,5,2,0,17,0,0,7,2,8,0,0,27,2,0,25,0,7,18,20,0,0,26,11,1,32,9,0,4,4,0,0,2,3,1,0,2,2,2,0,8,0,24,5,0,4,35,22
"Ant207",15,1,0,5,0,0,11,13,12,6,5,6,1,4,20,0,12,18,0,2,32,11,14,0,27,24,3,1,0,2,2,5,12,15,8,7,10,0,0,0,0,0,0,4,2,12,3,5,0,8,6,10,1,3,10,21,10,12,13,7,22,0,1,6,7,1,10
"Ant215",0,0,0,0,0,12,16,0,1,0,0,0,0,25,0,6,0,0,15,0,0,0,0,13,0,0,0,0,11,0,0,20,1,0,0,0,0,18,0,26,0,0,2,0,15,39,0,1,15,0,0,0,0,0,0,1,0,0,0,3,0,22,5,0,1,11,0
"Ant217",0,0,20,0,2,2,0,0,0,0,0,0,0,0,1,23,0,0,10,0,0,0,0,7,0,0,2,0,1,0,0,9,0,0,0,1,0,3,12,11,0,2,0,0,6,3,1,0,2,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,3,1
"Ant219",2,4,0,3,2,0,3,9,4,10,6,4,18,13,3,0,7,3,1,8,3,10,10,1,10,0,3,3,0,5,4,0,2,10,6,0,11,1,0,1,4,0,0,0,1,0,1,4,0,6,5,9,1,5,14,17,1,9,5,0,1,0,0,15,6,3,11
"Ant232",13,3,0,1,2,18,8,0,4,6,6,8,1,21,24,8,2,15,3,11,19,17,0,17,11,1,22,1,9,8,0,44,9,3,14,0,14,10,19,32,2,15,6,1,0,9,13,25,11,3,5,4,1,13,1,21,17,1,3,23,1,6,12,1,6,2,18
"Ant243",0,0,35,1,7,0,9,0,2,0,4,0,0,1,7,2,0,0,2,5,0,0,0,2,1,0,0,0,1,0,0,19,4,0,0,0,0,19,51,9,12,39,3,0,9,0,0,9,10,0,0,0,0,0,0,0,0,0,0,8,0,11,26,0,0,1,0
"Ant257",3,6,0,2,3,0,1,4,11,18,11,13,0,2,17,2,13,13,0,6,13,12,8,1,11,2,0,1,0,2,0,0,8,15,1,6,3,0,0,0,3,0,1,1,13,0,0,3,0,1,25,4,0,0,5,28,1,3,2,2,26,0,0,14,3,0,7
"Ant289",2,3,0,4,3,12,4,1,2,9,0,11,0,25,41,0,0,5,23,8,16,8,1,8,3,1,23,0,9,6,0,5,8,1,8,0,2,3,19,4,5,1,0,4,25,9,3,0,4,1,3,4,0,8,0,16,3,5,7,9,5,3,4,0,2,8,5
"Ant294",0,0,31,0,0,13,2,0,0,0,0,0,0,9,0,6,0,0,3,0,0,0,0,11,0,0,0,0,2,0,0,25,3,0,0,0,0,8,4,4,0,15,2,0,11,10,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,10,5,0,0,3,0
"Ant298",7,25,0,19,3,7,0,17,17,11,27,4,3,2,24,0,18,8,0,12,0,8,17,0,27,11,2,6,0,11,18,0,1,24,0,0,10,0,0,0,8,0,0,6,3,0,1,1,0,0,12,7,16,3,26,6,2,9,1,2,13,0,0,44,3,0,7
"Ant318",4,10,0,2,0,0,6,3,1,5,6,3,4,0,4,0,19,6,0,2,1,19,23,0,5,3,0,13,0,3,6,4,0,2,2,10,1,0,0,0,6,0,0,5,5,0,25,3,0,12,0,1,23,0,36,7,4,3,14,6,3,0,8,8,7,1,5
"Ant324",6,2,0,10,2,6,0,0,1,7,2,6,8,0,7,0,9,5,2,17,1,20,1,0,0,0,5,0,0,8,6,1,5,8,1,0,8,1,1,2,10,0,0,9,4,0,4,4,0,7,1,0,0,0,4,27,1,3,2,4,13,0,0,10,2,2,23
"Ant332",7,14,0,5,0,0,0,8,5,5,3,5,4,0,4,0,13,7,1,23,0,5,12,0,31,29,2,8,1,2,6,0,0,2,0,18,1,1,0,3,1,0,0,1,1,0,0,0,0,16,23,0,0,4,19,1,0,10,3,0,0,0,0,5,3,0,0
"Ant342",4,2,0,9,0,1,29,1,1,2,0,3,8,3,9,0,13,0,1,17,1,9,7,4,19,43,0,0,7,1,4,1,0,10,1,5,3,1,0,1,3,0,1,5,13,0,0,8,1,3,0,0,4,0,0,0,14,2,1,6,0,5,4,2,5,3,0
"Ant356",3,8,0,10,0,0,0,0,0,4,14,7,8,1,9,0,20,5,0,10,0,43,17,0,3,7,0,1,0,7,47,0,1,4,0,1,3,0,0,0,10,0,0,14,1,0,5,0,0,26,36,4,19,0,0,1,0,1,4,0,19,0,0,13,22,0,0
"Ant394",17,0,0,10,1,9,3,0,8,28,6,28,0,11,19,1,18,7,7,3,10,14,1,2,5,4,34,4,1,10,4,3,8,10,6,0,9,0,7,2,21,1,0,17,21,0,28,16,0,6,7,27,1,0,1,0,12,4,2,1,11,0,3,14,12,7,3
"Ant395",6,5,0,6,2,7,4,0,10,5,0,1,4,3,3,0,13,5,6,11,2,25,0,0,7,0,7,2,0,0,4,0,4,18,2,0,5,1,2,2,10,0,0,1,17,0,1,3,0,2,4,1,0,14,0,12,0,5,3,4,2,2,7,1,2,5,1
"Ant400",28,8,0,1,2,15,9,4,6,7,14,14,12,1,32,0,2,2,1,5,15,20,2,5,10,1,13,2,0,3,4,2,0,3,2,8,9,1,1,2,12,0,0,9,1,0,3,5,1,9,3,3,10,2,1,4,5,0,2,4,3,12,9,12,8,1,7
"Ant437",7,1,0,15,7,3,7,2,4,11,10,5,2,2,11,0,2,20,4,11,2,16,3,2,11,0,7,1,0,4,1,0,9,2,3,0,7,0,1,0,13,0,0,5,3,0,2,7,0,1,14,2,3,1,4,2,3,2,0,2,3,0,1,3,4,3,16
"Ant458",9,0,0,0,6,16,2,0,2,11,0,0,1,14,12,4,3,2,5,1,12,4,0,5,5,0,10,1,6,0,0,13,9,0,12,0,8,6,2,8,7,3,3,0,23,8,2,9,0,2,6,4,0,6,0,1,4,4,2,0,7,12,8,0,4,8,14
"Ant492",3,4,0,3,12,2,0,0,9,26,10,7,0,2,11,0,9,14,0,1,6,34,3,1,6,1,2,1,0,1,4,0,4,5,0,0,13,0,1,0,22,0,0,1,1,0,26,5,0,13,3,13,0,0,19,11,2,3,3,7,0,0,0,26,6,1,4
"Ant507",0,2,1,0,41,1,4,0,0,0,1,1,0,6,5,4,0,0,12,4,8,1,0,24,2,0,0,2,1,0,0,19,1,0,6,1,0,11,0,24,0,22,2,0,6,11,0,3,10,0,0,0,0,5,0,0,2,12,0,12,0,0,30,0,2,7,0
"Ant527",0,0,0,1,11,13,21,0,6,0,1,2,4,0,9,0,4,0,0,2,3,0,0,10,1,3,3,0,6,0,1,50,0,1,0,0,3,2,7,5,1,5,0,0,12,26,0,4,5,0,8,0,0,4,0,3,7,9,1,8,0,30,0,0,0,3,0
"Ant552",8,13,0,19,0,0,0,1,26,14,40,9,5,1,8,0,10,15,1,6,4,101,5,0,10,9,0,4,0,10,21,0,2,28,1,0,5,0,0,0,6,0,0,15,1,0,14,0,0,44,8,10,5,2,13,14,1,12,3,0,26,0,0,0,35,0,6
"Ant560",27,5,0,2,11,4,6,6,13,19,11,10,8,6,10,0,7,8,4,13,15,14,6,2,3,5,7,1,0,1,6,2,0,14,3,6,9,0,1,4,7,1,0,6,6,0,3,2,0,3,7,2,3,5,22,12,2,8,4,4,6,2,0,35,0,0,18
"Ant564",1,0,3,2,2,22,2,1,6,3,0,3,1,12,7,5,4,0,57,9,7,1,0,22,6,0,24,1,8,1,0,15,11,0,8,0,4,11,1,35,1,11,3,3,2,1,0,8,3,0,1,2,0,3,0,7,5,1,3,8,1,7,3,0,0,0,10
"Ant593",5,6,0,1,7,6,2,1,19,9,19,6,6,8,36,0,5,13,1,17,15,14,3,0,14,1,15,8,3,12,3,0,4,7,12,1,20,0,1,22,10,0,1,11,18,0,7,5,0,7,5,23,0,0,0,3,1,7,16,14,4,0,0,6,18,10,0
