"","Ant260","Ant52","Ant540","Ant6","Ant7","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant76","Ant148","Ant158","Ant191","Ant202","Ant209","Ant252","Ant268","Ant311","Ant518","Ant0","Ant32","Ant43","Ant44","Ant50","Ant55","Ant63","Ant91","Ant97","Ant98","Ant100","Ant109","Ant137","Ant140","Ant142","Ant169","Ant176","Ant178","Ant195","Ant207","Ant215","Ant217","Ant219","Ant232","Ant243","Ant257","Ant289","Ant294","Ant298","Ant318","Ant324","Ant332","Ant342","Ant356","Ant394","Ant395","Ant400","Ant437","Ant458","Ant492","Ant507","Ant527","Ant552","Ant560","Ant564","Ant593"
"Ant60",14,2,0,11,0,2,0,16,12,13,0,17,5,0,2,0,23,3,0,6,1,49,6,1,12,15,2,5,0,2,25,0,1,3,0,1,3,0,0,4,4,0,0,2,5,0,6,3,0,16,0,1,13,2,0,2,0,8,4,2,14,4,3,21,22,0,3
"Ant76",10,1,0,7,6,0,1,8,6,6,17,0,3,7,12,0,12,10,0,4,5,83,13,0,11,12,1,6,0,1,4,0,4,1,2,13,9,1,0,5,17,0,0,2,11,0,6,0,0,0,3,4,14,3,0,20,3,4,11,1,11,0,0,10,5,1,10
"Ant148",20,1,0,0,0,0,0,2,7,5,5,3,0,5,11,0,5,0,0,1,0,6,0,0,7,12,3,2,0,0,11,0,0,5,1,2,4,0,1,3,2,0,0,1,0,1,2,0,0,2,1,1,7,2,0,1,0,1,0,1,9,0,0,28,6,2,6
"Ant158",1,1,0,7,11,4,15,1,1,2,0,7,5,0,27,0,4,29,1,7,16,1,5,0,7,3,2,5,0,0,1,0,1,0,15,0,9,0,1,16,15,0,2,2,2,0,0,2,0,0,1,1,1,2,0,34,1,1,17,2,5,2,5,7,1,7,12
"Ant191",27,2,0,16,20,2,18,5,12,40,2,12,11,27,0,0,12,21,9,44,22,47,14,7,24,14,29,16,5,6,12,3,20,2,49,15,24,19,48,43,34,0,19,21,38,7,16,20,0,10,13,23,4,10,1,53,24,10,40,7,20,4,13,23,21,15,38
"Ant202",0,0,38,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,9,0,0,0,0,11,0,0,0,0,0,8,8,2,0,3,8,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,13,0,0,0,1,0
"Ant209",9,8,0,6,0,1,0,5,1,15,23,12,5,4,12,0,0,0,2,5,3,24,8,0,43,13,1,7,0,0,14,0,0,6,7,3,7,1,0,3,3,0,0,6,3,1,1,2,0,14,2,3,16,1,0,11,2,1,2,3,15,1,0,25,21,0,1
"Ant252",1,0,0,1,9,1,5,6,0,0,3,10,0,29,21,0,0,0,0,2,66,0,1,1,1,1,6,1,0,0,0,1,12,0,1,2,4,2,1,5,25,0,1,0,0,0,0,7,0,2,1,7,0,1,0,8,29,0,8,1,3,1,8,0,0,2,35
"Ant268",0,1,0,1,0,1,2,0,0,0,0,0,0,1,9,2,2,0,0,11,6,0,0,34,0,0,0,0,2,6,0,34,7,0,0,0,0,19,30,0,8,1,30,1,17,14,0,41,3,0,0,0,0,0,1,0,2,1,0,30,0,58,8,1,0,23,0
"Ant311",5,1,0,4,7,0,9,0,7,18,6,4,1,7,44,0,5,2,11,0,7,11,2,12,5,6,20,3,5,5,13,3,11,3,24,10,7,4,20,14,7,0,2,12,23,1,8,14,0,17,3,8,2,5,2,20,11,1,17,8,4,6,19,7,12,3,7
"Ant518",10,0,0,2,9,1,9,0,0,1,1,5,0,16,22,1,3,66,6,7,0,4,5,11,3,2,4,2,4,1,2,3,5,2,5,1,12,1,9,2,18,0,5,1,8,1,1,6,0,0,4,9,2,0,0,41,5,0,3,6,3,6,2,0,1,7,60
"Ant0",42,4,0,3,3,0,0,0,12,15,49,83,6,1,47,0,24,0,0,11,4,0,8,0,50,50,1,19,0,6,39,2,0,14,7,3,16,2,0,4,5,0,0,0,3,0,0,0,0,7,0,0,17,6,0,5,0,16,2,3,15,2,6,33,45,3,9
"Ant32",7,0,0,6,10,3,7,5,2,9,6,13,0,5,14,0,8,1,0,2,5,8,0,1,5,1,0,0,0,6,0,4,12,12,5,3,16,1,12,10,6,0,3,4,14,0,15,6,0,8,4,6,6,11,11,7,11,0,4,5,5,0,11,9,4,8,12
"Ant43",2,0,11,1,6,8,8,0,0,0,1,0,0,0,7,3,0,1,34,12,11,0,1,0,0,0,5,0,4,4,0,17,9,1,6,2,1,5,38,1,4,4,16,1,9,9,0,8,1,5,2,0,0,2,1,2,0,0,1,3,0,22,9,0,1,14,0
"Ant44",21,16,0,5,2,7,3,6,18,13,12,11,7,7,24,0,43,1,0,5,3,50,5,0,0,9,4,14,0,13,16,1,1,11,1,25,14,1,1,9,4,0,0,5,4,0,8,3,0,28,28,5,6,5,0,24,0,32,8,0,6,1,2,19,14,3,7
"Ant50",9,2,0,22,1,0,3,2,4,32,15,12,12,3,14,0,13,1,0,6,2,50,1,0,9,0,0,3,0,0,7,0,1,2,5,1,5,1,1,8,2,0,0,0,8,1,5,0,0,8,0,6,7,7,0,0,3,4,3,0,9,2,1,23,19,0,17
"Ant55",4,1,2,0,3,28,5,2,4,3,2,1,3,2,29,9,1,6,0,20,4,1,0,5,4,0,0,0,0,0,1,2,13,1,15,2,4,6,30,19,2,10,3,3,20,4,5,19,5,4,1,1,0,3,0,11,5,0,1,6,1,6,5,0,2,11,9
"Ant63",11,3,0,1,0,1,2,7,2,12,5,6,2,5,16,0,7,1,0,3,2,19,0,0,14,3,0,0,0,0,3,0,7,0,0,0,14,0,1,1,3,0,0,2,2,0,0,0,0,3,1,3,13,2,0,9,0,0,4,0,8,0,1,4,3,0,15
"Ant91",0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,2,5,4,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,8,1,0,11,0,3,0,0,0,3,0,0,2,0,0,4,0,7,0,0,0,6,0
"Ant97",6,3,0,0,0,2,0,2,6,2,2,1,0,0,6,0,0,0,6,5,1,6,6,4,13,0,0,0,0,0,3,2,2,2,0,0,0,0,7,0,5,0,0,9,0,0,3,0,0,2,3,1,1,9,4,0,1,4,0,4,1,1,8,8,0,1,0
"Ant98",10,7,0,2,0,0,3,6,22,3,25,4,11,1,12,0,14,0,0,13,2,39,0,0,16,7,1,3,0,3,0,3,1,2,3,2,12,0,3,16,6,0,2,3,7,2,2,0,0,8,7,5,16,13,13,7,0,7,1,5,22,0,0,9,6,0,0
"Ant100",4,0,15,2,5,22,2,1,1,2,0,0,0,0,3,11,0,1,34,3,3,2,4,17,1,0,2,0,1,2,3,0,16,1,0,2,0,15,26,1,6,22,4,1,5,28,2,5,15,1,1,0,0,2,0,4,8,0,0,17,0,29,4,2,0,21,1
"Ant109",4,0,0,1,1,12,0,13,5,10,1,4,0,1,20,0,0,12,7,11,5,0,12,9,1,1,13,7,0,2,1,16,0,2,1,7,6,1,8,9,6,0,3,0,8,2,3,18,0,2,9,6,0,0,0,7,15,0,0,6,0,8,20,4,2,16,7
"Ant137",5,1,0,1,2,0,3,4,3,10,3,1,5,0,2,0,6,0,0,3,2,14,12,1,11,2,1,0,0,2,2,1,2,0,10,12,6,2,3,0,2,0,0,2,10,0,4,3,0,2,11,9,1,1,0,0,0,5,1,4,1,0,0,7,3,1,7
"Ant140",4,0,0,5,15,5,9,0,6,29,0,2,1,15,49,0,7,1,0,24,5,7,5,6,1,5,15,0,0,0,3,0,1,10,0,11,3,2,35,47,2,0,0,2,11,2,0,17,0,26,0,2,5,8,0,4,8,3,3,5,2,0,1,6,6,16,21
"Ant142",2,0,0,9,5,10,4,0,0,9,1,13,2,0,15,0,3,2,0,10,1,3,3,2,25,1,2,0,0,0,2,2,7,12,11,0,6,3,11,5,8,0,0,7,10,1,9,4,0,0,1,0,4,2,5,4,3,11,0,1,11,3,0,26,14,1,0
"Ant169",20,0,0,6,7,8,2,0,3,8,3,9,4,9,24,0,7,4,0,7,12,16,16,1,14,5,4,14,0,0,12,0,6,6,3,6,0,2,0,25,4,0,1,11,8,1,3,9,0,17,8,5,9,3,0,14,3,10,5,2,10,3,0,9,6,6,19
"Ant176",1,0,6,1,2,19,2,0,1,3,0,1,0,0,19,8,1,2,19,4,1,2,1,5,1,1,6,0,0,0,0,15,1,2,2,3,2,0,13,3,4,3,16,0,20,3,0,10,7,3,0,4,1,0,0,3,1,2,1,8,3,1,5,1,1,8,4
"Ant178",0,0,17,0,6,13,11,2,14,0,0,0,1,1,48,8,0,1,30,20,9,0,12,38,1,1,30,1,0,7,3,26,8,3,35,11,0,13,0,44,7,27,16,1,8,20,0,8,38,0,3,1,0,8,4,16,10,2,0,26,1,47,8,8,0,10,5
"Ant195",18,0,0,1,19,7,21,1,6,0,4,5,3,16,43,2,3,5,0,14,2,4,10,1,9,8,19,1,0,0,16,1,9,0,47,5,25,3,44,0,4,0,9,3,19,3,2,24,0,1,0,3,2,3,0,18,10,3,6,4,11,0,9,4,3,6,14
"Ant207",13,0,0,6,1,8,1,0,2,6,4,17,2,15,34,0,3,25,8,7,18,5,6,4,4,2,2,3,5,5,6,6,6,2,2,8,4,4,7,4,0,0,7,1,6,3,4,1,0,10,3,6,3,0,1,10,8,2,4,12,6,0,3,5,0,18,8
"Ant215",0,0,46,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,4,0,0,10,0,0,0,0,22,0,0,0,0,0,3,27,0,0,0,20,0,0,18,0,0,106,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0
"Ant217",0,0,30,0,1,1,3,0,2,0,0,0,0,2,19,8,0,1,30,2,5,0,3,16,0,0,3,0,0,0,2,4,3,0,0,0,1,16,16,9,7,20,0,2,3,18,1,5,26,0,0,0,0,0,0,0,1,1,1,28,0,6,0,0,0,13,0
"Ant219",8,0,0,11,3,1,5,1,4,4,2,2,1,2,21,0,6,0,1,12,1,0,4,1,5,0,3,2,0,9,3,1,0,2,2,7,11,0,1,3,1,0,2,0,8,0,8,1,0,0,2,2,4,6,1,2,0,4,0,7,3,2,0,4,5,0,2
"Ant232",4,2,0,18,4,21,2,5,5,3,5,11,0,2,38,0,3,0,17,23,8,3,14,9,4,8,20,2,8,0,7,5,8,10,11,10,8,20,8,19,6,0,3,8,0,0,2,26,0,15,2,6,0,17,0,2,1,3,7,9,11,3,15,3,1,29,19
"Ant243",1,0,5,0,2,28,2,1,0,1,0,0,1,0,7,9,1,0,14,1,1,0,0,9,0,1,4,0,1,0,2,28,2,0,2,1,1,3,20,3,3,18,18,0,0,0,0,6,15,3,6,0,2,4,0,8,2,0,0,11,2,7,0,1,4,2,7
"Ant257",1,3,0,3,2,2,7,0,1,3,6,6,2,0,16,0,1,0,0,8,1,0,15,0,8,5,5,0,0,3,2,2,3,4,0,9,3,0,0,2,4,0,1,8,2,0,0,5,0,10,8,2,5,1,0,2,2,4,0,2,1,1,1,8,0,3,0
"Ant289",3,0,0,9,3,15,13,1,3,13,3,0,0,2,20,0,2,7,41,14,6,0,6,8,3,0,19,0,11,0,0,5,18,3,17,4,9,10,8,24,1,0,5,1,26,6,5,0,0,2,0,5,2,10,2,5,5,2,9,4,1,13,8,0,1,12,23
"Ant294",0,0,95,0,0,50,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,5,0,0,0,0,15,0,0,0,0,0,7,38,0,0,106,26,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Ant298",4,5,0,18,21,1,0,13,5,10,16,0,2,0,10,0,14,2,0,17,0,7,8,5,28,8,4,3,3,2,8,1,2,2,26,0,17,3,0,1,10,0,0,0,15,3,10,2,0,0,0,0,9,5,1,0,0,0,0,3,3,0,2,2,6,5,1
"Ant318",7,8,0,4,0,3,0,0,19,0,0,3,1,1,13,0,2,1,0,3,4,0,4,2,28,0,1,1,0,3,7,1,9,11,0,1,8,0,3,0,3,0,0,2,2,6,8,0,0,0,0,0,3,20,0,0,0,18,0,2,0,0,1,7,0,9,0
"Ant324",10,1,0,2,3,2,3,0,0,7,1,4,1,1,23,0,3,7,0,8,9,0,6,0,5,6,1,3,0,1,5,0,6,9,2,0,5,4,1,3,6,0,0,2,6,0,2,5,0,0,0,0,0,3,0,2,7,8,8,1,0,0,6,4,0,3,8
"Ant332",30,3,0,8,2,1,0,5,4,0,13,14,7,1,4,0,16,0,0,2,2,17,6,0,6,7,0,13,0,1,16,0,0,1,5,4,9,1,0,2,3,0,0,4,0,2,5,2,0,9,3,0,0,8,0,4,0,26,2,2,4,0,0,6,5,0,6
"Ant342",8,1,0,3,8,0,3,19,4,0,2,3,2,2,10,0,1,1,0,5,0,6,11,2,5,7,3,2,3,9,13,2,0,1,8,2,3,0,8,3,0,0,0,6,17,4,1,10,0,5,20,3,8,0,5,1,3,15,2,0,2,1,0,1,4,1,6
"Ant356",1,9,0,0,0,1,1,0,9,0,0,0,0,0,1,0,0,0,1,2,0,0,11,1,0,0,0,0,0,4,13,0,0,0,0,5,0,0,4,0,1,0,0,1,0,0,0,2,0,1,0,0,0,5,0,0,1,3,0,0,0,3,0,1,0,0,0
"Ant394",11,0,0,10,11,7,7,0,8,29,2,20,1,34,53,0,11,8,0,20,41,5,7,2,24,0,11,9,0,0,7,4,7,0,4,4,14,3,16,18,10,0,0,2,2,8,2,5,0,0,0,2,4,1,0,0,0,8,18,7,14,1,1,4,7,2,56
"Ant395",1,0,0,7,6,2,3,0,7,4,0,3,0,1,24,0,2,29,2,11,5,0,11,0,0,3,5,0,2,1,0,8,15,0,8,3,3,1,10,10,8,0,1,0,1,2,2,5,0,0,0,7,0,3,1,0,0,0,2,1,0,3,11,4,5,2,8
"Ant400",1,7,0,4,0,0,1,0,11,1,8,4,1,1,10,0,1,0,1,1,0,16,0,0,32,4,0,0,0,4,7,0,0,5,3,11,10,2,2,3,2,0,1,4,3,0,4,2,0,0,18,8,26,15,3,8,0,0,0,1,2,0,0,9,2,0,16
"Ant437",4,1,0,5,3,0,0,0,5,7,4,11,0,17,40,0,2,8,0,17,3,2,4,1,8,3,1,4,0,0,1,0,0,1,3,0,5,1,0,6,4,0,1,0,7,0,0,9,0,0,0,8,2,2,0,18,2,0,0,3,15,0,3,9,8,8,15
"Ant458",3,0,21,5,4,16,7,0,7,1,2,1,1,2,7,6,3,1,30,8,6,3,5,3,0,0,6,0,4,4,5,17,6,4,5,1,2,8,26,4,12,9,28,7,9,11,2,4,1,3,2,1,2,0,0,7,1,1,3,0,0,5,16,2,2,18,3
"Ant492",18,1,0,5,4,1,2,1,6,9,14,11,9,5,20,0,15,3,0,4,3,15,5,0,6,9,1,8,0,1,22,0,0,1,2,11,10,3,1,11,6,0,0,3,11,2,1,1,0,3,0,0,4,2,0,14,0,2,15,0,0,0,2,30,12,3,8
"Ant507",0,0,4,1,1,5,8,3,1,2,4,0,0,2,4,13,1,1,58,6,6,2,0,22,1,2,6,0,7,1,0,29,8,0,0,3,3,1,47,0,0,1,6,2,3,7,1,13,0,0,0,0,0,1,3,1,3,0,0,5,0,0,9,1,0,30,1
"Ant527",3,1,0,1,0,1,0,0,2,1,3,0,0,5,13,0,0,8,8,19,2,6,11,9,2,1,5,1,0,8,0,4,20,0,1,0,0,5,8,9,3,0,0,0,15,0,1,8,0,2,1,6,0,0,0,1,11,0,3,16,2,9,0,3,0,6,5
"Ant552",12,12,0,6,2,2,2,16,5,24,21,10,28,7,23,0,25,0,1,7,0,33,9,0,19,23,0,4,0,8,9,2,4,7,6,26,9,1,8,4,5,0,0,4,3,1,8,0,0,2,7,4,6,1,1,4,4,9,9,2,30,1,3,0,13,1,7
"Ant560",16,2,0,3,1,4,0,1,5,8,22,5,6,1,21,0,21,0,0,12,1,45,4,1,14,19,2,3,0,0,6,0,2,3,6,14,6,1,0,3,0,0,0,5,1,4,0,1,0,6,0,0,5,4,0,7,5,2,8,2,12,0,0,13,0,0,0
"Ant564",0,0,0,11,14,10,4,0,9,14,0,1,2,7,15,1,0,2,23,3,7,3,8,14,3,0,11,0,6,1,0,21,16,1,16,1,6,8,10,6,18,0,13,0,29,2,3,12,0,5,9,3,0,1,0,2,2,0,8,18,3,30,6,1,0,0,4
"Ant593",9,0,0,12,3,5,17,1,6,14,3,10,6,12,38,0,1,35,0,7,60,9,12,0,7,17,9,15,0,0,0,1,7,7,21,0,19,4,5,14,8,0,0,2,19,7,0,23,0,1,0,8,6,6,0,56,8,16,15,3,8,1,5,7,0,4,0
