"","Ant260","Ant52","Ant540","Ant6","Ant7","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant76","Ant148","Ant158","Ant191","Ant202","Ant209","Ant252","Ant268","Ant311","Ant518","Ant0","Ant32","Ant43","Ant44","Ant50","Ant55","Ant63","Ant91","Ant97","Ant98","Ant100","Ant109","Ant137","Ant140","Ant142","Ant169","Ant176","Ant178","Ant195","Ant207","Ant215","Ant217","Ant219","Ant232","Ant243","Ant257","Ant289","Ant294","Ant298","Ant318","Ant324","Ant332","Ant342","Ant356","Ant394","Ant395","Ant400","Ant437","Ant458","Ant492","Ant507","Ant527","Ant552","Ant560","Ant564","Ant593"
"Ant60",34,1,13,6,6,2,0,1,17,9,0,30,4,7,22,0,21,7,1,14,3,46,12,0,43,7,3,15,5,4,2,1,4,5,3,4,2,0,2,8,1,0,0,7,3,0,3,7,0,10,7,4,20,1,15,22,3,19,16,5,9,1,1,32,28,2,5
"Ant76",27,8,18,19,5,0,0,3,49,7,30,0,3,20,46,0,84,8,0,21,6,35,7,1,47,1,2,4,0,2,1,1,0,13,0,6,5,0,0,13,7,1,0,7,9,1,0,1,2,15,4,4,19,3,2,9,2,12,30,1,11,5,2,10,22,1,6
"Ant148",11,4,28,10,0,0,0,2,4,8,4,3,0,2,13,0,1,2,3,5,2,10,4,2,19,9,8,1,3,0,0,1,2,3,0,0,1,0,0,6,2,0,0,14,1,0,6,0,0,8,7,4,3,12,18,1,4,0,2,2,6,0,1,25,8,2,6
"Ant158",11,1,24,11,20,16,12,2,10,22,7,20,2,0,25,0,1,6,7,26,8,12,16,20,11,1,18,4,9,6,7,3,7,2,29,3,7,4,12,10,0,2,1,18,14,5,9,16,0,11,5,13,6,18,0,18,1,2,12,7,3,18,15,21,4,9,12
"Ant191",39,1,17,6,17,10,4,10,21,11,22,46,13,25,0,0,9,11,7,42,17,18,15,18,10,2,12,2,5,8,12,1,14,4,20,2,10,0,7,28,10,3,0,15,22,4,9,16,5,8,13,16,7,14,3,10,10,14,15,13,10,19,13,9,6,17,11
"Ant202",0,0,9,3,1,16,1,0,0,1,0,0,0,0,0,0,0,0,20,0,1,0,0,8,0,0,15,0,3,0,0,31,0,0,0,0,0,8,28,0,0,4,13,0,0,3,0,6,2,2,0,0,0,0,0,0,0,0,0,12,0,10,6,0,0,5,2
"Ant209",20,13,13,3,2,2,5,4,32,15,21,84,1,1,9,0,0,11,0,7,1,49,15,0,46,0,3,14,1,3,1,0,0,6,0,7,3,0,0,2,12,1,0,11,1,0,22,2,0,15,2,2,18,11,1,0,0,5,15,3,28,0,3,21,45,2,13
"Ant252",7,5,31,20,8,9,4,8,23,12,7,8,2,6,11,0,11,0,4,7,2,3,9,2,5,3,8,10,6,3,14,1,7,6,6,0,6,0,0,6,0,0,0,1,15,0,2,4,0,1,1,12,1,17,7,0,4,30,7,7,12,0,3,11,9,2,17
"Ant268",0,0,23,2,2,19,8,0,2,2,1,0,3,7,7,20,0,4,0,0,17,0,1,30,0,1,6,0,7,2,5,13,15,0,68,0,1,7,25,3,3,32,7,1,6,26,2,13,10,3,3,5,3,0,0,17,7,3,0,7,0,29,2,2,5,24,0
"Ant311",44,3,25,19,13,4,11,7,18,21,14,21,5,26,42,0,7,7,0,0,16,28,32,9,16,5,3,14,7,14,0,4,5,15,11,1,15,0,3,25,5,1,0,11,17,0,2,15,0,13,7,3,4,26,6,6,22,15,13,8,10,3,3,23,9,7,19
"Ant518",5,0,14,17,11,10,0,0,0,1,3,6,2,8,17,1,1,2,17,16,0,1,12,8,2,0,27,2,1,1,0,3,4,5,12,1,5,0,4,5,0,3,1,1,23,2,2,15,0,0,3,0,1,6,2,7,7,0,7,15,0,10,6,8,0,20,3
"Ant0",24,10,37,7,11,2,1,6,50,53,46,35,10,12,18,0,49,3,0,28,1,0,18,0,17,16,1,13,1,20,0,0,1,27,5,0,20,0,0,6,0,0,0,38,2,0,27,3,0,46,4,2,29,10,3,0,5,7,8,5,14,0,7,69,29,5,12
"Ant32",22,0,20,13,10,4,6,11,15,6,12,7,4,16,15,0,15,9,1,32,12,18,0,3,5,1,1,3,9,10,7,0,1,9,11,7,14,0,10,19,11,0,0,10,16,0,7,12,0,14,3,4,12,15,4,8,7,26,12,10,8,0,6,18,31,1,25
"Ant43",15,0,11,15,1,16,27,0,4,8,0,1,2,20,18,8,0,2,30,9,8,0,3,0,4,0,17,1,7,2,6,22,4,0,20,3,7,16,52,15,6,23,9,1,15,15,0,30,8,1,19,3,0,7,0,13,2,2,3,7,1,15,9,1,1,21,12
"Ant44",41,15,22,8,5,1,1,10,18,20,43,47,19,11,10,0,46,5,0,16,2,17,5,4,0,1,4,7,19,7,4,2,1,3,3,12,7,0,7,20,9,0,0,11,7,1,11,1,0,42,8,0,10,7,26,17,14,9,16,4,17,3,13,12,14,0,9
"Ant50",2,7,11,6,0,1,0,0,0,3,7,1,9,1,2,0,0,3,1,5,0,16,1,0,1,0,0,4,0,1,0,1,5,11,0,8,2,0,0,1,13,0,0,2,1,1,1,0,1,10,9,0,18,1,8,14,2,9,0,0,1,3,2,6,0,7,1
"Ant55",3,0,27,13,14,10,12,0,4,4,3,2,8,18,12,15,3,8,6,3,27,1,1,17,4,0,0,1,10,5,25,6,3,5,16,5,2,3,18,17,0,3,2,3,23,2,7,31,22,3,9,7,2,11,0,1,6,14,5,17,2,6,17,1,0,9,13
"Ant63",24,6,20,5,1,1,1,0,3,9,15,4,1,4,2,0,14,10,0,14,2,13,3,1,7,4,1,0,0,1,0,0,0,19,0,4,3,0,0,2,2,0,0,7,1,0,0,0,0,5,0,2,12,1,11,1,4,1,7,3,14,0,0,11,0,1,4
"Ant91",3,0,24,2,0,12,11,1,4,1,5,0,3,9,5,3,1,6,7,7,1,1,9,7,19,0,10,0,0,5,12,3,6,0,21,3,4,0,19,0,17,2,2,8,0,2,2,13,0,8,12,11,0,3,3,12,1,7,0,11,0,6,3,3,0,9,0
"Ant97",13,2,15,1,3,1,9,0,15,12,4,2,0,6,8,0,3,3,2,14,1,20,10,2,7,1,5,1,5,0,4,0,3,1,3,18,7,0,3,2,8,0,0,21,9,0,4,2,0,11,0,4,12,10,2,5,0,7,0,2,7,0,0,6,16,3,14
"Ant98",3,1,16,0,0,4,2,0,2,3,2,1,0,7,12,0,1,14,5,0,0,0,7,6,4,0,25,0,12,4,0,1,6,0,12,11,0,0,5,0,25,0,1,2,3,1,0,6,0,2,5,1,1,2,2,33,6,2,0,8,0,3,5,2,1,2,0
"Ant100",3,0,24,3,12,18,1,0,3,2,1,1,1,3,1,31,0,1,13,4,3,0,0,22,2,1,6,0,3,0,1,0,13,0,9,1,2,43,89,9,2,37,52,0,3,29,0,7,43,1,2,0,0,0,0,3,0,1,5,12,0,12,12,2,4,18,4
"Ant109",7,1,41,27,7,19,9,0,5,3,4,0,2,7,14,0,0,7,15,5,4,1,1,4,1,5,3,0,6,3,6,13,0,0,7,1,0,0,2,14,0,3,0,9,6,11,5,17,0,3,22,2,1,4,0,4,0,7,0,9,0,26,9,3,2,17,18
"Ant137",7,2,20,1,3,0,1,1,6,18,5,13,3,2,4,0,6,6,0,15,5,27,9,0,3,11,5,19,0,1,0,0,0,0,0,0,26,0,0,16,0,0,0,10,6,0,6,1,0,4,0,5,13,9,17,0,3,7,10,4,10,0,1,13,17,1,19
"Ant140",1,0,58,19,1,4,28,0,10,1,3,0,0,29,20,0,0,6,68,11,12,5,11,20,3,0,16,0,21,3,12,9,7,0,0,10,20,0,25,4,1,35,3,3,10,17,6,33,2,3,10,10,1,2,0,48,7,25,0,8,0,77,5,2,0,41,1
"Ant142",10,5,36,0,0,2,10,0,10,2,4,6,0,3,2,0,7,0,0,1,1,0,7,3,12,8,5,4,3,18,11,1,1,0,10,0,0,0,5,1,16,1,0,2,5,2,0,1,1,12,1,0,0,8,21,21,4,3,5,2,2,1,2,12,0,0,2
"Ant169",2,0,32,0,10,4,5,3,4,20,2,5,1,7,10,0,3,6,1,15,5,20,14,7,7,2,2,3,4,7,0,2,0,26,20,0,0,0,4,26,2,0,0,11,3,3,6,11,0,7,7,8,9,10,5,10,15,5,4,4,10,0,1,10,9,2,6
"Ant176",0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,8,0,0,7,0,0,0,0,16,0,0,3,0,0,0,0,43,0,0,0,0,0,0,108,0,0,31,16,0,0,8,0,0,21,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0
"Ant178",3,0,26,0,0,2,12,0,7,0,2,0,0,12,7,28,0,0,25,3,4,0,10,52,7,0,18,0,19,3,5,89,2,0,25,5,4,108,0,5,2,34,39,0,5,49,1,17,25,7,7,7,0,1,2,7,0,12,0,2,0,48,0,0,1,45,0
"Ant195",11,4,42,14,5,21,5,1,7,16,8,13,6,10,28,0,2,6,3,25,5,6,19,15,20,1,17,2,0,2,0,9,14,16,4,1,26,0,5,0,6,0,0,5,23,0,0,12,0,7,3,9,4,7,4,1,15,17,9,8,7,26,7,11,9,16,25
"Ant207",15,3,11,0,2,1,19,11,11,5,1,7,2,0,10,0,12,0,3,5,0,0,11,6,9,13,0,2,17,8,25,2,0,0,1,16,2,0,2,6,0,0,0,2,4,0,3,0,0,18,16,5,4,32,1,58,5,2,1,2,9,4,0,2,4,2,7
"Ant215",1,0,9,4,0,22,4,0,0,0,0,1,0,2,3,4,1,0,32,1,3,0,0,23,0,0,3,0,2,0,0,37,3,0,35,1,0,31,34,0,0,0,10,0,0,42,0,3,35,0,6,0,0,0,0,1,6,0,0,11,0,40,3,0,0,25,0
"Ant217",0,0,9,0,2,14,12,0,0,1,0,0,0,1,0,13,0,0,7,0,1,0,0,9,0,0,2,0,2,0,1,52,0,0,3,0,0,16,39,0,0,10,0,0,0,6,0,6,21,0,0,2,0,0,0,0,0,1,0,5,0,7,1,0,0,20,0
"Ant219",10,8,24,1,2,0,0,10,12,8,7,7,14,18,15,0,11,1,1,11,1,38,10,1,11,2,3,7,8,21,2,0,9,10,3,2,11,0,0,5,2,0,0,0,5,0,6,7,0,10,0,9,16,6,11,0,3,7,4,2,13,0,2,22,10,0,18
"Ant232",10,3,28,14,12,8,28,0,11,23,3,9,1,14,22,0,1,15,6,17,23,2,16,15,7,1,23,1,0,9,3,3,6,6,10,5,3,0,5,23,4,0,0,5,0,0,5,26,0,3,1,2,0,15,1,11,3,11,6,13,0,10,7,18,9,29,18
"Ant243",0,0,13,2,0,8,1,0,0,4,0,1,0,5,4,3,0,0,26,0,2,0,0,15,1,1,2,0,2,0,1,29,11,0,17,2,3,8,49,0,0,42,6,0,0,0,0,4,12,0,0,0,0,0,4,5,0,6,0,11,0,24,21,0,0,6,0
"Ant257",5,3,11,0,7,0,2,4,2,2,3,0,6,9,9,0,22,2,2,2,2,27,7,0,11,1,7,0,2,4,0,0,5,6,6,0,6,0,1,0,3,0,0,6,5,0,0,1,0,5,0,4,6,18,0,10,0,6,5,0,1,1,1,12,4,0,13
"Ant289",13,2,27,11,11,14,30,2,4,14,7,1,0,16,16,6,2,4,13,15,15,3,12,30,1,0,31,0,13,2,6,7,17,1,33,1,11,0,17,12,0,3,6,7,26,4,1,0,0,2,6,3,0,11,0,8,1,8,13,7,0,18,3,1,6,17,8
"Ant294",0,0,3,7,0,5,2,0,0,1,0,2,0,0,5,2,0,0,10,0,0,0,0,8,0,1,22,0,0,0,0,43,0,0,2,1,0,21,25,0,0,35,21,0,0,12,0,0,0,0,0,2,0,0,0,19,0,2,0,7,0,31,4,0,0,2,1
"Ant298",25,4,29,6,1,4,24,31,4,8,10,15,8,11,8,2,15,1,3,13,0,46,14,1,42,10,3,5,8,11,2,1,3,4,3,12,7,0,7,7,18,0,0,10,3,0,5,2,0,0,12,6,20,3,13,12,14,4,2,1,10,6,15,14,4,5,2
"Ant318",5,1,15,10,3,0,28,2,8,8,7,4,7,5,13,0,2,1,3,7,3,4,3,19,8,9,9,0,12,0,5,2,22,0,10,1,7,0,7,3,16,6,0,0,1,0,0,6,0,12,0,11,0,1,0,19,1,9,5,9,0,5,2,8,8,14,5
"Ant324",8,0,9,2,2,1,26,3,9,5,4,4,4,13,16,0,2,12,5,3,0,2,4,3,0,0,7,2,11,4,1,0,2,5,10,0,8,0,7,9,5,0,2,9,2,0,4,3,2,6,11,0,4,3,0,15,0,1,6,2,0,0,0,3,8,3,8
"Ant332",34,19,13,2,3,0,4,0,0,1,20,19,3,6,7,0,18,1,3,4,1,29,12,0,10,18,2,12,0,12,1,0,1,13,1,0,9,0,0,4,4,0,0,16,0,0,6,0,0,20,0,4,0,0,1,4,2,14,6,0,18,0,2,11,23,3,0
"Ant342",19,0,30,8,11,6,4,7,29,10,1,3,12,18,14,0,11,17,0,26,6,10,15,7,7,1,11,1,3,10,2,0,4,9,2,8,10,0,1,7,32,0,0,6,15,0,18,11,0,3,1,3,0,0,4,6,5,9,16,3,3,2,3,9,6,12,11
"Ant356",3,6,14,3,0,0,0,6,2,2,15,2,18,0,3,0,1,7,0,6,2,3,4,0,26,8,0,11,3,2,2,0,0,17,0,21,5,0,2,4,1,0,0,11,1,4,0,0,0,13,0,0,1,4,0,3,0,3,3,0,8,0,0,1,4,1,10
"Ant394",16,2,62,17,2,0,53,0,3,1,22,9,1,18,10,0,0,0,17,6,7,0,8,13,17,14,1,1,12,5,33,3,4,0,48,21,10,0,7,1,58,1,0,0,11,5,10,8,19,12,19,15,4,6,3,0,11,11,17,13,12,5,8,3,9,5,2
"Ant395",3,1,24,6,12,3,0,1,8,6,3,2,4,1,10,0,0,4,7,22,7,5,7,2,14,2,6,4,1,0,6,0,0,3,7,4,15,0,0,15,5,6,0,3,3,0,0,1,0,14,1,0,2,5,0,11,0,3,4,10,0,0,9,7,3,0,5
"Ant400",5,2,55,6,3,0,6,2,2,24,19,12,0,2,14,0,5,30,3,15,0,7,26,2,9,9,14,1,7,7,2,1,7,7,25,3,5,0,12,17,2,0,1,7,11,6,6,8,2,4,9,1,14,9,3,11,3,0,2,7,10,10,3,22,4,4,6
"Ant437",30,4,18,28,20,1,3,0,5,16,16,30,2,12,15,0,15,7,0,13,7,8,12,3,16,0,5,7,0,0,0,5,0,10,0,5,4,0,0,9,1,0,0,4,6,0,5,13,0,2,5,6,6,16,3,17,4,2,0,17,5,1,14,13,24,1,10
"Ant458",5,0,30,6,12,13,17,3,8,9,5,1,2,7,13,12,3,7,7,8,15,5,10,7,4,0,17,3,11,2,8,12,9,4,8,2,4,2,2,8,2,11,5,2,13,11,0,7,7,1,9,2,0,3,0,13,10,7,17,0,1,1,14,6,8,17,36
"Ant492",15,6,12,1,0,1,2,4,0,20,9,11,6,3,10,0,28,12,0,10,0,14,8,1,17,1,2,14,0,7,0,0,0,10,0,2,10,0,0,7,9,0,0,13,0,0,1,0,0,10,0,0,18,3,8,12,0,10,5,1,0,0,0,16,26,3,7
"Ant507",4,0,36,16,2,13,15,1,4,0,1,5,0,18,19,10,0,0,29,3,10,0,0,15,3,3,6,0,6,0,3,12,26,0,77,1,0,1,48,26,4,40,7,0,10,24,1,18,31,6,5,0,0,2,0,5,0,10,1,1,0,0,11,0,8,50,0
"Ant527",2,0,11,13,10,8,9,0,8,6,1,2,1,15,13,6,3,3,2,3,6,7,6,9,13,2,17,0,3,0,5,12,9,1,5,2,1,0,0,7,0,3,1,2,7,21,1,3,4,15,2,0,2,3,0,8,9,3,14,14,0,11,0,3,7,4,3
"Ant552",13,3,16,10,4,2,0,8,15,25,32,10,25,21,9,0,21,11,2,23,8,69,18,1,12,6,1,11,3,6,2,2,3,13,2,12,10,0,0,11,2,0,0,22,18,0,12,1,0,14,8,3,11,9,1,3,7,22,13,6,16,0,3,0,9,3,11
"Ant560",41,9,14,4,7,5,5,31,13,28,28,22,8,4,6,0,45,9,5,9,0,29,31,1,14,0,0,0,0,16,1,4,2,17,0,0,9,0,1,9,4,0,0,10,9,0,4,6,0,4,8,8,23,6,4,9,3,4,24,8,26,8,7,9,0,1,15
"Ant564",4,0,55,5,6,14,31,0,5,4,2,1,2,9,17,5,2,2,24,7,20,5,1,21,0,7,9,1,9,3,2,18,17,1,41,0,2,2,45,16,2,25,20,0,29,6,0,17,2,5,14,3,3,12,1,5,0,4,1,17,3,50,4,3,1,0,8
"Ant593",14,1,32,24,16,10,13,5,12,28,5,6,6,12,11,2,13,17,0,19,3,12,25,12,9,1,13,4,0,14,0,4,18,19,1,2,6,0,0,25,7,0,0,18,18,0,13,8,1,2,5,8,0,11,10,2,5,6,10,36,7,0,3,11,15,8,0
