"","Ant260","Ant52","Ant540","Ant6","Ant7","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant76","Ant148","Ant158","Ant191","Ant202","Ant209","Ant252","Ant268","Ant311","Ant518","Ant0","Ant32","Ant43","Ant44","Ant50","Ant55","Ant63","Ant91","Ant97","Ant98","Ant100","Ant109","Ant137","Ant140","Ant142","Ant169","Ant176","Ant178","Ant195","Ant207","Ant215","Ant217","Ant219","Ant232","Ant243","Ant257","Ant289","Ant294","Ant298","Ant318","Ant324","Ant332","Ant342","Ant356","Ant394","Ant395","Ant400","Ant437","Ant458","Ant492","Ant507","Ant527","Ant552","Ant560","Ant564","Ant593"
"Ant202",0,0,13,1,0,15,0,0,0,0,0,0,0,5,0,0,0,0,3,1,0,0,1,28,0,0,0,0,6,0,3,8,5,1,1,0,0,10,47,7,0,7,3,0,16,8,0,1,4,1,0,0,0,0,0,3,0,0,2,4,0,16,0,0,0,12,0
"Ant209",14,2,0,21,3,1,1,15,6,18,5,2,24,3,8,0,0,16,0,6,0,29,14,0,20,14,0,15,0,9,27,0,0,15,4,6,6,0,0,11,9,0,0,15,1,2,8,0,0,13,24,3,4,2,27,10,10,15,3,1,27,0,2,13,3,2,4
"Ant252",3,2,0,8,8,4,16,2,0,8,3,9,3,7,11,0,16,0,1,19,10,7,2,2,9,3,2,6,0,3,6,7,1,8,1,2,1,4,2,6,7,3,0,11,12,0,5,2,0,11,13,5,17,1,10,9,6,4,7,2,9,3,7,5,5,6,14
"Ant268",4,1,0,1,20,15,7,0,6,1,0,16,2,6,19,3,0,1,0,25,11,0,2,14,6,0,24,0,3,1,5,0,6,5,7,0,2,2,10,27,0,7,3,1,10,0,3,11,0,0,4,0,5,4,1,15,3,0,3,14,1,5,3,1,3,6,7
"Ant311",14,5,1,19,11,2,25,5,16,23,14,14,5,2,45,1,6,19,25,0,14,19,11,2,28,7,15,3,0,14,5,3,7,12,5,3,18,9,13,17,13,2,0,23,13,0,23,5,0,40,9,9,17,2,13,18,3,6,10,9,6,4,7,11,10,0,21
"Ant518",4,0,1,7,2,15,8,5,7,9,5,15,2,9,10,0,0,10,11,14,0,2,10,0,25,0,7,0,5,2,1,9,10,6,4,2,1,15,4,15,7,1,0,7,25,0,6,1,0,2,4,2,1,1,6,23,7,11,2,7,8,4,3,5,3,1,10
"Ant0",33,12,0,33,0,1,0,9,12,16,46,39,33,10,17,0,29,7,0,19,2,0,26,2,46,28,3,7,1,56,41,3,4,38,3,8,13,17,0,7,15,0,1,16,9,3,6,6,0,52,27,5,20,1,48,9,23,24,6,0,52,4,2,82,13,3,48
"Ant32",11,13,0,16,1,1,0,22,19,2,11,11,17,3,8,1,14,2,2,11,10,26,0,0,25,6,5,7,1,10,32,0,6,20,0,10,1,0,0,0,0,0,0,8,6,0,5,3,0,18,23,8,10,11,21,4,10,3,12,2,4,0,0,16,2,0,13
"Ant43",1,0,10,1,3,23,4,1,0,0,0,0,5,10,4,28,0,2,14,2,0,2,0,0,0,0,6,2,8,0,0,15,7,0,2,0,0,14,30,22,0,22,18,2,21,16,3,6,3,0,0,1,0,0,0,1,1,4,3,8,0,57,5,0,1,38,1
"Ant44",11,15,1,29,10,0,12,18,8,5,17,38,17,3,9,0,20,9,6,28,25,46,25,0,0,10,12,17,6,37,38,1,9,29,23,46,5,0,1,12,32,1,0,8,3,0,7,7,0,48,10,10,14,8,22,12,11,32,18,8,31,7,7,32,33,5,23
"Ant50",7,19,0,10,0,0,3,0,0,7,17,1,3,0,4,0,14,3,0,7,0,28,6,0,10,0,2,13,0,3,9,0,0,6,0,7,0,1,0,6,8,0,0,4,2,0,4,2,0,14,19,1,36,7,13,4,3,5,4,0,10,1,0,11,0,0,2
"Ant55",17,1,0,8,2,14,11,1,15,3,2,7,0,23,51,0,0,2,24,15,7,3,5,6,12,2,0,0,6,4,4,7,10,2,3,7,9,3,5,38,9,1,0,10,15,5,9,12,11,5,8,3,4,12,0,4,6,2,2,20,2,8,8,0,4,3,13
"Ant63",13,10,0,3,0,0,2,5,0,0,5,0,0,1,5,0,15,6,0,3,0,7,7,2,17,13,0,0,0,2,23,1,0,1,0,0,3,0,1,3,1,0,0,2,1,0,3,0,0,4,1,1,5,4,10,0,9,1,0,0,0,0,0,2,1,0,0
"Ant91",3,0,0,1,5,10,1,0,5,0,0,2,0,3,12,6,0,0,3,0,5,1,1,8,6,0,6,0,0,1,0,10,11,2,2,0,3,3,10,21,10,0,0,2,5,12,1,3,3,1,1,0,2,4,0,0,1,0,1,4,0,11,5,0,2,0,5
"Ant97",17,21,0,7,1,0,1,2,2,6,15,11,26,1,13,0,9,3,1,14,2,56,10,0,37,3,4,2,1,0,20,0,1,13,8,5,20,0,0,7,10,0,0,20,8,0,6,0,0,22,1,4,19,3,13,4,4,9,6,2,16,2,2,9,8,2,6
"Ant98",6,23,1,10,4,0,1,23,15,15,11,14,14,0,18,3,27,6,5,5,1,41,32,0,38,9,4,23,0,20,0,5,0,17,0,3,4,3,0,0,11,0,1,18,8,0,6,0,0,18,13,0,20,14,24,0,9,16,10,1,9,2,3,10,5,2,6
"Ant100",4,0,1,1,0,11,9,1,2,6,1,1,0,20,23,8,0,7,0,3,9,3,0,15,1,0,7,1,10,0,5,0,29,1,4,3,3,21,42,23,6,14,4,1,47,7,9,3,13,0,0,1,6,10,0,0,1,0,1,9,0,54,6,1,1,26,1
"Ant109",2,2,0,4,2,15,8,2,4,3,4,2,2,11,20,5,0,1,6,7,10,4,6,7,9,0,10,0,11,1,0,29,0,1,1,1,0,41,7,41,6,2,1,10,13,0,8,14,11,6,0,3,1,8,0,2,2,1,2,10,0,16,3,1,6,4,9
"Ant137",13,7,0,11,0,1,3,1,6,14,13,7,22,1,11,1,15,8,5,12,6,38,20,0,29,6,2,1,2,13,17,1,1,0,4,10,12,2,0,2,7,0,0,15,0,0,2,3,0,11,2,3,2,0,12,32,2,18,7,1,19,0,2,27,14,0,18
"Ant140",9,1,0,3,8,6,0,1,3,27,6,8,9,6,30,1,4,1,7,5,4,3,0,2,23,0,3,0,2,8,0,4,1,4,0,0,2,1,0,30,0,1,0,3,2,0,2,10,0,0,2,0,2,0,0,10,2,10,1,6,2,2,6,2,8,17,19
"Ant142",18,4,0,4,0,5,2,2,12,5,3,11,2,3,5,0,6,2,0,3,2,8,10,0,46,7,7,0,0,5,3,3,1,10,0,0,5,1,3,4,0,0,0,6,3,4,2,4,0,3,14,6,6,11,15,9,5,10,1,10,2,3,4,9,13,2,3
"Ant169",19,2,0,6,9,2,1,0,0,16,20,9,12,19,35,0,6,1,2,18,1,13,1,0,5,0,9,3,3,20,4,3,0,12,2,5,0,4,0,18,5,0,0,3,0,0,10,4,0,12,4,2,1,2,6,3,7,13,3,10,2,19,3,7,14,3,22
"Ant176",3,1,6,1,3,7,5,0,0,3,0,1,0,1,20,10,0,4,2,9,15,17,0,14,0,1,3,0,3,0,3,21,41,2,1,1,4,0,24,2,0,14,2,3,5,13,1,17,1,6,2,0,2,1,1,0,7,4,0,3,0,9,7,14,0,8,2
"Ant178",1,0,5,1,0,23,8,0,1,5,0,0,0,6,12,47,0,2,10,13,4,0,0,30,1,0,5,1,10,0,0,42,7,0,0,3,0,24,0,29,0,34,20,0,19,12,3,12,25,0,0,0,3,0,0,1,3,0,0,10,0,37,3,0,0,28,4
"Ant195",11,5,1,3,24,25,6,0,0,17,2,4,5,10,19,7,11,6,27,17,15,7,0,22,12,6,38,3,21,7,0,23,41,2,30,4,18,2,29,0,11,10,0,6,22,0,3,14,22,13,5,9,3,4,3,13,2,8,8,13,1,12,5,8,6,24,23
"Ant207",9,5,0,4,8,1,0,4,15,3,18,12,17,5,6,0,9,7,0,13,7,15,0,0,32,8,9,1,10,10,11,6,6,7,0,0,5,0,0,11,0,1,0,6,4,0,3,7,0,34,5,7,22,0,10,3,6,23,8,2,11,1,3,4,15,9,15
"Ant215",1,0,0,0,0,12,5,0,0,1,2,0,0,4,0,7,0,3,7,2,1,0,0,22,1,0,1,0,0,0,0,14,2,0,1,0,0,14,34,10,1,0,4,3,14,7,0,2,32,0,0,1,1,0,0,2,1,0,0,0,0,12,0,0,1,27,7
"Ant217",0,0,61,1,0,3,0,0,0,0,0,0,0,11,0,3,0,0,3,0,0,1,0,18,0,0,0,0,0,0,1,4,1,0,0,0,0,2,20,0,0,4,0,0,5,2,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,2,0
"Ant219",12,2,0,6,1,5,1,7,7,15,4,4,7,1,9,0,15,11,1,23,7,16,8,2,8,4,10,2,2,20,18,1,10,15,3,6,3,3,0,6,6,3,0,0,5,1,7,2,0,19,7,2,2,10,9,6,7,21,8,5,8,4,1,17,6,2,5
"Ant232",16,1,0,3,5,16,5,9,13,23,2,5,9,7,19,16,1,12,10,13,25,9,6,21,3,2,15,1,5,8,8,47,13,0,2,3,0,5,19,22,4,14,5,5,0,22,4,5,1,6,5,2,5,3,3,27,11,7,7,9,13,18,3,6,4,32,9
"Ant243",0,0,8,0,0,28,0,3,0,5,0,0,2,7,0,8,2,0,0,0,0,3,0,16,0,0,5,0,12,0,0,7,0,0,0,4,0,13,12,0,0,7,2,1,22,0,0,2,0,4,0,0,1,0,0,5,0,0,0,15,0,16,0,0,0,25,0
"Ant257",10,1,0,8,1,5,3,2,4,2,3,0,5,3,19,0,8,5,3,23,6,6,5,3,7,4,9,3,1,6,6,9,8,2,2,2,10,1,3,3,3,0,0,7,4,0,0,3,0,5,8,5,1,0,1,3,13,4,6,4,1,6,5,3,20,0,13
"Ant289",10,0,1,5,6,9,3,2,6,0,1,1,0,8,19,1,0,2,11,5,1,6,3,6,7,2,12,0,3,0,0,3,14,3,10,4,4,17,12,14,7,2,0,2,5,2,3,0,17,3,0,1,2,0,2,13,2,17,4,6,1,29,4,7,7,1,23
"Ant294",0,0,30,0,0,9,0,0,0,0,0,2,0,3,0,4,0,0,0,0,0,0,0,3,0,0,11,0,3,0,0,13,11,0,0,0,0,1,25,22,0,32,3,0,1,0,0,17,0,0,0,0,0,0,0,2,0,0,0,3,0,11,2,1,0,11,0
"Ant298",12,13,1,32,0,0,8,20,17,1,12,16,11,2,11,1,13,11,0,40,2,52,18,0,48,14,5,4,1,22,18,0,6,11,0,3,12,6,0,13,34,0,0,19,6,4,5,3,0,0,16,11,7,6,10,0,11,17,20,0,32,3,4,29,1,0,29
"Ant318",13,2,0,10,1,2,1,1,10,5,5,13,0,0,9,0,24,13,4,9,4,27,23,0,10,19,8,1,1,1,13,0,0,2,2,14,4,2,0,5,5,0,0,7,5,0,8,0,0,16,0,8,5,3,3,18,0,6,9,2,6,1,1,5,0,1,5
"Ant324",6,4,0,5,0,5,4,3,2,7,8,4,0,1,10,0,3,5,0,9,2,5,8,1,10,1,3,1,0,4,0,1,3,3,0,6,2,0,0,9,7,1,0,2,2,0,5,1,0,11,8,0,4,6,1,2,4,7,1,1,5,3,1,0,5,0,3
"Ant332",12,19,0,21,2,2,4,0,7,4,19,10,7,0,8,0,4,17,5,17,1,20,10,0,14,36,4,5,2,19,20,6,1,2,2,6,1,2,3,3,22,1,0,2,5,1,1,2,0,7,5,4,0,2,8,3,1,3,2,0,3,4,0,3,7,1,3
"Ant342",2,8,1,1,0,1,4,1,12,3,1,1,0,2,18,0,2,1,4,2,1,1,11,0,8,7,12,4,4,3,14,10,8,0,0,11,2,1,0,4,0,0,0,10,3,0,0,0,0,6,3,6,2,0,8,20,11,5,1,2,6,9,6,5,1,1,3
"Ant356",9,5,0,25,8,1,1,7,5,15,10,5,6,2,10,0,27,10,1,13,6,48,21,0,22,13,0,10,0,13,24,0,0,12,0,15,6,1,0,3,10,0,0,9,3,0,1,2,0,10,3,1,8,8,0,10,7,11,13,2,13,0,4,57,13,0,9
"Ant394",16,5,0,11,6,7,9,1,1,14,2,1,12,2,23,3,10,9,15,18,23,9,4,1,12,4,4,0,0,4,0,0,2,32,10,9,3,0,1,13,3,2,0,6,27,5,3,13,2,0,18,2,3,20,10,0,5,5,1,0,15,9,6,14,1,3,12
"Ant395",7,9,0,0,6,2,2,2,6,11,9,12,8,4,9,0,10,6,3,3,7,23,10,1,11,3,6,9,1,4,9,1,2,2,2,5,7,7,3,2,6,1,0,7,11,0,13,2,0,11,0,4,1,11,7,5,0,14,1,2,3,4,3,19,1,0,24
"Ant400",17,4,1,8,5,3,6,1,10,8,10,13,9,5,12,0,15,4,0,6,11,24,3,4,32,5,2,1,0,9,16,0,1,18,10,10,13,4,0,8,23,0,0,21,7,0,4,17,0,17,6,7,3,5,11,5,14,0,6,6,11,1,8,14,13,2,15
"Ant437",13,1,1,4,12,10,0,1,2,4,6,8,5,3,20,2,3,7,3,10,2,6,12,3,18,4,2,0,1,6,10,1,2,7,1,1,3,0,0,8,8,0,0,8,7,0,6,4,0,20,9,1,2,1,13,1,1,6,0,5,12,2,9,3,19,0,19
"Ant458",5,0,0,4,7,5,12,3,3,11,1,1,1,16,15,4,1,2,14,9,7,0,2,8,8,0,20,0,4,2,1,9,10,1,6,10,10,3,10,13,2,0,4,5,9,15,4,6,3,0,2,1,0,2,2,0,2,6,5,0,4,17,16,0,8,7,17
"Ant492",16,12,0,13,4,1,0,2,13,6,24,9,13,3,16,0,27,9,1,6,8,52,4,0,31,10,2,0,0,16,9,0,0,19,2,2,2,0,0,1,11,0,0,8,13,0,1,1,0,32,6,5,3,6,13,15,3,11,12,4,0,1,6,18,11,0,10
"Ant507",6,0,0,4,3,18,13,4,1,5,1,1,3,24,15,16,0,3,5,4,4,4,0,57,7,1,8,0,11,2,2,54,16,0,2,3,19,9,37,12,1,12,2,4,18,16,6,29,11,3,1,3,4,9,0,9,4,1,2,17,1,0,9,1,2,36,5
"Ant527",13,1,0,9,0,13,8,0,7,8,4,0,0,8,18,0,2,7,3,7,3,2,0,5,7,0,8,0,5,2,3,6,3,2,6,4,3,7,3,5,3,0,1,1,3,0,5,4,2,4,1,1,0,6,4,6,3,8,9,16,6,9,0,1,4,1,2
"Ant552",5,17,1,17,4,1,2,3,7,7,14,11,29,1,9,0,13,5,1,11,5,82,16,0,32,11,0,2,0,9,10,1,1,27,2,9,7,14,0,8,4,0,0,17,6,0,3,7,1,29,5,0,3,5,57,14,19,14,3,0,18,1,1,0,10,0,22
"Ant560",11,0,0,3,5,1,12,7,9,8,8,17,6,3,26,0,3,5,3,10,3,13,2,1,33,0,4,1,2,8,5,1,6,14,8,13,14,0,0,6,15,1,0,6,4,0,20,7,0,1,0,5,7,1,13,1,1,13,19,8,11,2,4,10,0,2,7
"Ant564",1,0,11,0,1,27,1,0,0,8,0,0,2,2,1,12,2,6,6,0,1,3,0,38,5,0,3,0,0,2,2,26,4,0,17,2,3,8,28,24,9,27,2,2,32,25,0,1,11,0,1,0,1,1,0,3,0,2,0,7,0,36,1,0,2,0,3
"Ant593",31,2,0,9,13,6,7,5,3,20,7,15,6,32,29,0,4,14,7,21,10,48,13,1,23,2,13,0,5,6,6,1,9,18,19,3,22,2,4,23,15,7,0,5,9,0,13,23,0,29,5,3,3,3,9,12,24,15,19,17,10,5,2,22,7,3,0
