"","Ant260","Ant52","Ant540","Ant6","Ant7","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant76","Ant148","Ant158","Ant191","Ant202","Ant209","Ant252","Ant268","Ant311","Ant518","Ant0","Ant32","Ant43","Ant44","Ant50","Ant55","Ant63","Ant91","Ant97","Ant98","Ant100","Ant109","Ant137","Ant140","Ant142","Ant169","Ant176","Ant178","Ant195","Ant207","Ant215","Ant217","Ant219","Ant232","Ant243","Ant257","Ant289","Ant294","Ant298","Ant318","Ant324","Ant332","Ant342","Ant356","Ant394","Ant395","Ant400","Ant437","Ant458","Ant492","Ant507","Ant527","Ant552","Ant560","Ant564","Ant593"
"Ant140",3,1,66,8,7,6,3,0,4,19,9,2,2,8,27,0,3,3,2,16,3,8,4,0,13,3,8,13,0,7,7,6,4,24,0,3,7,10,7,31,1,0,0,8,9,0,2,22,0,11,4,1,6,19,1,0,7,9,10,1,3,12,1,15,7,29,2
"Ant142",8,5,15,6,0,0,2,0,4,13,3,2,12,7,11,0,6,10,0,2,1,5,3,0,10,3,3,4,6,0,8,1,2,11,3,0,4,1,0,20,0,0,0,3,2,0,0,1,0,4,0,10,0,2,7,5,2,18,3,0,2,0,5,13,4,5,1
"Ant169",7,0,25,14,16,1,5,2,6,15,8,4,4,12,39,0,0,4,1,10,4,10,9,1,20,12,11,9,0,5,3,1,0,12,7,4,0,3,0,7,2,0,0,13,10,1,4,8,0,6,15,7,0,13,6,17,7,22,1,8,0,1,6,8,5,2,12
"Ant176",0,0,18,0,3,42,6,0,3,0,0,1,0,14,0,6,0,0,25,14,6,2,0,1,1,0,29,1,15,0,1,8,7,0,10,1,3,0,3,6,0,7,17,0,0,2,2,4,0,0,0,0,0,3,5,2,10,4,3,10,0,38,0,1,1,4,10
"Ant178",2,0,8,0,0,48,1,0,0,0,0,3,0,3,4,13,0,1,20,3,0,0,0,20,2,0,16,0,7,0,0,22,18,0,7,0,0,3,0,18,0,33,17,0,0,20,0,4,6,1,0,2,0,2,0,0,0,0,0,4,0,8,0,0,1,28,0
"Ant195",8,0,38,7,2,3,6,5,6,16,1,7,7,9,10,0,2,0,10,9,24,3,13,7,22,1,25,2,0,2,0,12,21,8,31,20,7,6,18,0,7,0,0,1,17,9,0,19,7,2,10,2,0,6,14,2,10,7,8,11,2,13,5,5,6,23,3
"Ant207",4,6,22,11,3,1,23,0,2,10,0,1,4,2,13,0,4,3,2,12,17,0,0,0,8,1,3,0,26,0,3,2,11,0,1,0,2,0,0,7,0,0,0,4,0,1,1,4,0,4,0,0,8,7,17,10,0,9,4,9,4,14,7,8,4,6,1
"Ant215",0,0,10,3,0,41,1,0,0,0,0,0,0,4,1,7,0,0,12,0,2,0,0,9,1,0,5,0,6,0,0,6,0,0,0,0,0,7,33,0,0,0,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,9,1,0,0,2,1
"Ant217",0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,13,0,0,5,0,10,0,0,26,0,0,0,0,0,17,17,0,0,2,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,11,0
"Ant219",16,1,22,2,3,0,0,1,8,20,16,1,0,1,16,0,4,4,0,1,5,28,16,0,10,7,0,13,0,13,4,0,0,11,8,3,13,0,0,1,4,0,0,0,12,0,4,5,0,23,2,1,5,8,4,4,9,3,18,0,1,1,1,9,1,0,7
"Ant232",20,0,56,11,7,12,1,3,6,62,11,3,3,1,24,0,4,36,4,15,13,28,11,1,9,3,15,1,3,13,4,1,11,11,9,2,10,0,0,17,0,0,0,12,0,2,4,9,0,13,10,2,2,7,1,1,11,10,10,9,9,3,10,19,11,5,23
"Ant243",4,0,7,1,0,9,17,0,0,2,0,0,0,9,6,10,0,0,22,9,14,0,0,18,9,0,6,0,16,0,0,23,14,0,0,0,1,2,20,9,1,2,5,0,2,0,0,5,1,0,0,2,0,2,0,0,8,3,0,22,0,35,0,0,0,10,0
"Ant257",6,0,13,7,0,0,0,1,5,25,5,10,7,4,6,0,0,5,2,4,3,9,2,0,6,11,2,8,0,4,1,0,1,2,2,0,4,2,0,0,1,0,0,4,4,0,0,4,0,3,16,0,0,5,14,0,0,2,7,2,1,0,3,11,9,1,5
"Ant289",14,1,26,23,23,13,3,4,7,15,12,3,0,28,39,0,2,9,9,18,7,4,8,2,8,3,13,6,18,8,5,16,19,8,22,1,8,4,4,19,4,2,0,5,9,5,4,0,0,11,6,1,4,3,4,1,9,1,10,18,1,18,7,6,7,18,21
"Ant294",0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,4,46,0,0,0,0,0,6,7,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Ant298",38,14,31,16,0,0,2,8,23,34,17,22,10,7,25,0,6,1,0,15,1,12,11,0,17,20,2,8,0,16,0,0,1,18,11,4,6,0,1,2,4,0,0,23,13,0,3,11,0,0,6,1,7,9,23,2,1,0,11,0,13,2,1,9,6,0,6
"Ant318",9,0,43,11,12,3,0,18,3,9,11,3,8,9,19,0,2,2,0,9,12,19,18,0,16,0,3,0,1,6,8,2,0,6,4,0,15,0,0,10,0,0,0,2,10,0,16,6,0,6,0,7,0,3,4,6,18,3,4,8,8,0,4,12,14,6,4
"Ant324",6,0,16,2,0,0,10,3,11,18,1,1,13,9,3,0,2,5,0,9,2,10,15,0,14,0,13,3,2,2,1,0,3,6,1,10,7,0,2,2,0,0,0,1,2,2,0,1,0,1,7,0,2,1,2,6,12,5,0,4,11,0,15,1,4,3,9
"Ant332",2,23,22,4,0,1,1,7,10,1,6,2,0,0,5,0,1,1,0,2,0,0,8,0,8,18,0,0,0,8,15,0,0,4,6,0,0,0,0,0,8,0,0,5,2,0,0,4,0,7,0,2,0,4,19,6,0,1,0,2,5,0,1,4,6,1,5
"Ant342",9,0,22,7,10,5,0,14,6,0,0,11,0,8,8,0,0,42,1,19,3,7,0,1,4,12,10,8,4,1,4,0,1,4,19,2,13,3,2,6,7,0,0,8,7,2,5,3,0,9,3,1,4,0,8,9,7,40,4,4,2,11,1,4,0,5,3
"Ant356",9,3,7,7,1,2,3,2,23,23,3,4,13,7,10,0,0,3,0,8,0,25,4,0,2,4,13,23,4,5,3,0,1,0,1,7,6,5,0,14,17,0,0,4,1,0,14,4,0,23,4,2,19,8,0,14,1,32,2,6,1,6,1,24,36,1,0
"Ant394",8,0,17,1,7,15,1,30,7,4,28,29,2,27,12,0,3,4,3,1,1,11,25,0,18,25,2,3,1,5,9,1,11,30,0,5,17,2,0,2,10,0,0,4,1,0,0,1,0,2,6,6,6,9,14,0,6,13,3,22,16,1,0,10,0,6,8
"Ant395",4,0,15,21,3,3,2,2,5,10,5,1,8,4,20,0,0,13,0,7,6,5,7,0,2,2,5,4,0,13,1,0,2,1,7,2,7,10,0,10,0,0,0,9,11,8,0,9,0,1,18,12,0,7,1,6,0,17,5,20,8,0,2,9,1,2,3
"Ant400",8,3,17,11,5,7,8,0,4,23,3,5,3,5,10,0,1,15,0,10,0,21,0,0,11,1,10,14,5,4,16,3,16,0,9,18,22,4,0,7,9,0,0,3,10,3,2,1,0,0,3,5,1,40,32,13,17,0,3,4,1,3,0,12,15,4,1
"Ant437",7,1,18,15,7,3,0,7,6,12,6,5,4,8,19,0,2,14,0,2,0,11,12,0,3,1,13,3,0,0,4,6,2,1,10,3,1,3,0,8,4,0,1,18,10,0,7,10,0,11,4,0,0,4,2,3,5,3,0,5,1,0,6,11,3,2,10
"Ant458",4,1,20,8,12,30,16,0,10,8,1,3,1,22,15,1,0,1,17,4,10,1,0,10,13,0,12,1,11,0,1,14,11,0,1,0,8,10,4,11,9,4,5,0,9,22,2,18,0,0,8,4,2,4,6,22,20,4,5,0,1,8,3,1,5,14,13
"Ant492",20,2,29,12,4,1,4,2,12,11,6,11,5,3,6,0,6,1,0,0,1,15,22,0,5,18,10,7,2,2,8,0,3,2,3,2,0,0,0,2,4,0,0,1,9,0,1,1,0,13,8,11,5,2,1,16,8,1,1,1,0,0,2,12,13,1,5
"Ant507",5,0,19,1,6,7,24,0,4,5,0,2,0,1,20,18,1,1,43,14,4,0,0,10,2,0,9,1,52,0,0,38,38,0,12,0,1,38,8,13,14,9,0,1,3,35,0,18,1,2,0,0,0,11,6,1,0,3,0,8,0,0,9,1,0,16,0
"Ant527",4,1,21,4,5,7,13,0,2,7,3,1,6,7,19,2,2,3,1,0,2,9,0,1,12,1,10,5,12,0,1,25,6,4,1,5,6,0,0,5,7,1,0,1,10,0,3,7,0,1,4,15,1,1,1,0,2,0,6,3,2,9,0,2,5,6,8
"Ant552",31,2,34,32,1,3,2,10,7,18,19,7,28,3,3,0,4,4,0,2,2,38,12,0,20,25,4,17,0,30,8,3,3,6,15,13,8,1,0,5,8,0,0,9,19,0,11,6,0,9,12,1,4,4,24,10,9,12,11,1,12,1,2,0,8,1,19
"Ant560",7,6,23,15,1,1,8,16,3,19,26,8,7,3,12,0,0,0,2,18,4,14,16,1,21,1,1,14,1,3,0,0,2,4,7,4,5,1,1,6,4,0,0,1,11,0,9,7,0,6,14,4,6,0,36,0,1,15,3,5,13,0,5,8,0,0,15
"Ant564",1,0,58,2,1,29,7,0,0,0,0,2,0,9,11,14,0,1,26,12,4,3,0,7,0,0,21,0,11,0,5,22,25,4,29,5,2,4,28,23,6,2,11,0,5,10,1,18,0,0,6,3,1,5,1,6,2,4,2,14,1,16,6,1,0,0,0
"Ant593",11,0,39,2,20,2,0,3,11,6,5,10,1,2,16,0,1,10,0,3,9,6,13,0,5,6,5,3,0,5,18,1,0,2,2,1,12,10,0,3,1,1,0,7,23,0,5,21,0,6,4,9,5,3,0,8,3,1,10,13,5,0,8,19,15,0,0
