"","Ant4","Ant540","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant76","Ant191","Ant202","Ant268","Ant518","Ant0","Ant23","Ant29","Ant32","Ant42","Ant44","Ant55","Ant63","Ant97","Ant109","Ant115","Ant117","Ant127","Ant139","Ant153","Ant156","Ant173","Ant176","Ant178","Ant190","Ant207","Ant215","Ant218","Ant219","Ant242","Ant243","Ant255","Ant294","Ant347","Ant356","Ant380","Ant387","Ant390","Ant394","Ant400","Ant482","Ant501","Ant538","Ant560","Ant564","Ant593"
"Ant202",9,1,30,31,0,9,15,18,18,2,0,7,8,2,20,10,8,15,23,15,6,9,12,4,16,10,2,13,0,4,23,3,11,7,7,16,1,5,4,0,0,19,10,1,28,0,19,26,14,15,5,19,5,17
"Ant268",5,2,2,0,0,4,0,1,0,7,7,0,0,11,4,8,0,2,7,2,4,9,1,0,3,5,2,2,11,7,1,10,4,10,12,9,8,9,0,0,0,1,0,5,9,7,5,4,4,3,9,0,3,2
"Ant518",1,0,28,15,0,17,9,10,13,0,8,0,0,0,11,2,3,26,14,3,1,19,26,4,3,3,0,3,0,0,12,2,3,5,0,1,0,1,2,8,9,22,24,0,8,0,4,9,2,7,0,25,23,6
"Ant0",0,8,6,0,0,2,0,4,0,11,2,11,0,0,0,5,0,0,1,1,1,1,0,0,1,1,29,2,38,26,0,4,7,6,2,0,8,9,8,0,0,0,0,8,0,6,0,0,6,0,10,3,0,3
"Ant23",8,0,7,26,0,46,3,13,6,0,20,4,11,0,0,2,13,21,10,22,4,24,9,3,12,3,1,3,2,1,32,3,1,9,0,8,0,14,4,3,15,9,26,1,6,3,7,28,2,1,0,61,15,15
"Ant29",4,4,12,0,0,3,8,11,2,4,10,8,2,5,2,0,0,6,0,3,12,5,4,0,1,4,4,2,6,19,3,4,14,15,9,3,0,10,6,0,0,0,3,1,18,9,3,10,5,6,11,2,4,4
"Ant32",2,2,16,8,0,29,12,10,13,0,8,0,3,0,13,0,0,21,3,17,2,1,8,14,12,2,0,0,3,0,26,3,1,0,0,7,0,3,9,0,13,25,47,1,2,0,1,7,1,5,3,16,8,7
"Ant42",5,3,27,8,0,37,21,12,2,1,15,2,26,0,21,6,21,0,5,13,6,14,27,19,29,6,3,9,2,2,24,1,0,10,6,15,0,8,6,0,0,22,45,0,15,0,9,25,4,5,3,94,31,19
"Ant44",2,1,32,5,0,7,10,5,2,4,23,7,14,1,10,0,3,5,0,4,3,13,2,4,46,1,2,4,2,2,20,2,7,11,2,1,0,7,16,3,0,10,5,4,10,1,9,5,5,11,11,2,14,18
"Ant55",7,1,28,17,0,11,21,3,2,0,15,2,3,1,22,3,17,13,4,0,15,9,28,13,14,2,0,0,0,0,29,3,1,4,0,1,1,2,13,7,1,9,10,0,6,1,0,3,0,8,0,19,22,10
"Ant63",8,1,3,2,0,1,18,10,2,3,6,4,1,1,4,12,2,6,3,15,0,10,4,2,8,0,0,3,1,1,3,3,4,4,0,4,0,4,5,0,0,6,3,1,5,6,1,1,0,5,0,0,5,8
"Ant97",33,2,6,1,0,14,5,12,0,1,9,9,19,1,24,5,1,14,13,9,10,0,2,0,11,18,0,23,3,4,20,2,21,17,6,2,14,17,4,0,0,3,10,2,76,5,26,6,8,51,4,1,30,15
"Ant109",0,1,18,26,0,5,16,11,5,4,12,1,26,0,9,4,8,27,2,28,4,2,0,14,22,0,0,3,0,0,23,3,1,2,4,1,0,1,8,0,0,23,24,6,6,0,0,7,4,2,1,51,9,20
"Ant115",3,0,14,50,0,13,10,18,7,1,4,0,4,0,3,0,14,19,4,13,2,0,14,0,29,0,1,0,0,0,12,1,1,2,2,1,0,3,2,2,8,27,27,1,2,0,1,8,0,0,2,18,22,4
"Ant117",11,0,18,17,0,9,36,18,5,2,16,3,3,1,12,1,12,29,46,14,8,11,22,29,0,1,0,6,2,0,22,4,8,3,2,3,1,8,9,0,0,47,38,3,19,1,9,13,2,6,4,18,15,4
"Ant127",14,0,4,3,0,3,5,4,0,6,10,5,3,1,3,4,2,6,1,2,0,18,0,0,1,0,2,3,0,0,0,1,2,1,2,4,1,2,0,0,0,2,3,2,12,1,3,2,2,2,5,1,8,0
"Ant139",1,8,1,0,0,0,1,6,0,5,2,2,0,29,1,4,0,3,2,0,0,0,0,1,0,2,0,5,35,27,0,12,3,7,8,3,8,11,1,0,0,0,1,0,5,2,2,0,1,2,24,0,0,0
"Ant153",11,1,7,0,0,5,0,0,1,6,13,2,3,2,3,2,0,9,4,0,3,23,3,0,6,3,5,0,1,7,1,2,1,5,0,0,0,8,0,0,0,0,0,0,22,0,2,4,2,6,5,0,7,3
"Ant156",0,6,0,1,0,0,0,3,0,13,0,11,0,38,2,6,3,2,2,0,1,3,0,0,2,0,35,1,0,16,0,3,2,31,6,20,14,7,1,0,0,0,0,2,0,6,2,0,6,1,3,0,1,4
"Ant173",0,2,0,1,0,0,0,2,0,35,4,7,0,26,1,19,0,2,2,0,1,4,0,0,0,0,27,7,16,0,3,2,4,3,16,0,30,14,4,0,0,0,0,3,8,10,1,0,4,1,1,0,0,1
"Ant176",4,0,12,42,0,25,39,19,7,7,23,1,12,0,32,3,26,24,20,29,3,20,23,12,22,0,0,1,0,3,0,3,1,5,0,5,0,12,5,0,0,36,44,0,3,2,2,37,1,5,0,40,21,3
"Ant178",3,8,0,1,0,1,2,3,1,4,3,10,2,4,3,4,3,1,2,3,3,2,3,1,4,1,12,2,3,2,3,0,1,18,0,5,0,23,5,0,0,4,1,2,1,1,0,6,1,2,14,1,5,1
"Ant190",13,5,3,0,0,0,10,6,0,2,11,4,3,7,1,14,1,0,7,1,4,21,1,1,8,2,3,1,2,4,1,1,0,12,3,17,0,2,1,0,0,0,1,0,15,17,0,7,2,8,6,1,5,2
"Ant207",17,1,8,0,0,4,0,15,1,9,7,10,5,6,9,15,0,10,11,4,4,17,2,2,3,1,7,5,31,3,5,18,12,0,8,7,5,14,3,0,0,0,1,0,14,10,3,4,18,9,8,0,11,2
"Ant215",0,0,1,0,0,0,9,3,1,4,7,12,0,2,0,9,0,6,2,0,0,6,4,2,2,2,8,0,6,16,0,0,3,8,0,1,3,7,5,0,0,2,0,2,2,3,2,0,9,1,1,2,2,4
"Ant218",1,0,2,0,0,1,5,15,3,5,16,9,1,0,8,3,7,15,1,1,4,2,1,1,3,4,3,0,20,0,5,5,17,7,1,0,0,0,1,0,0,4,11,0,3,10,0,5,1,7,8,18,2,2
"Ant219",1,1,0,0,0,1,0,1,0,35,1,8,0,8,0,0,0,0,0,1,0,14,0,0,1,1,8,0,14,30,0,0,0,5,3,0,0,17,0,0,0,0,0,0,7,0,0,1,4,5,6,0,0,0
"Ant242",2,16,8,1,0,2,2,13,1,11,5,9,1,9,14,10,3,8,7,2,4,17,1,3,8,2,11,8,7,14,12,23,2,14,7,0,17,0,9,0,0,1,15,0,13,11,5,6,6,4,11,11,7,3
"Ant243",0,0,9,9,0,9,9,11,1,1,4,0,2,8,4,6,9,6,16,13,5,4,8,2,9,0,1,0,1,4,5,5,1,3,5,1,0,9,0,0,0,10,0,7,3,0,5,1,0,0,2,2,8,4
"Ant255",0,0,2,0,0,17,0,0,3,0,0,0,8,0,3,0,0,0,3,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,3,0,0,0,0,0,0
"Ant294",0,0,1,0,0,35,0,0,22,0,0,0,9,0,15,0,13,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,7,0,0,0,0,0,19,0,0,0,0,0,0
"Ant347",5,0,10,42,0,38,37,5,6,0,19,1,22,0,9,0,25,22,10,9,6,3,23,27,47,2,0,0,0,0,36,4,0,0,2,4,0,1,10,1,7,0,29,1,8,1,0,7,2,3,0,18,16,10
"Ant356",1,0,11,19,0,24,31,19,7,2,10,0,24,0,26,3,47,45,5,10,3,10,24,27,38,3,1,0,0,0,44,1,1,1,0,11,0,15,0,0,0,29,0,4,1,1,2,40,0,0,2,62,32,8
"Ant380",2,0,0,6,0,1,0,1,0,1,1,5,0,8,1,1,1,0,4,0,1,2,6,1,3,2,0,0,2,3,0,2,0,0,2,0,0,0,7,0,0,1,4,0,1,6,1,2,0,1,0,0,1,2
"Ant387",27,1,17,2,0,1,1,19,2,2,28,9,8,0,6,18,2,15,10,6,5,76,6,2,19,12,5,22,0,8,3,1,15,14,2,3,7,13,3,0,0,8,1,1,0,8,28,35,15,36,5,6,10,13
"Ant390",2,16,1,4,0,1,7,5,0,5,0,7,0,6,3,9,0,0,1,1,6,5,0,0,1,1,2,0,6,10,2,1,17,10,3,10,0,11,0,0,0,1,1,6,8,0,0,3,3,9,2,1,8,3
"Ant394",4,0,5,0,0,5,0,0,0,2,19,5,4,0,7,3,1,9,9,0,1,26,0,1,9,3,2,2,2,1,2,0,0,3,2,0,0,5,5,0,0,0,2,1,28,0,0,7,1,5,0,2,5,27
"Ant400",14,2,5,9,0,11,3,18,0,2,26,4,9,0,28,10,7,25,5,3,1,6,7,8,13,2,0,4,0,0,37,6,7,4,0,5,1,6,1,3,19,7,40,2,35,3,7,0,0,12,0,35,28,11
"Ant482",5,2,2,0,0,3,1,10,0,2,14,4,2,6,2,5,1,4,5,0,0,8,4,0,2,2,1,2,6,4,1,1,2,18,9,1,4,6,0,0,0,2,0,0,15,3,1,0,0,2,1,0,5,5
"Ant501",10,1,13,2,0,1,4,6,2,0,15,3,7,0,1,6,5,5,11,8,5,51,2,0,6,2,2,6,1,1,5,2,8,9,1,7,5,4,0,0,0,3,0,1,36,9,5,12,2,0,3,0,9,13
"Ant538",16,6,5,0,0,1,1,2,0,4,5,9,0,10,0,11,3,3,11,0,0,4,1,2,4,5,24,5,3,1,0,14,6,8,1,8,6,11,2,0,0,0,2,0,5,2,0,0,1,3,0,2,3,5
"Ant560",3,0,41,6,0,34,13,4,6,0,19,0,25,3,61,2,16,94,2,19,0,1,51,18,18,1,0,0,0,0,40,1,1,0,2,18,0,11,2,0,0,18,62,0,6,1,2,35,0,0,2,0,29,9
"Ant564",15,2,17,18,0,24,20,21,6,0,5,3,23,0,15,4,8,31,14,22,5,30,9,22,15,8,0,7,1,0,21,5,5,11,2,2,0,7,8,0,0,16,32,1,10,8,5,28,5,9,3,29,0,16
"Ant593",5,1,9,17,0,6,4,17,2,2,17,2,6,3,15,4,7,19,18,10,8,15,20,4,4,0,0,3,4,1,3,1,2,2,4,2,0,3,4,0,0,10,8,2,13,3,27,11,5,13,5,9,16,0
