"","Ant4","Ant260","Ant52","Ant540","Ant7","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant202","Ant209","Ant268","Ant308","Ant518","Ant0","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant55","Ant63","Ant97","Ant98","Ant100","Ant109","Ant115","Ant117","Ant127","Ant137","Ant139","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant190","Ant207","Ant215","Ant218","Ant219","Ant238","Ant242","Ant243","Ant255","Ant257","Ant289","Ant294","Ant298","Ant324","Ant347","Ant356","Ant380","Ant387","Ant390","Ant394","Ant400","Ant482","Ant492","Ant501","Ant507","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant64",3,15,0,1,2,1,17,0,15,8,0,0,25,0,1,5,13,58,0,2,7,2,7,6,15,0,7,0,8,13,3,17,18,0,12,32,11,0,3,3,0,2,0,14,1,5,3,2,1,7,16,0,0,2,4,10,5,1,0,11,3,8,0,3,6,1,6,8,1,3,19,5,8,6,16,17,3
"Ant73",0,5,0,1,0,4,2,1,6,10,0,0,17,3,6,0,3,13,1,11,7,0,0,0,0,7,6,5,0,1,0,1,6,11,3,2,0,0,0,0,0,0,0,1,1,7,2,0,0,1,2,0,12,0,0,12,20,12,13,0,40,1,0,1,0,3,0,0,0,0,3,2,0,0,5,4,2
"Ant76",5,30,0,0,2,10,13,0,35,19,25,17,0,12,10,1,3,43,0,14,4,1,5,2,4,0,1,6,4,6,1,5,2,24,3,17,2,1,0,3,3,1,0,0,0,6,0,1,0,7,1,0,2,0,5,16,15,12,6,9,24,9,24,0,0,0,1,4,0,7,1,15,0,0,19,2,3
"Ant148",0,0,0,0,0,0,0,0,0,0,0,3,12,0,8,0,0,5,0,28,0,0,0,0,0,39,0,1,0,0,0,0,0,72,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,29,0,21,9,0,0,0,0,0,0,0,9,0,17,0,0,0,0,0
"Ant158",5,3,0,0,4,10,13,0,15,16,1,6,10,8,0,0,0,28,0,11,3,0,0,2,0,26,4,13,9,0,3,4,16,39,8,15,6,0,1,1,0,1,0,1,1,5,0,1,0,5,2,0,6,0,2,11,10,19,23,12,24,9,35,7,1,0,0,3,0,13,11,15,1,1,4,4,0
"Ant191",5,1,10,2,4,9,5,0,4,3,5,0,1,0,0,0,4,0,6,0,2,20,1,2,4,0,5,0,1,0,12,3,3,0,1,1,3,1,1,1,1,14,8,7,43,2,0,2,4,9,4,6,0,17,0,0,0,5,0,2,0,0,0,15,0,6,8,2,5,0,2,0,11,15,2,0,1
"Ant202",3,14,6,1,1,1,1,0,9,0,13,3,3,0,0,4,0,0,5,2,5,2,9,32,9,2,39,0,11,7,1,6,7,0,6,0,20,9,4,2,7,2,0,3,1,2,7,3,11,1,7,7,0,6,18,1,7,4,0,7,0,2,0,0,5,2,10,16,3,1,8,0,9,78,8,18,7
"Ant209",2,35,0,0,1,11,8,0,102,5,58,13,43,5,28,0,0,0,0,24,17,0,12,5,0,35,3,0,7,0,0,0,21,1,1,45,4,0,2,0,0,0,0,0,0,10,0,0,0,1,4,0,0,0,0,74,26,6,4,10,35,35,102,0,0,0,0,11,0,8,0,6,0,0,82,30,3
"Ant268",3,0,21,6,1,1,1,0,1,0,0,1,0,0,0,6,5,0,0,0,0,11,0,5,11,0,7,0,3,6,2,7,2,0,1,0,1,7,3,10,2,7,4,1,0,0,8,9,14,0,7,12,0,14,2,0,1,1,0,3,2,0,0,7,1,4,6,4,15,0,4,0,4,43,1,1,5
"Ant308",5,0,0,0,0,7,7,3,17,4,2,11,14,28,11,0,2,24,0,0,1,0,4,4,0,15,1,9,3,3,0,1,10,37,0,2,4,4,0,0,0,0,0,0,0,3,0,0,1,0,5,0,1,0,0,14,2,4,19,9,16,6,29,1,0,0,0,4,0,12,4,38,0,2,11,1,0
"Ant518",8,22,0,1,1,5,1,0,3,6,7,7,4,0,3,2,5,17,0,1,0,1,6,5,3,1,5,1,14,4,4,9,7,0,3,1,2,0,2,0,5,1,0,0,0,5,6,6,3,0,6,1,0,1,4,3,8,7,0,12,3,2,0,2,9,0,6,3,5,0,9,0,1,7,3,8,5
"Ant0",3,0,27,3,5,1,0,0,0,0,2,0,1,0,0,20,2,0,11,0,1,0,4,0,2,0,9,0,0,1,1,9,0,0,0,0,7,1,10,7,3,14,11,8,6,0,2,3,9,4,1,7,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,2,5,1,9,0,2,46,0,0,3
"Ant23",11,30,3,2,7,5,7,0,12,4,7,0,5,0,0,1,9,12,0,4,6,4,0,9,3,4,15,3,19,18,2,6,5,16,8,8,12,3,2,2,6,0,0,4,0,5,7,9,3,1,3,2,0,2,5,9,15,5,0,6,1,7,8,1,15,4,1,3,2,15,1,5,1,3,8,8,3
"Ant27",7,18,1,1,3,0,1,0,3,8,6,0,2,0,2,2,32,5,5,4,5,0,9,0,3,4,8,9,23,13,0,4,12,16,7,0,6,2,6,3,4,0,0,4,0,2,1,3,7,0,0,0,0,6,1,7,2,0,0,7,2,1,4,1,18,5,5,8,8,5,0,2,2,9,3,4,7
"Ant29",1,6,4,1,3,2,8,0,0,6,15,0,4,0,0,4,9,0,11,0,3,2,3,3,0,1,11,0,6,15,0,12,5,0,7,0,4,22,9,1,8,0,1,5,4,5,8,13,18,10,2,0,0,1,12,5,0,0,0,2,4,3,0,0,1,2,8,2,11,0,8,1,1,12,4,7,6
"Ant32",0,10,0,0,1,1,1,0,7,6,0,7,0,39,26,0,2,35,0,15,1,0,4,4,1,0,1,9,8,2,0,0,3,37,3,3,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,3,0,0,10,2,5,48,0,16,13,13,0,0,1,0,0,0,12,0,23,1,0,1,9,0
"Ant42",3,7,1,1,6,8,4,0,2,3,7,6,1,0,4,5,39,3,7,1,5,9,15,8,11,1,0,0,6,4,1,18,3,0,10,0,9,0,8,5,24,3,0,10,3,1,8,15,9,0,0,6,0,10,16,1,7,0,0,12,1,5,1,0,37,0,4,13,6,1,10,2,10,40,3,10,3
"Ant43",0,4,0,0,0,2,2,24,5,0,0,5,6,1,13,0,0,0,0,9,1,0,3,9,0,9,0,0,16,1,0,3,3,25,0,2,2,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,12,0,0,14,1,7,2,2,5,13,12,0,0,0,0,0,0,14,0,4,0,0,4,1,0
"Ant44",21,27,4,2,2,12,9,48,11,2,8,0,4,0,9,1,11,7,3,3,14,0,19,23,6,8,6,16,0,28,5,18,24,7,11,4,7,3,5,1,2,0,1,3,0,10,3,14,12,0,3,1,7,4,0,13,3,3,1,24,6,4,6,2,5,3,3,9,2,2,6,1,1,5,15,16,6
"Ant55",5,7,0,3,3,12,4,0,7,3,13,1,6,0,0,0,7,0,6,3,4,1,18,13,15,2,4,1,28,0,0,14,1,0,6,6,9,9,1,1,5,1,0,0,0,3,2,0,3,2,2,2,0,0,6,14,8,2,0,5,1,4,2,0,7,2,6,3,1,2,9,0,0,12,10,11,10
"Ant63",3,1,8,8,0,2,5,0,0,1,3,0,1,0,3,12,1,0,2,0,4,1,2,0,0,0,1,0,5,0,0,5,0,0,0,0,4,0,3,6,6,2,7,6,6,2,7,7,4,4,2,4,0,12,0,0,1,5,0,2,0,0,0,4,6,5,2,4,12,2,0,0,20,4,0,1,2
"Ant97",5,17,2,0,4,1,16,0,9,4,17,1,5,0,4,3,6,0,7,1,9,9,6,4,12,0,18,3,18,14,5,0,3,0,20,5,10,6,4,5,13,0,0,11,1,1,14,10,10,5,3,1,0,7,14,4,12,0,0,7,0,3,6,0,2,5,9,7,2,0,7,0,2,14,14,17,4
"Ant98",0,22,0,1,4,4,6,2,20,16,18,6,2,0,16,3,7,21,2,10,7,0,5,12,5,3,3,3,24,1,0,3,0,20,4,6,12,1,1,2,1,0,1,0,0,3,6,4,1,2,5,2,1,5,6,5,8,21,18,8,13,12,17,0,2,0,4,2,3,17,0,15,4,14,7,7,5
"Ant100",0,0,0,0,0,0,0,0,0,0,0,11,24,72,39,0,0,1,0,37,0,0,16,16,0,37,0,25,7,0,0,0,20,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,30,0,0,0,1,0,50,7,47,9,55,0,0,0,0,0,0,31,0,62,0,0,0,2,0
"Ant109",5,14,3,0,0,2,9,0,3,3,12,3,3,0,8,1,6,1,1,0,3,0,8,7,7,3,10,0,11,6,0,20,4,0,0,0,2,2,1,1,1,0,0,0,2,0,3,8,2,6,8,0,0,0,3,4,10,2,0,6,23,0,0,0,3,0,2,2,1,0,1,0,3,2,3,25,14
"Ant115",0,105,0,1,0,3,17,1,17,5,32,2,17,6,15,1,0,45,0,2,1,0,8,0,0,3,0,2,4,6,0,5,6,13,0,0,4,0,0,0,0,0,0,1,0,5,3,0,1,0,2,0,4,1,3,20,8,6,9,14,11,11,81,0,0,0,1,1,0,8,2,12,0,1,31,6,2
"Ant117",3,12,4,1,4,11,3,0,5,5,11,0,2,0,6,3,20,4,1,4,2,7,12,6,4,0,9,2,7,9,4,10,12,0,2,4,0,9,6,3,1,2,1,4,2,4,6,4,18,8,2,11,0,3,7,9,8,2,0,7,4,2,0,3,2,3,21,2,6,8,1,2,7,21,7,14,16
"Ant127",0,6,3,2,1,9,5,0,0,0,0,0,1,0,0,1,9,0,7,4,0,1,3,2,22,1,0,0,3,9,0,6,1,0,2,0,9,0,5,9,5,0,0,7,0,5,6,3,0,5,1,0,0,0,4,8,0,1,0,2,0,4,1,0,7,1,14,2,0,1,1,1,2,10,5,2,9
"Ant137",6,7,3,22,2,7,1,0,2,1,3,0,0,0,1,1,4,2,3,0,2,10,2,6,9,0,8,0,5,1,3,4,1,0,1,0,6,5,0,20,7,2,2,1,3,2,20,7,1,3,7,1,0,16,6,0,8,0,0,4,3,0,5,2,4,1,2,2,18,3,1,0,4,17,3,3,1
"Ant139",1,1,3,15,1,3,0,0,0,0,3,0,3,0,1,1,2,0,10,0,0,7,2,3,1,0,5,0,1,1,6,5,2,0,1,0,3,9,20,0,4,2,5,0,2,0,6,3,7,1,6,12,0,15,0,0,0,0,0,1,1,1,0,12,2,0,4,2,2,1,1,0,5,21,0,4,2
"Ant153",4,1,0,3,3,3,0,0,1,0,0,0,3,0,0,1,7,0,2,0,5,3,6,4,8,0,24,0,2,5,6,13,1,0,1,0,1,5,7,4,0,0,1,0,0,3,5,3,17,0,0,3,0,9,4,0,3,0,0,4,0,3,0,1,6,0,1,5,0,0,2,0,3,2,9,6,1
"Ant156",1,0,24,2,3,3,0,0,0,0,2,0,1,0,1,14,2,0,7,0,1,14,0,0,0,0,3,0,0,1,2,0,0,0,0,0,2,0,2,2,0,0,3,8,6,0,0,3,3,0,1,7,0,1,1,0,0,0,0,1,0,0,0,3,0,2,1,2,2,0,6,1,17,38,0,1,0
"Ant159",5,0,13,0,2,8,3,0,0,2,0,0,0,0,0,8,0,0,4,0,0,11,0,0,1,0,0,0,1,0,7,0,1,0,0,0,1,0,2,5,1,3,0,2,4,0,0,2,5,13,1,5,0,2,0,0,0,0,0,1,0,0,0,0,3,1,1,1,3,0,7,0,5,6,0,0,3
"Ant169",5,7,9,7,10,6,2,0,6,0,14,1,0,0,1,7,3,0,1,0,0,8,4,4,5,1,10,0,3,0,6,11,0,0,0,1,4,7,1,0,0,8,2,0,6,1,12,6,8,6,1,4,0,4,2,2,3,3,0,3,0,0,0,4,6,4,13,5,5,0,4,0,19,17,2,4,3
"Ant173",3,4,10,5,0,0,1,0,1,2,1,1,0,0,1,43,1,0,0,0,0,6,0,0,4,0,3,0,0,0,6,1,0,0,2,0,2,0,3,2,0,6,4,6,0,0,9,4,2,1,2,10,0,3,0,0,1,2,0,0,0,0,0,8,0,4,1,2,0,0,4,2,28,3,0,0,1
"Ant176",3,10,1,0,2,11,18,4,15,5,5,7,6,4,5,2,2,10,0,3,5,0,5,2,5,4,1,9,10,3,2,1,3,3,0,5,4,5,2,0,3,0,0,1,0,0,2,5,1,2,0,0,2,2,1,5,5,18,4,3,12,18,14,1,3,3,2,1,0,9,3,9,1,2,1,6,3
"Ant178",2,3,1,5,3,3,2,0,0,0,3,2,0,0,0,0,7,0,8,0,6,2,7,1,8,0,8,1,3,2,7,14,6,0,3,3,6,6,20,6,5,0,0,12,9,2,0,6,15,2,1,3,0,36,6,0,5,3,0,7,0,1,0,0,6,5,6,7,0,3,6,0,5,18,2,13,14
"Ant190",13,7,7,13,5,12,2,0,2,0,2,0,1,0,1,2,3,0,9,0,6,3,9,3,13,0,15,0,14,0,7,10,4,0,8,0,4,3,7,3,3,3,2,6,4,5,6,0,2,1,9,8,0,10,8,0,0,0,0,2,0,1,0,4,10,1,6,3,0,0,3,0,3,7,1,2,16
"Ant207",3,9,3,4,2,4,2,0,0,1,1,0,0,0,0,4,11,0,14,1,3,9,3,7,18,0,9,0,12,3,4,10,1,0,2,1,18,0,1,7,17,3,5,8,2,1,15,2,0,5,0,8,0,17,10,0,0,0,0,6,3,2,0,2,2,1,4,2,9,0,16,0,13,16,1,9,11
"Ant215",9,4,12,2,4,5,10,0,0,5,7,1,7,0,5,9,1,1,0,0,0,4,1,0,10,0,0,0,0,2,4,5,2,0,6,0,8,5,3,1,0,0,13,6,1,2,2,1,5,0,6,0,0,1,8,9,6,5,0,0,0,0,0,1,0,1,10,0,2,0,8,0,0,7,2,3,2
"Ant218",0,3,0,25,0,0,1,0,3,2,16,2,1,0,2,4,7,4,7,5,6,1,3,0,2,0,0,0,3,2,2,3,5,0,8,2,2,1,7,6,0,1,1,1,2,0,1,9,0,6,0,2,0,0,0,1,1,5,0,2,2,2,4,1,5,0,1,0,0,1,0,0,2,13,6,5,5
"Ant219",1,6,0,21,7,0,0,0,0,0,0,0,0,0,0,6,7,0,12,0,1,7,2,0,0,0,6,0,1,2,4,1,2,0,0,0,11,0,1,12,3,7,5,4,10,0,3,8,8,0,2,0,0,15,2,0,1,0,0,4,0,0,0,0,1,11,3,0,6,0,0,0,32,20,1,5,1
"Ant238",0,0,0,0,0,0,0,6,0,0,0,12,2,0,6,0,0,0,0,1,0,0,0,0,0,3,0,12,7,0,0,0,1,30,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,10,1,0,0,0,0,0,0,10,0,9,0,0,0,2,0
"Ant242",1,4,7,4,6,1,0,0,3,0,2,0,0,0,0,17,6,0,14,0,1,1,2,6,1,0,10,0,4,0,12,7,5,0,0,1,3,0,16,15,9,1,2,4,3,2,36,10,17,1,0,15,0,0,3,2,9,5,0,1,0,0,0,3,8,1,10,3,5,0,11,0,13,13,3,9,0
"Ant243",1,15,0,2,2,3,3,0,2,2,4,0,5,0,2,0,18,0,2,0,4,6,5,1,12,0,16,0,0,6,0,14,6,0,3,3,7,4,6,0,4,1,0,2,0,1,6,8,10,8,0,2,0,3,0,6,9,2,0,5,2,2,1,3,3,4,2,3,11,0,6,0,1,5,4,12,7
"Ant255",14,87,0,0,0,8,8,0,46,21,10,12,16,0,11,0,1,74,0,14,3,0,9,7,5,10,1,14,13,14,0,4,5,0,4,20,9,8,0,0,0,0,0,2,0,5,0,0,0,9,1,0,0,2,6,0,24,11,0,21,23,14,106,0,7,0,3,1,0,11,2,10,0,2,26,19,4
"Ant257",7,24,0,0,9,4,6,0,18,3,5,20,15,0,10,0,7,26,1,2,8,1,15,2,0,2,7,1,3,8,1,12,8,1,10,8,8,0,8,0,3,0,0,3,1,5,5,0,0,6,1,1,0,9,9,24,0,18,0,6,4,5,20,1,1,3,4,1,3,0,1,0,1,4,13,6,4
"Ant289",11,1,3,3,3,5,8,0,4,28,1,12,12,0,19,5,4,6,1,4,7,0,5,0,0,5,0,7,3,2,5,0,21,0,2,6,2,1,0,0,0,0,0,3,2,18,3,0,0,5,5,0,0,5,2,11,18,0,0,6,8,6,1,2,0,4,1,12,0,5,5,0,0,0,0,7,0
"Ant294",0,0,0,0,0,0,0,0,0,0,0,13,6,29,23,0,0,4,0,19,0,0,0,0,0,48,0,2,1,0,0,0,18,50,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,2,22,14,7,0,0,0,0,0,0,24,0,76,0,0,0,1,0
"Ant298",4,14,1,0,1,1,8,0,6,4,11,0,9,0,12,2,7,10,3,9,12,0,6,7,2,0,12,2,24,5,2,7,8,7,6,14,7,2,4,1,4,1,1,3,0,3,7,2,6,0,2,4,0,1,5,21,6,6,2,0,5,8,8,0,3,2,2,8,3,8,0,2,0,20,11,7,7
"Ant324",0,14,0,2,4,13,12,0,6,13,3,40,24,21,24,0,0,35,2,16,3,0,1,2,4,16,1,5,6,1,0,0,13,47,23,11,4,0,3,1,0,0,0,0,0,12,0,0,3,0,2,0,10,0,2,23,4,8,22,5,0,6,27,1,0,0,17,2,3,13,0,4,0,0,6,7,2
"Ant347",8,7,0,2,1,5,5,15,7,29,8,1,9,9,9,0,2,35,0,6,2,0,7,1,3,13,5,13,4,4,0,3,12,9,0,11,2,4,0,1,3,0,0,0,0,18,1,1,2,0,2,0,10,0,2,14,5,6,14,8,6,0,7,0,3,0,0,3,0,16,0,7,1,2,2,16,1
"Ant356",0,13,0,0,0,0,5,0,32,4,0,0,24,0,35,0,0,102,0,29,0,0,8,4,0,13,1,12,6,2,0,6,17,55,0,81,0,1,5,0,0,0,0,0,0,14,0,0,0,0,4,0,1,0,1,106,20,1,7,8,27,7,0,1,0,0,5,2,0,15,0,39,0,0,6,6,0
"Ant380",2,0,6,3,3,0,0,0,2,0,3,1,0,0,7,15,0,0,7,1,2,0,1,1,0,0,0,0,2,0,4,0,0,0,0,0,3,0,2,12,1,3,0,4,8,1,0,4,2,1,1,0,0,3,3,0,1,2,0,0,1,0,1,0,2,1,3,0,1,0,1,4,2,0,2,1,1
"Ant387",22,13,2,2,4,5,4,0,3,1,6,0,0,0,1,0,5,0,1,0,9,0,15,18,1,0,37,0,5,7,6,2,2,0,3,0,2,7,4,2,6,0,3,6,0,3,6,10,2,0,5,1,0,8,3,7,1,0,0,3,0,3,0,2,0,3,3,4,1,1,16,0,5,5,9,1,5
"Ant390",1,1,6,7,1,1,0,0,2,0,1,3,0,0,0,6,2,0,4,0,0,0,4,5,2,1,0,0,3,2,5,5,0,0,0,0,3,1,1,0,0,2,1,4,4,3,5,1,1,1,0,11,0,1,4,0,3,4,0,2,0,0,0,1,3,0,9,2,0,0,0,0,3,7,0,1,1
"Ant394",2,10,3,2,9,5,3,0,3,2,6,0,1,0,0,8,10,0,6,0,6,0,1,5,8,0,4,0,3,6,2,9,4,0,2,1,21,14,2,4,1,1,1,13,1,2,6,6,4,10,1,3,0,10,2,3,4,1,0,2,17,0,5,3,3,9,0,0,0,0,8,1,1,11,1,1,10
"Ant400",10,9,2,1,2,5,6,0,10,6,8,0,4,0,3,2,16,11,4,4,3,2,3,8,2,0,13,0,9,3,4,7,2,0,2,1,2,2,2,2,5,2,1,5,2,1,7,3,2,0,0,0,0,3,3,1,1,12,0,8,2,3,2,0,4,2,0,0,0,2,2,0,5,7,8,2,1
"Ant482",3,4,1,0,2,3,1,0,0,0,1,0,0,0,0,5,3,0,15,0,5,5,2,8,11,0,6,0,2,1,12,2,3,0,1,0,6,0,18,2,0,2,3,5,0,0,0,0,9,2,0,6,0,5,11,0,3,0,0,3,3,0,0,1,1,0,0,0,0,0,1,5,0,5,1,0,2
"Ant492",7,8,0,0,0,5,5,3,15,11,3,0,7,9,13,0,1,8,0,12,0,1,15,5,0,12,1,14,2,2,2,0,17,31,0,8,8,1,3,1,0,0,0,0,0,9,3,0,0,0,1,0,10,0,0,11,0,5,24,8,13,16,15,0,1,0,0,2,0,0,0,12,0,0,5,3,0
"Ant501",6,0,29,2,12,12,2,0,0,3,19,3,1,0,11,2,8,0,4,4,9,9,1,0,8,0,10,0,6,9,0,7,0,0,1,2,1,1,1,1,2,6,7,4,4,3,6,3,16,8,0,0,0,11,6,2,1,5,0,0,0,0,0,1,16,0,8,2,1,0,0,3,18,6,3,4,8
"Ant507",0,0,0,0,2,0,5,0,2,0,5,2,15,17,15,0,0,6,0,38,0,0,5,2,1,23,2,4,1,0,0,0,15,62,0,12,2,1,0,0,0,1,0,0,2,9,0,0,0,0,0,0,9,0,0,10,0,0,76,2,4,7,39,4,0,0,1,0,5,12,3,0,1,0,2,0,0
"Ant538",5,4,13,1,2,0,3,0,1,2,8,0,0,0,1,11,9,0,4,0,1,2,1,2,1,1,10,0,1,0,20,2,4,0,3,0,7,2,4,5,3,17,5,19,28,1,5,3,13,0,2,32,0,13,1,0,1,0,0,0,0,1,0,2,5,3,1,5,0,0,18,1,0,21,5,1,0
"Ant552",8,8,47,10,3,5,10,0,5,1,6,0,0,0,1,15,78,0,43,2,7,46,3,9,12,0,40,0,5,12,4,14,14,0,2,1,21,10,17,21,2,38,6,17,3,2,18,7,16,7,13,20,0,13,5,2,4,0,0,20,0,2,0,0,5,7,11,7,5,0,6,0,21,0,2,6,16
"Ant560",2,18,0,0,3,2,4,0,26,3,16,5,19,0,4,2,8,82,1,11,3,0,8,3,4,1,3,4,15,10,0,14,7,0,3,31,7,5,3,0,9,0,0,2,0,1,2,1,1,2,6,1,0,3,4,26,13,0,0,11,6,2,6,2,9,0,1,8,1,5,3,2,5,2,0,21,4
"Ant564",9,16,1,1,1,3,4,0,13,12,17,4,2,0,4,0,18,30,1,1,8,0,8,4,7,9,10,1,16,11,1,17,7,2,25,6,14,2,3,4,6,1,0,4,0,6,13,2,9,3,5,5,2,9,12,19,6,7,1,7,7,16,6,1,1,1,1,2,0,3,4,0,1,6,21,0,7
"Ant593",5,14,2,1,4,2,4,0,12,2,3,2,3,0,0,1,7,3,5,0,5,3,3,7,6,0,3,0,6,10,2,4,5,0,14,2,16,9,1,2,1,0,3,3,1,3,14,16,11,2,5,1,0,0,7,4,4,0,0,7,2,1,0,1,5,1,10,1,2,0,8,0,0,16,4,7,0
