"","Ant4","Ant260","Ant52","Ant540","Ant7","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant202","Ant209","Ant268","Ant308","Ant518","Ant0","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant55","Ant63","Ant97","Ant98","Ant100","Ant109","Ant115","Ant117","Ant127","Ant137","Ant139","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant190","Ant207","Ant215","Ant218","Ant219","Ant238","Ant242","Ant243","Ant255","Ant257","Ant289","Ant294","Ant298","Ant324","Ant347","Ant356","Ant380","Ant387","Ant390","Ant394","Ant400","Ant482","Ant492","Ant501","Ant507","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant42",2,6,6,6,7,3,11,0,8,10,3,1,1,0,2,2,14,1,5,3,3,6,7,11,9,4,0,0,10,6,1,4,5,15,7,2,14,4,6,8,9,0,1,1,1,3,1,5,15,4,2,0,0,9,6,0,2,2,0,11,0,0,1,1,21,3,5,10,1,9,3,1,14,3,0,13,11
"Ant43",2,1,0,0,4,0,0,28,4,3,0,10,14,19,3,0,0,95,0,0,1,0,1,4,0,6,0,0,2,0,0,6,2,5,1,1,2,0,1,0,1,0,0,0,0,16,0,0,0,0,0,0,14,1,1,4,0,0,35,4,10,17,5,0,1,0,0,0,0,24,0,24,0,0,0,3,1
"Ant44",7,6,0,1,5,0,14,6,23,4,20,4,12,5,9,1,12,22,3,3,8,1,29,27,4,9,10,2,0,3,0,13,9,14,1,6,14,1,1,2,7,0,1,5,1,6,1,5,4,6,5,2,12,4,2,14,8,13,13,31,12,9,34,0,6,1,1,3,6,13,2,4,3,2,7,10,8
"Ant55",1,7,0,3,0,1,2,3,4,4,3,1,2,1,4,3,0,0,2,4,3,6,4,15,7,2,6,0,3,0,6,13,10,8,9,2,6,3,9,2,2,3,1,1,1,1,3,4,8,1,3,0,5,0,10,14,11,10,0,7,2,3,7,1,3,2,2,14,3,4,12,0,2,3,1,15,3
"Ant63",5,1,10,1,4,4,5,0,0,3,0,0,2,0,3,5,4,0,6,0,0,4,1,1,6,0,1,0,0,6,0,2,0,1,2,1,4,2,5,3,4,15,6,2,1,0,3,3,3,2,2,19,1,1,1,3,5,2,0,0,0,0,0,9,3,3,0,1,3,1,3,1,5,6,2,4,5
"Ant97",0,22,0,0,3,6,2,4,18,0,7,6,10,4,27,0,0,22,0,23,4,1,13,12,12,6,4,6,13,13,2,0,17,17,20,10,7,1,7,1,2,0,3,1,1,3,3,6,7,3,4,0,13,4,3,19,15,11,5,12,8,9,6,1,6,10,2,3,3,14,0,5,0,0,7,8,0
"Ant98",3,22,1,2,2,5,8,37,19,8,24,11,14,4,5,0,1,14,0,31,14,0,10,8,5,1,5,2,9,10,0,17,0,16,4,10,4,4,1,0,2,1,0,0,0,0,0,1,4,1,8,0,2,1,5,9,7,27,0,10,9,12,27,0,8,1,1,2,1,12,1,6,2,1,25,4,9
"Ant100",3,33,0,5,5,5,10,27,29,1,25,20,19,6,5,0,12,7,3,19,20,0,23,22,8,21,15,5,14,8,1,17,16,0,4,12,11,0,3,0,13,0,1,0,1,5,0,0,7,3,4,0,3,2,7,11,9,19,8,19,6,13,35,0,14,1,3,5,1,19,2,9,3,1,41,18,6
"Ant109",1,7,3,2,1,23,6,1,5,3,9,0,0,0,4,0,5,0,2,0,1,6,2,11,8,2,7,1,1,9,2,20,4,4,0,0,4,1,7,3,3,0,1,0,1,0,1,8,6,8,0,0,0,3,4,2,15,0,0,3,1,0,3,3,7,0,4,1,2,6,1,0,1,3,0,10,12
"Ant115",6,29,0,0,0,4,9,18,29,10,40,4,4,2,6,0,3,30,2,6,4,0,7,9,1,8,2,1,6,2,1,10,10,12,0,0,9,0,0,0,6,3,0,1,0,1,0,0,4,1,1,0,6,0,5,7,4,16,13,3,2,13,71,0,9,1,0,1,0,17,0,8,0,2,29,11,0
"Ant117",12,12,3,0,9,6,8,4,6,6,2,1,4,0,13,2,8,6,7,1,4,3,7,4,6,3,14,2,14,6,4,7,4,11,4,9,0,0,3,6,6,2,3,1,1,0,2,13,12,2,3,4,5,3,3,4,11,15,0,4,1,2,3,1,3,1,3,13,1,5,0,0,9,6,0,10,8
"Ant127",4,3,2,0,7,0,1,0,5,1,2,0,1,0,4,1,7,0,0,5,3,1,2,1,13,3,4,0,1,3,2,1,4,0,1,0,0,0,12,1,2,0,4,1,0,0,1,0,2,2,0,0,0,3,6,4,0,0,0,5,2,0,1,0,1,2,3,2,6,2,0,2,4,8,2,0,5
"Ant137",11,8,10,7,4,2,4,0,3,5,0,0,2,0,2,0,10,0,1,4,0,0,2,2,14,4,6,1,1,9,5,7,1,3,7,0,3,12,0,7,8,1,3,0,2,2,0,8,1,6,0,0,0,5,5,0,0,5,0,1,0,0,1,0,5,4,0,0,4,1,5,1,4,11,0,14,2
"Ant139",0,0,9,0,3,1,1,0,2,0,0,0,1,0,0,1,5,0,1,2,0,1,0,1,4,1,8,0,2,2,3,1,0,0,3,0,6,1,7,0,4,3,4,0,5,0,0,1,8,0,0,3,0,4,1,2,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,5,3,0,9,0
"Ant153",2,9,1,4,9,16,12,3,10,2,2,0,0,0,3,5,4,0,2,2,1,1,7,3,2,0,9,1,7,2,4,2,2,13,3,6,6,2,8,4,0,1,3,3,0,1,0,10,3,1,1,0,0,11,2,0,8,7,0,9,0,5,1,1,12,2,2,5,3,8,1,0,4,3,0,19,4
"Ant156",0,1,4,4,1,0,1,1,0,1,0,0,0,0,0,10,4,0,4,2,4,4,0,0,1,0,0,0,0,3,15,0,1,0,0,3,2,0,1,3,1,0,0,3,28,1,12,1,4,2,2,12,1,14,2,2,2,0,0,2,0,0,0,6,0,1,1,1,3,1,9,0,9,4,0,2,2
"Ant159",0,1,6,4,3,0,4,0,2,0,3,0,1,0,1,6,8,0,0,0,0,2,2,2,13,0,1,0,1,1,6,3,0,1,1,0,3,4,3,4,3,0,0,5,4,0,4,3,4,1,0,0,0,5,2,0,0,0,0,0,0,0,1,0,3,1,0,3,8,0,5,0,21,4,0,3,9
"Ant169",2,3,8,1,0,4,4,0,3,0,7,3,1,0,0,2,0,2,4,0,2,2,2,2,2,0,1,0,5,1,2,1,0,0,0,1,1,1,0,0,3,3,5,0,2,0,5,5,4,0,8,3,0,0,2,0,0,2,0,1,1,3,0,0,8,3,5,1,1,0,0,0,5,7,0,0,3
"Ant173",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,8,0,0,4,0,0,2,0,1,2,0,1,0,1,1,1,1,0,1,1,0,1,0,2,5,0,28,4,2,0,0,8,8,1,1,2,17,0,4,0,0,1,0,0,0,0,0,0,2,0,0,1,2,2,0,4,0,7,3,0,6,0
"Ant176",1,4,0,2,1,4,2,22,14,0,2,7,17,15,3,0,2,23,0,0,4,0,18,7,0,4,3,16,6,1,0,3,0,5,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,9,0,0,16,7,9,17,4,1,6,0,0,2,0,6,1,16,0,3,0,8,0
"Ant178",0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,7,0,0,0,0,0,1,1,0,0,0,1,0,1,3,3,3,0,0,1,0,2,1,0,0,0,12,4,5,8,0,0,0,2,0,0,6,0,5,0,0,10,0,0,0,0,0,0,2,1,0,1,0,0,0,26,0,6,7,0,5,0
"Ant190",4,6,4,3,13,1,9,0,4,6,1,0,2,0,1,11,9,0,6,1,2,6,1,8,3,0,5,0,5,4,3,6,1,0,8,0,13,0,8,1,10,1,3,5,8,0,0,0,3,4,2,0,0,7,3,2,2,1,0,2,1,1,0,0,4,2,0,0,0,0,1,0,5,4,1,5,6
"Ant207",1,2,6,5,0,3,1,3,7,11,4,0,8,0,4,3,14,0,0,6,2,5,2,5,7,1,15,0,4,8,3,7,4,7,6,4,12,2,1,8,3,4,4,4,1,0,2,3,0,1,0,4,1,2,1,0,3,6,0,5,0,1,0,0,2,6,6,10,8,0,0,0,6,11,1,7,3
"Ant215",10,1,10,4,0,2,4,0,1,3,1,0,2,0,1,0,2,0,2,6,0,1,3,3,4,0,4,0,6,1,2,3,1,3,8,1,2,2,6,0,1,2,1,0,1,0,0,4,1,0,0,0,0,5,8,0,1,0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,2,2,1,5,1
"Ant218",1,16,0,1,2,1,0,1,5,2,5,8,1,0,2,2,0,0,5,2,0,0,3,0,1,0,2,0,5,3,2,4,8,4,0,1,3,0,0,0,1,2,0,8,2,0,0,2,0,0,0,0,1,0,4,13,2,8,0,8,0,3,0,2,0,0,0,2,0,2,0,0,0,8,3,2,3
"Ant219",0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,30,0,0,3,0,0,4,0,0,0,0,0,0,2,0,19,0,0,0,0,0,4,0,0,3,0,12,0,3,17,0,6,0,4,0,0,0,0,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,4,21,0,2,0
"Ant238",1,3,0,0,0,7,0,25,19,2,4,20,7,8,8,0,1,79,0,17,11,0,4,7,0,7,0,14,12,5,1,13,2,3,0,6,5,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,2,5,8,19,3,20,17,23,0,2,0,0,2,0,17,0,23,0,0,6,7,0
"Ant242",2,2,9,4,3,1,4,3,4,1,3,1,5,0,0,10,3,0,1,0,1,6,2,4,7,1,9,1,4,0,1,4,1,2,3,0,3,3,5,4,11,14,5,0,4,1,5,7,2,5,0,10,0,0,5,1,8,0,0,2,0,3,0,6,8,5,4,1,7,0,12,0,7,13,2,4,3
"Ant243",0,2,2,1,10,18,7,0,7,5,7,2,3,0,2,3,8,2,0,5,5,3,0,4,6,4,6,1,2,10,1,3,5,7,4,5,3,6,5,1,2,2,2,2,0,0,0,3,1,8,4,1,1,5,0,1,2,10,0,9,1,0,2,0,9,0,10,9,10,4,4,0,5,6,3,9,4
"Ant255",0,24,0,0,1,5,7,13,38,20,14,11,11,12,25,0,1,9,3,37,4,0,9,1,2,2,0,4,14,14,3,19,9,11,2,7,4,4,0,2,0,2,0,0,0,9,0,2,0,0,13,0,2,1,1,0,29,14,14,7,11,11,0,0,1,0,0,2,0,12,0,1,1,0,11,2,0
"Ant257",9,37,0,0,1,9,1,17,5,5,30,5,18,5,15,0,2,8,2,22,21,2,15,6,7,3,2,0,8,11,5,15,7,9,15,4,11,0,0,1,8,2,0,0,1,0,10,2,3,1,2,0,5,8,2,29,0,25,1,7,18,8,2,0,8,0,0,14,3,11,2,4,2,0,8,6,11
"Ant289",2,14,0,0,1,1,9,40,33,20,47,6,6,1,25,1,6,6,0,19,12,0,1,1,3,7,2,0,13,10,2,11,27,19,0,16,15,0,5,0,7,0,0,2,0,0,0,1,6,0,8,0,8,0,10,14,25,0,2,9,11,10,17,0,2,3,0,9,0,15,0,3,3,2,6,3,3
"Ant294",0,0,0,0,0,0,0,91,26,0,0,13,26,60,14,0,0,102,0,3,6,0,5,7,0,8,0,35,13,0,0,5,0,8,0,13,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,19,0,0,14,1,2,0,5,28,39,7,0,0,0,0,0,0,43,3,54,0,0,0,0,0
"Ant298",5,21,2,3,3,8,7,10,31,9,18,1,8,3,6,2,2,8,1,20,12,1,10,26,3,5,11,4,31,7,0,12,10,19,3,3,4,5,1,0,9,2,0,1,0,7,0,2,5,1,8,0,3,2,9,7,7,9,5,0,12,2,15,0,14,1,2,4,1,8,2,5,6,4,25,13,10
"Ant324",3,5,2,0,0,5,0,25,21,18,4,3,18,32,5,0,1,28,1,6,3,0,3,2,0,12,0,10,12,2,0,8,9,6,1,2,1,2,0,0,0,0,0,1,0,9,0,1,0,1,0,0,20,0,1,11,18,11,28,12,0,10,6,0,0,0,0,5,0,9,0,8,0,0,5,1,0
"Ant347",8,33,1,0,0,2,9,31,29,7,43,32,17,23,11,0,1,41,1,10,13,0,21,3,1,6,0,17,9,3,0,9,12,13,0,13,2,0,0,0,5,0,0,3,0,17,0,1,1,0,3,0,17,3,0,11,8,10,39,2,10,0,26,0,6,1,0,6,0,17,0,24,1,0,27,6,7
"Ant356",3,14,0,0,0,5,1,28,55,12,41,29,9,4,9,1,2,20,0,15,31,1,14,7,0,7,1,5,34,7,0,6,27,35,3,71,3,1,1,0,1,0,1,0,0,4,0,0,0,1,0,0,23,0,2,0,2,17,7,15,6,26,0,0,21,0,3,9,5,45,0,2,3,2,13,12,4
"Ant380",2,3,3,1,2,0,1,0,0,0,0,0,0,0,3,8,1,0,1,1,0,0,0,0,1,0,1,0,0,1,9,1,0,0,3,0,1,0,0,0,1,6,0,0,2,1,2,0,0,0,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2
"Ant387",16,13,4,1,10,10,9,0,25,4,4,1,0,0,1,2,7,4,6,1,4,1,9,9,5,1,21,1,6,3,3,6,8,14,7,9,3,1,5,1,12,0,3,8,0,6,1,4,2,2,0,0,2,8,9,1,8,2,0,14,0,6,21,0,0,1,5,5,4,14,1,6,3,5,2,13,5
"Ant390",1,0,6,0,4,6,3,0,3,1,0,0,0,0,3,0,3,0,0,0,3,2,5,2,3,0,3,0,1,2,3,10,1,1,0,1,1,2,4,1,2,1,1,3,0,0,0,2,6,0,0,0,0,5,0,0,0,3,0,1,0,1,0,0,1,0,0,1,1,0,2,0,1,8,1,3,5
"Ant394",0,3,1,7,3,3,6,0,0,0,9,1,2,2,3,1,1,5,0,4,3,0,5,2,7,2,5,0,1,2,0,2,1,3,4,0,3,3,0,1,2,1,0,5,1,0,1,0,6,1,0,0,0,4,10,0,0,0,0,2,0,0,3,0,5,0,0,5,5,2,0,0,1,8,0,2,0
"Ant400",7,13,6,3,0,2,6,6,3,12,4,0,4,2,0,0,35,8,2,1,2,5,7,4,9,6,10,0,3,14,1,3,2,5,1,1,13,2,0,1,5,1,3,1,2,2,0,0,10,0,2,0,2,1,9,2,14,9,0,4,5,6,9,0,5,1,5,0,1,2,1,0,6,14,4,2,6
"Ant482",12,2,5,8,10,1,10,0,1,0,1,0,0,0,0,1,3,0,0,7,0,4,0,3,19,2,1,0,6,3,3,3,1,1,2,0,1,6,4,0,3,3,8,1,2,0,0,0,8,0,0,0,0,7,10,0,3,0,0,1,0,0,5,0,4,1,5,1,0,6,5,0,4,8,1,5,0
"Ant492",7,41,0,1,0,9,28,62,20,9,51,6,25,18,18,1,4,38,4,7,20,3,10,5,1,7,9,24,13,4,1,14,12,19,6,17,5,2,1,0,8,1,0,0,0,6,0,0,0,0,2,0,17,0,4,12,11,15,43,8,9,17,45,0,14,0,2,2,6,0,1,25,0,4,18,7,5
"Ant501",6,1,3,2,2,0,1,0,0,2,1,0,2,0,0,6,0,2,0,0,0,0,2,0,4,1,3,0,2,12,3,0,1,2,1,0,0,0,5,1,1,9,5,0,4,1,26,1,0,0,0,6,0,12,4,0,2,0,3,2,0,0,0,0,1,2,0,1,5,1,0,0,6,2,0,2,1
"Ant507",0,4,0,0,0,1,0,68,15,7,16,12,34,28,16,0,2,64,1,8,10,0,16,8,0,16,1,24,4,0,1,5,6,9,0,8,0,2,1,0,0,0,0,0,0,16,0,0,0,0,0,0,23,0,0,1,4,3,54,5,8,24,2,0,6,0,0,0,0,25,0,0,1,0,9,2,0
"Ant538",8,3,10,17,11,2,0,0,2,0,2,0,0,0,1,4,0,1,18,1,1,2,3,3,5,0,14,0,3,2,5,0,2,3,1,0,9,4,4,5,4,9,21,5,7,0,6,5,6,2,0,4,0,7,5,1,2,3,0,6,0,1,3,4,3,1,1,6,4,0,6,1,0,12,1,6,9
"Ant552",7,4,12,3,8,11,6,0,7,5,5,0,0,0,0,3,37,1,1,0,1,3,2,4,7,4,3,0,2,3,6,0,1,1,3,2,6,8,11,3,3,4,4,7,3,3,7,4,11,2,8,21,0,13,6,0,0,2,0,4,0,0,2,4,5,8,8,14,8,4,2,0,12,0,0,2,3
"Ant560",1,6,0,0,2,3,7,62,24,1,25,15,11,8,18,0,8,42,0,20,7,0,12,11,1,1,0,0,7,1,2,7,25,41,0,29,0,2,0,0,0,0,0,0,0,0,0,1,1,1,3,0,6,2,3,11,8,6,0,25,5,27,13,0,2,1,0,4,1,18,0,9,1,0,0,4,2
"Ant564",2,18,0,3,7,12,13,4,12,1,3,1,4,0,4,2,8,6,0,6,3,2,12,10,6,10,13,3,10,15,4,8,4,18,10,11,10,0,14,9,19,2,3,0,6,8,5,5,7,5,2,2,7,4,9,2,6,3,0,13,1,6,12,0,13,3,2,2,5,7,2,2,6,2,4,0,6
"Ant593",8,16,1,0,5,2,11,1,7,2,0,0,1,2,2,0,13,3,1,7,8,0,10,7,2,3,11,1,8,3,5,0,9,6,12,0,8,5,2,0,4,2,9,3,0,0,0,6,3,1,3,0,0,3,4,0,11,3,0,10,0,7,4,2,5,5,0,6,0,5,1,0,9,3,2,6,0
