"","Ant4","Ant540","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant76","Ant191","Ant202","Ant268","Ant518","Ant0","Ant23","Ant29","Ant32","Ant42","Ant44","Ant55","Ant63","Ant97","Ant109","Ant115","Ant117","Ant127","Ant139","Ant153","Ant156","Ant173","Ant176","Ant178","Ant190","Ant207","Ant215","Ant218","Ant219","Ant242","Ant243","Ant255","Ant294","Ant347","Ant356","Ant380","Ant387","Ant390","Ant394","Ant400","Ant482","Ant501","Ant538","Ant560","Ant564","Ant593"
"Ant387",5,1,6,6,0,10,0,0,2,0,16,3,6,2,9,1,0,8,24,3,1,44,1,0,5,22,1,3,1,1,17,1,4,13,1,4,0,4,2,0,0,0,4,2,0,2,9,5,2,9,5,4,3,9
"Ant390",1,2,1,0,0,0,2,3,0,3,2,7,2,3,1,3,0,0,1,0,10,4,2,1,1,1,1,7,6,3,1,0,14,2,2,0,0,4,3,0,0,1,0,3,2,0,2,1,13,1,0,0,4,0
"Ant394",5,1,4,1,0,3,8,7,6,0,11,0,2,1,9,6,3,6,15,3,8,14,2,0,17,5,3,1,1,1,7,5,2,7,0,1,0,5,2,0,0,2,2,1,9,2,0,3,3,17,7,4,5,2
"Ant400",3,1,9,21,0,42,10,9,10,0,10,3,5,0,29,3,11,19,2,25,3,3,5,12,13,4,0,4,0,0,6,3,1,2,2,7,0,3,4,11,7,25,56,1,5,1,3,0,1,1,1,22,26,8
"Ant482",7,4,6,0,0,0,0,3,0,2,7,6,3,1,1,1,0,1,5,0,1,4,4,0,10,7,4,12,11,3,3,1,29,3,1,1,0,10,1,0,0,0,0,1,2,13,3,1,0,3,3,0,5,2
"Ant501",6,3,7,1,0,9,5,10,0,2,6,0,4,1,2,2,0,6,17,9,3,24,0,3,9,3,5,10,1,0,11,0,5,13,9,13,0,5,1,0,0,5,15,0,9,1,17,1,3,0,10,2,19,5
"Ant538",5,3,3,0,0,1,0,5,2,13,1,5,1,11,2,8,0,2,2,3,3,5,0,0,7,5,7,5,5,8,2,4,2,18,4,2,26,4,1,0,0,0,4,6,5,0,7,1,3,10,0,3,2,3
"Ant560",19,1,11,7,0,14,14,8,4,2,17,1,19,0,27,6,13,27,19,23,8,13,3,0,3,4,0,7,0,0,22,0,3,16,6,4,0,0,11,0,0,0,20,1,4,0,4,22,0,2,3,0,10,2
"Ant564",0,4,32,18,0,18,37,34,15,0,12,6,18,2,30,0,6,17,30,10,19,9,26,3,18,5,2,17,3,0,17,3,4,2,0,21,0,0,11,0,2,8,39,2,3,4,5,26,5,19,2,10,0,4
"Ant593",3,1,2,4,0,7,0,0,4,0,4,1,1,0,4,1,12,2,14,0,0,3,0,2,17,2,1,7,0,10,4,0,5,2,5,1,0,3,1,10,25,9,1,0,9,0,2,8,2,5,3,2,4,0
