"","Ant4","Ant540","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant76","Ant191","Ant202","Ant268","Ant518","Ant0","Ant23","Ant29","Ant32","Ant42","Ant44","Ant55","Ant63","Ant97","Ant109","Ant115","Ant117","Ant127","Ant139","Ant153","Ant156","Ant173","Ant176","Ant178","Ant190","Ant207","Ant215","Ant218","Ant219","Ant242","Ant243","Ant255","Ant294","Ant347","Ant356","Ant380","Ant387","Ant390","Ant394","Ant400","Ant482","Ant501","Ant538","Ant560","Ant564","Ant593"
"Ant55",6,0,12,15,0,23,10,28,20,4,11,1,11,1,12,2,7,13,20,0,6,22,14,8,31,2,0,5,0,2,6,7,0,5,3,1,1,3,4,0,0,7,25,2,8,0,6,18,4,24,1,16,9,11
"Ant63",6,0,8,4,0,3,10,6,1,5,10,1,3,1,0,5,0,5,12,6,0,6,1,2,4,13,0,4,1,2,6,9,1,9,5,2,1,5,2,0,0,5,3,20,6,2,13,2,2,8,3,1,1,6
"Ant97",27,3,12,5,0,6,3,0,10,0,17,5,4,4,22,16,1,25,8,22,6,0,5,1,21,10,1,7,0,3,6,3,5,20,1,1,3,17,15,0,0,0,5,0,58,1,27,3,4,16,6,4,12,13
"Ant109",1,0,8,21,0,32,22,15,5,0,6,1,9,1,11,0,3,13,1,14,1,5,0,1,9,2,0,1,0,0,9,2,0,0,0,1,0,0,5,0,0,29,15,4,0,0,0,28,0,7,1,12,33,5
"Ant115",1,0,11,14,0,13,12,5,27,0,2,0,12,0,9,1,7,3,2,8,2,1,1,0,5,0,0,1,0,0,3,1,0,0,0,0,0,0,0,7,19,10,8,0,0,2,1,5,0,8,0,6,8,5
"Ant117",5,1,17,9,0,4,8,4,3,0,22,3,6,1,12,5,0,9,7,31,4,21,9,5,0,6,4,12,1,1,11,16,2,29,0,9,0,2,5,0,0,7,3,5,22,1,13,4,10,12,1,4,4,11
"Ant127",5,0,1,2,0,1,1,0,5,8,9,0,6,2,3,8,0,3,1,2,13,10,2,0,6,0,0,7,0,2,2,1,2,3,0,4,3,3,1,0,0,1,3,8,11,0,11,0,0,8,16,0,0,6
"Ant139",3,5,3,0,0,0,0,4,0,17,5,0,0,6,1,5,0,1,1,0,0,1,0,0,4,0,0,13,6,3,0,6,9,9,2,1,4,8,0,0,0,0,0,0,2,3,1,0,1,2,14,0,0,3
"Ant153",7,2,12,0,0,0,0,10,7,13,13,8,0,0,4,3,2,12,1,5,4,7,1,1,12,7,13,0,2,1,0,4,3,18,1,6,2,14,0,0,0,0,0,0,15,3,4,1,2,7,8,8,1,4
"Ant156",0,6,1,0,0,1,3,9,1,9,1,0,0,1,0,2,0,2,1,0,1,0,0,0,1,0,6,2,0,0,0,6,24,3,1,14,17,5,5,0,0,3,0,0,2,4,0,0,0,4,7,0,1,0
"Ant173",2,3,1,0,0,1,2,3,1,8,3,14,0,4,0,1,0,1,0,2,2,3,0,0,1,2,3,1,0,0,1,0,0,8,14,16,14,5,4,0,0,0,0,1,1,1,0,2,7,1,5,1,1,7
"Ant176",4,2,6,7,0,17,17,1,25,0,13,0,10,0,8,1,4,19,0,6,6,6,9,3,11,2,0,0,0,1,0,3,0,2,1,6,0,0,2,5,16,24,37,1,3,0,2,32,0,12,4,13,19,12
"Ant178",11,2,4,5,0,1,2,3,2,12,15,2,3,0,0,7,2,1,9,7,9,3,2,1,16,1,6,4,6,0,3,0,0,16,1,4,4,8,2,0,0,1,3,4,18,2,3,0,2,5,17,4,1,0
"Ant190",10,8,5,2,0,1,7,0,0,6,7,0,0,4,0,12,1,3,1,0,1,5,0,0,2,2,9,3,24,0,0,0,0,4,3,4,6,21,2,0,0,0,1,5,0,1,1,0,3,8,11,0,1,8
"Ant207",7,14,8,0,0,5,0,14,1,11,14,3,0,3,9,16,4,14,2,5,9,20,0,0,29,3,9,18,3,8,2,16,4,0,7,3,10,22,0,0,0,1,0,0,19,7,15,0,13,6,13,6,2,7
"Ant215",7,3,11,0,0,3,7,1,1,4,9,1,2,2,4,4,5,12,1,3,5,1,0,0,0,0,2,1,1,14,1,1,3,7,0,2,4,1,1,0,0,2,2,0,4,0,11,6,7,3,3,8,1,3
"Ant218",5,9,10,4,0,3,5,3,0,6,4,7,1,1,7,4,2,3,2,1,2,1,1,0,9,4,1,6,14,16,6,4,4,3,2,0,1,2,2,0,0,0,2,7,0,12,3,5,3,2,1,3,1,0
"Ant219",0,6,1,0,0,1,0,0,0,21,1,6,0,5,0,2,0,0,4,1,1,3,0,0,0,3,4,2,17,14,0,4,6,10,4,1,0,19,0,0,0,0,0,0,3,0,0,0,4,3,18,0,0,1
"Ant242",5,2,0,1,0,1,0,1,1,6,3,4,1,4,2,9,0,3,2,3,5,17,0,0,2,3,8,14,5,5,0,8,21,22,1,2,19,0,0,0,0,0,2,2,3,3,3,0,8,2,1,3,1,4
"Ant243",0,0,18,0,0,5,25,8,4,3,15,8,8,0,21,9,0,8,0,4,2,15,5,0,5,1,0,0,5,4,2,2,2,0,1,2,0,0,0,0,0,2,0,2,1,0,0,7,5,14,15,3,2,13
"Ant255",0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,1,0,5,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,31,10,0,0,0,0,0,0,0,0,0,0,0,0
"Ant294",0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,29,0,9,0,0,0,0,19,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,31,0,2,0,0,0,0,0,5,0,0,0,0,0,0
"Ant347",1,0,16,26,0,25,31,15,46,1,3,2,25,0,4,0,16,8,12,7,5,0,29,10,7,1,0,0,3,0,24,1,0,1,2,0,0,0,2,10,2,0,21,2,1,0,2,27,2,4,1,20,34,18
"Ant356",2,0,17,15,0,116,37,2,17,2,23,2,11,0,53,0,37,56,7,25,3,5,15,8,3,3,0,0,0,0,37,3,1,0,2,2,0,2,0,0,0,21,0,5,19,0,3,87,1,4,3,56,76,18
"Ant380",1,0,3,1,0,1,6,1,0,5,3,4,0,2,0,5,1,4,0,2,20,0,4,0,5,8,0,0,0,1,1,4,5,0,0,7,0,2,2,0,0,2,5,0,1,1,2,2,0,6,1,2,4,5
"Ant387",18,2,9,6,0,10,0,0,7,0,15,3,5,0,12,7,2,24,3,8,6,58,0,0,22,11,2,15,2,1,3,18,0,19,4,0,3,3,1,0,0,1,19,1,0,0,26,9,10,6,8,4,4,6
"Ant390",1,4,0,0,0,0,0,0,0,9,3,4,0,0,0,0,0,2,3,0,2,1,0,2,1,0,3,3,4,1,0,2,1,7,0,12,0,3,0,0,0,0,0,1,0,0,0,0,10,1,11,1,2,0
"Ant394",1,2,1,2,0,5,2,3,5,0,6,0,1,3,4,1,15,8,9,6,13,27,0,1,13,11,1,4,0,0,2,3,1,15,11,3,0,3,0,0,0,2,3,2,26,0,0,1,3,6,2,7,4,4
"Ant400",5,0,32,30,0,28,17,16,21,0,29,1,4,1,29,0,21,21,4,18,2,3,28,5,4,0,0,1,0,2,32,0,0,0,6,5,0,0,7,0,5,27,87,2,9,0,1,0,2,7,0,26,19,5
"Ant482",4,22,0,0,0,4,1,8,1,10,9,0,2,9,4,8,0,8,2,4,2,4,0,0,10,0,1,2,0,7,0,2,3,13,7,3,4,8,5,0,0,2,1,0,10,10,3,2,0,5,4,2,2,2
"Ant501",4,0,6,9,0,9,32,14,6,2,9,6,16,5,13,5,3,5,11,24,8,16,7,8,12,8,2,7,4,1,12,5,8,6,3,2,3,2,14,0,0,4,4,6,6,1,6,7,5,0,2,6,15,7
"Ant538",7,1,2,0,0,1,0,7,3,12,5,0,2,17,2,9,0,7,0,1,3,6,1,0,1,16,14,8,7,5,4,17,11,13,3,1,18,1,15,0,0,1,3,1,8,11,2,0,4,2,0,4,2,1
"Ant560",4,1,9,4,0,52,17,5,34,0,24,1,13,1,53,5,26,31,3,16,1,4,12,6,4,0,0,8,0,1,13,4,0,6,8,3,0,3,3,0,0,20,56,2,4,1,7,26,2,6,4,0,43,22
"Ant564",4,0,17,30,0,45,22,25,11,0,20,1,22,0,14,2,24,24,8,9,1,12,33,8,4,0,0,1,1,1,19,1,1,2,1,1,0,1,2,0,0,34,76,4,4,2,4,19,2,15,2,43,0,17
"Ant593",15,0,15,9,0,14,15,1,7,1,28,0,4,0,17,7,4,15,5,11,6,13,5,5,11,6,3,4,0,7,12,0,8,7,3,0,1,4,13,0,0,18,18,5,6,0,4,5,2,7,1,22,17,0
