"","Ant4","Ant260","Ant52","Ant540","Ant7","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant202","Ant209","Ant268","Ant308","Ant518","Ant0","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant55","Ant63","Ant97","Ant98","Ant100","Ant109","Ant115","Ant117","Ant127","Ant137","Ant139","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant190","Ant207","Ant215","Ant218","Ant219","Ant238","Ant242","Ant243","Ant255","Ant257","Ant289","Ant294","Ant298","Ant324","Ant347","Ant356","Ant380","Ant387","Ant390","Ant394","Ant400","Ant482","Ant492","Ant501","Ant507","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant115",0,41,0,0,0,0,1,18,30,7,17,2,10,4,15,0,1,24,0,6,9,0,10,5,0,5,0,2,5,2,0,12,14,13,0,0,4,1,1,0,0,0,0,1,0,10,2,0,3,0,1,0,2,0,0,10,7,7,8,9,15,9,62,0,1,0,0,0,0,11,1,6,0,0,24,1,3
"Ant117",3,7,8,1,1,1,7,0,6,6,12,1,3,2,1,0,6,0,0,5,16,0,5,7,5,0,7,0,13,15,6,6,8,2,10,4,0,2,0,4,1,2,1,3,4,0,5,2,7,8,5,2,0,15,4,1,1,7,0,2,0,3,9,0,3,2,5,0,14,0,0,0,2,10,4,3,6
"Ant127",6,3,7,0,2,8,5,2,2,1,0,0,1,0,0,1,10,0,0,0,3,0,2,7,1,0,12,3,4,2,4,3,8,5,2,1,2,0,8,1,0,1,0,1,3,3,2,16,0,0,5,4,0,23,9,4,1,2,0,3,0,1,1,0,3,1,3,6,1,0,0,0,2,6,0,7,2
"Ant137",1,1,8,8,2,4,8,1,2,3,2,0,0,2,0,2,1,0,0,0,2,1,3,0,6,0,3,0,0,4,8,4,5,8,1,1,0,8,0,7,5,0,6,3,9,0,2,14,9,14,2,7,0,8,7,6,2,0,0,0,0,0,7,3,6,7,3,4,3,1,2,0,1,7,3,4,3
"Ant139",5,0,11,0,3,5,0,0,7,0,0,0,0,0,1,2,8,2,6,0,1,0,4,9,7,1,2,0,3,3,4,3,4,3,1,0,4,1,7,0,0,6,4,2,5,0,15,2,2,0,1,7,0,5,7,0,0,0,0,2,0,0,1,0,3,1,3,4,6,0,5,0,0,17,0,4,3
"Ant153",5,3,4,1,1,2,15,13,8,4,3,0,3,0,0,0,7,0,0,1,4,2,4,1,0,2,10,1,9,8,3,6,12,10,6,0,1,0,5,0,0,0,1,0,0,0,2,1,7,0,0,8,0,0,7,0,0,0,0,4,0,1,0,0,3,2,7,0,1,1,7,0,6,6,0,7,2
"Ant156",2,1,5,8,3,3,1,0,0,1,0,0,0,0,1,5,8,0,5,1,1,2,2,4,7,0,4,0,1,0,3,0,3,3,4,0,2,1,0,6,0,0,2,0,0,1,3,2,5,1,3,8,0,0,4,2,2,0,0,0,0,0,4,0,5,3,5,1,15,0,7,1,6,8,0,0,3
"Ant159",2,2,5,1,2,1,4,0,0,1,4,0,0,0,0,2,2,0,0,0,1,0,0,0,11,0,0,0,0,1,3,1,0,0,0,0,1,0,6,4,1,2,0,2,2,0,0,4,4,7,2,1,0,2,0,0,3,0,0,0,1,0,0,1,1,3,0,0,3,1,1,0,0,7,0,0,2
"Ant169",0,5,3,3,0,0,3,0,1,2,2,0,2,0,0,6,5,0,1,0,3,5,5,1,3,0,0,0,1,2,10,7,0,1,2,1,3,1,3,2,0,0,2,0,1,0,0,2,7,4,1,1,0,5,0,1,0,0,0,2,0,1,4,6,0,7,1,0,2,2,7,0,0,2,0,1,1
"Ant173",0,2,13,0,0,1,0,0,1,0,4,0,0,0,0,2,2,0,0,0,0,5,0,0,4,0,0,0,0,6,1,2,3,1,3,0,4,3,9,5,0,0,2,1,0,1,0,0,1,6,0,14,0,4,4,0,0,0,0,0,0,0,1,3,1,0,1,6,2,1,0,0,1,3,0,0,1
"Ant176",0,29,6,0,0,3,4,24,17,3,3,0,1,8,4,0,0,36,0,3,4,0,1,3,1,3,1,2,0,4,1,22,6,11,3,10,0,3,0,0,0,1,0,0,1,0,0,0,1,3,8,0,2,0,3,27,19,15,11,1,7,12,20,0,0,0,1,2,1,7,2,2,1,0,8,10,2
"Ant178",1,1,0,0,7,9,3,0,6,9,2,1,3,0,3,1,17,0,2,0,4,6,1,8,0,0,7,0,0,3,18,9,5,3,3,2,5,2,2,15,2,3,0,0,0,0,0,2,20,0,0,3,0,0,2,1,2,5,0,3,0,1,5,2,12,6,2,9,1,0,1,0,12,11,0,3,0
"Ant190",1,9,5,0,4,1,0,0,3,3,0,0,24,0,3,0,11,0,0,0,8,0,10,0,3,0,0,0,3,4,9,1,7,0,1,0,2,16,14,2,1,2,4,2,0,0,2,0,7,0,0,4,0,0,1,2,8,1,0,0,16,2,4,0,1,1,3,0,2,1,4,0,2,1,0,6,10
"Ant207",5,1,2,9,1,1,2,0,5,7,6,0,0,2,0,5,9,3,4,2,7,0,4,2,2,1,6,0,15,2,5,2,4,0,9,3,7,0,9,2,7,5,4,7,1,1,20,7,0,1,2,13,0,3,5,5,2,2,0,3,4,8,3,0,4,14,2,1,0,5,9,0,10,11,2,8,11
"Ant215",0,5,19,0,0,0,0,2,0,7,3,0,0,0,1,4,1,0,3,5,2,0,6,2,2,0,0,0,1,0,0,0,5,0,1,0,8,0,14,0,0,1,7,4,6,3,0,0,1,0,1,1,0,4,1,7,5,1,0,0,1,8,0,0,3,1,2,3,9,1,1,1,4,4,2,2,6
"Ant218",0,3,0,0,0,0,5,0,11,4,3,0,4,0,3,0,6,0,0,2,6,0,7,3,0,0,4,1,0,4,1,9,15,8,1,1,5,5,2,1,0,3,2,1,0,8,0,0,2,1,0,0,0,0,0,3,23,10,0,7,0,5,0,11,0,9,0,1,1,0,0,0,1,16,4,9,2
"Ant219",4,0,4,1,1,2,2,0,2,3,1,0,0,0,0,7,4,0,0,0,5,7,6,1,5,0,1,0,0,0,11,0,2,0,3,0,2,4,7,7,8,8,1,1,14,0,3,4,13,1,0,0,0,12,5,0,0,0,0,2,0,0,0,1,0,7,5,0,1,1,2,0,33,18,0,1,3
"Ant238",0,0,0,0,0,0,0,4,19,0,0,10,0,11,3,0,0,8,0,9,0,0,0,3,0,3,0,11,8,0,0,0,3,27,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,6,1,7,0,0,0,0,0,0,0,51,0,8,0,0,0,0,0
"Ant242",2,1,23,1,0,1,3,0,1,2,3,0,0,0,0,6,8,0,1,0,0,1,0,1,1,0,3,0,3,5,9,1,5,0,1,0,15,23,8,5,0,0,2,5,4,0,0,0,3,4,0,12,0,0,4,0,0,1,0,2,0,0,0,1,2,5,2,1,0,2,1,0,16,8,0,4,2
"Ant243",6,1,2,0,4,10,11,7,3,1,5,0,1,0,0,2,2,0,1,4,3,0,3,2,2,1,1,0,1,3,2,7,4,3,17,0,4,9,7,7,7,4,0,0,4,3,2,1,5,1,0,5,0,4,0,3,2,0,0,4,0,1,2,1,7,4,1,3,3,2,2,0,2,7,0,7,0
"Ant255",0,20,0,0,2,2,1,29,23,10,26,15,26,25,17,1,3,13,2,38,2,0,7,6,1,0,0,2,14,10,0,27,13,2,0,10,1,4,6,0,0,2,0,1,0,27,1,2,5,7,3,0,0,0,3,0,18,26,0,2,1,11,29,1,0,1,7,6,0,9,1,10,0,0,34,4,2
"Ant257",0,18,4,0,2,5,12,13,6,11,18,9,22,12,25,0,1,22,0,7,1,0,3,18,6,0,2,0,10,2,2,3,12,7,2,7,1,1,2,0,0,2,3,0,0,19,2,8,2,5,23,0,0,0,2,18,0,7,0,4,1,6,10,3,1,2,10,7,2,5,4,0,0,3,3,3,7
"Ant289",0,16,9,0,1,6,0,28,10,15,22,6,14,0,12,0,3,8,0,23,2,0,10,9,1,4,0,2,8,0,1,17,10,14,4,7,7,2,0,0,0,0,0,0,0,15,5,1,2,1,10,0,0,1,0,26,7,0,0,7,11,8,44,0,0,0,1,1,4,3,7,6,0,0,25,8,2
"Ant294",0,0,0,0,0,0,0,90,31,0,0,61,12,6,15,0,0,32,0,34,9,0,2,2,0,36,0,17,9,0,0,0,7,61,0,8,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,8,0,0,0,0,0,0,13,32,11,1,0,0,0,0,0,0,15,0,94,0,0,0,1,0
"Ant298",4,5,3,0,0,2,5,28,7,4,12,3,5,0,14,0,2,39,2,7,28,0,14,15,1,16,4,3,13,0,0,14,8,35,2,9,2,3,0,2,4,0,0,2,0,1,3,0,3,0,7,2,6,2,4,2,4,7,13,0,17,5,11,0,5,0,0,6,3,7,0,14,1,2,13,7,2
"Ant324",0,20,0,0,1,0,1,21,19,0,4,1,12,4,14,0,0,37,0,4,4,0,2,0,0,16,0,6,16,1,0,3,14,9,0,15,0,0,0,0,0,0,1,0,0,7,0,16,4,1,0,0,1,0,0,1,1,11,32,17,0,13,2,1,0,0,1,0,0,0,1,18,0,0,7,11,1
"Ant347",0,27,5,0,0,0,2,24,10,2,5,13,30,23,13,0,10,18,1,18,14,0,4,12,0,28,1,15,5,2,1,13,14,17,0,9,3,1,0,0,1,0,0,1,0,12,1,2,8,8,5,0,7,0,1,11,6,8,11,5,13,0,24,0,5,0,1,0,1,5,5,4,1,0,19,2,7
"Ant356",0,22,3,0,1,4,1,47,19,25,27,31,18,2,6,0,10,4,0,82,8,0,11,14,2,6,2,3,6,6,0,25,46,4,1,62,9,1,7,1,0,4,0,4,1,20,5,4,3,0,0,0,0,0,2,29,10,44,1,11,2,24,0,0,4,0,1,3,6,1,0,1,0,5,45,6,3
"Ant380",0,0,1,1,1,4,0,1,1,0,2,1,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,6,3,0,2,0,0,0,11,1,0,1,1,1,3,0,0,0,1,0,0,0,0,2,1,2,1,0,2,0,3,0,0,2,0
"Ant387",8,6,1,0,6,10,12,0,2,1,6,1,1,0,0,2,15,0,1,1,5,1,8,4,1,2,16,1,1,10,0,3,5,4,6,1,3,3,6,3,3,5,1,0,1,0,12,1,4,3,0,0,0,2,7,0,1,0,0,5,0,5,4,0,0,1,2,7,5,4,0,0,12,5,0,4,5
"Ant390",0,0,3,0,1,2,0,0,0,0,5,0,0,0,0,3,3,0,0,0,0,2,2,0,0,0,7,0,0,4,8,3,4,2,1,0,2,1,7,1,2,3,3,7,0,0,6,1,14,1,9,7,0,5,4,1,2,0,0,0,0,0,0,2,1,0,4,0,2,2,2,0,0,0,0,1,0
"Ant394",1,7,1,1,0,1,5,0,6,4,0,1,0,5,0,1,3,2,1,9,1,6,5,0,2,1,3,0,6,4,3,2,8,3,0,0,5,3,3,3,7,5,0,1,1,1,2,3,2,2,0,5,0,2,1,7,10,1,0,0,1,1,1,1,2,4,0,5,3,1,4,0,0,4,1,13,6
"Ant400",4,11,1,0,0,4,5,4,9,10,1,2,3,0,0,0,16,0,1,0,6,0,4,1,1,0,11,0,7,3,1,5,22,10,2,0,0,6,4,4,0,1,0,0,6,2,9,0,1,3,1,0,0,1,3,6,7,1,0,6,0,0,3,2,7,0,5,0,5,0,0,0,0,9,1,5,7
"Ant482",3,2,13,8,1,1,0,0,0,0,4,0,2,0,0,6,6,0,2,6,4,1,3,3,4,0,2,0,2,5,3,0,5,1,2,0,14,1,3,6,1,15,3,2,2,1,1,2,0,9,1,1,0,0,3,0,2,4,0,3,0,1,6,1,5,2,3,5,0,0,1,0,1,5,0,12,7
"Ant492",5,4,1,0,0,2,1,50,49,9,10,18,4,36,20,0,0,14,0,33,6,0,4,2,0,8,3,18,7,1,0,5,8,87,0,11,0,0,1,0,1,0,1,2,1,7,0,1,5,1,0,1,51,2,2,9,5,3,15,7,0,5,1,0,4,2,1,0,0,0,3,21,0,2,3,8,1
"Ant501",0,5,3,2,0,2,3,0,5,2,1,0,0,0,1,2,9,0,3,1,4,2,3,0,2,0,2,1,0,1,0,1,0,0,0,1,0,0,2,5,7,7,1,7,0,2,1,4,9,1,0,2,0,1,2,1,4,7,0,0,1,5,0,2,0,2,4,0,1,3,0,0,5,3,0,1,1
"Ant507",0,0,0,0,0,0,0,34,15,2,0,18,15,3,15,0,0,65,0,5,3,0,6,6,0,34,0,27,17,0,0,0,10,27,0,6,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,8,0,0,10,0,6,94,14,18,4,1,0,0,0,0,0,0,21,0,0,0,0,5,0,0
"Ant538",4,2,15,1,1,0,6,1,0,2,3,0,0,0,0,0,2,4,3,0,0,6,1,4,5,0,2,0,0,6,3,3,3,0,2,0,2,2,1,0,6,6,0,0,1,1,12,2,10,4,1,33,0,16,2,0,0,0,0,1,0,1,0,3,12,0,0,0,1,0,5,0,0,2,0,1,0
"Ant552",6,2,9,4,6,4,4,0,2,3,1,0,0,0,0,7,45,0,8,0,5,4,4,12,9,0,26,0,4,6,11,4,7,5,2,0,10,6,7,17,6,8,7,2,3,0,11,1,11,4,16,18,0,8,7,0,3,0,0,2,0,0,5,0,5,0,4,9,5,2,3,0,2,0,0,5,8
"Ant560",0,7,0,0,0,2,1,31,26,10,20,11,9,1,5,2,1,15,1,42,5,2,6,1,1,2,0,2,5,1,0,3,17,9,2,24,4,0,3,0,0,0,0,0,0,8,0,0,2,2,4,0,0,0,0,34,3,25,0,13,7,19,45,0,0,0,1,1,0,3,0,5,0,0,0,3,2
"Ant564",10,36,3,0,0,10,0,10,12,8,4,10,5,1,6,2,4,3,3,14,2,1,4,8,0,0,11,3,9,2,2,7,19,5,14,1,3,7,4,4,7,0,0,1,0,10,3,6,8,2,9,1,0,4,7,4,3,8,1,7,11,2,6,2,4,1,13,5,12,8,1,0,1,5,3,0,2
"Ant593",4,10,5,0,2,6,0,1,2,20,2,0,4,0,2,1,22,0,0,0,4,2,7,13,4,0,9,0,6,7,0,4,8,2,3,3,6,2,3,3,2,3,2,1,1,2,0,10,11,6,2,3,0,2,0,2,7,2,0,2,1,7,3,0,5,0,6,7,7,1,1,0,0,8,2,2,0
