"","Ant4","Ant260","Ant52","Ant540","Ant7","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant202","Ant209","Ant268","Ant308","Ant518","Ant0","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant55","Ant63","Ant97","Ant98","Ant100","Ant109","Ant115","Ant117","Ant127","Ant137","Ant139","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant190","Ant207","Ant215","Ant218","Ant219","Ant238","Ant242","Ant243","Ant255","Ant257","Ant289","Ant294","Ant298","Ant324","Ant347","Ant356","Ant380","Ant387","Ant390","Ant394","Ant400","Ant482","Ant492","Ant501","Ant507","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant64",3,20,7,4,5,4,5,4,20,15,0,19,0,0,14,1,2,2,0,25,18,0,16,5,0,9,2,1,4,9,2,7,16,4,2,27,2,3,3,1,0,0,0,1,0,17,1,3,5,3,12,0,0,1,9,32,14,30,0,5,0,42,24,3,1,1,7,3,2,23,3,28,3,1,15,21,2
"Ant73",1,11,0,0,0,1,6,34,15,5,19,0,5,12,3,0,3,39,0,14,9,0,4,0,0,2,0,12,3,5,0,0,12,28,2,2,2,0,0,0,0,0,0,0,0,11,1,0,0,0,11,0,19,0,0,21,8,15,35,3,6,11,72,0,0,0,2,0,0,7,0,17,0,0,48,0,0
"Ant76",9,12,5,0,3,3,4,28,34,9,0,5,0,4,9,0,1,27,0,16,14,1,5,20,5,15,6,0,4,2,2,8,21,5,4,7,2,0,2,3,1,1,0,0,0,7,7,3,5,6,4,0,7,0,13,32,17,13,2,9,15,15,12,0,9,0,1,7,2,6,4,12,3,4,15,4,2
"Ant148",0,0,0,0,0,0,0,53,0,0,0,12,4,0,14,0,0,23,0,7,0,0,0,2,0,6,0,6,3,0,0,5,1,48,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,30,0,0,0,0,0,45,2,17,7,0,0,0,0,0,0,0,18,0,27,0,0,0,0,0
"Ant158",0,8,0,1,0,0,1,33,11,4,14,3,9,14,0,0,0,26,0,9,3,0,5,14,0,8,0,23,13,9,0,9,9,29,0,10,8,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,26,1,0,7,9,1,24,7,19,23,19,0,0,0,0,1,1,32,0,15,1,0,7,2,1
"Ant191",2,5,0,5,1,1,1,2,4,0,1,0,0,0,0,0,3,0,6,0,1,3,0,0,2,0,9,0,3,0,7,2,0,0,0,0,4,3,0,3,1,15,1,3,16,1,5,0,8,3,0,17,0,8,0,0,2,0,0,4,0,10,1,1,12,1,1,2,2,0,6,0,8,12,0,1,0
"Ant202",5,3,18,1,6,3,5,3,3,4,2,3,1,0,0,3,0,4,3,1,5,2,5,14,7,5,20,1,3,7,0,1,0,1,6,9,2,9,2,1,13,1,0,3,4,4,3,12,4,1,8,0,0,0,2,4,1,6,0,9,0,3,6,2,6,2,1,30,2,1,1,0,2,54,11,3,5
"Ant209",2,3,0,0,1,3,8,108,12,1,2,39,27,23,26,0,4,0,0,42,21,0,13,15,2,4,1,13,14,13,1,8,37,50,13,14,4,0,3,0,0,3,1,0,0,22,10,0,3,0,9,0,79,0,2,30,28,19,74,12,22,40,26,1,1,0,5,0,1,5,0,47,0,4,21,9,1
"Ant268",0,2,3,1,1,15,2,0,1,2,0,0,0,0,0,6,3,0,0,1,2,6,2,5,2,0,3,1,2,4,1,3,0,0,1,0,3,6,2,4,1,1,0,9,2,0,0,1,2,1,0,1,0,8,2,3,3,0,0,2,0,2,0,2,2,1,0,0,2,0,5,0,14,9,0,4,4
"Ant308",0,11,0,0,1,14,15,13,20,4,25,14,16,7,9,0,1,42,1,0,20,1,23,7,5,11,0,7,14,7,0,5,9,14,4,5,6,0,0,0,1,1,0,2,0,6,10,0,1,7,9,0,1,2,5,41,39,9,21,15,16,26,43,0,0,3,3,4,5,31,14,7,3,1,9,7,6
"Ant518",4,7,2,1,0,12,9,8,17,8,18,9,14,0,3,1,5,21,2,20,0,0,9,6,1,6,0,0,6,2,0,2,11,9,3,10,4,0,1,0,0,0,0,2,0,13,4,1,0,1,8,0,0,2,2,19,19,28,0,3,3,10,12,0,1,2,3,1,2,6,8,0,0,3,4,1,3
"Ant0",6,3,4,5,1,0,0,0,0,1,0,0,1,0,0,3,2,0,6,1,0,0,1,0,0,0,4,0,1,3,9,0,0,0,0,0,6,6,1,0,1,7,3,3,12,2,10,3,10,2,1,2,0,5,1,0,1,0,0,0,1,0,0,5,5,0,1,3,7,0,4,2,4,4,2,2,1
"Ant23",2,13,2,4,5,11,18,5,26,3,16,4,5,0,5,0,5,13,2,23,9,1,0,4,4,6,3,1,22,14,0,4,10,9,5,13,8,2,2,1,4,3,2,3,3,15,6,3,6,4,20,0,0,2,6,12,13,5,2,9,1,11,17,0,2,1,0,4,3,24,4,4,1,2,9,9,3
"Ant27",2,6,3,0,7,7,21,19,5,0,5,0,20,2,14,0,14,15,5,7,6,0,4,0,3,10,8,4,18,8,5,2,10,0,10,2,6,0,3,4,8,1,0,2,0,3,0,3,5,1,1,0,7,3,5,5,2,7,5,20,3,9,1,2,3,2,4,11,2,0,0,8,0,13,6,7,2
"Ant29",1,3,10,0,0,8,7,0,5,4,0,0,5,0,0,2,7,2,2,5,1,0,4,3,0,1,3,0,5,1,2,0,4,3,1,0,1,2,6,7,10,3,4,3,2,4,2,12,8,1,0,0,0,0,0,0,3,3,0,0,1,7,3,1,11,6,5,1,4,0,11,0,2,10,1,5,13
"Ant32",2,8,0,0,2,0,0,29,10,0,9,2,15,6,8,0,5,4,0,11,6,0,6,10,1,0,0,5,7,2,0,6,3,13,0,5,3,0,0,0,0,0,0,0,0,12,2,0,0,2,7,0,37,2,2,12,5,0,17,15,12,18,10,0,4,0,0,2,3,16,0,6,0,1,4,1,2
"Ant42",7,14,5,0,6,6,12,0,9,5,2,0,6,0,0,9,20,1,3,0,0,4,3,8,3,0,0,1,3,10,6,4,1,8,8,0,8,12,3,9,7,6,1,7,1,7,0,7,7,2,0,0,0,1,13,0,3,0,0,6,1,10,1,2,10,4,7,10,2,0,0,4,5,19,4,8,5
"Ant43",0,0,0,0,0,0,5,47,9,1,1,12,0,6,23,0,1,13,1,7,0,0,1,4,0,5,1,0,7,3,0,5,8,39,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,18,1,4,2,0,0,22,4,17,3,0,0,1,0,0,2,0,15,0,6,0,0,10,4,1
"Ant44",2,1,3,0,1,10,10,16,15,0,4,3,4,3,13,3,3,14,2,14,6,1,22,18,5,7,3,7,0,2,3,36,6,3,2,2,5,2,1,1,2,0,0,5,0,3,1,1,6,1,8,0,3,4,6,9,12,4,13,23,12,7,1,0,4,2,0,4,4,6,0,2,0,1,1,16,3
"Ant55",4,10,0,3,2,6,0,4,12,5,9,5,2,0,9,0,7,13,4,7,2,3,14,8,1,2,10,3,2,0,1,5,4,1,5,4,0,0,7,1,4,0,0,1,0,1,2,1,1,0,3,0,0,2,8,9,12,5,0,7,0,4,10,0,9,2,1,6,4,9,2,1,1,6,6,10,13
"Ant63",3,9,7,3,8,0,1,0,3,1,2,0,2,0,0,7,0,1,1,0,0,9,0,5,2,0,6,0,3,1,0,1,0,0,2,0,1,1,10,1,4,23,7,12,7,0,0,15,14,1,0,0,0,13,0,0,1,0,0,0,0,4,0,12,1,1,0,3,5,1,0,3,5,38,0,3,0
"Ant97",7,3,0,2,1,7,4,23,22,1,7,0,8,5,9,2,1,8,3,5,2,0,4,2,0,6,4,5,36,5,1,0,11,0,6,8,3,3,3,0,2,0,1,2,1,1,6,0,0,3,0,0,10,2,15,5,8,19,18,7,4,9,4,0,7,4,1,2,8,17,7,8,0,1,11,10,6
"Ant98",3,13,0,1,2,3,3,6,30,2,16,12,21,1,9,0,0,37,0,9,11,0,10,10,4,3,1,8,6,4,0,11,0,6,0,25,9,2,0,0,6,0,1,1,1,7,4,0,1,0,4,0,2,0,4,28,14,5,9,6,11,23,49,0,7,0,1,6,3,8,5,12,0,3,25,13,2
"Ant100",0,17,0,2,0,8,0,80,17,7,4,28,5,48,29,0,1,50,0,14,9,0,9,0,3,13,8,39,3,1,0,0,6,0,0,11,3,1,0,2,7,0,0,2,3,28,6,1,2,2,2,0,39,0,13,16,5,3,85,3,17,5,8,0,13,2,16,2,2,35,7,60,2,0,3,2,5
"Ant109",6,3,4,1,2,8,12,2,3,0,2,2,4,0,0,0,6,13,1,4,3,0,5,10,1,0,8,0,2,5,2,6,0,0,0,3,1,2,1,4,8,1,0,5,2,1,3,3,7,0,3,0,0,6,13,2,7,13,0,3,0,7,7,3,1,0,6,1,6,4,1,1,0,8,6,11,12
"Ant115",6,17,0,0,0,4,5,13,17,3,27,2,7,2,10,0,9,14,0,5,10,0,13,2,0,5,0,0,2,4,0,8,25,11,3,0,5,2,0,0,0,0,0,0,0,6,4,0,0,0,4,0,0,1,2,25,6,10,9,6,2,19,113,0,1,1,0,4,0,13,0,8,0,1,53,9,0
"Ant117",15,7,13,8,0,4,5,0,8,6,2,2,2,0,8,4,2,4,3,6,4,6,8,6,1,3,8,0,5,0,1,3,9,3,1,5,0,1,3,2,6,4,1,0,2,6,3,3,3,3,16,2,0,3,5,8,7,17,0,4,0,17,7,2,9,0,0,9,10,4,8,2,6,5,5,7,5
"Ant127",3,11,6,9,1,1,3,0,7,0,3,0,0,0,0,3,9,0,6,0,0,6,2,0,2,0,12,0,2,0,1,3,2,1,2,2,1,0,3,6,14,27,1,1,0,1,5,12,12,0,16,0,0,0,2,0,1,1,0,5,0,0,0,0,2,3,1,1,11,0,0,1,2,14,2,5,3
"Ant137",2,9,6,2,3,3,6,2,3,8,3,0,2,0,0,0,2,3,2,0,1,1,2,3,6,0,3,0,1,7,10,3,0,0,1,0,3,3,0,4,19,9,1,3,4,0,0,1,8,5,0,0,0,6,0,0,0,6,0,1,0,0,0,2,5,1,7,0,4,0,4,1,6,10,7,0,4
"Ant139",2,0,4,0,12,1,2,0,5,1,1,0,3,0,0,3,1,0,4,0,0,0,1,4,7,0,9,0,1,1,1,0,0,2,4,0,2,6,4,0,1,4,1,1,2,0,2,3,6,0,0,2,0,11,0,1,0,0,0,1,0,2,0,1,4,4,1,0,1,0,1,0,7,13,0,0,3
"Ant153",7,2,11,1,6,7,3,0,24,6,0,0,1,0,0,1,13,0,1,1,0,1,4,8,10,0,7,1,2,4,4,2,6,7,8,0,6,14,19,1,0,2,1,2,4,2,4,2,7,2,0,0,0,4,3,2,2,0,0,1,0,1,0,0,8,2,1,5,4,0,0,0,1,19,5,3,1
"Ant156",5,3,8,2,1,1,1,0,3,2,0,0,1,0,0,15,1,3,1,1,0,7,3,1,3,0,6,1,0,0,23,0,0,0,1,0,4,27,9,4,2,0,0,8,5,0,8,1,3,1,0,3,0,12,0,0,1,2,0,3,0,2,0,3,0,2,2,1,1,0,3,2,9,36,0,5,2
"Ant159",1,0,3,0,3,3,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,2,0,4,0,1,0,0,0,7,1,1,0,0,0,1,1,1,1,1,0,0,1,12,0,0,3,5,2,0,6,0,2,0,0,3,2,0,0,0,0,0,2,0,0,1,0,5,0,0,0,4,3,0,0,1
"Ant169",8,1,8,0,4,19,3,0,4,4,1,0,0,0,0,3,3,0,9,2,2,3,3,2,3,0,7,0,5,1,12,2,1,2,5,0,0,1,3,1,2,8,1,0,1,3,5,2,9,2,0,5,0,4,6,5,2,6,0,0,1,5,1,0,1,2,0,6,10,0,3,3,1,11,1,4,6
"Ant173",3,5,14,1,1,2,1,0,0,2,0,0,0,0,0,16,4,0,2,0,0,12,3,0,2,0,1,0,0,0,7,1,1,3,2,0,2,0,4,2,4,5,12,1,0,0,2,3,25,1,0,9,0,9,1,0,3,4,0,0,1,0,3,9,0,0,0,0,0,0,6,3,6,3,1,0,0
"Ant176",5,10,2,1,0,4,5,20,17,7,17,11,7,5,4,1,4,22,0,6,13,2,15,3,4,12,7,0,3,1,0,1,7,28,1,6,6,1,0,0,2,0,0,3,0,0,2,0,0,1,6,0,2,0,3,5,10,10,8,4,19,11,14,0,2,0,2,3,3,30,0,2,0,1,16,3,2
"Ant178",3,5,8,0,3,4,4,8,2,2,1,1,7,0,0,5,3,10,0,10,4,10,6,0,2,2,0,0,1,2,0,6,4,6,3,4,3,5,0,2,4,8,0,5,2,2,0,1,4,2,4,2,0,4,7,4,4,14,0,1,0,1,4,3,14,0,6,0,4,1,27,0,8,3,3,1,11
"Ant190",0,9,8,2,5,0,9,0,0,7,3,0,3,0,0,0,12,0,1,0,1,3,3,3,12,0,7,0,1,1,15,0,0,1,3,0,3,12,1,3,2,1,3,2,3,0,1,0,14,1,0,0,0,0,3,0,0,0,0,0,0,0,4,1,6,3,1,2,2,1,0,2,7,14,1,1,3
"Ant207",7,4,5,0,4,2,2,0,8,12,5,0,5,0,0,8,4,3,2,1,0,10,6,5,8,0,7,0,6,1,14,0,1,2,7,0,3,12,8,6,7,3,5,9,25,0,4,14,0,5,6,6,0,10,4,2,8,3,0,3,0,1,0,3,6,8,13,11,9,0,6,0,13,17,7,8,5
"Ant215",6,3,2,3,0,0,1,0,2,2,3,0,6,0,5,3,1,0,1,7,1,2,4,1,1,2,2,0,1,0,1,3,0,2,0,0,3,0,5,0,2,1,2,2,1,1,2,1,5,0,4,0,0,2,0,1,0,0,0,2,0,2,0,3,4,0,0,1,2,4,0,0,11,4,1,4,0
"Ant218",0,7,1,0,0,1,0,0,17,1,12,11,4,0,3,0,8,9,0,9,8,1,20,1,0,7,0,0,8,3,0,0,4,2,3,4,16,16,0,0,0,0,0,0,0,6,4,0,6,4,0,0,0,1,5,11,6,21,0,8,0,10,17,1,0,3,2,0,3,3,2,2,0,5,11,3,3
"Ant219",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,6,5,9,0,2,0,6,0,0,0,0,8,0,0,0,0,0,0,0,1,0,9,0,0,0,0,2,0,4,0,12,2,0,0,0
"Ant238",0,0,0,0,0,0,0,60,3,0,0,19,7,30,26,0,0,79,0,1,0,0,0,7,0,37,0,18,3,0,0,10,2,39,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,69,19,27,4,0,0,0,0,0,0,0,8,0,37,0,0,0,1,0
"Ant242",9,2,8,2,2,12,3,0,2,4,1,0,0,0,1,8,0,0,8,2,2,5,2,3,0,2,1,1,4,2,13,2,0,0,6,1,3,0,6,11,4,12,2,4,9,0,4,0,10,2,1,8,0,0,3,2,1,7,0,2,0,1,2,5,11,15,2,2,8,2,3,0,6,8,0,0,3
"Ant243",19,8,6,0,2,14,5,1,10,1,9,0,13,0,0,0,2,2,2,5,2,1,6,5,0,2,13,4,6,8,0,15,4,13,13,2,5,2,0,0,3,0,0,6,1,3,7,3,4,0,5,0,0,3,0,1,3,2,0,5,0,3,4,2,8,2,6,2,8,3,2,3,1,10,8,7,4
"Ant255",0,40,0,3,0,7,7,14,39,9,32,21,32,0,7,0,4,30,3,41,19,0,12,5,0,12,0,2,9,9,0,5,28,16,2,25,8,0,0,1,2,0,0,5,0,5,4,0,2,1,11,0,0,2,1,0,23,42,0,5,1,30,104,0,1,0,12,1,1,20,2,4,2,1,74,3,5
"Ant257",1,5,8,2,1,10,2,8,14,9,14,8,17,0,9,2,1,28,3,39,19,1,13,2,3,5,3,0,12,12,1,8,14,5,7,6,7,1,0,0,2,1,3,2,3,10,4,0,8,0,6,0,0,1,3,23,0,20,0,4,7,25,27,0,0,1,4,5,3,17,1,0,1,8,3,19,1
"Ant289",12,13,3,1,0,5,0,4,21,5,30,15,13,0,1,0,6,19,0,9,28,0,5,7,3,0,0,0,4,5,0,19,5,3,13,10,17,1,6,0,0,2,2,6,4,10,14,0,3,0,21,0,0,7,2,42,20,0,2,2,11,25,44,1,11,0,11,3,6,17,1,1,3,5,8,17,4
"Ant294",0,0,0,0,0,0,0,125,6,0,0,35,2,45,24,0,0,74,0,21,0,0,2,5,0,17,0,22,13,0,0,18,9,85,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,69,0,0,0,0,2,0,7,48,11,0,0,0,0,0,0,0,53,0,39,0,0,0,0,0
"Ant298",11,15,2,4,2,3,1,31,20,0,5,3,9,2,7,4,9,12,2,15,3,0,9,20,0,15,6,4,23,7,0,7,6,3,3,6,4,5,1,1,1,3,0,0,0,4,1,0,3,2,8,0,19,2,5,5,4,2,7,0,8,11,8,1,1,0,0,2,2,17,0,8,0,6,10,2,3
"Ant324",0,0,0,0,0,0,0,42,25,0,0,6,15,17,19,0,0,22,0,16,3,1,1,3,1,12,1,17,12,0,0,4,11,17,0,2,0,0,0,0,0,0,0,1,1,19,0,0,0,0,0,0,27,0,0,1,7,11,48,8,0,11,0,0,0,0,0,0,0,18,0,25,1,1,0,3,0
"Ant347",15,55,2,2,1,1,17,11,23,4,42,11,15,7,23,10,3,40,2,26,10,0,11,9,7,18,10,3,7,4,4,9,23,5,7,19,17,0,0,2,1,2,0,5,0,11,1,0,1,2,10,1,4,1,3,30,25,25,11,11,11,0,52,0,13,3,0,3,5,16,0,5,0,0,52,4,5
"Ant356",8,4,0,2,0,8,13,49,54,14,24,72,12,0,19,1,6,26,0,43,12,0,17,1,3,10,1,0,1,10,0,4,49,8,7,113,7,0,0,0,0,0,0,1,3,14,4,4,0,0,17,0,0,2,4,104,27,44,0,8,0,52,0,6,0,4,4,6,4,26,0,71,4,3,44,16,2
"Ant380",1,3,12,0,0,2,0,0,4,0,3,0,0,0,0,1,2,1,2,0,0,5,0,2,1,0,2,0,0,0,12,0,0,0,3,0,2,0,2,1,0,3,2,0,9,0,3,1,3,3,1,9,0,5,2,0,0,1,0,1,0,0,6,0,3,4,0,0,7,0,3,0,3,11,1,3,0
"Ant387",6,18,9,0,2,3,8,3,5,4,1,0,9,0,0,12,6,1,2,0,1,5,2,3,11,4,10,1,4,9,1,7,7,13,1,1,9,2,5,4,8,0,0,1,0,2,14,6,6,4,0,0,0,11,8,1,0,11,0,1,0,13,0,3,0,7,1,1,5,2,5,0,9,18,4,4,9
"Ant390",5,1,7,1,3,8,3,0,0,0,1,0,0,0,0,1,2,0,1,3,2,0,1,2,6,0,4,0,2,2,1,4,0,2,0,1,0,3,1,4,2,2,0,2,0,0,0,3,8,0,3,0,0,15,2,0,1,0,0,0,0,3,4,4,7,0,4,0,0,0,0,0,3,11,2,0,6
"Ant394",2,13,10,0,2,1,3,1,1,6,7,2,1,0,0,1,1,5,0,3,3,1,0,4,5,0,7,0,0,1,0,1,1,16,6,0,0,1,7,1,1,2,1,0,0,2,6,1,13,0,2,0,0,2,6,12,4,11,0,0,0,0,4,0,1,4,0,2,2,1,4,0,1,5,2,7,2
"Ant400",5,19,4,2,5,3,3,4,2,5,3,0,7,0,1,2,30,0,0,4,1,3,4,11,1,2,10,2,4,6,3,2,6,2,1,4,9,1,0,0,5,1,0,6,0,3,0,2,11,1,0,0,0,2,2,1,5,3,0,2,0,3,6,0,1,0,2,0,2,2,0,0,1,8,7,6,4
"Ant482",3,1,0,1,1,5,5,0,10,0,2,0,2,0,1,2,2,1,2,5,2,7,3,2,4,3,2,0,4,4,5,8,3,2,6,0,10,11,4,1,4,1,5,10,0,3,4,2,9,2,3,2,0,8,8,1,3,6,0,2,0,5,4,7,5,0,2,2,0,0,6,2,0,11,1,13,7
"Ant492",2,2,0,0,1,6,0,23,28,4,23,7,6,18,32,0,1,5,0,31,6,0,24,0,0,16,0,15,6,9,1,17,8,35,4,13,4,0,0,0,0,0,0,0,0,30,1,1,0,4,3,0,8,2,3,20,17,17,53,17,18,16,26,0,2,0,1,2,0,0,1,28,1,0,19,14,1
"Ant501",0,0,12,2,0,2,2,5,3,6,3,0,4,0,0,6,1,0,5,14,8,4,4,0,11,0,0,0,0,2,0,7,5,7,1,0,8,0,4,1,0,3,0,3,6,0,27,0,6,0,2,4,0,3,2,2,1,1,0,0,0,0,0,3,5,0,4,0,6,1,0,0,3,4,1,0,8
"Ant507",4,2,0,0,1,0,1,72,12,2,28,17,12,27,15,0,0,47,0,7,0,2,4,8,0,6,4,6,2,1,3,8,12,60,1,8,2,1,1,0,0,2,0,3,3,2,0,2,0,0,2,0,37,0,3,4,0,1,39,8,25,5,71,0,0,0,0,0,2,28,0,0,0,1,38,7,2
"Ant538",4,4,14,9,8,1,1,0,2,3,3,0,3,0,1,8,2,0,14,3,0,4,1,0,2,0,5,0,0,1,5,0,0,2,0,0,6,2,6,7,1,9,4,1,6,0,8,7,13,11,0,12,0,6,1,2,1,3,0,0,1,0,4,3,9,3,1,1,0,1,3,0,0,4,2,1,0
"Ant552",12,15,21,5,7,2,7,4,4,4,1,0,4,0,0,12,54,4,9,1,3,4,2,13,10,1,19,0,1,6,38,1,3,0,8,1,5,14,10,13,19,36,3,11,3,1,3,14,17,4,5,2,0,8,10,1,8,5,0,6,1,0,3,11,18,11,5,8,11,0,4,1,4,0,2,2,5
"Ant560",4,7,3,0,3,4,11,53,40,6,15,48,15,0,7,0,11,21,0,9,4,2,9,6,1,4,4,10,1,6,0,11,25,3,6,53,5,2,7,0,5,0,0,1,1,16,3,1,7,1,11,0,0,0,8,74,3,8,0,10,0,52,44,1,4,2,2,7,1,19,1,38,2,2,0,14,4
"Ant564",15,9,14,4,2,8,8,1,16,2,21,0,4,0,2,1,3,9,4,7,1,2,9,7,5,1,8,4,16,10,3,10,13,2,11,9,7,5,0,0,3,5,0,4,0,3,1,1,8,4,3,0,1,0,7,3,19,17,0,2,3,4,16,3,4,0,7,6,13,14,0,7,1,2,14,0,1
"Ant593",0,6,5,0,3,2,3,0,7,1,2,0,2,0,1,0,5,1,4,6,3,1,3,2,13,2,5,1,3,13,0,6,2,5,12,0,5,3,4,3,1,2,1,6,0,2,11,3,5,0,3,0,0,3,4,5,1,4,0,3,0,5,2,0,9,6,2,4,7,1,8,2,0,5,4,1,0
