"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant73","Ant76","Ant148","Ant158","Ant191","Ant196","Ant202","Ant209","Ant252","Ant268","Ant308","Ant311","Ant518","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant63","Ant91","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant117","Ant124","Ant127","Ant131","Ant137","Ant139","Ant140","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant190","Ant195","Ant198","Ant207","Ant215","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant263","Ant289","Ant294","Ant298","Ant318","Ant324","Ant332","Ant342","Ant347","Ant353","Ant356","Ant380","Ant387","Ant390","Ant394","Ant395","Ant400","Ant437","Ant458","Ant462","Ant475","Ant482","Ant492","Ant501","Ant507","Ant527","Ant530","Ant538","Ant552","Ant560","Ant564","Ant593"
"Ant30",0,11,1,2,12,0,1,23,2,10,0,9,1,3,20,5,1,4,6,12,3,4,15,1,17,4,16,0,0,1,1,4,0,12,0,11,23,0,1,0,21,6,14,16,1,2,0,1,5,2,24,0,0,2,29,11,1,0,0,0,0,11,0,1,0,10,3,12,0,14,0,0,4,18,3,2,14,4,3,6,15,0,14,3,5,7,6,14,5,3,8,0,1,0,0,1,1,4,13,1,10,7,10,2,1,0,1,7,3,0
"Ant38",4,16,0,6,12,0,6,13,13,14,9,0,1,11,14,9,8,1,2,26,0,1,1,5,2,6,4,1,0,0,6,3,0,18,2,11,17,1,1,0,12,3,5,5,0,5,0,10,5,0,38,2,0,2,18,17,2,1,0,2,1,6,0,0,1,7,0,0,2,14,0,2,12,17,0,4,24,0,0,20,4,0,18,0,6,2,4,5,18,1,7,0,1,0,2,1,1,11,28,0,10,2,32,6,8,0,2,22,2,1
"Ant60",10,1,4,1,0,2,0,0,2,0,1,1,0,11,0,2,8,5,10,0,11,6,0,2,4,8,16,1,1,14,6,14,0,2,8,0,2,3,0,4,0,10,0,0,3,10,5,5,14,0,0,4,1,0,0,0,3,1,0,5,1,0,1,11,7,0,1,14,4,1,2,0,9,0,2,11,0,7,0,1,0,7,0,0,0,0,3,0,0,0,16,0,0,0,2,3,0,0,0,5,0,14,1,0,0,1,1,0,5,6
"Ant64",2,6,9,6,15,7,0,2,2,7,3,11,11,0,4,8,5,4,20,16,6,19,0,3,3,9,8,11,0,3,5,4,2,26,7,5,14,4,0,6,3,12,8,18,4,7,2,4,10,1,4,10,6,18,9,5,2,0,1,4,2,2,0,4,6,0,5,14,7,3,1,0,12,3,6,4,1,3,9,12,2,2,9,0,0,7,7,1,8,3,6,2,5,1,7,1,5,6,27,4,2,10,35,20,6,0,3,14,7,5
"Ant73",0,19,0,0,11,0,0,10,10,39,20,14,0,4,0,4,5,2,1,1,2,10,0,1,4,2,3,5,0,0,0,1,0,11,1,19,1,0,0,0,0,11,1,10,0,1,1,3,4,1,6,0,0,9,9,1,0,0,0,0,0,5,0,0,0,0,9,0,0,13,0,0,21,2,0,0,13,0,16,11,2,2,11,0,1,2,6,5,6,1,2,0,0,4,0,0,1,7,7,4,2,4,51,4,6,0,0,28,0,0
"Ant76",0,7,0,5,9,1,6,6,3,4,5,9,2,8,4,0,4,3,4,21,1,7,7,0,2,5,3,0,0,1,10,2,2,5,0,2,19,0,1,0,1,12,4,12,0,0,1,0,4,0,11,0,0,2,25,17,0,1,0,0,0,4,0,1,0,1,13,0,0,4,0,0,8,4,0,3,7,1,0,6,5,2,3,1,6,1,3,1,9,3,1,0,0,0,0,0,1,15,6,3,25,3,8,2,4,1,2,8,0,0
"Ant148",1,1,1,0,14,0,6,1,2,7,1,8,8,5,5,4,0,2,1,26,0,15,49,0,0,5,4,1,0,0,3,5,0,14,3,4,4,0,1,0,19,2,1,9,3,7,2,2,5,0,13,0,0,3,17,24,0,0,0,0,0,12,0,0,0,57,3,0,8,3,0,0,7,0,0,1,12,1,6,9,2,0,14,6,49,0,3,8,2,0,1,0,1,0,0,0,0,3,1,1,7,11,24,3,12,0,0,9,1,1
"Ant158",4,10,3,8,3,1,0,0,0,3,4,1,5,4,2,3,2,0,2,5,7,1,0,3,0,13,3,3,0,12,0,2,0,2,3,0,5,4,5,2,4,2,2,10,1,9,3,8,5,2,0,2,1,3,1,1,3,4,0,0,0,0,2,4,1,0,2,9,11,4,1,1,0,5,3,5,2,5,0,4,0,3,4,0,0,7,2,1,0,3,2,0,4,3,6,4,6,0,8,2,5,2,3,3,1,3,0,2,2,2
"Ant191",2,3,15,4,1,25,0,0,7,6,6,2,10,20,1,4,1,2,0,2,10,1,0,9,7,6,8,15,9,18,5,9,29,2,13,2,5,19,9,7,1,5,2,1,7,5,3,8,12,14,1,15,27,7,2,0,8,12,1,29,27,0,9,9,13,0,3,19,10,0,12,46,8,0,30,13,2,6,1,0,2,13,0,0,0,6,13,0,3,13,9,18,4,4,12,29,5,0,2,12,2,10,4,2,1,7,16,3,6,8
"Ant196",5,16,1,5,5,0,20,6,9,5,12,26,0,16,1,21,26,5,2,0,8,0,16,7,5,13,5,1,0,3,19,3,0,1,3,12,13,1,0,0,14,11,3,35,3,4,2,4,2,2,36,0,0,5,28,26,0,0,0,0,0,9,0,4,1,1,9,3,0,8,0,0,2,3,0,1,7,6,10,9,14,3,12,3,6,4,9,5,15,6,3,1,6,1,0,0,2,18,9,0,11,5,12,4,4,0,2,10,4,8
"Ant202",24,7,4,6,0,2,0,0,18,0,3,0,11,6,2,1,0,7,10,8,0,14,0,5,8,12,11,1,0,14,2,9,5,3,13,0,4,0,9,0,0,9,5,22,20,13,31,6,5,0,3,8,8,5,0,0,19,2,2,4,5,3,7,0,8,0,2,16,1,2,1,3,6,0,1,6,0,8,4,7,3,16,0,0,0,11,4,14,5,1,21,2,2,6,5,11,10,0,2,2,3,5,35,4,3,4,3,2,18,5
"Ant209",12,1,3,0,6,6,0,0,7,6,4,1,6,19,10,7,15,1,1,0,14,0,0,2,8,3,10,0,1,4,0,5,2,5,22,29,5,1,6,3,0,14,0,11,4,13,4,4,8,0,0,1,4,12,0,0,6,1,0,4,0,0,4,5,8,0,23,9,1,2,0,0,5,0,0,9,0,7,16,15,0,4,0,0,0,6,10,17,0,2,8,0,5,10,5,6,0,1,6,2,6,22,18,11,7,0,1,2,7,2
"Ant252",0,0,0,0,67,0,46,23,0,0,15,1,0,0,0,7,49,0,0,16,0,0,0,0,0,0,2,0,0,0,19,0,0,0,0,19,18,0,0,0,20,0,20,0,0,0,0,0,3,0,8,0,0,0,31,39,0,0,0,0,0,9,0,0,0,113,0,0,0,6,0,0,0,34,0,0,35,0,0,0,20,0,44,64,27,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"Ant268",0,1,6,3,0,7,0,0,0,2,1,5,2,3,1,0,0,3,9,7,5,2,0,0,0,0,2,10,11,6,3,4,0,0,11,1,0,6,1,2,0,3,0,0,3,0,0,2,4,2,0,5,4,2,0,1,3,0,5,8,8,2,20,0,5,0,0,5,6,3,4,9,4,0,3,3,0,0,0,0,0,2,0,0,0,2,0,1,0,1,4,0,4,4,7,14,3,1,1,2,0,2,0,0,0,2,4,1,1,6
"Ant308",3,8,2,19,3,1,0,1,17,10,17,2,4,3,4,2,0,0,7,5,8,8,0,0,0,15,10,1,0,10,3,4,2,6,1,2,3,2,0,0,1,10,1,17,3,1,3,10,1,1,0,0,1,2,0,1,0,0,0,1,0,3,2,0,4,0,12,7,1,2,0,0,9,8,4,1,0,1,2,11,0,4,0,0,0,3,12,15,5,0,2,0,0,13,5,3,4,0,3,12,11,11,19,2,6,2,1,6,2,2
"Ant311",14,7,5,6,1,1,0,0,12,7,4,6,8,9,2,5,5,13,6,13,12,3,0,0,15,0,0,11,0,3,14,12,11,8,7,3,6,0,7,4,1,9,4,1,1,16,8,11,15,1,1,4,1,0,3,2,4,0,4,2,7,4,4,4,2,0,15,19,3,3,2,2,5,1,0,6,0,23,1,4,0,4,1,0,0,1,6,8,10,1,15,3,9,1,4,1,7,0,8,7,0,10,8,5,0,0,11,10,15,10
"Ant518",8,5,0,1,3,0,0,0,6,7,16,4,16,8,3,3,4,3,8,5,11,10,2,2,10,0,0,2,0,0,4,2,2,3,4,1,24,0,5,2,2,4,2,4,2,2,1,1,14,1,1,1,1,1,14,3,7,4,0,0,3,3,2,0,2,3,5,13,1,6,0,0,3,3,1,16,1,12,4,9,6,10,4,4,5,10,1,1,18,0,3,2,3,1,0,3,0,7,3,2,12,6,3,0,6,0,1,1,12,3
"Ant620",2,2,4,12,0,4,0,0,1,0,0,1,1,11,5,0,1,3,15,1,1,0,0,10,1,11,2,0,12,4,0,1,14,0,1,0,0,5,1,1,0,4,0,0,34,1,6,8,9,3,0,7,5,3,0,0,5,1,6,13,9,0,16,6,14,0,0,19,8,1,5,24,6,0,24,4,0,2,1,1,0,4,0,0,1,8,9,0,0,5,7,4,4,8,11,15,16,1,0,4,0,14,1,0,0,4,14,1,0,14
"Ant0",0,0,14,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,1,0,11,0,0,0,12,0,0,0,1,12,0,4,0,0,19,1,4,0,0,0,0,6,0,0,3,2,2,0,6,10,0,0,0,10,12,5,5,4,0,14,2,5,0,0,0,9,1,8,9,0,0,20,3,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,11,1,1,5,36,1,0,0,5,0,2,0,0,0,10,23,0,5,1
"Ant13",0,0,8,7,0,15,0,1,1,0,1,0,14,3,0,1,0,12,18,3,14,4,0,6,10,3,0,4,0,0,2,12,6,0,17,0,6,0,5,5,0,4,0,0,2,7,1,11,7,22,0,1,2,12,0,0,3,1,5,4,9,1,1,9,11,0,2,31,10,0,6,2,2,0,1,8,0,1,0,1,0,7,0,0,0,0,5,1,0,2,3,2,16,22,4,6,5,0,0,6,3,6,0,0,0,0,9,0,8,3
"Ant23",1,10,1,5,4,0,1,7,8,1,1,6,6,5,0,10,3,0,5,19,2,0,19,3,3,14,4,0,0,2,0,4,4,4,0,6,4,0,0,0,6,10,8,13,2,3,3,10,14,0,4,3,0,4,9,16,4,1,0,0,0,10,2,1,6,12,14,0,1,2,4,0,0,9,2,2,3,8,0,0,5,4,5,5,8,0,8,8,7,0,7,1,0,2,0,3,3,2,17,1,21,5,0,4,3,1,0,8,3,0
"Ant27",12,6,8,1,2,9,0,0,4,1,4,3,14,4,1,2,5,2,9,3,9,5,0,4,4,12,2,1,1,12,4,0,14,2,11,1,2,3,12,1,0,12,3,3,4,11,5,9,8,2,0,3,0,4,1,0,6,4,4,3,5,0,2,13,21,0,1,13,6,1,4,4,2,0,1,5,0,14,1,13,0,23,0,0,0,1,9,1,3,4,19,1,11,3,7,2,3,1,3,19,1,15,7,1,5,2,0,3,13,4
"Ant29",8,0,15,3,0,6,0,0,4,0,0,0,0,2,0,2,0,0,29,0,5,2,0,0,2,11,2,14,12,6,4,14,0,0,13,0,2,12,0,5,0,1,0,2,8,2,1,19,8,8,0,5,3,9,2,0,5,10,4,11,16,0,1,8,1,0,5,8,20,0,1,0,1,0,19,12,0,1,0,0,0,13,0,0,0,3,0,0,6,6,3,12,12,11,0,7,6,0,0,2,2,7,1,0,1,2,10,3,7,17
"Ant32",2,46,0,0,15,0,0,16,1,7,12,18,2,26,11,5,14,2,2,1,3,5,0,0,6,8,3,0,0,0,4,2,0,0,0,11,23,0,0,0,13,3,3,7,0,4,0,1,3,0,16,0,1,3,11,15,1,1,0,1,0,4,0,0,1,0,0,0,0,13,0,0,8,4,0,0,25,2,7,8,7,0,24,0,4,1,7,13,67,1,1,0,0,0,0,0,0,10,31,0,5,4,28,27,20,0,0,67,1,1
"Ant42",19,1,10,3,0,13,0,0,10,2,0,2,8,7,1,0,3,3,13,3,13,22,0,11,1,7,4,1,4,17,0,11,13,0,0,0,2,1,11,9,0,2,3,1,7,2,7,12,4,7,1,4,0,2,1,1,16,7,3,3,4,0,6,8,32,0,5,12,8,0,1,4,7,1,4,0,0,3,0,0,0,3,0,0,0,7,1,0,1,0,25,3,9,8,4,12,8,1,3,1,3,38,5,0,0,2,3,9,2,6
"Ant43",0,11,0,0,11,0,1,17,2,18,11,11,0,5,19,2,4,0,2,12,0,29,19,1,2,3,1,0,0,0,6,1,0,11,0,0,8,0,0,0,12,23,11,24,0,2,0,1,5,0,7,0,0,2,17,26,0,0,0,0,0,12,0,0,0,17,6,0,0,6,0,0,40,20,0,0,20,2,6,9,38,0,21,13,0,1,10,20,10,0,5,0,0,0,1,0,0,9,11,2,2,0,27,2,5,0,0,5,0,1
"Ant44",1,7,1,4,18,0,3,23,5,9,23,17,2,14,1,19,4,5,5,13,4,5,18,0,3,6,24,0,0,6,4,2,2,23,2,8,0,0,0,3,19,9,12,13,2,9,0,14,6,5,17,0,0,2,10,21,2,0,0,0,2,8,1,3,0,1,2,5,1,21,0,1,3,19,0,3,20,1,14,11,17,3,28,6,4,6,7,4,14,1,8,1,7,0,2,1,1,10,5,8,16,6,6,6,5,0,0,5,6,0
"Ant50",1,0,10,7,0,0,0,0,1,0,0,1,3,4,0,0,0,4,19,1,0,1,0,6,2,0,0,5,19,0,0,3,12,0,1,0,0,0,0,7,0,3,0,0,4,2,0,0,2,2,0,2,17,0,0,0,4,22,10,17,10,0,11,1,4,0,1,3,1,0,4,10,1,0,20,1,0,1,0,0,0,3,0,0,0,0,2,1,0,14,1,16,4,3,14,12,3,0,0,3,0,7,0,0,1,33,13,0,2,6
"Ant55",3,0,0,3,0,9,0,0,1,0,1,1,0,0,0,1,1,5,9,0,9,6,0,1,0,7,5,1,1,5,0,12,0,0,11,0,0,0,0,6,0,3,0,2,8,8,15,1,4,0,0,5,4,0,0,0,14,1,1,5,0,0,7,0,14,0,0,1,0,0,4,8,0,0,0,3,0,17,0,0,0,7,0,0,0,0,0,0,1,0,4,1,0,5,8,10,0,0,0,4,0,7,0,0,0,3,1,1,5,0
"Ant63",0,0,16,3,0,6,0,0,1,0,0,0,4,6,0,0,0,2,7,0,0,3,0,2,0,4,2,1,4,5,0,1,5,0,9,0,3,7,6,0,0,2,2,1,3,0,0,7,3,12,1,5,8,2,0,1,3,40,6,5,10,1,4,7,3,0,0,2,2,0,9,10,1,0,8,4,0,7,1,0,0,4,0,0,0,0,0,0,2,1,7,1,7,11,13,9,7,0,0,2,0,7,0,0,1,12,1,1,2,4
"Ant91",0,26,0,0,13,0,17,21,1,6,21,12,0,3,0,1,19,4,1,14,0,0,20,0,1,1,2,0,0,0,6,0,0,13,0,12,19,0,0,0,0,3,7,5,0,0,0,0,0,1,11,0,0,1,42,44,0,0,0,0,0,7,0,0,0,4,0,0,0,11,0,0,1,14,0,0,15,0,5,0,37,0,40,22,6,2,0,0,20,0,1,0,0,0,0,0,0,7,11,0,8,0,4,4,4,0,0,8,0,0
"Ant97",13,8,3,15,0,1,0,9,5,25,6,3,10,12,11,12,2,2,5,11,9,14,0,3,10,9,4,4,0,4,10,12,1,3,2,23,9,3,3,2,3,0,8,13,1,9,4,3,15,0,0,2,1,6,2,4,1,2,0,0,2,0,0,2,1,0,14,4,2,10,0,0,12,12,0,4,5,4,8,5,2,15,0,0,0,12,10,11,12,1,11,1,3,0,3,4,1,4,20,3,4,15,24,1,4,0,1,5,10,3
"Ant98",3,4,1,2,14,0,1,2,1,10,14,5,0,8,1,4,1,2,2,3,5,0,20,0,1,4,2,0,0,0,8,3,0,3,3,11,12,0,0,2,7,8,0,12,0,2,0,2,3,1,9,0,0,7,15,7,0,2,0,0,0,4,0,0,0,11,4,0,0,12,0,0,8,17,0,0,13,1,11,10,14,0,5,11,4,3,9,8,3,0,0,0,1,0,1,1,3,1,7,0,5,0,13,3,13,0,1,7,0,0
"Ant100",1,40,0,0,4,1,0,4,3,16,16,5,0,18,10,12,9,10,1,35,22,11,0,0,17,1,4,0,0,0,13,3,2,7,1,24,13,0,2,1,5,13,12,0,7,3,2,3,6,8,9,0,0,11,12,7,3,1,1,0,0,5,1,0,0,0,11,4,0,20,0,0,21,14,1,4,7,12,15,10,1,1,10,0,5,23,22,6,48,0,8,1,0,0,1,0,1,11,10,8,17,9,40,20,17,0,0,13,0,1
"Ant109",5,1,12,0,1,6,0,0,3,0,1,0,3,4,0,0,3,1,7,3,20,4,0,3,3,1,2,34,6,2,2,4,8,0,7,0,2,4,8,3,0,1,0,7,0,1,1,10,1,5,1,3,6,2,0,4,7,2,5,6,24,0,2,5,5,0,0,7,2,0,1,2,2,0,22,2,0,10,0,0,0,6,0,0,0,9,0,0,2,9,5,1,10,6,18,9,2,0,0,10,0,8,0,0,1,2,7,0,7,2
"Ant113",20,1,2,6,0,2,0,0,15,3,2,5,10,7,1,0,7,9,5,4,13,13,0,0,1,16,2,1,0,7,3,11,2,4,2,2,9,2,8,0,0,9,2,3,1,0,8,0,18,0,0,2,0,2,1,0,5,1,0,3,0,0,1,3,5,0,0,28,4,0,0,4,5,1,0,3,0,5,2,2,0,19,0,0,0,11,13,1,0,2,17,1,5,7,3,3,1,2,3,5,1,10,6,4,0,3,0,2,14,0
"Ant115",7,0,2,5,0,4,0,0,4,1,0,0,5,2,1,1,2,3,3,2,31,4,0,0,3,8,1,6,0,1,3,5,1,0,7,0,0,0,15,0,0,4,0,2,1,8,0,13,4,3,0,1,1,1,0,0,3,0,0,4,3,0,1,18,4,0,0,19,5,0,5,0,3,0,1,3,0,13,0,2,0,2,0,0,0,12,3,4,0,1,10,0,3,4,1,1,2,0,0,2,3,72,0,5,0,2,2,2,18,2
"Ant117",8,1,15,13,1,0,0,0,10,3,1,10,5,4,3,0,2,8,8,4,6,4,0,2,10,11,1,8,3,11,10,9,19,1,12,1,14,0,1,7,0,3,2,3,10,0,13,0,5,13,3,4,2,6,2,2,7,7,0,1,3,1,1,6,13,0,17,9,17,0,2,3,7,3,3,10,0,7,1,0,0,3,0,0,0,9,4,6,3,6,10,1,6,3,6,3,4,2,4,15,1,58,9,3,1,0,1,5,12,3
"Ant124",11,8,2,0,6,0,3,3,5,5,5,5,14,10,4,4,5,5,12,2,5,8,3,4,1,15,14,9,2,7,14,8,8,3,4,5,6,2,4,3,0,15,3,6,1,18,4,5,0,2,0,12,11,16,7,5,12,2,0,3,1,0,5,3,3,0,2,9,5,8,6,11,5,3,0,2,5,9,0,7,2,6,4,0,1,13,7,9,4,1,5,1,3,0,0,3,0,7,11,2,12,8,8,5,2,2,0,4,10,3
"Ant127",4,0,15,5,1,0,0,0,0,1,2,0,0,1,1,0,0,2,14,2,0,0,0,2,1,1,1,3,2,22,0,2,8,0,7,0,5,2,0,12,1,0,1,8,5,0,3,13,2,0,0,3,0,0,0,1,1,7,9,11,24,0,2,9,1,0,5,2,1,0,1,1,1,0,4,1,1,2,0,0,0,4,0,0,0,5,5,4,1,3,4,4,3,5,1,3,20,0,0,1,0,3,0,0,1,6,4,0,0,0
"Ant131",0,6,0,0,5,0,13,12,2,2,24,38,0,4,6,11,13,0,1,36,3,0,8,0,0,1,1,0,0,0,4,0,0,16,1,7,17,0,0,1,11,0,9,9,1,0,0,3,0,0,0,0,0,0,25,64,0,0,0,0,0,10,0,0,0,0,0,0,0,14,0,0,1,6,0,0,15,0,0,2,10,3,16,9,12,1,3,0,12,3,0,0,1,0,0,0,0,8,3,0,14,0,0,6,6,0,0,10,3,0
"Ant137",1,2,5,0,0,3,0,0,0,0,0,2,4,10,0,0,0,2,15,0,8,1,0,5,0,4,1,7,6,1,3,3,5,0,4,0,0,2,5,5,0,2,0,0,3,2,1,4,12,3,0,0,11,1,0,0,1,3,5,24,10,0,10,1,10,0,2,10,9,0,26,13,0,0,5,21,0,8,0,1,0,2,0,0,0,1,3,0,0,8,5,2,1,2,5,6,7,0,1,0,0,10,0,0,1,7,7,0,5,1
"Ant139",2,0,11,1,0,0,0,0,1,0,0,0,1,6,0,0,0,1,27,0,8,4,0,4,1,1,1,5,10,2,0,0,3,1,0,0,0,17,4,8,0,1,0,0,6,0,1,2,11,0,0,11,0,5,0,0,1,1,17,13,1,0,20,0,6,0,1,2,4,0,14,24,0,0,11,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4,1,4,7,0,4,9,1,0,0,6,0,0,0,0,0,7,0,3,2,6
"Ant140",3,1,3,3,4,1,0,1,0,5,2,2,0,18,9,2,3,3,7,5,5,12,0,2,2,0,1,3,0,12,4,4,9,3,2,2,2,0,0,2,1,6,7,11,2,2,1,6,16,0,0,1,5,0,2,0,0,1,0,6,4,2,0,1,0,0,0,1,14,1,1,0,5,1,0,1,1,2,6,14,0,1,0,0,0,0,5,8,8,3,2,2,4,7,1,7,7,2,8,2,5,6,20,2,2,1,1,6,3,5
"Ant142",0,17,0,5,20,0,24,13,8,3,29,18,0,9,9,25,17,1,2,28,0,0,31,0,0,3,14,0,0,0,9,1,2,11,1,17,10,0,0,0,42,2,15,12,0,1,0,2,7,0,25,0,0,2,0,47,0,1,0,0,2,21,0,2,0,7,3,2,3,16,0,0,3,11,0,1,26,0,16,5,23,5,35,11,19,2,3,1,9,0,0,0,1,0,0,0,0,11,13,0,5,2,2,1,8,0,0,3,2,0
"Ant149",0,6,0,2,26,0,35,22,4,23,11,17,0,5,1,17,24,1,0,26,0,0,39,1,1,2,3,0,0,0,16,0,0,15,1,26,21,0,0,1,44,4,7,7,4,0,0,2,5,1,64,0,0,0,47,0,0,0,0,0,0,4,0,0,0,18,2,0,0,19,0,0,1,11,0,0,43,0,10,3,39,0,33,27,23,0,7,5,9,1,0,0,0,0,1,0,0,15,6,0,8,0,6,2,2,0,0,12,0,0
"Ant153",7,0,4,1,0,3,0,0,3,1,1,2,3,2,0,0,0,3,8,0,19,6,0,3,0,4,7,5,10,3,4,6,5,1,16,0,2,4,14,3,0,1,0,3,7,5,3,7,12,1,0,1,1,0,0,0,0,3,3,8,1,0,1,2,12,0,0,1,9,0,0,2,0,0,2,13,0,15,0,0,0,2,0,0,0,2,2,0,0,2,7,3,2,7,6,18,0,0,0,2,0,12,8,0,1,1,4,2,10,2
