"","Ant260","Ant52","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant60","Ant64","Ant158","Ant196","Ant202","Ant209","Ant268","Ant308","Ant311","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant42","Ant55","Ant91","Ant97","Ant98","Ant109","Ant113","Ant124","Ant131","Ant137","Ant140","Ant149","Ant159","Ant169","Ant190","Ant195","Ant232","Ant242","Ant257","Ant263","Ant289","Ant332","Ant353","Ant356","Ant380","Ant387","Ant395","Ant458","Ant492","Ant501","Ant507","Ant530","Ant593"
"Ant64",1,1,0,0,19,1,12,12,0,0,0,5,1,0,2,0,2,3,2,4,9,1,11,1,0,0,7,0,2,10,0,8,7,4,5,0,4,0,0,0,8,3,0,4,5,1,1,1,0,0,1,8,0,0,0,8,7
"Ant158",5,4,0,1,3,1,1,4,0,0,5,0,0,0,2,0,0,7,8,1,4,0,11,13,0,1,6,0,0,8,0,7,14,0,9,1,2,0,0,0,5,2,0,18,7,0,1,3,0,1,10,9,3,0,25,13,12
"Ant196",60,0,6,14,1,12,0,0,23,8,1,0,0,33,1,4,10,0,11,0,4,26,6,0,17,37,2,0,0,0,18,1,1,3,5,14,4,39,0,4,15,0,14,1,0,21,31,0,0,8,0,4,22,2,0,0,0
"Ant202",20,0,8,18,0,15,0,0,1,12,0,0,33,0,3,2,4,1,0,2,4,21,4,0,10,23,5,0,0,0,11,1,0,0,0,23,8,18,0,11,8,0,5,1,5,10,14,0,0,0,0,0,22,5,3,0,1
"Ant209",2,9,1,3,0,4,10,0,0,0,2,2,1,3,0,2,9,3,3,0,6,0,4,2,3,2,9,0,4,0,0,3,9,0,3,0,5,1,0,0,7,0,0,9,4,4,1,0,0,2,0,0,1,0,0,0,5
"Ant268",16,0,2,7,0,3,2,0,0,0,0,0,4,2,2,0,0,7,2,0,0,4,3,15,5,1,2,0,1,0,5,6,0,1,0,3,23,9,0,0,2,0,0,0,0,0,14,0,0,13,0,0,15,0,0,0,0
"Ant308",17,0,9,2,1,3,1,5,0,0,2,0,10,4,9,0,0,1,4,0,2,0,6,4,10,6,6,0,4,3,19,4,6,0,0,0,11,4,0,0,5,0,6,0,17,4,5,1,0,11,0,4,5,0,1,0,6
"Ant311",17,2,0,3,3,1,0,2,0,0,3,7,0,1,3,7,1,0,19,0,4,4,4,25,3,3,46,0,11,0,1,1,4,26,8,6,17,1,0,0,27,2,2,5,1,1,13,1,0,18,3,0,7,0,22,1,1
"Ant620",8,2,0,0,1,0,3,9,0,0,2,8,11,0,3,2,4,19,0,2,5,2,1,13,3,5,16,0,4,13,1,1,3,2,8,1,8,0,3,0,18,1,0,1,5,2,6,8,0,5,0,2,12,0,17,9,4
"Ant0",0,0,0,1,6,0,1,1,0,0,4,1,0,2,0,0,0,0,2,0,7,0,1,1,2,2,0,0,3,36,2,0,3,10,0,0,0,0,0,0,0,30,0,4,0,0,3,0,0,1,2,0,0,0,0,0,0
"Ant13",7,4,0,0,2,2,3,7,0,0,9,4,4,4,6,0,2,4,5,7,0,0,7,4,0,0,11,0,15,9,4,12,34,7,9,0,7,0,10,0,15,2,0,9,13,0,2,2,0,4,14,7,1,0,2,5,2
"Ant23",48,0,9,8,3,8,0,2,8,18,1,0,26,21,0,4,0,4,2,0,0,0,2,4,0,15,2,0,0,0,15,7,1,1,0,11,20,21,0,15,1,3,13,0,3,2,32,0,0,9,0,3,4,8,1,1,0
"Ant27",3,2,17,5,9,2,18,2,0,0,11,11,6,4,4,3,6,4,1,1,7,2,0,3,28,0,3,0,5,16,4,2,23,0,0,0,10,1,0,0,4,0,0,3,12,8,3,0,0,5,1,3,2,0,6,0,4
"Ant29",20,9,0,2,6,5,0,21,0,0,1,13,0,0,2,15,4,25,13,1,4,4,3,0,0,1,11,0,20,2,4,5,2,18,88,2,20,0,0,0,10,50,0,8,5,4,9,0,0,17,2,7,5,0,1,1,1
"Ant42",56,2,28,7,0,8,1,1,0,0,0,0,17,10,3,5,10,3,3,2,0,0,28,0,0,0,2,0,2,3,5,7,0,1,1,27,9,10,0,0,5,0,0,0,12,4,15,1,1,12,0,6,17,2,0,0,4
"Ant55",47,0,1,6,0,4,0,0,5,1,0,1,37,23,2,1,6,3,5,2,0,15,0,1,0,0,1,0,4,0,39,5,0,0,3,18,15,5,0,0,6,0,21,0,0,4,46,0,1,0,0,1,23,10,3,0,2
"Ant91",16,7,0,2,3,6,1,4,0,0,7,6,2,5,9,2,6,46,16,0,11,2,3,11,2,1,0,0,3,0,3,7,9,22,7,2,21,2,0,0,15,29,1,4,5,1,6,3,0,25,1,6,5,0,5,1,3
"Ant97",5,23,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,14,0,0,72,0,0,0,0,18,0
"Ant98",2,16,4,1,10,2,6,8,0,0,2,0,0,0,4,1,4,11,4,3,15,0,5,20,2,4,3,0,0,29,0,2,6,8,16,0,19,0,0,0,9,3,0,17,7,3,2,2,0,5,0,2,4,0,1,12,0
"Ant109",1,4,0,2,4,0,10,3,0,0,10,8,0,0,0,0,3,0,13,36,9,0,16,2,3,0,0,0,29,0,0,2,7,0,1,1,10,0,0,0,3,0,0,3,16,0,0,7,0,0,20,16,0,0,0,6,5
"Ant113",24,0,0,3,1,3,2,0,2,3,0,0,18,11,0,5,19,1,1,2,4,15,4,4,5,39,3,0,0,0,0,10,0,3,0,15,13,8,0,4,1,1,0,0,3,1,34,0,0,7,0,0,20,2,0,0,0
"Ant124",14,4,5,1,11,5,5,4,0,0,8,7,1,1,3,6,4,1,1,0,12,7,2,5,7,5,7,0,2,2,10,0,4,26,6,0,11,1,0,0,10,2,1,10,5,0,11,0,0,10,0,1,3,0,2,2,0
"Ant131",5,3,6,2,1,0,22,15,0,0,7,14,1,0,9,0,6,4,3,3,34,1,23,2,0,0,9,0,6,7,0,4,0,0,1,0,12,0,0,0,5,0,0,24,4,3,0,1,0,0,10,0,0,0,0,0,12
"Ant137",16,1,0,2,25,0,2,0,0,0,4,0,3,0,0,1,0,26,2,10,7,1,0,18,1,0,22,0,8,0,3,26,0,0,14,1,8,3,0,0,12,14,0,4,6,0,10,0,0,1,0,1,0,0,3,7,35
"Ant140",0,10,0,0,3,4,0,1,0,0,5,9,5,0,3,0,0,8,8,0,9,0,0,88,1,3,7,0,16,1,0,6,1,14,0,0,1,0,0,0,12,14,0,2,0,0,11,1,0,0,1,9,0,0,0,12,2
"Ant149",84,0,1,32,0,1,1,0,22,58,0,1,14,23,0,3,0,6,1,0,0,11,0,2,27,18,2,0,0,1,15,0,0,1,0,0,9,40,0,48,0,0,37,0,0,0,31,1,1,4,0,0,10,8,0,0,0
"Ant159",37,2,3,7,3,27,21,0,1,0,4,2,4,8,5,23,11,17,8,0,7,20,10,20,9,15,21,0,19,10,13,11,12,8,1,9,0,6,0,0,15,0,5,3,13,15,7,0,1,7,0,2,7,0,1,7,0
"Ant169",34,0,3,17,0,0,0,0,15,90,0,0,39,18,1,9,4,1,0,0,0,21,1,0,10,5,2,0,0,0,8,1,0,3,0,40,6,0,0,40,2,0,12,4,0,4,35,0,0,0,0,0,11,11,0,0,0
"Ant190",1,53,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,4,0,0,16,0,0,11,3,0,0,0,2,0
"Ant195",30,0,0,22,0,0,0,0,20,21,0,0,4,11,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,4,0,0,0,0,48,0,40,0,0,0,0,47,0,0,0,27,0,0,0,0,0,1,6,0,0,0
"Ant232",15,5,0,1,16,0,9,1,0,0,8,5,15,8,7,2,5,27,18,0,15,1,4,10,5,6,15,0,9,3,1,10,5,12,12,0,15,2,1,0,0,13,0,11,10,0,9,5,0,4,3,5,10,0,10,15,1
"Ant242",0,1,0,0,36,0,0,0,0,0,3,2,0,0,0,0,0,2,1,30,2,3,0,50,0,0,29,0,3,0,1,2,0,14,14,0,0,0,12,0,13,0,0,0,10,0,0,5,0,0,0,2,0,0,4,0,1
"Ant257",26,0,0,32,0,0,1,0,13,12,0,0,14,5,0,0,6,2,0,0,0,13,0,0,0,21,1,0,0,0,0,1,0,0,0,37,5,12,0,47,0,0,0,0,0,0,14,0,0,0,0,0,22,1,0,0,0
"Ant263",4,12,0,0,4,2,12,20,0,0,4,18,1,1,9,0,0,5,1,4,9,0,3,8,0,0,4,0,17,3,0,10,24,4,2,0,3,4,0,0,11,0,0,0,0,0,1,2,0,2,3,5,0,0,11,1,5
"Ant289",16,5,4,4,3,4,0,0,0,0,5,7,0,5,4,0,17,1,5,0,13,3,12,5,12,0,5,0,7,16,3,5,4,6,0,0,13,0,4,0,10,10,0,0,0,7,2,3,0,11,0,0,3,0,0,1,3
"Ant332",16,0,14,4,0,4,3,0,0,0,1,0,21,10,4,0,4,1,2,0,0,2,8,4,4,4,1,0,3,0,1,0,3,0,0,0,15,4,0,0,0,0,0,0,7,0,0,1,0,4,0,0,4,0,0,0,2
"Ant353",45,0,1,8,0,21,1,2,15,6,1,1,31,14,1,14,5,13,6,3,2,32,3,9,15,46,6,0,2,0,34,11,0,10,11,31,7,35,0,27,9,0,14,1,2,0,0,0,1,6,0,0,39,8,1,0,2
"Ant356",0,3,0,0,6,0,3,8,0,0,1,3,0,0,0,0,1,1,8,0,2,0,0,0,1,0,3,14,2,7,0,0,1,0,1,1,0,0,16,0,5,5,0,2,3,1,0,0,0,0,5,3,0,0,0,4,0
"Ant380",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ant387",13,4,7,5,0,14,4,17,0,0,0,1,8,0,2,13,11,18,5,1,4,9,5,17,12,0,25,0,5,0,7,10,0,1,0,4,7,0,0,0,4,0,0,2,11,4,6,0,0,0,0,2,3,0,0,0,1
"Ant395",2,3,0,0,4,0,10,0,0,0,1,10,0,0,0,0,0,3,0,2,14,0,1,2,0,0,1,72,0,20,0,0,10,0,1,0,0,0,11,0,3,0,0,3,0,0,0,5,0,0,0,10,0,0,8,0,1
"Ant458",1,3,0,0,1,0,1,14,0,0,8,9,4,0,0,0,4,0,2,0,7,3,3,7,6,1,6,0,2,16,0,1,0,1,9,0,2,0,3,0,5,2,0,5,0,0,0,3,0,2,10,0,0,0,1,12,0
"Ant492",32,0,15,2,0,14,2,0,1,0,0,3,22,22,1,15,5,7,12,0,1,4,2,5,17,23,5,0,4,0,20,3,0,0,0,10,7,11,0,1,10,0,22,0,3,4,39,0,0,3,0,0,0,1,0,0,5
"Ant501",6,0,0,3,0,0,0,0,20,13,0,0,2,5,0,0,0,0,0,0,0,8,0,0,2,10,0,0,0,0,2,0,0,0,0,8,0,11,0,6,0,0,1,0,0,0,8,0,0,0,0,0,1,0,3,0,0
"Ant507",2,1,0,1,2,0,3,0,0,0,0,25,0,3,0,0,1,22,17,0,2,1,6,1,0,3,5,0,1,0,0,2,0,3,0,0,1,0,0,0,10,4,0,11,0,0,1,0,0,0,8,1,0,3,0,0,1
"Ant530",4,4,0,0,7,0,0,14,0,0,8,13,0,0,0,0,0,1,9,0,5,1,0,1,0,0,1,18,12,6,0,2,0,7,12,0,7,0,2,0,15,0,0,1,1,0,0,4,0,0,0,12,0,0,0,0,3
"Ant593",7,0,4,1,7,0,6,11,0,0,7,12,0,1,5,0,6,1,4,0,2,0,4,1,4,2,3,0,0,5,0,0,12,35,2,0,0,0,0,0,1,1,0,5,3,2,2,0,0,1,1,0,5,0,1,3,0
