"","Ant260","Ant52","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant158","Ant196","Ant202","Ant209","Ant252","Ant268","Ant308","Ant311","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant42","Ant43","Ant55","Ant63","Ant91","Ant97","Ant98","Ant109","Ant113","Ant124","Ant127","Ant131","Ant137","Ant140","Ant149","Ant156","Ant159","Ant169","Ant176","Ant190","Ant195","Ant207","Ant215","Ant232","Ant242","Ant257","Ant263","Ant289","Ant324","Ant332","Ant353","Ant356","Ant380","Ant387","Ant395","Ant437","Ant458","Ant462","Ant482","Ant492","Ant501","Ant507","Ant530","Ant560","Ant593"
"Ant60",16,0,9,11,0,0,0,2,9,9,0,0,0,29,18,0,0,3,0,0,0,0,0,1,4,6,7,39,60,1,0,9,0,0,10,6,7,0,1,0,14,0,11,4,0,0,28,2,0,0,0,12,2,0,1,7,14,0,0,0,0,10,0,1,1,3,2,0,0,9,0
"Ant64",2,5,2,0,28,3,0,12,0,0,0,0,20,0,0,8,20,2,0,11,5,0,4,0,10,1,0,0,0,9,9,5,11,25,0,1,0,2,1,2,0,20,4,4,0,5,0,1,14,9,4,1,23,14,0,1,4,8,0,1,5,2,0,0,12,0,0,5,8,0,5
"Ant158",4,4,9,1,11,1,2,6,0,2,0,20,0,4,0,1,1,1,1,1,5,3,7,1,5,7,8,1,0,7,5,4,7,8,0,10,0,8,11,19,0,5,2,0,7,0,0,1,0,7,5,0,2,2,1,0,5,3,0,9,13,1,0,9,1,2,0,11,3,0,2
"Ant196",49,0,21,41,2,3,3,1,4,34,29,0,4,0,14,4,7,3,13,4,4,0,0,21,4,5,59,61,54,12,2,15,0,1,43,5,27,1,16,1,59,1,24,10,0,4,33,6,0,2,4,9,0,7,6,20,25,2,1,9,0,25,1,19,6,8,9,1,1,26,4
"Ant202",22,0,7,10,0,22,2,0,3,14,18,0,0,14,0,1,0,2,2,0,0,0,0,15,6,2,2,12,23,3,4,0,0,0,12,1,0,1,0,0,9,1,5,16,0,1,3,2,0,0,0,12,0,3,4,9,8,0,0,6,0,10,3,3,0,13,2,0,0,5,0
"Ant209",3,27,0,0,6,3,0,4,2,0,0,8,1,4,1,0,3,0,0,13,13,0,2,0,4,2,2,0,0,6,5,6,16,1,0,0,0,18,0,0,1,16,1,0,2,0,0,5,8,13,0,0,1,1,0,12,1,14,0,9,2,0,4,1,0,0,0,0,7,0,3
"Ant252",1,7,1,0,2,0,2,6,1,0,0,20,1,7,0,3,0,7,0,10,19,1,2,0,15,5,0,0,0,1,0,6,27,28,0,7,1,14,6,4,0,20,0,0,4,5,0,3,16,20,25,3,7,0,2,0,0,12,0,1,6,0,8,3,0,0,0,3,25,0,5
"Ant268",0,0,6,0,3,6,2,3,0,1,3,2,1,3,2,0,7,0,7,4,2,1,0,4,3,2,7,1,0,9,6,0,4,0,4,8,5,5,3,3,3,2,18,3,0,9,0,3,2,3,0,0,6,10,5,3,9,14,0,0,0,4,0,1,1,0,0,1,0,0,15
"Ant308",12,1,11,0,0,13,4,7,1,3,0,0,1,13,2,0,0,7,0,6,3,0,1,4,1,3,9,7,0,6,4,10,1,2,13,11,1,5,6,0,3,0,13,2,2,1,3,24,1,1,0,19,0,5,1,6,7,0,0,3,0,0,3,4,0,8,0,1,0,0,1
"Ant311",1,16,0,0,15,1,7,3,0,2,0,11,1,4,0,13,10,4,6,0,28,0,6,1,4,5,2,0,0,8,7,41,2,4,1,7,0,0,5,11,0,2,11,1,1,0,0,1,7,15,1,3,4,2,0,3,0,1,0,10,9,0,5,5,17,2,0,0,2,0,6
"Ant620",2,11,3,1,16,0,5,18,0,0,0,5,5,4,0,13,19,2,3,28,0,0,25,0,14,0,3,0,0,11,13,6,9,0,0,9,1,1,2,10,0,25,3,0,6,10,0,4,15,6,11,4,1,6,0,0,7,12,0,1,1,0,11,3,0,1,0,0,19,0,8
"Ant0",0,0,0,0,16,0,13,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,5,1,0,0,0,0,0,0,2,1,4,2,0,5,0,2,13,4,0,2,1,0,2,0,0,2,0,1,1,3,0,0,0,0,7,8,0,0,0,0,0,0,1,0,0,0,5,0,2
"Ant13",0,4,0,0,12,0,20,4,0,0,0,4,7,0,0,2,2,0,1,6,25,5,0,2,2,0,1,0,0,0,1,5,13,9,8,12,0,6,13,10,1,6,3,1,1,1,0,0,10,6,2,1,42,4,0,0,0,6,0,0,2,0,5,5,4,0,0,1,3,0,3
"Ant23",25,1,10,17,1,2,2,0,6,7,1,0,1,21,15,0,0,4,4,1,0,1,2,0,0,5,7,15,15,15,6,0,0,0,13,6,12,3,7,1,44,1,2,6,0,2,4,16,0,1,0,10,0,4,3,1,6,0,0,3,0,34,0,1,2,17,8,0,0,13,0
"Ant27",7,2,2,1,27,9,14,5,0,4,4,10,5,4,6,4,15,3,1,4,14,0,2,0,0,1,1,1,0,18,5,13,4,23,1,2,0,6,6,11,2,10,9,2,1,6,1,3,38,13,0,3,11,9,0,5,3,8,0,10,1,1,10,3,1,4,0,3,13,0,7
"Ant29",6,18,15,0,1,19,1,12,0,6,6,1,7,5,2,2,5,2,3,5,0,0,0,5,1,0,6,1,0,25,15,4,4,3,4,7,5,4,4,2,1,10,25,2,2,3,1,4,2,18,4,1,4,4,1,2,13,4,0,1,9,0,19,4,17,2,0,0,6,0,4
"Ant42",21,1,30,25,0,11,30,10,3,11,7,0,8,59,2,2,0,7,9,2,3,0,1,7,1,6,0,29,9,2,5,20,0,7,39,14,22,10,4,1,10,1,21,25,0,1,11,7,0,1,0,13,0,6,4,18,30,1,0,4,1,16,0,28,3,4,0,4,8,16,7
"Ant43",25,0,3,15,0,4,1,0,13,3,39,0,1,61,12,0,0,1,7,0,0,0,0,15,1,1,29,0,83,1,1,2,4,0,12,6,18,0,2,1,24,0,8,16,0,1,27,1,0,0,0,10,0,1,3,5,18,0,0,2,0,36,1,0,2,12,10,0,0,15,5
"Ant55",34,0,0,37,0,0,0,0,12,6,60,0,0,54,23,0,0,0,0,0,0,0,0,15,0,0,9,83,0,0,0,0,0,0,19,2,5,0,0,0,47,0,0,6,0,0,18,0,0,0,0,11,0,0,5,0,6,0,0,0,0,31,0,0,0,16,4,0,0,15,0
"Ant63",13,1,8,1,5,19,2,2,0,32,1,9,7,12,3,6,1,9,6,8,11,0,0,15,18,25,2,1,0,0,29,1,0,6,8,4,3,1,4,3,4,4,37,26,0,1,2,11,3,10,0,1,6,3,0,19,0,0,0,14,1,4,13,2,24,12,0,0,4,0,14
"Ant91",8,11,8,5,11,20,4,7,1,10,0,9,5,2,4,5,0,6,4,7,13,2,1,6,5,15,5,1,0,29,0,6,7,7,0,9,3,2,12,4,0,1,14,3,1,2,4,7,4,20,4,3,2,17,1,5,6,1,0,16,2,0,3,2,13,10,0,4,12,0,18
"Ant97",9,13,2,0,2,4,24,21,0,2,9,5,4,15,0,6,6,0,10,41,6,1,5,0,13,4,20,2,0,1,6,0,18,1,0,8,2,11,7,4,0,4,27,2,2,6,0,21,2,2,6,8,2,9,0,0,14,1,0,0,6,1,2,42,0,5,0,9,0,0,2
"Ant98",0,25,0,0,10,1,18,1,0,0,0,11,7,0,0,16,27,4,1,2,9,4,13,0,4,4,0,4,0,0,7,18,0,7,0,9,2,3,9,11,0,13,0,0,10,4,0,2,16,1,6,1,1,2,0,2,1,8,0,1,24,0,4,0,1,0,0,16,40,0,7
"Ant109",0,6,2,2,15,2,6,20,0,1,0,25,8,1,0,1,28,0,2,4,0,2,9,0,23,3,7,0,0,6,7,1,7,0,0,6,2,26,1,1,0,13,3,1,2,2,2,4,19,11,10,7,7,0,1,2,1,1,0,4,5,0,13,3,2,1,0,2,4,0,7
"Ant113",7,0,26,8,1,7,0,2,7,5,10,0,0,43,12,0,0,4,13,1,0,0,8,13,1,4,39,12,19,8,0,0,0,0,0,7,12,1,0,0,38,3,15,20,0,2,16,5,1,1,0,6,0,4,2,3,15,2,0,3,0,8,1,11,2,6,5,1,5,6,2
"Ant124",25,1,9,5,22,0,2,7,3,3,6,1,10,5,1,0,7,8,11,7,9,5,12,6,2,7,14,6,2,4,9,8,9,6,7,0,6,0,8,3,10,5,33,13,2,11,4,11,13,3,1,18,7,1,10,14,26,4,0,3,1,4,3,24,8,4,0,0,4,0,12
"Ant127",11,0,12,14,0,3,2,0,1,6,7,0,0,27,0,0,1,5,1,0,1,0,0,12,0,5,22,18,5,3,3,2,2,2,12,6,0,0,3,0,25,0,9,6,0,8,24,9,0,1,0,6,0,0,5,8,8,0,0,7,0,21,0,3,0,4,1,0,3,12,0
"Ant131",5,4,4,0,19,6,26,1,0,0,0,2,8,1,1,18,14,5,5,0,1,2,6,3,6,4,10,0,0,1,2,11,3,26,1,0,0,0,24,1,0,19,3,0,2,5,0,0,10,69,8,0,48,0,0,1,7,21,0,1,0,0,1,4,2,0,0,5,7,0,0
"Ant137",13,4,0,1,6,5,23,3,0,3,1,1,11,16,0,0,6,3,6,5,2,13,13,7,6,4,4,2,0,4,12,7,9,1,0,8,3,24,0,9,1,12,26,0,3,5,0,5,4,6,0,18,2,2,2,5,17,0,0,5,6,0,2,15,9,2,0,1,4,0,10
"Ant140",0,17,1,0,28,0,26,1,0,0,0,2,19,1,0,0,4,3,0,11,10,4,10,1,11,2,1,1,0,3,4,4,11,1,0,3,0,1,9,0,0,1,2,0,2,0,0,0,5,6,1,0,4,4,0,2,9,15,0,1,0,0,4,0,0,0,0,8,2,0,24
"Ant149",22,0,9,28,0,2,1,0,17,8,14,0,0,59,9,1,0,3,3,0,0,0,1,44,2,1,10,24,47,4,0,0,0,0,38,10,25,0,1,0,0,0,6,6,0,4,8,0,0,0,0,3,0,0,1,10,9,0,2,2,0,21,0,9,0,15,1,0,0,14,1
"Ant156",0,0,3,0,30,3,2,1,0,1,0,20,5,1,1,16,20,2,0,2,25,2,6,1,10,10,1,0,0,4,1,4,13,13,3,5,0,19,12,1,0,0,1,0,4,8,2,0,15,23,6,4,10,1,0,0,1,16,0,28,39,0,3,1,9,0,0,11,26,0,2
"Ant159",33,1,13,3,1,3,9,4,0,2,11,4,2,24,5,1,0,18,13,11,3,1,3,2,9,25,21,8,0,37,14,27,0,3,15,33,9,3,26,2,6,1,0,10,1,1,3,23,1,5,0,39,0,4,11,19,37,2,0,22,1,2,5,40,1,14,0,6,3,0,25
"Ant169",8,0,6,10,0,6,1,1,0,27,4,4,0,10,16,0,0,3,2,1,0,0,1,6,2,2,25,16,6,26,3,2,0,1,20,13,6,0,0,0,6,0,10,0,0,0,11,6,0,0,0,11,0,3,3,5,9,0,0,4,0,10,0,11,4,10,6,1,0,9,5
"Ant176",2,1,0,0,8,0,9,1,0,0,0,0,7,0,0,2,4,0,2,1,6,2,1,0,1,2,0,0,0,0,1,2,10,2,0,2,0,2,3,2,0,4,1,0,0,0,0,0,3,4,14,0,2,1,0,0,5,6,0,0,4,0,0,1,0,0,0,0,14,0,0
"Ant190",1,0,1,0,32,0,9,1,0,0,0,5,0,4,1,0,5,9,1,0,10,0,1,2,6,3,1,1,0,1,2,6,4,2,2,11,8,5,5,0,4,8,1,0,0,0,0,2,15,8,2,2,3,0,0,6,2,1,0,3,0,0,6,5,1,0,0,2,1,0,16
"Ant195",11,0,9,30,0,1,0,0,4,7,28,0,0,33,3,0,0,0,3,0,0,0,0,4,1,1,11,27,18,2,4,0,0,2,16,4,24,0,0,0,8,2,3,11,0,0,0,1,0,0,0,6,0,0,2,2,6,0,0,1,0,9,0,11,0,14,4,0,4,7,0
"Ant207",15,0,14,5,0,14,2,0,4,0,2,1,1,6,2,5,3,3,24,1,4,2,0,16,3,4,7,1,0,11,7,21,2,4,5,11,9,0,5,0,0,0,23,6,0,2,1,0,0,1,1,16,0,4,1,0,9,0,0,10,0,5,4,4,3,5,0,0,0,1,0
"Ant215",2,29,0,0,46,0,1,6,0,0,0,14,0,0,0,8,16,2,1,7,15,0,10,0,38,2,0,0,0,3,4,2,16,19,1,13,0,10,4,5,0,15,1,0,3,15,0,0,0,1,9,0,17,11,0,2,0,7,0,0,5,0,2,1,0,0,1,0,16,0,6
"Ant232",1,7,7,1,12,4,4,23,0,0,0,9,7,2,0,13,20,3,1,15,6,1,6,1,13,18,1,0,0,10,20,2,1,11,1,3,1,69,6,6,0,23,5,0,4,8,0,1,1,0,2,2,12,9,9,0,5,1,0,15,0,0,7,3,4,0,0,4,4,0,20
"Ant242",0,7,0,0,3,0,3,0,0,0,0,4,5,4,0,0,25,0,0,1,11,1,2,0,0,4,0,0,0,0,4,6,6,10,0,1,0,8,0,1,0,6,0,0,14,2,0,1,9,2,0,0,4,0,0,0,0,3,0,0,17,0,1,0,0,0,0,3,7,0,0
"Ant257",23,0,14,5,0,5,4,0,2,6,12,1,0,9,12,0,3,0,19,3,4,3,1,10,3,1,13,10,11,1,3,8,1,7,6,18,6,0,18,0,3,4,39,11,0,2,6,16,0,2,0,0,0,13,1,2,23,0,1,11,0,17,1,8,3,21,4,1,0,5,0
"Ant263",1,11,1,0,13,0,1,4,0,1,2,23,2,0,0,1,7,6,0,4,1,0,42,0,11,4,0,0,0,6,2,2,1,7,0,7,0,48,2,4,0,10,0,0,2,3,0,0,17,12,4,0,0,13,0,0,0,4,0,17,2,0,18,0,0,0,0,2,10,0,10
"Ant289",4,0,20,0,21,1,6,3,0,2,0,14,2,7,3,1,0,10,5,2,6,0,4,4,9,4,6,1,0,3,17,9,2,0,4,1,0,0,2,4,0,1,4,3,1,0,0,4,11,9,0,13,13,0,0,2,0,6,0,15,2,2,5,0,10,0,0,0,0,0,3
"Ant324",2,0,0,5,1,0,0,0,0,0,1,0,1,6,4,0,2,5,1,0,0,0,0,3,0,1,4,3,5,0,1,0,0,1,2,10,5,0,2,0,1,0,11,3,0,0,2,1,0,9,0,1,0,0,0,4,1,0,0,0,0,7,0,0,1,0,2,0,0,8,0
"Ant332",6,3,5,2,2,3,1,0,3,4,7,1,0,20,9,12,0,3,6,3,0,0,0,1,5,2,18,5,0,19,5,0,2,2,3,14,8,1,5,2,10,0,19,5,0,6,2,0,2,0,0,2,0,2,4,0,4,0,0,5,1,1,0,5,1,9,0,0,7,0,9
"Ant353",22,0,6,14,3,4,12,2,1,6,14,4,5,25,8,1,0,9,7,0,7,7,0,6,3,13,30,18,6,0,6,14,1,1,15,26,8,7,17,9,9,1,37,9,5,2,6,9,0,5,0,23,0,0,1,4,0,1,0,4,1,4,0,17,8,4,4,0,2,19,11
"Ant356",0,3,0,0,21,0,1,7,0,0,0,8,3,2,0,14,12,14,0,1,12,8,6,0,8,4,1,0,0,0,1,1,8,1,2,4,0,21,0,15,0,16,2,0,6,1,0,0,7,1,3,0,4,6,0,0,1,0,0,21,39,0,10,3,4,1,0,1,29,0,2
"Ant380",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ant387",1,0,7,0,6,2,0,0,0,4,0,1,9,9,6,9,1,0,3,10,1,0,0,3,10,1,4,2,0,14,16,0,1,4,3,3,7,1,5,1,2,28,22,4,0,3,1,10,0,15,0,11,17,15,0,5,4,21,0,0,0,0,4,0,22,3,0,10,5,0,7
"Ant395",0,10,0,0,8,0,0,19,0,0,0,5,13,0,0,2,6,0,0,9,1,0,2,0,1,9,1,0,0,1,2,6,24,5,0,1,0,0,6,0,0,39,1,0,4,0,0,0,5,0,17,0,2,2,0,1,1,39,0,0,0,0,0,0,1,0,0,16,11,0,7
"Ant437",16,0,12,21,0,2,0,0,6,4,10,2,1,25,10,0,0,4,0,0,0,0,0,34,1,0,16,36,31,4,0,1,0,0,8,4,21,0,0,0,21,0,2,10,0,0,9,5,0,0,0,17,0,2,7,1,4,0,0,0,0,0,1,1,0,16,10,1,0,10,2
"Ant458",0,0,4,0,2,3,1,1,0,0,0,0,0,1,3,4,8,0,3,5,11,0,5,0,10,19,0,1,0,13,3,2,4,13,1,3,0,1,2,4,0,3,5,0,0,6,0,4,2,7,1,1,18,5,0,0,0,10,0,4,0,1,0,2,3,1,0,4,13,0,0
"Ant462",12,1,8,2,0,0,3,0,0,4,1,0,9,19,3,1,3,1,4,5,3,0,5,1,3,4,28,0,0,2,2,42,0,3,11,24,3,4,15,0,9,1,40,11,1,5,11,4,1,3,0,8,0,0,0,5,17,3,0,0,0,1,2,0,7,9,0,4,1,0,1
"Ant482",22,0,2,2,1,5,9,0,0,0,1,12,1,6,0,0,0,1,0,17,0,1,4,2,1,17,3,2,0,24,13,0,1,2,2,8,0,2,9,0,0,9,1,4,0,1,0,3,0,4,0,3,0,10,1,1,8,4,0,22,1,0,3,7,0,0,0,0,0,0,15
"Ant492",7,0,11,7,0,3,1,0,1,5,3,0,2,8,13,0,0,0,8,2,1,0,0,17,4,2,4,12,16,12,10,5,0,1,6,4,4,0,2,0,15,0,14,10,0,0,14,5,0,0,0,21,0,0,0,9,4,1,0,3,0,16,1,9,0,0,0,0,1,5,0
"Ant501",11,0,0,12,0,0,0,0,12,2,2,0,0,9,2,0,0,0,0,0,0,0,0,8,0,0,0,10,4,0,0,0,0,0,5,0,1,0,0,0,1,0,0,6,0,0,4,0,1,0,0,4,0,0,2,0,4,0,0,0,0,10,0,0,0,0,0,0,0,4,0
"Ant507",0,0,1,0,0,0,1,0,0,1,0,5,11,1,0,0,3,1,1,0,0,0,1,0,3,0,4,0,0,0,4,9,16,2,1,0,0,5,1,8,0,11,6,1,0,2,0,0,0,4,3,1,2,0,0,0,0,1,0,10,16,1,4,4,0,0,0,0,2,0,1
"Ant530",0,6,1,0,31,2,3,11,0,1,0,8,3,1,0,7,25,0,0,2,19,5,3,0,13,6,8,0,0,4,12,0,40,4,5,4,3,7,4,2,0,26,3,0,14,1,4,0,16,4,7,0,10,0,0,7,2,29,0,5,11,0,13,1,0,1,0,2,0,0,3
"Ant560",4,0,0,27,0,0,0,0,9,1,9,0,0,26,5,0,0,0,0,0,0,0,0,13,0,0,16,15,15,0,0,0,0,0,6,0,12,0,0,0,14,0,0,9,0,0,7,1,0,0,0,5,0,0,8,0,19,0,0,0,0,10,0,0,0,5,4,0,0,0,0
"Ant593",0,2,3,0,6,0,4,10,0,1,0,5,2,4,0,3,5,15,1,6,8,2,3,0,7,4,7,5,0,14,18,2,7,7,2,12,0,0,10,24,1,2,25,5,0,16,0,0,6,20,0,0,10,3,0,9,11,2,0,7,7,2,0,1,15,0,0,1,3,0,0
