"","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant158","Ant196","Ant202","Ant209","Ant252","Ant268","Ant308","Ant311","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant42","Ant43","Ant55","Ant63","Ant91","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant124","Ant127","Ant131","Ant137","Ant139","Ant140","Ant149","Ant153","Ant156","Ant159","Ant169","Ant176","Ant186","Ant190","Ant195","Ant198","Ant207","Ant215","Ant219","Ant232","Ant242","Ant255","Ant257","Ant263","Ant289","Ant318","Ant324","Ant332","Ant342","Ant353","Ant356","Ant380","Ant387","Ant395","Ant437","Ant458","Ant462","Ant482","Ant492","Ant501","Ant507","Ant530","Ant552","Ant560","Ant564","Ant593"
"Ant63",4,3,6,13,17,0,12,7,10,5,6,21,4,0,13,23,9,2,1,8,13,10,6,1,3,3,24,32,4,7,0,18,16,8,13,3,17,33,24,13,9,22,1,3,3,5,10,23,2,3,38,1,23,10,35,3,5,1,0,1,2,6,3,2,4,4,1,24,0,9,8,15,10,3,5,23,9,1,0,2,12,5,11,0
"Ant91",0,5,11,0,1,15,10,25,31,0,0,5,11,13,8,1,8,30,6,9,11,30,12,22,2,19,12,0,0,1,18,0,11,22,7,14,8,2,4,13,21,14,39,20,0,15,23,25,1,7,8,6,6,3,14,4,28,20,11,7,0,22,13,10,26,3,1,0,12,1,6,14,1,20,8,2,5,0,5,16,5,3,5,8
"Ant97",8,4,10,4,1,3,3,19,14,0,6,12,12,7,11,10,5,21,8,27,2,11,18,1,20,6,24,6,0,1,16,11,0,8,18,2,16,12,25,20,5,29,0,4,0,15,11,18,0,21,6,9,14,0,13,3,3,5,5,16,4,14,12,14,27,41,0,2,2,12,10,3,4,11,4,12,9,0,2,1,1,4,22,11
"Ant98",0,6,1,2,1,13,5,4,20,4,2,4,6,5,0,0,9,5,6,7,4,22,2,18,11,31,5,0,0,0,8,22,8,0,0,5,3,6,1,2,6,11,5,6,2,10,4,4,0,9,1,7,9,0,20,7,12,19,11,0,3,13,0,10,5,5,0,3,6,0,15,3,6,1,1,12,1,0,6,0,7,2,19,0
"Ant100",0,4,16,3,1,3,8,11,7,0,8,9,29,1,2,16,0,31,23,12,0,5,2,4,7,9,21,1,3,0,13,7,18,0,0,6,22,4,12,12,15,22,15,5,1,4,26,9,4,10,14,14,12,7,9,3,13,27,3,8,12,6,7,11,1,9,2,13,1,4,4,9,9,15,4,8,2,0,1,14,30,27,6,13
"Ant109",0,1,10,0,0,8,6,4,20,0,0,2,6,15,0,1,3,25,1,6,8,10,0,1,0,39,2,0,0,0,3,14,2,5,6,0,0,0,4,10,17,0,15,17,0,31,8,7,0,24,0,20,1,0,2,39,15,11,23,3,1,3,9,21,0,0,0,0,63,0,0,0,1,5,0,0,1,0,24,51,0,0,14,10
"Ant113",1,3,6,2,2,5,2,4,4,5,5,24,6,0,7,10,4,0,19,4,4,3,1,0,0,0,14,8,6,13,17,8,16,3,22,0,0,12,6,6,5,17,0,6,3,1,1,4,4,8,23,0,15,0,20,0,12,1,0,4,7,3,6,3,5,6,0,11,1,5,3,7,8,7,1,3,7,0,0,5,14,8,2,4
"Ant115",7,1,5,13,15,1,3,5,2,14,27,68,0,0,21,19,1,1,1,9,2,0,1,0,27,8,17,15,42,26,33,2,12,6,4,0,12,0,10,0,11,21,2,1,9,5,2,7,15,4,25,1,7,10,13,4,10,7,3,6,12,4,0,1,1,6,6,20,0,30,9,0,29,0,12,0,19,2,0,5,17,18,2,2
"Ant124",4,5,5,1,13,1,11,5,16,4,18,18,3,1,23,25,4,3,7,6,10,14,1,4,4,4,28,6,5,29,24,4,25,1,12,4,6,10,0,15,6,19,5,8,4,7,13,16,3,6,18,7,16,13,13,2,11,8,9,1,16,6,8,7,7,22,4,11,0,9,10,1,10,2,4,5,8,0,0,13,33,4,19,19
"Ant127",1,8,46,2,6,1,0,10,10,2,3,4,5,6,6,6,2,12,8,32,11,4,2,2,8,2,11,0,1,0,13,13,20,2,12,10,6,0,15,0,3,5,34,6,30,11,6,2,0,19,5,8,10,11,4,7,15,2,3,12,1,8,10,24,0,17,0,4,0,11,7,17,4,11,4,17,3,0,6,26,5,3,12,15
"Ant131",2,20,10,5,0,5,20,9,10,9,3,4,9,13,9,5,23,35,10,27,14,29,14,21,13,13,15,0,3,5,9,21,5,6,15,17,5,11,6,3,0,7,26,18,8,12,15,3,0,6,12,16,7,5,17,23,20,7,42,4,4,15,11,16,4,8,0,12,27,2,4,6,4,13,1,17,6,3,6,20,6,3,7,9
"Ant137",2,8,5,11,7,2,12,19,8,0,7,14,2,1,0,8,2,0,6,10,3,9,1,7,1,1,21,11,1,3,22,14,29,11,22,0,17,21,19,5,7,0,8,2,4,8,4,8,0,2,8,0,14,1,12,3,7,1,1,1,2,17,13,3,7,12,1,12,3,0,2,2,4,15,17,15,13,0,0,0,16,9,4,8
"Ant139",1,11,21,4,0,13,9,6,12,7,1,2,3,17,4,0,10,37,6,1,0,6,2,12,3,6,4,0,0,7,1,39,0,5,15,15,0,2,5,34,26,8,0,1,5,28,16,13,0,18,4,7,1,4,19,18,16,2,4,15,3,19,20,18,7,3,0,4,7,4,9,24,1,4,1,3,6,0,6,16,6,2,1,11
"Ant140",0,3,21,0,0,7,5,8,26,0,0,5,1,6,0,5,14,20,0,12,3,32,6,3,0,49,0,1,1,0,3,20,4,6,5,17,6,1,8,6,18,2,1,0,0,16,16,4,0,20,2,5,2,0,1,7,16,4,27,2,0,8,4,12,2,1,0,0,33,0,6,22,1,14,1,5,0,0,18,15,5,0,6,5
"Ant149",10,3,17,4,30,0,5,0,5,26,5,13,1,2,29,28,7,4,25,4,0,0,0,2,22,2,1,12,19,20,3,0,0,2,1,0,3,9,4,30,8,4,5,0,0,0,0,5,9,3,3,0,1,18,1,2,12,4,0,11,6,2,0,10,0,27,0,14,0,14,6,2,33,1,8,72,27,2,1,20,0,12,0,0
"Ant153",0,29,39,0,3,8,2,8,3,0,4,2,16,2,0,1,25,5,32,10,4,6,4,9,1,18,11,0,0,0,5,15,15,10,4,31,1,5,7,11,12,8,28,16,0,0,4,4,0,20,0,0,9,1,5,11,26,12,19,10,0,3,7,20,9,7,0,3,0,5,3,10,0,14,16,8,15,0,6,25,3,0,2,6
"Ant156",0,11,11,0,0,7,17,17,25,0,1,5,33,6,0,2,0,23,0,3,30,17,5,6,0,4,10,5,0,0,10,23,11,4,26,8,1,2,13,6,15,4,16,16,0,4,0,6,0,3,4,18,8,0,9,7,9,20,27,4,0,22,30,16,16,7,1,1,11,0,2,4,3,2,1,0,1,0,6,10,7,0,21,18
"Ant159",0,18,5,2,2,16,8,12,8,2,9,0,8,10,4,8,8,26,10,16,6,7,4,13,2,31,35,2,1,3,23,25,18,4,9,7,4,7,16,2,3,8,13,4,5,4,6,0,1,14,10,2,5,9,10,6,10,6,5,7,1,12,13,25,18,29,1,17,2,3,7,8,2,5,0,7,13,0,1,8,19,2,10,5
"Ant169",14,0,1,8,12,0,9,1,1,16,3,12,0,0,17,23,1,0,3,7,2,0,0,0,11,0,4,10,12,19,2,1,0,0,4,0,4,15,3,0,0,0,0,0,9,0,0,1,0,5,1,0,6,18,2,0,0,0,0,1,7,0,0,0,0,1,2,1,0,9,0,0,17,0,9,3,13,8,0,0,1,5,0,0
"Ant176",2,4,11,0,0,13,1,3,15,2,3,3,2,10,0,2,1,8,0,19,6,9,4,3,1,12,10,0,0,4,3,7,21,9,10,24,8,4,6,19,6,2,18,20,3,20,3,14,5,0,0,12,7,1,6,4,9,3,9,7,6,4,5,12,1,7,0,1,0,3,4,7,2,1,1,0,0,0,8,22,2,0,4,5
"Ant186",3,0,5,12,6,0,19,3,1,3,19,41,0,0,3,30,0,0,5,3,2,4,0,0,6,0,20,17,8,3,38,8,6,1,14,0,23,25,18,5,12,8,4,2,3,0,4,10,1,0,0,0,7,8,10,0,13,0,2,1,11,2,6,0,1,9,8,13,0,10,1,0,8,2,5,1,11,2,0,2,25,12,4,1
"Ant190",0,5,8,2,5,2,1,9,6,0,0,0,7,1,0,0,1,14,0,11,5,18,0,9,0,7,4,0,0,0,1,6,9,7,14,20,0,1,7,8,16,0,7,5,0,0,18,2,0,12,0,0,1,0,15,12,0,4,29,0,0,3,6,22,0,5,0,0,6,0,0,3,1,6,0,0,1,0,1,27,1,0,1,7
"Ant195",9,4,20,7,5,0,7,13,2,9,23,19,16,0,7,16,4,0,1,18,4,1,5,1,2,0,13,2,8,5,23,6,14,9,12,1,15,7,16,10,7,14,1,2,1,9,8,5,6,7,7,1,0,7,27,0,0,6,0,0,9,6,10,14,3,13,0,11,0,16,8,2,2,6,19,5,7,1,0,9,20,4,14,22
"Ant198",30,0,7,8,11,1,2,2,0,19,8,9,1,0,18,31,0,0,5,3,0,0,0,0,16,0,17,1,8,10,10,3,0,0,7,0,0,10,13,11,5,1,4,0,18,1,0,9,18,1,8,0,7,0,5,0,12,0,0,7,16,1,1,1,2,3,0,3,0,25,0,0,7,0,2,27,10,0,0,2,12,1,1,3
"Ant207",2,3,8,4,2,11,6,15,11,3,6,9,3,6,15,13,6,16,1,4,8,4,2,15,6,10,26,7,5,13,35,14,13,20,9,2,20,13,13,4,17,12,19,1,1,5,9,10,2,6,10,15,27,5,0,9,11,7,7,9,4,7,9,8,1,1,5,6,4,9,2,5,11,3,4,5,4,0,0,5,28,7,9,6
"Ant215",0,12,4,3,0,8,0,6,11,0,1,0,6,4,0,0,9,38,10,11,4,15,2,16,3,6,7,0,0,0,3,4,3,7,3,39,0,4,2,7,23,3,18,7,2,11,7,6,0,4,0,12,0,0,9,0,9,2,20,4,3,2,1,5,2,1,0,3,25,1,1,5,0,5,0,0,0,0,18,8,6,0,0,5
"Ant219",1,5,0,1,7,15,4,32,3,1,14,3,5,5,7,6,6,20,0,14,5,14,6,3,4,10,10,3,4,4,5,28,3,12,13,15,12,10,11,15,20,7,16,16,12,26,9,10,0,9,13,0,0,12,11,9,0,7,5,5,3,17,7,21,7,0,0,5,3,2,19,17,2,3,3,0,6,0,6,12,10,3,3,16
"Ant232",0,42,18,1,1,1,0,22,19,0,1,14,11,9,1,0,3,27,4,3,11,15,4,3,2,15,5,1,2,1,1,20,5,19,27,11,1,7,8,2,7,1,2,4,4,12,20,6,0,3,0,4,6,0,7,2,7,0,8,8,2,35,4,8,22,6,0,6,9,0,9,6,2,10,2,8,1,0,8,24,4,1,25,12
"Ant242",0,18,17,4,0,2,5,0,19,0,1,0,14,15,0,0,3,29,1,13,6,24,41,5,0,12,4,0,0,0,0,11,5,11,3,23,0,3,9,3,42,1,4,27,0,19,27,5,0,9,2,29,0,0,7,20,5,8,0,0,0,9,20,6,1,1,0,0,28,0,2,8,0,23,1,4,1,0,13,25,1,0,17,12
"Ant255",0,5,7,1,1,6,2,14,10,2,1,6,2,4,3,3,0,1,3,7,7,6,6,2,13,4,8,3,6,1,1,7,16,0,8,3,4,6,1,12,4,1,15,2,11,10,4,7,1,7,1,0,0,7,9,4,5,8,0,0,2,4,0,4,4,9,0,8,3,16,5,0,7,1,9,3,5,0,16,4,0,0,0,1
"Ant257",5,1,6,3,12,0,1,0,0,9,10,20,0,0,19,25,2,1,5,5,0,3,0,0,30,2,8,2,14,14,2,0,4,3,12,1,7,12,16,1,4,2,3,0,6,0,0,1,7,6,11,0,9,16,4,3,3,2,0,2,0,0,0,0,0,8,6,5,0,3,8,0,17,0,3,1,9,0,0,0,9,18,0,0
"Ant263",0,4,6,0,0,4,5,3,14,0,1,3,16,2,0,4,15,22,2,8,3,15,10,1,1,22,2,0,0,0,6,22,14,13,6,3,3,4,6,8,15,17,19,8,2,3,22,12,0,4,2,3,6,1,7,2,17,35,9,4,0,0,29,9,0,0,0,0,12,0,2,6,1,5,1,0,1,0,7,3,2,5,15,8
"Ant289",1,26,19,5,2,3,6,11,6,0,4,1,20,9,0,6,11,16,5,8,19,2,7,1,0,7,11,2,2,5,3,13,12,0,7,9,6,0,8,10,11,13,20,4,0,7,30,13,0,5,6,6,10,1,9,1,7,4,20,0,0,29,0,4,1,12,0,8,3,2,3,7,1,10,3,0,2,0,4,3,18,0,12,15
"Ant318",0,16,8,0,0,10,8,6,12,4,4,6,4,14,2,0,12,11,22,3,3,12,3,12,0,10,0,0,0,2,2,10,14,10,11,21,3,1,7,24,16,3,18,12,10,20,16,25,0,12,0,22,14,1,8,5,21,8,6,4,0,9,4,0,6,14,0,7,11,0,12,11,1,8,1,10,1,0,11,24,12,0,1,7
"Ant324",0,3,15,2,1,4,3,7,4,3,5,1,3,0,4,3,9,0,3,5,2,0,1,1,2,0,6,0,0,0,4,26,27,5,1,0,5,1,7,0,4,7,7,2,0,9,16,18,0,1,1,0,3,2,1,2,7,22,1,4,0,0,1,6,0,3,0,2,1,1,6,0,0,5,3,0,0,0,1,2,8,0,35,3
"Ant332",3,1,9,14,8,1,1,7,1,1,11,16,4,0,16,15,5,13,5,9,17,4,13,2,11,1,16,11,15,4,4,3,41,5,9,0,6,6,22,17,8,12,3,1,27,7,7,29,1,7,9,5,13,3,1,1,0,6,1,9,8,0,12,14,3,0,4,19,2,8,15,1,18,2,3,20,18,0,4,1,8,7,3,5
"Ant342",1,1,1,2,5,0,1,0,0,6,3,12,0,0,4,9,0,0,3,0,0,0,0,0,6,0,0,0,9,0,1,1,0,0,2,0,0,6,4,0,0,1,0,0,0,0,1,1,2,0,8,0,0,0,5,0,0,0,0,0,6,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,2,35,0,0,3,0,0,0
"Ant353",2,2,9,3,5,2,10,5,17,20,6,20,3,3,3,6,1,6,3,7,2,1,0,0,1,0,13,7,4,1,24,0,2,3,13,0,11,20,11,4,12,12,4,0,14,3,1,17,1,1,13,0,11,3,6,3,5,6,0,8,5,0,8,7,2,19,1,0,0,5,2,2,15,3,7,3,4,0,0,4,10,10,5,4
"Ant356",0,5,6,0,0,24,2,2,12,0,1,0,6,59,0,0,33,51,1,3,10,19,2,23,0,37,0,2,0,0,0,12,2,6,1,63,1,0,0,0,27,3,7,33,0,0,11,2,0,0,0,6,0,0,4,25,3,9,28,3,0,12,3,11,1,2,0,0,0,0,0,3,0,23,1,0,1,0,7,16,1,0,1,6
"Ant380",19,1,11,7,6,0,4,0,5,22,12,21,3,0,27,10,2,0,5,13,1,0,0,0,15,2,11,6,22,8,9,1,12,0,4,0,5,30,9,11,2,0,4,0,14,5,0,3,9,3,10,0,16,25,9,1,2,0,0,16,3,0,2,0,1,8,0,5,0,0,10,0,19,2,24,11,24,0,3,0,9,22,0,0
"Ant387",8,9,0,1,5,6,4,10,6,0,3,6,6,10,0,1,1,7,0,9,6,5,0,2,7,2,2,1,0,0,8,6,10,15,4,0,3,9,10,7,4,2,9,6,6,3,2,7,0,4,1,0,8,0,2,1,19,9,2,5,8,2,3,12,6,15,0,2,0,10,0,4,1,13,1,7,2,0,0,14,8,0,12,0
"Ant395",0,10,22,0,2,22,16,11,6,0,5,1,5,12,0,0,6,34,0,2,19,6,8,3,2,10,8,1,0,0,15,14,3,3,9,0,7,0,1,17,6,2,24,22,2,10,4,8,0,7,0,3,2,0,5,5,17,6,8,0,0,6,7,11,0,1,0,2,3,0,4,0,0,33,1,3,1,0,6,28,2,1,5,22
"Ant437",22,1,4,20,14,1,6,2,4,24,16,28,4,0,24,40,0,0,9,9,0,0,0,0,26,0,12,21,22,26,10,1,4,6,9,1,8,29,10,4,4,4,1,1,33,0,3,2,17,2,8,1,2,7,11,0,2,2,0,7,17,1,1,1,0,18,0,15,0,19,1,0,0,0,5,11,16,3,0,0,6,10,1,0
"Ant458",3,19,11,0,1,6,0,8,18,0,0,3,13,17,0,0,3,39,4,18,15,25,5,4,0,9,4,2,0,0,3,20,11,1,15,5,7,0,2,11,13,15,4,14,1,14,2,5,0,1,2,6,6,0,3,5,3,10,23,1,0,5,10,8,5,2,1,3,23,2,13,33,0,0,1,8,0,0,16,10,2,0,6,2
"Ant462",11,0,2,6,5,1,2,1,6,2,5,19,3,0,17,15,1,1,3,8,4,1,0,0,2,1,3,14,5,17,5,8,4,1,4,0,1,12,4,4,1,17,1,1,8,16,1,0,9,1,5,0,19,2,4,0,3,2,1,9,3,1,3,1,3,3,0,7,1,24,1,1,5,1,0,7,11,0,1,1,0,10,0,1
