"","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant158","Ant196","Ant202","Ant209","Ant252","Ant268","Ant308","Ant311","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant42","Ant43","Ant55","Ant63","Ant91","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant124","Ant127","Ant131","Ant137","Ant139","Ant140","Ant149","Ant153","Ant156","Ant159","Ant169","Ant176","Ant186","Ant190","Ant195","Ant198","Ant207","Ant215","Ant219","Ant232","Ant242","Ant255","Ant257","Ant263","Ant289","Ant318","Ant324","Ant332","Ant342","Ant353","Ant356","Ant380","Ant387","Ant395","Ant437","Ant458","Ant462","Ant482","Ant492","Ant501","Ant507","Ant530","Ant552","Ant560","Ant564","Ant593"
"Ant38",5,2,1,12,9,0,2,6,1,1,0,14,1,0,18,32,0,1,1,7,2,2,0,0,2,1,14,8,4,3,2,10,8,1,12,0,25,21,11,4,1,1,7,0,10,0,0,9,5,1,25,0,2,5,2,2,4,0,0,8,9,0,0,1,0,10,6,2,0,0,0,0,4,2,0,0,6,3,0,4,6,1,0,0
"Ant60",23,1,7,4,6,0,2,4,4,11,14,0,0,1,9,35,1,4,7,7,4,3,0,0,29,0,10,29,33,19,14,0,2,0,6,0,8,15,19,0,1,5,14,0,3,1,1,5,39,3,12,4,8,11,12,1,2,1,0,5,25,0,6,0,10,22,15,17,0,2,0,0,5,1,9,2,7,4,3,2,6,5,0,3
"Ant64",0,12,8,0,0,10,0,0,3,0,1,0,0,10,0,0,8,18,11,0,4,1,6,9,0,29,5,0,0,0,0,20,1,6,0,17,6,0,5,9,11,0,1,10,0,0,6,0,0,2,0,2,4,0,1,10,11,6,17,0,0,2,5,17,0,0,0,0,17,0,14,10,0,3,1,0,0,0,6,1,0,0,9,0
"Ant158",2,3,8,2,0,1,3,10,11,0,0,1,10,0,3,0,12,8,4,1,1,0,8,17,1,4,0,3,1,0,1,8,9,16,0,7,12,1,0,13,13,1,10,19,0,4,5,3,0,11,0,0,2,0,0,12,2,4,4,6,0,3,0,3,1,0,0,1,12,0,11,4,0,9,1,2,0,0,4,8,0,0,8,0
"Ant196",37,6,6,19,2,0,7,0,0,10,18,9,0,3,0,33,2,3,6,38,4,1,0,0,18,1,8,50,32,10,8,6,19,0,22,0,24,11,12,3,6,9,13,0,34,3,3,15,44,0,21,3,26,7,16,0,9,2,0,3,10,2,8,1,0,63,6,19,1,0,7,0,13,2,7,8,17,13,5,2,15,23,4,1
"Ant202",23,1,5,31,12,0,2,2,0,11,32,35,0,0,33,0,0,6,3,9,2,2,0,0,17,2,4,21,24,21,20,9,4,0,8,0,22,18,4,0,1,0,0,0,21,4,0,12,17,1,11,3,19,8,15,1,5,1,0,6,9,0,2,0,1,35,12,12,0,0,0,0,25,0,3,3,28,9,0,5,14,6,1,5
"Ant209",0,3,4,4,1,2,0,7,4,0,0,1,8,12,2,0,0,16,2,13,6,13,3,3,0,37,5,0,0,1,4,2,8,3,3,3,11,4,6,5,21,3,7,1,4,9,7,3,0,0,5,0,5,0,3,9,7,8,5,7,1,2,3,1,3,1,0,3,1,0,5,3,0,4,0,3,0,2,2,26,1,0,5,5
"Ant252",0,8,17,4,5,21,3,7,0,0,1,4,18,8,3,6,16,0,8,0,11,13,30,1,2,18,7,0,1,1,7,8,8,1,21,44,17,3,10,4,18,8,7,5,3,19,5,9,4,30,2,0,10,2,16,4,1,8,29,0,0,17,9,2,0,2,0,0,4,0,6,6,2,2,10,0,5,0,9,48,5,1,23,0
"Ant268",7,2,11,1,0,0,1,10,8,3,1,7,11,4,6,3,2,8,0,10,0,8,0,9,1,9,6,1,9,5,3,13,26,2,1,1,17,2,2,3,21,20,20,1,5,1,15,9,4,5,1,3,4,0,7,4,1,13,10,3,0,2,6,21,0,4,1,22,7,0,11,23,4,2,0,1,3,1,8,2,2,5,2,6
"Ant308",8,5,4,6,12,0,0,26,9,9,7,7,0,1,38,9,13,0,10,0,3,5,1,0,2,9,37,5,21,23,15,6,51,1,7,2,7,14,5,8,7,4,3,0,10,52,1,23,12,3,10,1,8,13,1,5,3,0,1,13,7,1,10,9,0,36,5,17,0,0,4,0,1,9,3,22,28,5,1,3,16,12,13,2
"Ant311",5,17,3,1,3,9,5,4,8,2,2,4,4,1,4,2,6,11,0,3,0,19,0,0,4,0,18,2,1,0,2,18,2,17,3,0,7,10,14,0,1,2,7,4,1,8,13,7,0,2,0,6,5,4,3,2,9,8,1,1,0,14,6,24,4,7,1,7,9,0,4,0,4,3,2,0,1,1,5,1,0,0,9,13
"Ant620",0,4,25,0,0,2,15,21,11,0,2,3,1,0,1,2,13,13,8,5,19,0,1,0,5,21,24,0,8,5,10,6,8,30,1,0,9,7,3,33,8,13,30,0,1,41,11,8,2,5,3,16,8,3,0,24,4,8,3,48,1,17,24,16,4,1,0,8,8,0,7,0,0,24,3,5,6,0,5,7,0,2,5,21
"Ant0",0,0,1,0,0,6,0,5,4,0,0,0,6,8,0,0,3,30,0,1,0,1,0,1,0,5,0,1,0,1,0,6,12,3,3,10,0,0,0,2,24,4,1,4,0,3,14,0,0,6,1,0,0,3,0,1,0,0,8,1,0,0,3,1,0,0,0,1,1,0,2,4,0,1,1,2,2,0,8,9,0,0,0,0
"Ant13",0,7,3,0,0,7,3,3,6,0,0,0,9,17,0,0,3,1,9,0,0,0,1,0,3,21,0,0,0,1,0,2,1,24,1,21,15,0,0,5,13,2,3,39,3,2,8,3,0,7,0,3,2,0,1,14,8,6,8,1,0,15,2,10,0,0,0,1,25,0,0,5,0,3,0,9,1,0,3,13,0,0,0,5
"Ant23",28,0,2,2,34,0,5,0,2,35,2,29,0,1,18,17,0,2,1,2,4,5,0,3,0,2,6,13,28,43,7,8,6,1,7,0,9,23,3,4,3,3,1,0,13,5,0,22,6,0,11,8,4,40,13,3,0,2,0,12,21,0,5,6,1,12,9,9,0,0,5,0,18,0,6,1,33,14,1,1,2,15,1,2
"Ant27",0,6,2,0,0,22,3,10,12,0,1,0,29,4,1,2,37,18,9,9,0,21,5,21,2,0,2,4,0,0,1,14,16,7,0,8,3,2,11,21,28,6,9,5,2,11,32,6,1,3,0,6,9,1,7,7,13,9,31,5,0,12,14,5,0,4,0,5,12,0,2,49,0,34,1,7,7,0,24,7,1,0,8,5
"Ant29",10,9,9,8,0,0,4,12,9,10,14,10,5,0,8,4,5,7,6,37,18,24,0,0,6,2,0,4,12,6,11,24,21,1,8,0,24,19,14,5,6,16,17,1,5,13,4,16,3,2,2,3,17,10,4,2,14,5,1,5,12,0,3,15,2,4,3,4,4,1,4,1,1,6,0,8,4,1,2,13,34,4,0,13
"Ant42",27,3,4,12,2,0,0,4,0,9,8,29,0,3,50,21,0,0,1,5,2,0,1,0,13,4,4,0,44,22,8,4,2,2,14,0,4,25,8,0,1,0,1,0,15,0,0,9,25,0,20,0,9,10,2,1,4,0,0,3,7,5,2,2,0,29,8,13,0,2,5,0,3,4,7,5,6,8,0,2,14,16,0,0
"Ant43",22,1,3,18,14,0,3,1,0,20,4,33,0,1,32,24,0,1,9,21,1,8,0,0,28,0,12,44,0,43,4,3,27,0,7,0,7,10,4,1,6,9,1,0,18,3,0,16,10,0,15,0,11,27,11,1,2,0,0,0,25,1,4,4,0,26,13,6,0,0,2,0,21,0,9,12,34,8,1,4,2,15,1,1
"Ant55",22,2,9,18,2,0,2,8,1,25,3,19,0,0,10,21,1,1,5,23,0,5,1,1,43,0,6,22,43,0,4,1,3,1,7,0,12,18,7,3,2,5,3,2,18,11,0,5,15,5,10,3,2,15,10,0,1,5,0,6,13,2,2,2,0,8,4,8,0,0,0,0,6,1,0,18,35,15,2,3,6,2,1,0
"Ant63",4,5,7,9,1,1,0,2,13,4,2,14,0,1,8,20,4,7,3,15,2,10,0,0,7,1,11,8,4,4,0,11,7,3,21,0,6,14,23,0,17,3,11,8,5,4,3,17,2,1,16,1,39,2,36,2,10,0,0,0,5,1,15,0,2,11,1,0,2,0,12,0,0,1,1,0,6,1,2,15,29,7,2,9
"Ant91",3,2,26,3,0,7,14,39,4,1,10,0,20,8,6,9,2,8,13,6,18,6,6,2,8,14,24,4,3,1,11,0,5,17,2,9,1,8,5,13,18,13,32,3,4,4,30,14,4,53,5,14,2,0,4,15,11,16,17,21,4,25,2,12,0,7,1,22,21,0,2,2,0,17,3,21,8,0,9,27,1,2,17,1
"Ant97",8,3,3,16,2,3,19,37,18,0,8,2,1,9,19,4,8,8,26,51,2,8,12,1,6,16,21,2,27,3,7,5,0,3,15,1,15,5,18,9,13,41,35,3,32,10,12,21,4,0,11,13,18,0,24,5,15,9,2,10,0,2,17,8,1,19,1,23,4,0,15,0,2,30,61,3,18,3,16,7,12,1,50,1
"Ant98",0,13,19,0,0,2,19,11,9,0,1,0,6,16,0,0,3,1,2,1,17,30,3,24,1,7,1,2,0,1,3,17,3,0,5,39,2,2,3,6,19,0,14,27,2,5,31,3,0,18,0,11,0,0,1,6,7,9,21,0,0,13,12,14,0,0,0,5,19,0,5,21,0,6,5,6,2,0,11,2,3,1,4,1
"Ant100",13,0,3,13,6,0,17,8,6,0,12,6,0,0,22,8,3,21,1,7,3,1,3,1,7,0,8,14,7,7,21,2,15,5,0,2,17,5,15,1,17,6,5,0,9,10,5,16,11,6,6,4,6,2,9,0,10,8,0,4,1,1,5,14,0,13,0,3,0,0,3,0,0,13,14,17,12,2,2,7,12,6,5,7
"Ant109",0,3,5,0,0,39,10,5,9,0,0,0,17,7,0,0,3,44,1,2,0,0,10,21,0,8,0,0,0,0,0,9,1,39,2,0,4,0,4,1,20,0,2,3,0,2,18,0,0,23,0,3,0,0,0,1,4,3,21,1,0,4,0,0,0,0,0,0,1,0,0,25,0,10,2,0,1,0,14,2,0,3,4,0
"Ant113",11,6,6,11,4,0,7,5,2,2,25,8,6,12,24,22,11,17,17,7,7,9,0,15,9,3,24,4,7,12,6,1,15,2,17,4,0,15,13,5,16,11,21,1,5,2,2,10,0,7,21,5,8,8,11,2,6,10,5,0,5,3,2,6,2,3,6,14,0,0,7,1,3,6,11,1,5,0,2,6,23,2,0,8
"Ant115",38,6,5,14,4,1,7,0,1,9,21,15,0,1,11,18,4,3,2,14,10,7,0,0,23,2,19,25,10,18,14,8,5,2,5,0,15,0,6,9,5,12,4,0,9,7,0,20,11,1,13,4,4,0,4,1,10,2,0,4,15,3,8,3,0,10,14,11,1,0,5,0,5,1,6,0,10,9,1,8,11,10,6,10
"Ant124",6,6,4,4,2,1,5,3,9,2,11,19,5,0,12,4,6,10,2,5,14,3,0,0,3,11,14,8,4,7,23,5,18,3,15,4,13,6,0,22,11,20,17,4,5,7,13,9,1,0,10,3,20,1,8,8,14,1,3,4,2,8,13,7,3,15,2,5,5,0,10,0,2,5,3,1,4,3,4,19,6,12,10,18
"Ant127",1,17,14,0,0,11,12,35,9,0,4,0,9,13,3,0,5,4,3,8,0,33,2,5,4,21,5,0,1,3,0,13,9,6,1,1,5,9,22,0,36,7,26,3,0,7,5,8,1,1,5,4,4,0,4,41,6,20,2,16,0,14,19,14,0,5,0,16,7,0,1,0,0,27,1,6,2,0,19,6,0,2,23,2
"Ant131",0,6,0,3,0,16,29,21,20,0,1,1,11,13,6,1,21,18,21,7,1,8,24,13,3,28,6,1,6,2,17,18,13,19,17,20,16,5,11,36,0,14,38,18,1,2,13,8,8,9,0,14,13,8,9,10,16,20,5,1,0,2,43,48,1,7,0,2,30,0,7,4,1,23,2,7,2,0,10,29,6,6,34,15
"Ant137",1,4,2,7,0,0,1,9,16,0,1,5,0,1,9,0,3,8,20,4,2,13,4,2,3,6,16,0,9,5,3,13,41,0,6,0,11,12,20,7,14,0,39,0,4,0,12,5,1,2,0,24,8,0,5,0,21,14,2,1,0,4,21,9,3,5,0,1,7,0,20,1,1,15,29,0,3,0,0,2,5,1,18,5
"Ant139",5,26,24,10,0,15,27,6,28,0,7,14,1,10,13,0,7,7,20,3,7,30,1,3,1,9,17,1,1,3,11,32,35,14,5,2,21,4,17,26,38,39,0,1,4,10,14,23,2,2,2,19,13,3,3,7,29,24,9,6,2,30,8,24,6,5,0,11,25,0,27,2,0,19,11,4,0,6,26,10,4,10,32,9
"Ant140",0,4,10,1,0,15,8,1,6,0,0,0,10,19,0,0,1,5,1,0,4,0,4,39,0,5,1,0,0,2,8,3,3,27,0,3,1,0,4,3,18,0,1,0,0,2,14,11,0,1,1,0,17,0,1,6,5,1,16,0,0,5,11,5,1,0,0,1,5,0,5,18,0,8,0,2,0,0,1,0,0,0,11,4
"Ant149",29,2,5,19,18,0,3,4,3,4,10,3,0,0,34,21,4,3,5,10,1,1,0,3,13,2,5,15,18,18,5,4,32,2,9,0,5,9,5,0,1,4,4,0,0,7,1,15,48,9,20,2,8,44,1,0,4,3,0,14,10,0,1,1,0,19,10,14,0,1,0,0,11,1,26,16,26,10,1,5,11,3,3,0
"Ant153",0,0,18,4,0,22,16,5,18,5,0,1,0,4,3,4,9,19,1,52,8,41,3,2,5,11,13,0,3,11,4,4,10,5,10,2,2,7,7,7,2,0,10,2,7,0,11,9,2,0,1,21,10,1,2,11,23,13,32,19,1,6,7,16,7,3,0,9,14,0,4,3,2,13,1,6,1,3,6,17,2,0,23,6
"Ant156",1,19,10,0,0,22,2,18,14,0,0,1,6,5,3,0,7,5,15,1,13,11,14,8,0,32,4,0,0,0,3,30,12,31,5,18,2,0,13,5,13,12,14,14,1,11,0,5,3,5,0,14,0,0,0,12,8,15,11,1,0,35,9,19,1,2,0,2,24,0,6,4,0,32,0,0,1,0,14,10,0,0,25,15
"Ant159",2,4,18,9,8,5,7,14,5,2,9,5,0,3,15,12,3,9,9,23,7,8,0,3,22,6,16,9,16,5,17,14,21,3,16,0,10,20,9,8,8,5,23,11,15,9,5,0,5,3,6,12,27,16,18,1,13,19,0,8,23,18,7,21,2,36,1,0,2,0,19,7,7,5,6,7,25,1,2,16,36,3,6,43
"Ant169",4,0,4,10,7,0,1,4,1,17,5,39,0,0,44,17,0,4,4,12,0,2,0,0,6,1,3,25,10,15,2,4,4,0,11,0,0,11,1,1,8,1,2,0,48,2,3,5,0,0,21,2,4,31,4,1,3,0,0,2,36,0,3,0,0,16,7,8,0,0,1,0,6,2,13,24,12,1,0,3,7,2,1,0
"Ant176",2,16,4,0,0,13,1,6,6,0,1,3,2,11,0,1,0,30,5,3,2,5,6,7,0,3,2,0,0,5,1,53,0,18,6,23,7,1,0,1,9,2,2,1,9,0,5,3,0,0,0,0,0,0,1,16,6,7,16,0,0,5,9,9,1,2,0,1,0,0,3,64,0,8,1,14,0,0,3,13,2,2,10,1
"Ant186",18,1,0,14,15,0,1,6,0,6,25,12,0,0,21,11,5,2,1,10,0,3,1,0,11,0,2,20,15,10,16,5,11,0,6,0,21,13,10,5,0,0,2,1,20,1,0,6,21,0,0,0,15,8,5,1,7,1,0,3,14,0,0,1,0,20,13,6,0,0,1,0,12,2,6,5,19,6,2,2,21,20,0,6
"Ant190",0,8,8,1,0,12,9,0,16,0,0,4,2,0,3,3,0,0,3,1,6,16,0,3,8,6,3,0,0,3,1,14,13,11,4,3,5,4,3,4,14,24,19,0,2,21,14,12,2,0,0,0,2,0,3,0,7,8,5,0,0,1,5,16,2,2,0,3,11,0,8,1,3,5,14,0,4,0,4,11,1,1,10,3
"Ant195",11,9,6,10,5,0,4,0,9,0,2,8,4,2,26,19,5,10,4,8,5,8,0,2,4,9,17,9,11,2,39,2,18,0,6,0,8,4,20,4,13,8,13,17,8,10,0,27,4,0,15,2,0,5,27,3,5,11,0,9,0,0,7,0,2,20,2,2,0,0,1,0,5,14,3,6,6,2,3,9,11,9,17,4
"Ant198",3,2,8,0,5,0,9,4,0,14,5,11,0,0,7,8,0,2,0,13,4,3,3,0,40,1,10,10,27,15,2,0,0,0,2,0,8,0,1,0,8,0,3,0,44,1,0,16,31,0,8,0,5,0,1,0,0,1,0,20,22,0,9,3,0,11,5,24,0,0,0,1,6,1,0,8,9,16,0,0,1,9,6,3
"Ant207",6,10,7,1,1,0,1,3,4,0,2,12,1,0,16,15,3,16,7,1,3,0,0,1,13,7,4,2,11,10,36,4,24,1,9,0,11,4,8,4,9,5,3,1,1,2,0,18,4,1,5,3,27,1,0,0,8,5,0,3,5,0,13,5,4,16,1,5,4,0,2,0,2,4,12,31,4,0,2,2,14,9,5,8
"Ant215",0,6,23,0,0,0,20,8,6,0,2,1,10,12,0,1,9,4,4,5,2,24,1,14,3,7,2,1,1,0,2,15,5,6,0,1,2,1,8,41,10,0,7,6,0,11,12,1,1,16,1,0,3,0,0,0,7,19,5,16,0,3,5,5,1,0,0,1,17,0,1,0,0,15,0,8,2,0,15,2,0,0,9,9
"Ant219",7,7,9,2,0,12,3,9,14,3,4,2,11,2,9,5,7,1,1,3,9,4,0,8,0,13,14,4,2,1,10,11,15,7,10,4,6,10,14,6,16,21,29,5,4,23,8,13,3,6,7,7,5,0,8,7,0,6,2,9,2,8,4,14,2,14,3,0,22,0,15,0,1,7,6,0,2,0,0,5,11,1,0,12
"Ant232",0,8,9,1,0,0,9,11,1,0,0,1,6,4,2,1,8,8,13,0,8,8,0,6,2,9,5,0,0,5,0,16,9,9,8,3,10,2,1,20,20,14,24,1,3,13,15,19,0,7,1,8,11,1,5,19,6,0,5,28,0,6,27,8,5,1,0,1,16,0,0,14,1,10,2,39,0,0,5,4,0,0,4,1
"Ant242",1,11,17,0,0,58,1,0,13,0,0,0,17,4,0,0,5,29,10,1,1,3,8,8,0,31,1,0,0,0,0,17,2,21,0,21,5,0,3,2,5,2,9,16,0,32,11,0,0,16,0,5,0,0,0,5,2,5,0,1,0,7,0,0,0,0,0,0,15,0,6,62,0,10,0,3,1,0,24,12,0,0,67,0
"Ant255",2,3,12,0,0,0,3,11,1,2,8,5,0,6,3,6,7,0,3,13,1,48,1,1,12,5,5,3,0,6,0,21,10,0,4,1,0,4,4,16,1,1,6,0,14,19,1,8,2,0,3,0,9,20,3,16,9,28,1,0,4,1,10,10,0,13,0,5,0,0,0,0,3,8,0,14,2,1,0,7,1,12,34,1
"Ant257",15,0,3,22,12,0,0,2,0,10,9,25,0,0,10,9,1,0,0,7,0,1,0,0,21,0,12,7,25,13,5,4,0,0,1,0,5,15,2,0,0,0,2,0,10,1,0,23,36,0,14,0,0,22,5,0,2,0,0,4,0,0,4,1,0,6,12,7,0,0,0,0,9,0,4,3,21,7,1,1,6,13,0,0
"Ant263",2,4,47,1,0,37,14,3,23,0,0,0,2,3,2,0,2,17,2,1,14,17,0,15,0,12,0,5,1,2,1,25,2,13,1,4,3,3,8,14,2,4,30,5,0,6,35,18,0,5,0,1,0,0,0,3,8,6,7,1,0,0,3,4,0,0,0,3,13,0,6,12,0,8,0,5,0,0,24,18,1,0,4,6
"Ant289",0,19,21,1,1,2,14,24,18,1,0,6,5,0,8,2,3,9,6,10,6,24,3,2,5,14,3,2,4,2,15,2,17,12,5,0,2,8,13,19,43,21,8,11,1,7,9,7,3,9,0,5,7,9,13,5,4,27,0,10,4,3,0,47,1,7,0,4,5,0,7,2,1,15,0,5,0,1,0,3,2,1,2,14
"Ant318",0,0,19,0,0,0,10,18,15,0,1,0,17,3,1,0,1,2,21,9,24,16,1,10,6,5,15,2,4,2,0,12,8,14,14,0,6,3,7,14,48,9,24,5,1,16,19,21,0,9,1,16,0,3,5,5,14,8,0,10,1,4,47,0,2,2,0,2,6,0,0,1,1,10,4,3,0,0,4,13,4,4,11,19
"Ant324",0,2,2,8,0,4,1,1,11,0,0,10,0,1,0,1,3,0,0,0,4,4,0,0,1,0,2,0,0,0,2,0,1,0,0,0,2,0,3,0,1,3,6,1,0,7,1,2,0,1,0,2,2,0,4,1,2,5,0,0,0,0,1,2,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,5,2,1,3,2
"Ant332",14,1,5,24,2,0,3,3,4,13,10,22,0,0,63,35,1,2,4,36,7,1,0,0,12,4,4,29,26,8,11,7,19,0,13,0,3,10,15,5,7,5,5,0,19,3,2,36,16,2,20,2,20,11,16,0,14,1,0,13,6,0,7,2,0,0,7,24,0,0,1,0,7,3,7,3,12,2,0,13,11,12,4,6
"Ant342",1,0,1,3,17,0,0,0,0,1,6,15,0,0,6,12,0,0,1,5,1,0,0,0,9,0,3,8,13,4,1,1,1,0,0,0,6,14,2,0,0,0,0,0,10,0,0,1,7,0,13,0,2,5,1,0,3,0,0,0,12,0,0,0,0,7,0,1,0,0,0,0,5,0,7,0,18,0,0,0,8,4,0,0
"Ant353",2,1,24,3,3,2,1,17,5,2,2,17,0,1,19,12,3,0,22,17,7,8,1,1,9,5,4,13,6,8,0,22,23,5,3,0,14,11,5,16,2,1,11,1,14,9,2,0,8,1,6,3,2,24,5,1,0,1,0,5,7,3,4,2,0,24,1,0,0,0,12,0,3,5,6,1,25,0,1,6,3,29,23,11
"Ant356",0,17,17,0,0,37,13,4,16,0,0,0,17,12,1,0,1,4,7,0,9,8,1,25,0,12,4,0,0,0,2,21,4,19,0,1,0,1,5,7,30,7,25,5,0,14,24,2,0,0,0,11,0,0,4,17,22,16,15,0,0,13,5,6,1,0,0,0,0,0,5,15,0,10,1,0,1,0,5,6,3,0,7,5
"Ant380",0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ant387",3,10,2,5,0,2,9,3,18,0,0,0,14,11,7,0,5,6,11,4,4,7,2,0,5,2,4,5,2,0,12,2,15,5,3,0,7,5,10,1,7,20,27,5,0,4,6,19,1,3,1,8,1,0,2,1,15,0,6,0,0,6,7,0,2,1,0,12,5,0,0,1,0,8,9,0,0,0,20,12,7,0,5,20
"Ant395",0,22,2,0,0,9,0,0,9,0,0,0,10,4,0,0,3,6,23,0,0,0,4,5,0,49,1,0,0,0,0,2,0,21,0,25,1,0,0,0,4,1,2,18,0,3,4,7,0,64,0,1,0,1,0,0,0,14,62,0,0,12,2,1,0,0,0,0,15,0,1,0,0,9,0,0,0,0,16,11,0,0,10,1
"Ant437",18,1,2,1,20,0,0,3,0,18,4,5,0,0,13,25,0,2,4,1,4,0,0,0,18,0,1,3,21,6,0,0,2,0,0,0,3,5,2,0,1,1,0,0,11,2,0,7,6,0,12,3,5,6,2,0,1,1,0,3,9,0,1,1,0,7,5,3,0,0,0,0,0,0,1,5,11,14,0,0,5,1,0,0
"Ant458",0,10,13,1,0,8,1,13,12,0,2,1,3,9,2,0,4,2,2,9,3,24,1,3,0,34,6,4,0,1,1,17,30,6,13,10,6,1,5,27,23,15,19,8,1,13,32,5,2,8,2,5,14,1,4,15,7,10,10,8,0,8,15,10,1,3,0,5,10,0,8,9,0,0,1,15,2,0,18,1,1,0,8,0
"Ant462",9,1,1,5,5,0,6,4,8,0,0,9,1,1,7,3,0,10,0,3,2,3,1,0,6,1,0,7,9,0,1,3,61,5,14,2,11,6,3,1,2,29,11,0,26,1,0,6,13,1,6,14,3,0,12,0,6,2,0,0,4,0,0,4,1,7,7,6,1,0,9,0,1,1,0,4,1,10,1,8,4,6,0,3
