"","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant158","Ant196","Ant202","Ant209","Ant252","Ant268","Ant308","Ant311","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant42","Ant43","Ant55","Ant63","Ant91","Ant97","Ant98","Ant100","Ant109","Ant113","Ant115","Ant124","Ant127","Ant131","Ant137","Ant139","Ant140","Ant149","Ant153","Ant156","Ant159","Ant169","Ant176","Ant186","Ant190","Ant195","Ant198","Ant207","Ant215","Ant219","Ant232","Ant242","Ant255","Ant257","Ant263","Ant289","Ant318","Ant324","Ant332","Ant342","Ant353","Ant356","Ant380","Ant387","Ant395","Ant437","Ant458","Ant462","Ant482","Ant492","Ant501","Ant507","Ant530","Ant552","Ant560","Ant564","Ant593"
"Ant43",30,0,6,5,17,1,0,1,1,28,7,9,0,2,88,55,0,0,3,6,2,2,0,1,44,0,5,11,0,21,1,5,44,0,5,0,4,12,5,0,0,1,3,0,51,0,1,16,23,0,5,0,3,22,9,2,6,0,0,4,23,0,2,3,0,27,10,2,0,1,0,0,24,1,20,8,10,4,0,1,9,19,2,2
"Ant55",14,12,6,2,11,0,2,3,4,3,4,14,0,2,31,27,3,0,6,5,4,2,0,5,22,0,6,20,21,0,11,2,7,1,0,0,5,14,2,0,3,15,12,0,31,6,0,2,22,2,16,1,3,14,4,6,12,1,0,6,13,0,0,1,2,5,5,3,2,1,0,0,27,0,3,9,15,7,0,2,25,8,2,1
"Ant63",2,2,2,2,4,4,7,3,6,0,6,12,3,7,1,13,1,8,1,4,4,4,0,1,8,0,3,7,1,11,0,13,12,0,10,0,7,10,14,2,0,0,14,2,8,0,0,16,0,4,12,4,8,2,24,1,12,1,1,1,4,10,4,8,7,16,0,2,0,0,0,1,6,15,0,1,4,0,0,0,7,3,4,5
"Ant91",3,17,5,0,1,15,11,7,14,1,1,2,14,19,6,3,1,39,9,29,1,31,0,15,1,13,12,2,5,2,13,0,22,7,12,0,19,4,7,39,13,8,49,8,7,16,7,15,4,1,2,12,2,2,5,23,18,30,0,40,1,11,7,21,14,5,0,10,12,0,16,5,3,6,6,25,2,0,0,58,8,0,78,13
"Ant97",3,8,15,1,1,4,24,15,9,1,2,3,4,15,23,18,9,26,13,9,38,26,0,25,56,5,27,2,44,7,12,22,0,6,12,0,15,9,7,35,10,11,33,2,23,15,10,31,0,7,10,38,12,13,14,2,34,28,4,22,3,14,10,20,6,25,0,6,5,0,3,28,15,10,30,12,6,0,0,19,11,3,17,6
"Ant98",0,0,8,0,1,47,4,0,7,0,0,0,8,9,0,0,6,7,1,0,0,29,6,22,0,16,0,0,0,1,0,7,6,0,2,53,0,0,6,1,13,10,18,29,0,0,34,8,0,5,0,7,0,0,1,25,2,4,20,3,0,10,6,0,1,3,0,0,8,0,1,24,0,5,0,0,0,0,4,13,0,0,3,11
"Ant100",4,2,3,18,10,4,2,5,7,2,18,19,3,3,12,13,6,5,3,10,21,10,0,1,6,0,21,14,5,0,10,12,12,2,0,0,13,9,19,7,8,7,3,1,3,2,1,11,8,1,5,1,6,2,5,3,12,0,10,1,1,10,7,8,7,5,0,3,1,0,0,1,2,7,1,0,5,0,0,1,18,6,5,6
"Ant109",0,8,4,0,0,48,8,0,10,0,0,0,23,0,0,0,2,1,0,0,0,25,13,13,0,23,0,0,0,0,0,0,0,53,0,0,0,0,2,1,14,0,7,32,0,0,8,3,0,16,0,1,0,0,1,15,1,0,32,0,0,0,0,0,1,1,0,0,26,0,10,20,0,1,0,8,0,0,32,17,0,0,5,0
"Ant113",11,7,31,11,2,2,6,10,6,1,4,5,9,6,3,14,3,12,1,5,1,6,0,4,21,14,23,8,4,5,7,19,15,0,13,0,0,13,14,3,17,10,18,0,0,10,1,27,2,2,3,26,10,4,2,2,23,0,3,6,4,2,8,23,14,6,0,20,5,0,4,2,11,4,1,1,2,0,0,26,10,8,5,4
"Ant115",21,5,5,14,9,1,1,4,1,8,8,17,4,2,35,21,3,6,2,3,3,0,0,7,20,0,9,11,12,14,10,4,9,0,9,0,13,0,10,4,0,4,11,2,12,7,0,10,7,1,34,0,15,19,3,2,4,1,0,1,8,2,5,3,1,15,7,11,1,0,10,1,23,3,7,17,25,1,0,0,18,9,6,2
"Ant124",4,15,9,9,5,6,13,16,9,0,5,7,9,7,3,4,13,6,9,14,3,26,1,5,10,8,26,18,5,2,14,7,7,6,19,2,14,10,0,8,18,5,32,0,0,11,4,23,8,0,7,24,16,4,11,1,9,6,3,6,4,1,5,17,8,15,0,17,3,0,3,3,11,4,3,9,2,0,0,12,20,4,5,9
"Ant127",0,16,6,0,0,1,15,11,15,0,14,2,7,8,4,0,10,42,19,15,13,13,0,19,3,0,5,2,0,0,2,39,35,1,7,1,3,4,8,0,4,11,10,0,15,20,10,13,7,1,0,8,9,2,8,0,8,32,5,3,6,3,10,23,1,6,0,3,11,0,6,4,0,1,3,15,6,0,0,27,3,7,27,9
"Ant131",0,4,32,2,0,28,12,4,26,0,2,0,11,37,1,3,10,15,2,30,2,11,36,26,0,46,8,0,0,3,0,13,10,13,8,14,17,0,18,4,0,19,24,18,7,4,5,2,0,2,0,16,5,1,5,1,8,19,11,7,1,15,2,9,0,2,0,1,3,0,11,8,0,8,0,5,2,0,3,18,4,2,7,9
"Ant137",5,2,10,1,2,7,16,17,2,0,3,1,21,21,10,0,12,2,0,9,1,5,0,6,0,18,10,1,1,15,0,8,11,10,7,0,10,4,5,11,19,0,14,16,2,10,8,14,9,5,1,5,15,5,3,2,3,17,9,2,2,18,10,6,8,0,0,8,2,0,5,14,8,3,0,11,1,0,1,10,4,0,1,1
"Ant139",7,21,23,0,1,12,10,18,11,0,4,0,30,21,1,2,8,15,6,18,24,11,2,21,7,14,13,3,3,12,14,49,33,18,3,7,18,11,32,10,24,14,0,2,4,26,5,13,4,18,0,12,2,2,7,13,23,61,5,11,6,11,7,22,16,9,0,11,15,0,14,12,2,27,2,20,11,0,2,33,3,4,38,21
"Ant140",0,7,2,1,0,7,1,6,25,0,0,0,18,12,2,0,13,9,14,1,10,1,2,13,2,5,1,0,0,0,2,8,2,29,1,32,0,2,0,0,18,16,2,0,0,6,18,4,0,8,0,0,17,0,2,13,8,25,6,2,0,2,9,4,0,0,0,2,12,0,12,3,0,1,0,1,0,0,10,27,0,0,7,18
"Ant149",8,0,7,16,7,0,10,1,0,16,11,25,0,3,51,19,1,1,19,12,5,2,0,0,20,0,2,11,51,31,8,7,23,0,3,0,0,12,0,15,7,2,4,0,0,8,0,17,34,0,12,1,4,22,9,4,4,7,0,12,24,0,0,4,2,9,8,2,0,0,0,0,13,4,12,34,6,7,0,7,14,6,9,0
"Ant153",1,4,3,0,0,2,6,19,8,1,14,4,12,20,7,4,13,23,8,43,2,14,0,13,4,3,12,1,0,6,0,16,15,0,2,0,10,7,11,20,4,10,26,6,8,0,7,23,0,10,2,4,14,5,10,5,9,6,2,2,2,5,6,7,15,7,0,18,5,0,0,6,0,10,1,1,12,0,0,15,7,4,19,6
"Ant156",0,4,3,1,0,26,2,7,10,0,0,0,0,9,0,0,8,18,5,5,3,8,0,17,1,29,4,0,1,0,0,7,10,34,1,8,1,0,4,10,5,8,5,18,0,7,0,0,1,12,0,8,0,0,1,13,13,11,3,5,0,28,7,9,0,1,0,2,35,0,5,12,0,22,0,0,1,0,0,15,0,1,2,8
"Ant159",2,14,22,7,3,1,2,16,29,4,10,13,10,12,6,14,4,5,2,9,3,8,2,11,14,0,14,3,16,2,16,15,31,8,11,3,27,10,23,13,2,14,13,4,17,23,0,0,12,2,14,21,9,9,16,9,15,11,4,12,33,2,7,14,12,8,0,8,1,0,3,19,2,8,17,1,10,0,0,10,16,8,3,9
"Ant169",15,0,5,6,5,0,1,0,1,2,8,1,0,0,14,15,0,2,2,13,0,0,0,0,26,0,3,12,23,22,0,4,0,0,8,0,2,7,8,7,0,9,4,0,34,0,1,12,0,0,3,0,2,17,0,2,6,2,0,1,2,0,0,3,0,1,4,6,0,0,9,0,23,1,7,7,29,2,0,2,1,2,2,2
"Ant176",0,9,1,0,0,22,4,0,6,0,0,7,0,13,0,1,4,7,3,6,13,3,0,5,0,7,10,0,0,2,4,1,7,5,1,16,2,1,0,1,2,5,18,8,0,10,12,2,0,0,10,0,1,3,0,11,0,0,9,5,0,0,3,3,2,3,0,0,15,0,17,4,0,6,8,3,1,0,1,1,0,0,1,14
"Ant186",21,1,1,25,8,0,2,0,3,6,16,14,0,1,11,21,4,2,0,2,3,3,0,1,15,0,18,27,5,16,12,2,10,0,5,0,3,34,7,0,0,1,0,0,12,2,0,14,3,10,0,5,15,20,17,5,6,1,0,6,7,0,4,1,1,13,0,5,0,0,1,1,11,3,8,8,7,0,0,1,13,9,1,3
"Ant190",3,3,15,1,2,1,2,41,14,0,3,3,1,22,0,0,5,1,2,6,9,2,0,5,7,0,12,2,0,1,4,12,38,7,1,1,26,0,24,8,16,5,12,0,1,4,8,21,0,0,5,0,3,0,4,5,6,15,4,6,0,10,1,3,3,0,0,6,0,0,2,40,0,1,2,2,1,0,0,2,1,6,20,18
"Ant195",2,2,9,1,17,1,1,2,19,2,7,21,3,1,18,11,3,0,1,24,5,8,0,4,13,0,9,7,3,3,8,2,12,0,6,0,10,15,16,9,5,15,2,17,4,14,0,9,2,1,15,3,0,4,8,8,17,4,2,4,6,2,2,12,8,12,0,14,0,0,1,0,7,4,0,9,5,0,0,4,29,5,4,25
"Ant198",18,2,2,0,4,0,0,1,1,0,5,13,0,5,46,19,1,0,3,3,2,0,0,0,23,0,4,30,22,14,2,2,13,0,2,0,4,19,4,2,1,5,2,0,22,5,0,9,17,3,20,0,4,0,2,0,6,2,2,1,11,1,3,0,0,6,4,9,0,0,1,0,22,0,15,18,17,6,0,3,5,18,0,1
"Ant207",3,0,11,3,3,0,5,0,1,0,6,9,5,1,8,14,0,1,3,21,4,4,0,0,2,0,15,4,9,4,24,5,14,1,5,1,2,3,11,8,5,3,7,2,9,10,1,16,0,0,17,4,8,2,0,4,8,1,1,0,8,2,5,1,2,5,1,12,3,0,2,3,8,1,0,0,1,1,0,4,10,3,4,7
"Ant215",0,2,3,1,0,18,0,3,27,0,1,5,6,17,0,0,1,15,8,0,0,4,5,5,2,13,8,5,2,6,1,23,2,25,3,15,2,2,1,0,1,2,13,13,4,5,13,9,2,11,5,5,8,0,4,0,6,45,5,1,0,11,5,7,6,5,0,2,1,0,2,11,2,7,2,0,4,0,1,3,1,2,4,3
"Ant219",3,11,8,3,1,6,3,5,10,0,0,3,5,6,1,4,5,11,1,2,6,11,0,11,9,6,27,5,6,12,12,18,34,2,12,1,23,4,9,8,8,3,23,8,4,9,13,15,6,0,6,6,17,6,8,6,0,7,4,3,1,7,15,13,2,2,0,3,3,0,2,34,7,24,1,17,4,0,0,1,7,2,13,4
"Ant232",0,6,20,0,0,3,11,25,13,0,2,2,17,18,1,1,5,32,13,16,21,11,0,5,1,15,23,0,0,1,1,30,28,4,0,0,0,1,6,32,19,17,61,25,7,6,11,11,2,0,1,15,4,2,1,45,7,0,1,9,3,19,20,5,37,5,1,4,0,0,20,10,0,33,2,15,2,0,0,12,1,0,15,16
"Ant242",0,2,2,1,0,7,6,4,8,0,1,0,3,5,1,0,25,14,0,3,15,13,7,10,0,23,4,2,0,0,1,0,4,20,10,32,3,0,3,5,11,9,5,6,0,2,3,4,0,9,0,4,2,2,1,5,4,1,0,4,0,10,4,0,0,1,0,1,22,0,0,7,0,13,0,0,0,0,3,0,0,1,0,2
"Ant255",1,1,0,0,6,7,22,0,0,0,0,0,2,1,7,4,0,13,9,11,5,17,0,1,2,3,0,5,4,6,1,40,22,3,1,0,6,1,6,3,7,2,11,2,12,2,5,12,1,5,6,6,4,1,0,1,3,9,4,0,1,10,0,5,1,8,0,4,1,0,3,2,0,4,5,6,7,0,0,13,15,7,10,1
"Ant257",16,2,4,6,4,0,0,1,2,5,4,9,0,2,23,23,0,0,0,1,1,0,0,0,4,0,4,17,23,13,4,1,3,0,1,0,4,8,4,6,1,2,6,0,24,2,0,33,2,0,7,0,6,11,8,0,1,3,0,1,0,0,0,1,0,3,2,4,0,0,0,0,8,2,22,2,6,1,0,1,2,14,1,0
"Ant263",0,18,5,1,0,2,8,8,25,0,3,2,12,35,0,3,2,34,10,9,19,3,0,28,2,4,9,0,0,0,10,11,14,10,10,0,2,2,1,3,15,18,11,2,0,5,28,2,0,0,0,10,2,1,2,11,7,19,10,10,0,0,2,19,8,9,0,3,0,0,0,29,0,14,0,0,2,0,0,17,1,0,0,9
"Ant289",1,24,1,1,1,1,3,16,13,0,4,2,8,10,2,1,21,4,13,4,10,6,26,4,6,2,16,2,2,0,4,7,10,6,7,0,8,5,5,10,2,10,7,9,0,6,7,7,0,3,4,1,2,3,5,5,15,20,4,0,0,2,0,10,3,20,0,4,2,0,7,6,1,4,1,6,2,0,0,12,6,1,10,16
"Ant318",4,12,4,5,0,1,2,17,13,0,8,1,10,11,8,1,3,22,4,22,2,16,0,6,5,11,12,3,3,1,8,21,20,0,8,0,23,3,17,23,9,6,22,4,4,7,9,14,3,3,1,3,12,0,1,7,13,5,0,5,1,19,10,0,9,4,0,11,8,0,4,0,2,14,6,14,3,0,0,32,7,3,44,25
"Ant324",0,9,11,2,0,0,7,6,8,1,1,2,1,3,1,2,3,12,4,1,7,4,0,23,3,3,9,0,0,2,7,14,6,1,7,1,14,1,8,1,0,8,16,0,2,15,0,12,0,2,1,3,8,0,2,6,2,37,0,1,0,8,3,9,0,0,0,1,1,0,0,2,4,6,1,0,0,0,0,2,3,2,15,11
"Ant332",21,6,16,6,7,0,4,2,10,8,6,10,3,7,18,19,2,2,2,8,6,6,0,4,36,2,18,17,27,5,16,5,25,3,5,1,6,15,15,6,2,0,9,0,9,7,1,8,1,3,13,0,12,6,5,5,2,5,1,8,3,9,20,4,0,0,0,16,0,0,5,2,11,2,14,6,9,0,0,13,27,10,4,7
"Ant342",3,0,0,1,9,0,1,0,0,17,5,0,0,0,3,2,0,0,0,0,0,0,0,0,7,0,0,0,10,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,4,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,21,7,0,0,0,0,0,0
"Ant353",7,2,12,7,1,2,2,3,2,0,4,8,5,3,8,3,4,1,1,22,1,2,0,1,17,0,19,6,2,3,2,10,6,0,3,0,20,11,17,3,1,8,11,2,2,18,2,8,6,0,5,6,14,9,12,2,3,4,1,4,4,3,4,11,1,16,0,0,0,0,13,0,14,2,8,2,9,0,0,1,3,6,0,9
"Ant356",0,5,1,0,0,26,6,7,29,0,0,0,7,9,0,0,2,24,9,2,3,12,6,14,0,15,0,0,0,2,0,12,5,8,1,26,5,1,3,11,3,2,15,12,0,5,35,1,0,15,0,0,0,0,3,1,3,0,22,1,0,0,2,8,1,0,0,0,0,0,13,14,0,18,0,0,6,0,0,2,0,0,14,10
"Ant380",0,0,0,4,1,0,0,0,0,1,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0
"Ant387",0,6,3,3,0,6,0,24,11,0,4,1,12,3,8,1,0,7,9,6,3,9,3,15,0,8,0,0,0,0,0,16,3,1,0,10,4,10,3,6,11,5,14,12,0,0,5,3,9,17,1,2,1,1,2,2,2,20,0,3,0,0,7,4,0,5,0,13,13,0,0,6,0,1,0,4,3,0,1,13,0,0,2,15
"Ant395",0,21,3,0,0,5,7,10,26,0,0,2,4,48,0,0,1,13,34,0,23,7,0,4,1,17,17,0,0,0,1,5,28,24,1,20,2,1,3,4,8,14,12,3,0,6,12,19,0,4,1,40,0,0,3,11,34,10,7,2,0,29,6,0,2,2,0,0,14,0,6,0,1,4,0,0,0,0,0,25,0,0,13,11
"Ant437",14,1,7,7,0,0,2,0,0,4,11,16,1,8,36,22,0,0,3,0,2,1,0,0,19,0,11,14,24,27,6,3,15,0,2,0,11,23,11,0,0,8,2,0,13,0,0,2,23,0,11,0,7,22,8,2,7,0,0,0,8,0,1,2,4,11,28,14,0,3,0,1,0,3,12,14,11,2,0,3,14,16,1,0
"Ant458",1,2,31,0,0,5,4,17,4,0,4,11,3,2,6,8,14,2,5,3,2,3,3,11,1,7,21,9,1,0,15,6,10,5,7,1,4,3,4,1,8,3,27,1,4,10,22,8,1,6,3,1,4,0,1,7,24,33,13,4,2,14,4,14,6,2,0,2,18,0,1,4,3,0,3,2,0,0,0,7,4,3,10,10
"Ant462",17,2,0,31,5,0,0,2,2,0,0,14,0,0,19,6,1,4,1,1,3,1,0,1,12,0,2,13,20,3,0,6,30,0,1,0,1,7,3,3,0,0,2,0,12,1,0,17,7,8,8,2,0,15,0,2,1,2,0,5,22,0,1,6,1,14,0,8,0,0,0,0,12,3,0,8,12,0,0,4,3,6,2,2
