"","Ant260","Ant52","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant158","Ant196","Ant202","Ant209","Ant252","Ant268","Ant308","Ant311","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant42","Ant43","Ant55","Ant63","Ant91","Ant97","Ant98","Ant109","Ant113","Ant124","Ant127","Ant131","Ant137","Ant140","Ant149","Ant156","Ant159","Ant169","Ant176","Ant190","Ant195","Ant207","Ant215","Ant232","Ant242","Ant257","Ant263","Ant289","Ant324","Ant332","Ant353","Ant356","Ant380","Ant387","Ant395","Ant437","Ant458","Ant462","Ant482","Ant492","Ant501","Ant507","Ant530","Ant560","Ant593"
"Ant60",53,0,4,13,0,6,0,0,7,1,0,0,1,22,38,0,0,0,0,1,0,0,3,6,0,0,31,14,2,0,1,0,0,0,3,0,0,0,1,0,22,0,2,16,0,0,2,9,0,0,0,19,0,2,2,11,9,0,0,0,0,7,0,0,2,11,7,0,0,13,0
"Ant64",0,5,1,0,33,0,5,11,0,1,0,0,14,0,0,1,14,13,11,2,33,1,7,0,27,4,1,0,0,0,13,17,22,15,0,0,4,41,2,2,2,10,1,0,5,2,1,1,8,2,18,0,12,0,0,2,0,7,0,0,16,0,26,0,1,0,0,8,34,0,10
"Ant158",0,0,0,0,11,0,0,6,0,0,1,14,0,2,0,0,19,15,1,5,40,0,13,0,28,9,0,0,0,4,5,2,10,11,1,6,4,26,0,0,2,8,0,1,18,0,0,0,5,5,14,0,8,1,0,1,0,3,0,1,6,0,3,4,7,1,0,2,8,0,4
"Ant196",30,2,62,9,3,14,1,2,6,20,22,0,2,0,4,1,1,6,10,15,0,0,11,22,3,12,12,25,4,4,9,11,1,4,24,12,7,5,29,0,18,0,16,11,0,0,9,16,1,7,2,20,0,7,7,14,30,0,0,12,0,8,0,46,16,8,6,0,1,16,2
"Ant202",22,0,1,18,0,0,0,0,0,11,38,0,0,4,0,0,0,0,1,1,0,0,0,9,2,1,6,14,1,0,0,3,0,0,3,0,0,1,0,0,6,0,2,5,0,0,0,2,0,0,0,29,0,0,2,2,16,0,0,0,0,9,0,0,0,14,11,0,0,9,0
"Ant209",0,7,3,0,0,2,21,4,0,5,0,1,0,1,0,0,22,4,4,0,5,2,6,2,10,3,1,0,0,2,7,21,13,4,4,0,5,17,2,1,2,9,5,1,1,3,1,6,2,2,5,1,0,2,0,0,4,1,0,4,6,0,0,3,8,0,0,5,8,0,1
"Ant252",0,14,0,0,8,2,5,14,0,0,0,14,19,1,0,22,0,13,1,5,8,0,43,3,33,5,0,0,2,0,15,15,8,19,8,12,10,19,41,1,3,16,1,2,7,56,0,1,11,21,34,0,1,3,0,0,4,6,0,9,2,0,3,33,3,0,0,11,20,0,15
"Ant268",1,0,3,1,4,0,3,2,0,3,0,13,15,6,0,4,13,0,1,0,8,0,15,3,0,15,5,0,0,1,12,4,14,23,8,2,7,25,2,5,0,5,13,0,9,6,0,3,3,31,1,0,4,1,2,6,2,10,1,6,0,0,7,2,15,2,0,3,2,0,5
"Ant308",1,0,4,0,11,3,15,3,0,6,0,11,1,10,1,4,1,1,0,7,1,0,1,1,12,6,0,1,0,10,5,7,13,13,7,7,8,7,5,1,20,13,11,1,0,1,2,14,0,16,1,0,1,11,5,16,3,12,0,7,0,1,1,5,4,6,3,6,6,0,12
"Ant311",6,10,4,1,6,15,1,3,0,2,1,2,5,15,1,0,5,0,7,0,1,1,1,3,3,14,1,0,0,2,13,50,5,0,13,14,29,1,15,0,9,4,19,1,1,8,5,5,0,11,8,1,0,4,3,1,5,0,0,19,13,1,0,20,39,3,0,2,8,0,22
"Ant620",0,6,0,0,32,1,6,2,0,0,0,33,40,0,0,5,8,8,1,1,0,1,1,0,28,6,0,0,0,1,17,3,6,2,2,1,0,12,0,19,0,7,0,0,16,0,0,0,26,15,32,0,5,6,0,0,0,12,0,3,43,0,2,0,1,1,0,21,14,0,17
"Ant0",0,0,1,0,9,0,5,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,1,0,3,0,0,0,0,0,5,14,6,1,0,2,1,3,4,7,0,2,0,0,4,2,0,1,3,9,0,0,0,5,0,0,0,0,0,5,2,0,4,1,2,0,0,1,0,0,2
"Ant13",0,2,2,0,1,13,7,6,0,0,3,7,13,11,0,6,43,15,1,1,1,1,0,2,25,9,1,0,0,2,27,33,8,3,4,3,9,6,6,1,1,3,2,1,3,7,2,1,6,3,5,0,14,15,6,0,1,6,0,8,8,1,6,7,11,1,0,1,8,0,4
"Ant23",12,1,11,13,0,14,0,0,2,3,6,0,0,22,9,2,3,3,1,3,0,0,2,0,0,2,28,12,6,0,2,9,0,2,8,3,2,2,5,0,1,1,3,2,0,1,2,22,1,1,0,15,0,3,2,2,15,0,0,0,0,4,0,1,3,7,5,0,0,11,6
"Ant27",0,6,2,0,10,2,31,19,0,0,0,27,28,3,2,10,33,0,12,3,28,3,25,0,0,17,0,0,0,0,6,19,15,6,2,3,11,15,8,1,0,11,5,0,21,6,0,6,5,27,11,0,48,13,0,0,0,29,0,5,7,0,18,1,1,0,0,11,14,0,6
"Ant29",2,11,9,0,4,5,8,8,0,0,0,4,9,12,1,3,5,15,6,14,6,0,9,2,17,0,0,0,0,2,16,17,12,1,4,7,20,0,10,1,1,26,30,3,3,12,0,8,13,21,34,0,5,35,0,1,6,5,0,13,10,1,2,19,3,5,0,0,26,0,17
"Ant42",59,0,1,11,6,3,0,0,2,26,31,1,0,12,6,1,0,5,0,1,0,0,1,28,0,0,0,18,3,5,1,0,0,0,12,1,0,0,6,0,13,0,2,11,0,0,3,7,0,2,0,3,0,0,4,5,0,0,0,0,0,23,1,0,0,5,5,0,0,33,0
"Ant43",10,0,4,6,0,0,0,1,1,1,14,0,0,25,14,0,0,0,1,0,0,0,0,12,0,0,18,0,18,0,1,0,0,0,8,3,0,0,0,0,14,1,5,10,0,0,2,0,0,0,0,14,0,0,0,0,27,0,0,0,0,20,0,1,1,18,8,0,0,31,0
"Ant55",23,0,0,13,0,0,0,0,2,2,2,0,0,4,1,0,2,0,0,0,0,0,0,6,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,1,0,0,0,5,0,0,0,13,0,0,2,0,0,0,0,0,0,13,0,2,0,28,6,0,1,16,1
"Ant63",0,1,0,0,5,1,15,4,0,2,0,0,4,4,0,2,0,1,10,2,1,0,2,0,0,2,5,0,0,0,6,0,0,3,4,6,0,0,0,1,2,5,5,0,0,0,0,0,0,3,0,0,3,5,0,4,0,2,0,1,2,0,49,0,0,1,0,0,11,0,4
"Ant91",4,0,5,0,7,8,3,8,0,5,1,13,5,9,0,7,15,12,5,13,17,5,27,2,6,16,1,1,0,6,0,16,2,9,7,44,11,16,7,3,0,45,11,2,14,6,4,17,4,5,1,1,1,15,3,4,5,1,0,14,3,1,1,6,2,5,0,2,11,0,12
"Ant97",7,5,2,0,7,22,0,2,0,1,0,17,2,11,3,21,15,4,7,50,3,14,33,9,19,17,0,0,0,0,16,0,22,14,19,12,18,27,6,0,0,24,11,5,24,11,1,20,4,33,19,0,1,8,7,0,18,6,0,10,18,4,6,14,9,3,0,1,6,0,13
"Ant98",1,3,2,0,5,0,9,22,0,0,0,22,10,1,0,13,8,14,13,5,6,6,8,0,15,12,0,0,0,0,2,22,0,22,2,1,1,11,2,3,5,2,9,0,2,0,0,7,9,11,5,0,7,1,0,0,0,10,0,4,8,0,7,13,0,0,0,6,9,0,14
"Ant109",1,4,0,0,2,0,9,14,0,1,0,15,11,4,0,4,19,23,13,0,2,1,3,2,6,1,0,0,0,3,9,14,22,0,2,2,0,9,4,2,5,3,3,0,9,0,1,0,24,27,2,0,13,4,0,0,2,5,0,12,12,0,8,2,0,0,0,9,16,0,17
"Ant113",6,1,37,1,0,3,1,0,0,9,3,0,1,24,3,4,8,8,7,13,2,0,4,8,2,4,12,8,0,4,7,19,2,2,0,13,8,8,10,0,9,1,9,7,0,0,10,9,2,3,3,0,1,2,3,7,29,0,0,7,1,6,3,10,23,16,0,0,0,0,2
"Ant124",3,0,5,1,1,10,3,2,0,4,0,0,6,12,0,0,12,2,7,14,1,2,3,3,3,7,1,3,0,6,44,12,1,2,13,0,26,7,3,0,14,5,9,3,1,3,4,22,5,8,1,0,0,13,22,1,17,0,0,16,1,6,2,14,12,7,0,0,3,0,3
"Ant127",3,20,7,0,0,27,3,9,0,1,0,4,4,7,0,5,10,7,8,29,0,1,9,2,11,20,0,0,0,0,11,18,1,0,8,26,0,14,28,1,3,6,4,1,0,11,0,12,1,14,7,0,1,5,3,0,7,3,0,14,2,0,3,17,22,2,0,0,3,0,2
"Ant131",3,20,2,5,1,0,1,2,0,5,0,41,26,5,1,17,19,25,7,1,12,3,6,2,15,0,0,0,0,0,16,27,11,9,8,7,14,0,2,0,1,6,16,0,6,5,1,27,20,8,38,0,1,4,1,8,14,0,0,10,4,6,11,0,2,0,0,0,2,0,13
"Ant137",3,13,5,0,2,4,0,2,0,0,1,2,0,29,0,2,41,2,5,15,0,4,6,5,8,10,6,0,0,0,7,6,2,4,10,3,28,2,0,1,5,2,9,2,1,13,0,3,21,23,1,0,1,3,0,3,4,0,0,6,0,1,13,3,9,1,0,2,2,0,3
"Ant140",0,11,0,0,12,1,0,9,0,0,0,2,0,0,0,1,1,5,1,0,19,7,1,0,1,1,0,0,0,1,3,0,3,2,0,0,1,0,1,0,1,0,2,0,8,0,0,0,9,1,2,0,7,2,0,0,0,7,0,6,11,0,3,0,0,0,0,2,0,0,17
"Ant149",21,0,10,12,0,3,1,1,1,20,22,2,2,18,6,2,3,0,20,9,0,0,1,1,0,1,13,14,21,2,0,0,5,5,9,14,3,1,5,1,0,2,18,1,0,0,3,26,1,7,0,32,0,3,0,18,6,0,0,4,0,12,3,3,12,3,0,0,1,39,2
"Ant156",2,0,17,0,0,2,4,3,0,0,0,10,8,0,0,9,16,5,13,4,7,2,3,1,11,26,0,1,0,5,45,24,2,3,1,5,6,6,2,0,2,0,8,0,1,5,0,0,1,5,6,2,13,0,0,4,0,4,0,0,8,1,18,8,2,0,0,1,4,0,6
"Ant159",8,3,14,24,2,11,7,1,0,1,2,1,0,16,2,5,1,13,11,19,0,0,2,3,5,30,2,5,1,5,11,11,9,3,9,9,4,16,9,2,18,8,0,0,3,14,1,36,0,17,6,2,1,3,7,3,20,0,1,64,2,8,2,11,6,18,0,0,9,10,16
"Ant169",11,0,5,9,0,4,0,0,15,4,16,0,1,11,5,1,2,0,1,1,0,0,1,2,0,3,11,10,1,0,2,5,0,0,7,3,1,0,2,0,1,0,0,0,0,0,3,0,2,0,0,1,0,3,5,1,1,0,0,1,0,1,0,0,11,3,5,0,1,1,1
"Ant176",0,8,0,0,47,0,1,3,0,0,0,5,18,0,0,1,7,9,0,1,16,4,3,0,21,3,0,0,0,0,14,24,2,9,0,1,0,6,1,8,0,1,3,0,0,1,0,0,39,13,2,0,10,0,0,1,0,12,0,5,9,0,1,2,0,0,0,2,17,0,2
"Ant190",1,1,1,0,6,6,10,2,0,0,0,2,0,0,0,3,56,6,1,8,0,2,7,1,6,12,0,0,0,0,6,11,0,0,0,3,11,5,13,0,0,5,14,0,1,0,0,1,33,2,42,0,0,17,0,2,0,1,0,6,0,0,1,0,3,1,0,0,0,0,6
"Ant195",1,0,3,3,0,2,0,1,0,6,2,1,0,9,0,1,0,0,2,5,0,0,2,2,0,0,3,2,0,0,4,1,0,1,10,4,0,1,0,0,3,0,1,3,0,0,0,2,0,0,0,0,0,4,0,20,1,0,0,9,0,2,1,0,3,0,3,0,0,0,10
"Ant207",9,0,6,5,1,13,4,0,3,6,9,1,0,16,2,6,1,3,14,5,0,1,1,22,6,8,7,0,5,0,17,20,7,0,9,22,12,27,3,0,26,0,36,0,0,1,2,0,0,2,3,17,0,0,2,11,13,0,0,10,0,5,5,7,17,1,0,0,5,1,2
"Ant215",0,17,0,0,21,0,0,13,0,0,0,8,5,1,0,2,11,3,0,0,26,3,6,1,5,13,0,0,0,0,4,4,9,24,2,5,1,20,21,9,1,1,0,2,39,33,0,0,0,6,21,0,6,0,0,0,0,9,0,0,12,0,1,1,2,0,0,18,13,0,7
"Ant232",1,31,8,0,3,1,23,1,0,1,0,2,5,7,0,2,21,31,16,11,15,9,3,1,27,21,2,0,0,3,5,33,11,27,3,8,14,8,23,1,7,5,17,0,13,2,0,2,6,0,21,0,11,12,5,1,8,2,0,21,0,0,4,9,24,0,0,9,2,0,10
"Ant242",0,29,1,2,2,0,4,3,0,0,0,18,14,2,0,5,34,1,1,8,32,0,5,0,11,34,0,0,0,0,1,19,5,2,3,1,7,38,1,2,0,6,6,0,2,42,0,3,21,21,0,0,8,1,0,0,6,3,0,3,28,0,1,2,5,0,0,11,0,0,5
"Ant257",15,0,0,44,0,0,0,0,8,0,19,0,0,20,29,1,0,0,0,1,0,0,0,15,0,0,3,14,13,0,1,0,0,0,0,0,0,0,0,0,32,2,2,1,0,0,0,17,0,0,0,0,0,0,3,6,12,0,1,0,0,9,0,0,2,41,2,0,0,22,0
"Ant263",0,2,2,0,9,5,4,18,0,0,0,12,8,0,0,0,1,4,1,0,5,0,14,0,48,5,0,0,0,3,1,1,7,13,1,0,1,1,1,7,0,13,1,0,10,0,0,0,6,11,8,0,0,3,3,2,1,12,0,0,11,0,6,1,3,0,0,13,8,0,9
"Ant289",0,3,1,0,3,5,15,0,0,1,2,0,1,7,0,2,3,1,11,4,6,5,15,3,13,35,0,0,0,5,15,8,1,4,2,13,5,4,3,2,3,0,3,3,0,17,4,0,0,12,1,0,3,0,0,5,5,1,0,3,6,2,0,3,9,2,0,3,13,0,18
"Ant324",2,0,3,6,0,0,0,3,0,0,2,0,0,7,2,0,0,2,5,3,0,0,6,2,0,0,4,0,2,0,3,7,0,0,3,22,3,1,0,0,0,0,7,5,0,0,0,2,0,5,0,3,3,0,0,1,6,0,0,3,0,10,0,3,1,8,0,0,0,11,0
"Ant332",3,1,0,0,2,5,0,0,0,18,11,2,1,14,2,0,0,6,16,1,0,0,0,2,0,1,5,0,0,4,4,0,0,0,7,1,0,8,3,0,18,4,3,1,1,2,20,11,0,1,0,6,2,5,1,0,7,0,1,2,1,9,0,8,0,11,0,0,1,0,3
"Ant353",11,2,21,9,0,3,1,0,0,11,9,0,0,30,16,4,4,2,3,5,0,0,1,15,0,6,0,27,0,0,5,18,0,2,29,17,7,14,4,0,6,0,20,1,0,0,1,13,0,8,6,12,1,5,6,7,0,0,0,5,0,7,0,14,26,17,0,0,2,3,5
"Ant356",0,2,1,0,14,3,1,12,0,0,0,7,3,0,0,1,6,10,12,0,12,0,6,0,29,5,0,0,0,2,1,6,10,5,0,0,3,0,0,7,0,4,0,0,12,1,0,0,9,2,3,0,12,1,0,0,0,0,0,2,17,0,4,0,0,1,0,4,0,0,4
"Ant380",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ant387",0,13,4,0,1,14,34,11,0,0,0,0,1,12,0,4,9,6,7,19,3,5,8,0,5,13,0,0,0,1,14,10,4,12,7,16,14,10,6,6,4,0,64,1,5,6,9,10,0,21,3,0,0,3,3,2,5,2,0,0,0,1,4,9,5,0,0,1,11,0,7
"Ant395",0,3,0,0,28,5,0,9,0,0,0,16,6,0,0,6,2,0,0,13,43,2,8,0,7,10,0,0,0,2,3,18,8,12,1,1,2,4,0,11,0,8,2,0,9,0,0,0,12,0,28,0,11,6,0,1,0,17,0,0,0,5,7,1,0,0,0,3,6,0,6
"Ant437",27,0,11,6,0,0,1,0,1,4,7,0,0,8,9,0,0,0,1,1,0,0,1,4,0,1,23,20,13,0,1,4,0,0,6,6,0,6,1,0,12,1,8,1,0,0,2,5,0,0,0,9,0,2,10,9,7,0,0,1,5,0,0,0,11,12,3,0,0,22,4
"Ant458",0,6,1,0,15,1,23,4,0,0,0,26,3,0,0,0,3,7,1,0,2,4,6,0,18,2,1,0,0,49,1,6,7,8,3,2,3,11,13,3,3,18,2,0,1,1,1,5,1,4,1,0,6,0,0,0,0,4,0,4,7,0,0,0,0,0,0,8,6,0,7
"Ant462",18,8,13,0,1,3,2,32,0,3,0,0,4,46,0,3,33,2,5,20,0,1,7,1,1,19,0,1,2,0,6,14,13,2,10,14,17,0,3,0,3,8,11,0,2,0,0,7,1,9,2,0,1,3,3,8,14,0,0,9,1,0,0,0,27,0,0,0,5,0,13
"Ant482",14,20,2,2,0,0,3,1,0,15,2,1,7,16,0,8,3,15,4,39,1,2,11,3,1,3,0,1,0,0,2,9,0,0,23,12,22,2,9,0,12,2,6,11,0,3,3,17,2,24,5,2,3,9,1,0,26,0,0,5,0,11,0,27,0,3,1,0,0,0,1
"Ant492",19,0,8,31,0,2,0,0,1,8,11,0,1,8,14,0,0,2,6,3,1,0,1,7,0,5,5,18,28,1,5,3,0,0,16,7,2,0,1,0,3,0,18,3,0,1,0,1,0,0,0,41,0,2,8,11,17,1,0,0,0,12,0,0,3,0,4,0,1,29,1
"Ant501",1,0,0,2,0,0,0,0,7,0,7,0,0,6,11,0,0,0,3,0,0,0,0,5,0,0,5,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,4,0,0,0,6,0
"Ant507",0,0,0,0,5,0,1,16,0,0,0,8,2,0,0,5,11,3,6,2,21,1,1,0,11,0,0,0,0,0,2,1,6,9,0,0,0,0,2,2,0,1,0,0,2,0,0,0,18,9,11,0,13,3,0,0,0,4,0,1,3,0,8,0,0,0,0,0,29,0,2
"Ant530",0,10,4,0,3,1,11,23,0,1,0,34,8,1,0,8,20,2,6,8,14,0,8,0,14,26,0,0,1,11,11,6,9,16,0,3,3,2,2,0,1,4,9,1,17,0,0,5,13,2,0,0,8,13,0,1,2,0,0,11,6,0,6,5,0,1,0,29,0,0,17
"Ant560",29,0,0,41,0,0,0,0,9,1,13,0,0,16,9,0,0,0,0,0,0,0,0,11,0,0,33,31,16,0,0,0,0,0,0,0,0,0,0,0,39,0,10,1,0,0,0,1,0,0,0,22,0,0,11,0,3,0,0,0,0,22,0,0,0,29,6,0,0,0,0
"Ant593",1,3,1,0,4,11,11,8,0,5,0,10,4,2,0,1,15,5,12,22,17,2,4,6,6,17,0,0,1,4,12,13,14,17,2,3,2,13,3,17,2,6,16,1,2,6,10,2,7,10,5,0,9,18,0,3,5,4,0,7,6,4,7,13,1,1,0,2,17,0,0
