"","Ant260","Ant52","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant60","Ant64","Ant158","Ant196","Ant202","Ant209","Ant268","Ant308","Ant311","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant42","Ant55","Ant91","Ant97","Ant98","Ant109","Ant113","Ant124","Ant131","Ant137","Ant140","Ant149","Ant159","Ant169","Ant190","Ant195","Ant232","Ant242","Ant257","Ant263","Ant289","Ant332","Ant353","Ant356","Ant380","Ant387","Ant395","Ant458","Ant492","Ant501","Ant507","Ant530","Ant593"
"Ant13",9,7,2,9,20,2,9,4,0,0,3,5,2,2,2,4,3,15,1,0,0,0,18,5,7,0,1,12,7,7,1,4,10,23,6,0,7,1,1,0,1,9,0,10,5,9,4,3,0,5,9,8,3,0,1,9,2
"Ant23",26,0,12,17,1,6,0,0,13,8,0,0,23,4,0,1,1,0,1,0,0,0,0,2,7,42,13,8,0,0,7,5,2,7,0,24,10,13,1,23,0,0,3,2,13,0,11,0,0,3,0,0,11,2,0,5,1
"Ant27",1,16,2,1,10,2,0,4,0,0,6,59,1,1,7,4,0,1,13,0,18,0,0,4,4,1,14,8,3,23,1,4,0,1,18,0,1,0,3,0,9,4,0,7,6,0,0,16,0,4,4,6,8,0,10,8,6
"Ant29",3,0,1,9,41,4,1,17,1,0,12,33,1,2,1,7,3,29,2,0,5,2,4,0,2,1,68,4,1,33,3,4,0,25,5,1,21,5,8,0,2,3,11,6,50,4,6,3,0,15,3,3,5,0,2,3,9
"Ant42",11,1,2,15,0,5,3,0,1,16,0,0,30,21,3,6,5,0,1,0,7,7,4,2,0,20,1,0,4,0,55,10,5,3,0,3,13,0,1,0,2,1,0,1,1,2,1,0,0,0,1,0,9,7,0,0,1
"Ant55",33,1,13,10,0,11,0,0,4,26,1,0,30,16,1,0,3,0,1,0,0,42,1,1,20,0,1,2,0,1,37,1,0,0,0,14,6,8,2,4,3,0,3,0,0,1,6,1,1,0,0,0,12,5,0,0,2
"Ant91",8,8,19,1,5,3,0,7,0,2,7,8,7,2,4,12,4,10,14,1,1,13,14,68,1,1,0,24,2,7,4,17,0,2,3,0,14,6,6,0,1,12,9,2,10,2,1,6,0,15,6,4,6,0,5,14,9
"Ant97",37,7,2,1,18,7,3,2,0,4,4,0,9,2,8,6,16,23,15,4,12,8,8,4,0,2,24,0,4,9,4,9,6,16,8,1,15,3,0,0,16,36,0,7,14,2,3,14,0,7,3,12,10,0,11,2,2
"Ant98",3,5,5,0,7,0,0,2,0,2,6,1,0,0,1,2,4,9,8,5,7,0,3,1,4,0,2,4,0,4,2,6,3,9,7,0,9,0,0,0,19,10,0,21,4,2,3,16,0,1,8,0,0,0,1,7,4
"Ant109",4,12,3,0,29,1,2,0,1,0,6,4,1,0,8,2,4,4,19,0,7,0,23,33,0,1,7,9,4,0,3,3,10,0,7,0,3,0,8,0,24,3,0,4,0,0,1,17,0,0,9,12,0,0,15,3,0
"Ant113",24,0,12,24,0,2,0,0,2,18,0,0,31,19,3,2,5,0,1,0,1,7,1,3,55,37,4,4,2,3,0,12,3,0,0,0,14,4,3,1,1,1,11,0,2,26,4,0,0,3,0,0,14,1,0,2,3
"Ant124",7,4,3,2,2,5,5,1,0,8,2,5,9,8,3,12,4,12,4,0,4,5,4,4,10,1,17,9,6,3,12,0,6,8,4,1,4,3,2,0,3,1,0,2,12,4,15,2,0,7,3,6,6,0,2,3,8
"Ant131",2,12,1,2,1,4,9,3,2,0,6,0,2,1,5,2,9,7,1,0,10,2,0,0,5,0,0,6,3,10,3,6,0,13,10,0,15,2,5,0,4,10,2,9,1,4,3,3,0,9,33,3,6,2,0,1,18
"Ant137",28,4,1,1,0,3,24,0,0,2,2,0,6,0,0,1,0,9,6,23,23,7,1,25,3,0,2,16,9,0,0,8,13,0,8,3,16,3,1,0,4,15,14,20,8,0,13,7,0,14,1,0,6,0,1,10,1
"Ant140",8,18,0,0,2,0,3,12,0,0,17,4,1,0,0,2,0,18,5,0,6,0,18,5,0,0,3,8,7,7,0,4,10,8,0,0,10,2,0,0,12,19,0,4,1,0,0,1,0,0,2,8,0,0,5,22,0
"Ant149",31,0,11,35,0,2,0,0,38,15,0,2,11,10,0,1,0,1,0,0,0,24,0,1,3,14,0,1,0,0,0,1,0,3,0,0,23,50,1,91,2,0,30,0,0,0,23,0,0,5,0,0,5,6,0,0,0
"Ant159",28,1,2,3,4,9,8,7,1,5,3,6,10,6,5,11,4,14,16,0,7,10,1,21,13,6,14,15,9,3,14,4,15,16,10,23,0,17,2,0,5,5,4,5,7,1,21,3,0,11,3,2,14,7,7,0,3
"Ant169",21,0,4,40,0,9,1,0,20,13,2,2,9,9,0,6,0,0,0,0,1,13,0,5,0,8,6,3,0,0,4,3,2,3,2,50,17,0,0,30,1,1,14,0,0,1,4,0,0,10,0,0,17,4,0,0,0
"Ant190",2,9,0,0,0,3,6,1,0,0,24,0,4,0,2,9,3,5,1,0,1,1,3,8,1,2,6,0,0,8,3,2,5,1,0,1,2,0,0,0,9,1,1,4,2,7,0,5,0,4,0,7,0,0,7,2,5
"Ant195",51,0,0,36,0,0,0,0,27,0,0,0,12,1,0,0,0,0,0,0,0,23,0,0,0,4,0,0,0,0,1,0,0,0,0,91,0,30,0,0,0,0,18,0,0,0,53,0,0,0,0,0,2,5,0,0,0
"Ant232",11,11,5,7,4,3,3,6,0,0,10,9,5,2,3,2,6,3,7,7,1,0,9,2,2,3,1,16,19,24,1,3,4,4,12,2,5,1,9,0,0,15,2,13,2,1,2,2,1,5,5,3,0,1,3,29,7
"Ant242",10,3,2,0,12,6,12,15,0,0,4,15,0,1,0,2,6,11,3,5,9,0,4,3,1,0,12,36,10,3,1,1,10,15,19,0,5,1,1,0,15,0,1,5,0,3,0,12,0,4,18,3,0,0,3,8,0
"Ant257",19,0,0,37,0,19,1,0,39,7,1,4,4,7,3,1,6,14,0,0,0,3,0,11,0,3,9,0,0,0,11,0,2,14,0,30,4,14,1,18,2,1,0,0,21,0,4,3,0,12,1,1,1,3,0,0,0
"Ant263",3,6,2,4,28,1,4,7,0,0,17,7,0,0,1,0,5,20,15,1,10,2,7,6,1,0,2,7,21,4,0,2,9,20,4,0,5,0,4,0,13,5,0,0,10,1,4,8,0,3,11,6,1,0,2,1,10
"Ant289",6,36,6,4,0,2,0,6,0,0,0,0,11,3,1,3,12,25,14,0,5,13,6,50,1,0,10,14,4,0,2,12,1,8,1,0,7,0,2,0,2,0,21,10,0,1,1,0,0,3,0,4,4,0,9,4,12
"Ant332",14,2,18,6,0,6,1,1,0,10,0,0,21,23,1,5,12,4,6,0,9,0,0,4,2,1,2,2,2,0,26,4,4,0,0,0,1,1,7,0,1,3,0,1,1,0,0,0,0,15,0,3,16,1,1,5,22
"Ant353",42,0,0,24,3,3,1,0,12,10,1,0,19,7,4,16,1,7,0,0,4,11,0,6,1,6,1,3,3,1,4,15,3,13,0,23,21,4,0,53,2,0,4,4,1,0,0,0,0,8,1,4,8,3,1,1,1
"Ant356",1,5,0,0,17,0,2,14,0,0,20,5,1,0,2,0,3,3,5,2,3,0,16,3,0,1,6,14,16,17,0,2,3,7,1,0,3,0,5,0,2,12,3,8,0,0,0,0,0,0,10,11,0,0,7,8,0
"Ant380",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Ant387",6,3,5,3,5,17,5,0,0,2,3,2,5,5,2,14,13,8,3,1,5,3,4,15,0,0,15,7,1,0,3,7,9,14,0,5,11,10,4,0,5,4,12,3,3,15,8,0,1,0,0,5,7,1,0,8,0
"Ant395",3,3,0,0,13,9,13,0,0,0,7,15,0,0,1,2,0,1,27,23,9,0,4,3,1,0,6,3,8,9,0,3,33,1,2,0,3,0,0,0,5,18,1,11,0,0,1,10,0,0,0,6,0,0,7,6,0
"Ant458",5,10,1,3,2,1,9,3,0,1,10,0,1,0,5,1,2,5,1,0,8,0,6,3,0,0,4,12,0,12,0,6,3,0,8,0,2,0,7,0,3,3,1,6,4,3,4,11,0,5,6,0,0,1,6,3,3
"Ant492",7,2,14,14,0,13,2,0,3,8,0,1,17,13,4,1,4,2,1,0,3,11,8,5,9,12,6,10,0,0,14,6,6,6,0,5,14,17,0,2,0,0,1,1,4,16,8,0,0,7,0,0,0,0,0,0,6
"Ant501",2,0,0,4,0,0,0,1,6,5,0,1,9,10,2,0,0,0,0,0,0,2,0,0,7,5,0,0,0,0,1,0,2,0,0,6,7,4,0,5,1,0,3,0,0,1,3,0,0,1,0,1,0,0,0,0,0
"Ant507",2,4,0,0,1,0,0,9,0,0,3,5,0,0,3,1,4,7,5,0,1,0,10,2,0,0,5,11,1,15,0,2,0,1,5,0,7,0,7,0,3,3,0,2,9,1,1,7,0,0,7,6,0,0,0,5,3
"Ant530",4,12,2,1,3,0,2,12,0,0,0,5,2,0,0,3,17,1,11,6,9,5,8,3,0,0,14,2,7,3,2,3,1,10,22,0,0,0,2,0,29,8,0,1,4,5,1,8,0,8,6,3,0,0,5,0,7
"Ant593",4,7,0,4,0,0,0,3,0,2,0,0,2,1,2,5,12,4,2,0,2,1,6,9,1,2,9,2,4,0,3,8,18,1,0,0,3,0,5,0,7,0,0,10,12,22,1,0,0,0,0,3,6,0,3,7,0
