"","Ant260","Ant52","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant60","Ant64","Ant158","Ant196","Ant202","Ant209","Ant268","Ant308","Ant311","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant42","Ant55","Ant91","Ant97","Ant98","Ant109","Ant113","Ant124","Ant131","Ant137","Ant140","Ant149","Ant159","Ant169","Ant190","Ant195","Ant232","Ant242","Ant257","Ant263","Ant289","Ant332","Ant353","Ant356","Ant380","Ant387","Ant395","Ant458","Ant492","Ant501","Ant507","Ant530","Ant593"
"Ant64",1,3,1,0,25,2,4,8,0,0,0,35,1,0,2,2,5,9,37,0,8,0,31,11,1,0,7,7,16,19,4,5,7,4,4,0,4,1,2,0,11,18,0,5,12,7,0,3,0,2,3,9,0,0,6,5,22
"Ant158",6,1,1,0,0,1,18,2,0,0,35,0,3,0,0,5,2,5,34,1,12,0,11,0,1,1,9,20,7,4,2,0,3,3,10,0,9,1,0,0,6,20,0,13,0,0,3,3,0,2,4,7,0,0,3,19,7
"Ant196",31,1,14,19,0,10,1,2,17,9,1,3,0,37,4,7,5,2,2,0,2,9,1,10,11,40,5,5,0,0,18,14,0,19,0,11,11,9,1,8,1,1,14,0,2,17,7,1,0,2,1,3,12,7,2,6,3
"Ant202",24,0,9,1,0,1,1,0,11,34,0,0,37,0,2,6,4,0,1,0,2,5,0,3,8,5,4,0,0,0,22,2,0,6,0,11,7,14,0,11,1,0,3,0,4,7,6,0,0,1,0,0,65,1,0,0,0
"Ant209",1,3,2,0,1,0,13,4,0,1,2,0,4,2,0,0,3,11,2,0,0,1,9,2,0,1,22,26,2,0,0,0,0,4,2,0,3,1,2,0,5,8,0,34,1,3,4,12,0,1,0,6,2,0,0,2,5
"Ant268",24,0,4,0,0,3,1,1,0,1,2,5,7,6,0,0,2,20,2,0,15,1,1,5,3,5,4,2,0,0,7,15,3,0,0,11,7,3,1,0,5,6,9,6,1,3,7,0,0,5,0,0,2,0,0,5,1
"Ant308",14,1,4,2,4,3,6,0,0,0,5,2,5,4,3,2,0,37,8,2,1,9,0,29,1,3,17,7,2,0,5,0,1,3,1,8,15,2,0,0,4,4,6,3,2,12,10,2,0,7,2,0,18,0,0,9,15
"Ant311",11,0,0,0,3,1,7,0,0,0,9,5,2,0,11,20,37,0,6,2,16,1,9,5,1,1,13,14,24,1,2,0,1,5,3,7,37,0,3,0,2,1,0,0,2,5,2,3,0,8,3,9,3,0,0,5,3
"Ant620",2,1,2,0,26,2,1,28,0,0,37,34,2,1,2,2,8,6,0,2,6,2,6,7,0,0,10,25,27,18,9,4,7,9,16,1,8,4,0,0,10,22,0,3,2,2,4,6,0,0,5,9,0,0,2,14,11
"Ant0",0,1,0,0,1,1,11,2,0,0,0,1,0,0,0,0,2,2,2,0,1,1,1,0,2,0,3,2,5,0,0,0,6,0,6,1,2,0,0,0,1,2,0,4,0,1,0,1,0,0,0,4,1,0,5,11,5
"Ant13",4,1,1,0,0,4,1,1,0,4,8,12,2,2,0,15,1,16,6,1,0,1,21,4,0,1,9,15,0,5,6,0,26,1,1,0,8,2,10,0,8,5,0,16,3,2,2,1,0,4,5,7,1,0,5,3,6
"Ant23",39,0,0,7,0,9,5,0,13,6,0,0,9,5,1,1,9,1,2,1,1,0,0,3,12,24,1,5,3,1,19,6,0,1,1,35,10,21,0,26,1,1,17,0,4,16,37,0,2,11,1,0,18,3,0,0,1
"Ant27",1,4,6,0,23,3,10,16,0,0,31,11,1,0,9,1,0,9,6,1,21,0,0,9,10,0,16,50,16,3,1,3,4,1,5,2,10,0,9,0,28,3,0,0,19,7,1,44,0,4,10,2,0,1,11,31,10
"Ant29",28,0,0,2,17,7,10,3,4,4,11,0,10,3,2,5,29,5,7,0,4,3,9,0,2,3,33,1,2,4,17,10,0,8,3,2,4,16,2,0,17,4,1,1,5,5,7,2,0,10,14,10,5,0,5,2,52
"Ant42",24,4,18,12,4,10,4,0,2,20,1,1,11,8,0,3,1,1,0,2,0,12,10,2,0,2,3,8,10,0,41,3,1,0,0,0,5,7,0,0,0,1,1,0,0,7,22,2,1,2,1,3,9,0,1,0,0
"Ant55",23,0,7,12,0,16,3,1,3,12,0,1,40,5,1,5,3,1,0,0,1,24,0,3,2,0,4,0,0,0,34,9,0,8,0,10,11,6,0,6,0,0,19,0,1,5,20,2,0,0,1,0,18,2,0,1,0
"Ant91",11,7,2,4,1,15,2,9,1,9,7,9,5,4,22,4,17,13,10,3,9,1,16,33,3,4,0,11,3,1,7,4,1,6,6,3,11,0,0,0,5,5,1,0,3,2,10,1,0,12,8,12,4,0,2,4,8
"Ant97",19,4,0,0,13,2,0,6,0,0,7,20,5,0,26,2,7,14,25,2,15,5,50,1,8,0,11,0,11,10,18,5,7,33,30,14,15,9,1,0,2,20,0,3,6,5,24,2,1,16,1,1,2,0,3,32,23
"Ant98",0,0,0,0,21,0,3,9,0,0,16,7,0,0,2,0,2,24,27,5,0,3,16,2,10,0,3,11,0,37,1,1,0,3,0,0,6,0,9,0,8,9,0,12,10,9,5,15,0,2,9,20,2,2,5,2,6
"Ant109",0,5,3,0,14,0,0,40,0,0,19,4,0,0,0,0,0,1,18,0,5,1,3,4,0,0,1,10,37,0,0,7,7,2,1,0,6,1,2,0,14,9,0,2,0,5,0,0,0,10,3,5,0,0,0,5,1
"Ant113",47,0,8,1,0,7,1,0,9,29,4,2,18,22,0,7,5,2,9,0,6,19,1,17,41,34,7,18,1,0,0,2,0,3,1,22,16,18,2,8,1,5,6,0,5,32,42,0,1,5,3,1,14,9,0,0,4
"Ant124",8,0,4,2,7,7,2,3,1,4,5,0,14,2,0,15,0,0,4,0,0,6,3,10,3,9,4,5,1,7,2,0,1,11,1,0,14,2,1,0,10,1,0,0,4,5,19,2,0,6,0,2,8,1,1,0,0
"Ant131",0,0,1,0,9,0,4,5,0,0,7,3,0,0,0,3,1,1,7,6,26,0,4,0,1,0,1,7,0,7,0,1,0,0,3,0,0,3,3,0,9,26,0,2,1,3,1,20,0,2,2,6,0,0,3,3,3
"Ant137",5,4,3,2,17,12,5,8,1,4,4,3,19,6,4,0,3,5,9,0,1,1,1,8,0,8,6,33,3,2,3,11,0,0,10,4,18,4,11,0,4,18,0,0,9,14,37,3,0,5,11,2,5,0,8,3,5
"Ant140",6,1,1,0,5,3,4,4,0,0,4,10,0,0,2,0,1,3,16,6,1,1,5,3,0,0,6,30,0,1,1,1,3,10,0,0,0,1,0,0,8,13,0,10,0,0,4,6,0,3,1,12,1,0,4,5,2
"Ant149",112,0,0,46,6,4,0,1,22,12,0,0,11,11,0,11,8,7,1,1,0,35,2,2,0,10,3,14,0,0,22,0,0,4,0,0,0,23,0,143,0,4,27,0,1,5,18,0,0,2,2,0,20,10,0,0,0
"Ant159",45,2,3,2,3,7,4,3,1,2,4,9,11,7,3,7,15,37,8,2,8,10,10,4,5,11,11,15,6,6,16,14,0,18,0,0,0,14,5,0,9,9,15,0,4,17,33,2,0,10,1,5,1,0,4,7,13
"Ant169",27,0,3,29,0,3,1,3,15,10,1,1,9,14,1,3,2,0,4,0,2,21,0,16,7,6,0,9,0,1,18,2,3,4,1,23,14,0,0,46,1,0,32,0,0,12,28,0,0,0,22,0,17,1,0,1,0
"Ant190",0,3,2,0,2,4,1,1,0,0,2,0,1,0,2,1,0,3,0,0,10,0,9,2,0,0,0,1,9,2,2,1,3,11,0,0,5,0,0,0,6,1,0,16,0,0,0,1,0,4,0,2,0,0,2,1,1
"Ant195",62,0,0,31,0,0,0,0,26,8,0,0,8,11,0,0,0,0,0,0,0,26,0,0,0,6,0,0,0,0,8,0,0,0,0,143,0,46,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,8,0,0,0
"Ant232",9,3,0,0,16,6,3,20,1,6,11,6,1,1,5,5,4,2,10,1,8,1,28,17,0,0,5,2,8,14,1,10,9,4,8,0,9,1,6,0,0,23,0,4,9,8,4,3,0,11,8,5,1,0,4,11,2
"Ant242",0,2,0,0,10,0,1,20,2,0,18,20,1,0,8,6,4,1,22,2,5,1,3,4,1,0,5,20,9,9,5,1,26,18,13,4,9,0,1,0,23,0,0,4,0,1,5,1,0,1,23,2,1,0,22,2,3
"Ant257",29,0,0,36,0,0,0,0,15,6,0,0,14,3,0,9,6,0,0,0,0,17,0,1,1,19,1,0,0,0,6,0,0,0,0,27,15,32,0,22,0,0,0,0,0,5,3,1,0,2,0,0,4,5,0,0,0
"Ant263",0,0,0,0,5,0,20,21,0,0,5,13,0,0,34,6,3,0,3,4,16,0,0,1,0,0,0,3,12,2,0,0,2,0,10,0,0,0,16,0,4,4,0,0,0,1,4,3,0,0,0,8,0,1,0,2,0
"Ant289",6,5,2,0,4,8,6,3,0,4,12,0,2,4,1,1,2,2,2,0,3,4,19,5,0,1,3,6,10,0,5,4,1,9,0,1,4,0,0,0,9,0,0,0,0,1,0,0,0,7,1,6,0,0,2,7,14
"Ant332",25,0,2,6,0,11,6,0,1,5,7,0,17,7,3,3,12,5,2,1,2,16,7,5,7,5,2,5,9,5,32,5,3,14,0,5,17,12,0,0,8,1,5,1,1,0,19,2,0,2,1,34,8,2,0,1,3
"Ant353",41,0,17,7,0,19,2,0,0,16,0,3,7,6,4,7,10,2,4,0,2,37,1,7,22,20,10,24,5,0,42,19,1,37,4,18,33,28,0,0,4,5,3,4,0,19,0,0,0,8,6,0,20,7,0,2,2
"Ant356",1,1,0,0,2,1,3,2,0,0,3,3,1,0,12,0,2,3,6,1,1,0,44,2,2,2,1,2,15,0,0,2,20,3,6,0,2,0,1,0,3,1,1,3,0,2,0,0,0,1,8,9,1,0,6,1,3
"Ant380",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ant387",12,5,2,0,8,17,4,4,0,0,2,2,2,1,1,5,7,8,0,0,4,11,4,10,2,0,12,16,2,10,5,6,2,5,3,2,10,0,4,0,11,1,2,0,7,2,8,1,0,0,5,0,9,0,0,0,22
"Ant395",2,1,1,0,6,0,6,5,0,2,3,4,1,0,0,0,2,3,5,0,5,1,10,14,1,1,8,1,9,3,3,0,2,11,1,2,1,22,0,0,8,23,0,0,1,1,6,8,0,5,0,0,4,0,9,1,2
"Ant458",8,0,3,0,5,1,7,7,0,0,9,7,3,0,6,0,0,9,9,4,7,0,2,10,3,0,12,1,20,5,1,2,6,2,12,0,5,0,2,0,5,2,0,8,6,34,0,9,0,0,0,0,0,1,2,7,6
"Ant492",20,0,2,2,0,8,3,0,4,16,0,0,12,65,2,2,18,3,0,1,1,18,0,5,9,18,4,2,2,0,14,8,0,5,1,20,1,17,0,3,1,1,4,0,0,8,20,1,1,9,4,0,0,6,1,0,1
"Ant501",22,0,0,5,0,0,0,0,4,12,0,0,7,1,0,0,0,0,0,0,0,3,1,0,0,2,0,0,2,0,9,1,0,0,0,10,0,1,0,8,0,0,5,1,0,2,7,0,0,0,0,1,6,0,0,0,0
"Ant507",1,3,0,0,2,0,0,9,0,0,6,3,2,0,0,0,0,0,2,5,5,0,11,5,1,0,2,3,5,0,0,1,3,8,4,0,4,0,2,0,4,22,0,0,2,0,0,6,0,0,9,2,1,0,0,0,5
"Ant530",1,0,0,1,3,8,1,6,0,1,5,19,6,0,2,5,9,5,14,11,3,0,31,2,0,1,4,32,2,5,0,0,3,3,5,0,7,1,1,0,11,2,0,2,7,1,2,1,0,0,1,7,0,0,0,0,18
"Ant593",9,4,1,1,14,4,20,16,0,0,22,7,3,0,5,1,15,3,11,5,6,1,10,52,0,0,8,23,6,1,4,0,3,5,2,0,13,0,1,0,2,3,0,0,14,3,2,3,0,22,2,6,1,0,5,18,0
