"","Ant260","Ant52","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant158","Ant196","Ant202","Ant209","Ant252","Ant268","Ant308","Ant311","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant42","Ant43","Ant55","Ant63","Ant91","Ant97","Ant98","Ant109","Ant113","Ant124","Ant127","Ant131","Ant137","Ant140","Ant149","Ant156","Ant159","Ant169","Ant176","Ant190","Ant195","Ant207","Ant215","Ant232","Ant242","Ant257","Ant263","Ant289","Ant324","Ant332","Ant353","Ant356","Ant380","Ant387","Ant395","Ant437","Ant458","Ant462","Ant482","Ant492","Ant501","Ant507","Ant530","Ant560","Ant593"
"Ant620",0,11,2,0,16,2,0,1,0,0,0,3,12,6,1,16,6,2,0,4,0,2,26,0,3,3,5,0,0,1,4,13,26,7,0,1,0,2,3,12,0,1,6,5,9,14,0,0,2,15,10,0,4,8,1,2,1,8,0,2,0,1,25,1,5,1,0,12,30,0,17
"Ant0",2,0,0,0,1,1,0,24,0,0,0,8,0,2,0,0,0,0,0,0,2,0,12,0,1,11,0,0,0,0,1,1,10,1,0,0,0,0,1,5,0,3,3,0,3,1,0,0,5,1,3,0,1,0,0,0,0,1,0,0,0,0,2,1,3,1,0,0,8,0,0
"Ant13",11,5,0,0,10,0,6,8,0,2,1,8,13,8,1,2,6,9,1,9,26,12,0,0,5,4,10,1,0,7,17,13,12,5,1,5,10,0,17,13,0,3,6,0,16,12,0,7,11,4,19,0,9,14,0,11,0,7,0,3,5,0,7,1,0,4,0,5,4,0,15
"Ant23",23,0,1,12,0,0,3,0,3,7,6,0,1,20,8,1,0,1,1,0,0,0,0,0,1,1,14,12,30,1,0,11,0,0,9,1,4,0,1,0,20,0,5,18,0,0,2,0,1,0,0,4,0,1,5,2,2,0,0,1,0,13,0,3,8,5,0,0,2,4,0
"Ant27",2,0,7,3,0,9,4,4,0,3,4,1,0,5,2,4,17,12,5,6,3,1,5,1,0,6,14,8,0,5,12,2,8,12,8,5,9,3,5,7,5,5,6,1,2,1,7,2,5,1,7,0,0,16,1,21,0,7,0,13,1,0,12,1,14,5,0,1,0,0,13
"Ant29",14,1,10,0,9,2,1,17,0,7,0,19,13,23,2,12,13,11,8,14,3,11,4,1,6,0,3,4,0,3,4,18,1,8,8,0,29,15,24,2,3,8,17,1,1,6,1,6,0,10,1,1,1,8,2,29,1,4,0,0,4,0,1,7,9,2,0,1,16,0,2
"Ant42",74,0,20,16,0,8,3,0,4,17,21,0,0,14,12,2,3,4,9,7,5,0,10,14,14,3,0,25,19,10,9,2,1,0,30,10,2,1,10,0,21,1,9,15,0,0,4,11,3,6,0,20,0,7,1,4,5,2,0,8,3,19,1,8,7,12,1,3,0,3,1
"Ant43",28,0,16,20,0,2,2,3,1,19,35,3,2,11,27,0,0,0,10,3,0,0,1,12,8,4,25,0,42,3,5,3,1,0,16,8,18,2,6,0,23,4,7,10,1,1,17,7,0,0,0,11,0,2,7,19,13,2,0,1,0,19,0,18,5,21,7,0,2,20,3
"Ant55",19,0,6,14,0,0,0,0,0,4,7,0,0,14,9,2,0,0,0,0,0,0,0,30,0,0,19,42,0,0,0,0,2,0,3,0,13,0,2,0,22,0,0,21,0,0,5,0,0,0,0,12,0,0,14,0,2,0,0,0,0,18,0,0,0,14,11,0,0,10,0
"Ant63",5,0,4,3,0,5,1,4,0,3,0,0,3,1,0,0,7,8,10,3,1,0,7,1,5,3,10,3,0,0,0,0,2,0,1,9,1,15,10,6,3,4,3,8,2,1,0,3,3,1,0,3,1,5,0,11,1,4,0,3,0,0,8,3,7,4,0,0,6,0,9
"Ant91",5,1,13,4,1,11,6,1,0,4,7,21,2,18,3,3,2,3,8,17,4,1,17,0,12,4,9,5,0,0,0,15,4,1,5,7,37,1,17,0,4,16,27,0,12,8,1,16,2,2,10,0,8,4,0,21,8,7,0,15,2,1,5,3,7,8,0,3,7,0,6
"Ant97",0,16,0,0,11,4,6,23,0,1,0,34,32,80,2,8,89,1,8,20,13,1,13,11,2,18,2,3,0,0,15,0,8,11,0,3,21,28,32,2,1,25,27,0,16,1,0,1,6,17,21,0,3,5,8,1,2,17,0,12,21,0,5,12,2,1,0,28,7,0,23
"Ant98",0,3,1,1,19,0,8,7,0,2,0,13,17,2,0,6,11,1,5,0,26,10,12,0,8,1,1,1,2,2,4,8,0,35,0,7,5,9,7,14,0,3,5,0,5,3,0,1,3,2,23,0,1,2,0,3,0,17,0,2,55,0,10,0,0,0,0,16,37,0,13
"Ant109",0,1,0,0,4,0,0,44,0,0,0,5,13,1,0,19,40,0,3,1,7,1,5,0,12,8,0,0,0,0,1,11,35,0,0,0,0,13,2,7,0,0,8,0,22,18,0,0,8,6,9,0,17,0,0,1,0,23,0,0,5,0,13,0,0,0,0,15,31,0,2
"Ant113",17,0,16,16,0,15,0,1,0,9,9,0,0,18,24,0,0,6,4,0,0,0,1,9,8,8,30,16,3,1,5,0,0,0,0,10,5,0,2,0,21,1,5,14,1,1,11,3,0,0,0,9,0,6,6,3,9,2,0,7,0,12,0,18,13,2,2,0,2,4,8
"Ant124",3,4,4,4,0,6,4,4,0,8,2,1,5,4,2,1,1,1,9,9,1,0,5,1,5,0,10,8,0,9,7,3,7,0,10,0,16,0,9,0,5,1,19,2,1,2,2,13,4,3,0,6,3,3,27,2,9,1,0,6,0,0,0,7,7,0,3,1,0,0,2
"Ant127",4,0,1,12,0,13,11,16,0,4,13,1,2,18,4,1,0,1,7,23,0,0,10,4,9,29,2,18,13,1,37,21,5,0,5,16,0,7,49,0,10,5,30,1,0,0,39,17,0,2,0,25,0,8,1,13,24,1,0,0,8,19,0,6,7,6,0,0,8,29,15
"Ant131",0,4,0,0,0,3,3,5,0,8,0,1,15,4,1,3,3,2,13,6,2,0,0,0,3,15,1,2,0,15,1,28,9,13,0,0,7,0,7,2,1,6,3,0,3,2,0,2,2,9,16,0,8,5,0,7,4,3,0,5,1,0,4,4,6,1,0,9,8,0,12
"Ant137",21,10,0,4,3,5,15,7,0,1,1,4,6,50,5,4,11,3,7,27,3,1,17,1,5,24,10,6,2,10,17,32,7,2,2,9,49,7,0,1,1,9,24,1,2,5,2,8,0,3,2,0,10,1,0,7,11,5,0,0,4,1,1,7,6,2,0,2,12,0,19
"Ant140",0,4,0,0,4,0,1,0,0,0,0,2,15,0,0,3,0,6,2,0,12,5,13,0,7,2,0,0,0,6,0,2,14,7,0,0,0,2,1,0,0,0,2,0,4,1,0,5,6,1,6,0,0,7,0,6,0,24,0,0,0,0,11,3,0,0,0,14,8,0,48
"Ant149",30,2,4,16,1,6,0,1,7,16,25,1,1,14,16,1,9,0,4,3,0,0,0,20,5,3,21,23,22,3,4,1,0,0,21,5,10,1,1,0,0,0,15,2,0,1,3,6,3,1,0,6,0,1,1,1,2,1,0,13,2,37,0,7,19,20,0,0,0,12,9
"Ant156",1,42,4,0,15,1,4,24,0,16,0,10,12,7,2,2,17,0,3,19,1,3,3,0,5,8,1,4,0,4,16,25,3,0,1,1,5,6,9,0,0,0,6,0,0,7,0,0,0,3,12,0,22,4,1,0,0,2,0,11,21,0,8,5,2,3,0,2,3,0,2
"Ant159",16,3,0,2,11,21,2,2,0,7,4,5,22,29,0,7,2,1,7,24,6,3,6,5,6,17,9,7,0,3,27,27,5,8,5,19,30,3,24,2,15,6,0,1,5,1,0,13,4,19,6,6,3,1,3,6,3,6,0,23,27,4,1,14,7,0,0,11,5,0,2
"Ant169",15,0,6,17,0,4,0,0,0,13,7,0,0,17,4,0,0,2,0,0,5,0,0,18,1,1,15,10,21,8,0,0,0,0,14,2,1,0,1,0,2,0,1,0,0,1,9,0,0,0,0,6,0,4,1,3,9,0,0,0,0,38,1,3,10,2,0,0,0,7,1
"Ant176",0,10,0,1,4,1,3,4,0,0,0,1,8,5,0,8,3,6,1,0,9,3,16,0,2,1,0,1,0,2,12,16,5,22,1,1,0,3,2,4,0,0,5,0,0,1,0,1,7,2,15,0,16,7,0,0,0,3,0,1,5,0,8,1,1,10,0,2,3,0,1
"Ant190",0,3,0,0,0,1,2,1,0,0,0,23,1,0,0,1,39,5,2,0,14,1,12,0,1,6,0,1,0,1,8,1,3,18,1,2,0,2,5,1,1,7,1,1,1,0,0,0,25,0,3,0,7,3,0,1,1,10,0,0,0,0,12,1,1,0,0,10,29,0,40
"Ant195",7,0,19,39,0,4,0,0,0,6,9,0,0,19,8,0,0,2,2,3,0,0,0,2,7,1,4,17,5,0,1,0,0,0,11,2,39,0,2,0,3,0,0,9,0,0,0,2,0,0,0,12,0,4,15,2,9,0,0,1,0,22,0,0,4,14,4,0,0,7,0
"Ant207",12,0,11,1,0,12,1,20,0,2,2,0,9,9,4,1,0,2,0,6,0,0,7,0,2,6,11,7,0,3,16,1,1,0,3,13,17,2,8,5,6,0,13,0,1,0,2,0,0,0,0,15,2,3,0,9,2,0,0,6,1,1,0,15,15,0,0,0,0,0,1
"Ant215",0,12,0,0,28,0,7,1,0,1,0,12,24,17,0,1,13,0,2,2,2,5,11,1,5,0,3,0,0,3,2,6,3,8,0,4,0,2,0,6,3,0,4,0,7,25,0,0,0,6,3,0,6,14,0,1,0,4,0,0,7,0,8,1,0,0,0,12,18,0,9
"Ant232",0,6,0,0,24,0,13,8,0,0,1,4,9,5,1,5,21,0,3,14,15,1,4,0,1,10,6,0,0,1,2,17,2,6,0,3,2,9,3,1,1,3,19,0,2,0,0,0,6,0,2,2,67,1,0,0,6,55,0,1,12,1,6,2,2,0,0,0,0,0,9
"Ant242",0,0,0,0,10,0,1,3,0,0,0,22,5,7,0,5,3,0,0,3,10,3,19,0,7,1,0,0,0,0,10,21,23,9,0,0,0,16,2,6,0,12,6,0,15,3,0,0,3,2,0,0,12,20,0,0,0,10,0,0,35,0,13,3,0,0,0,11,43,0,7
"Ant257",30,0,1,13,0,6,0,2,2,3,34,0,0,9,6,0,0,0,4,0,0,0,0,4,0,1,20,11,12,3,0,0,0,0,9,6,25,0,0,0,6,0,6,6,0,0,12,15,0,2,0,0,0,0,12,4,23,0,0,0,0,4,0,1,1,2,6,0,0,6,0
"Ant263",0,13,0,0,9,0,10,28,0,3,0,19,14,0,0,0,10,0,1,45,4,1,9,0,0,1,0,0,0,1,8,3,1,17,0,3,0,8,10,0,0,22,3,0,16,7,0,2,6,67,12,0,0,5,0,0,3,2,0,4,2,0,2,1,3,0,0,1,0,0,2
"Ant289",1,0,3,1,0,4,12,3,0,3,1,8,0,9,3,2,10,5,16,1,8,0,14,1,16,8,7,2,0,5,4,5,2,0,6,3,8,5,1,7,1,4,1,4,7,3,4,3,14,1,20,0,5,0,0,10,0,8,0,4,1,2,3,1,2,0,0,0,2,0,24
"Ant324",3,0,0,6,0,1,0,0,0,0,0,1,3,7,3,3,0,0,4,20,1,0,0,5,1,2,1,7,14,0,0,8,0,0,6,27,1,0,0,0,1,1,3,1,0,0,15,0,0,0,0,12,0,0,0,7,31,0,0,2,0,6,3,0,3,2,0,0,0,4,1
"Ant332",11,1,19,4,1,7,2,1,0,7,3,3,1,24,8,0,8,4,6,1,2,0,11,2,21,29,4,19,0,11,21,1,3,1,3,2,13,7,7,6,1,0,6,3,0,1,2,9,1,0,0,4,0,10,7,0,0,2,0,0,0,1,2,4,7,5,0,0,4,0,13
"Ant353",10,0,1,10,0,3,0,0,0,5,8,0,1,9,0,1,2,1,0,3,1,0,0,2,0,1,5,13,2,1,8,2,0,0,9,9,24,4,11,0,2,0,3,9,0,1,9,2,0,6,0,23,3,0,31,0,0,0,0,0,0,30,0,0,4,0,4,1,0,34,1
"Ant356",0,11,0,1,13,5,4,14,0,1,0,4,5,3,0,7,23,0,0,2,8,1,7,0,7,4,2,2,0,4,7,17,17,23,2,1,1,3,5,24,1,2,6,0,3,10,0,0,4,55,10,0,2,8,0,2,0,0,0,2,2,0,1,0,1,0,0,11,1,0,2
"Ant380",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ant387",1,1,7,1,0,13,2,5,0,5,4,4,2,8,2,0,5,3,0,5,2,0,3,1,13,0,8,1,0,3,15,12,2,0,7,6,0,5,0,0,13,11,23,0,1,0,1,6,0,1,0,0,4,4,2,0,0,2,0,0,0,3,1,1,15,4,0,2,6,0,3
"Ant395",0,22,0,0,17,0,5,0,0,0,1,12,13,5,0,12,1,1,2,1,0,0,5,0,1,4,3,0,0,0,2,21,55,5,0,0,8,1,4,0,2,21,27,0,5,0,0,1,7,12,35,0,2,1,0,0,0,2,0,0,0,0,3,3,0,1,0,1,7,0,2
"Ant437",15,0,2,34,0,3,0,0,0,7,20,0,0,13,15,0,0,0,0,0,1,0,0,13,0,0,19,19,18,0,1,0,0,0,12,0,19,0,1,0,37,0,4,38,0,0,22,1,0,1,0,4,0,2,6,1,30,0,0,3,0,0,0,4,0,11,6,0,0,40,0
"Ant458",0,22,1,1,3,1,0,5,0,1,0,1,1,1,0,4,11,6,3,8,25,2,7,0,12,1,1,0,0,8,5,5,10,13,0,0,0,4,1,11,0,8,1,1,8,12,0,0,8,6,13,0,2,3,3,2,0,1,0,1,3,0,0,0,1,0,0,6,3,0,6
"Ant462",6,1,1,14,0,23,2,0,0,13,5,0,1,19,3,1,0,2,1,5,1,1,1,3,1,7,8,18,0,3,3,12,0,0,18,7,6,4,7,3,7,5,14,3,1,1,0,15,1,2,3,1,1,1,0,4,0,0,0,1,3,4,0,0,4,4,2,1,1,0,0
"Ant482",5,9,13,5,0,9,13,1,0,10,0,1,4,12,0,3,13,6,7,5,5,3,0,8,14,9,7,5,0,7,7,2,0,0,13,7,7,6,6,0,19,2,7,10,1,1,4,15,0,2,0,1,3,2,3,7,4,1,0,15,0,0,1,4,0,7,0,0,2,0,0
"Ant492",33,0,0,5,0,5,0,0,1,3,13,0,3,13,17,0,0,0,3,0,1,1,4,5,5,2,12,21,14,4,8,1,0,0,2,0,6,1,2,0,20,3,0,2,10,0,14,0,0,0,0,2,0,0,2,5,0,0,0,4,1,11,0,4,7,0,3,0,0,5,0
"Ant501",6,0,0,0,1,0,0,0,2,2,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,11,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,0,0,0,6,0,2,0,3,0,0,0,3,0
"Ant507",0,4,0,0,2,0,0,0,0,2,0,10,3,4,0,1,0,1,0,1,12,0,5,0,1,1,3,0,0,0,3,28,16,15,0,1,0,9,2,14,0,2,11,0,2,10,0,0,12,0,11,0,1,0,0,0,1,11,0,2,1,0,6,1,0,0,0,0,16,0,12
"Ant530",0,8,1,0,9,0,2,0,0,1,0,10,15,4,0,6,2,13,8,11,30,8,4,2,0,16,0,2,0,6,7,7,37,31,2,0,8,8,12,8,0,3,5,0,3,29,0,0,18,0,43,0,0,2,0,4,0,1,0,6,7,0,3,1,2,0,0,16,0,0,32
"Ant560",25,0,0,26,0,0,0,0,6,4,27,0,0,10,40,0,0,0,0,0,0,0,0,4,0,0,3,20,10,0,0,0,0,0,4,0,29,0,0,0,12,0,0,7,0,0,7,0,0,0,0,6,0,0,4,0,34,0,0,0,0,40,0,0,0,5,3,0,0,0,0
"Ant593",1,6,0,2,14,3,15,6,0,0,0,1,9,7,1,12,10,2,6,12,17,0,15,0,13,2,1,3,0,9,6,23,13,2,8,2,15,12,19,48,9,2,2,1,1,40,0,1,9,9,7,0,2,24,1,13,1,2,0,3,2,0,6,0,0,0,0,12,32,0,0
