"","Ant260","Ant52","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant158","Ant196","Ant202","Ant209","Ant252","Ant268","Ant308","Ant311","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant42","Ant43","Ant55","Ant63","Ant91","Ant97","Ant98","Ant109","Ant113","Ant124","Ant127","Ant131","Ant137","Ant140","Ant149","Ant156","Ant159","Ant169","Ant176","Ant190","Ant195","Ant207","Ant215","Ant232","Ant242","Ant257","Ant263","Ant289","Ant324","Ant332","Ant353","Ant356","Ant380","Ant387","Ant395","Ant437","Ant458","Ant462","Ant482","Ant492","Ant501","Ant507","Ant530","Ant560","Ant593"
"Ant311",1,1,1,0,3,17,3,5,0,0,1,0,3,0,1,0,6,8,0,0,2,1,0,0,8,5,11,1,1,6,7,0,3,2,6,11,9,4,5,13,8,24,13,0,2,4,4,15,10,68,1,0,2,1,1,2,6,27,0,13,4,0,3,0,0,0,0,1,2,14,8
"Ant620",3,25,1,0,7,4,12,7,0,0,0,8,14,0,0,18,40,0,1,2,0,2,4,2,27,16,0,0,0,5,9,7,35,2,2,2,19,6,13,5,6,14,3,0,27,10,0,0,23,18,7,1,14,1,1,2,4,38,0,19,19,0,7,2,11,0,0,23,13,0,18
"Ant0",0,1,0,0,10,2,4,6,0,0,0,0,16,3,0,2,17,0,0,1,2,0,0,4,1,8,4,0,0,0,6,17,5,9,2,0,12,13,8,1,0,2,1,0,0,1,0,1,0,2,5,1,3,1,0,0,2,3,0,0,1,1,7,0,0,2,0,3,2,1,1
"Ant13",0,13,3,0,1,12,6,4,0,0,0,1,9,0,0,12,6,6,1,0,4,0,0,1,7,17,7,1,0,9,9,10,3,5,1,3,11,8,10,14,1,21,0,0,8,3,0,1,5,8,13,1,0,2,1,0,11,10,0,7,0,0,2,2,31,0,0,15,3,7,6
"Ant23",12,0,2,13,0,2,1,0,1,0,6,0,0,44,14,0,1,6,1,0,2,4,1,0,1,5,14,8,13,0,2,9,1,0,16,1,6,0,8,0,17,0,11,2,0,0,0,0,0,0,0,4,1,0,1,4,2,0,0,0,0,22,1,1,2,18,12,0,0,4,0
"Ant27",0,12,2,1,8,3,0,22,0,0,0,11,8,1,1,14,39,15,1,8,27,1,7,1,0,15,2,0,0,8,12,12,12,9,4,10,2,6,2,18,1,8,10,0,13,3,0,6,21,17,1,2,19,3,0,11,2,12,0,14,37,1,11,0,2,1,0,0,7,2,20
"Ant29",5,9,12,9,5,8,30,7,0,2,2,0,10,19,4,8,5,9,3,5,16,8,17,5,15,0,7,1,7,6,12,43,5,6,10,6,45,6,18,0,12,0,20,0,0,10,11,4,10,15,14,10,6,2,1,21,24,15,0,7,4,4,8,4,48,14,0,7,2,7,16
"Ant42",22,6,22,4,1,6,1,3,0,13,4,3,10,21,6,1,0,7,4,11,0,4,7,14,2,7,0,9,3,11,3,8,0,0,34,5,7,1,5,0,11,1,17,1,0,0,16,4,0,4,2,16,0,4,5,20,15,8,0,6,0,1,2,19,27,10,0,2,3,56,4
"Ant43",5,0,4,4,2,2,0,0,0,3,22,0,0,16,4,0,0,0,6,1,0,0,1,8,0,1,9,0,16,1,0,0,0,0,9,2,0,0,0,0,3,0,9,2,1,0,5,4,0,0,0,7,0,1,0,11,7,0,0,0,0,14,0,3,0,11,2,0,0,12,0
"Ant55",22,0,9,0,0,5,0,0,0,0,12,0,0,50,3,0,2,0,1,1,0,0,0,13,0,7,3,16,0,2,0,15,0,0,35,1,3,1,1,1,6,0,1,2,1,0,3,17,0,0,0,5,2,3,0,9,4,0,0,2,0,8,0,11,3,6,20,0,0,17,0
"Ant63",1,5,7,5,7,1,1,0,0,2,2,0,2,4,2,3,0,3,14,6,5,0,9,0,8,6,11,1,2,0,3,6,1,2,5,9,1,6,4,6,6,4,5,2,2,2,10,2,12,0,4,0,1,7,0,7,1,3,3,11,0,2,2,3,1,4,0,0,4,14,3
"Ant91",3,3,5,8,11,7,11,6,0,3,0,6,25,6,0,14,18,9,2,7,9,6,9,2,12,12,3,0,0,3,0,36,32,15,0,7,1,7,8,11,2,16,10,0,24,11,0,7,17,20,29,3,15,0,0,1,12,19,0,0,5,0,8,2,6,0,0,16,14,3,5
"Ant97",19,44,7,10,4,5,27,1,0,0,0,4,8,35,1,7,8,48,0,0,7,17,10,9,12,43,8,0,15,6,36,0,4,0,5,9,78,24,7,3,10,0,2,0,4,22,1,4,3,23,14,24,10,0,1,4,26,15,0,2,1,3,3,0,10,1,0,8,3,5,11
"Ant98",1,11,2,1,13,8,3,4,0,0,0,25,23,0,0,9,12,2,0,3,35,5,3,1,12,5,0,0,0,1,32,4,0,9,0,2,5,25,12,5,0,8,2,0,22,1,0,0,6,17,8,2,7,2,2,1,5,24,0,7,10,1,8,0,1,0,0,7,22,0,1
"Ant109",0,10,0,0,7,8,10,35,0,0,0,5,20,0,0,1,2,20,1,2,2,9,5,0,9,6,0,0,0,2,15,0,9,0,0,4,10,35,0,7,0,24,0,0,19,2,0,3,17,8,6,0,35,0,0,0,4,15,0,2,27,0,22,0,0,0,0,8,7,0,7
"Ant113",13,4,14,8,1,1,2,0,1,17,20,0,0,16,11,0,5,1,3,6,2,2,1,16,4,10,34,9,35,5,0,5,0,0,0,11,2,2,15,0,25,0,17,14,1,0,14,17,1,1,0,17,0,8,3,31,10,1,1,0,2,6,0,7,14,8,1,2,0,44,4
"Ant124",1,0,6,1,7,5,2,3,0,3,2,0,3,6,1,4,1,6,8,11,2,0,3,1,10,6,5,2,1,9,7,9,2,4,11,0,0,4,4,1,1,2,1,0,0,1,12,11,8,6,3,2,5,1,2,4,4,3,0,5,4,2,1,2,1,0,0,0,5,8,1
"Ant127",1,18,4,0,23,8,22,22,0,0,1,6,5,1,0,1,15,1,0,9,19,12,11,6,2,45,7,0,3,1,1,78,5,10,2,0,0,27,19,2,8,0,17,0,0,11,1,0,6,8,11,1,20,4,1,17,20,4,0,15,4,0,11,2,32,0,0,0,12,2,12
"Ant131",4,10,0,1,8,0,27,29,0,1,0,2,14,2,0,3,2,2,3,4,6,13,8,0,6,6,1,0,1,6,7,24,25,35,2,4,27,0,10,1,0,4,9,0,3,28,0,0,16,17,21,1,7,1,0,2,5,37,0,9,25,0,12,2,1,1,0,12,13,0,6
"Ant137",5,15,20,4,18,16,6,7,0,0,4,4,14,22,0,2,6,8,4,5,13,8,10,8,2,18,5,0,1,4,8,7,12,0,15,4,19,10,0,2,8,3,6,1,2,6,4,4,4,8,43,8,6,3,0,3,26,1,0,7,5,0,4,7,14,16,0,3,3,3,11
"Ant140",0,2,0,0,0,2,0,6,0,0,0,0,10,4,0,4,54,1,0,13,5,1,14,0,18,0,0,0,1,6,11,3,5,7,0,1,2,1,2,0,0,0,2,0,4,1,0,0,0,4,12,0,20,3,0,0,1,0,0,1,0,0,5,1,3,0,0,0,12,2,5
"Ant149",20,8,5,2,1,2,1,0,0,3,10,0,0,31,9,5,7,2,4,8,6,0,1,17,1,12,11,3,6,6,2,10,0,0,25,1,8,0,8,0,0,0,30,8,0,2,4,4,8,2,3,22,3,1,3,9,6,0,0,2,0,6,0,6,8,11,6,0,2,17,0
"Ant156",0,3,0,0,24,1,0,3,0,1,2,11,7,0,0,0,1,1,0,24,14,2,21,0,8,0,1,0,0,4,16,0,8,24,0,2,0,4,3,0,0,0,3,0,9,2,0,5,23,17,18,0,3,0,0,0,0,28,0,1,7,0,14,1,0,0,0,2,15,0,17
"Ant159",14,0,10,6,2,4,5,28,0,2,16,0,0,40,3,4,2,6,0,13,3,1,0,11,10,20,17,9,1,5,10,2,2,0,17,1,17,9,6,2,30,3,0,1,1,2,12,0,3,17,4,7,3,1,2,0,5,6,0,19,12,14,1,1,12,38,9,1,0,4,5
"Ant169",4,0,3,15,0,0,0,0,32,0,23,0,0,3,7,0,0,0,2,0,0,0,0,2,0,0,1,2,2,2,0,0,0,0,14,0,0,0,1,0,8,0,1,0,0,0,0,3,0,0,0,6,0,0,0,3,1,0,0,0,0,10,0,2,0,3,10,0,0,1,1
"Ant176",0,4,0,0,16,0,0,6,0,0,0,3,5,3,0,6,11,8,2,2,27,0,8,0,13,0,0,1,1,2,24,4,22,19,1,0,0,3,2,4,0,9,1,0,0,5,1,1,10,2,2,0,9,0,0,1,2,12,0,8,5,0,0,0,0,0,0,11,12,1,10
"Ant190",0,10,0,0,7,1,44,11,0,0,0,5,16,1,0,0,2,13,0,4,10,1,3,0,3,10,0,0,0,2,11,22,1,2,0,1,11,28,6,1,2,2,2,0,5,0,0,2,13,21,22,0,10,0,0,3,8,12,0,7,3,0,8,1,2,0,0,10,2,0,0
"Ant195",0,0,26,1,2,2,0,1,0,26,2,0,0,6,4,9,1,2,4,4,0,0,0,0,0,11,16,5,3,10,0,1,0,0,14,12,1,0,4,0,4,0,12,0,1,0,0,4,3,1,2,0,0,6,0,35,11,2,0,0,0,1,1,3,3,4,0,0,0,5,2
"Ant207",8,4,6,1,1,0,0,0,0,1,6,0,0,10,4,2,1,6,6,15,0,1,1,0,6,4,4,4,17,2,7,4,0,3,17,11,0,0,4,0,4,5,0,3,1,2,4,0,0,2,0,4,0,0,1,4,9,0,0,2,1,10,1,4,5,0,0,0,5,17,25
"Ant215",1,12,0,0,29,3,0,21,0,1,1,0,15,1,0,15,0,10,2,10,23,0,5,0,21,10,0,0,0,12,17,3,6,17,1,8,6,16,4,0,8,23,3,0,10,13,3,0,0,19,14,1,10,5,0,0,0,21,0,13,17,0,6,0,0,0,0,6,18,2,10
"Ant232",0,1,0,0,3,4,12,31,0,0,0,0,11,4,0,8,13,3,4,68,18,2,8,0,17,15,4,0,0,0,20,23,17,8,1,6,8,17,8,4,2,17,17,0,2,21,1,2,19,0,25,0,6,3,0,1,3,16,0,62,2,0,7,1,4,0,0,11,3,1,26
"Ant242",0,11,1,0,28,10,30,13,0,1,0,6,33,4,0,16,1,7,0,1,7,5,13,0,1,14,2,0,0,4,29,14,8,6,0,3,11,21,43,12,3,18,4,0,2,22,2,0,14,25,0,1,5,0,0,3,6,8,0,0,0,0,12,1,22,0,0,22,10,2,0
"Ant257",18,0,1,11,0,3,0,0,4,4,8,0,3,12,11,2,0,0,2,0,1,1,1,4,2,10,16,7,5,0,3,24,2,0,17,2,1,1,8,0,22,0,7,6,0,0,0,4,1,0,1,0,0,1,1,10,13,0,0,0,0,11,0,5,9,2,3,0,1,14,1
"Ant263",0,11,0,0,10,2,9,5,0,0,0,29,5,2,0,5,14,20,1,2,14,3,0,1,19,6,0,0,2,1,15,10,7,35,0,5,20,7,6,20,3,3,3,0,9,10,0,0,10,6,5,0,0,1,0,0,4,6,0,4,3,0,2,0,7,0,0,4,18,1,5
"Ant289",1,1,0,0,7,5,1,0,0,0,1,0,0,7,0,0,3,7,0,1,1,1,2,0,3,2,4,1,3,7,0,0,2,0,8,1,4,1,3,3,1,0,1,0,0,0,6,0,5,3,0,1,1,0,0,2,0,2,0,7,16,0,15,5,0,2,0,0,3,2,5
"Ant324",1,1,2,7,1,0,0,0,0,0,2,0,0,6,1,2,1,0,3,1,1,0,1,1,0,1,5,0,0,0,0,1,2,0,3,2,1,0,0,0,3,0,2,0,0,0,0,1,0,0,0,1,0,0,0,5,14,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Ant332",42,1,10,3,2,6,0,6,0,19,10,0,5,4,9,2,1,0,8,2,2,0,0,4,11,21,20,11,9,7,1,4,1,0,31,4,17,2,3,0,9,0,0,3,1,3,35,4,0,1,3,10,0,2,5,0,13,4,0,0,0,0,1,11,14,4,0,0,2,17,20
"Ant353",6,4,25,3,5,7,23,5,0,14,4,2,1,36,3,0,0,21,4,6,4,2,11,2,2,24,15,7,4,1,12,26,5,4,10,4,20,5,26,1,6,0,5,1,2,8,11,9,0,3,6,13,4,0,14,13,0,1,0,1,3,1,1,3,38,4,0,0,6,15,4
"Ant356",0,7,2,2,32,3,0,13,0,0,0,47,22,2,0,35,0,20,1,27,38,3,10,0,12,15,8,0,0,3,19,15,24,15,1,3,4,37,1,0,0,28,6,0,12,12,2,0,21,16,8,0,6,2,0,4,1,0,0,7,24,0,12,0,0,0,0,24,20,0,4
"Ant380",0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Ant387",3,7,4,2,9,4,16,33,0,0,0,2,9,4,3,0,0,15,0,13,19,0,7,0,14,7,6,0,2,11,0,2,7,2,0,5,15,9,7,1,2,1,19,0,8,7,0,2,13,62,0,0,4,7,0,0,1,7,0,0,18,0,4,7,26,8,0,0,5,7,5
"Ant395",0,3,3,1,26,5,3,3,0,0,0,23,14,0,0,6,31,3,1,4,19,1,0,0,37,4,0,0,0,0,5,1,10,27,2,4,4,25,5,0,0,7,12,0,5,3,0,1,17,2,0,0,3,16,0,0,3,24,0,18,0,1,14,0,2,0,0,7,5,0,5
"Ant437",19,0,7,12,0,0,0,0,1,3,33,0,0,31,15,1,1,0,0,0,0,1,0,22,1,4,1,14,8,2,0,3,1,0,6,2,0,0,0,0,6,0,14,10,0,0,1,10,0,0,0,11,0,0,0,0,1,0,0,0,1,0,0,1,0,28,19,0,0,2,1
"Ant458",2,0,0,0,17,0,8,5,0,0,0,0,25,1,0,7,3,9,0,3,7,7,2,1,11,8,2,0,0,2,8,3,8,22,0,1,11,12,4,5,0,14,1,0,0,8,1,1,6,7,12,0,2,15,1,1,1,12,0,4,14,0,0,0,1,0,0,3,17,1,2
"Ant462",4,1,13,8,0,2,0,1,0,3,2,0,1,30,3,0,0,1,2,0,2,0,2,1,0,4,19,3,11,3,2,0,0,0,7,2,2,2,7,1,6,1,1,2,0,1,3,4,0,1,1,5,0,5,0,11,3,0,0,7,0,1,0,0,14,23,0,0,1,5,0
"Ant482",15,20,4,7,7,3,14,8,0,1,4,7,8,23,1,0,2,4,5,0,11,0,31,2,2,48,27,0,3,1,6,10,1,0,14,1,32,1,14,3,8,0,12,0,0,2,3,5,0,4,22,9,7,0,0,14,38,0,0,26,2,0,1,14,0,12,0,4,0,26,3
"Ant492",13,2,3,19,0,1,0,0,1,0,22,0,0,29,17,0,0,3,2,0,0,2,0,18,1,14,10,11,6,4,0,1,0,0,8,0,0,1,16,0,11,0,38,3,0,0,4,0,0,0,0,2,0,2,0,4,4,0,1,8,0,28,0,23,12,0,19,0,0,12,0
"Ant501",8,0,0,8,0,0,0,0,3,0,9,0,0,11,15,0,0,0,0,0,0,0,0,12,0,0,0,2,20,0,0,0,0,0,1,0,0,0,0,0,6,0,9,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,19,0,0,0,19,0,0,0,0,0
"Ant507",0,6,0,0,24,0,31,28,0,0,0,6,28,0,0,0,1,19,0,1,23,3,15,0,0,7,2,0,0,0,16,8,7,8,2,0,0,12,3,0,0,2,1,0,11,10,0,0,6,11,22,0,4,0,0,0,0,24,0,0,7,0,3,0,4,0,0,0,2,1,0
"Ant530",0,4,2,0,9,0,3,12,0,1,0,10,37,0,1,8,20,4,2,2,13,2,3,0,7,2,3,0,0,4,14,3,22,7,0,5,12,13,3,12,2,15,0,0,12,2,0,5,18,3,10,1,18,3,1,2,6,20,0,5,5,0,17,1,0,0,0,2,0,0,11
"Ant560",5,2,20,0,2,4,1,0,0,4,5,0,1,29,12,2,0,1,10,14,0,1,7,4,2,7,56,12,17,14,3,5,0,0,44,8,2,0,3,2,17,0,4,1,1,0,5,17,2,1,2,14,1,2,0,17,15,0,0,7,0,2,1,5,26,12,0,1,0,0,6
"Ant593",0,11,3,3,5,3,2,14,0,1,0,0,13,4,0,8,16,1,6,8,18,1,6,0,20,16,4,0,0,3,5,11,1,7,4,1,12,6,11,5,0,17,5,1,10,0,2,25,10,26,0,1,5,5,0,20,4,4,0,5,5,1,2,0,3,0,0,0,11,6,0
