"","Ant260","Ant52","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant158","Ant196","Ant202","Ant209","Ant252","Ant268","Ant308","Ant311","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant42","Ant43","Ant55","Ant63","Ant91","Ant97","Ant98","Ant109","Ant113","Ant124","Ant127","Ant131","Ant137","Ant140","Ant149","Ant156","Ant159","Ant169","Ant176","Ant190","Ant195","Ant207","Ant215","Ant232","Ant242","Ant257","Ant263","Ant289","Ant324","Ant332","Ant353","Ant356","Ant380","Ant387","Ant395","Ant437","Ant458","Ant462","Ant482","Ant492","Ant501","Ant507","Ant530","Ant560","Ant593"
"Ant60",16,0,16,9,0,5,2,0,21,9,0,0,0,7,20,0,0,0,17,3,0,0,0,8,0,1,19,6,10,10,1,0,0,0,2,4,0,0,1,1,18,0,22,23,0,1,13,4,0,0,0,13,0,0,2,16,3,0,1,0,0,11,2,9,5,13,7,0,0,12,2
"Ant64",1,8,0,0,28,3,6,9,0,0,0,0,46,0,0,2,2,17,0,3,25,0,2,0,24,0,0,0,0,0,23,3,3,0,0,1,0,16,45,3,0,3,0,0,0,3,0,0,2,0,0,0,5,0,0,0,0,1,0,0,30,0,1,0,0,0,0,2,13,0,7
"Ant158",0,5,0,0,29,13,1,11,0,0,0,46,0,2,2,4,4,0,1,1,46,3,29,1,3,1,0,0,0,1,3,10,25,6,0,0,0,20,1,1,0,17,1,0,31,8,0,0,3,6,9,0,0,7,1,0,0,53,0,5,1,1,11,0,0,0,0,5,7,0,5
"Ant196",11,4,66,6,0,3,5,4,2,9,7,0,2,0,20,0,2,9,10,8,0,1,3,20,1,5,26,17,11,4,4,8,0,1,17,11,1,0,13,1,29,3,5,20,0,5,24,3,4,4,3,11,0,3,2,20,15,1,1,1,7,9,0,25,17,18,4,2,0,23,2
"Ant202",3,0,7,8,0,5,0,1,1,13,20,0,2,20,0,0,0,0,6,8,4,0,1,17,0,4,13,11,2,2,0,0,0,0,20,0,0,0,1,0,10,0,0,6,0,2,10,2,0,2,0,4,0,0,1,6,1,1,0,0,0,13,1,8,5,29,2,0,0,14,0
"Ant209",1,6,1,0,0,4,1,10,0,0,0,2,4,0,0,0,13,0,2,7,11,0,14,0,18,1,0,0,0,2,4,5,15,9,0,0,2,19,8,10,0,5,3,0,4,0,3,10,8,0,5,0,6,0,0,1,0,5,0,2,6,0,4,1,1,1,0,2,15,0,3
"Ant252",0,0,0,0,6,3,33,5,0,0,0,2,4,2,0,13,0,30,2,4,8,0,5,0,14,2,2,0,0,3,3,53,8,23,0,0,26,23,8,6,0,7,0,0,0,0,0,15,3,4,22,0,1,9,0,1,0,8,0,19,40,0,13,1,16,7,0,1,0,0,20
"Ant268",1,7,0,1,1,6,4,2,0,0,0,17,0,9,0,0,30,0,0,2,6,5,3,0,14,2,14,2,0,0,10,3,9,0,3,2,2,20,6,0,4,6,1,0,3,1,0,1,7,12,5,0,2,3,0,0,3,1,0,25,10,2,15,2,12,2,0,2,13,0,8
"Ant308",5,1,2,1,0,4,1,5,0,3,17,0,1,10,6,2,2,0,0,4,0,1,0,0,3,10,17,6,0,10,3,2,0,1,6,4,22,3,3,10,5,3,9,3,0,1,7,13,0,7,0,4,0,5,1,7,4,9,0,0,3,0,1,4,1,6,0,1,1,5,1
"Ant311",1,3,11,4,0,17,9,29,0,1,3,3,1,8,8,7,4,2,4,0,17,0,38,4,9,29,5,0,1,0,7,18,7,3,4,3,21,2,6,3,3,3,8,0,0,6,6,9,20,13,0,6,13,26,0,6,7,4,0,0,3,0,6,7,5,1,0,3,6,22,18
"Ant620",0,17,1,0,25,1,3,17,0,0,0,25,46,0,4,11,8,6,0,17,0,0,11,0,4,2,7,0,0,1,18,3,35,6,2,2,4,20,11,7,0,17,3,0,27,19,0,0,0,7,7,0,2,0,0,5,0,30,0,1,5,2,11,0,1,0,0,7,2,0,8
"Ant0",2,6,0,0,6,0,5,6,0,0,0,0,3,1,0,0,0,5,1,0,0,0,1,0,9,5,0,0,0,0,3,0,19,9,0,0,16,15,0,2,0,1,0,0,7,0,0,1,3,1,2,0,0,0,0,2,2,2,0,13,92,0,11,0,1,0,0,3,1,0,4
"Ant13",0,2,2,0,3,3,12,16,0,2,0,2,29,3,1,14,5,3,0,38,11,1,0,1,6,11,2,1,0,8,12,21,29,5,1,1,8,12,11,5,0,1,2,0,7,16,0,4,16,17,11,0,8,9,1,0,1,12,0,10,9,1,8,2,0,0,0,14,18,3,14
"Ant23",6,1,1,18,0,0,2,0,3,12,8,0,1,20,17,0,0,0,0,4,0,0,1,0,2,1,24,4,15,0,1,4,0,0,10,2,1,0,1,0,10,1,2,4,1,1,11,17,3,0,0,11,0,1,0,1,3,0,2,0,0,32,0,8,9,31,8,0,0,2,1
"Ant27",1,3,2,0,11,2,7,8,0,0,0,24,3,1,0,18,14,14,3,9,4,9,6,2,0,1,3,0,0,8,16,11,5,8,0,1,4,27,2,4,0,2,0,0,6,0,0,0,11,11,2,0,30,1,0,0,0,10,0,12,32,2,11,1,6,0,0,7,16,1,12
"Ant29",7,6,2,11,1,8,20,4,0,7,1,0,1,5,4,1,2,2,10,29,2,5,11,1,1,0,18,0,2,9,29,17,3,3,18,10,66,19,17,7,8,3,26,0,0,1,2,35,12,32,1,0,0,5,3,7,4,3,0,15,5,13,3,12,9,6,0,8,3,7,36
"Ant42",67,14,16,28,0,13,4,0,0,5,19,0,0,26,13,0,2,14,17,5,7,0,2,24,3,18,0,13,4,21,0,5,2,1,39,11,5,4,1,2,26,1,9,7,3,2,11,5,1,8,0,10,0,19,13,21,26,1,1,1,0,26,2,3,28,14,1,3,0,15,0
"Ant43",9,0,11,12,0,4,0,0,3,3,6,0,0,17,11,0,0,2,6,0,0,0,1,4,0,0,13,0,15,0,0,1,0,0,28,0,0,0,1,1,15,0,23,11,0,0,4,0,3,1,0,8,0,1,9,8,9,1,0,0,0,9,0,3,4,1,14,0,0,5,0
"Ant55",16,0,2,21,0,0,0,0,0,4,10,0,0,11,2,0,0,0,0,1,0,0,0,15,0,2,4,15,0,5,1,3,1,0,5,0,0,0,0,0,30,0,14,2,0,0,0,0,1,0,0,2,0,0,0,3,1,0,0,0,0,12,0,0,2,9,25,0,0,0,1
"Ant63",0,1,5,1,0,12,20,1,0,2,10,0,1,4,2,2,3,0,10,0,1,0,8,0,8,9,21,0,5,0,3,4,11,2,4,9,9,2,3,16,2,1,3,0,0,2,0,10,7,4,2,1,0,8,1,5,1,0,0,8,2,0,6,2,3,2,0,0,0,0,5
"Ant91",1,6,5,0,10,3,17,14,0,3,1,23,3,4,0,4,3,10,3,7,18,3,12,1,16,29,0,0,1,3,0,29,48,8,1,2,32,11,23,2,0,10,15,0,11,1,5,1,11,11,13,4,20,15,0,3,3,24,0,17,33,0,9,6,0,3,0,11,14,0,13
"Ant97",2,13,3,9,1,15,16,2,0,1,0,3,10,8,0,5,53,3,2,18,3,0,21,4,11,17,5,1,3,4,29,0,5,13,9,5,4,2,31,63,0,21,5,0,0,9,1,0,16,9,13,2,6,2,0,0,15,1,0,0,9,2,2,17,0,0,0,0,10,5,13
"Ant98",2,7,0,0,5,4,10,4,0,0,0,3,25,0,0,15,8,9,0,7,35,19,29,0,5,3,2,0,1,11,48,5,0,7,0,0,2,8,4,16,0,21,0,0,23,3,1,5,18,2,17,0,6,1,0,1,0,27,0,11,6,0,17,0,1,0,0,1,12,0,16
"Ant109",0,4,0,0,2,0,10,10,0,1,0,0,6,1,0,9,23,0,1,3,6,9,5,0,8,3,1,0,0,2,8,13,7,0,0,3,0,0,9,28,0,11,0,0,2,6,1,6,17,12,6,0,23,2,0,0,6,10,0,0,8,3,12,0,0,0,0,2,25,0,6
"Ant113",4,2,8,6,0,10,2,1,0,8,2,0,0,17,20,0,0,3,6,4,2,0,1,10,0,18,39,28,5,4,1,9,0,0,0,10,3,3,2,0,20,6,5,4,0,1,22,7,4,1,0,1,2,7,6,18,24,2,2,1,0,7,0,6,27,21,3,0,0,11,2
"Ant124",7,4,9,3,1,6,2,0,0,6,4,1,0,11,0,0,0,2,4,3,2,0,1,2,1,10,11,0,0,9,2,5,0,3,10,0,18,2,4,3,5,3,4,0,0,4,11,4,1,3,4,1,0,23,14,3,6,0,0,4,2,3,2,3,6,7,0,2,1,5,2
"Ant127",7,6,2,5,0,18,12,1,0,4,0,0,0,1,0,2,26,2,22,21,4,16,8,1,4,66,5,0,0,9,32,4,2,0,3,18,0,22,0,0,5,2,9,1,0,6,8,40,20,3,3,5,5,34,18,3,17,2,0,11,11,0,0,2,67,4,0,2,1,11,7
"Ant131",0,1,0,0,32,3,14,25,0,0,0,16,20,0,0,19,23,20,3,2,20,15,12,0,27,19,4,0,0,2,11,2,8,0,3,2,22,0,5,5,2,2,0,0,25,8,0,1,3,16,12,0,18,6,0,3,3,13,0,30,18,0,10,0,15,0,0,17,20,0,8
"Ant137",1,4,4,0,4,7,8,3,0,1,1,45,1,13,1,8,8,6,3,6,11,0,11,1,2,17,1,1,0,3,23,31,4,9,2,4,0,5,0,11,12,3,5,1,1,4,0,6,5,9,2,2,8,2,0,2,4,3,0,0,14,0,11,11,5,3,0,10,0,5,14
"Ant140",0,4,1,1,9,8,12,4,0,0,1,3,1,1,0,10,6,0,10,3,7,2,5,0,4,7,2,1,0,16,2,63,16,28,0,3,0,5,11,0,0,6,1,0,1,0,1,0,13,5,7,0,7,0,0,0,0,7,0,1,1,0,8,0,0,0,0,0,9,2,3
"Ant149",20,0,16,11,0,7,0,1,2,11,18,0,0,29,10,0,0,4,5,3,0,0,0,10,0,8,26,15,30,2,0,0,0,0,20,5,5,2,12,0,0,1,17,16,0,0,1,3,0,1,1,13,0,2,3,3,9,0,0,0,0,27,1,11,7,14,17,0,0,2,2
"Ant156",0,9,0,0,8,0,6,21,0,1,0,3,17,3,0,5,7,6,3,3,17,1,1,1,2,3,1,0,0,1,10,21,21,11,6,3,2,2,3,6,1,0,2,0,12,7,1,3,10,3,1,1,4,0,0,0,3,22,0,2,12,1,8,0,0,2,0,16,19,1,13
"Ant159",6,5,12,14,0,16,5,2,0,9,22,0,1,5,0,3,0,1,9,8,3,0,2,2,0,26,9,23,14,3,15,5,0,0,5,4,9,0,5,1,17,2,0,6,0,18,0,17,2,0,10,14,21,0,3,4,19,1,0,0,1,10,6,4,0,5,30,0,2,4,16
"Ant169",20,0,2,6,0,0,0,0,14,2,23,0,0,20,6,0,0,0,3,0,0,0,0,4,0,0,7,11,2,0,0,0,0,0,4,0,1,0,1,0,16,0,6,0,0,0,9,0,0,0,0,2,0,0,0,6,0,0,0,1,0,16,0,5,2,17,7,0,0,7,0
"Ant176",0,3,0,0,16,0,0,11,0,0,0,0,31,0,0,4,0,3,0,0,27,7,7,1,6,0,3,0,0,0,11,0,23,2,0,0,0,25,1,1,0,12,0,0,0,3,0,0,2,0,24,0,0,0,0,0,1,25,0,17,1,0,14,0,0,0,0,9,5,0,0
"Ant190",1,0,1,0,31,3,11,1,0,1,1,3,8,5,2,0,0,1,1,6,19,0,16,1,0,1,2,0,0,2,1,9,3,6,1,4,6,8,4,0,0,7,18,0,3,0,0,2,13,11,15,1,2,1,0,0,0,1,0,0,0,1,5,0,5,0,0,0,3,1,8
"Ant195",2,5,22,1,0,12,1,0,0,4,13,0,0,24,10,3,0,0,7,6,0,0,0,11,0,2,11,4,0,0,5,1,1,1,22,11,8,0,0,1,1,1,0,9,0,0,0,8,1,0,0,6,1,4,0,24,8,0,0,0,0,6,0,7,1,6,0,0,0,18,3
"Ant207",6,6,8,2,0,24,5,2,0,11,4,0,0,3,2,10,15,1,13,9,0,1,4,17,0,35,5,0,0,10,1,0,5,6,7,4,40,1,6,0,3,3,17,0,0,2,8,0,7,2,0,0,2,6,1,6,4,1,0,0,2,2,5,5,9,7,0,1,0,7,5
"Ant215",0,9,2,1,6,5,3,16,0,0,0,2,3,4,0,8,3,7,0,20,0,3,16,3,11,12,1,3,1,7,11,16,18,17,4,1,20,3,5,13,0,10,2,0,2,13,1,7,0,7,7,0,21,18,4,1,2,7,0,4,11,0,2,0,0,3,0,3,11,0,4
"Ant232",0,16,1,0,0,2,9,1,0,0,0,0,6,4,2,0,4,12,7,13,7,1,17,0,11,32,8,1,0,4,11,9,2,12,1,3,3,16,9,5,1,3,0,0,0,11,0,2,7,0,4,0,3,18,10,0,3,13,1,22,12,3,12,8,2,0,0,14,3,0,6
"Ant242",0,5,4,0,4,0,5,24,0,1,0,0,9,3,0,5,22,5,0,0,7,2,11,0,2,1,0,0,0,2,13,13,17,6,0,4,3,12,2,7,1,1,10,0,24,15,0,0,7,4,0,0,3,0,0,0,0,3,0,8,10,2,4,4,6,1,0,18,4,0,4
"Ant257",10,0,14,8,0,4,0,3,1,10,13,0,0,11,4,0,0,0,4,6,0,0,0,11,0,0,10,8,2,1,4,2,0,0,1,1,5,0,2,0,13,1,14,2,0,1,6,0,0,0,0,0,0,7,1,10,6,4,2,0,0,15,0,7,5,9,11,0,0,7,0
"Ant263",0,6,0,0,1,9,12,5,0,3,0,5,0,0,0,6,1,2,0,13,2,0,8,0,30,0,0,0,0,0,20,6,6,23,2,0,5,18,8,7,0,4,21,0,0,2,1,2,21,3,3,0,0,5,0,0,0,5,0,0,9,0,10,0,0,1,0,3,10,4,24
"Ant289",9,2,19,2,1,8,14,0,0,1,0,0,7,3,0,0,9,3,5,26,0,0,9,1,1,5,19,1,0,8,15,2,1,2,7,23,34,6,2,0,2,0,0,0,0,1,4,6,18,18,0,7,5,0,3,11,2,1,0,0,17,8,5,5,12,4,0,20,7,17,5
"Ant324",1,0,0,1,0,2,2,0,0,0,2,0,1,2,1,0,0,0,1,0,0,0,1,0,0,3,13,9,0,1,0,0,0,0,6,14,18,0,0,0,3,0,3,0,0,0,0,1,4,10,0,1,0,3,0,2,4,0,0,0,2,3,0,0,7,2,0,0,0,4,0
"Ant332",14,1,11,5,0,8,4,0,0,3,16,0,0,20,6,1,1,0,7,6,5,2,0,1,0,7,21,8,3,5,3,0,1,0,18,3,3,3,2,0,3,0,4,6,0,0,24,6,1,0,0,10,0,11,2,0,1,1,0,0,0,7,0,10,7,1,0,0,0,7,3
"Ant353",8,2,7,1,0,8,2,6,0,4,3,0,0,15,1,0,0,3,4,7,0,2,1,3,0,4,26,9,1,1,3,15,0,6,24,6,17,3,4,0,9,3,19,0,1,0,8,4,2,3,0,6,0,2,4,1,0,2,0,0,1,0,2,3,22,12,0,2,0,7,2
"Ant356",0,1,1,0,12,3,13,27,0,1,0,1,53,1,1,5,8,1,9,4,30,2,12,0,10,3,1,1,0,0,24,1,27,10,2,0,2,13,3,7,0,22,1,0,25,1,0,1,7,13,3,4,5,1,0,1,2,0,0,1,11,3,9,2,0,0,0,2,21,7,15
"Ant380",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Ant387",0,0,0,0,8,5,1,1,0,0,0,0,5,1,0,2,19,25,0,0,1,13,10,0,12,15,1,0,0,8,17,0,11,0,1,4,11,30,0,1,0,2,0,1,17,0,0,0,4,22,8,0,0,0,0,0,0,1,0,0,8,0,33,0,5,5,0,4,10,0,8
"Ant395",1,0,2,0,8,20,2,11,0,0,0,30,1,7,0,6,40,10,3,3,5,92,9,0,32,5,0,0,0,2,33,9,6,8,0,2,11,18,14,1,0,12,1,0,1,0,0,2,11,12,10,0,9,17,2,0,1,11,0,8,0,1,10,0,23,0,0,85,12,0,3
"Ant437",19,0,2,18,0,0,0,1,0,3,11,0,1,9,13,0,0,2,0,0,2,0,1,32,2,13,26,9,12,0,0,2,0,3,7,3,0,0,0,0,27,1,10,16,0,1,6,2,0,3,2,15,0,8,3,7,0,3,1,0,1,0,0,6,2,16,11,0,0,5,4
"Ant458",0,2,0,2,12,5,11,12,0,1,2,1,11,0,1,4,13,15,1,6,11,11,8,0,11,3,2,0,0,6,9,2,17,12,0,2,0,10,11,8,1,8,6,0,14,5,0,5,2,12,4,0,10,5,0,0,2,9,0,33,10,0,0,0,1,1,0,4,4,0,17
"Ant462",22,4,25,10,0,1,2,0,0,2,9,0,0,25,8,1,1,2,4,7,0,0,2,8,1,12,3,3,0,2,6,17,0,0,6,3,2,0,11,0,11,0,4,5,0,0,7,5,0,8,4,7,0,5,0,10,3,2,0,0,0,6,0,0,1,7,0,0,0,44,0
"Ant482",8,12,0,0,0,2,9,0,0,0,5,0,0,17,5,1,16,12,1,5,1,1,0,9,6,9,28,4,2,3,0,0,1,0,27,6,67,15,5,0,7,0,0,2,0,5,1,9,0,2,6,5,0,12,7,7,22,0,0,5,23,2,1,1,0,5,0,18,0,2,1
"Ant492",10,3,10,2,1,2,2,1,2,29,13,0,0,18,29,1,7,2,6,1,0,0,0,31,0,6,14,1,9,2,3,0,0,0,21,7,4,0,3,0,14,2,5,17,0,0,6,7,3,0,1,9,1,4,2,1,12,0,0,5,0,16,1,7,5,0,18,0,0,5,0
"Ant501",3,0,0,15,0,0,0,0,5,0,7,0,0,4,2,0,0,0,0,0,0,0,0,8,0,0,1,14,25,0,0,0,0,0,3,0,0,0,0,0,17,0,30,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,11,0,0,0,18,0,0,0,0,0
"Ant507",0,3,0,0,9,0,2,23,0,0,0,2,5,2,0,2,1,2,1,3,7,3,14,0,7,8,3,0,0,0,11,0,1,2,0,2,2,17,10,0,0,16,0,0,9,0,0,1,3,14,18,0,3,20,0,0,2,2,0,4,85,0,4,0,18,0,0,0,1,0,4
"Ant530",2,8,0,0,11,2,3,19,0,0,0,13,7,0,0,15,0,13,1,6,2,1,18,0,16,3,0,0,0,0,14,10,12,25,0,1,1,20,0,9,0,19,2,0,5,3,0,0,11,3,4,0,10,7,0,0,0,21,0,10,12,0,4,0,0,0,0,1,0,0,3
"Ant560",5,0,26,2,0,5,0,3,0,8,12,0,0,23,14,0,0,0,5,22,0,0,3,2,1,7,15,5,0,0,0,5,0,0,11,5,11,0,5,2,2,1,4,7,0,1,18,7,0,0,0,7,4,17,4,7,7,7,0,0,0,5,0,44,2,5,0,0,0,0,2
"Ant593",1,2,1,0,3,7,9,15,0,1,2,7,5,2,0,3,20,8,1,18,8,4,14,1,12,36,0,0,1,5,13,13,16,6,2,2,7,8,14,3,2,13,16,0,0,8,3,5,4,6,4,0,24,5,0,3,2,15,0,8,3,4,17,0,1,0,0,4,3,2,0
