"","Ant260","Ant52","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant38","Ant60","Ant64","Ant158","Ant196","Ant202","Ant209","Ant252","Ant268","Ant308","Ant311","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant42","Ant43","Ant55","Ant63","Ant91","Ant97","Ant98","Ant109","Ant113","Ant124","Ant127","Ant131","Ant137","Ant140","Ant149","Ant156","Ant159","Ant169","Ant176","Ant190","Ant195","Ant207","Ant215","Ant232","Ant242","Ant257","Ant263","Ant289","Ant324","Ant332","Ant353","Ant356","Ant380","Ant387","Ant395","Ant437","Ant458","Ant462","Ant482","Ant492","Ant501","Ant507","Ant530","Ant560","Ant593"
"Ant308",2,4,17,0,0,12,2,0,0,14,7,0,0,13,1,1,0,4,0,0,1,0,1,2,0,3,0,6,0,15,7,5,1,1,0,10,4,7,13,2,2,1,3,1,0,2,4,0,14,4,0,5,1,2,0,15,2,0,0,18,0,6,6,3,1,2,0,0,0,2,2
"Ant311",0,3,0,0,0,1,0,12,0,0,0,55,5,1,1,2,0,0,0,0,19,0,2,2,7,0,0,0,0,2,2,1,19,4,0,0,0,1,8,9,0,0,10,1,2,10,0,0,4,12,1,0,3,3,0,1,0,6,0,0,0,0,7,0,1,0,0,0,11,0,0
"Ant620",0,2,1,0,18,0,3,28,1,1,0,11,17,1,0,2,14,8,1,19,0,1,5,0,4,10,0,0,0,9,5,6,4,29,1,2,3,9,0,8,0,21,11,0,32,7,0,1,14,24,25,0,42,7,1,1,1,16,0,9,14,0,12,7,0,0,0,5,7,0,14
"Ant0",0,5,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,4,1,2,4,0,0,1,0,2,6,5,6,1,0,0,23,0,0,0,3,1,0,0,6,0,1,14,0,6,0,0,0,0,0,13,3,0,3,2,0,3,0,9,0,0,5,2,0,4
"Ant13",0,16,2,1,1,2,7,1,0,0,0,3,4,4,0,0,4,50,1,2,5,4,0,1,12,3,0,0,0,15,8,4,9,2,0,1,2,23,1,14,1,10,2,0,9,9,0,1,3,14,2,0,10,14,1,2,0,3,0,3,3,0,5,1,5,0,0,1,15,0,6
"Ant23",15,0,11,8,0,5,0,0,2,6,8,2,4,24,5,0,4,1,2,2,0,1,1,0,5,4,16,18,23,1,3,0,0,0,9,4,3,4,2,1,19,1,11,5,0,1,5,1,0,0,0,10,1,0,7,0,4,0,0,3,2,9,0,9,1,13,0,1,0,4,5
"Ant27",0,3,1,0,14,0,13,23,0,0,0,17,24,0,1,7,16,5,0,7,4,2,12,5,0,6,0,1,0,5,11,10,25,25,3,2,3,39,4,39,1,15,2,0,17,26,0,0,15,26,7,0,20,33,0,1,0,5,0,8,9,0,14,0,5,0,0,9,19,1,5
"Ant29",1,1,8,7,1,9,7,0,1,3,2,12,15,2,1,21,62,6,3,0,10,4,3,4,6,0,0,10,0,5,13,4,4,11,14,6,10,9,6,1,0,10,12,13,6,30,3,19,3,10,3,2,4,10,3,12,17,3,0,25,21,1,11,7,7,0,0,1,3,5,13
"Ant42",61,0,0,31,0,0,0,0,5,6,1,0,0,32,37,0,0,0,0,0,0,0,0,16,0,0,0,33,7,0,0,0,0,0,14,0,3,0,0,0,44,0,0,9,0,0,2,13,0,0,0,37,0,0,1,0,24,0,0,2,0,29,0,0,2,24,9,0,0,12,0
"Ant43",18,1,19,25,0,2,0,0,10,7,21,0,0,27,25,0,3,1,6,0,0,0,0,18,1,10,33,0,25,2,7,0,0,0,11,6,2,1,2,0,22,3,2,12,3,0,24,9,0,1,0,16,0,2,3,4,23,1,0,4,0,13,0,4,2,15,25,0,0,32,0
"Ant55",25,0,0,5,0,2,2,2,1,11,9,0,0,26,5,9,0,0,0,0,0,1,0,23,0,0,7,25,0,0,1,0,0,1,6,3,0,0,6,0,26,0,2,8,0,0,8,13,0,0,0,18,0,1,16,0,10,0,0,1,0,13,0,2,0,25,10,0,0,1,0
"Ant63",0,1,4,0,0,7,5,1,0,3,2,3,2,6,2,2,4,15,15,2,9,0,15,1,5,5,0,2,0,0,11,5,1,7,2,21,3,13,15,12,0,0,9,0,1,1,1,1,1,1,0,0,5,6,1,11,1,1,0,1,0,2,10,1,11,0,0,1,1,3,2
"Ant91",2,9,11,0,0,12,17,1,3,5,2,11,9,8,1,32,6,36,7,2,5,2,8,3,11,13,0,7,1,11,0,12,1,6,8,15,20,7,10,12,6,20,39,1,1,3,2,24,23,32,4,0,16,10,2,19,5,3,0,25,3,10,13,2,2,3,0,0,19,15,14
"Ant97",0,19,0,7,9,11,1,6,0,2,0,12,3,1,2,6,5,16,5,1,6,6,4,0,10,4,0,0,0,5,12,0,15,0,18,4,2,13,8,0,0,1,4,0,0,0,0,0,9,37,20,0,2,22,0,5,2,3,0,0,79,12,10,0,15,0,0,10,10,0,26
"Ant98",0,1,0,0,39,6,6,16,0,1,0,15,20,0,0,7,15,19,1,19,4,5,9,0,25,4,0,0,0,1,1,15,0,19,2,5,2,2,10,1,0,0,2,0,8,8,0,0,12,10,13,0,5,16,0,0,2,8,0,3,0,0,9,0,16,0,0,20,9,0,0
"Ant109",2,6,0,0,20,2,4,2,0,0,0,23,11,0,0,5,49,10,1,4,29,6,2,0,25,11,0,0,1,7,6,0,19,0,3,0,14,6,2,2,1,6,2,0,3,13,0,1,13,1,12,0,37,5,1,1,1,6,0,0,37,0,5,5,15,0,0,13,9,0,11
"Ant113",15,3,8,12,0,6,3,0,2,9,9,0,0,13,5,0,1,4,0,0,1,1,0,9,3,14,14,11,6,2,8,18,2,3,0,15,25,1,14,1,25,11,9,1,2,1,5,11,3,2,1,23,4,5,3,5,9,1,0,9,2,8,0,28,17,15,3,1,0,5,4
"Ant124",6,7,12,2,1,8,0,1,0,23,1,2,6,11,1,4,3,14,10,0,2,0,1,4,2,6,0,6,3,21,15,4,5,0,15,0,9,1,4,0,4,6,15,4,0,0,2,12,2,5,0,0,4,8,22,20,13,1,0,21,2,5,7,5,10,1,0,6,1,2,5
"Ant127",12,1,1,0,2,5,8,0,0,0,3,2,0,2,5,1,0,8,4,0,3,0,2,3,3,10,3,2,0,3,20,2,2,14,25,9,0,2,39,0,4,10,19,1,1,1,5,40,2,2,3,0,2,5,2,6,10,2,0,28,0,8,4,31,22,1,0,0,1,5,5
"Ant131",0,0,0,0,5,1,21,2,0,3,0,9,5,2,0,0,20,4,7,1,9,23,23,4,39,9,0,1,0,13,7,13,2,6,1,1,2,0,10,17,0,21,7,0,3,10,1,8,8,24,9,0,24,3,0,1,7,15,0,5,18,0,11,0,16,0,0,3,11,0,3
"Ant137",8,2,4,1,1,0,5,1,1,5,2,5,2,16,9,0,11,2,13,8,0,0,1,2,4,6,0,2,6,15,10,8,10,2,14,4,39,10,0,0,4,5,25,0,0,1,3,26,7,9,0,0,4,2,2,6,5,5,0,2,1,3,12,19,29,5,0,1,4,4,6
"Ant140",1,6,0,0,5,0,3,2,1,0,0,2,5,6,0,7,0,0,2,9,8,0,14,1,39,1,0,0,0,12,12,0,1,2,1,0,0,17,0,0,0,8,9,0,0,18,0,0,4,10,0,0,8,5,0,1,0,3,0,3,1,2,4,0,1,0,0,5,16,1,4
"Ant149",34,0,1,22,0,2,1,2,7,9,19,0,1,34,23,0,0,0,2,0,0,0,1,19,1,0,44,22,26,0,6,0,0,1,25,4,4,0,4,0,0,0,8,4,0,0,9,2,0,2,0,9,0,2,0,9,12,0,0,3,0,22,1,1,6,28,12,0,0,4,1
"Ant156",0,23,0,0,19,4,8,4,2,1,1,14,14,8,1,13,15,4,1,0,21,3,10,1,15,10,0,3,0,0,20,1,0,6,11,6,10,21,5,8,0,0,9,0,7,12,0,9,12,6,18,0,5,4,2,0,3,4,0,8,9,0,20,5,9,0,0,10,8,0,14
"Ant159",17,0,5,4,0,6,6,4,15,14,1,6,0,2,1,2,3,2,3,10,11,1,2,11,2,12,0,2,2,9,39,4,2,2,9,15,19,7,25,9,8,9,0,4,2,1,1,13,6,4,0,0,5,16,4,4,6,11,0,27,0,9,9,18,19,4,0,0,9,27,30
"Ant169",5,2,3,9,0,0,1,0,7,12,14,0,10,4,7,1,4,0,1,1,0,0,0,5,0,13,9,12,8,0,1,0,0,0,1,4,1,0,0,0,4,0,4,0,0,0,0,1,0,0,0,13,0,0,1,5,17,0,0,2,0,20,8,1,22,14,9,0,0,20,2
"Ant176",1,5,0,0,4,0,5,5,0,0,0,9,11,0,0,0,17,0,0,2,32,0,9,0,17,6,0,3,0,1,1,0,8,3,2,0,1,3,0,0,0,7,2,0,0,7,1,0,12,9,7,0,2,4,0,0,5,12,0,0,4,0,3,0,1,0,0,7,15,0,1
"Ant190",2,7,0,0,0,0,0,1,0,2,0,13,0,2,0,11,5,1,2,10,7,6,9,1,26,30,0,0,0,1,3,0,8,13,1,0,1,10,1,18,0,12,1,0,7,0,0,3,6,12,17,0,1,4,0,0,2,8,0,0,8,0,4,0,9,0,0,6,1,11,13
"Ant195",1,0,20,9,0,2,1,0,0,18,4,0,0,9,1,4,1,4,4,0,0,0,0,5,0,3,2,24,8,1,2,0,0,0,5,2,5,1,3,0,9,0,1,0,1,0,0,1,0,1,0,3,2,1,1,22,12,1,0,4,0,14,0,12,1,3,1,0,0,11,2
"Ant207",19,42,1,7,0,24,13,0,1,3,3,0,5,10,10,0,2,6,0,0,1,1,1,1,0,19,13,9,13,1,24,0,0,1,11,12,40,8,26,0,2,9,13,1,0,3,1,0,2,2,3,4,0,0,12,5,38,1,0,16,3,12,16,8,30,2,1,0,0,18,2
"Ant215",0,16,0,0,1,2,21,10,0,0,0,14,20,1,0,3,0,4,14,4,14,14,3,0,15,3,0,0,0,1,23,9,12,13,3,2,2,8,7,4,0,12,6,0,12,6,0,2,0,29,19,0,8,11,0,3,6,7,0,15,57,1,3,3,9,0,0,5,33,0,10
"Ant232",0,7,6,2,14,5,34,42,0,0,0,13,13,6,0,10,8,10,4,12,24,0,14,0,26,10,0,1,0,1,32,37,10,1,2,5,2,24,9,10,2,6,4,0,9,12,1,2,29,0,4,0,20,4,0,3,17,4,0,4,66,0,16,1,3,1,0,11,17,0,5
"Ant242",0,1,0,0,16,0,6,2,0,0,0,4,17,0,0,2,10,10,0,1,25,6,2,0,7,3,0,0,0,0,4,20,13,12,1,0,3,9,0,0,0,18,0,0,7,17,0,3,19,4,0,0,14,0,0,2,3,4,0,5,0,0,6,3,3,0,0,15,2,0,11
"Ant257",17,0,0,52,0,0,0,0,7,7,30,0,0,22,23,0,0,0,5,0,0,0,0,10,0,2,37,16,18,0,0,0,0,0,23,0,0,0,0,0,9,0,0,13,0,0,3,4,0,0,0,0,0,0,0,9,12,0,0,0,0,8,0,0,7,22,11,0,0,17,0
"Ant263",1,4,0,0,5,0,3,12,0,0,0,30,0,2,0,1,26,6,1,3,42,0,10,1,20,4,0,0,0,5,16,2,5,37,4,4,2,24,4,8,0,5,5,0,2,1,2,0,8,20,14,0,0,7,0,2,1,11,0,8,44,0,18,6,4,0,0,11,8,0,1
"Ant289",3,15,1,2,4,2,2,1,0,0,0,0,9,1,1,16,1,5,2,3,7,0,14,0,33,10,0,2,1,6,10,22,16,5,5,8,5,3,2,5,2,4,16,0,4,4,1,0,11,4,0,0,7,0,0,3,2,4,1,2,1,7,1,1,9,3,0,1,7,2,15
"Ant324",1,0,0,1,0,3,1,1,0,0,0,0,0,3,4,1,0,1,0,0,1,0,1,7,0,3,1,3,16,1,2,0,0,1,3,22,2,0,2,0,0,2,4,1,0,0,1,12,0,0,0,0,0,0,0,1,8,0,0,4,0,4,1,10,8,9,0,0,0,13,0
"Ant332",9,5,25,1,1,5,5,2,3,3,5,4,1,8,1,4,8,3,15,1,1,0,2,0,1,12,0,4,0,11,19,5,0,1,5,20,6,1,6,1,9,0,4,5,0,0,22,5,3,3,2,9,2,3,1,0,5,2,0,7,1,8,1,21,6,5,0,0,0,4,4
"Ant353",5,1,4,16,2,11,1,4,0,9,4,0,3,7,12,6,7,4,2,0,1,13,0,4,0,17,24,23,10,1,5,2,2,1,9,13,10,7,5,0,12,3,6,17,5,2,12,38,6,17,3,12,1,2,8,5,0,1,0,8,0,7,1,16,19,6,4,1,1,13,5
"Ant356",0,1,2,0,15,0,10,1,0,0,0,8,4,0,0,0,3,3,0,6,16,3,3,0,5,3,0,1,0,1,3,3,8,6,1,1,2,15,5,3,0,4,11,0,12,8,1,1,7,4,4,0,11,4,0,2,1,0,0,3,2,0,0,0,4,0,0,2,4,0,3
"Ant380",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ant387",7,4,3,1,2,1,10,5,2,3,1,0,7,6,1,2,1,11,18,0,9,3,3,3,8,25,2,4,1,1,25,0,3,0,9,21,28,5,2,3,3,8,27,2,0,0,4,16,15,4,5,0,8,2,4,7,8,3,0,0,5,4,2,9,6,3,0,2,2,0,17
"Ant395",0,11,0,0,50,1,1,8,0,0,0,37,10,1,0,9,39,11,0,0,14,2,3,2,9,21,0,0,0,0,3,79,0,37,2,2,0,18,1,1,0,9,0,0,4,8,0,3,57,66,0,0,44,1,0,1,0,2,0,5,0,0,8,0,4,0,0,8,24,0,32
"Ant437",11,0,17,28,0,2,1,0,8,4,11,2,5,26,8,2,1,4,6,0,0,0,0,9,0,1,29,13,13,2,10,12,0,0,8,5,8,0,3,2,22,0,9,20,0,0,14,12,1,0,0,8,0,7,4,8,7,0,0,4,0,0,0,15,16,6,1,0,0,11,0
"Ant458",2,21,0,0,25,4,14,6,0,0,0,6,7,2,0,13,33,7,6,7,12,3,5,0,14,11,0,0,0,10,13,10,9,5,0,7,4,11,12,4,1,20,9,8,3,4,0,16,3,16,6,0,18,1,1,1,1,0,0,2,8,0,0,6,5,3,0,6,11,0,34
"Ant462",43,0,4,0,0,5,3,5,2,4,9,1,1,7,6,1,3,4,3,0,7,0,1,9,0,7,0,4,2,1,2,0,0,5,28,5,31,0,19,0,1,5,18,1,0,0,12,8,3,1,3,0,6,1,10,21,16,0,0,9,0,15,6,0,8,1,0,1,1,14,0
"Ant482",13,5,0,4,2,14,51,0,1,17,8,2,2,16,0,3,7,1,1,1,0,9,5,1,5,7,2,2,0,11,2,15,16,15,17,10,22,16,29,1,6,9,19,22,1,9,1,30,9,3,3,7,4,9,8,6,19,4,0,6,4,16,5,8,0,4,0,2,0,25,3
"Ant492",12,0,7,18,0,0,0,0,0,1,8,0,0,16,17,0,0,4,2,0,0,0,0,13,0,0,24,15,25,0,3,0,0,0,15,1,1,0,5,0,28,0,4,14,0,0,3,2,0,1,0,22,0,3,9,5,6,0,0,3,0,6,3,1,4,0,8,0,0,16,0
"Ant501",9,0,0,3,0,0,0,0,4,0,9,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,9,25,10,0,0,0,0,0,3,0,0,0,0,0,12,0,0,9,0,0,1,1,0,0,0,11,0,0,0,0,4,0,0,0,0,1,0,0,0,8,0,0,0,1,0
"Ant507",0,1,0,0,18,11,4,2,0,0,0,19,16,0,0,13,10,4,0,0,5,5,1,1,9,1,0,0,0,1,0,10,20,13,1,6,0,3,1,5,0,10,0,0,7,6,0,0,5,11,15,0,11,1,0,0,1,2,0,2,8,0,6,1,2,0,0,0,1,0,5
"Ant530",0,0,0,0,7,0,36,7,0,0,0,25,23,1,0,0,10,11,0,11,7,2,15,0,19,3,0,0,0,1,19,10,9,9,0,1,1,11,4,16,0,8,9,0,15,1,0,0,33,17,2,0,8,7,0,0,1,4,0,2,24,0,11,1,0,0,0,1,0,0,8
"Ant560",15,1,7,18,0,1,3,0,2,4,3,0,0,5,11,0,1,3,2,0,0,0,0,4,1,5,12,32,1,3,15,0,0,0,5,2,5,0,4,1,4,0,27,20,0,11,11,18,0,0,0,17,0,2,13,4,13,0,0,0,0,11,0,14,25,16,1,0,0,0,0
"Ant593",1,1,6,1,2,8,4,1,0,3,0,7,16,6,1,11,17,13,2,0,14,4,6,5,5,13,0,0,0,2,14,26,0,11,4,5,5,3,6,4,1,14,30,2,1,13,2,2,10,5,11,0,1,15,0,4,5,3,0,17,32,0,34,0,3,0,0,5,8,0,0
