"","Ant260","Ant52","Ant6","Ant7","Ant9","Ant14","Ant19","Ant26","Ant30","Ant60","Ant64","Ant158","Ant196","Ant202","Ant209","Ant268","Ant308","Ant311","Ant620","Ant0","Ant13","Ant23","Ant27","Ant29","Ant42","Ant55","Ant91","Ant97","Ant98","Ant109","Ant113","Ant124","Ant131","Ant137","Ant140","Ant149","Ant159","Ant169","Ant190","Ant195","Ant232","Ant242","Ant257","Ant263","Ant289","Ant332","Ant353","Ant356","Ant380","Ant387","Ant395","Ant458","Ant492","Ant501","Ant507","Ant530","Ant593"
"Ant64",0,1,0,1,17,4,3,17,0,0,0,0,0,0,0,11,0,9,6,0,10,0,6,8,0,0,5,0,10,29,0,3,2,5,0,0,10,0,2,0,1,10,0,15,0,0,0,7,0,0,1,12,4,0,3,12,4
"Ant158",1,17,0,1,8,1,6,9,0,0,0,0,0,0,1,2,3,5,1,2,1,1,11,4,0,1,6,2,4,1,3,0,6,6,2,2,14,0,4,0,11,8,0,2,4,2,1,6,0,0,23,0,6,4,6,20,8
"Ant196",66,1,20,32,0,4,0,0,11,15,0,0,0,21,2,11,3,2,0,0,5,23,9,7,23,16,0,0,0,2,18,12,5,0,0,50,8,11,0,11,0,0,13,0,0,0,28,0,0,3,0,0,29,7,3,3,5
"Ant202",22,1,12,32,0,8,4,0,13,16,0,0,21,0,2,6,4,5,0,1,3,26,0,1,17,30,4,0,0,0,16,11,3,0,0,14,20,3,0,9,0,2,16,0,0,12,2,0,0,5,0,1,33,1,0,0,1
"Ant209",5,1,5,5,0,20,4,0,1,0,0,1,2,2,0,0,8,1,1,0,1,1,4,15,2,0,7,0,7,3,3,1,1,0,2,4,6,0,0,0,6,0,0,0,7,3,5,0,0,1,0,1,0,0,8,0,5
"Ant268",14,0,0,11,0,6,2,0,6,0,11,2,11,6,0,0,0,10,12,0,9,9,1,2,20,6,2,4,10,0,10,6,12,15,1,5,13,2,1,0,0,12,1,15,1,0,25,6,0,6,0,0,11,3,0,3,0
"Ant308",6,2,4,10,2,4,1,0,0,0,0,3,3,4,8,0,0,5,0,3,1,1,4,15,12,3,4,1,8,0,7,3,1,6,3,2,9,1,5,0,3,0,1,1,9,7,2,2,0,9,0,1,12,0,4,2,3
"Ant311",1,1,0,6,0,13,26,0,0,0,9,5,2,5,1,10,5,0,1,0,6,3,5,4,8,2,5,0,1,1,11,16,2,18,1,7,7,0,11,0,5,3,7,1,4,0,15,3,0,4,1,1,13,0,0,3,10
"Ant620",0,6,0,2,0,2,5,0,0,0,6,1,0,0,1,12,0,1,0,1,5,1,8,1,2,0,0,13,13,5,1,0,1,19,0,0,2,0,4,0,3,1,0,10,0,0,0,2,0,1,9,6,0,0,4,1,6
"Ant0",0,0,0,1,71,0,2,1,0,0,0,2,0,1,0,0,3,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,5,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,2
"Ant13",8,4,2,3,0,5,11,27,2,0,10,1,5,3,1,9,1,6,5,0,0,0,29,4,5,0,9,5,0,1,1,2,3,8,9,2,17,0,11,0,1,0,0,0,6,0,5,2,0,1,0,3,4,1,1,2,3
"Ant23",39,0,0,49,0,3,3,1,6,12,0,1,23,26,1,9,1,3,1,0,0,0,6,1,29,23,1,0,2,0,29,4,3,2,0,13,7,22,0,54,1,0,10,0,0,10,35,0,0,3,0,0,12,4,3,1,1
"Ant27",7,7,2,3,1,2,15,5,1,0,6,11,9,0,4,1,4,5,8,0,29,6,0,21,6,0,15,0,3,7,3,6,8,10,11,3,24,0,5,0,13,1,5,2,24,4,2,3,0,9,18,20,3,0,5,3,9
"Ant29",5,3,2,7,0,0,9,2,1,2,8,4,7,1,15,2,15,4,1,0,4,1,21,0,4,2,10,0,14,3,8,4,6,3,5,7,12,3,8,0,6,2,0,3,6,4,1,9,0,8,1,11,3,0,2,3,24
"Ant42",49,1,3,60,1,17,5,0,2,1,0,0,23,17,2,20,12,8,2,1,5,29,6,4,0,3,0,0,1,0,28,8,6,1,4,5,13,10,0,0,1,2,9,0,4,5,49,0,0,4,0,0,20,6,1,1,1
"Ant55",23,0,14,14,0,2,4,4,8,3,0,1,16,30,0,6,3,2,0,0,0,23,0,2,3,0,1,0,0,0,59,4,1,0,1,24,7,14,1,4,3,0,16,0,0,0,31,0,2,2,1,1,8,3,0,1,0
"Ant91",12,18,3,2,4,2,8,14,3,3,5,6,0,4,7,2,4,5,0,0,9,1,15,10,0,1,0,0,3,2,1,3,5,2,5,1,8,1,0,0,2,1,0,0,10,4,6,0,0,7,2,16,19,1,10,3,6
"Ant97",1,0,0,0,21,2,22,1,0,0,0,2,0,0,0,4,1,0,13,1,5,0,0,0,0,0,0,0,11,1,0,0,11,1,4,0,1,0,0,0,1,18,0,30,0,0,0,9,0,0,0,0,0,0,0,4,0
"Ant98",1,1,0,0,4,2,2,0,0,0,10,4,0,0,7,10,8,1,13,1,0,2,3,14,1,0,3,11,0,10,2,3,0,5,7,2,1,0,4,0,9,21,0,13,15,1,6,7,0,0,1,3,0,0,1,1,1
"Ant109",0,7,0,2,1,0,2,5,0,0,29,1,2,0,3,0,0,1,5,0,1,0,7,3,0,0,2,1,10,0,1,1,1,9,0,0,0,0,0,0,20,1,0,0,1,0,0,2,0,0,0,9,3,0,0,36,1
"Ant113",23,3,1,11,0,16,3,0,5,1,0,3,18,16,3,10,7,11,1,0,1,29,3,8,28,59,1,0,2,1,0,9,2,4,2,23,20,11,1,12,1,0,14,0,0,2,45,0,2,6,0,1,58,4,1,2,3
"Ant124",11,1,4,9,5,18,2,9,1,5,3,0,12,11,1,6,3,16,0,0,2,4,6,4,8,4,3,0,3,1,9,0,5,4,5,11,9,1,5,0,6,3,0,0,7,4,11,4,0,6,0,2,4,2,2,2,9
"Ant131",0,2,4,3,3,7,7,2,3,0,2,6,5,3,1,12,1,2,1,5,3,3,8,6,6,1,5,11,0,1,2,5,0,22,10,0,1,1,1,0,4,10,1,1,0,2,12,2,0,10,0,0,6,2,1,10,25
"Ant137",3,1,8,3,2,5,13,6,0,0,5,6,0,0,0,15,6,18,19,1,8,2,10,3,1,0,2,1,5,9,4,4,22,0,2,6,20,2,5,0,7,1,2,1,2,0,14,7,0,3,14,0,2,0,3,5,5
"Ant140",0,1,3,1,0,0,6,70,2,0,0,2,0,0,2,1,3,1,0,1,9,0,11,5,4,1,5,4,7,0,2,5,10,2,0,4,0,0,20,0,1,4,0,0,0,1,4,0,0,1,8,0,0,0,4,15,0
"Ant149",64,0,2,31,0,14,1,0,31,21,0,2,50,14,4,5,2,7,0,0,2,13,3,7,5,24,1,0,2,0,23,11,0,6,4,0,12,17,1,23,0,1,8,0,2,1,22,0,1,2,0,0,20,5,3,0,0
"Ant159",21,1,1,12,0,1,10,0,2,8,10,14,8,20,6,13,9,7,2,2,17,7,24,12,13,7,8,1,1,0,20,9,1,20,0,12,0,6,6,1,2,1,16,3,3,8,17,1,0,14,3,3,15,0,2,2,7
"Ant169",38,0,6,8,0,1,0,0,17,38,0,0,11,3,0,2,1,0,0,0,0,22,0,3,10,14,1,0,0,0,11,1,1,2,0,17,6,0,0,43,0,0,19,0,1,14,9,0,1,0,0,0,5,6,0,0,1
"Ant190",0,13,0,0,0,1,0,2,0,0,2,4,0,0,0,1,5,11,4,0,11,0,5,8,0,1,0,0,4,0,1,5,1,5,20,1,6,0,0,0,16,0,0,1,5,0,3,5,0,6,24,0,7,0,9,20,5
"Ant195",68,0,0,19,0,0,0,0,26,34,0,0,11,9,0,0,0,0,0,0,0,54,0,0,0,4,0,0,0,0,12,0,0,0,0,23,1,43,0,0,0,0,50,0,0,0,2,0,0,0,0,0,1,3,0,0,0
"Ant232",1,2,2,1,9,0,2,4,0,0,1,11,0,0,6,0,3,5,3,0,1,1,13,6,1,3,2,1,9,20,1,6,4,7,1,0,2,0,16,0,0,1,0,2,3,4,1,1,0,6,12,5,1,1,2,58,5
"Ant242",1,0,0,0,5,0,4,0,0,0,10,8,0,2,0,12,0,3,1,0,0,0,1,2,2,0,1,18,21,1,0,3,10,1,4,1,1,0,0,0,1,0,0,7,2,0,1,52,0,1,2,3,0,0,0,0,0
"Ant257",33,0,3,10,0,1,1,0,16,7,0,0,13,16,0,1,1,7,0,0,0,10,5,0,9,16,0,0,0,0,14,0,1,2,0,8,16,19,0,50,0,0,0,0,0,0,12,0,0,15,0,0,8,2,0,0,0
"Ant263",0,0,0,1,1,2,2,0,0,0,15,2,0,0,0,15,1,1,10,0,0,0,2,3,0,0,0,30,13,0,0,0,1,1,0,0,3,0,1,0,2,7,0,0,3,0,0,5,0,11,8,1,1,1,1,2,1
"Ant289",2,6,13,2,0,3,2,0,0,0,0,4,0,0,7,1,9,4,0,0,6,0,24,6,4,0,10,0,15,1,0,7,0,2,0,2,3,1,5,0,3,2,0,3,0,4,0,0,0,8,0,2,2,0,11,4,4
"Ant332",31,0,13,14,2,3,0,0,1,2,0,2,0,12,3,0,7,0,0,0,0,10,4,4,5,0,4,0,1,0,2,4,2,0,1,1,8,14,0,0,4,0,0,0,4,0,6,0,1,2,2,0,7,1,1,0,0
"Ant353",19,0,3,48,1,37,5,0,4,19,0,1,28,2,5,25,2,15,0,0,5,35,2,1,49,31,6,0,6,0,45,11,12,14,4,22,17,9,3,2,1,1,12,0,0,6,0,0,1,1,0,1,45,8,2,0,3
"Ant356",1,3,0,1,4,2,3,0,0,0,7,6,0,0,0,6,2,3,2,2,2,0,3,9,0,0,0,9,7,2,0,4,2,7,0,0,1,0,5,0,1,52,0,5,0,0,0,0,0,0,9,3,0,0,1,2,2
"Ant380",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"Ant387",5,0,6,2,3,1,0,0,2,5,0,0,3,5,1,6,9,4,1,0,1,3,9,8,4,2,7,0,0,0,6,6,10,3,1,2,14,0,6,0,6,1,15,11,8,2,1,0,0,0,2,0,7,0,3,0,1
"Ant395",0,18,0,0,1,0,11,3,0,0,1,23,0,0,0,0,0,1,9,0,0,0,18,1,0,1,2,0,1,0,0,0,0,14,8,0,3,0,24,0,12,2,0,8,0,2,0,9,0,2,0,3,3,0,2,9,18
"Ant458",1,1,1,0,1,2,1,1,0,0,12,0,0,1,1,0,1,1,6,0,3,0,20,11,0,1,16,0,3,9,1,2,0,0,0,0,3,0,0,0,5,3,0,1,2,0,1,3,0,0,3,0,2,0,4,2,9
"Ant492",17,0,10,12,0,4,4,12,11,2,4,6,29,33,0,11,12,13,0,1,4,12,3,3,20,8,19,0,0,3,58,4,6,2,0,20,15,5,7,1,1,0,8,1,2,7,45,0,1,7,3,2,0,1,6,0,3
"Ant501",12,0,0,3,0,3,0,0,2,14,0,4,7,1,0,3,0,0,0,0,1,4,0,0,6,3,1,0,0,0,4,2,2,0,0,5,0,6,0,3,1,0,2,1,0,1,8,0,0,0,0,0,1,0,0,0,0
"Ant507",1,0,1,0,0,0,4,12,0,0,3,6,3,0,8,0,4,0,4,0,1,3,5,2,1,0,10,0,1,0,1,2,1,3,4,3,2,0,9,0,2,0,0,1,11,1,2,1,0,3,2,4,6,0,0,7,0
"Ant530",1,7,0,1,0,0,6,97,0,0,12,20,3,0,0,3,2,3,1,1,2,1,3,3,1,1,3,4,1,36,2,2,10,5,15,0,2,0,20,0,58,0,0,2,4,0,0,2,0,0,9,2,0,0,7,0,5
"Ant593",0,3,6,0,5,7,19,3,0,0,4,8,5,1,5,0,3,10,6,2,3,1,9,24,1,0,6,0,1,1,3,9,25,5,0,0,7,1,5,0,5,0,0,1,4,0,3,2,0,1,18,9,3,0,0,5,0
