"","Ant4","Ant540","Ant6","Ant14","Ant19","Ant26","Ant73","Ant148","Ant158","Ant191","Ant202","Ant252","Ant311","Ant518","Ant0","Ant23","Ant27","Ant32","Ant44","Ant97","Ant115","Ant117","Ant140","Ant149","Ant153","Ant173","Ant176","Ant186","Ant217","Ant242","Ant255","Ant263","Ant289","Ant298","Ant332","Ant353","Ant356","Ant387","Ant475","Ant482","Ant501","Ant507","Ant530","Ant564","Ant593"
"Ant255",0,7,6,2,0,13,2,6,2,16,12,0,7,1,0,2,0,11,2,1,0,16,0,3,3,3,11,8,0,2,0,0,1,29,15,1,2,4,4,0,1,1,0,0,12
"Ant263",0,2,4,3,15,0,4,10,9,1,0,8,4,1,1,0,3,1,35,1,7,4,1,9,0,0,1,0,2,4,0,0,9,2,0,1,4,1,10,1,0,1,6,8,4
"Ant289",8,6,11,5,0,2,14,0,6,1,0,14,1,0,3,2,0,0,34,1,5,4,4,8,1,0,7,0,24,2,1,9,0,2,0,0,0,0,24,0,0,9,8,19,2
"Ant298",2,4,6,8,4,0,9,4,8,4,2,4,15,7,1,17,8,5,1,11,0,11,8,7,12,0,41,6,0,15,29,2,2,0,2,16,6,5,5,0,4,12,1,0,9
"Ant332",0,6,3,8,1,3,2,36,0,5,0,0,10,12,3,13,1,1,7,12,0,10,18,8,0,0,12,8,0,0,15,0,0,2,0,1,0,9,4,5,0,8,5,0,23
"Ant353",0,0,0,1,0,5,5,4,1,2,0,0,1,5,0,0,11,13,1,1,0,16,15,5,1,0,25,10,0,3,1,1,0,16,1,0,0,0,0,5,2,16,0,0,2
"Ant356",1,6,3,0,1,0,6,7,9,0,3,2,5,1,5,8,19,37,6,1,3,15,4,8,0,0,2,0,0,28,2,4,0,6,0,0,0,1,0,5,8,2,9,6,10
"Ant387",0,3,0,12,2,3,0,4,0,9,0,3,5,4,0,0,15,0,8,2,0,8,9,1,2,0,7,2,0,3,4,1,0,5,9,0,1,0,1,3,3,1,0,0,13
"Ant475",9,11,2,2,11,0,3,10,9,1,0,3,17,3,24,1,6,2,92,2,13,7,6,11,4,0,3,1,11,3,4,10,24,5,4,0,0,1,0,6,0,5,3,10,5
"Ant482",1,1,2,6,5,3,14,6,14,5,6,4,3,15,6,0,20,4,19,3,0,26,8,4,13,3,0,9,0,30,0,1,0,0,5,5,5,3,6,0,0,18,2,1,5
"Ant501",1,0,0,0,1,0,0,0,18,18,3,0,11,5,7,0,11,42,1,2,1,7,2,7,9,1,2,16,0,26,1,0,0,4,0,2,8,3,0,0,0,3,1,1,3
"Ant507",0,1,1,5,4,4,2,9,5,0,0,3,3,4,0,1,5,6,5,2,2,4,14,8,5,0,6,5,0,4,1,1,9,12,8,16,2,1,5,18,3,0,0,0,10
"Ant530",6,8,12,3,13,0,6,4,3,2,0,30,6,0,3,1,1,0,13,0,11,21,0,4,1,0,2,0,18,0,0,6,8,1,5,0,9,0,3,2,1,0,0,2,3
"Ant564",11,5,7,1,1,0,20,1,8,0,0,3,7,0,20,0,14,2,7,0,3,11,1,0,0,0,2,0,4,4,0,8,19,0,0,0,6,0,10,1,1,0,2,0,2
"Ant593",7,24,4,8,6,2,5,35,13,2,1,1,7,2,0,4,4,11,28,9,9,11,15,11,6,1,24,7,5,3,12,4,2,9,23,2,10,13,5,5,3,10,3,2,0
