,"colony,date,ant_id,x,y,file_name,ant_type"
913,"N13,8/13/12,1,1076.03192,287.095745,2221,1"
914,"N13,8/13/12,1,1026.24468,296.031915,2206,1"
915,"N13,8/13/12,1,1018.58511,296.031915,2204,1"
916,"N13,8/13/12,1,1072.20213,330.5,2168,1"
917,"N13,8/13/12,1,1128.37234,377.734043,2144,1"
918,"N13,8/13/12,1,1148.79787,359.861702,2138,1"
919,"N13,8/13/12,1,1212.62766,335.606383,2113,1"
920,"N13,8/13/12,1,1240.71277,348.37234,2105,1"
921,"N13,8/13/12,1,1256.03192,339.43617,2098,1"
922,"N13,8/13/12,2,1041.56383,264.117021,1537,1"
923,"N13,8/13/12,2,1050.5,299.861702,1511,1"
924,"N13,8/13/12,2,1068.37234,304.968085,1474,1"
925,"N13,8/13/12,2,1129.64894,363.691489,1451,1"
926,"N13,8/13/12,2,1190.92553,322.840426,1430,1"
927,"N13,8/13/12,2,1187.09575,326.670213,1405,1"
928,"N13,8/13/12,2,1147.52128,349.648936,1392,1"
929,"N13,8/13/12,2,1167.94681,361.138298,1375,1"
930,"N13,8/13/12,2,1125.81915,386.670213,1352,1"
931,"N13,8/13/12,2,1138.58511,446.670213,1317,1"
932,"N13,8/13/12,2,1106.67021,477.308511,1300,1"
933,"N13,8/13/12,2,1141.1383,515.606383,1281,1"
934,"N13,8/13/12,2,1118.15957,504.117021,1293,1"
935,"N13,8/13/12,3,719.861702,270.5,4100,1"
936,"N13,8/13/12,3,616.457447,341.989362,4063,1"
937,"N13,8/13/12,3,682.840426,336.882979,4051,1"
938,"N13,8/13/12,3,675.180851,385.393617,4041,1"
939,"N13,8/13/12,3,746.670213,358.585106,4021,1"
940,"N13,8/13/12,3,753.053191,358.585106,4020,1"
941,"N13,8/13/12,3,754.329787,375.180851,4019,1"
942,"N13,8/13/12,4,639.43617,276.882979,4291,1"
943,"N13,8/13/12,4,1105.39362,469.648936,4126,1"
944,"N13,8/13/12,4,1118.15957,470.925532,4127,1"
945,"N13,8/13/12,4,1084.96809,447.946809,4140,1"
946,"N13,8/13/12,4,1042.84043,375.180851,4164,1"
947,"N13,8/13/12,4,1069.64894,352.202128,4170,1"
948,"N13,8/13/12,4,1042.84043,325.393617,4175,1"
949,"N13,8/13/12,4,1067.09575,312.62766,4181,1"
950,"N13,8/13/12,4,944.542553,384.117021,4218,1"
951,"N13,8/13/12,4,765.819149,298.585106,4238,1"
952,"N13,8/13/12,4,1141.1383,499.010638,4121,1"
953,"N13,8/13/12,4,751.776596,347.095745,4248,1"
954,"N13,8/13/12,4,1124.54255,509.223404,4124,1"
955,"N13,8/13/12,5,719.861702,275.606383,6155,1"
956,"N13,8/13/12,5,735.180851,278.159574,6151,1"
957,"N13,8/13/12,5,714.755319,276.882979,6144,1"
958,"N13,8/13/12,5,694.329787,308.797872,6136,1"
959,"N13,8/13/12,5,667.521277,334.329787,6124,1"
960,"N13,8/13/12,5,714.755319,345.819149,6103,1"
961,"N13,8/13/12,5,727.521277,361.138298,6094,1"
962,"N13,8/13/12,5,746.670213,357.308511,6085,1"
963,"N13,8/13/12,6,979.010638,261.56383,5229,1"
964,"N13,8/13/12,6,987.946809,250.074468,5223,1"
965,"N13,8/13/12,6,981.56383,287.095745,5214,1"
966,"N13,8/13/12,6,995.606383,293.478723,5204,1"
967,"N13,8/13/12,7,1127.09575,253.904255,4867,1"
968,"N13,8/13/12,7,1092.62766,279.43617,4856,1"
969,"N13,8/13/12,7,1086.24468,307.521277,4852,1"
970,"N13,8/13/12,7,1087.52128,308.797872,4839,1"
971,"N13,8/13/12,7,1124.54255,325.393617,4825,1"
972,"N13,8/13/12,7,1151.35106,362.414894,4815,1"
973,"N13,8/13/12,7,1165.39362,358.585106,4805,1"
974,"N13,8/13/12,7,1115.60638,375.180851,4793,1"
975,"N13,8/13/12,7,1141.1383,400.712766,4788,1"
976,"N13,8/13/12,7,1146.24468,506.670213,4762,1"
977,"N13,8/13/12,7,1142.41489,518.159574,4751,1"
978,"N13,8/13/12,7,1137.30851,528.37234,4749,1"
979,"N13,8/13/12,8,716.031915,279.43617,8414,1"
980,"N13,8/13/12,8,705.819149,296.031915,8410,1"
981,"N13,8/13/12,8,693.053191,274.329787,8411,1"
982,"N13,8/13/12,8,680.287234,316.457447,8407,1"
983,"N13,8/13/12,8,726.244681,330.5,8404,1"
984,"N13,8/13/12,8,718.585106,375.180851,8399,1"
985,"N13,8/13/12,8,727.521277,381.56383,8393,1"
986,"N13,8/13/12,9,881.989362,269.223404,8102,1"
987,"N13,8/13/12,9,911.351064,290.925532,8095,1"
988,"N13,8/13/12,9,957.308511,381.56383,8086,1"
989,"N13,8/13/12,9,976.457447,364.968085,8084,1"
990,"N13,8/13/12,9,1008.37234,380.287234,8081,1"
991,"N13,8/13/12,9,1068.37234,379.010638,8075,1"
992,"N13,8/13/12,9,1069.64894,326.670213,8060,1"
993,"N13,8/13/12,9,1026.24468,325.393617,8055,1"
994,"N13,8/13/12,9,1022.41489,303.691489,8052,1"
995,"N13,8/13/12,9,1016.03192,306.244681,8051,1"
996,"N13,8/13/12,10,1291.7766,244.968085,4308,1"
997,"N13,8/13/12,10,1272.62766,236.031915,4295,1"
998,"N13,8/13/12,10,1284.11702,246.244681,4287,1"
999,"N13,8/13/12,10,1267.52128,239.861702,4253,1"
1000,"N13,8/13/12,10,1299.43617,248.797872,4252,1"
1001,"N13,8/13/12,10,1279.01064,276.882979,4244,1"
1002,"N13,8/13/12,10,1271.35106,297.308511,4230,1"
1003,"N13,8/13/12,10,1291.7766,302.414894,4212,1"
1004,"N13,8/13/12,10,1291.7766,319.010638,4210,1"
1005,"N13,8/13/12,114,1287.84177,315.689873,3034,2"
1006,"N13,8/13/12,114,1219.48734,292.905063,3005,2"
1007,"N13,8/13/12,114,1221.00633,279.234177,2994,2"
1008,"N13,8/13/12,114,1271.13291,274.677215,2934,2"
1009,"N13,8/13/12,114,1257.46203,247.335443,2911,2"
1010,"N13,8/13/12,114,1283.28481,259.487342,2884,2"
1011,"N13,8/13/12,114,1342.52532,238.221519,2830,2"
1012,"N13,8/13/12,114,1263.53798,250.373418,2784,2"
1013,"N13,8/13/12,114,1255.94304,254.93038,2777,2"
1014,"N13,8/13/12,114,1161.76582,286.829114,2736,2"
1015,"N13,8/13/12,114,1126.82911,312.651899,2711,2"
1016,"N13,8/13/12,114,1155.68987,312.651899,2709,2"
1017,"N13,8/13/12,123,1148.09494,519.234177,4318,2"
1018,"N13,8/13/12,123,1217.96835,605.816456,4293,2"
1019,"N13,8/13/12,123,1290.87975,709.107595,4259,2"
1020,"N13,8/13/12,123,1350.12025,737.968354,4249,2"
1021,"N13,8/13/12,123,1310.62658,617.968354,4192,2"
1022,"N13,8/13/12,123,1131.38608,573.917722,4169,2"
1023,"N13,8/13/12,123,1110.12025,619.487342,4158,2"
1024,"N13,8/13/12,123,1037.20886,631.639241,4145,2"
1025,"N13,8/13/12,123,1072.14557,566.322785,4128,2"
1026,"N13,8/13/12,123,1058.47468,356.702532,4076,2"
1027,"N13,8/13/12,123,999.234177,306.575949,4061,2"
1028,"N13,8/13/12,124,722.778481,350.626582,4575,2"
1029,"N13,8/13/12,124,745.563291,336.955696,4558,2"
1030,"N13,8/13/12,124,760.753165,349.107595,4540,2"
1031,"N13,8/13/12,124,927.841772,321.765823,4501,2"
1032,"N13,8/13/12,124,955.183544,291.386076,4486,2"
1033,"N13,8/13/12,124,999.234177,405.310127,4430,2"
1034,"N13,8/13/12,124,981.006329,428.094937,4404,2"
1035,"N13,8/13/12,124,1014.42405,437.208861,4392,2"
1036,"N13,8/13/12,124,952.14557,453.917722,4368,2"
1037,"N13,8/13/12,124,943.031646,469.107595,4361,2"
1038,"N13,8/13/12,124,1038.72785,493.411392,4330,2"
1039,"N13,8/13/12,124,1015.94304,534.424051,4284,2"
1040,"N13,8/13/12,124,1037.20886,505.563291,4238,2"
1041,"N13,8/13/12,124,1128.3481,505.563291,4187,2"
1042,"N13,8/13/12,124,1131.38608,538.981013,4183,2"
1043,"N13,8/13/12,133,1161.76582,513.158228,5888,2"
1044,"N13,8/13/12,133,1031.13291,470.626582,5849,2"
1045,"N13,8/13/12,133,1031.13291,488.85443,5826,2"
1046,"N13,8/13/12,133,798.727848,335.436709,5767,2"
1047,"N13,8/13/12,133,797.208861,339.993671,5761,2"
1048,"N13,8/13/12,133,777.462025,277.71519,5752,2"
1049,"N13,8/13/12,133,762.272152,224.550633,5725,2"
1050,"N13,8/13/12,133,791.132911,215.436709,5698,2"
1051,"N13,8/13/12,133,777.462025,180.5,5694,2"
1052,"N13,8/13/12,133,865.563291,156.196203,5678,2"
1053,"N13,8/13/12,133,879.234177,218.474684,5670,2"
1054,"N13,8/13/12,133,958.221519,232.14557,5644,2"
1055,"N13,8/13/12,133,974.93038,215.436709,5641,2"
1056,"N13,8/13/12,133,994.677215,195.689873,5628,2"
1057,"N13,8/13/12,133,1006.82911,189.613924,5625,2"
1058,"N13,8/13/12,133,990.120253,223.031646,5610,2"
1059,"N13,8/13/12,133,950.626582,223.031646,5587,2"
1060,"N13,8/13/12,133,944.550633,259.487342,5580,2"
1061,"N13,8/13/12,133,977.968354,257.968354,5575,2"
1062,"N13,8/13/12,133,967.335443,295.943038,5573,2"
1063,"N13,8/13/12,147,712.14557,385.563291,8325,2"
1064,"N13,8/13/12,147,639.234177,485.816456,8298,2"
1065,"N13,8/13/12,147,604.297468,520.753165,8265,2"
1066,"N13,8/13/12,147,584.550633,540.5,8259,2"
1067,"N13,8/13/12,147,616.449367,549.613924,8253,2"
1068,"N13,8/13/12,147,520.753165,687.841772,8215,2"
1069,"N13,8/13/12,147,713.664557,768.348101,8124,2"
1070,"N13,8/13/12,147,706.06962,721.259494,8078,2"
1071,"N13,8/13/12,147,722.778481,703.031646,8070,2"
1072,"N13,8/13/12,147,657.462025,551.132911,7987,2"
1073,"N13,8/13/12,147,651.386076,423.537975,7944,2"
1074,"N13,8/13/12,147,636.196203,384.044304,7919,2"
1075,"N13,8/13/12,147,669.613924,333.917722,7900,2"
1076,"N13,8/13/12,147,634.677215,333.917722,7887,2"
1077,"N13,8/13/12,147,608.85443,323.28481,7883,2"
1078,"N13,8/13/12,147,631.639241,309.613924,7882,2"
1079,"N13,8/13/12,147,554.170886,262.525316,7867,2"
1080,"N13,8/13/12,147,693.917722,224.550633,7787,2"
1081,"N13,8/13/12,147,798.727848,122.778481,7763,2"
1082,"N13,8/13/12,147,867.082278,207.841772,7736,2"
1083,"N13,8/13/12,147,870.120253,226.06962,7733,2"
1084,"N13,8/13/12,147,1000.75317,174.424051,7709,2"
1085,"N13,8/13/12,147,1079.74051,241.259494,7690,2"
1086,"N13,8/13/12,147,1087.33544,308.094937,7682,2"
1087,"N13,8/13/12,147,1138.98101,270.120253,7652,2"
1088,"N13,8/13/12,147,1120.75317,283.791139,7641,2"
1089,"N13,8/14/12,1,464.443662,613.176056,1438,1"
1090,"N13,8/14/12,1,476.274648,611.485915,1433,1"
1091,"N13,8/14/12,1,506.697183,521.908451,1404,1"
1092,"N13,8/14/12,1,513.457746,526.978873,1377,1"
1093,"N13,8/14/12,1,596.274648,489.795775,1337,1"
1094,"N13,8/14/12,1,616.556338,457.683099,1322,1"
1095,"N13,8/14/12,1,638.528169,467.823944,1318,1"
1096,"N13,8/14/12,1,626.697183,454.302817,1267,1"
1097,"N13,8/14/12,1,621.626761,476.274648,1240,1"
1098,"N13,8/14/12,1,641.908451,452.612676,1221,1"
1099,"N13,8/14/12,2,486.415493,237.964789,1380,1"
1100,"N13,8/14/12,2,625.007042,357.964789,1202,1"
1101,"N13,8/14/12,2,665.570423,371.485915,1118,1"
1102,"N13,8/14/12,2,679.091549,385.007042,1107,1"
1103,"N13,8/14/12,2,635.147887,398.528169,1080,1"
1104,"N13,8/14/12,2,648.669014,412.049296,1074,1"
1105,"N13,8/14/12,3,452.314947,855.660142,2112,1"
1106,"N13,8/14/12,3,484.770463,826.620996,2085,1"
1107,"N13,8/14/12,3,604.343416,758.293594,2057,1"
1108,"N13,8/14/12,3,599.218861,742.919929,2044,1"
1109,"N13,8/14/12,3,694.877224,713.880783,2014,1"
1110,"N13,8/14/12,3,682.919929,703.631673,1949,1"
1111,"N13,8/14/12,3,727.33274,467.902135,1652,1"
1112,"N13,8/14/12,3,667.546263,389.325623,1604,1"
1113,"N13,8/14/12,3,655.588968,408.115658,1591,1"
1114,"N13,8/14/12,3,614.592527,437.154804,1553,1"
1115,"N13,8/14/12,3,594.094306,433.738434,1526,1"
1116,"N13,8/14/12,3,592.386121,418.364769,1519,1"
1117,"N13,8/14/12,3,544.55694,421.781139,1509,1"
1118,"N13,8/14/12,4,469.396797,546.478648,1370,1"
1119,"N13,8/14/12,4,489.895018,539.645907,1359,1"
1120,"N13,8/14/12,4,493.311388,589.183274,1295,1"
1121,"N13,8/14/12,4,525.766904,601.140569,1276,1"
1122,"N13,8/14/12,4,508.685053,563.560498,1231,1"
1123,"N13,8/14/12,4,566.763345,558.435943,1203,1"
1124,"N13,8/14/12,4,527.475089,507.190391,1185,1"
1125,"N13,8/14/12,4,590.677936,447.403915,1118,1"
1126,"N13,8/14/12,4,568.47153,389.325623,1101,1"
1127,"N13,8/14/12,4,626.549822,391.033808,1050,1"
1128,"N13,8/14/12,4,621.425267,385.909253,985,1"
1129,"N13,8/14/12,4,672.670819,428.613879,955,1"
1130,"N13,8/14/12,5,466.985014,584.968665,5107,1"
1131,"N13,8/14/12,5,514.069482,550.091281,5099,1"
1132,"N13,8/14/12,5,543.715259,516.957766,5088,1"
1133,"N13,8/14/12,5,576.848774,417.557221,5040,1"
1134,"N13,8/14/12,5,594.287466,445.459128,5017,1"
1135,"N13,8/14/12,5,550.690736,429.764305,5010,1"
1136,"N13,8/14/12,6,465.241144,686.113079,3197,1"
1137,"N13,8/14/12,6,479.192098,668.674387,3195,1"
1138,"N13,8/14/12,6,498.374659,694.832425,3189,1"
1139,"N13,8/14/12,6,514.069482,677.393733,3185,1"
1140,"N13,8/14/12,7,466.985014,612.870572,5564,1"
1141,"N13,8/14/12,7,514.069482,673.905995,5541,1"
1142,"N13,8/14/12,7,559.410082,646.004087,5480,1"
1143,"N13,8/14/12,7,575.104905,661.69891,5445,1"
1144,"N13,8/14/12,7,650.091281,682.625341,5421,1"
1145,"N13,8/14/12,7,629.16485,670.418256,5404,1"
1146,"N13,8/14/12,7,552.434605,720.990463,5286,1"
1147,"N13,8/14/12,7,543.715259,691.344687,5233,1"
1148,"N13,8/14/12,8,465.566667,645.46,5636,1"
1149,"N13,8/14/12,8,607.22,534.526667,5580,1"
1150,"N13,8/14/12,8,610.633333,527.7,5569,1"
1151,"N13,8/14/12,8,600.393333,529.406667,5564,1"
1152,"N13,8/14/12,8,525.3,515.753333,5520,1"
1153,"N13,8/14/12,8,518.473333,527.7,5517,1"
1154,"N13,8/14/12,9,474.1,469.673333,6817,1"
1155,"N13,8/14/12,9,489.46,456.02,6810,1"
1156,"N13,8/14/12,9,547.486667,408.233333,6787,1"
1157,"N13,8/14/12,9,550.9,391.166667,6784,1"
1158,"N13,8/14/12,9,569.673333,420.18,6757,1"
1159,"N13,8/14/12,9,608.926667,452.606667,6744,1"
1160,"N13,8/14/12,9,581.62,478.206667,6738,1"
1161,"N13,8/14/12,9,581.62,505.513333,6725,1"
1162,"N13,8/14/12,9,590.153333,522.58,6712,1"
1163,"N13,8/14/12,9,614.046667,544.766667,6705,1"
1164,"N13,8/14/12,9,610.633333,481.62,6682,1"
1165,"N13,8/14/12,9,644.766667,452.606667,6674,1"
1166,"N13,8/14/12,10,465.566667,693.246667,6745,1"
1167,"N13,8/14/12,10,494.58,676.18,6733,1"
1168,"N13,8/14/12,10,501.406667,698.366667,6726,1"
1169,"N13,8/14/12,10,538.953333,715.433333,6710,1"
1170,"N13,8/14/12,10,545.78,691.54,6659,1"
1171,"N13,8/14/12,131,651.386076,431.132911,259,2"
1172,"N13,8/14/12,131,624.044304,426.575949,265,2"
1173,"N13,8/14/12,131,554.170886,394.677215,316,2"
1174,"N13,8/14/12,131,534.424051,349.107595,390,2"
1175,"N13,8/14/12,131,522.272152,396.196203,409,2"
1176,"N13,8/14/12,131,478.221519,441.765823,525,2"
1177,"N13,8/14/12,131,505.563291,484.297468,569,2"
1178,"N13,8/14/12,131,513.158228,472.14557,645,2"
1179,"N13,8/14/12,134,528.348101,348.348101,1131,2"
1180,"N13,8/14/12,134,488.85443,321.006329,1218,2"
1181,"N13,8/14/12,134,497.968354,299.740506,1308,2"
1182,"N13,8/14/12,134,520.753165,284.550633,1365,2"
1183,"N13,8/14/12,134,532.905063,325.563291,1420,2"
1184,"N13,8/14/12,135,528.348101,360.5,1434,2"
1185,"N13,8/14/12,135,531.386076,369.613924,1453,2"
1186,"N13,8/14/12,135,523.791139,412.14557,1542,2"
1187,"N13,8/14/12,135,552.651899,427.335443,1577,2"
1188,"N13,8/14/12,135,543.537975,439.487342,1581,2"
1189,"N13,8/14/12,135,551.132911,441.006329,1617,2"
1190,"N13,8/14/12,135,616.449367,447.082278,1642,2"
1191,"N13,8/14/12,135,622.525316,415.183544,1660,2"
1192,"N13,8/14/12,135,642.272152,445.563291,1672,2"
1193,"N13,8/14/12,135,654.424051,442.525316,1705,2"
1194,"N13,8/14/12,136,657.462025,439.487342,6038,2"
1195,"N13,8/14/12,136,631.639241,439.487342,6016,2"
1196,"N13,8/14/12,136,593.664557,437.968354,5999,2"
1197,"N13,8/14/12,136,651.386076,444.044304,5983,2"
1198,"N13,8/14/12,136,619.487342,744.803797,5879,2"
1199,"N13,8/14/12,136,578.474684,711.386076,5829,2"
1200,"N13,8/14/12,136,557.208861,722.018987,5784,2"
1201,"N13,8/14/12,136,511.639241,720.5,5763,2"
1202,"N13,8/14/12,136,482.778481,759.993671,5736,2"
1203,"N13,8/14/12,136,361.259494,834.424051,5690,2"
1204,"N13,8/14/12,136,291.386076,793.411392,5567,2"
1205,"N13,8/14/12,136,282.272152,741.765823,5537,2"
1206,"N13,8/14/12,136,385.563291,706.829114,5374,2"
1207,"N13,8/14/12,136,400.753165,708.348101,5367,2"
1208,"N13,8/14/12,136,406.829114,685.563291,5347,2"
1209,"N13,8/14/12,136,377.968354,655.183544,5300,2"
1210,"N13,8/14/12,136,429.613924,659.740506,5269,2"
1211,"N13,8/14/12,136,493.411392,644.550633,5213,2"
1212,"N13,8/14/12,136,545.056962,653.664557,5141,2"
1213,"N13,8/14/12,136,557.208861,621.765823,5128,2"
1214,"N13,8/14/12,136,514.677215,548.85443,5099,2"
1215,"N13,8/14/12,136,551.132911,533.664557,5059,2"
1216,"N13,8/14/12,136,511.639241,504.803797,5032,2"
1217,"N13,8/14/12,136,510.120253,418.221519,4820,2"
1218,"N13,8/14/12,136,494.93038,398.474684,4781,2"
1219,"N13,8/14/12,136,526.829114,362.018987,4659,2"
1220,"N13,8/14/12,136,532.905063,345.310127,4615,2"
1221,"N13,8/14/12,137,546.575949,406.06962,8370,2"
1222,"N13,8/14/12,137,551.132911,409.107595,8335,2"
1223,"N13,8/14/12,137,537.462025,363.537975,8312,2"
1224,"N13,8/14/12,137,545.056962,349.867089,8293,2"
1225,"N13,8/14/12,137,538.981013,340.753165,8236,2"
1226,"N13,8/15/12,1,1248.04502,332.120853,4315,1"
1227,"N13,8/15/12,1,1235.30569,348.5,4306,1"
1228,"N13,8/15/12,1,1144.31043,543.229858,4173,1"
1229,"N13,8/15/12,2,1186.16825,303.00237,4116,1"
1230,"N13,8/15/12,2,1131.57109,492.272512,3989,1"
1231,"N13,8/15/12,2,1102.45261,501.372038,3980,1"
1232,"N13,8/15/12,2,1084.25356,414.016588,3969,1"
1233,"N13,8/15/12,2,1120.65166,408.556872,3964,1"
1234,"N13,8/15/12,2,1117.01185,404.917062,3958,1"
1235,"N13,8/15/12,2,1102.45261,381.258294,3938,1"
1236,"N13,8/15/12,2,1078.79384,386.718009,3919,1"
1237,"N13,8/15/12,2,1126.11137,495.912322,3894,1"
1238,"N13,8/15/12,3,1186.16825,281.163507,4766,1"
1239,"N13,8/15/12,3,1055.13507,323.021327,4740,1"
1240,"N13,8/15/12,3,1140.67062,372.158768,4724,1"
1241,"N13,8/15/12,3,1109.73223,434.035545,4706,1"
1242,"N13,8/15/12,3,1095.17299,452.234597,4701,1"
1243,"N13,8/15/12,3,1124.29147,463.154028,4697,1"
1244,"N13,8/15/12,3,1122.47156,495.912322,4681,1"
1245,"N13,8/15/12,4,1195.26777,364.879147,6037,1"
1246,"N13,8/15/12,4,1173.42891,375.798578,6027,1"
1247,"N13,8/15/12,4,1146.13033,392.177725,6010,1"
1248,"N13,8/15/12,4,1151.59005,439.495261,5990,1"
1249,"N13,8/15/12,4,1160.68957,459.514218,5983,1"
1250,"N13,8/15/12,4,1138.85071,490.452607,5969,1"
1251,"N13,8/15/12,5,1193.45868,328.070248,5722,1"
1252,"N13,8/15/12,5,1197.02893,315.57438,5718,1"
1253,"N13,8/15/12,5,1161.32645,340.566116,5705,1"
1254,"N13,8/15/12,5,1123.83884,347.706612,5687,1"
1255,"N13,8/15/12,5,1107.77273,347.706612,5683,1"
1256,"N13,8/15/12,5,1054.21901,406.615702,5642,1"
1257,"N13,8/15/12,5,1130.97934,511.938017,5530,1"
1258,"N13,8/15/12,6,1197.02893,663.673554,4331,1"
1259,"N13,8/15/12,6,1186.31818,663.673554,4312,1"
1260,"N13,8/15/12,6,1168.46694,686.880165,4257,1"
1261,"N13,8/15/12,6,1155.97107,658.318182,4239,1"
1262,"N13,8/15/12,6,1123.83884,622.615702,4199,1"
1263,"N13,8/15/12,6,1130.97934,619.045455,4169,1"
1264,"N13,8/15/12,6,1107.77273,611.904959,4156,1"
1265,"N13,8/15/12,6,1093.49174,595.838843,4144,1"
1266,"N13,8/15/12,6,1095.27686,574.417355,4105,1"
1267,"N13,8/15/12,6,1118.48347,572.632231,4046,1"
1268,"N13,8/15/12,7,1186.31818,324.5,5206,1"
1269,"N13,8/15/12,7,1172.03719,320.929752,5198,1"
1270,"N13,8/15/12,7,1198.81405,349.491736,5182,1"
1271,"N13,8/15/12,7,1179.17769,395.904959,5156,1"
1272,"N13,8/15/12,7,1155.97107,453.028926,5142,1"
1273,"N13,8/15/12,7,1107.77273,485.161157,5117,1"
1274,"N13,8/15/12,7,1066.71488,549.42562,5092,1"
1275,"N13,8/15/12,7,1088.13636,577.987603,5083,1"
1276,"N13,8/15/12,7,1148.83058,619.045455,5041,1"
1277,"N13,8/15/12,7,1118.48347,669.028926,4997,1"
1278,"N13,8/15/12,8,1197.98691,244.58377,4362,1"
1279,"N13,8/15/12,8,1220.60471,301.128272,4332,1"
1280,"N13,8/15/12,8,1190.44764,314.32199,4326,1"
1281,"N13,8/15/12,8,1190.44764,361.442408,4312,1"
1282,"N13,8/15/12,8,1197.98691,429.295812,4299,1"
1283,"N13,8/15/12,8,1132.01833,527.306283,4214,1"
1284,"N13,8/15/12,8,1126.36387,593.274869,4182,1"
1285,"N13,8/15/12,8,1145.21204,625.316754,4128,1"
1286,"N13,8/15/12,8,1137.67278,649.819372,4122,1"
1287,"N13,8/15/12,8,1122.59424,661.128272,4106,1"
1288,"N13,8/15/12,9,1209.86877,471.430233,6359,1"
1289,"N13,8/15/12,9,1200.89867,496.546512,6353,1"
1290,"N13,8/15/12,9,1175.78239,491.164452,6347,1"
1291,"N13,8/15/12,9,1156.04817,519.868771,6341,1"
1292,"N13,8/15/12,9,1125.54983,600.599668,6315,1"
1293,"N13,8/15/12,9,1123.75581,634.686047,6287,1"
1294,"N13,8/15/12,9,1148.87209,654.420266,6278,1"
1295,"N13,8/15/12,9,1121.96179,663.390365,6269,1"
1296,"N13,8/15/12,10,1220.63289,229.237542,7839,1"
1297,"N13,8/15/12,10,1165.01827,231.031561,7823,1"
1298,"N13,8/15/12,10,1200.89867,256.147841,7807,1"
1299,"N13,8/15/12,10,1197.31063,288.440199,7793,1"
1300,"N13,8/15/12,10,1197.31063,313.556478,7772,1"
1301,"N13,8/15/12,10,1186.54651,329.702658,7738,1"
1302,"N13,8/15/12,10,1197.31063,410.433555,7711,1"
1303,"N13,8/15/12,10,1184.75249,440.931894,7692,1"
1304,"N13,8/15/12,10,1172.19435,464.254153,7673,1"
1305,"N13,8/15/12,10,1123.75581,609.569767,7614,1"
1306,"N13,8/15/12,10,1145.28405,598.805648,7582,1"
1307,"N13,8/15/12,10,1173.98837,634.686047,7572,1"
1308,"N13,8/15/12,10,1118.37375,656.214286,7557,1"
1309,"N13,8/15/12,10,1111.19767,675.948505,7552,1"
1310,"N13,8/15/12,100,1116.23034,660.5,1325,2"
1311,"N13,8/15/12,100,1139.15169,556.679775,1204,2"
1312,"N13,8/15/12,100,1129.71348,489.264045,1120,2"
1313,"N13,8/15/12,100,993.533708,493.308989,1020,2"
1314,"N13,8/15/12,100,1005.66854,506.792135,1008,2"
1315,"N13,8/15/12,100,992.185393,504.095506,986,2"
1316,"N13,8/15/12,100,1027.24157,545.893258,926,2"
1317,"N13,8/15/12,100,1043.42135,533.758427,885,2"
1318,"N13,8/15/12,100,1127.01685,454.207865,807,2"
1319,"N13,8/15/12,100,1145.89326,491.960674,789,2"
1320,"N13,8/15/12,101,1127.01685,691.511236,2586,2"
1321,"N13,8/15/12,101,1155.33146,647.016854,2524,2"
1322,"N13,8/15/12,101,1143.19663,624.095506,2486,2"
1323,"N13,8/15/12,101,1108.14045,655.106742,2347,2"
1324,"N13,8/15/12,102,1144.54494,489.264045,8779,2"
1325,"N13,8/15/12,102,1182.29775,382.747191,8692,2"
1326,"N13,8/15/12,102,1170.16292,630.837079,8252,2"
1327,"N13,8/15/12,102,1144.54494,497.353933,8497,2"
1328,"N13,8/15/12,102,1143.19663,606.567416,8292,2"
1329,"N13,8/15/12,102,1120.27528,655.106742,8218,2"
1330,"N13,8/15/12,103,1059.60112,657.803371,2923,2"
1331,"N13,8/15/12,103,1033.98315,621.398876,2874,2"
1332,"N13,8/15/12,103,1069.03933,638.926966,2846,2"
1333,"N13,8/15/12,103,1109.48876,648.365169,2814,2"
1334,"N13,8/15/12,103,1127.01685,665.893258,2799,2"
1335,"N13,8/15/12,104,1067.69101,649.713483,6326,2"
1336,"N13,8/15/12,104,1078.47753,647.016854,6299,2"
1337,"N13,8/15/12,104,1081.17416,595.780899,6270,2"
1338,"N13,8/15/12,104,1042.07303,580.949438,6199,2"
1339,"N13,8/15/12,104,1116.23034,621.398876,6155,2"
1340,"N13,8/15/12,104,1112.18539,671.286517,6095,2"
