"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant19","Ant26","Ant30","Ant60","Ant76","Ant158","Ant191","Ant196","Ant252","Ant308","Ant518","Ant0","Ant13","Ant23","Ant27","Ant43","Ant50","Ant97","Ant109","Ant115","Ant117","Ant124","Ant137","Ant159","Ant178","Ant186","Ant190","Ant215","Ant219","Ant238","Ant242","Ant243","Ant255","Ant289","Ant324","Ant342","Ant347","Ant380","Ant390","Ant394","Ant395","Ant458","Ant475","Ant482","Ant501","Ant560","Ant564"
"Ant60",0,2,12,4,1,1,10,0,7,4,0,1,1,7,4,4,13,0,0,5,4,0,5,0,15,3,5,12,1,1,0,1,1,11,4,5,0,3,11,1,2,12,1,4,2,6,7,0,2,1,3,10,0,4
"Ant76",6,17,1,1,13,63,0,9,4,0,1,0,0,0,20,4,4,0,9,0,0,3,0,8,0,4,4,0,13,1,0,0,20,1,3,0,15,0,7,10,0,1,11,0,28,0,6,14,11,10,10,0,14,0
"Ant158",0,0,11,11,0,0,1,2,5,23,1,0,0,5,3,0,15,0,2,0,12,4,11,0,12,2,44,4,2,5,32,12,14,0,1,4,0,1,2,0,3,2,15,4,5,0,2,3,4,6,0,26,0,4
"Ant191",0,3,4,28,0,0,7,1,3,9,7,0,5,0,1,6,3,0,0,3,0,0,2,2,7,7,19,0,1,3,21,2,6,0,1,9,2,12,5,1,5,4,4,0,0,4,9,0,1,0,0,10,0,6
"Ant196",28,21,8,1,18,175,4,28,9,14,4,20,3,1,0,11,2,0,20,4,3,13,1,5,6,7,5,9,15,3,0,5,35,9,10,0,20,4,5,23,0,8,29,0,56,2,7,19,7,28,28,2,25,2
"Ant252",3,7,3,4,4,7,3,3,4,3,4,4,0,6,11,0,0,0,2,0,2,7,4,4,2,4,2,3,10,0,2,1,5,4,4,0,7,1,4,4,0,1,21,0,19,0,14,36,12,3,7,1,3,0
"Ant308",2,0,1,1,0,0,1,0,5,10,13,4,15,3,2,0,0,0,1,1,0,2,7,3,1,1,19,4,2,2,13,7,4,0,0,7,1,2,2,1,11,14,8,2,5,6,1,2,3,1,4,3,0,1
"Ant518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ant0",6,16,1,0,13,31,2,9,12,1,0,9,2,0,20,2,1,0,0,0,0,7,0,14,4,7,2,2,5,0,1,1,11,1,6,1,7,0,5,5,0,0,16,0,19,1,2,7,24,7,4,0,9,0
"Ant13",0,2,8,14,0,0,2,1,0,10,5,0,0,3,4,0,1,0,0,0,2,0,0,0,9,7,16,0,4,13,6,1,0,5,1,18,0,3,0,0,7,10,2,0,0,40,4,2,0,0,0,0,0,1
"Ant23",0,0,2,8,0,0,2,2,0,7,4,0,12,0,3,2,0,0,0,2,0,0,11,0,15,7,6,2,0,7,4,27,0,0,0,12,0,11,0,3,0,45,2,2,3,0,1,1,1,2,0,15,0,2
"Ant27",1,9,2,0,7,19,0,4,0,1,0,3,4,0,13,7,2,0,7,0,0,0,0,10,1,7,1,2,7,0,0,0,4,0,5,2,2,0,3,5,0,0,18,0,25,0,0,16,11,7,1,0,4,0
"Ant43",0,0,1,2,0,0,0,3,2,7,5,0,11,2,1,4,7,0,0,0,11,0,0,0,21,5,9,1,2,12,0,4,0,1,0,7,0,7,2,0,1,4,9,17,0,4,5,1,1,2,2,1,0,10
"Ant50",1,13,0,3,6,6,0,2,0,5,0,8,0,2,5,4,3,0,14,0,0,10,0,0,1,0,1,7,1,1,0,0,11,2,6,2,6,0,10,16,0,0,27,3,11,1,0,8,8,5,9,0,0,0
"Ant97",1,8,12,0,2,3,26,0,9,5,15,0,12,7,6,2,1,0,4,9,15,1,21,1,0,8,35,4,2,24,29,3,1,24,7,14,0,10,4,2,1,3,7,17,3,15,6,3,7,2,0,20,0,1
"Ant109",0,10,4,1,1,2,6,7,0,6,3,4,2,7,7,4,1,0,7,7,7,7,5,0,8,0,10,13,0,3,3,0,14,3,12,6,0,4,14,5,1,12,2,4,5,3,3,8,12,1,2,1,0,0
"Ant115",0,6,2,21,0,1,15,2,11,22,5,4,44,19,5,2,19,0,2,16,6,1,9,1,35,10,0,12,1,3,32,20,2,9,7,11,0,10,3,4,2,5,3,3,5,2,6,11,0,2,3,22,0,2
"Ant117",0,7,4,0,4,6,4,4,4,6,12,0,4,0,9,3,4,0,2,0,2,2,1,7,4,13,12,0,2,0,4,2,10,5,9,1,2,1,13,9,0,6,5,0,12,4,6,6,6,3,10,0,1,0
"Ant124",2,6,1,0,13,6,1,6,0,1,1,13,2,1,15,10,2,0,5,4,0,7,2,1,2,0,1,2,0,0,0,0,15,1,3,0,4,0,9,5,1,0,16,0,16,0,8,18,2,15,3,1,9,0
"Ant137",0,0,0,7,0,1,0,0,3,5,1,1,5,3,3,0,2,0,0,13,7,0,12,1,24,3,3,0,0,0,16,11,0,2,5,16,0,13,1,1,2,1,1,2,1,8,1,0,0,0,0,2,0,28
"Ant159",1,0,0,3,0,0,1,0,2,15,0,0,32,21,0,2,13,0,1,6,4,0,0,0,29,3,32,4,0,16,0,58,0,0,0,4,0,20,0,0,1,8,0,2,3,0,1,3,1,0,0,11,0,2
"Ant178",0,2,1,4,0,0,1,0,3,6,1,0,12,2,5,1,7,0,1,1,27,0,4,0,3,0,20,2,0,11,58,0,0,0,0,6,0,12,2,0,2,4,0,11,1,0,1,0,1,0,1,25,0,6
"Ant186",4,17,0,2,2,2,2,15,5,0,1,20,14,6,35,5,4,0,11,0,0,4,0,11,1,14,2,10,15,0,0,0,0,2,15,2,4,0,7,7,0,0,20,1,15,0,1,12,15,13,6,0,0,0
"Ant190",5,9,10,2,0,1,13,1,0,2,11,1,0,0,9,4,0,0,1,5,0,0,1,2,24,3,9,5,1,2,0,0,2,0,20,2,0,1,1,3,1,9,3,0,8,18,2,2,1,2,9,1,0,0
"Ant215",14,28,14,3,5,22,4,5,7,3,4,3,1,1,10,4,0,0,6,1,0,5,0,6,7,12,7,9,3,5,0,0,15,20,0,1,4,5,9,29,1,5,29,0,23,13,2,9,8,10,7,4,0,2
"Ant219",0,1,4,6,0,0,6,0,0,9,5,0,4,9,0,0,7,0,1,18,12,2,7,2,14,6,11,1,0,16,4,6,2,2,1,0,0,5,1,0,6,9,0,0,0,5,0,0,0,2,1,2,0,1
"Ant238",20,9,1,0,8,56,0,6,0,0,0,15,0,2,20,7,1,0,7,0,0,2,0,6,0,0,0,2,4,0,0,0,4,0,4,0,0,0,2,0,0,0,12,1,25,0,2,13,3,8,2,0,17,0
"Ant242",1,1,4,0,0,0,4,0,4,8,3,0,1,12,4,1,2,0,0,3,11,0,7,0,10,4,10,1,0,13,20,12,0,1,5,5,0,0,0,0,3,1,1,5,2,5,5,1,0,2,1,0,0,17
"Ant243",2,8,7,1,5,15,6,2,4,9,11,7,2,5,5,4,2,0,5,0,0,3,2,10,4,14,3,13,9,1,0,2,7,1,9,1,2,0,0,6,1,7,11,0,16,2,7,8,10,3,4,2,3,1
"Ant255",3,12,1,0,6,12,1,3,2,6,1,10,0,1,23,4,1,0,5,0,3,5,0,16,2,5,4,9,5,1,0,0,7,3,29,0,0,0,6,0,0,0,15,0,15,0,4,14,8,7,5,0,5,0
"Ant289",0,0,4,22,0,1,2,0,0,1,2,0,3,5,0,0,11,0,0,7,0,0,1,0,1,1,2,0,1,2,1,2,0,1,1,6,0,3,1,0,0,0,0,1,0,4,3,0,0,2,0,0,0,3
"Ant324",0,1,11,3,0,0,15,3,2,0,12,1,2,4,8,1,14,0,0,10,45,0,4,0,3,12,5,6,0,1,8,4,0,9,5,9,0,1,7,0,0,0,2,1,0,21,7,5,6,0,2,0,0,5
"Ant342",15,18,2,4,21,23,0,4,3,8,1,11,15,4,29,21,8,0,16,2,2,18,9,27,7,2,3,5,16,1,0,0,20,3,29,0,12,1,11,15,0,2,0,0,23,0,8,21,14,30,13,1,3,0
"Ant347",0,0,0,3,0,0,1,0,0,3,4,0,4,0,0,0,2,0,0,0,2,0,17,3,17,4,3,0,0,2,2,11,1,0,0,0,1,5,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2
"Ant380",18,37,3,0,16,176,4,20,8,3,2,28,5,0,56,19,5,0,19,0,3,25,0,11,3,5,5,12,16,1,3,1,15,8,23,0,25,2,16,15,0,0,23,0,0,6,10,45,20,20,20,3,29,0
"Ant390",0,0,15,1,0,0,8,0,7,0,6,0,0,4,2,0,6,0,1,40,0,0,4,1,15,3,2,4,0,8,0,0,0,18,13,5,0,5,2,0,4,21,0,0,6,0,0,1,0,2,1,0,0,20
"Ant394",5,1,5,1,0,1,6,0,5,4,7,6,2,9,7,14,1,0,2,4,1,0,5,0,6,3,6,6,8,1,1,1,1,2,2,0,2,5,7,4,3,7,8,0,10,0,0,8,2,9,1,1,0,0
"Ant395",19,19,1,0,14,83,0,10,2,1,0,14,3,0,19,36,2,0,7,2,1,16,1,8,3,8,11,6,18,0,3,0,12,2,9,0,13,1,8,14,0,5,21,1,45,1,8,0,3,25,12,1,10,0
"Ant458",3,36,0,1,5,0,3,3,4,4,2,11,4,1,7,12,3,0,24,0,1,11,1,8,7,12,0,6,2,0,1,1,15,1,8,0,3,0,10,8,0,6,14,0,20,0,2,3,0,5,3,1,0,0
"Ant475",6,12,1,0,6,11,0,2,7,1,1,10,6,0,28,3,1,0,7,0,2,7,2,5,2,1,2,3,15,0,0,0,13,2,10,2,8,2,3,7,2,0,30,0,20,2,9,25,5,0,2,0,3,0
"Ant482",20,1,2,0,4,0,0,7,1,2,3,10,0,0,28,7,4,0,4,0,0,1,2,9,0,2,3,10,3,0,0,1,6,9,7,1,2,1,4,5,0,2,13,1,20,1,1,12,3,2,0,2,0,0
"Ant501",0,2,4,6,0,0,0,0,1,4,10,0,26,10,2,1,3,0,0,0,15,0,1,0,20,1,22,0,1,2,11,25,0,1,4,2,0,0,2,0,0,0,1,0,3,0,1,1,1,0,2,0,0,0
"Ant560",7,4,0,0,8,9,0,25,0,0,0,14,0,0,25,3,0,0,9,0,0,4,0,0,0,0,0,1,9,0,0,0,0,0,0,0,17,0,3,5,0,0,3,0,29,0,0,10,0,3,0,0,0,0
"Ant564",1,0,0,7,0,0,3,0,1,2,4,0,4,6,2,0,1,0,0,1,2,0,10,0,1,0,2,0,0,28,2,6,0,0,2,1,0,17,1,0,3,5,0,2,0,20,0,0,0,0,0,0,0,0
