"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant9","Ant26","Ant30","Ant60","Ant158","Ant191","Ant196","Ant252","Ant518","Ant0","Ant13","Ant23","Ant27","Ant43","Ant97","Ant109","Ant115","Ant117","Ant124","Ant137","Ant159","Ant178","Ant186","Ant190","Ant215","Ant219","Ant242","Ant243","Ant289","Ant324","Ant342","Ant347","Ant380","Ant390","Ant475","Ant482","Ant560","Ant564"
"Ant13",0,0,4,9,0,8,0,15,6,5,10,5,0,0,2,0,1,0,2,0,0,21,1,0,2,7,11,2,2,9,0,4,5,1,2,16,0,0,0,2,0,0,2
"Ant23",0,0,0,1,0,0,0,5,1,9,4,0,0,0,0,1,0,0,3,3,0,4,0,0,0,8,13,0,1,1,7,3,0,6,1,1,5,0,3,0,0,0,20
"Ant27",8,17,11,2,1,4,10,1,8,0,3,10,12,0,7,0,0,0,0,4,32,3,11,35,0,3,0,7,2,11,1,0,13,0,1,9,0,34,3,9,16,9,0
"Ant43",0,0,1,22,0,0,0,2,3,0,11,1,0,0,0,2,3,0,0,12,0,8,0,0,0,1,6,0,2,3,3,4,1,3,2,4,0,0,3,0,1,0,1
"Ant97",0,4,6,6,0,13,0,9,20,10,1,5,8,0,4,0,3,4,12,0,2,8,3,1,0,5,1,0,7,4,21,6,13,5,11,4,0,0,9,0,2,0,22
"Ant109",5,22,25,0,1,3,4,4,6,4,0,11,8,0,4,0,0,32,0,2,0,4,4,32,0,2,0,29,1,6,0,1,9,1,4,12,0,26,8,7,9,2,1
"Ant115",0,2,7,9,0,2,5,12,24,10,16,3,6,1,0,21,4,3,8,8,4,0,4,0,4,6,6,0,5,9,15,12,9,7,6,11,9,0,6,1,1,0,6
"Ant117",4,17,9,0,3,4,10,4,10,6,0,30,6,0,8,1,0,11,0,3,4,4,0,2,0,0,1,3,7,9,1,0,7,1,0,15,0,3,4,18,9,6,2
"Ant124",24,15,0,0,3,0,0,0,13,0,0,2,10,0,16,0,0,35,0,1,32,0,2,0,0,0,0,4,0,0,1,0,4,0,0,17,0,74,0,1,15,15,0
"Ant137",0,0,0,15,0,0,0,0,2,7,4,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,5,0,1,0,3,3,0,1,0,2,2,0,0,0,0,0,1
"Ant159",0,0,3,12,0,0,2,6,11,12,3,1,0,0,0,7,8,3,1,5,2,6,0,0,0,0,6,0,2,2,15,3,0,8,6,2,6,0,14,0,0,0,5
"Ant178",0,0,0,1,0,0,0,1,2,6,3,2,0,0,0,11,13,0,6,1,0,6,1,0,5,6,0,0,0,2,2,11,0,7,3,1,5,0,0,0,1,0,1
"Ant186",2,21,8,0,3,2,1,2,5,2,1,10,9,0,0,2,0,7,0,0,29,0,3,4,0,0,0,0,2,7,2,0,14,0,3,12,0,10,7,21,29,5,0
"Ant190",0,0,6,2,0,0,0,1,7,4,1,11,2,0,2,2,1,2,2,7,1,5,7,0,1,2,0,2,0,16,2,0,15,1,3,6,0,0,0,1,2,0,4
"Ant215",1,6,15,3,0,3,5,13,3,3,7,25,8,0,2,9,1,11,3,4,6,9,9,0,0,2,2,7,16,0,7,1,17,4,6,24,0,0,5,2,3,1,1
"Ant219",0,0,12,4,0,14,5,12,1,0,4,1,5,0,1,0,7,1,3,21,0,15,1,1,3,15,2,2,2,7,0,18,1,22,12,1,0,0,3,1,0,0,14
"Ant242",0,0,2,13,0,1,0,11,4,8,3,0,2,0,0,4,3,0,4,6,1,12,0,0,3,3,11,0,0,1,18,0,0,7,9,0,2,0,10,0,0,0,9
"Ant243",6,13,18,1,5,6,7,9,8,0,1,9,12,0,5,5,0,13,1,13,9,9,7,4,0,0,0,14,15,17,1,0,0,0,7,18,0,22,2,4,10,17,2
"Ant289",0,0,0,2,0,1,0,1,3,2,8,0,3,0,0,1,6,0,3,5,1,7,1,0,1,8,7,0,1,4,22,7,0,0,7,1,2,0,1,0,0,0,8
"Ant324",0,0,5,0,0,0,6,18,2,0,6,0,1,0,2,2,1,1,2,11,4,6,0,0,0,6,3,3,3,6,12,9,7,7,0,5,0,0,0,1,4,0,12
"Ant342",24,44,10,2,5,3,12,11,16,6,5,24,36,0,9,16,1,9,4,4,12,11,15,17,2,2,1,12,6,24,1,0,18,1,5,0,0,51,1,15,19,22,1
"Ant347",0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,5,0,0,0,0,9,0,0,2,6,5,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,18
"Ant380",76,38,0,0,7,0,1,0,12,0,0,5,14,0,7,0,0,34,0,0,26,0,3,74,0,0,0,10,0,0,0,0,22,0,0,51,0,0,0,5,19,3,0
"Ant390",0,0,8,0,0,2,0,1,8,0,3,8,2,0,0,0,3,3,3,9,8,6,4,0,0,14,0,7,0,5,3,10,2,1,0,1,0,0,0,1,0,13,4
"Ant475",6,21,10,1,0,4,2,0,2,5,0,5,5,0,1,2,0,9,0,0,7,1,18,1,0,0,0,21,1,2,1,0,4,0,1,15,0,5,1,0,3,0,0
"Ant482",3,20,8,2,4,0,7,3,10,12,0,7,6,0,9,0,0,16,1,2,9,1,9,15,0,0,1,29,2,3,0,0,10,0,4,19,0,19,0,3,0,9,0
"Ant560",4,11,16,1,8,6,22,0,23,2,0,19,14,0,17,0,0,9,0,0,2,0,6,15,0,0,0,5,0,1,0,0,17,0,0,22,0,3,13,0,9,0,0
"Ant564",0,0,2,2,0,3,0,0,0,0,7,0,0,0,0,2,20,0,1,22,1,6,2,0,1,5,1,0,4,1,14,9,2,8,12,1,18,0,4,0,0,0,0
