"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant19","Ant26","Ant30","Ant38","Ant60","Ant76","Ant158","Ant191","Ant196","Ant209","Ant252","Ant308","Ant311","Ant518","Ant0","Ant13","Ant23","Ant27","Ant32","Ant43","Ant44","Ant50","Ant97","Ant109","Ant115","Ant117","Ant124","Ant127","Ant131","Ant137","Ant142","Ant149","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant190","Ant198","Ant207","Ant215","Ant217","Ant218","Ant219","Ant238","Ant242","Ant243","Ant255","Ant263","Ant289","Ant298","Ant324","Ant342","Ant347","Ant356","Ant380","Ant390","Ant394","Ant395","Ant437","Ant458","Ant462","Ant475","Ant482","Ant492","Ant501","Ant530","Ant538","Ant560","Ant564"
"Ant38",4,0,1,0,8,1,0,0,8,8,0,0,12,0,1,12,3,17,0,0,4,1,0,3,1,0,4,6,1,1,0,1,6,0,0,3,0,7,1,1,1,1,2,0,0,0,11,1,19,18,1,4,2,3,0,0,5,3,0,2,0,12,2,2,7,0,0,2,9,3,0,5,0,0,1,0,23,25,0
"Ant60",3,0,5,6,0,0,11,2,0,9,0,0,0,0,8,1,0,0,11,0,0,0,16,6,3,2,23,0,1,36,12,5,3,15,0,13,17,3,2,1,7,0,6,0,9,7,3,1,1,2,7,0,6,0,12,5,1,0,5,5,17,0,9,24,0,7,3,0,0,0,13,1,7,8,25,0,0,0,8
"Ant76",0,7,0,0,4,67,0,6,24,1,12,0,0,3,0,18,1,13,0,7,18,8,0,2,3,2,0,2,0,0,0,2,21,2,9,0,0,0,0,3,0,3,1,15,0,1,8,13,21,27,0,10,3,3,0,0,1,16,0,0,1,14,0,0,9,0,0,13,3,29,2,5,0,0,0,37,20,15,0
"Ant158",1,0,3,8,8,0,6,8,1,7,0,0,3,0,5,10,0,5,2,0,0,0,1,5,8,4,5,5,6,1,8,10,8,5,0,6,4,1,10,5,8,0,4,0,0,13,6,3,2,11,3,7,18,13,12,10,1,8,5,20,5,9,10,17,4,8,5,10,1,10,7,9,3,5,4,0,8,4,9
"Ant191",0,0,1,14,0,0,14,1,0,1,1,8,0,5,0,0,1,5,12,0,0,0,9,3,4,1,8,0,5,23,8,12,2,13,0,4,26,1,0,0,20,0,9,0,7,5,4,0,0,0,14,2,12,0,11,3,0,1,13,14,6,1,11,9,2,8,1,0,0,0,3,0,3,12,5,0,1,1,8
"Ant196",1,21,6,0,4,13,7,11,10,0,12,1,18,10,0,0,2,14,0,3,6,9,0,2,3,2,5,24,0,1,2,3,10,3,8,1,0,11,14,5,0,7,4,8,0,7,23,6,23,32,0,10,6,16,1,0,2,15,0,0,2,22,0,1,9,3,3,6,19,8,1,10,2,0,1,2,25,10,0
"Ant209",1,3,5,0,1,0,2,5,0,2,3,0,1,0,1,2,0,1,6,0,0,0,1,3,0,0,1,0,1,5,3,2,4,2,0,2,0,6,0,2,3,0,1,0,0,1,1,1,0,4,0,1,5,0,0,1,7,2,0,1,4,3,0,5,0,2,5,1,0,2,1,2,0,1,0,0,2,1,2
"Ant252",1,11,4,0,3,3,1,1,14,2,17,0,13,5,5,14,1,0,2,26,11,9,5,3,1,3,1,5,2,0,8,0,9,3,13,0,2,12,4,5,0,9,0,23,1,6,3,33,12,18,1,15,2,4,2,4,2,4,0,4,1,28,1,4,4,1,1,3,14,5,2,10,4,0,2,14,14,7,0
"Ant308",0,3,4,12,4,0,1,0,0,11,0,11,0,2,12,0,6,2,0,0,0,0,0,7,3,0,6,0,5,5,10,26,8,21,0,6,6,6,6,6,5,0,4,0,3,7,2,2,0,0,6,0,13,3,6,1,1,4,6,0,12,3,5,9,1,16,1,1,0,1,32,2,1,2,10,0,1,5,10
"Ant311",0,8,0,0,0,3,0,0,0,0,0,0,7,0,0,3,0,26,0,0,25,51,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,5,0,28,0,0,0,29,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,26,0,0,0
"Ant518",0,9,1,1,0,30,0,1,4,0,4,0,18,0,0,6,0,11,0,25,0,22,0,0,0,0,0,6,0,0,0,0,2,0,13,0,0,1,3,3,0,4,0,13,0,0,8,9,10,15,0,3,0,5,0,0,3,16,0,0,0,18,0,0,3,0,0,6,10,4,0,7,0,0,0,23,11,4,1
"Ant0",0,18,1,0,0,12,0,2,5,0,1,0,8,0,0,9,0,9,0,51,22,0,0,0,0,5,0,1,0,0,5,1,1,3,6,1,0,0,2,0,3,11,0,40,0,1,5,35,2,9,0,6,0,10,0,0,0,2,0,0,0,9,3,0,1,0,0,1,5,5,0,0,0,0,0,16,2,3,0
"Ant13",0,1,5,8,1,0,6,2,2,3,0,16,0,1,9,0,1,5,0,0,0,0,0,1,1,0,5,2,0,16,1,0,2,8,0,2,4,0,1,0,4,0,6,0,2,1,1,0,0,1,1,1,17,0,8,3,0,4,5,3,5,1,6,0,0,3,8,1,0,0,3,2,6,15,2,0,0,0,3
"Ant23",4,3,11,3,1,1,1,3,1,6,3,6,2,5,3,2,3,3,7,0,0,0,1,0,0,7,6,1,0,1,9,8,2,6,1,2,3,4,1,3,8,0,7,0,15,2,5,0,1,24,13,5,7,3,1,4,1,0,12,0,13,6,0,4,0,11,7,2,2,2,20,4,6,1,2,4,8,3,2
"Ant27",0,2,2,2,0,2,0,4,0,2,1,3,3,8,4,3,0,1,3,0,0,0,1,0,0,0,6,2,0,3,4,5,7,0,0,1,1,1,3,0,1,4,4,0,17,0,3,0,9,6,2,1,2,2,0,2,0,3,1,2,3,7,13,1,1,0,0,2,1,0,1,1,5,3,0,0,0,1,5
"Ant32",3,1,1,0,4,8,1,3,2,4,0,2,2,4,1,2,0,3,0,0,0,5,0,7,0,0,1,0,1,0,3,2,4,5,0,0,1,6,3,6,0,1,1,0,0,0,8,1,0,9,1,6,0,2,0,1,0,5,1,0,2,8,0,0,12,0,0,3,1,1,1,4,0,1,0,0,5,1,0
"Ant43",4,0,15,28,4,0,17,1,1,4,4,23,0,5,8,5,1,1,6,0,0,0,5,6,6,1,0,0,0,55,1,4,2,3,0,16,11,3,0,2,4,0,6,0,5,0,4,0,0,6,19,0,9,0,33,4,1,1,4,0,1,3,12,14,6,0,9,1,0,4,9,2,9,32,9,0,4,5,27
"Ant44",4,2,0,1,1,1,0,0,4,1,6,0,2,5,0,24,0,5,0,0,6,1,2,1,2,0,0,0,3,0,9,2,2,0,1,0,0,5,9,3,0,0,0,0,0,0,9,0,2,19,0,8,5,4,1,0,6,8,0,0,1,0,0,1,3,0,0,6,14,1,0,9,0,2,2,0,7,10,0
"Ant50",2,0,1,0,9,0,4,4,0,0,1,1,0,6,5,0,1,2,5,0,0,0,0,0,0,1,0,3,0,0,1,3,1,4,0,2,2,14,3,1,3,0,8,0,0,3,14,2,1,2,1,6,0,1,0,4,3,4,0,2,8,3,1,1,4,2,4,0,0,0,0,4,1,1,0,0,6,8,0
"Ant97",0,0,1,27,1,0,30,1,0,4,1,36,0,1,23,1,5,0,5,0,0,0,16,1,3,0,55,0,0,0,3,12,1,5,0,24,45,0,1,0,6,0,0,0,23,2,0,0,0,1,16,1,8,0,31,3,0,2,19,8,7,0,19,21,2,10,7,1,0,0,7,1,3,37,23,0,0,1,32
"Ant109",2,8,5,3,3,0,10,1,1,5,0,12,0,8,8,2,3,8,10,0,0,5,1,9,4,3,1,9,1,3,0,5,5,27,0,14,2,1,0,2,12,0,4,0,14,10,2,4,1,6,5,2,10,0,5,2,0,4,8,14,19,3,7,9,0,12,8,1,0,1,10,3,11,5,3,2,0,3,2
"Ant115",9,1,4,6,6,0,11,2,3,10,1,5,2,10,12,3,2,0,26,0,0,1,0,8,5,2,4,2,3,12,5,0,8,6,0,20,26,3,2,1,18,2,6,0,11,0,3,1,3,5,9,2,10,1,6,6,5,4,25,18,7,3,5,9,4,13,6,2,5,3,7,7,8,14,18,2,5,3,2
"Ant117",8,5,10,4,8,3,2,0,19,5,6,3,21,8,2,10,4,9,8,0,2,1,2,2,7,4,2,2,1,1,5,8,0,2,0,3,0,6,0,4,2,9,8,0,1,7,6,3,6,32,2,4,10,10,1,3,2,6,5,3,6,19,1,2,6,3,17,11,6,30,10,2,2,1,1,0,12,3,2
"Ant124",7,1,4,9,0,1,2,8,1,5,0,15,2,5,13,3,2,3,21,0,0,3,8,6,0,5,3,0,4,5,27,6,2,0,0,8,8,3,1,0,12,0,10,0,15,4,10,0,0,1,6,2,3,2,7,3,5,2,7,5,13,3,0,4,4,22,9,5,1,0,18,5,5,1,9,0,1,0,1
"Ant127",0,7,0,0,0,7,0,0,0,0,0,0,9,0,0,8,0,13,0,17,13,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,23,0,0,0,12,1,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,8,0,0,0,0,0,0,33,6,0,0
"Ant131",0,1,2,13,0,1,6,0,1,1,3,13,0,6,4,1,2,0,6,0,0,1,2,2,1,0,16,0,2,24,14,20,3,8,0,0,8,4,0,0,6,0,3,0,3,3,1,1,0,4,8,0,21,2,1,2,0,1,6,7,8,1,7,6,1,4,2,4,0,1,8,0,6,14,15,0,1,0,11
"Ant137",0,0,0,21,0,0,6,1,0,10,0,17,0,4,26,0,0,2,6,0,0,0,4,3,1,1,11,0,2,45,2,26,0,8,0,8,0,0,0,0,19,2,4,0,3,5,1,1,1,5,10,0,12,0,11,3,1,0,5,6,8,1,39,6,3,8,5,1,0,2,4,2,1,23,12,0,2,0,2
"Ant142",4,5,1,1,9,5,1,13,1,6,7,3,0,1,1,11,6,12,6,0,1,0,0,4,1,6,3,5,14,0,1,3,6,3,0,4,0,0,20,9,1,7,8,0,8,5,19,4,8,14,0,3,2,4,1,2,1,0,0,10,3,30,0,0,4,2,3,1,5,2,5,6,5,0,1,2,11,18,0
"Ant149",2,2,6,2,2,2,0,4,5,0,1,2,0,10,0,14,0,4,6,0,3,2,1,1,3,3,0,9,3,1,0,2,0,1,4,0,0,20,0,2,1,1,4,0,1,1,9,3,4,22,0,10,1,13,0,0,3,5,0,1,0,20,1,0,1,1,3,7,7,2,1,5,0,1,0,5,19,13,0
"Ant156",1,2,3,1,7,0,0,5,6,0,1,1,3,5,0,5,2,5,6,0,3,0,0,3,0,6,2,3,1,0,2,1,4,0,0,0,0,9,2,0,0,5,0,0,0,6,6,2,7,30,0,5,2,1,1,1,0,2,0,0,0,14,0,1,6,0,0,16,2,12,5,4,0,0,0,2,26,17,0
"Ant159",1,2,7,5,4,0,7,3,1,19,1,7,0,8,20,0,3,0,5,0,0,3,4,8,1,0,4,0,3,6,12,18,2,12,0,6,19,1,1,0,0,0,0,0,11,9,0,4,0,0,12,2,23,2,14,5,1,0,9,1,19,3,1,1,1,14,8,3,1,0,8,2,1,1,4,0,0,0,3
"Ant169",0,14,2,0,11,21,0,0,4,0,1,0,3,0,0,7,0,9,0,5,4,11,0,0,4,1,0,0,0,0,0,2,9,0,12,0,2,7,1,5,0,0,1,10,0,0,4,17,9,15,0,1,0,1,0,0,0,3,0,0,1,12,0,0,0,0,0,4,9,12,0,2,0,0,0,33,4,0,0
"Ant173",1,8,5,6,0,0,8,1,4,3,2,6,1,4,9,4,1,0,4,0,0,0,6,7,4,1,6,0,8,0,4,6,8,10,0,3,4,8,4,0,0,1,0,0,7,7,1,0,1,2,3,2,9,3,12,10,0,4,4,0,7,7,1,7,1,11,3,4,1,9,4,3,7,1,1,0,7,2,5
"Ant176",0,18,0,0,0,1,0,0,0,0,0,0,15,0,0,8,0,23,0,28,13,40,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,10,0,0,0,0,0,28,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,0,0,0,0,0,33,0,0,0
"Ant178",0,2,1,8,1,0,0,2,0,9,0,9,0,0,7,0,0,1,3,0,0,0,2,15,17,0,5,0,0,23,14,11,1,15,0,3,3,8,1,0,11,0,7,0,0,2,0,0,0,1,5,2,6,0,1,2,0,0,7,2,3,4,4,3,1,18,11,3,0,15,13,1,3,5,11,0,0,1,4
"Ant186",4,3,10,2,7,0,3,0,2,4,0,7,1,13,5,7,1,6,7,0,0,1,1,2,0,0,0,0,3,2,10,0,7,4,0,3,5,5,1,6,9,0,7,0,2,0,3,1,3,6,2,2,6,7,0,2,1,7,0,5,13,5,3,5,7,5,7,6,9,3,7,6,13,2,1,1,6,0,3
"Ant190",1,12,3,1,5,6,1,10,15,4,11,3,8,6,4,23,1,3,2,0,8,5,1,5,3,8,4,9,14,0,2,3,6,10,0,1,1,19,9,6,0,4,1,0,0,3,0,3,9,26,2,7,6,11,0,0,2,4,1,0,3,27,4,0,4,1,3,24,5,11,1,8,2,0,1,2,13,8,1
"Ant198",0,13,3,0,0,9,3,0,2,0,1,1,13,3,0,6,1,33,2,29,9,35,0,0,0,1,0,0,2,0,4,1,3,0,12,1,1,4,3,2,4,17,0,28,0,1,3,0,17,7,1,4,2,1,0,1,1,5,0,0,1,4,1,0,0,1,2,9,19,5,0,2,0,0,0,25,6,4,0
"Ant207",1,18,4,0,3,36,0,7,14,2,19,1,21,2,0,23,0,12,0,0,10,2,0,1,9,0,0,2,1,0,1,3,6,0,1,0,1,8,4,7,0,9,1,3,0,3,9,17,0,17,0,10,1,22,0,0,5,11,0,0,1,32,2,0,2,0,1,10,8,12,0,5,0,0,2,2,17,12,0
"Ant215",3,25,2,0,14,37,0,14,72,8,18,2,27,11,0,32,4,18,0,0,15,9,1,24,6,9,6,19,2,1,6,5,32,1,3,4,5,14,22,30,0,15,2,0,1,6,26,7,17,0,0,6,14,29,1,0,3,23,0,5,4,60,7,3,11,6,4,27,16,28,14,11,1,1,6,4,17,9,0
"Ant217",0,0,1,5,0,0,8,8,0,1,1,7,0,3,14,0,0,1,6,0,0,0,1,13,2,1,19,0,1,16,5,9,2,6,0,8,10,0,0,0,12,0,3,0,5,2,2,1,0,0,0,0,2,0,15,1,1,4,0,7,7,0,9,15,0,9,3,1,1,1,11,1,7,6,3,0,0,0,7
"Ant218",1,11,3,0,7,5,0,1,13,0,4,0,10,7,2,10,1,15,0,2,3,6,1,5,1,6,0,8,6,1,2,2,4,2,3,0,0,3,10,5,2,1,2,4,2,2,7,4,10,6,0,0,0,9,0,0,2,4,0,0,1,18,0,0,3,0,1,5,3,6,4,15,1,1,0,0,30,18,4
"Ant219",1,3,6,6,7,2,14,2,1,4,2,6,3,18,12,6,5,2,13,0,0,0,17,7,2,0,9,5,0,8,10,10,10,3,0,21,12,2,1,2,23,0,9,0,6,6,6,2,1,14,2,0,0,4,13,10,3,6,11,27,11,2,16,11,1,22,22,1,3,1,11,2,15,27,20,0,4,5,4
"Ant238",1,8,3,1,7,12,1,1,5,0,3,0,3,13,0,16,0,4,3,2,5,10,0,3,2,2,0,4,1,0,0,1,10,2,1,2,0,4,13,1,2,1,3,4,0,7,11,1,22,29,0,9,4,0,1,0,3,9,0,2,0,24,0,2,6,0,1,6,13,7,0,9,0,0,0,4,21,4,0
"Ant242",1,0,0,16,0,0,7,2,0,3,0,12,0,12,11,1,0,2,6,0,0,0,8,1,0,0,33,1,0,31,5,6,1,7,0,1,11,1,0,1,14,0,12,0,1,0,0,0,0,1,15,0,13,1,0,3,1,1,6,7,4,4,23,26,1,5,2,4,0,0,2,2,4,24,9,0,1,0,44
"Ant243",7,2,43,4,2,0,5,0,0,2,0,5,0,10,3,0,1,4,1,0,0,0,3,4,2,1,4,0,4,3,2,6,3,3,0,2,3,2,0,1,5,0,10,0,2,2,0,1,0,0,1,0,10,0,3,0,6,1,4,7,6,3,4,4,0,13,10,0,0,2,5,0,6,1,4,0,0,1,0
"Ant255",6,4,3,0,3,0,0,5,1,1,5,1,1,1,0,2,7,2,1,0,3,0,0,1,0,0,1,6,3,0,0,5,2,5,0,0,1,1,3,0,1,0,0,0,0,1,2,1,5,3,1,2,3,3,1,6,0,2,0,0,4,2,0,0,5,1,0,10,3,0,13,4,1,0,0,0,11,1,0
"Ant263",5,3,1,0,7,3,3,7,10,7,3,0,16,8,1,15,2,4,4,0,16,2,4,0,3,5,1,8,4,2,4,4,6,2,0,1,0,0,5,2,0,3,4,0,0,7,4,5,11,23,4,4,6,9,1,1,2,0,0,5,1,16,4,1,4,0,3,21,6,6,0,8,4,1,0,7,8,3,1
"Ant289",0,0,4,3,0,0,1,0,0,3,0,5,0,5,13,0,0,0,6,0,0,0,5,12,1,1,4,0,0,19,8,25,5,7,0,6,5,0,0,0,9,0,4,0,7,0,1,0,0,0,0,0,11,0,6,4,0,0,0,3,9,0,9,9,2,22,3,1,0,0,5,0,1,3,11,0,0,0,6
"Ant298",1,2,3,1,0,0,14,2,0,1,2,5,0,20,14,0,1,4,0,0,0,0,3,0,2,0,0,0,2,8,14,18,3,5,0,7,6,10,1,0,1,0,0,0,2,5,0,0,0,5,7,0,27,2,7,7,0,5,3,0,7,0,3,1,6,13,8,1,0,0,6,2,17,0,6,0,0,0,4
"Ant324",1,5,2,3,0,0,4,4,0,7,0,17,1,5,6,2,4,1,12,0,0,0,5,13,3,2,1,1,8,7,19,7,6,13,0,8,8,3,0,0,19,1,7,0,3,13,3,1,1,4,7,1,11,0,4,6,4,1,9,7,0,1,6,12,0,37,11,1,0,2,22,0,7,4,24,0,0,5,2
"Ant342",4,5,1,2,12,4,0,3,29,5,12,0,14,9,1,22,3,28,3,0,18,9,1,6,7,8,3,0,3,0,3,3,19,3,0,1,1,30,20,14,3,12,7,0,4,5,27,4,32,60,0,18,2,24,4,3,2,16,0,0,1,0,1,1,15,3,0,11,14,20,1,20,3,0,0,0,44,13,0
"Ant347",1,5,2,4,0,0,5,5,0,6,2,9,0,10,11,0,0,1,5,0,0,3,6,0,13,0,12,0,1,19,7,5,1,0,0,7,39,0,1,0,1,0,1,0,4,3,4,1,2,7,9,0,16,0,23,4,0,4,9,3,6,1,0,7,1,6,6,3,3,4,14,2,3,17,5,0,3,0,8
"Ant356",1,0,9,2,3,0,9,5,0,3,2,24,0,17,9,1,5,4,9,0,0,0,0,4,1,0,14,1,1,21,9,9,2,4,0,6,6,0,0,1,1,0,7,0,3,5,0,0,0,3,15,0,11,2,26,4,0,1,9,1,12,1,7,0,3,3,3,0,0,6,6,1,6,4,6,0,0,2,5
"Ant380",1,10,2,1,5,3,0,5,8,1,7,0,9,4,2,9,0,4,1,0,3,1,0,0,1,12,6,3,4,2,0,4,6,4,1,1,3,4,1,6,1,0,1,0,1,7,4,0,2,11,0,3,1,6,1,0,5,4,2,6,0,15,1,3,0,3,1,5,19,3,6,11,0,1,2,0,8,2,0
"Ant390",1,3,5,10,0,0,4,3,0,9,0,7,0,8,8,3,2,1,16,0,0,0,3,11,0,0,0,0,2,10,12,13,3,22,0,4,8,2,1,0,14,0,11,0,18,5,1,1,0,6,9,0,22,0,5,13,1,0,22,13,37,3,6,3,3,0,2,2,0,3,35,1,6,1,12,0,1,0,6
"Ant394",5,2,9,7,0,0,0,7,1,4,0,3,0,5,1,3,5,1,1,0,0,0,8,7,0,0,9,0,4,7,8,6,17,9,0,2,5,3,3,0,8,0,3,0,11,7,3,2,1,4,3,1,22,1,2,10,0,3,3,8,11,0,6,3,1,2,0,1,0,0,1,0,5,5,1,0,1,5,2
"Ant395",3,5,2,0,8,13,1,4,5,5,2,0,13,10,0,6,1,3,1,3,6,1,1,2,2,3,1,6,0,1,1,2,11,5,16,4,1,1,7,16,3,4,4,6,3,6,24,9,10,27,1,5,1,6,4,0,10,21,1,1,1,11,3,0,5,2,1,0,15,3,3,14,0,1,1,8,7,2,0
"Ant437",1,16,2,0,2,6,0,2,16,0,9,0,3,1,0,19,0,14,0,9,10,5,0,2,1,1,0,14,0,0,0,5,6,1,8,0,0,5,7,2,1,9,1,17,0,9,5,19,8,16,1,3,3,13,0,0,3,6,0,0,0,14,3,0,19,0,0,15,0,5,7,9,0,1,0,8,9,3,1
"Ant458",0,18,2,0,0,70,0,4,23,3,3,0,29,10,0,8,2,5,1,0,4,5,0,2,0,1,4,1,0,0,1,3,30,0,0,1,2,2,2,12,0,12,9,0,15,3,11,5,12,28,1,6,1,7,0,2,0,6,0,0,2,20,4,6,3,3,0,3,5,0,3,5,0,0,0,2,9,2,0
"Ant462",0,0,1,7,2,0,3,2,10,4,0,13,2,7,3,1,1,2,32,0,0,0,3,20,1,1,9,0,0,7,10,7,10,18,0,8,4,5,1,5,8,0,4,0,13,7,1,0,0,14,11,4,11,0,2,5,13,0,5,6,22,1,14,6,6,35,1,3,7,3,0,5,18,4,7,0,8,0,0
"Ant475",7,1,1,0,5,7,0,5,3,4,5,1,5,9,0,10,2,10,2,0,7,0,2,4,1,4,2,9,4,1,3,7,2,5,0,0,2,6,5,4,2,2,3,0,1,6,8,2,5,11,1,15,2,9,2,0,4,8,0,2,0,20,2,1,11,1,0,14,9,5,5,0,1,0,0,2,5,16,0
"Ant482",0,1,6,6,1,0,5,3,1,3,0,7,0,3,3,2,0,4,1,0,0,0,6,6,5,0,9,0,1,3,11,8,2,5,0,6,1,5,0,0,1,0,7,0,3,13,2,0,0,1,7,1,15,0,4,6,1,4,1,17,7,3,3,6,0,6,5,0,0,0,18,1,0,0,0,0,2,1,0
"Ant492",0,0,2,9,0,1,7,0,0,4,0,8,0,5,12,0,1,0,2,0,0,0,15,1,3,1,32,2,1,37,5,14,1,1,0,14,23,0,1,0,1,0,1,0,5,2,0,0,0,1,6,1,27,0,24,1,0,1,3,0,4,0,17,4,1,1,5,1,1,0,4,0,0,0,14,0,2,0,9
"Ant501",1,2,4,20,0,0,26,6,0,1,1,25,0,4,5,1,0,2,10,0,0,0,2,2,0,0,9,2,0,23,3,18,1,9,0,15,12,1,0,0,4,0,1,0,11,1,1,0,2,6,3,0,20,0,9,4,0,0,11,6,24,0,5,6,2,12,1,1,0,0,7,0,0,14,0,0,1,0,12
"Ant530",0,9,0,0,0,35,0,0,2,0,0,0,37,0,0,2,0,14,0,26,23,16,0,4,0,0,0,0,0,0,2,2,0,0,33,0,0,2,5,2,0,33,0,33,0,1,2,25,2,4,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,8,8,2,0,2,0,0,0,0,4,0,0
"Ant538",0,7,0,0,8,0,0,5,17,0,23,0,20,8,1,25,2,14,1,0,11,2,0,8,0,5,4,7,6,0,0,5,12,1,6,1,2,11,19,26,0,4,7,0,0,6,13,6,17,17,0,30,4,21,1,0,11,8,0,0,0,44,3,0,8,1,1,7,9,9,8,5,2,2,1,4,0,14,0
"Ant560",1,5,17,1,4,0,1,7,22,0,25,0,15,4,1,10,1,7,5,0,4,3,0,3,1,1,5,10,8,1,3,3,3,0,0,0,0,18,13,17,0,0,2,0,1,0,8,4,12,9,0,18,5,4,0,1,1,3,0,0,5,13,0,2,2,0,5,2,3,2,0,16,1,0,0,0,14,0,0
"Ant564",1,2,3,12,0,0,7,0,0,2,0,8,0,9,8,0,2,0,10,0,1,0,3,2,5,0,27,0,0,32,2,2,2,1,0,11,2,0,0,0,3,0,5,0,4,3,1,0,0,0,7,4,4,0,44,0,0,1,6,4,2,0,8,5,0,6,2,0,1,0,0,0,0,9,12,0,0,0,0
