"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant19","Ant26","Ant30","Ant60","Ant76","Ant158","Ant191","Ant196","Ant252","Ant308","Ant518","Ant0","Ant13","Ant23","Ant27","Ant43","Ant50","Ant97","Ant109","Ant115","Ant117","Ant124","Ant137","Ant159","Ant178","Ant186","Ant190","Ant215","Ant219","Ant238","Ant242","Ant243","Ant255","Ant289","Ant324","Ant342","Ant347","Ant380","Ant390","Ant394","Ant395","Ant458","Ant475","Ant482","Ant501","Ant560","Ant564"
"Ant60",1,6,15,2,1,0,11,9,3,5,0,3,2,4,4,3,11,0,4,5,2,2,14,0,26,3,7,8,4,0,0,1,11,2,8,6,2,5,52,2,1,4,2,0,4,5,10,1,6,0,15,2,1,2
"Ant76",20,12,5,3,12,39,3,14,6,0,3,0,0,2,10,10,3,0,14,0,0,15,0,7,3,13,0,4,5,0,0,0,4,4,5,0,7,0,7,9,0,2,4,0,10,1,15,15,2,6,10,0,13,0
"Ant158",0,0,0,7,0,0,0,0,0,1,2,0,0,2,0,2,0,0,0,6,19,0,14,0,13,0,12,0,0,2,0,12,0,2,1,3,0,7,0,0,2,5,0,3,0,0,1,1,0,0,0,4,0,18
"Ant191",0,2,2,5,0,0,1,0,0,16,4,2,2,0,3,5,5,0,0,10,17,1,40,0,11,0,11,2,0,0,8,2,0,0,5,5,2,26,1,1,58,1,1,19,2,15,9,1,3,0,2,3,0,0
"Ant196",11,21,7,2,9,41,4,15,3,6,4,10,0,3,0,13,22,0,6,3,1,22,2,4,8,8,4,6,4,0,5,0,17,5,6,0,28,0,5,21,0,7,18,0,29,5,8,15,30,12,20,1,25,0
"Ant252",6,21,7,2,15,1,8,11,7,0,3,10,2,5,13,0,13,0,13,3,2,31,0,0,4,8,2,10,4,0,8,3,19,3,17,2,8,0,8,6,0,7,4,2,11,4,1,1,9,1,12,2,2,0
"Ant308",0,5,3,1,10,0,17,4,1,6,11,3,0,5,22,13,0,0,1,0,0,20,5,0,3,1,17,0,2,0,12,0,20,0,0,2,10,0,4,8,3,2,3,0,16,21,8,4,10,7,5,0,1,9
"Ant518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ant0",7,12,1,0,8,20,1,12,1,1,4,14,0,0,6,13,1,0,0,1,2,11,5,3,3,3,1,5,7,0,0,0,5,6,10,0,15,0,8,16,0,1,18,0,9,0,0,9,8,3,4,0,6,0
"Ant13",0,4,1,3,0,0,5,0,1,0,5,0,6,10,3,3,0,0,1,0,6,2,5,0,7,1,8,2,0,1,0,6,0,0,0,1,2,6,3,0,4,6,0,3,2,0,3,2,4,1,0,0,0,3
"Ant23",0,5,2,3,0,0,2,0,1,12,2,0,19,17,1,2,0,0,2,6,0,0,26,0,7,1,6,0,1,1,1,6,0,0,0,12,0,39,3,0,0,12,2,11,3,2,4,1,5,0,0,7,0,0
"Ant27",9,18,10,0,12,36,6,12,4,3,2,15,0,1,22,31,20,0,11,2,0,0,0,3,3,13,1,14,6,0,14,5,16,7,17,0,12,0,12,12,1,2,24,0,21,2,9,17,9,4,13,2,11,0
"Ant43",0,1,1,4,0,0,3,1,5,19,14,0,14,40,2,0,5,0,5,5,26,0,0,0,6,1,16,1,0,1,0,13,1,3,10,0,1,11,3,0,0,8,3,4,0,35,5,3,1,0,0,2,0,4
"Ant50",10,3,0,0,2,13,0,11,0,0,0,7,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,2,4,0,0,0,0,0,0,0,7,0,1,31,0,0,19,0,13,0,0,17,0,0,0,0,5,0
"Ant97",4,9,16,10,1,0,5,1,3,7,26,3,13,11,8,4,3,0,3,7,7,3,6,0,0,9,44,11,1,0,9,10,6,8,6,0,7,5,12,1,7,3,5,6,2,4,15,6,10,2,4,6,0,4
"Ant109",3,7,22,0,1,0,24,5,3,3,3,13,0,0,8,8,1,0,3,1,1,13,1,0,9,0,7,8,4,0,13,3,6,13,6,3,2,0,7,8,2,3,4,0,6,4,7,7,3,4,8,2,1,0
"Ant115",4,9,10,2,1,0,5,0,3,3,7,0,12,11,4,2,17,0,1,8,6,1,16,0,44,7,0,6,2,7,18,23,1,6,11,1,2,0,7,1,35,5,0,1,2,21,3,0,1,1,1,17,0,11
"Ant117",3,5,3,4,3,1,2,8,3,3,8,4,0,2,6,10,0,0,5,2,0,14,1,2,11,8,6,0,4,0,2,2,5,0,11,1,5,0,9,14,2,2,11,0,10,2,12,4,8,8,4,0,3,0
"Ant124",8,9,0,0,12,8,11,8,0,6,4,5,0,0,4,4,2,0,7,0,1,6,0,4,1,4,2,4,0,0,13,1,9,8,0,1,1,0,13,12,0,0,17,0,17,0,1,10,4,19,3,0,3,0
"Ant137",0,0,0,6,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,7,0,0,0,0,1,0,0,0,25,0,5,0,0,6,3,0,0,0,0,0,0,3,0,0,13,0,0
"Ant159",2,4,8,1,0,0,3,0,2,11,0,0,0,8,5,8,12,0,0,0,1,14,0,0,9,13,18,2,13,0,0,6,3,7,0,2,3,5,2,3,2,3,4,1,6,4,3,4,6,14,15,0,1,0
"Ant178",0,4,3,27,0,0,3,1,12,10,1,0,12,2,0,3,0,0,0,6,6,5,13,0,10,3,23,2,1,1,6,0,1,0,2,5,4,4,0,1,41,14,0,1,1,3,2,1,0,0,0,3,0,2
"Ant186",8,15,7,6,14,0,1,14,0,11,11,4,0,0,17,19,20,0,5,0,0,16,1,0,6,6,1,5,9,0,3,1,0,0,3,2,6,0,8,8,0,2,11,0,19,8,7,7,4,1,10,0,1,0
"Ant190",1,6,0,0,1,0,1,0,1,13,2,4,2,0,5,3,0,0,6,0,0,7,3,0,8,13,6,0,8,0,7,0,0,0,4,1,7,0,4,2,2,2,2,0,5,1,0,1,3,2,6,0,0,1
"Ant215",20,27,3,3,11,0,5,16,3,2,8,5,1,5,6,17,0,0,10,0,0,17,10,0,6,6,11,11,0,0,0,2,3,4,0,6,11,0,9,24,1,19,7,0,27,1,1,6,7,0,2,1,0,4
"Ant219",0,0,1,3,0,0,2,0,1,1,6,0,3,5,0,2,2,0,0,1,12,0,0,0,0,3,1,1,1,25,2,5,2,1,6,0,0,5,0,1,2,14,0,10,0,1,2,0,3,0,0,2,0,2
"Ant238",9,1,4,4,2,60,6,16,0,3,2,7,0,2,28,8,10,0,15,2,0,12,1,7,7,2,2,5,1,0,3,4,6,7,11,0,0,0,4,11,0,0,16,0,28,0,8,15,15,7,2,0,13,0
"Ant242",1,3,0,1,0,0,0,0,0,1,5,0,7,26,0,0,0,0,0,6,39,0,11,0,5,0,0,0,0,5,5,4,0,0,0,5,0,0,4,2,0,1,1,22,2,0,1,1,2,0,0,3,0,2
"Ant243",7,17,10,2,7,5,4,9,2,11,52,7,0,1,5,8,4,0,8,3,3,12,3,1,12,7,7,9,13,0,2,0,8,4,9,0,4,4,0,8,2,2,19,1,8,1,7,26,12,6,5,3,5,2
"Ant255",12,16,4,0,21,161,2,14,13,4,2,9,0,1,21,6,8,0,16,0,0,12,0,31,1,8,1,14,12,0,3,1,8,2,24,1,11,2,8,0,0,5,32,0,25,0,1,21,19,16,3,0,24,0
"Ant289",0,2,12,4,0,0,0,0,2,6,1,0,2,58,0,0,3,0,0,4,0,1,0,0,7,2,35,2,0,6,2,41,0,2,1,2,0,0,2,0,0,3,0,11,0,15,8,1,1,0,1,0,0,2
"Ant324",0,1,5,3,4,0,23,0,5,8,4,2,5,1,7,7,2,0,1,6,12,2,8,0,3,3,5,2,0,3,3,14,2,2,19,14,0,1,2,5,3,0,1,3,1,4,2,0,3,0,1,3,3,8
"Ant342",19,28,2,0,20,102,3,9,1,10,2,4,0,1,18,4,3,0,18,0,2,24,3,19,5,4,0,11,17,0,4,0,11,2,7,0,16,1,19,32,0,1,0,0,27,0,2,21,8,11,3,0,27,0
"Ant347",0,2,0,8,0,0,0,0,0,0,0,0,3,19,0,2,0,0,0,3,11,0,4,0,6,0,1,0,0,0,1,1,0,0,0,10,0,22,1,0,11,3,0,0,0,2,0,1,0,0,0,4,0,6
"Ant380",13,16,4,1,27,78,8,16,6,4,4,10,0,2,29,11,16,0,9,2,3,21,0,13,2,6,2,10,17,0,6,1,19,5,27,0,28,2,8,25,0,1,27,0,0,7,8,24,9,6,11,2,19,0
"Ant390",0,2,0,2,0,0,6,0,0,5,5,1,0,15,5,4,21,0,0,0,2,2,35,0,4,4,21,2,0,0,4,3,8,1,1,1,0,0,1,0,15,4,0,2,7,0,22,0,20,0,0,10,0,4
"Ant394",0,5,2,6,0,0,0,0,1,23,10,15,1,9,8,1,8,0,0,3,4,9,5,0,15,7,3,12,1,0,3,2,7,0,1,2,8,1,7,1,8,2,2,0,8,22,0,6,12,0,6,1,0,2
"Ant395",29,13,0,0,4,28,3,17,1,2,1,15,1,1,15,1,4,0,9,2,1,17,3,17,6,7,0,4,10,0,4,1,7,1,6,0,15,1,26,21,1,0,21,1,24,0,6,0,6,5,7,1,14,2
"Ant458",5,29,0,0,8,0,3,2,3,5,6,2,0,3,30,9,10,0,8,4,5,9,1,0,10,3,1,8,4,3,6,0,4,3,7,3,15,2,12,19,1,3,8,0,9,20,12,6,0,4,4,6,0,4
"Ant475",1,4,7,0,2,3,0,6,0,2,0,6,0,0,12,1,7,0,3,1,0,4,0,0,2,4,1,8,19,0,14,0,1,2,0,0,7,0,6,16,0,0,11,0,6,0,0,5,4,0,1,0,7,0
"Ant482",1,11,7,1,1,0,4,8,2,5,15,10,0,2,20,12,5,0,4,0,0,13,0,0,4,8,1,4,3,0,15,0,10,6,2,0,2,0,5,3,1,1,3,0,11,0,6,7,4,1,0,0,0,0
"Ant501",0,0,0,22,0,0,4,0,1,0,2,0,4,3,1,2,0,0,0,0,7,2,2,0,6,2,17,0,0,13,0,3,0,0,1,2,0,3,3,0,0,3,0,4,2,10,1,1,6,0,0,0,0,8
"Ant560",36,14,3,0,10,3,0,6,0,1,1,13,0,0,25,2,1,0,6,0,0,11,0,5,0,1,0,3,3,0,1,0,1,0,0,0,13,0,5,24,0,3,27,0,19,0,0,14,0,7,0,0,0,0
"Ant564",0,1,1,10,0,0,0,0,1,4,2,0,18,0,0,0,9,0,0,3,0,0,4,0,4,0,11,0,0,0,0,2,0,1,4,2,0,2,2,0,2,8,0,6,0,4,2,2,4,0,0,8,0,0
