"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant19","Ant26","Ant30","Ant60","Ant76","Ant158","Ant191","Ant196","Ant252","Ant308","Ant518","Ant0","Ant13","Ant23","Ant27","Ant43","Ant50","Ant97","Ant109","Ant115","Ant117","Ant124","Ant137","Ant159","Ant178","Ant186","Ant190","Ant215","Ant219","Ant238","Ant242","Ant243","Ant255","Ant289","Ant324","Ant342","Ant347","Ant380","Ant390","Ant394","Ant395","Ant458","Ant475","Ant482","Ant501","Ant560","Ant564"
"Ant0",7,28,3,0,10,29,3,10,11,0,1,4,2,1,19,15,1,0,0,0,0,4,0,6,5,5,3,5,16,0,0,0,5,5,4,1,3,0,5,11,0,2,23,0,23,5,3,13,6,15,4,0,13,0
"Ant13",1,1,1,0,0,0,0,0,2,4,8,0,11,2,7,2,1,0,0,0,9,8,26,0,8,3,20,1,0,1,14,4,0,0,2,11,1,19,4,0,9,10,0,0,4,12,27,2,0,0,2,0,0,1
"Ant23",5,2,2,9,0,0,0,0,8,0,5,0,7,9,3,1,2,0,0,9,0,11,13,0,4,2,10,2,0,1,6,14,1,1,11,6,0,15,9,0,7,16,0,0,7,36,2,1,0,0,0,5,0,0
"Ant27",31,19,4,3,8,186,0,14,7,1,5,16,10,2,15,15,3,0,4,8,11,0,2,3,2,9,2,15,17,0,0,2,0,6,23,0,13,3,3,4,0,11,62,0,26,1,0,22,12,21,15,0,10,0
"Ant43",0,2,0,10,0,0,1,0,16,9,3,0,1,0,1,10,13,0,0,26,13,2,0,0,4,4,20,2,1,3,6,7,1,0,0,10,1,8,2,0,6,8,1,1,1,1,14,0,2,0,0,4,0,0
"Ant50",3,16,2,3,7,5,0,8,0,0,0,3,1,0,3,2,0,0,6,0,0,3,0,0,0,8,1,4,3,0,0,1,0,4,0,0,5,0,1,11,0,0,10,0,24,0,0,9,2,0,3,0,0,0
"Ant97",2,22,12,3,2,3,4,6,10,10,13,2,5,6,5,17,4,1,5,8,4,2,4,0,0,11,16,21,9,8,17,3,9,7,14,5,3,3,11,1,1,6,12,3,6,12,6,0,2,1,0,2,4,1
"Ant109",5,17,16,2,0,0,20,0,6,6,6,7,9,3,16,0,6,0,5,3,2,9,4,8,11,0,5,10,8,2,8,11,5,6,9,0,2,3,7,8,4,8,11,7,9,5,5,5,5,7,2,7,0,2
"Ant115",1,8,21,19,1,0,23,1,20,10,12,0,24,14,5,4,13,0,3,20,10,2,20,1,16,5,0,4,6,7,20,9,3,6,0,20,0,19,2,3,18,13,2,0,2,21,10,2,1,1,2,13,0,0
"Ant117",4,20,8,0,9,3,9,3,8,0,8,10,7,3,6,4,4,0,5,1,2,15,2,4,21,10,4,0,12,0,1,0,10,12,15,1,1,1,9,3,0,0,12,0,18,6,2,5,3,12,6,0,2,0
"Ant124",20,40,15,2,2,7,11,11,4,6,3,14,7,1,19,6,1,0,16,0,0,17,1,3,9,8,6,12,0,0,5,2,14,4,1,1,18,2,5,4,0,3,23,0,15,4,10,23,8,17,3,0,3,0
"Ant137",0,1,1,15,0,0,0,0,6,3,7,0,17,11,0,0,0,0,0,1,1,0,3,0,8,2,7,0,0,0,5,11,0,1,0,11,0,3,0,0,15,0,0,10,0,0,2,0,0,0,0,29,0,0
"Ant159",0,1,0,0,0,0,8,0,4,5,11,0,8,12,1,2,6,0,0,14,6,0,6,0,17,8,20,1,5,5,0,21,2,0,1,11,0,0,11,0,10,4,1,0,1,8,12,1,1,0,0,2,2,1
"Ant178",4,1,6,5,0,0,5,0,0,3,6,0,13,9,8,1,0,0,0,4,14,2,7,1,3,11,9,0,2,11,21,0,0,1,0,18,1,12,2,1,11,8,6,0,0,23,9,0,0,0,1,15,1,13
"Ant186",13,46,1,3,7,0,4,15,7,2,1,14,6,1,10,5,11,0,5,0,1,0,1,0,9,5,3,10,14,0,2,0,0,10,5,1,18,1,14,3,1,3,12,0,30,0,4,27,13,10,8,1,7,0
"Ant190",7,13,4,3,9,0,9,2,3,2,9,3,2,3,16,4,2,0,5,0,1,6,0,4,7,6,6,12,4,1,0,1,10,0,1,0,6,0,6,1,0,5,4,0,29,1,2,3,4,5,0,0,1,0
"Ant215",6,36,5,4,1,0,15,17,14,4,2,3,1,6,13,13,3,0,4,2,11,23,0,0,14,9,0,15,1,0,1,0,5,1,0,4,4,3,11,4,0,9,11,0,37,3,5,6,3,12,0,3,6,3
"Ant219",0,8,0,3,0,0,8,1,1,9,5,0,2,1,0,4,5,0,1,11,6,0,10,0,5,0,20,1,1,11,11,18,1,0,4,0,0,2,0,0,0,2,2,1,4,2,2,2,3,0,0,10,0,10
"Ant238",18,11,1,1,2,74,0,6,0,0,0,15,0,0,25,8,1,0,3,1,0,13,1,5,3,2,0,1,18,0,0,1,18,6,4,0,0,0,3,6,0,0,39,0,26,0,1,73,0,4,7,0,3,0
"Ant242",3,2,17,20,0,0,2,0,1,4,7,0,20,20,0,0,0,0,0,19,15,3,8,0,3,3,19,1,2,3,0,12,1,0,3,2,0,0,0,0,23,7,0,0,1,14,6,3,1,0,1,10,0,16
"Ant243",13,18,5,1,14,3,13,2,6,9,16,16,7,4,8,6,7,0,5,4,9,3,2,1,11,7,2,9,5,0,11,2,14,6,11,0,3,0,0,13,4,5,16,1,25,1,3,8,16,1,7,0,9,0
"Ant255",11,21,5,1,11,36,1,12,0,1,0,12,0,0,10,9,1,0,11,0,0,4,0,11,1,8,3,3,4,0,0,1,3,1,4,0,6,0,13,0,0,3,48,0,37,0,0,17,1,10,10,0,12,0
"Ant289",0,0,9,16,0,0,3,0,1,1,7,0,9,17,0,1,3,0,0,9,7,0,6,0,1,4,18,0,0,15,10,11,1,0,0,0,0,23,4,0,0,7,0,0,4,10,4,0,0,0,0,1,0,4
"Ant324",1,2,1,2,1,0,3,1,6,5,11,0,20,6,6,5,8,0,2,10,16,11,8,0,6,8,13,0,3,0,4,8,3,5,9,2,0,7,5,3,7,0,1,0,10,2,7,2,1,0,0,2,1,0
"Ant342",30,37,14,2,23,112,3,30,17,1,3,20,2,4,24,16,1,0,23,0,0,62,1,10,12,11,2,12,23,0,1,6,12,4,11,2,39,0,16,48,0,1,0,0,63,0,6,38,6,28,27,2,19,0
"Ant347",0,0,0,12,0,0,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,1,0,3,7,0,0,0,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Ant380",47,27,6,1,31,124,1,22,37,4,11,19,3,2,30,25,7,0,23,4,7,26,1,24,6,9,2,18,15,0,1,0,30,29,37,4,26,1,25,37,4,10,63,0,0,1,14,51,27,33,18,2,18,1
"Ant390",0,5,4,13,0,0,1,0,7,7,7,0,4,2,3,1,7,0,5,12,36,1,1,0,12,5,21,6,4,0,8,23,0,1,3,2,0,14,1,0,10,2,0,0,1,0,8,2,1,1,0,6,5,14
"Ant394",3,4,7,6,0,0,1,0,1,16,3,2,7,3,14,4,15,0,3,27,2,0,14,0,6,5,10,2,10,2,12,9,4,2,5,2,1,6,3,0,4,7,6,1,14,8,0,0,3,4,2,0,0,0
"Ant395",17,37,12,1,31,208,6,29,4,0,2,23,3,1,28,13,1,0,13,2,1,22,0,9,0,5,2,5,23,0,1,0,27,3,6,2,73,3,8,17,0,2,38,0,51,2,0,0,4,13,15,0,26,0
"Ant458",3,28,3,1,2,0,2,2,2,1,10,9,1,1,7,4,4,0,6,0,0,12,2,2,2,5,1,3,8,0,1,0,13,4,3,3,0,1,16,1,0,1,6,0,27,1,3,4,0,9,4,0,1,1
"Ant475",13,18,6,2,4,4,2,18,8,1,4,15,1,0,7,16,0,0,15,0,0,21,0,0,1,7,1,12,17,0,0,0,10,5,12,0,4,0,1,10,0,0,28,0,33,1,4,13,9,0,2,0,3,0
"Ant482",1,22,3,6,10,8,0,14,3,0,1,11,1,0,9,4,1,0,4,2,0,15,0,3,0,2,2,6,3,0,0,1,8,0,0,0,7,1,7,10,0,0,27,0,18,0,2,15,4,2,0,0,4,0
"Ant501",0,0,3,3,0,0,0,0,1,5,5,0,10,3,0,0,0,0,0,0,5,0,4,0,2,7,13,0,0,29,2,15,1,0,3,10,0,10,0,0,1,2,2,0,2,6,0,0,0,0,0,0,0,9
"Ant560",21,4,0,0,0,24,4,6,0,0,3,5,5,0,17,0,1,0,13,0,0,10,0,0,4,0,0,2,3,0,2,1,7,1,6,0,3,0,9,12,0,1,19,0,18,5,0,26,1,3,4,0,0,0
"Ant564",1,0,0,12,0,0,3,0,1,11,0,0,2,3,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,13,0,0,3,10,0,16,0,0,4,0,0,0,1,14,0,0,1,0,0,9,0,0
