"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant19","Ant26","Ant30","Ant38","Ant60","Ant76","Ant158","Ant191","Ant196","Ant209","Ant252","Ant308","Ant311","Ant518","Ant0","Ant13","Ant23","Ant27","Ant32","Ant43","Ant44","Ant50","Ant97","Ant109","Ant115","Ant117","Ant124","Ant127","Ant131","Ant137","Ant142","Ant149","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant190","Ant198","Ant207","Ant215","Ant217","Ant218","Ant219","Ant238","Ant242","Ant243","Ant255","Ant263","Ant289","Ant298","Ant324","Ant342","Ant347","Ant356","Ant380","Ant390","Ant394","Ant395","Ant437","Ant458","Ant462","Ant475","Ant482","Ant492","Ant501","Ant530","Ant538","Ant560","Ant564"
"Ant44",1,7,1,0,2,10,2,0,9,0,7,0,4,0,0,18,3,24,0,0,5,0,1,3,3,0,0,0,0,0,2,0,4,5,5,0,0,11,0,15,0,0,5,4,0,4,0,8,0,15,0,1,2,2,0,5,5,0,0,0,3,16,0,1,7,0,5,3,8,8,7,3,4,0,0,4,2,3,0
"Ant50",1,4,5,1,3,2,0,13,13,0,1,0,3,0,1,9,10,8,0,0,3,1,0,4,8,4,0,0,0,2,1,0,1,5,1,0,0,7,13,9,0,5,0,6,0,3,6,8,7,13,0,3,3,1,1,5,1,1,1,0,2,17,0,0,2,1,3,3,11,3,15,12,10,0,0,4,2,13,0
"Ant97",0,8,10,8,1,0,1,2,0,9,0,69,0,29,3,0,1,0,16,0,0,0,7,9,2,0,10,0,2,0,2,16,8,8,1,22,15,0,0,0,15,0,2,0,8,6,2,0,0,3,13,2,45,0,52,9,0,1,13,21,3,0,32,6,0,13,1,4,0,1,5,1,5,40,27,0,0,2,60
"Ant109",0,6,10,1,4,3,7,1,6,2,3,9,0,1,3,3,1,2,4,1,2,3,1,10,2,17,8,2,1,2,0,3,8,6,2,1,1,6,7,7,3,0,5,6,0,4,4,7,3,8,1,5,4,3,0,17,4,5,1,1,10,7,0,3,2,10,16,4,9,5,1,2,5,1,0,0,1,4,4
"Ant115",0,1,20,16,1,0,0,1,0,18,0,12,0,1,18,0,0,0,14,0,2,0,5,0,0,0,8,0,0,16,3,0,1,2,0,24,11,0,0,0,48,0,0,5,6,0,0,0,0,0,17,0,4,0,1,1,0,0,8,10,1,0,3,10,0,15,3,6,0,2,3,0,2,1,4,1,1,1,10
"Ant117",2,16,9,2,2,15,1,3,4,0,3,0,7,1,3,16,4,12,3,1,0,4,3,0,4,0,6,4,1,8,8,1,0,4,11,1,0,12,1,0,1,1,1,3,3,10,9,14,6,10,4,3,1,3,0,8,2,2,0,2,3,8,0,3,7,4,0,7,8,7,6,2,3,2,0,3,8,8,0
"Ant124",0,3,6,7,4,5,6,5,12,5,2,3,1,3,4,7,2,2,4,0,2,2,3,7,2,5,12,5,5,8,6,2,4,0,0,2,0,17,4,9,1,0,3,8,1,7,2,7,2,2,0,5,2,2,0,7,2,3,4,8,4,14,0,5,1,10,6,8,3,0,10,6,15,1,0,0,5,1,0
"Ant127",4,9,6,1,32,2,0,6,6,0,4,0,10,0,2,30,4,11,1,3,1,8,0,0,1,1,0,5,1,1,2,0,11,0,0,0,0,20,5,2,1,0,4,15,0,3,4,19,16,14,0,8,1,1,0,1,7,12,1,0,3,19,0,3,30,0,0,4,15,14,0,8,4,0,1,9,9,1,0
"Ant131",1,1,2,6,0,0,7,0,0,9,0,25,0,6,0,1,0,0,8,0,0,0,15,2,0,0,3,0,0,22,1,24,1,2,0,0,8,1,0,2,12,0,2,1,7,2,0,0,0,1,14,0,11,0,6,2,0,0,6,42,5,0,12,27,1,14,1,0,0,3,2,0,1,3,11,0,0,5,6
"Ant137",0,0,0,13,0,1,5,0,0,1,0,24,0,26,5,0,0,0,3,1,2,0,1,3,0,0,17,0,0,15,1,11,0,0,0,8,0,2,0,0,12,0,0,0,9,1,2,0,0,4,4,1,6,0,24,4,1,0,3,1,1,0,12,1,0,7,2,1,0,1,0,1,2,6,2,0,0,0,10
"Ant142",11,5,0,3,14,0,1,0,29,0,6,0,2,0,5,37,8,8,4,0,4,0,0,5,8,10,0,11,7,0,6,0,12,17,20,1,2,0,13,18,0,5,7,14,0,23,2,1,7,6,0,10,0,5,0,1,4,10,0,0,1,28,0,1,14,0,10,12,15,12,22,0,3,0,3,1,18,0,0
"Ant149",3,5,7,0,2,3,5,1,19,0,3,0,5,0,1,14,5,3,1,1,6,1,0,4,0,2,4,0,13,0,7,0,1,4,5,0,0,13,0,6,0,4,4,0,1,2,2,5,5,4,0,5,2,4,0,1,13,5,0,0,1,25,0,2,1,0,0,7,12,8,0,5,7,0,0,2,3,3,0
"Ant156",9,2,1,1,7,1,1,1,0,0,2,0,3,1,0,11,3,2,1,0,3,1,0,0,6,3,0,15,9,0,7,0,0,9,2,2,0,18,6,0,0,3,3,4,0,6,6,1,10,3,0,7,3,6,0,0,2,4,1,0,0,10,0,6,7,0,3,7,8,5,2,0,6,0,0,3,5,1,0
"Ant159",0,0,3,20,0,0,9,1,1,8,0,13,0,11,11,0,0,0,2,0,1,2,6,1,0,1,0,0,0,15,3,48,1,1,1,12,12,0,0,0,0,0,0,0,6,1,1,1,0,0,9,0,17,0,0,1,0,0,5,0,0,0,0,7,2,2,0,0,0,1,0,0,0,3,3,0,0,0,3
"Ant169",6,2,0,2,2,11,0,4,8,0,1,0,13,0,0,10,1,11,0,10,3,3,2,0,1,0,0,0,5,0,0,0,1,0,0,0,0,5,4,3,0,0,0,9,0,0,0,8,14,3,0,1,0,7,0,0,2,5,1,1,0,10,0,0,4,0,0,0,3,4,1,4,0,0,0,15,9,3,0
"Ant173",2,4,5,3,1,2,2,2,13,2,0,0,1,0,16,5,1,1,1,1,1,0,0,4,14,1,0,5,0,2,5,0,1,3,4,2,0,7,4,3,0,0,0,7,0,7,5,4,0,7,0,2,13,1,2,5,1,2,2,0,7,3,0,2,3,3,3,2,7,5,13,1,30,3,0,1,2,1,0
"Ant176",1,11,5,4,11,4,0,8,8,1,8,0,3,0,2,16,3,28,2,3,6,2,7,4,6,4,0,4,6,0,6,5,3,8,15,1,0,14,0,4,0,9,7,0,2,10,1,2,3,7,3,5,5,8,1,1,0,7,3,0,4,15,0,3,9,0,8,10,7,5,2,10,16,3,5,3,14,1,6
"Ant178",2,0,0,7,0,0,11,0,0,8,0,17,0,41,3,2,0,1,4,0,1,0,3,4,0,0,12,0,0,8,0,6,3,1,0,7,9,0,1,0,6,0,0,2,0,0,0,2,0,0,14,0,18,0,7,2,2,0,5,16,18,1,7,1,0,7,0,1,0,0,0,0,6,13,4,0,0,2,2
"Ant186",1,6,7,1,5,0,1,4,6,1,5,2,0,1,4,8,9,3,5,0,7,0,3,4,5,7,4,4,3,6,4,0,10,7,3,2,1,23,2,6,1,0,7,10,0,0,1,2,2,3,1,3,2,3,1,4,4,1,1,3,5,7,0,1,2,7,4,2,0,1,10,6,0,1,0,13,3,4,0
"Ant190",1,16,9,1,7,5,1,4,4,2,1,7,2,0,6,19,1,3,7,0,1,0,0,4,0,9,2,0,6,2,4,0,9,2,4,0,2,2,2,6,1,0,5,1,0,1,0,15,6,6,3,8,9,0,1,4,2,2,1,2,0,2,1,0,3,1,2,2,7,1,0,1,9,1,3,0,1,3,0
"Ant198",5,28,1,0,16,51,2,11,4,0,7,2,17,0,1,22,5,22,4,8,12,21,0,7,3,8,4,8,8,0,7,0,14,7,19,0,0,1,5,1,1,8,4,2,2,2,15,0,26,8,0,14,0,9,0,1,1,13,0,1,4,14,0,6,25,0,1,11,8,5,5,6,6,0,0,11,10,8,0
"Ant207",0,15,0,0,12,71,0,3,10,0,2,1,10,0,0,15,16,2,0,5,11,14,0,1,1,6,0,0,7,0,3,0,6,2,16,0,0,7,5,10,0,14,0,3,0,2,6,26,0,13,1,8,1,5,0,2,3,16,0,0,1,26,0,3,5,0,0,15,27,3,0,2,2,0,2,3,3,0,0
"Ant215",2,33,9,2,4,28,1,9,0,0,5,0,6,0,5,88,3,3,0,1,2,7,0,0,9,11,0,15,13,3,8,0,10,2,14,1,4,6,4,3,0,3,7,7,0,3,6,8,13,0,0,25,6,0,0,8,5,16,1,0,3,5,0,0,12,0,9,10,36,21,5,2,10,2,0,12,15,2,0
"Ant217",0,1,25,8,0,0,1,0,1,11,0,8,0,3,5,0,0,2,3,0,1,0,10,1,0,1,15,0,0,13,1,17,4,0,0,14,4,0,0,0,9,0,0,3,14,1,3,0,1,0,0,0,43,0,0,1,2,0,4,27,0,0,1,22,0,14,1,0,0,0,0,1,1,3,1,0,0,0,1
"Ant218",1,9,2,1,5,20,0,10,9,0,0,1,5,3,0,18,7,5,0,3,8,14,0,3,0,1,0,1,3,2,5,0,3,5,8,0,1,10,5,7,0,1,2,5,0,3,8,14,8,25,0,0,1,2,0,2,2,8,1,1,2,6,1,1,10,0,1,8,9,3,0,4,1,0,3,3,16,7,0
"Ant219",3,6,6,7,0,2,6,4,3,9,0,20,0,26,7,0,2,1,13,2,1,0,3,8,1,1,15,2,3,45,4,4,1,2,1,11,6,0,2,3,17,0,13,5,18,2,9,0,1,6,43,1,0,0,21,2,6,0,7,20,14,5,12,6,2,11,4,4,1,1,10,1,4,14,8,0,0,1,25
"Ant238",0,2,0,0,2,24,0,7,3,0,7,0,3,0,0,6,1,1,0,12,1,3,0,1,0,2,0,2,1,0,3,0,3,2,1,0,0,5,4,6,0,7,1,8,0,3,0,9,5,0,0,2,0,0,0,0,0,4,0,0,0,12,0,0,6,0,0,1,6,11,3,6,0,0,0,3,11,0,0
"Ant242",0,2,0,12,0,0,0,1,0,10,1,20,0,1,6,0,0,1,1,0,0,0,0,6,0,0,15,0,1,52,0,1,0,0,0,6,24,0,0,0,0,0,2,1,7,1,1,0,0,0,0,0,21,0,0,0,0,0,1,0,6,0,9,4,0,3,3,0,0,0,3,0,0,26,11,0,1,0,12
"Ant243",0,3,14,8,0,1,2,0,3,0,0,4,0,2,4,4,7,1,5,0,0,0,0,4,2,7,3,5,5,9,17,1,8,7,1,2,4,1,1,0,1,0,5,1,2,4,4,1,2,8,1,2,2,0,0,0,4,6,3,6,5,11,0,4,1,13,3,2,2,9,5,2,3,1,5,4,2,26,1
"Ant255",0,2,2,0,0,5,0,0,6,0,2,4,0,0,2,7,8,1,2,0,1,0,0,3,1,3,0,5,1,0,4,0,2,2,7,0,1,4,13,2,0,2,1,0,2,4,2,1,3,5,2,2,6,0,0,4,0,3,2,1,5,5,0,1,3,1,2,0,3,2,4,0,4,3,0,0,7,1,0
"Ant263",2,3,2,0,10,13,0,7,5,0,3,0,6,0,1,22,6,8,0,11,7,9,0,0,5,2,1,0,1,1,5,0,2,3,12,0,0,10,5,4,0,5,2,7,0,1,2,13,16,16,0,8,0,4,0,6,3,0,0,0,0,14,0,1,7,0,7,1,4,11,2,12,2,0,0,17,7,1,0
"Ant289",1,3,2,6,1,0,4,1,1,6,0,12,0,7,2,1,0,1,7,0,0,0,3,2,2,0,2,0,1,13,1,8,0,4,1,6,3,0,0,1,5,1,2,3,5,1,1,0,0,1,4,1,7,0,1,3,2,0,0,10,9,3,1,10,0,6,3,1,0,2,2,0,0,4,2,2,0,1,15
"Ant298",0,1,0,17,0,0,8,2,0,24,0,13,1,11,3,0,0,0,26,0,2,0,1,7,1,1,14,0,0,21,1,10,2,8,0,42,1,0,0,0,0,1,0,0,16,3,2,1,0,0,27,1,20,0,0,6,1,0,10,0,14,0,0,1,1,1,1,2,0,0,0,1,0,8,0,0,0,0,2
"Ant324",3,9,3,0,0,6,2,3,1,18,2,7,1,12,0,0,0,5,8,0,0,0,9,17,2,0,17,3,2,3,10,1,3,4,3,5,1,1,1,0,0,0,7,4,18,5,0,4,1,3,0,2,14,0,6,5,5,0,9,14,0,2,2,4,0,6,2,0,0,5,6,7,8,2,0,0,1,5,3
"Ant342",4,20,19,3,27,9,0,12,45,0,14,6,15,0,1,51,11,23,2,5,24,6,3,3,12,12,0,16,17,0,7,0,8,14,19,0,0,28,25,10,0,10,3,15,1,7,2,14,26,5,0,6,5,12,0,11,5,14,3,0,2,0,0,10,21,1,16,22,28,12,3,14,4,1,1,18,27,6,2
"Ant347",0,0,0,5,0,1,3,0,2,6,0,11,0,21,0,0,0,0,2,0,0,0,1,0,0,0,11,0,0,32,0,3,0,0,0,12,12,0,0,0,0,0,0,0,7,0,1,0,0,0,1,1,12,0,9,0,0,0,1,0,2,0,0,0,0,4,0,0,0,0,0,0,0,18,17,0,0,3,12
"Ant356",0,2,12,13,1,1,7,0,0,0,0,5,1,0,12,2,1,5,10,0,0,0,11,3,0,3,22,1,0,6,3,10,3,5,3,27,1,1,2,6,7,0,2,3,1,1,0,6,3,0,22,1,6,0,4,4,1,1,10,1,4,10,0,0,0,10,2,4,2,0,1,1,3,2,1,3,0,3,1
"Ant380",8,13,5,2,18,14,0,12,18,0,1,0,3,0,0,20,13,8,0,2,3,1,0,4,6,8,0,7,2,0,2,0,7,1,30,1,0,14,1,7,2,4,3,9,0,2,3,25,5,12,0,10,2,6,0,1,3,7,0,1,0,21,0,0,0,0,3,5,12,2,3,7,4,0,0,4,24,2,0
"Ant390",0,1,12,9,0,0,5,0,2,15,0,6,0,14,17,0,0,1,10,0,0,0,0,3,1,6,22,0,1,13,10,15,4,10,0,14,7,0,0,0,2,0,3,0,7,7,1,0,0,0,14,0,11,0,3,13,1,0,6,1,6,1,4,10,0,0,15,0,1,5,0,0,0,1,8,0,3,7,7
"Ant394",1,13,5,4,3,5,4,0,5,0,0,2,1,0,10,12,0,1,2,5,2,3,1,2,10,0,7,5,3,1,16,3,0,6,0,1,2,10,0,3,0,0,3,8,0,4,2,1,0,9,1,1,4,0,3,3,2,7,3,1,2,16,0,2,3,15,0,5,4,4,25,7,2,0,0,2,3,6,3
"Ant395",0,22,9,1,11,7,0,8,13,1,8,0,6,1,6,11,1,3,4,1,4,8,2,4,4,4,2,3,3,4,4,6,7,8,4,0,1,12,7,7,0,0,2,10,1,2,2,11,15,10,0,8,4,1,0,2,0,1,1,2,0,22,0,4,5,0,5,0,6,12,4,6,2,0,1,4,3,3,2
"Ant437",5,9,6,0,14,7,4,2,28,2,1,0,20,0,1,31,1,13,2,10,9,15,0,8,5,8,0,8,11,0,9,0,8,3,15,0,0,15,12,8,0,3,7,7,0,0,7,8,27,36,0,9,1,6,0,2,3,4,0,0,0,28,0,2,12,1,4,6,0,9,3,12,1,0,0,21,8,31,0
"Ant458",2,9,6,6,4,25,0,2,4,0,1,2,4,0,2,26,0,12,0,0,7,4,0,3,9,8,4,8,3,1,5,2,7,0,14,3,1,12,8,5,1,4,5,5,0,1,1,5,3,21,0,3,1,11,0,9,2,11,2,0,5,12,0,0,2,5,4,12,9,0,0,3,3,0,0,2,13,1,3
"Ant462",0,13,1,2,3,0,5,0,18,0,1,2,1,0,2,18,5,5,1,0,0,0,0,13,6,4,1,7,15,5,1,3,6,10,0,2,0,22,0,2,0,1,13,2,0,10,0,5,0,5,0,0,10,3,3,5,4,2,2,0,6,3,0,1,3,0,25,4,3,0,0,1,3,8,3,3,7,1,1
"Ant475",3,7,3,0,5,0,6,6,2,0,18,1,3,0,3,12,3,3,1,0,9,7,0,0,0,8,1,3,12,1,2,0,2,6,8,0,1,0,5,0,0,4,1,10,0,6,1,6,2,2,1,4,1,6,0,2,0,12,0,1,7,14,0,1,7,0,7,6,12,3,1,0,0,1,0,9,9,4,0
"Ant482",1,6,18,4,1,3,3,0,6,1,4,1,6,0,1,15,10,5,5,2,1,1,1,0,15,2,1,4,10,5,5,2,3,15,4,1,2,3,7,6,0,0,30,16,6,0,9,6,2,10,1,1,4,0,0,3,4,2,0,0,8,4,0,3,4,0,2,2,1,3,3,0,0,0,1,1,1,2,0
"Ant492",0,0,2,8,0,0,2,0,0,4,0,22,0,11,3,0,0,0,1,0,0,0,1,1,0,0,4,0,0,40,1,1,2,1,0,3,6,0,0,0,3,0,3,3,13,1,1,0,0,2,3,0,14,0,26,1,3,0,4,8,2,1,18,2,0,1,0,0,0,0,8,1,0,0,4,0,0,0,21
"Ant501",0,4,2,1,0,0,7,0,0,14,0,3,2,0,5,0,0,0,6,0,5,0,8,0,0,0,0,0,0,27,0,4,0,0,1,11,2,3,0,0,3,0,0,5,4,0,3,0,2,0,1,3,8,0,11,5,0,0,2,0,0,1,17,1,0,8,0,1,0,0,3,0,1,4,0,0,0,0,11
"Ant530",6,5,5,0,11,7,0,4,1,0,29,0,8,0,0,6,3,14,0,46,22,60,0,0,3,2,0,4,4,0,0,1,3,0,9,0,0,1,2,3,0,15,1,3,0,13,0,11,3,12,0,3,0,3,0,4,0,17,2,0,0,18,0,3,4,0,2,4,21,2,3,9,1,0,0,0,5,0,0
"Ant538",5,5,2,3,15,12,4,7,7,0,5,0,17,0,3,46,3,23,0,3,0,1,1,1,4,3,0,2,2,0,1,1,8,5,9,0,0,18,3,5,0,9,2,14,0,3,1,10,3,15,0,16,0,11,1,2,7,7,0,0,1,27,0,0,24,3,3,3,8,13,7,9,1,0,0,5,0,1,0
"Ant560",4,4,59,1,2,7,10,0,2,0,9,7,7,0,0,4,2,9,2,2,0,1,0,3,9,3,0,3,13,2,4,1,8,1,1,5,0,0,3,1,0,3,1,1,2,4,3,8,0,2,0,7,1,0,0,26,1,1,1,0,5,6,3,3,2,7,6,3,31,1,1,4,2,0,0,0,1,0,0
"Ant564",0,0,5,3,0,0,1,0,0,4,0,32,0,19,0,0,0,0,1,0,0,0,1,1,0,0,7,0,0,60,4,10,0,0,0,6,10,0,0,0,3,0,0,6,2,0,0,0,0,0,1,0,25,0,12,1,0,0,15,2,3,2,12,1,0,7,3,2,0,3,1,0,0,21,11,0,0,0,0
