"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant19","Ant26","Ant30","Ant60","Ant76","Ant158","Ant191","Ant196","Ant252","Ant308","Ant518","Ant0","Ant13","Ant23","Ant27","Ant43","Ant50","Ant97","Ant109","Ant115","Ant117","Ant124","Ant137","Ant159","Ant178","Ant186","Ant190","Ant215","Ant219","Ant238","Ant242","Ant243","Ant255","Ant289","Ant324","Ant342","Ant347","Ant380","Ant390","Ant394","Ant395","Ant458","Ant475","Ant482","Ant501","Ant560","Ant564"
"Ant60",0,1,26,3,0,0,16,1,5,11,0,29,2,10,7,1,19,0,1,15,2,1,3,0,26,7,18,14,6,1,1,1,7,3,12,1,0,2,14,2,2,16,3,1,0,5,24,12,6,1,6,3,0,0
"Ant76",21,27,11,2,23,78,1,31,20,20,29,0,9,5,31,15,7,0,9,5,1,7,2,10,9,18,9,17,9,4,3,0,9,5,17,1,14,4,9,9,1,39,17,0,24,1,15,11,62,9,52,0,10,1
"Ant158",2,1,11,9,1,0,10,0,1,7,2,9,0,24,1,2,2,0,1,2,0,0,25,0,3,3,14,3,0,14,5,8,3,6,2,11,4,6,6,2,4,11,0,22,2,0,3,7,2,4,4,3,0,5
"Ant191",2,3,4,2,0,0,2,2,3,1,10,5,24,0,4,4,7,0,1,11,10,1,4,0,1,7,26,2,8,4,1,4,2,5,15,6,0,1,4,0,1,8,3,0,0,7,4,4,1,0,2,1,0,3
"Ant196",10,7,2,0,24,84,2,10,6,1,7,31,1,4,0,6,3,0,15,1,0,3,1,16,6,11,5,7,10,0,2,1,10,11,3,0,16,2,7,7,0,13,25,0,27,1,4,8,19,19,9,0,17,0
"Ant252",9,7,5,2,6,21,1,5,6,1,1,15,2,4,6,0,6,0,13,2,1,3,0,5,2,0,5,8,7,1,0,2,5,7,16,0,6,1,6,8,1,0,8,1,9,1,1,6,6,1,3,1,2,0
"Ant308",2,0,9,5,2,0,12,0,3,18,19,7,2,7,3,6,0,0,3,16,3,0,1,0,10,4,8,5,16,0,11,1,6,7,12,0,1,1,4,2,3,11,0,0,0,13,11,2,0,2,1,1,0,0
"Ant518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ant0",12,6,3,1,18,43,6,20,7,1,1,9,1,1,15,13,3,0,0,0,0,5,0,2,0,1,0,12,11,1,0,0,16,2,19,1,12,2,18,18,0,1,26,0,16,5,1,5,13,5,7,0,9,0
"Ant13",0,0,7,15,0,1,3,0,4,4,15,5,2,11,1,2,16,0,0,0,2,1,3,0,14,6,6,1,0,0,6,1,2,3,7,1,0,6,1,0,10,10,0,0,0,5,6,2,2,0,0,2,0,2
"Ant23",0,0,11,7,0,0,10,0,0,8,2,1,0,10,0,1,3,0,0,2,0,0,0,0,3,4,3,0,0,0,4,15,1,1,6,3,0,1,4,0,7,4,0,3,0,0,4,0,0,0,0,0,0,0
"Ant27",12,3,2,0,5,28,5,19,5,1,1,7,0,1,3,3,0,0,5,1,0,0,0,5,1,6,2,4,13,0,0,0,7,3,16,0,2,0,9,8,1,2,19,0,17,8,2,22,7,18,6,0,15,0
"Ant43",0,0,1,13,0,0,4,0,1,6,3,2,25,4,1,0,1,0,0,3,0,0,0,0,22,4,34,3,0,3,9,27,1,2,9,14,0,1,8,0,2,0,0,0,0,1,6,1,0,0,5,16,0,9
"Ant50",5,10,0,0,5,16,0,5,0,0,0,10,0,0,16,5,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,5,0,0,32,0,30,0,0,29,0,1,0,0,15,0
"Ant97",0,1,31,6,1,0,3,1,8,22,26,9,3,1,6,2,10,0,0,14,3,1,22,0,0,5,15,2,5,4,19,5,4,2,5,1,1,5,9,1,21,3,0,13,0,16,10,2,0,0,4,16,0,6
"Ant109",5,7,5,6,0,0,6,4,10,4,7,18,3,7,11,0,4,0,1,6,4,6,4,0,5,0,13,2,26,1,4,4,6,2,12,2,1,1,16,3,2,10,6,2,2,1,2,5,3,4,3,1,0,0
"Ant115",4,0,13,11,1,0,31,7,2,20,18,9,14,26,5,5,8,0,0,6,3,2,34,0,15,13,0,3,2,9,0,10,4,10,28,5,1,16,10,3,0,12,3,5,2,20,18,3,1,5,5,16,0,7
"Ant117",4,9,16,0,3,2,9,4,6,1,14,17,3,2,7,8,5,0,12,1,0,4,3,0,2,2,3,0,22,0,1,0,12,4,12,1,1,1,12,16,0,3,18,0,6,2,1,1,8,3,7,0,0,0
"Ant124",7,10,9,1,1,3,7,6,8,1,6,9,0,8,10,7,16,0,11,0,0,13,0,0,5,26,2,22,0,1,0,0,27,1,19,0,0,2,17,29,1,2,15,0,4,0,0,16,5,9,19,0,2,0
"Ant137",3,1,0,0,0,0,0,0,0,3,1,4,14,4,0,1,0,0,1,0,0,0,3,0,4,1,9,0,1,0,0,20,1,0,0,16,0,18,3,0,6,2,0,2,0,0,1,2,0,0,2,3,0,1
"Ant159",0,0,1,1,0,0,0,0,2,30,1,3,5,1,2,0,11,0,0,6,4,0,9,0,19,4,0,1,0,0,0,22,2,1,0,10,1,5,2,0,5,3,0,0,0,0,5,0,0,1,0,4,0,21
"Ant178",0,0,0,8,0,0,0,0,0,18,1,0,8,4,1,2,1,0,0,1,15,0,27,0,5,4,10,0,0,20,22,0,0,0,3,3,1,8,0,0,3,1,0,3,0,0,9,0,0,0,1,23,0,4
"Ant186",6,26,9,1,9,5,6,5,10,4,7,9,3,2,10,5,6,0,16,2,1,7,1,0,4,6,4,12,27,1,2,0,0,4,23,0,16,1,13,7,0,3,22,0,7,4,4,17,12,17,4,0,0,0
"Ant190",8,1,1,2,2,1,10,11,2,3,3,5,6,5,11,7,7,0,2,3,1,3,2,0,2,2,10,4,1,0,1,0,4,0,4,0,1,0,2,0,2,0,3,0,2,6,4,2,2,3,2,2,0,0
"Ant215",13,2,13,1,14,32,29,4,26,14,12,17,2,15,3,16,12,0,19,7,6,16,9,0,5,12,28,12,19,0,0,3,23,4,0,1,0,0,27,15,2,8,13,0,0,18,6,23,7,14,7,2,0,5
"Ant219",0,0,0,7,0,0,4,0,0,2,1,1,11,6,0,0,0,0,1,1,3,0,14,0,1,2,5,1,0,16,10,3,0,0,1,0,0,11,2,0,7,1,0,0,0,0,1,0,0,0,0,0,0,5
"Ant238",5,5,1,0,19,81,2,11,6,4,0,14,4,0,16,6,1,0,12,0,0,2,0,14,1,1,1,1,0,0,1,1,16,1,0,0,0,0,5,7,0,6,22,0,28,0,0,4,0,11,4,1,12,0
"Ant242",1,0,3,13,0,0,2,0,1,4,2,4,6,1,2,1,1,0,2,6,1,0,1,0,5,1,16,1,2,18,5,8,1,0,0,11,0,0,3,0,14,5,2,2,1,7,4,0,0,0,0,2,0,5
"Ant243",4,20,11,7,4,26,7,25,9,2,14,9,6,4,7,6,4,0,18,1,4,9,8,1,9,16,10,12,17,3,2,0,13,2,27,2,5,3,0,15,2,9,6,0,11,5,10,4,14,3,10,1,3,1
"Ant255",23,9,4,2,9,29,5,5,16,4,2,9,2,0,7,8,2,0,18,0,0,8,0,5,1,3,3,16,29,0,0,0,7,0,15,0,7,0,15,0,0,1,37,0,17,0,1,8,15,9,6,0,6,0
"Ant289",0,0,0,22,0,0,0,0,0,3,2,1,4,1,0,1,3,0,0,10,7,1,2,0,21,2,0,0,1,6,5,3,0,2,2,7,0,14,2,0,0,9,0,14,0,6,2,0,0,0,2,10,0,10
"Ant324",6,1,6,1,0,10,1,6,1,15,16,39,11,8,13,0,11,0,1,10,4,2,0,0,3,10,12,3,2,2,3,1,3,0,8,1,6,5,9,1,9,0,0,0,1,3,3,2,9,0,0,3,0,2
"Ant342",21,28,0,2,15,132,2,29,5,4,3,17,0,3,25,8,0,0,26,0,0,19,0,32,0,6,3,18,15,0,0,0,22,3,13,0,22,2,6,37,0,0,0,0,32,0,0,27,9,29,9,0,7,1
"Ant347",0,0,0,6,0,0,1,0,0,6,1,0,22,0,0,1,0,0,0,0,3,0,0,0,13,2,5,0,0,2,0,3,0,0,0,0,0,2,0,0,14,0,0,0,0,1,0,0,1,0,0,1,0,13
"Ant380",17,44,0,0,17,205,0,5,3,0,0,24,2,0,27,9,0,0,16,0,0,17,0,30,0,2,2,6,4,0,0,0,7,2,0,0,28,1,11,17,0,1,32,0,0,0,0,23,1,23,0,0,20,0
"Ant390",0,1,15,1,6,0,6,4,5,7,5,1,0,7,1,1,13,0,5,5,0,8,1,0,16,1,20,2,0,0,0,0,4,6,18,0,0,7,5,0,6,3,0,1,0,0,11,1,1,1,2,8,0,0
"Ant394",5,0,22,8,3,0,9,2,1,14,24,15,3,4,4,1,11,0,1,6,4,2,6,0,10,2,18,1,0,1,5,9,4,4,6,1,0,4,10,1,2,3,0,0,0,11,0,7,3,2,2,1,0,2
"Ant395",12,17,0,2,37,88,8,24,4,1,12,11,7,4,8,6,2,0,5,2,0,22,1,29,2,5,3,1,16,2,0,0,17,2,23,0,4,0,4,8,0,2,27,0,23,1,7,0,3,11,5,0,20,0
"Ant458",7,11,5,3,8,6,1,11,0,3,6,62,2,1,19,6,0,0,13,2,0,7,0,0,0,3,1,8,5,0,0,0,12,2,7,0,0,0,14,15,0,9,9,1,1,1,3,3,0,9,6,0,0,0
"Ant475",6,6,2,0,6,13,6,9,3,1,1,9,4,0,19,1,2,0,5,0,0,18,0,1,0,4,5,3,9,0,1,0,17,3,14,0,11,0,3,9,0,0,29,0,23,1,2,11,9,0,2,0,13,0
"Ant482",0,2,3,0,2,1,18,2,7,0,6,52,4,2,9,3,1,0,7,0,0,6,5,0,4,3,5,7,19,2,0,1,4,2,7,0,4,0,10,6,2,0,9,0,0,2,2,5,6,2,0,0,0,0
"Ant501",0,0,0,1,0,0,2,0,3,11,3,0,3,1,0,1,1,0,0,2,0,0,16,0,16,1,16,0,0,3,4,23,0,2,2,0,1,2,1,0,10,3,0,1,0,8,1,0,0,0,0,0,0,13
"Ant560",3,8,0,0,12,12,0,22,0,0,0,10,0,0,17,2,0,0,9,0,0,15,0,15,0,0,0,0,2,0,0,0,0,0,0,0,12,0,3,6,0,0,7,0,20,0,0,20,0,13,0,0,0,0
"Ant564",0,0,2,4,0,0,3,0,0,3,0,1,5,3,0,0,0,0,0,2,0,0,9,0,6,0,7,0,0,1,21,4,0,0,5,5,0,5,1,0,10,2,1,13,0,0,2,0,0,0,0,13,0,0
