"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant19","Ant26","Ant30","Ant60","Ant76","Ant158","Ant191","Ant196","Ant252","Ant308","Ant518","Ant0","Ant13","Ant23","Ant27","Ant43","Ant50","Ant97","Ant109","Ant115","Ant117","Ant124","Ant137","Ant159","Ant178","Ant186","Ant190","Ant215","Ant219","Ant238","Ant242","Ant243","Ant255","Ant289","Ant324","Ant342","Ant347","Ant380","Ant390","Ant394","Ant395","Ant458","Ant475","Ant482","Ant501","Ant560","Ant564"
"Ant43",0,3,3,31,0,0,13,2,4,4,5,0,16,12,1,1,0,0,1,9,1,0,0,0,27,4,9,0,1,23,1,2,4,0,2,0,0,7,2,1,2,4,0,5,0,7,13,3,1,2,2,7,0,15
"Ant50",8,6,3,0,6,8,0,10,5,0,0,14,0,0,20,15,0,3,2,0,0,5,0,0,1,0,0,14,13,0,0,0,2,0,0,0,10,0,1,2,0,0,19,0,13,3,0,10,0,2,0,0,6,0
"Ant97",0,1,19,4,1,0,36,1,6,8,77,0,35,19,9,8,41,0,1,16,13,0,27,1,0,7,28,2,7,11,19,10,5,13,19,32,1,18,6,0,18,12,1,3,1,29,9,6,2,4,2,12,0,3
"Ant109",4,13,13,3,3,0,11,11,8,13,5,2,8,3,10,1,3,2,3,6,10,1,4,0,7,0,1,11,4,2,3,11,18,7,10,2,0,3,9,2,2,17,0,2,5,12,15,10,10,6,7,1,0,3
"Ant115",0,14,11,16,0,0,13,0,0,6,6,0,17,25,9,17,11,1,1,9,3,3,9,0,28,1,0,1,1,4,4,35,6,6,6,23,0,13,0,3,8,4,5,1,1,52,12,4,0,6,2,15,0,15
"Ant117",3,9,5,0,3,2,1,6,2,2,2,18,0,2,24,8,2,8,6,0,1,5,0,14,2,11,1,0,1,1,0,2,1,3,3,0,6,0,10,6,0,0,8,0,17,0,3,7,10,8,1,0,15,0
"Ant124",11,15,6,0,5,18,4,5,21,0,3,4,1,2,19,19,3,1,5,4,0,3,1,13,7,4,1,1,0,1,0,2,9,3,3,1,3,0,6,10,0,1,14,0,6,5,6,6,24,20,2,0,10,0
"Ant137",0,0,9,5,1,4,4,0,2,2,4,0,4,14,0,0,5,0,0,3,7,0,23,0,11,2,4,1,1,0,8,2,1,1,0,5,0,1,0,0,10,3,2,6,0,1,3,1,2,3,3,11,0,6
"Ant159",0,0,2,12,0,0,0,0,0,1,5,0,0,7,2,1,1,1,0,11,11,0,1,0,19,3,4,0,0,8,0,0,0,0,1,8,0,2,0,0,17,17,0,26,0,1,1,1,0,0,1,14,0,12
"Ant178",0,0,1,22,1,3,4,0,2,11,5,0,6,1,5,2,3,0,0,6,0,0,2,0,10,11,35,2,2,2,0,0,3,4,3,4,0,0,2,1,4,1,0,1,1,7,12,5,0,1,0,4,0,4
"Ant186",0,6,4,1,3,7,11,5,6,6,6,0,1,0,13,8,3,2,4,0,0,0,4,2,5,18,6,1,9,1,0,3,0,7,5,0,0,0,6,13,0,1,13,1,5,1,4,4,8,5,3,0,0,0
"Ant190",1,7,4,2,1,0,6,1,0,8,3,4,10,9,4,1,17,4,0,3,0,0,0,0,13,7,6,3,3,1,0,4,7,0,3,5,0,0,3,1,8,2,4,0,3,4,8,3,5,8,3,0,0,2
"Ant215",0,6,19,2,3,2,1,2,9,5,8,2,7,2,13,11,4,1,3,5,4,0,2,0,19,10,6,3,3,0,1,3,5,3,0,0,3,0,4,1,7,6,9,1,15,1,7,3,3,10,9,0,0,1
"Ant219",0,0,4,3,0,0,0,0,0,4,2,0,7,16,2,3,13,0,1,1,3,0,0,0,32,2,23,0,1,5,8,4,0,5,0,0,0,5,3,0,5,13,0,16,0,0,1,1,0,2,1,18,0,21
"Ant238",2,12,3,0,7,33,0,16,4,1,1,16,0,0,21,1,0,7,2,0,0,4,0,10,1,0,0,6,3,0,0,0,0,0,3,0,0,0,2,3,0,0,15,0,12,0,0,2,13,5,0,0,12,0
"Ant242",0,0,2,2,1,0,6,0,4,4,4,0,7,18,9,0,1,0,1,1,2,0,7,0,18,3,13,0,0,1,2,0,0,0,0,5,0,0,0,0,5,6,0,17,0,6,6,0,0,0,0,39,0,6
"Ant243",5,3,1,0,4,2,0,4,8,0,28,10,3,1,15,10,7,4,10,2,4,5,2,1,6,9,0,10,6,0,0,2,6,3,4,3,2,0,0,8,1,3,6,0,11,3,4,5,14,9,3,2,35,5
"Ant255",1,15,7,0,6,16,14,16,3,7,1,8,1,0,12,5,1,5,6,1,0,5,1,2,0,2,3,6,10,0,0,1,13,1,1,0,3,0,8,0,0,1,6,0,11,4,2,3,11,12,2,0,11,0
"Ant289",1,0,5,4,0,0,0,0,0,7,7,0,8,9,2,2,5,0,0,10,1,0,2,0,18,2,8,0,0,10,17,4,0,8,7,5,0,5,1,0,0,6,1,19,1,0,0,2,0,0,1,4,0,0
"Ant324",0,0,2,7,0,2,0,0,0,4,17,0,0,11,3,0,16,0,0,5,19,0,4,0,12,17,4,0,1,3,17,1,1,2,6,13,0,6,3,1,6,0,0,0,1,1,1,6,1,0,8,5,0,6
"Ant342",4,35,9,0,33,26,12,12,10,0,4,14,1,0,25,7,7,2,19,2,0,9,0,19,1,0,5,8,14,2,0,0,13,4,9,0,15,0,6,6,1,0,0,0,19,1,4,24,25,11,1,0,10,0
"Ant347",0,0,0,6,0,0,0,0,0,1,0,0,11,9,5,0,0,0,0,1,1,0,5,0,3,2,1,0,0,6,26,1,1,0,1,16,0,17,0,0,19,0,0,0,0,1,3,1,0,3,0,10,0,12
"Ant380",15,15,0,1,19,77,10,20,7,2,0,28,0,0,13,9,1,7,12,0,0,30,0,13,1,5,1,17,6,0,0,1,5,3,15,0,12,0,11,11,1,1,19,0,0,1,5,18,23,3,4,0,59,0
"Ant390",2,11,5,5,2,0,9,3,0,7,1,0,10,18,10,11,1,0,4,6,0,0,7,3,29,12,52,0,5,1,1,7,1,4,1,0,0,6,3,4,0,1,1,1,1,0,10,1,1,2,0,12,0,0
"Ant394",0,11,20,5,1,1,16,4,0,5,4,0,7,7,24,1,6,0,3,5,6,0,13,0,9,15,12,3,6,3,1,12,4,8,7,1,0,6,4,2,0,1,4,3,5,10,0,6,5,4,2,1,0,1
"Ant395",4,10,12,1,11,22,1,15,17,5,5,9,6,1,13,5,4,2,9,1,2,12,3,10,6,10,4,7,6,1,1,5,4,3,3,1,2,0,5,3,2,6,24,1,18,1,6,0,32,9,2,0,3,4
"Ant458",3,23,7,0,20,36,1,14,15,2,2,0,1,3,55,14,5,2,23,1,1,3,1,0,2,10,0,10,24,2,0,0,8,5,3,0,13,0,14,11,0,1,25,0,23,1,5,32,0,9,6,0,0,0
"Ant475",4,12,2,0,2,21,7,8,36,8,2,1,0,2,13,9,3,3,15,1,0,0,2,2,4,6,6,8,20,3,0,1,5,8,10,2,5,0,9,12,0,0,11,3,3,2,4,9,9,0,3,0,1,0
"Ant482",0,1,1,1,0,1,3,1,0,3,9,1,0,0,18,0,2,0,0,3,2,1,2,0,2,7,2,1,2,3,1,0,3,3,9,1,0,0,3,2,1,8,1,0,4,0,2,2,6,3,0,0,0,3
"Ant501",0,0,2,5,0,0,0,0,0,12,2,0,8,3,0,0,4,0,0,9,2,0,7,0,12,1,15,0,0,11,14,4,0,0,0,18,0,39,2,0,4,5,0,10,0,12,1,0,0,0,0,0,0,3
"Ant560",11,7,0,0,7,4,0,8,0,0,0,31,0,0,17,7,0,15,8,0,0,16,0,6,0,0,0,15,10,0,0,0,0,0,0,0,12,0,35,11,0,0,10,0,59,0,0,3,0,1,0,0,0,0
"Ant564",0,0,0,2,0,0,0,0,0,1,1,0,12,2,19,3,1,0,1,10,5,0,15,0,3,3,15,0,0,6,12,4,0,2,1,21,0,6,5,0,0,6,0,12,0,0,1,4,0,0,3,3,0,0
