"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant19","Ant26","Ant30","Ant38","Ant60","Ant76","Ant158","Ant191","Ant196","Ant209","Ant252","Ant308","Ant311","Ant518","Ant0","Ant13","Ant23","Ant27","Ant32","Ant43","Ant44","Ant50","Ant97","Ant109","Ant115","Ant117","Ant124","Ant127","Ant131","Ant137","Ant142","Ant149","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant190","Ant198","Ant207","Ant215","Ant217","Ant218","Ant219","Ant238","Ant242","Ant243","Ant255","Ant263","Ant289","Ant298","Ant324","Ant342","Ant347","Ant356","Ant380","Ant390","Ant394","Ant395","Ant437","Ant458","Ant462","Ant475","Ant482","Ant492","Ant501","Ant530","Ant538","Ant560","Ant564"
"Ant38",0,5,0,0,11,11,0,2,10,1,0,0,12,0,0,16,0,5,0,1,2,7,0,3,1,0,0,6,0,0,1,0,8,0,21,0,0,2,10,8,0,15,1,21,2,4,10,5,20,14,0,6,0,18,0,3,0,10,0,0,10,19,2,2,2,0,0,1,7,14,0,3,1,0,0,10,10,5,0
"Ant60",0,7,3,19,0,0,22,3,0,14,0,0,0,6,22,1,3,0,15,0,1,0,6,7,11,5,19,0,2,26,8,8,0,15,1,23,13,2,2,0,23,0,2,0,33,6,3,0,0,8,26,0,36,0,18,11,3,1,14,22,6,2,26,5,0,19,6,0,2,4,25,1,0,26,9,0,11,0,21
"Ant76",0,25,0,0,2,49,0,6,0,0,12,0,0,0,0,10,0,6,0,0,20,17,0,0,0,0,0,3,0,0,2,0,1,0,13,0,0,0,0,15,0,2,0,8,0,18,0,4,15,8,0,9,0,15,0,0,0,6,0,0,0,18,0,0,1,0,0,1,1,8,0,0,0,0,0,23,3,2,0
"Ant158",0,3,7,2,1,1,1,6,3,9,0,6,0,0,2,1,3,4,16,0,1,0,7,9,0,1,2,0,0,19,13,33,4,10,1,8,7,0,5,0,10,0,10,0,3,9,0,6,0,4,4,0,2,0,7,5,0,5,0,0,5,9,5,2,0,0,1,0,1,4,0,0,15,11,17,0,0,2,23
"Ant191",0,0,2,22,0,0,1,0,3,4,0,22,0,2,0,0,1,5,3,0,0,0,7,3,0,8,18,0,0,8,0,22,3,4,0,10,9,2,1,0,11,0,3,1,34,0,2,3,0,0,14,0,16,0,14,3,1,0,4,0,0,3,6,7,2,7,2,0,0,0,3,0,0,16,4,0,0,0,11
"Ant196",9,16,4,0,22,18,1,7,13,2,16,1,10,1,0,0,6,8,0,4,16,2,0,5,0,1,0,9,0,2,8,3,14,0,9,0,1,13,14,7,0,6,9,15,0,3,19,19,16,8,1,15,0,15,0,2,4,13,0,1,11,43,0,4,22,0,0,17,24,14,1,14,4,0,1,12,20,3,0
"Ant209",1,1,2,1,1,0,0,0,3,3,0,3,0,3,1,6,0,1,0,0,0,1,1,2,4,0,0,0,9,0,1,0,4,3,1,1,0,3,5,0,0,0,1,0,2,7,0,0,1,2,0,0,0,0,1,0,0,2,0,0,2,3,0,6,7,4,5,0,1,3,1,4,1,1,1,0,3,3,0
"Ant252",3,14,9,0,5,11,4,14,3,6,5,0,6,4,5,8,1,0,0,1,4,10,1,6,1,0,1,2,3,2,12,0,8,13,4,2,0,3,6,4,0,8,16,10,0,4,6,11,5,13,2,11,0,13,1,3,1,6,0,4,2,23,2,1,5,2,7,2,4,5,2,9,17,0,2,5,3,12,0
"Ant308",2,1,13,6,0,2,11,4,1,6,0,15,0,16,3,0,0,0,0,2,0,3,6,4,3,2,4,1,3,7,3,6,4,17,1,1,3,1,1,0,0,0,5,0,10,2,3,0,0,1,5,1,2,0,5,3,3,2,0,2,1,5,8,8,1,1,3,0,0,3,12,0,0,12,10,0,1,5,3
"Ant311",0,0,1,0,6,1,0,2,4,0,1,0,0,0,0,4,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Ant518",9,6,1,0,3,23,0,0,1,0,2,1,20,1,0,16,0,4,0,0,0,10,0,0,0,0,0,3,0,0,0,0,3,1,15,0,2,6,2,14,0,7,0,6,0,2,4,9,6,8,0,1,0,12,0,0,0,8,0,0,0,8,0,1,0,0,0,10,5,3,0,2,0,0,0,17,1,0,0
"Ant0",1,12,3,1,1,41,0,0,4,0,7,0,17,0,0,2,1,10,3,1,10,0,1,0,1,0,0,1,1,0,5,0,5,0,9,2,0,0,0,6,0,11,2,5,0,2,6,11,6,4,0,8,0,12,0,0,0,9,0,0,1,7,0,3,2,1,0,12,7,6,0,2,0,0,1,24,5,0,0
"Ant13",2,0,3,2,0,0,8,0,4,23,0,6,0,7,7,0,1,1,6,0,0,1,0,8,1,3,5,1,0,9,2,12,2,9,0,4,4,0,2,0,2,0,8,1,2,5,1,1,2,6,1,1,2,1,3,2,5,0,4,6,4,2,2,1,1,11,7,1,1,0,14,0,0,2,3,0,1,1,0
"Ant23",3,6,13,9,6,3,6,5,4,8,3,7,0,9,3,5,2,6,4,0,0,0,8,0,5,0,5,1,2,8,15,4,4,4,2,3,2,6,3,0,8,5,0,3,7,2,0,4,5,36,1,2,14,1,2,1,2,3,1,5,15,6,1,4,1,2,1,4,10,8,13,3,3,0,3,1,3,3,2
"Ant27",8,0,7,1,0,0,1,4,1,4,1,11,0,0,0,0,4,1,3,0,0,1,1,5,0,4,1,0,0,3,1,2,0,5,0,4,0,2,2,0,0,1,1,1,2,2,2,1,3,5,0,1,4,0,2,2,1,0,0,4,0,0,1,8,1,1,3,0,0,0,0,3,0,0,1,0,3,6,0
"Ant32",4,2,8,2,2,0,0,0,0,2,0,5,0,1,8,1,0,0,2,0,0,0,3,0,4,0,0,0,0,1,3,0,1,1,0,2,6,2,1,0,0,0,1,0,3,0,0,0,0,4,7,0,2,0,0,11,0,1,1,1,12,0,0,1,0,12,8,1,1,2,11,2,0,4,3,1,0,15,2
"Ant43",0,2,7,21,2,0,1,1,2,4,0,19,0,2,18,0,0,1,4,0,0,0,5,5,1,0,0,0,1,17,5,1,3,12,4,16,6,1,0,0,5,0,0,3,11,0,4,1,1,3,18,0,19,0,21,4,0,0,8,0,8,0,1,15,4,11,5,0,2,0,0,0,3,8,5,0,1,1,11
"Ant44",0,0,2,1,3,0,1,4,1,4,6,0,3,0,0,9,0,2,1,0,3,1,1,1,0,0,0,0,0,2,7,3,1,2,6,1,0,0,8,0,0,1,9,7,0,1,12,15,0,5,0,9,0,3,0,3,0,13,0,2,1,7,0,2,6,0,0,4,2,2,0,6,6,0,0,13,4,6,0
"Ant50",2,2,0,0,0,1,1,2,7,0,0,2,0,0,0,0,9,3,3,0,0,1,0,2,0,0,1,0,0,1,0,0,5,1,0,1,0,5,1,0,0,0,0,0,3,2,0,3,0,4,1,1,0,2,0,6,2,2,0,2,1,2,0,0,3,0,13,0,2,10,17,0,1,0,0,0,2,0,0
"Ant97",0,0,2,30,0,0,2,3,2,2,0,26,0,19,8,2,0,2,7,0,0,0,9,8,3,1,17,2,1,0,1,5,1,5,0,42,27,1,0,0,30,0,7,0,12,4,2,4,2,8,7,0,26,0,36,2,3,2,21,23,1,1,24,7,3,7,5,1,0,2,8,0,1,29,4,0,2,3,33
"Ant109",3,8,15,2,3,0,5,4,8,0,1,8,2,13,0,8,1,12,3,0,0,5,2,15,1,3,5,7,0,1,0,6,10,7,3,4,2,8,9,0,0,8,20,11,5,8,1,3,3,11,2,3,6,2,0,1,1,4,1,0,1,15,0,10,5,2,9,6,7,3,8,0,2,0,2,2,7,10,0
"Ant115",0,1,4,4,5,0,23,4,1,0,0,8,0,33,22,3,0,0,6,0,0,0,12,4,2,0,1,3,0,5,6,0,6,13,7,2,16,5,2,0,7,0,7,1,12,3,9,0,0,9,4,4,2,0,11,8,0,1,8,4,9,1,9,33,1,3,6,1,2,2,5,1,1,6,11,0,6,2,8
"Ant117",14,11,7,1,15,3,1,1,6,1,8,0,1,4,3,14,4,8,4,0,3,5,2,4,0,1,3,1,5,1,10,6,0,4,0,0,0,7,4,0,1,1,1,6,2,3,4,10,10,19,1,9,0,3,1,7,3,10,2,7,22,8,2,4,4,1,5,7,4,6,4,7,7,0,0,1,6,4,0
"Ant124",5,4,17,1,2,0,9,2,4,14,0,15,0,10,4,0,3,13,17,2,1,0,9,4,5,1,12,2,1,5,7,13,4,0,2,11,0,1,3,0,9,0,11,0,3,0,6,4,0,14,8,1,1,0,4,4,0,1,1,0,3,4,1,17,1,4,4,6,3,1,6,1,2,9,4,0,3,0,0
"Ant127",0,10,0,1,12,8,0,3,2,5,21,1,13,1,0,9,1,4,1,0,15,9,0,2,0,0,4,6,0,0,3,7,0,2,0,0,0,1,8,2,0,13,1,3,4,2,2,16,10,16,0,8,0,12,0,2,0,6,0,0,7,14,2,2,4,0,0,6,3,2,0,0,8,8,4,14,2,0,5
"Ant131",2,1,3,15,0,0,3,0,1,8,0,23,0,8,10,0,1,2,1,0,0,2,4,3,4,2,16,1,1,42,4,2,0,11,0,0,21,1,0,0,8,0,0,0,3,0,0,2,0,2,7,1,8,0,7,4,3,0,4,19,3,0,13,2,2,10,2,0,0,0,6,1,1,20,16,0,1,0,12
"Ant137",0,2,0,9,0,0,6,0,1,0,0,13,0,7,9,1,0,0,3,0,2,0,4,2,0,6,6,0,0,27,2,16,0,0,0,21,0,0,0,0,10,0,3,0,9,0,0,0,0,1,4,0,20,0,16,2,1,1,16,3,4,0,19,5,1,11,1,0,3,0,2,0,2,8,4,0,0,1,19
"Ant142",7,15,8,0,5,2,8,2,6,0,2,2,0,0,2,13,3,3,1,0,6,0,0,6,2,2,1,0,5,1,8,5,7,1,1,1,0,0,7,0,0,3,8,7,0,0,10,8,7,35,1,6,3,4,0,5,1,7,2,3,11,4,0,4,3,0,3,10,17,3,10,4,11,1,0,5,16,8,0
"Ant149",1,7,2,0,10,1,1,1,7,1,10,2,0,5,1,14,5,6,1,0,2,0,2,3,2,1,0,8,1,0,9,2,4,3,8,0,0,7,0,0,0,0,10,8,0,8,1,7,2,12,0,6,1,3,0,2,0,9,0,4,8,11,0,3,6,1,0,19,8,2,0,0,12,0,2,4,4,18,0
"Ant156",0,1,0,0,0,4,0,0,0,0,8,0,15,0,0,7,0,4,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0
"Ant159",0,0,0,22,0,0,3,1,2,0,0,23,0,10,11,0,0,0,0,0,0,0,2,8,0,0,5,0,0,30,0,7,1,9,0,8,10,0,0,0,0,0,0,0,8,1,0,0,0,1,1,0,4,0,14,5,0,0,9,0,0,0,8,9,0,3,1,0,1,1,0,1,1,12,6,0,1,0,33
"Ant169",2,5,0,0,1,11,0,0,2,0,15,0,2,0,0,6,0,8,0,0,7,11,0,5,1,0,0,1,0,0,8,0,1,0,13,0,0,3,0,3,0,0,4,9,0,2,1,12,8,13,0,4,0,8,0,0,0,4,0,0,4,4,0,0,5,0,2,4,12,0,1,3,0,3,0,32,0,0,0
"Ant173",3,5,3,3,6,3,1,3,5,0,1,2,0,10,3,9,1,16,5,0,0,2,8,0,1,1,0,9,0,7,20,7,1,11,1,0,3,8,10,0,0,4,0,4,4,4,3,21,6,6,1,4,1,1,0,8,1,5,5,1,3,6,0,2,3,1,4,8,4,1,0,1,6,0,3,1,2,11,1
"Ant176",0,13,1,1,1,6,1,3,4,0,21,0,8,0,1,15,0,10,0,0,6,5,1,3,1,0,3,7,0,0,11,1,6,0,3,0,0,7,8,3,0,9,4,0,0,4,2,12,24,24,0,16,0,8,0,5,0,15,0,0,19,21,1,0,12,0,0,6,7,3,0,5,3,0,0,14,7,1,0
"Ant178",3,5,6,7,0,0,4,1,2,1,2,33,0,3,34,0,2,0,10,0,0,0,2,7,2,3,11,0,3,12,5,12,2,3,4,3,9,0,0,0,8,0,4,0,0,7,0,1,1,3,11,0,7,1,8,5,0,0,1,8,5,0,13,3,1,18,5,0,0,0,2,0,1,13,18,0,1,0,4
"Ant186",9,4,9,0,6,0,0,1,0,7,4,6,18,9,0,3,7,4,2,0,2,2,5,2,2,0,0,1,2,4,8,3,3,0,2,0,0,0,8,0,1,2,4,4,7,0,2,6,4,15,2,1,3,4,1,4,1,4,4,6,2,12,2,1,1,4,5,1,2,3,5,2,11,0,2,4,3,10,2
"Ant190",1,9,10,1,4,1,13,1,3,4,10,3,0,0,2,19,0,6,3,0,4,6,1,0,2,0,4,12,0,2,1,9,4,6,2,0,0,10,1,0,0,1,3,2,0,2,0,4,11,2,0,3,3,5,0,2,0,5,0,0,8,3,1,8,3,4,2,1,6,0,5,12,6,3,6,1,7,0,0
"Ant198",6,30,4,0,3,45,3,4,7,0,5,0,4,6,3,19,0,11,0,0,9,11,1,4,1,0,1,15,3,4,3,0,10,4,16,2,0,8,7,5,0,12,21,12,1,6,4,0,15,11,0,14,0,11,0,5,3,24,0,2,13,23,0,1,10,0,14,18,28,15,9,7,1,3,1,16,11,11,0
"Ant207",0,30,4,0,6,93,4,3,7,1,20,0,15,0,0,16,1,5,0,0,6,6,2,5,3,0,1,0,0,2,3,0,10,0,10,0,0,7,2,0,0,8,6,24,1,4,11,15,0,15,0,12,0,13,0,0,0,33,0,0,9,8,2,0,5,0,0,6,14,33,0,16,0,0,0,16,14,9,0
"Ant215",28,20,5,4,5,24,2,13,30,2,14,8,8,4,0,8,2,13,1,0,8,4,6,36,5,4,3,5,4,8,11,9,19,14,16,2,1,35,12,0,1,13,6,24,3,15,2,11,15,0,1,20,1,14,1,10,1,16,2,6,31,21,0,3,15,1,14,15,26,35,5,9,12,4,6,6,19,10,1
"Ant217",0,0,0,5,1,0,7,2,1,4,0,26,0,4,14,1,0,2,5,0,0,0,1,1,0,7,18,0,1,7,2,4,1,8,0,7,4,1,0,0,1,0,1,0,11,2,0,0,0,1,0,1,13,0,6,1,1,0,10,6,1,0,8,0,0,7,5,0,0,2,5,0,0,15,17,0,3,3,5
"Ant218",0,21,5,0,3,23,1,2,8,1,6,0,9,0,0,15,0,11,1,0,1,8,1,2,1,0,0,9,1,0,3,4,9,1,8,1,0,6,6,1,0,4,4,16,0,1,3,14,12,20,1,0,0,6,0,3,0,10,0,2,0,15,0,3,1,1,2,8,8,15,0,2,5,1,2,14,6,3,0
"Ant219",0,2,0,8,1,0,12,1,1,1,0,36,0,2,16,0,0,0,2,0,0,0,2,14,4,2,19,0,0,26,6,2,0,1,0,8,20,3,1,0,4,0,1,0,7,3,3,0,0,1,13,0,0,0,25,3,2,0,12,6,1,0,15,5,1,3,3,2,0,0,7,0,0,11,3,0,3,1,7
"Ant238",3,7,1,2,3,30,3,5,4,0,18,0,15,0,0,15,0,13,0,0,12,12,1,1,0,0,0,3,2,0,2,0,3,0,12,0,0,4,3,4,0,8,1,8,1,4,5,11,13,14,0,6,0,0,0,0,0,5,0,0,11,8,1,12,9,1,0,8,5,6,0,0,0,2,2,21,2,0,0
"Ant242",0,0,4,12,0,0,2,1,0,5,0,18,0,7,14,0,1,1,5,0,0,0,3,2,2,0,21,0,0,36,0,11,1,4,0,7,16,0,0,0,14,0,0,0,8,1,0,0,0,1,6,0,25,0,0,2,0,0,14,0,5,0,25,1,0,1,2,1,0,0,1,0,1,17,11,0,0,1,17
"Ant243",7,0,11,0,1,2,3,0,3,3,3,11,0,5,3,2,0,3,3,1,0,0,2,1,2,11,4,3,6,2,1,8,7,4,2,4,2,5,2,0,5,0,8,5,5,4,2,5,0,10,1,3,3,0,2,0,5,1,0,12,5,5,0,5,0,1,4,2,0,2,7,4,1,1,3,0,2,11,0
"Ant255",6,1,3,0,0,0,2,0,0,1,0,3,0,0,1,4,0,1,3,0,0,0,5,2,1,0,0,0,2,3,1,0,3,0,0,3,1,1,0,0,0,0,1,0,0,1,0,3,0,1,1,0,2,0,0,5,0,0,0,3,2,0,1,1,3,6,8,0,1,0,8,0,0,1,0,0,2,0,1
"Ant263",1,18,5,0,4,34,2,6,4,1,10,1,6,5,0,13,2,6,2,4,8,9,0,3,0,1,0,13,2,2,4,1,10,1,6,0,1,7,9,2,0,4,5,15,0,4,5,24,33,16,0,10,0,5,0,1,0,0,0,1,10,18,0,2,8,0,2,10,17,8,0,7,2,0,1,20,5,10,0
"Ant289",1,1,1,10,0,0,3,2,0,2,0,14,0,0,4,0,0,0,0,0,0,0,4,1,0,1,8,0,0,21,1,8,2,1,0,4,16,2,0,0,9,0,5,0,1,4,0,0,0,2,10,0,12,0,14,0,0,0,0,0,6,0,15,5,0,3,1,0,1,0,0,0,0,7,0,0,0,0,21
"Ant298",7,0,3,0,0,0,19,5,0,13,0,22,0,0,0,1,0,4,2,0,0,0,6,5,4,1,0,2,2,23,0,4,7,0,0,19,3,3,4,0,0,0,1,0,8,6,0,2,0,6,6,2,6,0,0,12,3,1,0,0,4,11,1,0,2,2,7,1,1,2,51,0,0,4,6,0,0,4,3
"Ant324",1,7,6,3,4,0,4,10,0,2,10,6,0,5,0,11,2,2,1,0,0,1,4,15,0,12,8,1,1,1,1,9,22,3,7,3,4,11,8,0,0,4,3,19,5,2,8,13,9,31,1,0,1,11,5,5,2,10,6,4,0,11,0,2,4,0,2,22,6,3,3,5,6,1,2,2,9,12,3
"Ant342",8,23,5,1,15,10,5,21,0,0,19,2,18,9,3,43,3,23,5,0,8,7,2,6,0,0,0,7,2,1,15,1,8,4,14,0,0,4,11,0,0,4,6,21,0,12,3,23,8,21,0,15,0,8,0,5,0,18,0,11,11,0,0,5,23,1,0,35,13,7,7,14,16,0,10,22,28,34,0
"Ant347",0,1,4,7,0,0,3,5,2,8,2,26,0,5,6,0,0,2,8,0,0,0,2,1,1,0,1,0,0,24,0,9,2,1,2,13,19,0,0,0,8,0,0,1,13,2,1,0,2,0,8,0,15,1,25,0,1,0,15,1,0,0,0,3,0,1,3,2,3,0,0,0,0,14,7,1,1,0,3
"Ant356",2,10,12,5,3,1,6,3,3,1,2,5,0,2,7,4,6,1,8,0,1,3,1,4,8,1,15,2,0,7,10,33,4,17,2,2,5,4,3,0,9,0,2,0,3,1,8,1,0,3,0,3,5,12,1,5,1,2,5,0,2,5,3,0,3,2,7,4,5,0,1,4,0,10,4,2,0,1,0
"Ant380",9,2,2,0,13,3,2,7,2,1,2,0,1,0,2,22,7,5,1,1,0,2,1,1,1,0,4,6,3,3,5,1,4,1,4,2,1,3,6,0,0,5,3,12,1,1,3,10,5,15,0,1,1,9,0,0,3,8,0,2,4,23,0,3,0,0,0,9,11,4,0,7,5,0,1,2,7,7,0
"Ant390",0,4,6,18,0,0,9,4,0,26,0,19,0,0,7,0,4,2,1,0,0,1,11,2,1,12,11,0,0,7,2,3,1,4,0,10,11,0,1,0,3,0,1,0,18,4,4,0,0,1,7,1,3,1,1,1,6,0,3,2,0,1,1,2,0,0,4,0,4,1,0,0,1,4,24,0,0,5,8
"Ant394",6,3,2,5,0,0,1,2,0,21,0,6,0,1,2,0,5,7,3,0,0,0,7,1,3,8,5,0,13,5,9,6,5,4,0,2,1,3,0,0,1,2,4,0,5,5,2,14,0,14,5,2,3,0,2,4,8,2,1,7,2,0,3,7,0,4,0,1,2,7,10,0,1,0,2,0,5,2,1
"Ant395",1,9,9,0,7,9,2,3,3,0,1,0,1,0,0,17,0,2,0,0,10,12,1,4,0,1,0,4,0,1,6,1,7,6,6,0,0,10,19,0,0,4,8,6,0,1,1,18,6,15,0,8,2,8,1,2,0,10,0,1,22,35,2,4,9,0,1,0,24,1,0,6,2,1,1,5,3,5,1
"Ant437",1,8,20,0,18,20,2,12,15,0,7,2,1,1,0,24,1,4,0,0,5,7,1,10,0,1,2,2,2,0,7,2,4,3,3,0,3,17,8,0,1,12,4,7,0,2,6,28,14,26,0,8,0,5,0,0,1,17,1,1,6,13,3,5,11,4,2,24,0,9,13,4,2,0,0,5,7,6,1
"Ant458",4,19,2,1,3,9,1,12,5,0,14,4,8,4,0,14,3,5,3,0,3,6,0,8,0,2,0,2,10,2,3,2,6,1,2,0,0,3,2,0,1,0,1,3,0,3,0,15,33,35,2,15,0,6,0,2,0,8,0,2,3,7,0,0,4,1,7,1,9,0,2,9,0,0,0,6,13,2,0
"Ant462",1,2,12,2,1,0,8,2,0,15,0,25,0,0,3,1,1,2,12,0,0,0,14,13,0,11,0,0,17,8,8,5,4,6,0,6,2,10,0,0,0,1,0,0,2,5,5,9,0,5,5,0,7,0,1,7,8,0,0,51,3,7,0,1,0,0,10,0,13,2,0,5,2,9,0,0,2,0,0
"Ant475",3,6,16,0,5,4,1,5,6,0,3,1,0,0,0,14,4,9,0,1,2,2,0,3,3,2,0,6,0,0,0,1,7,1,0,1,0,4,0,0,1,3,1,5,0,2,12,7,16,9,0,2,0,0,0,4,0,7,0,0,5,14,0,4,7,0,0,6,4,9,5,0,2,0,0,2,6,5,0
"Ant482",3,1,0,0,1,0,7,2,0,2,1,0,0,15,0,4,1,17,0,1,0,0,0,3,0,0,3,6,1,1,2,1,7,2,8,1,2,11,12,0,1,0,6,3,1,11,6,1,0,12,0,5,0,0,1,1,0,2,0,0,6,16,0,0,5,1,1,2,2,0,2,2,0,1,1,0,8,9,0
"Ant492",4,0,2,18,0,1,4,2,0,11,0,26,0,11,16,0,1,0,12,0,0,0,2,0,0,4,8,0,0,29,0,6,0,9,8,20,8,1,0,0,12,3,0,0,13,0,3,3,0,4,15,1,11,2,17,1,1,0,7,4,1,0,14,10,0,4,0,1,0,0,9,0,1,0,8,0,2,1,13
"Ant501",1,0,7,17,4,1,7,2,3,18,0,9,0,17,4,1,1,2,10,0,0,1,3,3,1,3,5,0,0,4,2,11,0,4,4,16,4,0,2,0,6,0,3,0,18,2,6,1,0,6,17,2,3,2,11,3,0,1,0,6,2,10,7,4,1,24,2,1,0,0,0,0,1,8,0,0,2,1,6
"Ant530",3,13,5,0,0,16,0,1,3,0,10,0,23,0,0,12,0,5,0,0,17,24,0,1,0,1,0,13,0,0,2,0,1,0,14,0,0,5,4,79,0,32,1,14,0,4,1,16,16,6,0,14,0,21,0,0,0,20,0,0,2,22,1,2,2,0,0,5,5,6,0,2,0,0,0,0,3,1,0
"Ant538",8,2,3,0,3,1,1,5,7,0,10,11,3,0,0,20,3,3,1,0,1,5,1,3,3,0,1,4,2,2,7,6,6,3,2,1,0,16,4,0,1,0,2,7,1,3,7,11,14,19,3,6,3,2,0,2,2,5,0,0,9,28,1,0,7,0,5,3,7,13,2,6,8,2,2,3,0,8,0
"Ant560",6,2,3,4,11,0,4,4,2,0,5,0,2,2,0,3,3,12,5,0,0,0,1,3,6,15,1,6,0,3,10,2,4,0,0,0,1,8,18,0,0,0,11,1,0,10,0,11,9,10,3,3,1,0,1,11,0,10,0,4,12,34,0,1,7,5,2,5,6,2,0,5,9,1,1,1,8,0,0
"Ant564",0,0,0,14,0,0,1,0,0,7,0,21,0,23,11,0,0,0,3,0,0,0,0,2,0,2,11,0,0,33,0,8,0,0,5,12,19,0,0,0,33,0,1,0,4,2,0,0,0,1,5,0,7,0,17,0,1,0,21,3,3,0,3,0,0,8,1,1,1,0,0,0,0,13,6,0,0,0,0
