"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant7","Ant9","Ant19","Ant26","Ant30","Ant60","Ant76","Ant158","Ant191","Ant196","Ant252","Ant308","Ant518","Ant0","Ant13","Ant23","Ant27","Ant43","Ant50","Ant97","Ant109","Ant115","Ant117","Ant124","Ant137","Ant159","Ant178","Ant186","Ant190","Ant215","Ant219","Ant238","Ant242","Ant243","Ant255","Ant289","Ant324","Ant342","Ant347","Ant380","Ant390","Ant394","Ant395","Ant458","Ant475","Ant482","Ant501","Ant560","Ant564"
"Ant109",0,1,29,4,3,2,12,1,3,13,15,4,3,9,5,4,6,0,4,3,3,1,2,4,6,0,14,2,2,10,3,3,4,7,12,9,4,2,10,3,0,8,2,3,1,2,12,4,2,1,1,0,0,1
"Ant115",0,1,9,20,6,1,14,2,13,8,17,4,8,6,1,3,3,0,1,12,1,5,21,1,12,14,0,4,0,31,4,10,5,5,13,22,1,16,5,1,1,3,1,4,2,31,9,4,2,1,3,19,0,3
"Ant117",3,14,8,4,8,7,5,3,9,3,5,4,3,1,16,4,5,0,8,0,0,4,2,2,13,2,4,0,11,0,1,2,10,2,16,2,8,1,6,10,0,11,6,0,6,1,3,11,4,11,5,2,0,1
"Ant124",2,13,7,0,8,11,8,2,10,2,1,24,1,9,17,7,1,0,6,0,4,9,2,5,5,2,0,11,0,0,0,0,6,7,24,0,3,0,7,4,0,0,6,0,8,0,7,7,2,18,2,0,4,0
"Ant137",0,0,5,26,0,0,1,0,6,9,3,1,5,2,1,1,8,0,0,2,0,0,23,1,15,10,31,0,0,0,15,5,0,8,1,10,0,29,4,5,10,10,2,44,0,29,3,1,1,0,0,8,0,3
"Ant159",0,0,8,3,0,0,0,0,17,23,3,0,6,6,2,0,8,0,1,8,16,0,8,1,26,3,4,1,0,15,0,7,0,1,2,19,0,23,4,0,0,4,0,14,0,17,12,1,1,0,0,2,0,10
"Ant178",0,0,1,4,0,0,0,0,5,2,4,0,4,0,1,3,5,0,0,0,0,1,4,0,15,3,10,2,0,5,7,0,0,0,3,10,1,7,1,0,2,0,0,6,0,8,0,0,0,1,2,2,0,6
"Ant186",0,10,1,0,5,10,1,1,1,2,0,12,2,5,12,0,1,0,10,0,0,8,0,1,2,4,5,10,6,0,0,0,0,2,6,0,1,0,7,9,0,0,29,0,4,0,0,10,1,5,3,0,2,0
"Ant190",0,5,9,1,1,0,8,0,3,4,2,16,1,0,20,4,2,0,3,0,0,11,7,0,1,7,5,2,7,8,1,0,2,0,1,0,2,0,11,8,0,7,8,5,5,3,2,2,0,7,3,0,0,0
"Ant215",0,3,36,6,2,29,6,1,4,3,29,4,3,0,8,5,19,0,8,22,14,7,0,7,10,12,13,16,24,1,2,3,6,1,0,7,1,10,9,5,3,10,3,4,14,7,11,8,0,8,6,5,0,5
"Ant219",0,0,4,12,0,0,1,0,1,10,4,1,7,0,2,0,5,0,2,11,7,0,5,3,33,9,22,2,0,10,19,10,0,0,7,0,0,7,6,1,2,2,0,10,0,13,10,1,0,0,0,19,0,4
"Ant238",4,15,0,0,6,30,0,9,0,1,2,14,0,0,13,8,1,0,3,1,0,6,5,4,1,4,1,8,3,0,0,1,1,2,1,0,0,0,2,6,0,1,13,0,16,0,3,9,1,1,4,0,27,0
"Ant242",0,1,0,14,0,0,2,0,3,4,1,0,15,4,2,0,7,0,0,4,22,0,36,0,15,2,16,1,0,29,23,7,0,0,10,7,0,0,0,0,6,4,2,6,0,11,5,1,0,0,0,1,0,4
"Ant243",1,9,8,5,12,12,1,11,5,7,22,8,0,2,7,6,7,0,13,3,6,4,6,3,10,10,5,6,7,4,4,1,7,11,9,6,2,0,0,5,4,11,5,0,5,5,7,0,8,1,5,9,0,3
"Ant255",2,8,3,1,16,56,4,17,10,2,0,8,1,0,20,5,1,0,10,0,0,23,0,23,3,3,1,10,4,5,0,0,9,8,5,1,6,0,5,0,0,1,20,0,24,2,0,26,3,5,0,1,20,0
"Ant289",0,0,9,18,0,0,6,0,0,3,7,0,1,1,0,0,6,0,0,14,3,0,2,0,13,0,1,0,0,10,0,2,0,0,3,2,0,6,4,0,0,3,0,0,0,15,1,0,3,0,0,0,0,0
"Ant324",0,2,5,4,0,0,6,0,0,12,19,1,4,10,5,0,24,0,0,8,6,0,5,1,14,8,3,11,0,10,4,0,0,7,10,2,1,4,11,1,3,0,4,9,0,1,15,3,4,0,2,2,0,7
"Ant342",14,33,1,1,40,46,6,13,12,1,1,29,14,0,27,14,0,0,19,1,2,13,0,24,4,2,1,6,6,2,0,0,29,8,3,0,13,2,5,20,0,4,0,0,34,0,0,29,5,24,15,2,6,1
"Ant347",0,0,2,4,0,0,4,0,1,2,8,0,4,3,1,0,0,0,0,1,2,0,29,0,6,3,4,0,0,44,14,6,0,5,4,10,0,6,0,0,0,9,0,0,0,34,1,0,2,0,0,4,0,7
"Ant380",33,53,3,0,27,204,0,32,5,2,1,21,0,0,20,16,0,0,8,0,0,22,0,15,1,1,2,6,8,0,0,0,4,5,14,0,16,0,5,24,0,0,34,0,0,0,0,21,9,24,16,0,45,0
"Ant390",0,0,1,3,6,2,9,0,4,4,2,2,30,1,0,0,8,0,0,17,3,0,7,0,17,2,31,1,0,29,17,8,0,3,7,13,0,11,5,2,15,1,0,34,0,0,5,3,1,3,8,5,0,3
"Ant394",0,1,3,2,2,0,6,5,1,38,3,4,3,3,4,2,10,0,3,3,3,2,2,2,7,12,9,3,7,3,12,0,0,2,11,10,3,5,7,0,1,15,0,1,0,5,0,4,6,2,24,0,0,2
"Ant395",7,26,9,2,21,95,4,9,12,0,0,4,0,0,20,12,2,0,17,0,0,8,1,25,0,4,4,11,7,1,1,0,10,2,8,1,9,1,0,26,0,3,29,0,21,3,4,0,2,3,2,3,2,0
"Ant458",0,14,4,1,3,0,16,2,3,2,3,15,1,0,20,4,4,0,6,0,1,12,1,3,4,2,2,4,2,1,1,0,1,0,0,0,1,0,8,3,3,4,5,2,9,1,6,2,0,13,11,2,0,0
"Ant475",0,12,4,0,3,0,10,4,4,1,0,21,0,1,10,5,0,0,3,0,0,9,0,0,2,1,1,11,18,0,0,1,5,7,8,0,1,0,1,5,0,0,24,0,24,3,2,3,13,0,4,0,3,0
"Ant482",0,3,2,0,3,5,3,2,0,3,5,2,0,0,16,6,1,0,8,0,0,5,0,0,4,1,3,5,2,0,0,2,3,3,6,0,4,0,5,0,0,2,15,0,16,8,24,2,11,4,0,0,0,0
"Ant501",0,1,2,10,0,0,1,0,2,4,8,1,5,0,0,0,10,0,0,4,25,0,3,1,28,0,19,2,0,8,2,2,0,0,5,19,0,1,9,1,0,2,2,4,0,5,0,3,2,0,0,0,0,6
"Ant560",15,8,0,0,5,7,0,8,0,0,0,15,0,0,14,2,0,0,2,0,0,11,0,17,0,0,0,0,4,0,0,0,2,0,0,0,27,0,0,20,0,0,6,0,45,0,0,2,0,3,0,0,0,0
"Ant564",0,0,1,5,0,0,0,0,1,2,3,0,3,0,0,0,1,0,0,5,5,0,1,0,3,1,3,1,0,3,10,6,0,0,5,4,0,4,3,0,0,7,1,7,0,3,2,0,0,0,0,6,0,0
