"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant26","Ant30","Ant38","Ant73","Ant148","Ant158","Ant191","Ant196","Ant202","Ant209","Ant268","Ant308","Ant620","Ant13","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant91","Ant97","Ant100","Ant113","Ant117","Ant137","Ant139","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant195","Ant198","Ant207","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant263","Ant294","Ant318","Ant332","Ant342","Ant347","Ant353","Ant356","Ant387","Ant390","Ant394","Ant395","Ant437","Ant475","Ant492","Ant501","Ant527","Ant552","Ant593"
"Ant158",0,0,2,0,0,5,1,5,1,2,0,1,7,0,5,8,7,1,1,0,0,0,5,1,6,10,0,0,0,7,0,6,12,4,13,0,1,0,0,19,8,0,0,1,12,1,17,6,16,0,1,1,1,2,2,7,4,3,18,9,9,0,2,2,0,2,3,0,17,3,2,0,10,0,1
"Ant191",7,0,4,2,0,0,6,2,0,11,1,0,1,0,9,11,3,0,6,5,0,12,1,2,1,10,0,26,1,10,0,2,0,0,3,0,0,0,0,0,1,19,0,0,2,0,1,0,9,0,7,1,15,21,31,0,0,6,0,0,0,0,2,11,18,0,0,0,3,0,0,0,4,0,0
"Ant196",0,0,0,0,5,12,3,6,0,3,7,1,0,0,0,0,19,4,3,0,6,0,4,4,4,5,0,1,5,0,0,0,9,5,1,3,0,0,0,0,0,1,0,0,2,0,11,2,12,0,7,19,1,10,2,0,2,0,2,1,2,1,0,2,0,0,0,2,8,3,2,0,8,0,3
"Ant202",0,0,0,0,19,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,25,1,3,0,0,0,0,26,0,4,0,33,0,0,42,0,21,11,0,7,0,7,0,9,0,0,0,0,0,3,0,0,1,0,0,25,0,0,0,31,55,2,0,7,0,8,0,6,52
"Ant209",0,0,3,2,4,2,6,2,0,9,5,9,0,0,0,2,5,0,4,8,3,5,4,1,0,19,0,12,0,17,5,0,0,0,9,1,5,0,0,0,0,0,0,0,2,0,4,1,8,2,0,5,6,26,13,3,5,9,5,3,0,0,0,3,4,3,4,0,4,4,6,0,3,0,0
"Ant268",9,11,2,4,3,7,1,7,1,21,8,11,0,0,2,0,5,5,0,5,0,0,2,14,0,8,0,10,6,16,0,0,0,7,0,8,6,0,2,5,0,1,0,3,7,7,14,0,9,2,3,7,7,9,0,3,0,2,1,6,1,1,0,22,0,1,1,0,11,2,13,2,12,6,2
"Ant308",0,0,15,0,0,1,3,16,2,16,7,3,19,0,5,5,0,12,7,4,2,0,0,1,0,5,0,1,4,8,0,2,13,3,6,3,0,0,4,1,0,0,0,0,11,1,17,0,10,5,2,6,8,5,2,0,5,4,3,5,1,3,0,4,0,1,0,2,2,0,6,0,9,1,0
"Ant620",0,0,0,0,5,13,0,25,0,2,1,0,4,0,0,5,12,0,0,2,0,0,4,0,0,3,0,0,22,1,0,0,4,11,0,3,2,0,1,0,0,0,2,3,20,1,37,11,10,1,6,11,1,0,0,1,0,0,1,6,7,1,0,4,0,0,0,0,5,11,5,0,2,0,6
"Ant13",1,1,12,1,0,0,6,0,0,7,1,6,3,0,4,0,7,0,0,2,11,20,2,0,0,4,0,3,0,8,0,4,0,2,1,0,15,0,3,2,0,20,0,0,0,0,0,0,0,0,3,3,4,4,6,0,1,4,0,1,0,0,5,1,3,0,0,0,2,0,0,0,6,1,0
"Ant27",2,14,12,4,0,2,1,2,0,0,0,5,0,0,8,5,4,2,2,0,0,1,0,2,0,4,0,48,0,11,0,5,3,1,0,6,6,0,1,0,0,16,0,0,5,1,5,0,7,0,0,0,5,7,7,2,0,0,0,0,0,0,8,10,2,0,0,4,1,2,0,0,8,0,1
"Ant29",9,8,0,10,0,0,9,0,0,0,0,0,6,0,3,0,2,0,11,0,0,12,0,3,0,4,0,50,0,0,1,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0,2,1,0,0,0,0,1,4,0,0,0,0,0,0,3,0,2,0,0
"Ant32",0,0,0,14,0,6,2,0,0,1,0,12,0,0,5,0,0,0,20,1,12,0,0,0,0,8,0,0,0,0,0,1,1,1,0,0,3,0,0,0,0,2,0,1,0,0,0,0,3,0,7,13,0,0,3,0,1,8,0,0,0,0,3,0,5,0,0,1,0,0,2,0,0,0,0
"Ant42",0,0,0,0,1,4,6,4,0,2,5,1,4,0,4,2,0,4,2,0,0,0,0,3,0,13,0,0,12,6,2,0,10,4,0,1,2,0,5,0,0,12,0,0,9,3,9,2,18,0,1,15,2,0,2,5,0,2,4,27,1,0,0,4,0,0,7,2,4,0,1,0,13,0,0
"Ant43",3,7,5,4,13,0,0,0,4,2,1,2,4,0,1,14,1,0,0,2,3,0,3,0,22,11,0,11,0,13,3,5,10,3,7,4,2,0,7,0,4,9,0,0,12,7,7,0,1,0,6,2,3,11,0,19,0,1,0,1,0,0,0,0,0,7,0,0,2,0,5,0,1,7,0
"Ant44",1,0,1,0,21,0,0,0,12,2,6,1,4,27,0,0,0,0,0,0,0,0,0,22,0,4,19,0,2,0,0,13,19,37,0,8,0,12,0,0,20,0,14,28,0,15,6,25,0,13,0,0,0,0,3,15,1,0,2,0,18,15,2,2,0,17,12,30,1,10,0,1,0,12,12
"Ant50",11,34,11,0,0,8,3,7,0,9,10,10,5,0,19,8,5,3,4,4,4,8,13,11,4,0,0,29,10,11,3,0,7,0,9,3,9,0,13,7,0,0,0,4,5,3,7,0,10,1,14,8,2,5,22,0,2,2,3,0,2,3,1,17,4,4,1,7,0,0,16,0,14,6,0
"Ant55",0,0,0,0,14,0,0,0,12,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1,1,2,22,23,0,2,0,18,0,0,39,1,8,18,0,12,0,11,0,4,0,0,0,0,0,20,0,0,0,1,12,9,1,0,0,10,35,18,0,7,0,15,0,19,20
"Ant91",35,7,23,8,0,0,0,0,0,5,0,26,1,1,12,10,1,0,3,48,50,0,0,11,0,29,0,0,0,2,0,0,4,0,0,0,7,0,3,0,0,33,0,0,0,0,0,0,0,0,8,0,68,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,1,0,0,0,4,0,0
"Ant97",0,0,0,0,23,8,0,17,0,3,0,1,5,3,0,6,4,22,0,0,0,0,12,0,2,10,0,0,0,0,0,0,11,29,0,6,0,0,3,0,9,0,0,13,12,7,20,39,8,13,1,47,1,1,0,11,4,0,5,1,9,10,0,5,0,2,6,10,10,11,0,0,10,7,9
"Ant100",0,2,9,12,4,15,0,6,3,14,7,10,0,0,17,16,8,1,8,11,0,0,6,13,0,11,1,2,0,0,8,8,9,8,1,20,8,0,0,19,8,5,0,3,8,8,29,0,6,0,8,4,5,6,43,35,9,12,3,7,3,3,4,21,5,5,1,3,13,1,3,0,16,10,0
"Ant113",0,4,2,0,2,2,4,2,9,2,0,0,0,0,5,0,0,0,0,0,1,0,2,3,0,3,1,0,0,8,0,2,0,8,0,4,2,0,0,8,3,0,0,0,7,0,0,0,5,0,22,5,1,6,4,8,0,6,2,0,1,1,2,3,0,3,3,20,2,0,9,0,20,2,0
"Ant117",4,0,5,0,9,1,5,0,20,0,6,2,0,0,0,0,2,0,4,5,0,1,0,5,13,0,2,0,0,8,2,0,19,23,1,1,2,0,0,0,23,5,0,7,0,0,1,0,7,5,0,0,5,7,1,16,0,15,3,0,7,0,6,0,2,3,2,6,0,1,0,0,0,16,0
"Ant137",0,1,2,0,49,10,4,9,32,2,12,0,9,0,0,0,13,4,0,3,0,1,10,10,19,7,22,4,11,9,0,19,0,16,9,15,1,8,4,16,22,1,8,26,4,37,5,18,4,5,11,6,7,3,1,17,10,2,16,7,28,12,0,9,4,38,16,21,7,24,0,0,4,28,24
"Ant139",2,0,2,0,13,13,0,6,39,1,4,0,5,26,0,7,3,11,2,1,2,1,4,3,37,0,23,0,29,8,8,23,16,0,0,7,5,13,0,4,26,0,29,23,3,13,9,35,8,21,9,12,1,0,1,46,4,6,2,5,13,22,3,11,0,22,31,24,5,13,1,9,5,21,30
"Ant142",1,25,2,0,2,9,5,0,1,1,13,3,1,0,9,0,6,0,1,0,0,0,0,7,0,9,0,0,0,1,0,1,9,0,0,0,4,0,3,7,7,2,2,0,0,3,0,0,0,2,2,1,3,9,3,3,1,0,0,0,13,6,1,2,0,3,2,3,0,0,12,0,3,5,6
"Ant149",0,0,2,0,7,9,0,6,5,0,0,0,3,4,1,8,3,3,0,6,0,0,1,4,8,3,2,0,6,20,4,1,15,7,0,0,0,4,0,0,19,2,3,12,11,7,14,3,2,1,0,4,0,0,2,14,0,0,4,8,7,2,1,0,0,4,3,2,3,2,0,0,0,8,3
"Ant153",0,0,3,8,0,0,8,5,0,19,1,0,0,0,5,6,0,2,15,6,0,3,2,2,0,9,0,7,0,8,2,2,1,5,4,0,0,0,0,0,1,6,0,0,2,3,3,0,1,1,2,24,4,1,11,3,3,11,0,4,1,1,0,4,2,0,0,0,4,0,0,0,10,1,0
"Ant156",0,0,0,0,3,0,0,0,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,12,0,18,0,0,0,0,0,8,13,0,4,0,0,0,0,12,0,5,7,0,3,1,0,0,8,2,0,0,0,0,15,0,0,0,0,1,10,0,0,0,7,40,4,0,1,0,0,0,6,5
"Ant159",21,32,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,3,1,5,0,5,7,0,13,0,3,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,3,4,0,2,0,0,0,0,0,0,4,0,6,0,0,0,0,8,0,21,0,8,0,1
"Ant169",0,0,0,0,8,5,3,10,0,1,19,0,0,0,0,5,1,0,2,0,0,0,0,0,0,7,0,0,0,19,8,0,16,4,7,0,0,0,0,0,0,12,0,0,1,0,2,0,16,6,0,1,9,1,14,0,12,1,0,22,4,0,4,10,1,0,0,5,1,0,1,0,6,9,0
"Ant173",4,10,0,0,29,6,0,0,33,2,8,1,0,42,0,0,0,0,0,0,0,0,0,4,20,0,39,0,9,8,3,23,22,26,7,19,1,12,0,0,0,3,8,28,0,36,0,7,0,6,0,0,0,6,0,51,0,1,10,0,18,13,0,0,0,55,48,17,0,4,0,19,0,31,40
"Ant176",0,0,6,0,0,13,1,0,0,8,0,19,1,0,0,1,0,0,20,16,0,2,12,9,0,0,1,33,0,5,0,5,1,0,2,2,6,0,0,12,3,0,0,0,6,4,4,0,0,0,2,2,6,2,1,4,0,5,0,10,4,0,0,1,3,0,1,7,0,1,0,0,10,2,0
"Ant178",0,0,0,0,23,0,0,0,11,0,0,0,0,21,0,0,0,2,0,0,0,0,0,0,14,0,8,0,0,0,0,0,8,29,2,3,0,5,0,0,8,0,0,25,0,29,0,22,0,16,0,0,0,0,0,22,0,0,0,0,0,28,0,0,1,26,33,0,0,7,0,4,0,16,156
"Ant186",0,0,0,0,28,14,0,5,10,0,1,0,0,11,0,3,0,3,0,0,0,1,0,0,28,4,18,0,13,3,0,7,26,23,0,12,0,7,0,0,28,0,25,0,7,19,11,24,6,6,0,2,0,0,0,48,0,2,6,3,7,8,0,2,0,38,66,41,1,23,0,8,0,18,16
"Ant195",0,0,1,0,3,17,8,6,0,0,12,2,2,0,2,7,11,20,0,5,0,0,9,12,0,5,0,0,12,8,7,0,4,3,0,11,2,0,5,1,0,6,0,7,0,4,11,1,10,0,0,6,2,6,3,2,3,6,5,12,8,2,0,4,2,0,0,1,11,3,0,0,8,0,1
"Ant198",0,0,0,0,21,7,0,2,18,2,1,0,0,7,0,7,1,1,0,1,0,0,3,7,15,3,12,0,7,8,0,0,37,13,3,7,3,3,0,0,36,4,29,19,4,0,2,16,14,7,0,1,1,3,0,9,4,0,6,15,15,8,3,3,2,34,28,16,13,17,1,2,3,22,34
"Ant207",0,0,3,0,0,6,2,11,0,5,17,1,11,0,4,14,17,37,0,5,0,0,9,7,6,7,0,0,20,29,0,1,5,9,0,14,3,1,0,2,0,4,0,11,11,2,0,0,21,0,0,17,0,3,4,19,2,10,3,10,6,2,1,1,0,9,1,0,21,7,14,0,11,0,1
"Ant217",0,0,0,0,23,5,0,5,11,3,6,0,2,7,1,0,0,11,0,0,0,0,2,0,25,0,11,0,39,0,0,0,18,35,0,3,0,0,0,0,7,0,22,24,1,16,0,0,2,15,0,5,0,0,0,10,0,2,5,1,25,24,0,0,0,32,17,16,1,6,0,1,7,19,54
"Ant218",0,0,4,0,3,17,5,2,10,11,16,9,12,0,8,9,10,10,0,7,13,3,18,1,0,10,0,0,8,6,5,7,4,8,0,2,1,0,0,16,0,0,0,6,10,14,21,2,0,0,0,17,20,3,4,6,2,9,4,3,5,0,5,24,7,4,0,6,11,0,16,0,16,2,1
"Ant219",6,0,0,0,13,4,0,2,3,1,0,0,0,9,2,2,5,1,0,0,0,0,0,0,13,1,4,0,13,0,0,5,5,21,2,1,1,8,0,6,6,0,16,6,0,7,0,15,0,0,0,0,2,1,0,0,0,1,0,3,0,34,0,1,0,15,13,1,1,0,0,6,0,6,13
"Ant232",12,11,4,9,0,1,0,4,0,1,1,7,7,0,0,3,2,6,3,0,2,7,1,6,0,14,0,8,1,8,22,0,11,9,2,0,2,2,6,0,0,2,0,0,0,0,0,0,0,0,0,4,12,2,0,3,0,0,0,1,0,0,7,2,5,2,3,1,0,0,9,0,1,0,0
"Ant238",0,0,2,0,1,4,3,11,2,18,1,1,19,0,5,7,6,11,3,0,0,13,15,2,0,8,0,0,47,4,5,0,6,12,1,4,24,0,3,1,0,2,0,2,6,1,17,5,17,0,4,0,1,9,2,7,9,4,4,4,1,3,0,9,0,2,0,2,27,5,10,0,13,0,1
"Ant242",5,1,8,5,0,0,20,5,2,2,1,15,1,0,6,7,8,1,4,5,0,0,2,3,0,2,0,68,1,5,1,5,7,1,3,0,4,0,4,9,0,6,0,0,2,1,0,0,20,2,12,1,0,14,3,1,4,5,0,8,1,1,2,0,0,0,0,0,5,0,2,0,12,0,0
"Ant243",0,0,4,8,1,12,2,8,0,3,2,21,10,0,26,9,5,0,4,7,0,0,0,11,0,5,0,0,1,6,6,7,3,0,9,0,1,0,0,1,6,2,0,0,6,3,3,0,3,1,2,9,14,0,1,0,11,13,1,4,0,0,0,4,3,2,4,2,0,0,4,0,6,3,1
"Ant255",0,0,0,5,0,7,6,1,0,1,2,31,2,0,13,0,2,0,6,7,0,3,2,0,3,22,0,0,0,43,4,1,1,1,3,2,11,0,2,14,0,1,0,0,3,0,4,0,4,0,0,2,3,1,0,0,3,9,0,0,1,1,6,3,0,0,0,2,6,0,2,0,11,1,0
"Ant257",0,0,0,0,13,9,0,7,26,14,7,0,0,3,3,3,0,1,0,2,0,0,5,19,15,0,20,0,11,35,8,16,17,46,3,14,3,15,0,0,51,4,22,48,2,9,19,10,6,0,3,7,1,0,0,0,0,0,10,9,9,3,0,6,0,3,14,35,2,5,3,3,4,17,6
"Ant263",0,0,5,2,1,0,0,2,0,19,4,0,2,0,5,0,5,0,1,0,2,1,0,0,1,2,0,0,4,9,0,0,10,4,1,0,3,0,0,12,0,0,0,0,3,4,2,0,2,0,0,9,4,11,3,0,0,3,0,1,0,0,0,6,24,2,0,0,1,0,0,0,9,0,0
"Ant294",0,3,2,0,1,5,9,0,0,0,3,6,0,0,9,2,4,0,4,0,1,8,2,1,0,2,0,8,0,12,6,15,2,6,0,0,11,0,0,1,1,5,0,2,6,0,10,2,9,1,0,4,5,13,9,0,3,0,0,12,4,0,5,6,8,0,9,2,2,0,3,0,8,6,1
"Ant318",0,0,0,0,6,1,0,1,1,5,18,0,2,1,5,1,3,1,0,0,0,0,4,0,2,3,0,0,5,3,2,3,16,2,0,4,0,0,0,0,10,0,0,6,5,6,3,5,4,0,0,4,0,1,0,10,0,0,0,4,0,0,0,0,0,0,0,1,9,3,0,0,1,8,8
"Ant332",0,0,0,0,2,7,3,7,0,4,9,0,1,0,3,6,5,6,1,0,0,0,27,1,0,0,1,0,1,7,0,0,7,5,0,8,4,0,0,22,0,10,0,3,12,15,10,1,3,3,1,4,8,4,0,9,1,12,4,0,12,0,4,4,0,3,7,6,4,5,0,0,13,1,5
"Ant342",0,0,0,0,17,6,0,7,4,0,9,0,2,0,0,1,1,7,0,0,0,0,1,0,18,2,12,0,9,3,1,7,28,13,13,7,1,1,0,4,18,4,0,7,8,15,6,25,5,0,0,1,1,0,1,9,0,4,0,12,0,3,4,8,1,19,13,5,9,0,3,0,1,9,0
"Ant347",0,0,0,0,25,4,0,4,11,0,0,0,1,25,0,1,3,1,0,0,0,0,0,0,15,3,9,0,10,3,1,0,12,22,6,2,1,10,4,0,13,0,28,8,2,8,2,24,0,34,0,3,1,0,1,3,0,0,0,0,3,0,0,0,1,28,30,9,1,13,0,13,0,6,48
"Ant353",12,0,1,4,0,0,0,0,1,0,2,2,0,0,0,0,0,0,5,8,1,3,0,0,2,1,1,8,0,4,2,6,0,3,1,1,0,0,0,4,0,0,0,0,0,3,1,0,5,0,7,0,2,0,6,0,0,5,0,4,4,0,0,3,0,0,1,2,0,0,0,0,0,3,1
"Ant356",7,0,5,0,0,8,3,2,4,5,2,11,2,0,3,22,4,4,1,10,4,0,4,0,2,17,0,0,5,21,3,0,9,11,2,0,4,0,6,10,0,1,0,2,4,3,1,0,24,1,2,9,0,4,3,6,6,6,0,4,8,0,3,0,2,1,1,2,60,0,9,0,18,3,3
"Ant387",0,0,0,7,0,4,12,0,3,2,0,18,0,0,4,0,0,0,3,2,0,5,0,0,0,4,0,0,0,5,0,2,4,0,0,0,2,0,0,1,0,3,1,0,2,2,0,0,7,0,5,0,0,3,0,0,24,8,0,0,1,1,0,2,0,0,0,2,0,0,1,0,5,1,0
"Ant390",1,3,0,0,58,7,0,5,13,0,2,0,0,31,3,1,1,0,0,0,0,0,0,7,17,4,10,0,2,5,3,3,38,22,3,4,0,7,0,0,55,0,26,38,0,34,9,32,4,15,2,2,0,2,0,3,2,0,0,3,19,28,0,1,0,0,50,13,0,26,0,6,0,38,50
"Ant394",2,0,0,0,24,13,0,3,26,0,3,0,0,55,4,1,0,0,0,0,0,0,7,0,12,1,35,0,6,1,3,2,16,31,2,3,0,40,0,0,48,1,33,66,0,28,1,17,0,13,3,0,0,4,0,14,0,9,0,7,13,30,1,1,0,50,0,31,4,33,0,11,0,4,26
"Ant395",1,0,0,0,15,15,0,1,16,4,0,0,2,2,0,0,2,0,0,4,0,1,2,0,30,7,18,0,10,3,20,6,21,24,3,2,0,4,0,5,17,7,0,41,1,16,0,16,6,1,1,2,0,2,2,35,0,2,1,6,5,9,2,2,2,13,31,0,1,3,0,6,0,7,16
"Ant437",0,0,4,0,6,10,0,10,0,7,17,3,8,0,4,11,2,5,2,1,0,0,4,2,1,0,0,1,10,13,2,0,7,5,0,3,4,0,8,1,0,0,0,1,11,13,21,1,11,1,0,27,5,0,6,2,1,2,9,4,9,1,0,60,0,0,4,1,0,12,7,0,8,1,2
"Ant475",0,0,0,0,28,5,0,4,8,1,3,0,3,7,4,2,0,11,0,2,0,0,0,0,10,0,7,0,11,1,0,1,24,13,0,2,0,1,0,0,4,1,7,23,3,17,7,6,0,0,0,5,0,0,0,5,0,0,3,5,0,13,0,0,0,26,33,3,12,0,0,1,2,20,32
"Ant492",7,25,2,1,0,1,8,6,0,13,2,0,2,0,6,13,6,5,0,0,3,2,1,5,0,16,0,0,0,3,9,0,0,1,12,0,0,0,21,1,0,0,0,0,0,1,14,0,16,0,9,10,2,4,2,3,0,3,0,0,3,0,0,9,1,0,0,0,7,0,0,0,4,5,0
"Ant501",0,0,0,0,2,0,0,0,1,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,9,0,0,0,0,0,0,19,0,4,8,0,2,0,1,0,6,0,0,0,0,0,3,0,0,0,0,0,13,0,0,0,6,11,6,0,1,0,0,0,0,12
"Ant527",0,1,5,0,0,9,7,2,0,8,10,4,8,0,3,12,9,2,6,8,2,0,13,1,0,14,0,4,10,16,20,0,4,5,3,0,10,0,8,6,0,10,0,0,8,3,11,7,16,0,1,13,12,6,11,4,9,8,1,13,1,0,0,18,5,0,0,0,8,2,4,0,0,0,0
"Ant552",3,0,3,1,28,4,1,0,29,3,0,0,0,6,0,6,1,0,1,0,0,0,0,7,12,6,19,0,7,10,2,16,28,21,5,8,1,6,0,9,31,2,16,18,0,22,0,19,2,6,0,0,0,3,1,17,0,6,8,1,9,6,3,3,1,38,4,7,1,20,5,0,0,0,4
"Ant593",0,0,1,0,38,9,1,5,23,0,1,0,3,52,0,2,0,6,0,1,0,0,0,0,12,0,20,0,9,0,0,0,24,30,6,3,0,5,1,0,40,0,156,16,1,34,1,54,1,13,0,1,0,1,0,6,0,1,8,5,0,48,1,3,0,50,26,16,2,32,0,12,0,4,0
