"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant26","Ant30","Ant38","Ant73","Ant148","Ant158","Ant191","Ant196","Ant202","Ant209","Ant268","Ant308","Ant620","Ant13","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant91","Ant97","Ant100","Ant113","Ant117","Ant137","Ant139","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant195","Ant198","Ant207","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant263","Ant294","Ant318","Ant332","Ant342","Ant347","Ant353","Ant356","Ant387","Ant390","Ant394","Ant395","Ant437","Ant475","Ant492","Ant501","Ant527","Ant552","Ant593"
"Ant156",0,0,1,0,9,7,0,0,20,0,2,0,0,11,1,0,0,9,1,4,0,0,6,0,7,2,7,0,2,2,0,1,2,10,0,1,0,0,0,0,3,1,26,2,1,3,11,17,4,10,0,1,0,3,2,3,0,0,2,3,0,30,0,1,0,7,59,3,1,9,0,10,1,15,16
"Ant159",0,6,1,0,7,4,5,0,1,5,6,5,15,0,5,1,9,2,1,4,0,1,4,8,0,12,0,2,3,7,6,7,36,6,0,11,1,0,0,9,3,5,0,2,8,3,13,4,5,0,8,2,1,5,1,0,3,7,3,1,2,1,1,9,2,6,9,6,1,1,10,2,4,0,0
"Ant169",0,0,0,4,0,11,11,0,3,20,0,3,10,19,0,2,3,0,9,1,17,0,15,0,7,21,4,1,0,10,21,29,12,1,2,13,6,0,9,0,4,1,1,8,5,5,7,0,8,0,8,0,4,10,10,21,0,3,0,2,1,0,2,0,5,3,4,0,7,3,1,11,0,2,0
"Ant173",0,0,1,8,15,0,0,6,0,2,1,0,5,4,9,3,0,24,0,0,0,0,4,18,2,0,5,0,5,14,1,9,5,7,0,1,0,3,3,4,0,14,8,9,2,0,10,0,0,2,7,1,0,16,1,23,0,0,5,10,9,4,0,1,0,0,0,29,1,2,3,10,13,0,9
"Ant176",3,28,9,4,2,1,4,13,0,7,3,0,8,0,1,9,14,9,17,3,7,29,2,13,5,15,6,19,1,16,0,6,23,4,3,5,13,1,5,1,14,0,0,0,10,4,14,2,3,1,39,26,23,31,31,1,14,0,3,11,6,1,16,15,10,4,0,0,8,2,4,6,19,1,0
"Ant178",1,1,1,2,3,4,0,0,14,4,1,0,0,36,0,0,2,0,0,0,7,1,0,1,6,0,17,4,0,4,4,5,4,8,2,0,0,26,0,1,8,0,0,4,8,15,9,23,0,29,4,0,3,0,1,2,0,0,1,1,1,23,0,1,0,45,33,0,0,5,3,9,1,0,86
"Ant186",0,0,0,0,27,19,1,2,22,18,6,2,1,39,0,0,4,6,2,1,0,0,17,0,23,5,36,0,0,3,10,6,12,12,1,22,1,2,2,8,9,0,4,0,6,15,10,21,7,20,0,0,1,0,1,25,0,4,0,7,0,8,0,2,0,46,35,0,4,21,0,40,0,0,11
"Ant195",5,2,2,0,9,5,1,22,0,5,5,0,3,3,4,3,2,2,0,0,1,1,3,7,5,4,0,1,6,11,15,8,19,13,3,18,0,1,8,5,2,10,8,6,0,9,15,0,4,5,1,19,2,9,7,1,1,5,4,9,3,2,0,6,5,8,2,9,3,7,9,3,2,11,2
"Ant198",1,1,1,0,11,7,0,17,6,7,6,1,1,24,3,6,0,24,1,1,0,0,1,2,15,3,11,0,23,3,1,2,9,10,0,6,2,3,3,5,0,4,15,15,9,0,7,7,9,8,1,11,1,5,1,16,1,2,5,4,4,8,0,10,1,47,10,10,17,16,7,7,2,12,14
"Ant207",4,6,18,2,5,9,1,1,3,8,25,4,1,9,13,6,17,23,9,2,9,10,10,15,16,7,1,5,7,26,9,10,20,21,23,8,2,11,13,7,10,14,9,10,15,7,0,23,17,7,2,34,4,9,5,14,3,2,5,14,6,1,5,6,1,4,7,4,9,11,8,21,12,4,3
"Ant217",0,0,0,0,21,3,1,1,17,2,7,1,5,51,0,1,0,14,0,1,0,0,21,4,10,0,19,0,8,0,0,2,6,15,0,5,0,17,4,0,0,2,23,21,0,7,23,0,3,2,3,3,1,0,0,2,0,3,4,0,4,43,0,2,2,24,18,3,4,16,0,16,7,4,24
"Ant218",0,5,0,1,1,12,26,5,6,9,5,7,1,4,4,2,1,6,2,15,5,1,9,10,9,5,6,1,3,13,3,15,11,7,0,17,2,4,5,8,0,3,0,7,4,9,17,3,0,1,10,8,14,8,5,2,15,13,3,9,2,3,2,9,1,2,6,6,11,15,4,6,12,3,0
"Ant219",0,0,0,0,12,13,0,4,14,0,4,0,2,22,1,11,0,0,0,0,0,0,4,1,4,2,5,0,13,0,13,3,7,11,0,3,0,10,0,0,2,1,29,20,5,8,7,2,1,0,2,19,0,3,0,15,0,0,1,3,13,7,0,3,0,18,9,3,0,14,2,8,0,15,1
"Ant232",28,9,0,31,0,0,4,2,0,8,1,0,12,0,18,1,21,4,42,3,17,2,3,14,0,8,0,35,0,13,0,3,6,0,0,1,5,0,8,8,7,39,4,0,1,1,2,3,10,2,0,2,27,44,10,0,0,7,1,7,0,0,1,8,11,0,0,3,1,0,3,1,1,0,0
"Ant238",0,5,5,1,3,5,3,44,0,1,6,2,13,4,1,27,2,21,6,2,0,11,3,3,2,29,0,0,74,11,0,11,12,8,1,2,3,1,2,0,1,26,0,0,19,11,34,3,8,19,2,0,8,10,6,15,5,23,6,2,1,4,9,28,10,12,9,33,10,4,41,1,14,9,0
"Ant242",3,2,6,10,0,0,15,3,0,2,0,12,1,0,5,0,0,0,23,1,15,20,0,15,3,4,0,26,1,14,7,4,12,1,4,1,2,0,1,4,0,23,3,1,2,1,4,1,14,0,27,8,0,9,0,1,1,2,0,2,0,0,4,21,4,0,0,1,4,2,3,1,3,2,0
"Ant243",7,5,1,17,8,0,6,8,0,5,4,4,18,3,15,5,14,2,12,26,9,0,0,22,4,2,0,2,9,28,0,17,22,1,3,9,8,3,5,10,16,31,0,0,9,5,9,0,8,3,44,10,9,0,7,2,10,5,7,5,3,1,0,7,15,1,1,6,6,4,11,1,23,1,0
"Ant255",10,2,0,2,2,4,10,0,1,11,1,6,15,0,6,7,3,15,11,6,3,9,1,3,3,21,0,4,0,7,0,8,12,0,1,19,10,2,1,10,1,31,1,1,7,1,5,0,5,0,10,6,0,7,0,0,8,6,0,1,3,0,7,10,2,1,0,3,5,0,1,0,8,1,0
"Ant257",0,0,1,1,15,8,1,7,7,10,7,0,4,23,2,5,1,5,2,0,1,0,2,3,5,8,9,0,7,6,13,4,22,13,0,11,1,3,0,21,23,1,2,25,1,16,14,2,2,15,0,15,1,2,0,0,1,0,6,10,16,1,0,6,2,7,12,4,10,9,7,17,17,1,1
"Ant263",0,1,2,7,5,0,5,2,1,7,10,9,2,1,0,6,0,0,0,3,0,7,1,2,2,20,0,0,1,17,0,4,5,3,0,2,7,0,3,0,0,14,0,0,1,1,3,0,15,0,0,5,1,10,8,1,0,15,1,4,0,0,6,8,13,1,0,0,9,0,5,0,9,1,0
"Ant294",0,1,7,4,1,10,18,2,1,2,9,5,19,4,9,3,3,6,6,12,2,12,4,18,6,21,4,0,2,12,6,2,13,3,4,6,3,0,7,3,0,0,0,4,5,2,2,3,13,0,7,23,2,5,6,0,15,0,0,4,2,1,3,2,8,2,3,1,6,0,1,3,4,2,1
"Ant318",0,0,0,0,3,1,0,1,0,0,4,0,0,0,0,3,1,2,0,0,1,0,0,4,0,4,2,0,5,7,0,9,2,2,0,3,1,2,3,0,5,3,1,0,4,5,5,4,3,1,1,6,0,7,0,6,1,0,0,2,2,2,0,2,0,7,0,7,5,7,2,1,4,8,0
"Ant332",4,2,11,7,3,8,9,5,0,3,1,4,4,0,14,7,9,6,2,1,0,0,6,3,2,10,4,28,0,17,18,12,10,4,26,8,3,3,1,2,10,11,1,7,9,4,14,0,9,3,7,2,2,5,1,10,4,4,2,0,4,2,1,13,13,2,0,6,11,4,7,15,0,7,0
"Ant342",0,0,0,2,8,5,3,6,0,0,3,0,9,1,1,5,0,10,0,0,0,0,4,4,5,2,13,0,9,5,0,6,13,9,0,2,4,0,2,1,9,6,1,0,3,4,6,4,2,13,0,1,0,3,3,16,0,2,2,4,0,9,0,10,10,10,3,5,2,12,6,1,2,7,0
"Ant347",0,1,5,0,11,7,0,4,19,1,7,2,2,19,1,0,0,2,0,0,0,0,8,1,3,1,25,0,3,1,0,1,6,9,0,7,3,30,1,0,4,1,23,8,2,8,1,43,3,7,0,4,0,1,0,1,0,1,2,2,9,0,0,3,0,28,34,16,4,3,0,25,0,6,21
"Ant353",3,5,0,12,1,2,3,1,0,3,2,14,1,2,3,2,1,1,33,8,0,16,3,4,0,12,2,0,0,7,0,3,5,0,6,1,14,0,1,2,0,16,0,0,0,0,5,0,2,0,1,9,4,0,7,0,6,3,0,1,0,0,0,0,3,0,2,0,5,2,1,0,6,1,2
"Ant356",0,2,0,2,5,1,13,12,0,6,5,4,18,1,0,8,0,7,3,1,1,5,4,4,3,10,0,6,7,11,1,13,19,2,0,4,6,1,9,0,1,15,1,2,6,10,6,2,9,3,8,28,21,7,10,6,8,2,2,13,10,3,0,0,14,2,1,5,9,2,24,4,23,0,0
"Ant387",7,23,0,1,4,6,2,1,0,2,3,9,14,0,0,4,1,7,5,2,0,0,4,6,1,10,1,0,1,17,0,5,15,4,1,4,7,0,2,5,0,10,0,0,5,1,1,2,1,0,11,10,4,15,2,2,13,8,0,13,10,0,3,14,0,2,1,1,12,3,13,1,7,3,2
"Ant390",0,0,0,1,33,12,0,14,21,1,12,0,1,44,0,2,0,7,1,1,0,0,6,3,15,4,18,0,27,1,3,4,14,26,0,12,2,7,6,3,0,4,45,46,8,47,4,24,2,18,0,12,0,1,1,7,1,2,7,2,10,28,0,2,2,0,74,36,9,18,1,15,2,3,52
"Ant394",0,0,3,0,11,18,1,1,49,0,2,0,6,40,0,0,3,5,0,0,0,0,15,1,8,6,26,0,9,0,4,6,8,18,0,12,0,59,9,4,0,0,33,35,2,10,7,18,6,9,0,9,0,1,0,12,0,3,0,0,3,34,2,1,1,74,0,12,5,14,2,51,1,3,25
"Ant395",0,0,3,1,5,15,1,16,0,2,8,0,5,5,4,2,0,20,2,0,0,2,10,8,3,14,5,0,14,3,0,1,7,14,0,8,2,3,6,0,29,0,0,0,9,10,4,3,6,3,3,33,1,6,3,4,0,1,7,6,5,16,0,5,1,36,12,0,4,10,9,5,10,3,2
"Ant437",1,1,6,3,5,12,7,8,1,8,4,3,10,4,3,8,9,7,4,0,0,2,10,4,9,12,2,3,2,13,0,9,22,9,0,4,1,1,1,7,1,8,0,4,3,17,9,4,11,0,1,10,4,6,5,10,9,6,5,11,2,4,5,9,12,9,5,4,0,10,12,8,15,9,0
"Ant475",0,4,2,1,20,12,0,1,2,1,2,0,1,3,2,4,3,4,1,1,0,0,2,0,11,3,23,0,12,2,0,3,15,26,0,3,1,9,1,3,2,2,5,21,7,16,11,16,15,14,0,4,2,4,0,9,0,0,7,4,12,3,2,2,3,18,14,10,10,0,3,1,4,9,13
"Ant492",0,1,0,5,5,0,0,12,0,1,4,5,7,0,0,13,0,7,5,0,0,1,1,5,1,8,1,1,2,10,0,4,5,13,0,0,3,0,10,1,3,4,3,0,9,7,8,0,4,2,3,41,3,11,1,7,5,1,2,7,6,0,1,24,13,1,2,9,12,3,0,0,5,8,0
"Ant501",0,0,0,0,3,17,0,1,7,10,7,1,5,37,11,1,6,13,0,3,0,0,13,3,9,18,34,0,8,11,0,7,16,8,0,37,0,10,2,11,10,6,9,40,3,7,21,16,6,8,1,1,1,1,0,17,0,3,1,15,1,25,0,4,1,15,51,5,8,1,0,0,4,1,7
"Ant527",0,18,0,4,2,0,0,5,1,1,3,14,9,0,12,16,3,5,12,8,4,10,0,15,3,22,0,12,9,30,2,7,22,7,12,3,15,1,4,0,13,19,1,0,2,2,12,7,12,0,1,14,3,23,8,17,9,4,4,0,2,0,6,23,7,2,1,10,15,4,5,4,0,1,1
"Ant552",0,1,0,1,6,9,0,9,0,0,8,1,2,5,4,7,2,7,1,0,0,0,2,0,1,5,1,0,7,3,0,7,7,4,0,1,2,15,0,2,0,1,0,0,11,12,4,4,3,15,0,9,2,1,1,1,1,2,8,7,7,6,1,0,3,3,3,3,9,9,8,1,1,0,5
"Ant593",0,0,0,0,22,2,1,5,25,3,0,0,1,52,0,0,0,0,0,0,0,0,0,7,0,4,7,0,12,2,0,0,4,8,1,0,0,16,0,0,9,0,86,11,2,14,3,24,0,1,0,0,0,0,0,1,0,1,0,0,0,21,2,0,2,52,25,2,0,13,0,7,1,5,0
