"","Ant4","Ant260","Ant52","Ant540","Ant6","Ant26","Ant30","Ant38","Ant73","Ant148","Ant158","Ant191","Ant196","Ant202","Ant209","Ant268","Ant308","Ant620","Ant13","Ant27","Ant29","Ant32","Ant42","Ant43","Ant44","Ant50","Ant55","Ant91","Ant97","Ant100","Ant113","Ant117","Ant137","Ant139","Ant142","Ant149","Ant153","Ant156","Ant159","Ant169","Ant173","Ant176","Ant178","Ant186","Ant195","Ant198","Ant207","Ant217","Ant218","Ant219","Ant232","Ant238","Ant242","Ant243","Ant255","Ant257","Ant263","Ant294","Ant318","Ant332","Ant342","Ant347","Ant353","Ant356","Ant387","Ant390","Ant394","Ant395","Ant437","Ant475","Ant492","Ant501","Ant527","Ant552","Ant593"
"Ant268",1,8,1,0,4,8,1,3,0,0,14,1,2,1,0,0,3,5,1,0,1,0,18,0,2,1,0,1,7,13,0,8,9,2,0,4,0,1,6,12,5,2,0,5,8,4,3,0,10,5,0,10,2,5,4,2,8,0,0,3,2,0,0,1,3,2,1,2,10,1,7,1,9,7,0
"Ant308",0,0,9,2,1,17,5,5,2,8,8,5,10,1,10,3,0,5,12,0,1,0,2,4,3,11,1,3,5,17,23,3,20,10,0,13,2,2,0,0,17,2,10,0,7,4,19,0,10,0,1,7,2,4,9,7,0,4,4,1,6,3,0,9,5,5,5,15,2,1,4,0,7,4,0
"Ant620",0,0,7,1,1,12,0,8,7,4,6,0,3,4,1,5,5,0,5,2,0,0,2,3,11,16,6,0,6,2,4,0,6,23,0,14,0,9,8,0,7,0,4,1,20,3,8,10,1,4,0,19,6,2,0,5,3,0,4,0,7,5,0,1,2,8,15,13,11,4,15,0,2,5,0
"Ant13",2,1,1,2,7,10,6,4,1,2,2,8,1,4,13,1,12,5,0,10,0,2,1,1,0,11,1,10,3,21,4,5,5,10,5,5,3,2,1,7,0,1,5,1,8,2,11,2,14,0,9,7,2,2,3,3,3,4,1,3,3,1,5,4,6,2,1,5,1,1,10,3,2,4,0
"Ant27",6,12,3,7,1,4,8,1,0,3,4,1,7,6,6,0,0,2,10,0,0,4,0,0,5,4,0,13,1,2,0,6,1,0,8,0,2,0,0,5,0,2,0,1,9,4,7,0,2,1,0,9,0,0,5,0,1,3,1,3,1,2,10,2,1,0,1,0,6,0,4,0,4,16,0
"Ant29",7,10,10,2,0,0,8,3,0,2,2,46,0,0,7,1,1,0,0,0,0,20,1,0,1,10,0,36,0,9,3,8,3,1,4,1,22,0,0,8,2,6,0,4,0,2,1,3,10,0,35,4,6,1,7,0,0,0,1,6,7,0,41,7,0,1,0,1,3,1,3,3,2,0,0
"Ant32",20,4,5,3,1,2,12,1,0,4,0,16,1,1,1,0,0,0,2,4,20,0,10,0,0,4,0,56,2,9,2,21,5,0,4,0,7,0,2,16,0,11,2,7,2,0,5,0,1,0,12,2,6,6,10,2,5,19,0,3,1,0,1,22,0,0,0,2,3,6,0,1,2,0,0
"Ant42",4,0,8,0,7,8,1,2,3,3,2,1,8,6,4,18,2,2,1,0,1,10,0,0,5,4,1,1,0,12,3,20,18,8,2,10,0,5,0,34,35,1,1,16,6,11,0,4,7,4,3,6,6,1,1,10,10,3,14,4,2,3,5,0,0,3,3,1,4,13,6,2,3,0,0
"Ant43",2,3,2,4,7,10,1,7,0,7,1,2,2,1,15,0,4,3,1,0,0,0,0,0,12,11,12,0,8,4,2,8,6,3,11,9,2,0,10,9,47,3,6,5,3,2,7,1,1,1,1,7,3,1,15,0,4,0,1,11,1,0,0,5,4,6,9,8,2,0,2,0,10,3,0
"Ant44",0,0,4,3,3,0,0,5,4,19,41,0,1,9,1,2,3,11,0,5,1,0,5,12,0,9,2,0,15,11,3,0,26,14,1,1,1,8,13,13,6,2,10,6,3,6,8,3,10,1,0,1,6,7,1,1,0,0,8,0,1,4,0,2,3,11,5,4,6,7,4,0,4,10,0
"Ant50",6,12,2,11,10,13,2,5,2,17,11,13,12,7,21,1,11,16,11,4,10,4,4,11,9,0,0,45,11,24,20,4,8,12,12,7,4,1,7,16,14,3,9,2,32,3,30,10,12,4,8,8,12,1,11,2,4,9,0,8,2,1,6,9,7,2,5,3,38,7,10,1,6,9,0
"Ant55",0,0,1,0,10,8,0,12,29,2,0,0,3,48,1,0,1,6,1,0,0,0,1,12,2,0,0,0,11,0,9,3,1,12,1,2,0,13,3,4,5,0,26,23,3,5,0,17,0,5,1,0,4,0,1,44,1,0,2,1,13,36,0,0,0,22,24,0,6,15,0,15,4,0,11
"Ant91",36,16,69,13,1,0,10,17,0,9,0,49,0,2,6,1,3,0,10,13,36,56,1,0,0,45,0,0,0,28,0,78,18,0,10,0,4,1,3,32,0,1,8,0,2,1,0,0,7,0,26,9,9,9,72,0,0,16,0,0,0,0,75,5,0,0,0,0,10,1,0,0,1,1,0
"Ant97",0,0,0,1,18,18,2,18,13,0,4,3,9,15,9,7,5,6,3,1,0,2,0,8,15,11,11,0,0,7,12,8,2,23,2,16,1,3,7,0,12,3,5,2,18,7,2,10,1,3,0,33,6,4,1,5,3,3,10,7,5,14,1,5,2,23,9,0,11,7,4,0,7,11,0
"Ant100",11,1,6,20,0,7,6,12,4,9,10,8,8,3,10,13,17,2,21,2,9,9,12,4,11,24,0,28,7,0,17,19,33,3,4,7,1,2,9,47,16,7,2,0,7,1,9,4,30,4,10,2,22,16,22,1,18,18,3,4,11,6,6,25,6,1,2,6,4,6,8,0,24,3,0
"Ant113",0,0,0,1,7,7,4,7,1,1,2,1,2,1,4,0,23,4,4,0,3,2,3,2,3,20,9,0,12,17,0,1,6,4,0,7,1,2,0,0,28,0,3,3,1,7,12,3,4,2,0,5,3,6,2,6,5,0,3,1,0,1,1,5,1,8,3,7,2,2,4,1,9,10,0
"Ant117",15,11,5,2,1,1,7,1,1,5,0,11,11,1,9,8,3,0,5,6,8,21,20,8,0,4,3,78,8,19,1,0,11,1,11,3,20,0,0,26,4,2,0,19,4,4,4,2,6,8,20,3,12,2,9,4,18,5,0,1,2,1,12,5,3,2,1,1,4,1,3,1,2,6,0
"Ant137",4,12,6,6,8,18,4,8,10,18,21,6,8,7,4,9,20,6,5,1,3,5,18,6,26,8,1,18,2,33,6,11,0,7,6,10,2,10,3,13,21,0,3,9,2,8,13,15,8,4,6,16,11,0,5,10,12,1,3,4,21,8,2,6,2,4,8,4,8,23,13,1,13,2,0
"Ant139",0,3,8,2,14,7,1,28,1,4,3,1,11,40,6,2,10,23,10,0,1,0,8,3,14,12,12,0,23,3,4,1,7,0,2,7,3,3,4,0,20,2,9,6,25,12,24,17,5,2,0,17,6,3,3,10,1,1,4,12,6,2,1,7,4,18,12,9,14,12,15,1,18,16,0
"Ant142",4,24,2,0,1,3,0,4,3,10,20,7,0,9,4,0,0,0,5,8,4,4,2,11,1,12,1,10,2,4,0,11,6,2,0,2,12,0,0,8,12,8,2,1,0,7,1,2,20,0,4,12,0,6,5,0,5,1,3,4,9,4,0,4,1,2,1,4,7,2,0,0,6,0,0
"Ant149",0,0,0,1,3,4,1,17,2,1,4,1,8,4,2,4,13,14,5,0,1,0,10,9,1,7,2,0,16,7,7,3,10,7,2,0,0,5,6,4,11,1,2,0,9,2,7,3,6,2,0,2,2,0,0,4,13,3,2,8,9,4,0,4,3,6,1,3,15,1,11,0,2,6,0
"Ant153",2,23,2,15,0,0,20,5,0,1,9,14,2,0,16,0,2,0,3,2,22,7,0,2,1,4,0,4,1,1,1,20,2,3,12,0,0,0,1,0,0,24,0,1,1,1,5,0,3,0,13,1,3,0,10,0,3,1,0,14,4,0,16,18,2,0,0,1,0,1,3,1,3,1,0
"Ant156",0,1,1,0,18,1,0,13,11,1,0,0,0,22,0,1,2,9,2,0,0,0,5,0,8,1,13,1,3,2,2,0,10,3,0,5,0,0,0,0,8,0,10,20,6,6,10,16,3,8,0,1,0,7,2,7,0,1,3,3,2,12,0,0,1,8,6,3,1,13,6,25,2,1,16
"Ant159",0,7,0,3,1,1,0,8,0,9,2,4,4,2,2,6,0,8,1,0,0,2,0,10,13,7,3,3,7,9,0,0,3,4,0,6,1,0,0,0,0,0,1,0,6,4,12,3,3,7,0,13,1,1,2,4,8,9,6,1,2,1,0,4,0,3,1,9,4,0,3,1,6,8,0
"Ant169",28,14,8,0,4,1,13,10,1,9,2,0,7,4,1,12,0,0,7,5,8,16,34,9,13,16,4,32,0,47,0,26,13,0,8,4,0,0,0,0,9,2,2,3,2,1,4,2,13,3,13,2,2,2,18,7,5,5,1,0,2,19,6,5,0,10,8,0,4,6,9,3,9,0,0
"Ant173",5,0,0,5,10,7,1,9,3,0,13,4,10,11,4,5,17,7,0,0,2,0,35,47,6,14,5,0,12,16,28,4,21,20,12,11,0,8,0,9,0,6,7,17,7,10,13,30,4,10,1,3,2,0,10,21,5,3,2,4,9,12,5,2,1,14,32,19,2,6,5,0,23,8,0
"Ant176",10,6,1,10,1,4,11,0,0,6,1,9,7,1,80,2,2,0,1,2,6,11,1,3,2,3,0,1,3,7,0,2,0,2,8,1,24,0,0,2,6,0,0,0,2,2,5,3,20,0,15,17,4,10,3,1,2,1,0,5,0,4,6,13,9,0,1,0,3,0,1,0,4,1,0
"Ant178",0,2,0,4,13,9,0,3,27,3,2,0,3,29,0,0,10,4,5,0,0,2,1,6,10,9,26,8,5,2,3,0,3,9,2,2,0,10,1,2,7,0,0,20,5,15,3,28,2,6,12,4,1,6,3,11,3,1,1,1,3,35,0,3,1,13,30,8,1,5,2,20,4,7,22
"Ant186",3,4,0,0,8,22,0,17,13,10,7,1,9,13,3,5,0,1,1,1,4,7,16,5,6,2,23,0,2,0,3,19,9,6,1,0,1,20,0,3,17,0,20,0,4,11,0,28,0,3,0,5,3,0,0,38,4,0,10,2,7,19,0,2,1,7,13,2,6,30,3,2,4,0,0
"Ant195",0,5,7,3,11,3,4,24,3,2,5,3,5,7,1,8,7,20,8,9,0,2,6,3,3,32,3,2,18,7,1,4,2,25,0,9,1,6,6,2,7,2,5,4,0,7,5,6,8,0,0,18,3,3,3,0,3,4,4,3,12,8,10,4,6,11,8,7,4,7,4,1,13,6,0
"Ant198",2,0,0,2,8,11,1,5,7,0,8,2,6,10,7,4,4,3,2,4,2,0,11,2,6,3,5,1,7,1,7,4,8,12,7,2,1,6,4,1,10,2,15,11,7,0,5,8,7,9,0,3,0,2,4,6,5,1,10,1,12,4,0,1,3,15,1,1,5,4,3,2,2,4,0
"Ant207",0,0,9,16,9,1,6,12,3,11,10,6,8,14,6,3,19,8,11,7,1,5,0,7,8,30,0,0,2,9,12,4,13,24,1,7,5,10,12,4,13,5,3,0,5,5,0,7,17,5,0,11,2,13,13,0,2,2,9,10,4,0,0,7,1,2,1,14,17,10,8,0,13,32,0
"Ant217",0,0,0,1,6,4,0,5,15,1,15,2,0,20,1,0,0,10,2,0,3,0,4,1,3,10,17,0,10,4,3,2,15,17,2,3,0,16,3,2,30,3,28,28,6,8,7,0,7,15,0,1,1,0,1,14,2,2,2,1,5,19,0,1,1,13,19,2,2,18,9,38,4,0,74
"Ant218",2,2,0,20,5,10,2,2,4,1,5,22,7,4,0,10,10,1,14,2,10,1,7,1,10,12,0,7,1,30,4,6,8,5,20,6,3,3,3,13,4,20,2,0,8,7,17,7,0,4,16,10,0,13,9,0,3,4,4,2,4,3,2,20,8,2,0,4,10,0,16,3,13,1,0
"Ant219",0,0,0,0,15,17,0,8,11,0,1,2,1,22,7,5,0,4,0,1,0,0,4,1,1,4,5,0,3,4,2,8,4,2,0,2,0,8,7,3,10,0,6,3,0,9,5,15,4,0,0,0,1,0,3,22,2,2,6,9,10,14,0,1,1,7,17,0,1,11,2,5,4,2,16
"Ant232",12,22,5,0,0,0,0,0,0,2,4,31,0,0,0,0,1,0,9,0,35,12,3,1,0,8,1,26,0,10,0,20,6,0,4,0,13,0,0,13,1,15,12,0,0,0,0,0,16,0,0,6,2,12,13,1,12,4,0,1,3,0,14,19,0,0,0,1,4,3,2,2,0,0,0
"Ant238",8,17,9,15,6,1,1,39,0,1,5,11,12,7,2,10,7,19,7,9,4,2,6,7,1,8,0,9,33,2,5,3,16,17,12,2,1,1,13,2,3,17,4,5,18,3,11,1,10,0,6,0,7,28,7,0,4,7,6,21,4,3,0,13,18,11,0,2,70,2,17,0,3,5,0
"Ant242",6,3,16,23,0,0,9,4,4,0,3,6,0,0,1,2,2,6,2,0,6,6,6,3,6,12,4,9,6,22,3,12,11,6,0,2,3,0,1,2,2,4,1,3,3,0,2,1,0,1,2,7,0,7,7,0,2,8,0,9,3,0,5,9,7,2,2,1,5,0,13,0,4,0,0
"Ant243",16,6,0,1,0,0,0,5,0,10,15,4,7,2,0,5,4,2,2,0,1,6,1,1,7,1,0,9,4,16,6,2,0,3,6,0,0,7,1,2,0,10,6,0,3,2,13,0,13,0,12,28,7,0,4,0,1,2,1,4,4,1,0,11,1,1,0,4,11,0,0,0,8,0,0
"Ant255",8,10,7,4,1,2,16,3,0,9,0,13,6,0,8,4,9,0,3,5,7,10,1,15,1,11,1,72,1,22,2,9,5,3,5,0,10,2,2,18,10,3,3,0,3,4,13,1,9,3,13,7,7,4,0,0,3,6,0,8,0,1,9,12,4,1,0,2,1,1,4,0,2,0,0
"Ant257",0,0,0,1,18,15,1,6,23,6,11,0,3,16,0,2,7,5,3,0,0,2,10,0,1,2,44,0,5,1,6,4,10,10,0,4,0,7,4,7,21,1,11,38,0,6,0,14,0,22,1,0,0,0,0,0,9,0,13,0,18,18,2,2,1,7,25,4,8,18,1,0,19,0,0
"Ant263",3,0,2,8,0,4,1,3,2,4,3,8,12,6,4,8,0,3,3,1,0,5,10,4,0,4,1,0,3,18,5,18,12,1,5,13,3,0,8,5,5,2,3,4,3,5,2,2,3,2,12,4,2,1,3,9,0,7,1,1,2,11,3,14,3,6,5,1,4,6,7,0,4,1,0
"Ant294",4,4,0,5,1,0,3,4,0,1,3,4,2,4,1,0,4,0,4,3,0,19,3,0,0,9,0,16,3,18,0,5,1,1,1,3,1,1,9,5,3,1,1,0,4,1,2,2,4,2,4,7,8,2,6,0,7,0,0,1,1,1,9,14,1,1,2,0,0,2,5,0,5,1,0
"Ant318",0,0,0,2,6,13,0,4,5,0,2,0,3,6,0,0,4,4,1,1,1,0,14,1,8,0,2,0,10,3,3,0,3,4,3,2,0,3,6,1,2,0,1,10,4,10,9,2,4,6,0,6,0,1,0,13,1,0,0,2,4,3,0,1,1,3,5,1,3,2,5,0,5,4,0
"Ant332",0,0,20,28,3,1,9,3,1,2,3,18,7,1,6,3,1,0,3,3,6,3,4,11,0,8,1,0,7,4,1,1,4,12,4,8,14,3,1,0,4,5,1,2,3,1,10,1,2,9,1,21,9,4,8,0,1,1,2,0,3,4,3,4,3,3,3,7,7,2,20,1,5,2,0
"Ant342",2,1,1,1,6,14,0,16,4,0,17,5,9,9,5,2,6,7,3,1,7,1,2,1,1,2,13,0,5,11,0,2,21,6,9,9,4,2,2,2,9,0,3,7,12,12,4,5,4,10,3,4,3,4,0,18,2,1,4,3,0,4,1,3,2,9,5,1,0,7,2,1,1,5,0
"Ant347",6,1,0,0,8,5,0,7,10,0,5,0,3,31,0,0,3,5,1,2,0,0,3,0,4,1,36,0,14,6,1,1,8,2,4,4,0,12,1,19,12,4,35,19,8,4,0,19,3,14,0,3,0,1,1,18,11,1,3,4,4,0,0,3,0,22,15,0,2,14,3,18,1,2,33
"Ant353",12,12,1,5,0,1,9,3,0,0,0,5,0,0,1,0,0,0,5,10,41,1,5,0,0,6,0,75,1,6,1,12,2,1,0,0,16,0,0,6,5,6,0,0,10,0,0,0,2,0,14,0,5,0,9,2,3,9,0,3,1,0,0,10,0,0,1,0,0,0,0,0,0,0,0
"Ant356",3,6,5,12,2,3,6,3,0,2,3,30,6,6,9,1,9,1,4,2,7,22,0,5,2,9,0,5,5,25,5,5,6,7,4,4,18,0,4,5,2,13,3,2,4,1,7,1,20,1,19,13,9,11,12,2,14,14,1,4,3,3,10,0,15,2,3,3,3,1,10,0,6,0,0
"Ant387",0,0,11,3,0,0,3,3,0,2,1,7,5,0,6,3,5,2,6,1,0,0,0,4,3,7,0,0,2,6,1,3,2,4,1,3,2,1,0,0,1,9,1,1,6,3,1,1,8,1,0,18,7,1,4,1,3,1,1,3,2,0,0,15,0,2,0,6,4,0,12,0,7,1,0
"Ant390",0,0,2,1,13,7,2,18,12,6,3,0,2,33,3,2,5,8,2,0,1,0,3,6,11,2,22,0,23,1,8,2,4,18,2,6,0,8,3,10,14,0,13,7,11,15,2,13,2,7,0,11,2,1,1,7,6,1,3,3,9,22,0,2,2,0,30,2,2,29,0,1,10,6,5
"Ant394",1,0,3,5,16,39,0,9,27,0,6,0,8,10,2,1,5,15,1,1,0,0,3,9,5,5,24,0,9,2,3,1,8,12,1,1,0,6,1,8,32,1,30,13,8,1,1,19,0,17,0,0,2,0,0,25,5,2,5,3,5,15,1,3,0,30,0,10,7,16,3,14,14,0,11
"Ant395",0,0,0,1,4,4,3,0,1,8,7,2,1,0,1,2,15,13,5,0,1,2,1,8,4,3,0,0,0,6,7,1,4,9,4,3,1,3,9,0,19,0,8,2,7,1,14,2,4,0,1,2,1,4,2,4,1,0,1,7,1,0,0,3,6,2,10,0,1,2,4,0,19,26,0
"Ant437",4,1,1,4,7,6,0,21,2,5,2,5,14,6,2,10,2,11,1,6,3,3,4,2,6,38,6,10,11,4,2,4,8,14,7,15,0,1,4,4,2,3,1,6,4,5,17,2,10,1,4,70,5,11,1,8,4,0,3,7,0,2,0,3,4,2,7,1,0,3,15,1,5,2,0
"Ant475",0,2,2,0,15,16,0,13,17,6,4,1,5,16,2,1,1,4,1,0,1,6,13,0,7,7,15,1,7,6,2,1,23,12,2,1,1,13,0,6,6,0,5,30,7,4,10,18,0,11,3,2,0,0,1,18,6,2,2,2,7,14,0,1,0,29,16,2,3,0,3,1,1,1,3
"Ant492",0,1,1,6,1,3,2,18,2,5,2,4,12,3,4,7,4,15,10,4,3,0,6,2,4,10,0,0,4,8,4,3,13,15,0,11,3,6,3,9,5,1,2,3,4,3,8,9,16,2,2,17,13,0,4,1,7,5,5,20,2,3,0,10,12,0,3,4,15,3,0,3,1,8,0
"Ant501",2,2,0,0,0,0,0,0,16,0,1,1,0,5,0,1,0,0,3,0,3,1,2,0,0,1,15,0,0,0,1,1,1,1,0,0,1,25,1,3,0,0,20,2,1,2,0,38,3,5,2,0,0,0,0,0,0,0,0,1,1,18,0,0,0,1,14,0,1,1,3,0,12,2,76
"Ant527",1,0,3,4,3,5,0,11,8,4,11,5,4,10,3,9,7,2,2,4,2,2,3,10,4,6,4,1,7,24,9,2,13,18,6,2,3,2,6,9,23,4,4,4,13,2,13,4,13,4,0,3,4,8,2,19,4,5,5,5,1,1,0,6,7,10,14,19,5,1,1,12,0,8,0
"Ant552",0,3,0,1,3,0,0,2,0,4,7,0,1,6,3,7,4,5,4,16,0,0,0,3,10,9,0,1,11,3,10,6,2,16,0,6,1,1,8,0,8,1,7,0,6,4,32,0,1,2,0,5,0,0,0,0,1,1,4,2,5,2,0,0,1,6,0,26,2,1,8,2,8,0,0
"Ant593",0,0,0,0,0,0,0,2,31,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,22,0,0,0,0,74,0,16,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,5,11,0,0,3,0,76,0,0,0
